ED_CODE,ED_NAME,GAUTHIER,HAMILTON,HYDE,PACHECO,PATTON,WATSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
66,OTTAWA WEST--NEPEAN,0,15,9,1,24,40,Ottawa,16, ,0,0,0,89,276,Carlington Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,0,23,17,2,37,79,Ottawa,017A, ,0,0,0,158,252,Britannia Yacht Club,20071010
66,OTTAWA WEST--NEPEAN,0,18,14,0,29,77,Ottawa,017B, ,0,0,0,138,235,Britannia Yacht Club,20071010
66,OTTAWA WEST--NEPEAN,1,1,1,1,5,21,Ottawa,019s, ,1,2,1,34,65,Extendicare New Orchard Lodge,20071010
66,OTTAWA WEST--NEPEAN,0,23,14,0,47,102,Ottawa,20, ,0,0,0,186,316,Reformed Presbyterian Church of Ottawa,20071010
66,OTTAWA WEST--NEPEAN,2,28,24,1,59,97,Ottawa,21, ,0,0,0,211,412,Our Lady of Fatima School,20071010
66,OTTAWA WEST--NEPEAN,2,8,7,3,49,84,Ottawa,22, ,0,0,1,154,347,Our Lady of Fatima School,20071010
66,OTTAWA WEST--NEPEAN,0,28,16,1,82,117,Ottawa,23, ,1,0,0,245,426,D. Roy Kennedy Public School,20071010
66,OTTAWA WEST--NEPEAN,1,15,6,2,48,79,Ottawa,24, ,0,0,0,151,285,Bromley Road Baptist Church,20071010
66,OTTAWA WEST--NEPEAN,0,13,9,2,57,69,Ottawa,25, ,0,0,0,150,330,D. Roy Kennedy Public School,20071010
66,OTTAWA WEST--NEPEAN,0,16,18,1,43,104,Ottawa,026A, ,1,0,0,183,305,Trinity United Church,20071010
66,OTTAWA WEST--NEPEAN,1,12,6,3,43,60,Ottawa,026B, ,0,1,0,126,224,Trinity United Church,20071010
66,OTTAWA WEST--NEPEAN,0,13,11,0,33,85,Ottawa,27, ,0,0,0,142,321,Carlington Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,1,12,2,0,42,62,Ottawa,028s, ,1,0,0,120,170,Park Place Retirement Residence 1,20071010
66,OTTAWA WEST--NEPEAN,1,19,13,1,37,110,Ottawa,29, ,1,0,0,182,368,Carlington Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,1,15,9,0,45,64,Ottawa,030A, ,0,0,0,134,204,Ottawa Islamic School,20071010
66,OTTAWA WEST--NEPEAN,0,8,6,1,32,71,Ottawa,030B, ,0,0,0,118,196,Ottawa Islamic School,20071010
66,OTTAWA WEST--NEPEAN,1,17,10,2,60,142,Ottawa,31, ,1,0,0,233,394,Regina Street Public School,20071010
66,OTTAWA WEST--NEPEAN,0,14,17,0,43,96,Ottawa,32, ,0,0,0,170,335,Reformed Presbyterian Church of Ottawa,20071010
66,OTTAWA WEST--NEPEAN,0,3,1,3,40,59,Ottawa,033s, ,0,0,1,107,152,Central Park Lodge - Ottawa #2,20071010
66,OTTAWA WEST--NEPEAN,0,12,2,1,11,31,Ottawa,035s, ,2,1,2,62,215,Carlingview Manor,20071010
66,OTTAWA WEST--NEPEAN,1,22,7,3,50,90,Ottawa,36, ,2,1,0,176,315,Reformed Presbyterian Church of Ottawa,20071010
66,OTTAWA WEST--NEPEAN,1,26,15,2,60,100,Ottawa,37, ,0,0,0,204,371,D. Roy Kennedy Public School,20071010
66,OTTAWA WEST--NEPEAN,1,31,6,1,90,140,Ottawa,38, ,0,1,0,270,428,D. Roy Kennedy Public School,20071010
66,OTTAWA WEST--NEPEAN,1,26,8,0,76,138,Ottawa,39, ,0,0,0,249,392,D. Roy Kennedy Public School,20071010
66,OTTAWA WEST--NEPEAN,0,12,4,0,56,95,Ottawa,40, ,1,1,0,169,324,J.H. Putnam Public School,20071010
66,OTTAWA WEST--NEPEAN,2,21,15,6,55,110,Ottawa,41, ,1,15,0,225,346,Trinity United Church,20071010
66,OTTAWA WEST--NEPEAN,0,22,6,0,45,100,Ottawa,42, ,1,0,0,174,323,Trinity United Church,20071010
66,OTTAWA WEST--NEPEAN,0,16,2,0,28,96,Ottawa,43, ,0,0,0,142,323,Park Place Retirement Residence 1,20071010
66,OTTAWA WEST--NEPEAN,1,25,15,1,38,118,Ottawa,44, ,1,0,0,199,427,Park Place Retirement Residence 1,20071010
66,OTTAWA WEST--NEPEAN,0,8,15,0,35,84,Ottawa,46, ,0,0,0,142,297,Scouts Canada,20071010
66,OTTAWA WEST--NEPEAN,0,5,4,0,19,20,Ottawa,47, ,0,0,0,48,200,Calvin Christian Reform Church,20071010
66,OTTAWA WEST--NEPEAN,4,5,0,1,4,12,Ottawa,048s, ,0,1,0,27,120,Villa Marconi,20071010
66,OTTAWA WEST--NEPEAN,2,15,22,3,57,120,Ottawa,49, ,1,0,0,220,447,Villa Marconi,20071010
66,OTTAWA WEST--NEPEAN,0,5,12,1,36,80,Ottawa,050A, ,0,0,0,134,215,Ottawa Islamic School,20071010
66,OTTAWA WEST--NEPEAN,1,14,12,1,33,62,Ottawa,050B, ,0,0,0,123,196,Ottawa Islamic School,20071010
66,OTTAWA WEST--NEPEAN,0,9,9,2,67,126,Ottawa,51, ,1,0,0,214,357,Ottawa Islamic School,20071010
66,OTTAWA WEST--NEPEAN,0,21,10,0,19,32,Ottawa,52, ,0,0,0,82,153,St. Mark the Evangelist Church,20071010
66,OTTAWA WEST--NEPEAN,2,29,14,1,45,94,Ottawa,53, ,0,1,1,187,360,Dr. F.J. Mcdonald Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,11,14,1,31,48,Ottawa,54, ,0,0,0,105,240,Olde Forge,20071010
66,OTTAWA WEST--NEPEAN,2,31,15,0,34,79,Ottawa,55, ,0,0,0,161,291,Regina Street Public School,20071010
66,OTTAWA WEST--NEPEAN,1,18,24,1,30,75,Ottawa,56, ,0,0,0,149,347,Regina Street Public School,20071010
66,OTTAWA WEST--NEPEAN,1,25,7,0,11,50,Ottawa,57, ,1,0,0,95,296,Regina Street Public School,20071010
66,OTTAWA WEST--NEPEAN,1,16,7,0,30,45,Ottawa,058A, ,0,0,0,99,173,Severn Public School,20071010
66,OTTAWA WEST--NEPEAN,0,6,10,0,19,47,Ottawa,058B, ,0,0,0,82,162,Severn Public School,20071010
66,OTTAWA WEST--NEPEAN,0,22,9,0,40,75,Ottawa,59, ,0,0,0,146,292,Severn Public School,20071010
66,OTTAWA WEST--NEPEAN,0,7,7,0,45,71,Ottawa,60, ,0,1,0,131,224,Woodroffe High School,20071010
66,OTTAWA WEST--NEPEAN,1,19,12,2,73,109,Ottawa,61, ,4,0,0,220,367,Woodroffe High School,20071010
66,OTTAWA WEST--NEPEAN,0,10,12,0,72,102,Ottawa,62, ,0,0,1,197,340,Woodroffe High School,20071010
66,OTTAWA WEST--NEPEAN,1,18,11,0,84,123,Ottawa,63, ,0,1,0,238,410,J.H. Putnam Public School,20071010
66,OTTAWA WEST--NEPEAN,2,12,13,4,82,126,Ottawa,64, ,0,0,0,239,413,Agincourt Road Public School,20071010
66,OTTAWA WEST--NEPEAN,0,10,10,4,53,131,Ottawa,65, ,0,1,0,209,341,Agincourt Road Public School,20071010
66,OTTAWA WEST--NEPEAN,2,16,15,4,51,110,Ottawa,66, ,1,1,0,200,391,Agincourt Road Public School,20071010
66,OTTAWA WEST--NEPEAN,1,16,10,0,73,103,Ottawa,67, ,1,0,0,204,393,Agincourt Road Public School,20071010
66,OTTAWA WEST--NEPEAN,1,28,9,3,33,46,Ottawa,68, ,0,0,0,120,378,Scouts Canada,20071010
66,OTTAWA WEST--NEPEAN,0,9,10,1,42,63,Ottawa,69, ,2,0,0,127,259,Calvin Christian Reform Church,20071010
66,OTTAWA WEST--NEPEAN,1,17,16,0,40,72,Ottawa,070A, ,0,0,0,146,407,Parkwood Hills Public School,20071010
66,OTTAWA WEST--NEPEAN,0,16,11,2,46,80,Ottawa,070B, ,0,0,0,155,399,Parkwood Hills Public School,20071010
66,OTTAWA WEST--NEPEAN,1,17,7,0,34,67,Ottawa,071A, ,1,0,0,127,250,Parkwood Hills Public School,20071010
66,OTTAWA WEST--NEPEAN,0,17,7,2,30,75,Ottawa,071B, ,0,0,0,131,236,Parkwood Hills Public School,20071010
66,OTTAWA WEST--NEPEAN,0,14,9,6,42,90,Ottawa,72, ,1,0,0,162,265,Parkwood Presbyterian Church,20071010
66,OTTAWA WEST--NEPEAN,0,11,4,3,24,16,Ottawa,73, ,0,0,0,58,182,St. Rita School,20071010
66,OTTAWA WEST--NEPEAN,0,22,6,4,24,32,Ottawa,74, ,0,0,0,88,295,St. Rita School,20071010
66,OTTAWA WEST--NEPEAN,0,24,14,4,69,101,Ottawa,75, ,1,0,0,213,386,St. Rita School,20071010
66,OTTAWA WEST--NEPEAN,3,14,19,4,72,132,Ottawa,76, ,0,0,0,244,375,St. Mark the Evangelist Church,20071010
66,OTTAWA WEST--NEPEAN,1,11,16,3,70,114,Ottawa,77, ,1,1,0,217,352,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,0,18,7,0,39,96,Ottawa,78, ,0,0,1,161,316,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,3,17,4,1,43,80,Ottawa,79, ,0,1,0,149,348,Bayshore Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,18,13,3,29,50,Ottawa,80, ,1,0,0,114,218,Dr. F.J. Mcdonald Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,8,1,1,4,44,Ottawa,81, ,1,1,0,60,259,Dr. F.J. Mcdonald Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,22,13,0,39,67,Ottawa,82, ,0,0,0,141,314,Olde Forge,20071010
66,OTTAWA WEST--NEPEAN,0,4,1,0,28,16,Ottawa,083s, ,0,0,1,50,80,Sterling Place,20071010
66,OTTAWA WEST--NEPEAN,0,36,14,4,54,97,Ottawa,84, ,0,1,0,206,424,All Saints Lutheran Church,20071010
66,OTTAWA WEST--NEPEAN,0,10,3,2,41,59,Ottawa,085A, ,0,0,0,115,187,Severn Public School,20071010
66,OTTAWA WEST--NEPEAN,0,21,16,1,49,78,Ottawa,085B, ,0,0,0,165,272,Severn Public School,20071010
66,OTTAWA WEST--NEPEAN,3,16,4,0,80,64,Ottawa,86, ,2,1,0,170,286,Severn Public School,20071010
66,OTTAWA WEST--NEPEAN,1,20,8,1,65,78,Ottawa,87, ,0,0,0,173,336,St. Daniel School,20071010
66,OTTAWA WEST--NEPEAN,0,14,18,4,70,122,Ottawa,88, ,2,0,0,230,356,J.H. Putnam Public School,20071010
66,OTTAWA WEST--NEPEAN,2,21,17,2,68,96,Ottawa,89, ,0,0,0,206,331,St. Daniel School,20071010
66,OTTAWA WEST--NEPEAN,1,29,16,3,76,94,Ottawa,90, ,1,0,0,220,406,Agincourt Road Public School,20071010
66,OTTAWA WEST--NEPEAN,0,10,6,0,8,23,Ottawa,91, ,0,0,0,47,201,Agincourt Road Public School,20071010
66,OTTAWA WEST--NEPEAN,0,11,16,1,41,110,Ottawa,92, ,0,0,0,179,359,City View United Church,20071010
66,OTTAWA WEST--NEPEAN,1,22,19,1,80,104,Ottawa,93, ,1,1,0,229,463,City View United Church,20071010
66,OTTAWA WEST--NEPEAN,0,17,9,6,55,85,Ottawa,94, ,2,0,0,174,382,City View United Church,20071010
66,OTTAWA WEST--NEPEAN,0,14,7,5,54,108,Ottawa,95, ,1,0,0,189,373,Parkwood Hills Public School,20071010
66,OTTAWA WEST--NEPEAN,1,15,22,2,72,111,Ottawa,96, ,0,0,0,223,401,Parkwood Presbyterian Church,20071010
66,OTTAWA WEST--NEPEAN,1,21,8,0,62,93,Ottawa,97, ,0,0,0,185,292,Parkwood Presbyterian Church,20071010
66,OTTAWA WEST--NEPEAN,1,12,12,5,67,83,Ottawa,98, ,0,0,0,180,325,École élémentaire catholique Laurier-Carrière,20071010
66,OTTAWA WEST--NEPEAN,1,7,11,1,47,89,Ottawa,099A, ,1,0,0,157,238,École élémentaire catholique Laurier-Carrière,20071010
66,OTTAWA WEST--NEPEAN,0,8,6,0,44,70,Ottawa,099B, ,0,0,0,128,239,École élémentaire catholique Laurier-Carrière,20071010
66,OTTAWA WEST--NEPEAN,0,10,9,3,30,79,Ottawa,100, ,0,0,0,131,278,École élémentaire catholique Laurier-Carrière,20071010
66,OTTAWA WEST--NEPEAN,0,3,0,0,38,17,Ottawa,101s, ,0,0,0,58,71,Asher Place,20071010
66,OTTAWA WEST--NEPEAN,0,15,6,7,71,119,Ottawa,102, ,0,1,1,220,407,École élémentaire catholique Laurier-Carrière,20071010
66,OTTAWA WEST--NEPEAN,2,7,10,0,42,105,Ottawa,103, ,3,0,0,169,301,Bayshore Catholic School,20071010
66,OTTAWA WEST--NEPEAN,2,7,4,1,18,26,Ottawa,104, ,0,0,0,58,190,Dr. F.J. Mcdonald Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,12,11,1,20,53,Ottawa,105, ,0,0,0,97,206,Michele Heights Community Centre,20071010
66,OTTAWA WEST--NEPEAN,1,13,1,0,19,38,Ottawa,106, ,1,1,0,74,298,Michele Heights Community Centre,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,107, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,0,10,10,1,50,54,Ottawa,108, ,0,0,0,125,302,All Saints Lutheran Church,20071010
66,OTTAWA WEST--NEPEAN,0,20,6,1,59,95,Ottawa,109, ,0,0,0,181,330,All Saints Lutheran Church,20071010
66,OTTAWA WEST--NEPEAN,1,28,14,3,72,109,Ottawa,110, ,0,1,0,228,418,Académie Jeanne d'Arc,20071010
66,OTTAWA WEST--NEPEAN,2,5,3,0,28,28,Ottawa,111s, ,0,0,0,66,153,Extendicare West End Villa,20071010
66,OTTAWA WEST--NEPEAN,1,17,6,5,39,95,Ottawa,112, ,0,1,0,164,387,Académie Jeanne d'Arc,20071010
66,OTTAWA WEST--NEPEAN,1,20,26,3,69,113,Ottawa,113, ,0,0,0,232,400,École élémentaire catholique Terre-des-Jeunes,20071010
66,OTTAWA WEST--NEPEAN,0,15,9,1,57,47,Ottawa,114, ,3,0,0,132,260,École élémentaire catholique Terre-des-Jeunes,20071010
66,OTTAWA WEST--NEPEAN,0,2,1,0,22,27,Ottawa,115s, ,2,2,0,56,151,Extendicare Medex,20071010
66,OTTAWA WEST--NEPEAN,0,5,6,0,11,16,Ottawa,116, ,0,1,0,39,333,St. Gregory Elementary School,20071010
66,OTTAWA WEST--NEPEAN,2,34,33,0,34,47,Ottawa,117, ,1,0,0,151,486,Algonquin College of Applied Arts and Technology,20071010
66,OTTAWA WEST--NEPEAN,0,4,2,1,21,15,Ottawa,118s, ,1,1,2,47,113,Extendicare Starwood Nursing Home,20071010
66,OTTAWA WEST--NEPEAN,0,9,9,3,62,79,Ottawa,119, ,1,0,0,163,305,City View United Church,20071010
66,OTTAWA WEST--NEPEAN,0,24,16,1,85,123,Ottawa,120, ,0,1,1,251,423,City View United Church,20071010
66,OTTAWA WEST--NEPEAN,4,21,5,11,63,129,Ottawa,121, ,0,3,1,237,412,St. Maurice Church,20071010
66,OTTAWA WEST--NEPEAN,0,20,18,8,33,49,Ottawa,122, ,0,0,0,128,408,Century Public School,20071010
66,OTTAWA WEST--NEPEAN,1,24,14,9,95,121,Ottawa,123, ,0,0,0,264,500,Century Public School,20071010
66,OTTAWA WEST--NEPEAN,0,10,10,0,59,88,Ottawa,124, ,0,0,0,167,281,Century Public School,20071010
66,OTTAWA WEST--NEPEAN,1,8,9,4,81,97,Ottawa,125, ,1,0,0,201,356,Century Public School,20071010
66,OTTAWA WEST--NEPEAN,1,22,3,0,14,30,Ottawa,126, ,1,0,0,71,236,Bayshore Recreation and Rental Centre,20071010
66,OTTAWA WEST--NEPEAN,1,11,2,0,12,23,Ottawa,127, ,0,0,0,49,109,The Carleton,20071010
66,OTTAWA WEST--NEPEAN,3,20,9,8,42,65,Ottawa,128, ,0,0,0,147,402,Bayshore Catholic School,20071010
66,OTTAWA WEST--NEPEAN,2,22,9,2,33,51,Ottawa,129A, ,0,1,0,120,247,Bayshore Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,8,5,1,18,58,Ottawa,129B, ,0,0,0,90,231,Bayshore Catholic School,20071010
66,OTTAWA WEST--NEPEAN,0,7,9,0,37,72,Ottawa,130A, ,0,0,0,125,269,St. Stephen's Anglican Church,20071010
66,OTTAWA WEST--NEPEAN,1,6,5,1,25,60,Ottawa,130B, ,1,0,0,99,229,St. Stephen's Anglican Church,20071010
66,OTTAWA WEST--NEPEAN,0,17,9,4,47,100,Ottawa,131, ,0,1,0,178,385,St. Stephen's Anglican Church,20071010
66,OTTAWA WEST--NEPEAN,1,13,1,1,10,48,Ottawa,132, ,0,1,0,75,371,St. Stephen's Anglican Church,20071010
66,OTTAWA WEST--NEPEAN,1,23,21,3,68,96,Ottawa,133, ,3,2,0,217,424,St. Stephen's Anglican Church,20071010
66,OTTAWA WEST--NEPEAN,0,12,18,1,75,97,Ottawa,134, ,1,0,0,204,386,Pinecrest Public School,20071010
66,OTTAWA WEST--NEPEAN,0,14,12,2,64,74,Ottawa,135, ,2,0,0,168,343,Our Lady of Victory School,20071010
66,OTTAWA WEST--NEPEAN,1,20,13,3,63,104,Ottawa,136, ,0,0,0,204,348,Our Lady of Victory School,20071010
66,OTTAWA WEST--NEPEAN,2,17,3,2,42,79,Ottawa,137, ,1,0,0,146,356,Bethany Baptist Church,20071010
66,OTTAWA WEST--NEPEAN,1,7,8,1,19,33,Ottawa,138, ,0,0,0,69,191,École élémentaire catholique Terre-des-Jeunes,20071010
66,OTTAWA WEST--NEPEAN,0,24,11,0,40,76,Ottawa,139, ,1,0,1,153,367,Bethany Baptist Church,20071010
66,OTTAWA WEST--NEPEAN,0,13,9,1,19,19,Ottawa,140, ,0,0,0,61,237,École élémentaire catholique Terre-des-Jeunes,20071010
66,OTTAWA WEST--NEPEAN,1,20,16,7,64,132,Ottawa,141, ,1,0,0,241,381,St. Gregory Elementary School,20071010
66,OTTAWA WEST--NEPEAN,0,10,12,6,74,108,Ottawa,142, ,0,0,14,224,379,St. Gregory Elementary School,20071010
66,OTTAWA WEST--NEPEAN,0,12,14,5,55,111,Ottawa,143, ,0,0,0,197,357,St. Gregory Elementary School,20071010
66,OTTAWA WEST--NEPEAN,3,13,13,7,59,140,Ottawa,144, ,0,0,0,235,430,Meadowlands Public School,20071010
66,OTTAWA WEST--NEPEAN,0,14,10,11,97,107,Ottawa,145, ,0,0,0,239,428,Meadowlands Public School,20071010
66,OTTAWA WEST--NEPEAN,1,5,9,5,52,79,Ottawa,146, ,1,0,0,152,303,Meadowlands Public School,20071010
66,OTTAWA WEST--NEPEAN,1,16,4,2,45,68,Ottawa,147, ,0,0,0,136,343,Merivale High School,20071010
66,OTTAWA WEST--NEPEAN,1,5,0,0,49,20,Ottawa,148s, ,0,1,0,76,82,Viewmount Christian Home,20071010
66,OTTAWA WEST--NEPEAN,0,8,5,2,19,29,Ottawa,149, ,1,0,0,64,163,Merivale High School,20071010
66,OTTAWA WEST--NEPEAN,2,15,8,3,45,64,Ottawa,150A, ,1,2,0,140,297,Merivale High School,20071010
66,OTTAWA WEST--NEPEAN,1,5,5,3,39,64,Ottawa,150B, ,0,0,0,117,272,Merivale High School,20071010
66,OTTAWA WEST--NEPEAN,0,14,10,0,59,102,Ottawa,151, ,2,0,0,187,346,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,2,20,12,0,78,148,Ottawa,152, ,0,0,0,260,453,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,0,15,18,1,75,151,Ottawa,153, ,0,0,0,260,399,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,2,15,17,0,82,145,Ottawa,154, ,1,1,0,263,407,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,2,13,20,2,67,128,Ottawa,155, ,0,0,0,232,344,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,0,3,0,0,27,39,Ottawa,156s, ,0,1,0,70,91,Riverpark Place,20071010
66,OTTAWA WEST--NEPEAN,1,8,7,1,36,95,Ottawa,157, ,0,0,0,148,253,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,0,2,2,0,1,8,Ottawa,158, ,0,0,0,13,53,Bayshore Recreation and Rental Centre,20071010
66,OTTAWA WEST--NEPEAN,2,14,8,1,25,29,Ottawa,159, ,0,0,0,79,373,Bayshore Recreation and Rental Centre,20071010
66,OTTAWA WEST--NEPEAN,2,22,8,0,32,76,Ottawa,160, ,1,0,0,141,592,Bayshore Recreation and Rental Centre,20071010
66,OTTAWA WEST--NEPEAN,1,8,17,0,74,127,Ottawa,161, ,1,0,0,228,351,Cheder Rambam School,20071010
66,OTTAWA WEST--NEPEAN,1,9,9,3,37,57,Ottawa,162A, ,0,0,0,116,267,St. Paul High School,20071010
66,OTTAWA WEST--NEPEAN,0,11,3,1,23,46,Ottawa,162B, ,1,0,0,85,196,St. Paul High School,20071010
66,OTTAWA WEST--NEPEAN,1,16,11,1,55,58,Ottawa,163, ,1,0,0,143,432,St. Paul High School,20071010
66,OTTAWA WEST--NEPEAN,0,7,4,0,55,65,Ottawa,164s, ,0,3,0,134,192,The Redwoods,20071010
66,OTTAWA WEST--NEPEAN,1,14,20,1,84,107,Ottawa,165, ,0,1,1,229,409,Pinecrest Public School,20071010
66,OTTAWA WEST--NEPEAN,1,27,12,1,24,55,Ottawa,166, ,0,0,0,120,338,St. John the Apostle Church,20071010
66,OTTAWA WEST--NEPEAN,0,4,5,2,54,77,Ottawa,167A, ,1,0,0,143,280,St. John the Apostle Church,20071010
66,OTTAWA WEST--NEPEAN,0,4,6,2,38,78,Ottawa,167B, ,0,0,0,128,233,St. John the Apostle Church,20071010
66,OTTAWA WEST--NEPEAN,0,4,20,0,106,98,Ottawa,168, ,0,0,0,228,434,Bethany Baptist Church,20071010
66,OTTAWA WEST--NEPEAN,0,15,21,3,62,121,Ottawa,169, ,1,0,0,223,407,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,10,7,2,27,70,Ottawa,170A, ,0,0,0,116,314,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,12,6,0,40,53,Ottawa,170B, ,0,0,0,111,273,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,1,14,7,4,52,94,Ottawa,171A, ,2,0,0,174,355,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,13,13,2,48,56,Ottawa,171B, ,0,1,0,133,304,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,4,5,0,40,53,Ottawa,172s, ,1,0,0,103,124,Crystal View Lodge,20071010
66,OTTAWA WEST--NEPEAN,1,0,0,1,11,13,Ottawa,173s, ,1,0,0,27,211,Peter D. Clark Long Term Care Centre,20071010
66,OTTAWA WEST--NEPEAN,0,14,8,7,110,110,Ottawa,174, ,1,0,0,250,405,St. Gregory Elementary School,20071010
66,OTTAWA WEST--NEPEAN,0,14,10,10,60,95,Ottawa,175, ,2,0,0,191,345,St. Gregory Elementary School,20071010
66,OTTAWA WEST--NEPEAN,0,17,7,2,90,104,Ottawa,176, ,1,0,0,221,410,Meadowlands Public School,20071010
66,OTTAWA WEST--NEPEAN,0,5,9,1,47,97,Ottawa,177, ,1,2,1,163,249,Lakeview Public School,20071010
66,OTTAWA WEST--NEPEAN,0,6,12,2,73,127,Ottawa,178, ,0,1,0,221,371,Cheder Rambam School,20071010
66,OTTAWA WEST--NEPEAN,0,18,15,1,80,129,Ottawa,179, ,0,0,0,243,372,Cheder Rambam School,20071010
66,OTTAWA WEST--NEPEAN,1,32,8,1,32,82,Ottawa,180, ,0,1,0,157,365,St. John the Apostle School,20071010
66,OTTAWA WEST--NEPEAN,0,21,8,2,46,79,Ottawa,181A, ,1,6,0,163,286,St. Paul High School,20071010
66,OTTAWA WEST--NEPEAN,0,20,11,1,36,58,Ottawa,181B, ,0,0,0,126,271,St. Paul High School,20071010
66,OTTAWA WEST--NEPEAN,0,30,14,3,51,67,Ottawa,182, ,1,0,0,166,328,St. John the Apostle School,20071010
66,OTTAWA WEST--NEPEAN,1,13,6,0,26,30,Ottawa,183, ,3,1,0,80,252,St. Paul High School,20071010
66,OTTAWA WEST--NEPEAN,0,9,11,0,47,83,Ottawa,184A, ,0,0,0,150,235,Briargreen Public School,20071010
66,OTTAWA WEST--NEPEAN,0,8,18,2,59,72,Ottawa,184B, ,0,0,0,159,217,Briargreen Public School,20071010
66,OTTAWA WEST--NEPEAN,0,4,7,1,71,77,Ottawa,185A, ,0,1,0,161,254,Briargreen Public School,20071010
66,OTTAWA WEST--NEPEAN,1,4,8,2,69,90,Ottawa,185B, ,0,0,0,174,262,Briargreen Public School,20071010
66,OTTAWA WEST--NEPEAN,0,7,5,1,71,70,Ottawa,186, ,0,0,1,155,302,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,6,14,3,76,133,Ottawa,187, ,0,0,0,232,433,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,12,10,6,67,93,Ottawa,188, ,0,0,0,188,458,Sir Guy Carleton Secondary School,20071010
66,OTTAWA WEST--NEPEAN,0,10,18,3,89,117,Ottawa,189, ,0,0,0,237,416,Sir Guy Carleton Secondary School,20071010
