ED_CODE,ED_NAME,ABBAT,BALKISSOON,CARVALHO,GOODEN,MERCER,WHITE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
083,SCARBOROUGH--ROUGE RIVER,6,60,0,24,0,7,"Toronto",063B, ,0,1,0,98,243,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,72,5,10,1,14,"Toronto",064A, ,0,1,0,109,249,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,68,1,13,2,21,"Toronto",064B, ,1,1,0,114,247,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,69,3,13,0,5,"Toronto",065A, ,0,0,0,91,255,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,8,61,2,14,2,20,"Toronto",065B, ,0,0,0,107,253,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,57,4,5,1,7,"Toronto",066A, ,0,1,0,77,230,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,73,2,9,0,6,"Toronto",066B, ,0,0,0,94,247,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,63,1,14,1,11,"Toronto",067A, ,1,0,0,93,259,"Tom Longboat Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,77,3,15,1,20,"Toronto",067B, ,0,0,0,118,284,"Tom Longboat Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,93,1,27,0,21,"Toronto",068, ,0,0,0,147,412,"Tom Longboat Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,93,4,20,6,19,"Toronto",069, ,3,0,0,147,376,"St. Gabriel Lalemant Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,18,62,2,13,1,8,"Toronto",070, ,0,0,0,104,290,"St. Gabriel Lalemant Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,115,0,22,0,10,"Toronto",071, ,2,0,0,153,330,"Neilson House Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,0,57,0,15,3,9,"Toronto",072A, ,1,0,0,85,241,"Sacred Heart Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,63,0,12,2,9,"Toronto",072B, ,0,0,0,91,252,"Sacred Heart Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,53,2,7,1,16,"Toronto",073A, ,3,2,0,87,241,"Sacred Heart Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,63,2,13,1,10,"Toronto",073B, ,0,1,0,92,263,"Sacred Heart Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,53,2,8,5,9,"Toronto",074A, ,0,0,0,79,242,"Mary Shadd Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,82,3,14,0,22,"Toronto",074B, ,0,0,0,122,275,"Mary Shadd Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,63,1,17,0,10,"Toronto",075A, ,0,0,0,94,243,"Alexander Stirling Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,51,0,2,0,16,"Toronto",075B, ,0,0,0,70,212,"Alexander Stirling Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,43,3,2,1,13,"Toronto",076, ,0,1,0,64,280,"Alexander Stirling Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,12,84,6,39,4,27,"Toronto",077, ,2,1,0,175,420,"Alexander Stirling Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,71,2,24,1,10,"Toronto",078A, ,0,0,0,111,314,"Alexander Stirling Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,73,1,16,0,30,"Toronto",078B, ,0,0,0,127,277,"Alexander Stirling Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,71,0,29,0,21,"Toronto",079A, ,2,0,0,129,336,"Fleming Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,76,1,8,1,9,"Toronto",079B, ,0,0,1,98,276,"Fleming Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,78,1,21,2,11,"Toronto",080, ,2,0,0,120,407,"Malvern Methodist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,4,51,3,25,1,13,"Toronto",081, ,0,0,0,97,396,"Malvern Methodist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,4,71,2,11,1,18,"Toronto",082A, ,3,1,0,111,284,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,88,1,14,1,12,"Toronto",082B, ,0,0,0,118,262,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,12,48,0,15,1,10,"Toronto",083A, ,1,0,0,87,213,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,59,0,11,2,12,"Toronto",083B, ,0,0,0,88,230,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,62,0,19,0,13,"Toronto",084, ,0,0,0,101,283,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,89,2,19,1,9,"Toronto",085A, ,0,1,0,128,281,"St. Marguerite Bourgeoys Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,57,1,16,1,17,"Toronto",085B, ,1,0,0,98,279,"St. Marguerite Bourgeoys Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,69,2,7,2,17,"Toronto",086A, ,2,0,0,102,275,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,59,0,10,1,21,"Toronto",086B, ,0,1,0,96,293,"Alexmuir Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,11,73,1,20,1,5,"Toronto",087A, ,0,0,0,111,258,"Calvary Logos Baptist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,6,91,3,14,0,19,"Toronto",087B, ,0,3,0,136,298,"Calvary Logos Baptist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,5,63,2,11,4,9,"Toronto",088, ,0,1,0,95,270,"Our Lady of Grace Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,64,0,16,1,12,"Toronto",089A, ,0,1,0,97,238,"Our Lady of Grace Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,78,0,14,0,14,"Toronto",089B, ,0,0,0,109,217,"Our Lady of Grace Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,60,1,13,0,12,"Toronto",090A, ,0,0,0,91,286,"Our Lady of Grace Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,66,1,17,2,4,"Toronto",090B, ,0,0,0,93,253,"Our Lady of Grace Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,47,4,11,1,9,"Toronto",091A, ,0,1,0,78,251,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,0,63,0,12,0,11,"Toronto",091B, ,0,1,0,87,256,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,82,3,29,2,23,"Toronto",092, ,5,1,0,149,440,"École élémentaire catholique Saint-Jean-de-Lalande",20071010
083,SCARBOROUGH--ROUGE RIVER,6,51,0,13,0,13,"Toronto",093A, ,1,1,0,85,278,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,84,2,12,1,8,"Toronto",093B, ,1,0,0,109,289,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,34,8,7,3,7,"Toronto",094s, ,0,0,0,60,226,"Yee Hong Centre For Geriatric Care - Finch",20071010
083,SCARBOROUGH--ROUGE RIVER,4,59,1,5,1,17,"Toronto",095A, ,4,0,0,91,251,"Tom Longboat Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,51,1,17,1,9,"Toronto",095B, ,1,0,0,81,218,"Tom Longboat Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,70,2,21,0,15,"Toronto",096, ,1,0,0,112,283,"St. Gabriel Lalemant Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,52,3,12,0,22,"Toronto",097A, ,0,0,1,92,303,"Scott Westney Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,0,80,2,11,2,30,"Toronto",097B, ,6,0,0,131,352,"Scott Westney Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,5,77,6,19,1,20,"Toronto",098, ,0,0,0,128,382,"St. Columba Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,0,16,2,3,0,6,"Toronto",099, ,0,0,0,27,128,"St. Columba Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,77,1,27,5,25,"Toronto",100, ,0,0,0,138,348,"St. Columba Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,79,1,16,2,17,"Toronto",101A, ,0,0,0,120,307,"Emily Carr Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,67,4,20,2,17,"Toronto",101B, ,0,0,0,115,267,"Emily Carr Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,70,4,11,0,21,"Toronto",102A, ,0,0,0,110,235,"Emily Carr Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,61,1,11,1,21,"Toronto",102B, ,0,0,0,99,212,"Emily Carr Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,60,1,6,2,22,"Toronto",103A, ,1,2,0,95,260,"Malvern Methodist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,3,65,3,11,3,22,"Toronto",103B, ,1,0,0,108,256,"Malvern Methodist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,0,42,0,14,1,11,"Toronto",104A, ,0,0,0,68,260,"Malvern Methodist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,1,47,0,13,2,13,"Toronto",104B, ,0,0,0,76,256,"Malvern Methodist Church",20071010
083,SCARBOROUGH--ROUGE RIVER,7,80,1,20,3,7,"Toronto",105A, ,2,0,0,120,294,"St. Marguerite Bourgeoys Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,60,1,10,2,15,"Toronto",105B, ,0,1,0,93,270,"St. Marguerite Bourgeoys Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,0,65,3,17,3,17,"Toronto",106A, ,1,1,0,107,278,"St. Marguerite Bourgeoys Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,71,3,23,0,12,"Toronto",106B, ,3,0,0,116,262,"St. Marguerite Bourgeoys Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,75,3,11,0,8,"Toronto",107A, ,0,2,0,105,295,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,69,0,12,2,16,"Toronto",107B, ,1,1,0,104,289,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,55,1,14,1,5,"Toronto",108A, ,1,1,0,80,254,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,53,2,12,1,11,"Toronto",108B, ,0,2,0,82,257,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,11,109,0,22,1,20,"Toronto",109, ,0,0,0,163,457,"École élémentaire catholique Saint-Jean-de-Lalande",20071010
083,SCARBOROUGH--ROUGE RIVER,4,40,1,18,2,10,"Toronto",110A, ,0,0,0,75,243,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,44,2,16,2,10,"Toronto",110B, ,0,1,0,80,223,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,76,0,12,0,6,"Toronto",111A, ,0,2,0,102,252,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,66,2,18,0,10,"Toronto",111B, ,0,0,0,103,227,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,131,2,20,3,23,"Toronto",112, ,0,0,0,183,443,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,45,1,18,1,25,"Toronto",113A, ,1,0,0,93,282,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,72,1,19,1,22,"Toronto",113B, ,1,0,0,121,301,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,101,3,28,3,31,"Toronto",114, ,2,0,0,175,434,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,33,1,7,2,6,"Toronto",115, ,0,1,0,54,152,"Scott Westney Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,5,105,0,15,3,18,"Toronto",116, ,6,0,0,152,443,"St. Barnabas Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,54,1,5,3,14,"Toronto",117, ,4,0,0,85,298,"St. Barnabas Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,64,3,12,2,24,"Toronto",118, ,0,1,0,109,279,"Berner Trail Junior Public School",20071010
