ED_CODE,ED_NAME,ANDERSON,CHILVERS,ELLIOTT,FRAMPTON,GOBIN,HAMMER,MOSES,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
100,WHITBY--OSHAWA,11,1,74,1,1,98,18,"Whitby",128, ,0,0,1,205,374,"Captain Michael Vandenbos Public School",20071010
100,WHITBY--OSHAWA,9,1,93,0,1,74,13,"Whitby",129, ,0,0,0,191,368,"All Saints Catholic Secondary School",20071010
100,WHITBY--OSHAWA,20,3,106,0,2,110,10,"Whitby",130, ,1,3,0,255,421,"Jack Miner Public School",20071010
100,WHITBY--OSHAWA,14,1,96,3,1,76,21,"Whitby",131, ,0,0,0,212,392,"Palmerston Avenue Public School",20071010
100,WHITBY--OSHAWA,5,0,68,0,0,42,10,"Whitby",132, ,0,1,0,126,319,"Jack Miner Public School",20071010
100,WHITBY--OSHAWA,8,0,62,0,3,53,14,"Whitby",133, ,0,0,0,140,371,"St. Matthew Catholic School",20071010
100,WHITBY--OSHAWA,14,0,45,0,2,72,17,"Whitby",134, ,0,1,0,151,378,"St. Matthew Catholic School",20071010
100,WHITBY--OSHAWA,17,1,128,0,4,65,14,"Whitby",135, ,0,1,0,230,563,"Whitby Municipal Office",20071010
100,WHITBY--OSHAWA,16,0,70,0,0,41,17,"Whitby",136, ,0,0,0,144,372,"Glen Dhu Public School",20071010
100,WHITBY--OSHAWA,24,0,120,0,0,116,18,"Whitby",137, ,1,0,1,280,517,"Glen Dhu Public School",20071010
100,WHITBY--OSHAWA,19,2,132,0,1,126,10,"Whitby",138, ,1,1,0,292,545,"Pringle Creek Public School",20071010
100,WHITBY--OSHAWA,14,0,97,0,6,104,11,"Whitby",139, ,0,0,0,232,484,"Glen Dhu Public School",20071010
100,WHITBY--OSHAWA,16,0,87,0,1,47,29,"Whitby",140, ,1,0,0,181,411,"Pringle Creek Public School",20071010
100,WHITBY--OSHAWA,18,0,122,3,1,106,21,"Whitby",141, ,0,0,0,271,543,"St. Paul Catholic School",20071010
100,WHITBY--OSHAWA,13,0,108,0,0,82,25,"Whitby",142, ,2,0,0,230,471,"St. Paul Catholic School",20071010
100,WHITBY--OSHAWA,13,0,57,0,1,39,20,"Whitby",143, ,0,0,0,130,273,"St. Paul Catholic School",20071010
100,WHITBY--OSHAWA,27,2,103,0,1,86,26,"Whitby",144, ,0,0,0,245,433,"St. Paul Catholic School",20071010
100,WHITBY--OSHAWA,25,2,91,1,1,65,32,"Whitby",145, ,0,0,0,217,389,"Dr. Robert Thornton Public School",20071010
100,WHITBY--OSHAWA,17,1,106,0,0,81,38,"Oshawa",146, ,1,0,0,244,461,"Stephen G. Saywell Public School",20071010
100,WHITBY--OSHAWA,21,1,88,2,7,102,45,"Oshawa",147, ,3,0,0,269,505,"Stephen G. Saywell Public School",20071010
100,WHITBY--OSHAWA,24,0,80,0,2,57,31,"Oshawa",148, ,1,0,0,195,414,"Stephen G. Saywell Public School",20071010
100,WHITBY--OSHAWA,14,0,71,1,1,70,31,"Oshawa",149, ,0,1,0,189,365,"R.S. McLaughlin Central Collegiate Institute",20071010
100,WHITBY--OSHAWA,16,4,72,0,1,45,24,"Oshawa",150, ,1,0,0,163,369,"Woodcrest Public School",20071010
100,WHITBY--OSHAWA,18,0,95,1,4,92,35,"Oshawa",151, ,4,1,0,250,465,"Woodcrest Public School",20071010
100,WHITBY--OSHAWA,10,0,45,0,3,49,34,"Oshawa",152, ,1,1,0,143,343,"Woodcrest Public School",20071010
100,WHITBY--OSHAWA,14,1,34,3,2,43,28,"Oshawa",153, ,0,2,0,127,328,"Fernhill-Nipigon Community Centre",20071010
100,WHITBY--OSHAWA,6,2,28,2,1,11,13,"Oshawa",154, ,0,0,0,63,240,"Woodcrest Public School",20071010
100,WHITBY--OSHAWA,5,3,23,1,0,21,31,"Oshawa",155, ,1,0,0,85,366,"Woodcrest Public School",20071010
100,WHITBY--OSHAWA,9,1,48,3,2,47,27,"Oshawa",156, ,0,0,0,137,407,"St. Christopher Catholic School",20071010
100,WHITBY--OSHAWA,3,0,24,0,1,13,27,"Oshawa",157, ,0,1,0,69,232,"Fernhill-Nipigon Community Centre",20071010
100,WHITBY--OSHAWA,......................COMBINED WITH POLL 156 ....................,,,,,,,"Oshawa",158, ,,,,,,"",20071010
100,WHITBY--OSHAWA,2,0,13,2,3,14,12,"Oshawa",159s, ,1,0,0,47,173,"Extendicare Oshawa",20071010
100,WHITBY--OSHAWA,12,1,44,0,2,39,28,"Oshawa",160, ,1,0,0,127,301,"St. Christopher Catholic School",20071010
100,WHITBY--OSHAWA,21,3,126,0,0,79,13,"Whitby",161, ,1,0,0,243,436,"All Saints Catholic Secondary School",20071010
100,WHITBY--OSHAWA,17,1,83,0,3,70,31,"Whitby",162A, ,0,2,0,207,381,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,11,1,70,0,2,54,23,"Whitby",162B, ,0,0,2,163,361,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,19,0,123,0,0,96,13,"Whitby",163, ,0,0,0,251,466,"All Saints Catholic Secondary School",20071010
100,WHITBY--OSHAWA,16,4,100,0,2,79,35,"Whitby",164, ,0,0,0,236,408,"Palmerston Avenue Public School",20071010
100,WHITBY--OSHAWA,25,1,73,0,2,86,21,"Whitby",165, ,0,0,0,208,412,"E.A. Fairman Public School",20071010
100,WHITBY--OSHAWA,17,1,91,4,1,56,31,"Whitby",166, ,0,0,0,201,389,"Palmerston Avenue Public School",20071010
100,WHITBY--OSHAWA,7,0,77,0,1,41,17,"Whitby",167, ,1,0,0,144,309,"Palmerston Avenue Public School",20071010
100,WHITBY--OSHAWA,3,0,42,0,1,19,20,"Whitby",168, ,0,0,0,85,179,"Palmerston Avenue Public School",20071010
100,WHITBY--OSHAWA,1,1,21,0,1,16,3,"Whitby",169s, ,2,0,1,46,82,"The Colonial Retirement Home",20071010
100,WHITBY--OSHAWA,7,0,66,0,1,61,18,"Whitby",170, ,1,0,0,154,362,"Whitby Municipal Office",20071010
100,WHITBY--OSHAWA,12,0,85,0,3,72,14,"Whitby",171, ,0,0,0,186,375,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,19,0,92,0,0,83,24,"Whitby",172, ,0,0,0,218,397,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,19,0,119,0,1,86,24,"Whitby",173, ,1,0,0,250,425,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,19,0,131,1,3,73,16,"Whitby",174, ,0,1,0,244,417,"Pringle Creek Public School",20071010
100,WHITBY--OSHAWA,8,2,62,0,0,51,22,"Whitby",175, ,0,1,0,146,349,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,16,1,88,1,1,63,13,"Whitby",176, ,2,0,0,185,336,"Pringle Creek Public School",20071010
100,WHITBY--OSHAWA,29,0,89,0,2,76,38,"Whitby",177, ,1,0,0,235,484,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,11,3,87,0,2,112,23,"Whitby",178, ,0,0,0,238,454,"Pringle Creek Public School",20071010
100,WHITBY--OSHAWA,14,0,76,0,1,57,35,"Whitby",179, ,1,0,0,184,364,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,18,0,105,1,2,72,17,"Whitby",180, ,0,1,0,216,435,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,19,2,115,2,2,77,15,"Whitby",181, ,1,2,0,235,491,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,9,0,60,0,3,52,23,"Whitby",182, ,1,0,0,148,303,"Dr. Robert Thornton Public School",20071010
100,WHITBY--OSHAWA,15,0,112,1,2,72,22,"Whitby",183, ,0,1,2,227,457,"Dr. Robert Thornton Public School",20071010
100,WHITBY--OSHAWA,0,0,15,2,5,9,2,"Whitby",184s, ,1,0,0,34,127,"Sunnycrest Nursing Home",20071010
100,WHITBY--OSHAWA,8,3,69,3,5,50,16,"Whitby",185, ,0,0,0,154,365,"Bellwood Public School",20071010
100,WHITBY--OSHAWA,20,2,92,1,1,100,21,"Whitby",186, ,0,0,0,237,437,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,18,2,127,1,2,71,24,"Whitby",187, ,0,0,0,245,456,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,15,0,104,0,2,83,32,"Whitby",188, ,0,0,0,236,434,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,17,0,106,0,3,137,11,"Whitby",189, ,0,0,0,274,456,"St. John the Evangelist Catholic School",20071010
100,WHITBY--OSHAWA,23,0,116,0,0,88,20,"Whitby",190, ,0,0,0,247,461,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,24,1,125,0,1,97,17,"Whitby",191, ,1,0,0,266,477,"Colonel J.E. Farewell Public School",20071010
100,WHITBY--OSHAWA,10,0,111,0,0,78,10,"Whitby",192, ,1,0,0,210,394,"St. John the Evangelist Catholic School",20071010
100,WHITBY--OSHAWA,22,1,58,0,0,72,28,"Whitby",193, ,0,0,0,181,345,"St. John the Evangelist Catholic School",20071010
100,WHITBY--OSHAWA,21,2,95,1,1,57,21,"Whitby",194, ,1,0,0,199,350,"E.A. Fairman Public School",20071010
100,WHITBY--OSHAWA,25,0,66,0,3,57,31,"Whitby",195, ,2,0,0,184,332,"E.A. Fairman Public School",20071010
100,WHITBY--OSHAWA,14,2,60,2,1,60,15,"Whitby",196, ,1,0,0,155,299,"E.A. Fairman Public School",20071010
100,WHITBY--OSHAWA,21,2,46,0,2,54,19,"Whitby",197, ,0,0,0,144,304,"E.A. Fairman Public School",20071010
100,WHITBY--OSHAWA,......................COMBINED WITH POLL 165 ....................,,,,,,,"Whitby",198, ,,,,,,"",20071010
100,WHITBY--OSHAWA,24,0,87,0,1,74,39,"Whitby",199, ,1,0,0,226,503,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,11,1,33,0,0,47,19,"Whitby",200, ,1,0,0,112,312,"Leslie McFarlane Public School",20071010
