ED_CODE,ED_NAME,DOMSY,DUNLOP,HILL,RAYBOULD,VARCOE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
086,SIMCOE NORTH,79,42,26,0,10,"Penetanguishene",040, ,2,0,0,159,391,"Royal Canadian Legion #68",20071010
086,SIMCOE NORTH,71,52,15,1,16,"Penetanguishene",041, ,0,0,0,155,380,"Royal Canadian Legion #68",20071010
086,SIMCOE NORTH,63,35,22,2,4,"Penetanguishene",042, ,5,0,0,131,339,"Royal Canadian Legion #68",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",043s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,69,50,18,0,15,"Penetanguishene",044, ,0,0,0,152,404,"Royal Canadian Legion #68",20071010
086,SIMCOE NORTH,25,9,2,0,0,"Penetanguishene",045s, ,1,0,0,37,107,"Georgian Manor",20071010
086,SIMCOE NORTH,54,37,6,0,7,"Penetanguishene",046, ,1,1,0,106,300,"Georgian Manor",20071010
086,SIMCOE NORTH,4,8,1,0,0,"Penetanguishene",047s, ,0,1,0,14,34,"Penetanguishene General Hospital",20071010
086,SIMCOE NORTH,66,49,24,0,18,"Penetanguishene",048, ,1,0,0,158,378,"Georgian Manor",20071010
086,SIMCOE NORTH,69,63,17,0,9,"Penetanguishene",049, ,0,0,0,158,300,"Penetanguishene Secondary School",20071010
086,SIMCOE NORTH,59,54,14,1,12,"Midland",050, ,3,1,0,144,357,"Mountainview Mall",20071010
086,SIMCOE NORTH,53,61,17,0,20,"Midland",051, ,0,1,0,152,355,"Mountainview Mall",20071010
086,SIMCOE NORTH,70,91,18,1,18,"Midland",052, ,1,0,0,199,353,"Mountainview Mall",20071010
086,SIMCOE NORTH,51,69,6,0,12,"Midland",053, ,0,0,0,138,310,"Mountainview Mall",20071010
086,SIMCOE NORTH,79,59,8,0,16,"Midland",054, ,2,0,0,164,321,"Mountainview Mall",20071010
086,SIMCOE NORTH,38,54,11,0,21,"Midland",055, ,0,0,0,124,318,"Mountainview Mall",20071010
086,SIMCOE NORTH,68,90,13,0,24,"Midland",056, ,0,1,0,196,363,"Holy Cross Lutheran Church",20071010
086,SIMCOE NORTH,44,38,13,0,22,"Midland",057, ,0,1,0,118,353,"Odd Fellows Hall",20071010
086,SIMCOE NORTH,48,58,22,1,19,"Midland",058, ,0,0,0,148,348,"Holy Cross Lutheran Church",20071010
086,SIMCOE NORTH,49,33,9,0,9,"Midland",059, ,0,1,1,102,341,"Odd Fellows Hall",20071010
086,SIMCOE NORTH,70,62,13,0,22,"Midland",060, ,1,0,0,168,340,"Holy Cross Lutheran Church",20071010
086,SIMCOE NORTH,39,59,15,2,17,"Midland",061, ,0,1,0,133,299,"Odd Fellows Hall",20071010
086,SIMCOE NORTH,17,42,5,1,2,"Midland",062s, ,0,0,0,67,160,"The Villa Care Centre",20071010
086,SIMCOE NORTH,32,37,7,0,29,"Midland",063, ,0,0,0,105,292,"Holy Cross Lutheran Church",20071010
086,SIMCOE NORTH,32,50,9,0,18,"Midland",064, ,0,0,0,109,282,"Sacred Heart Elementary School",20071010
086,SIMCOE NORTH,18,22,8,0,8,"Midland",065, ,0,2,0,58,192,"Sacred Heart Elementary School",20071010
086,SIMCOE NORTH,45,32,19,0,30,"Midland",066, ,2,0,0,128,346,"Hillcrest Village Care Centre",20071010
086,SIMCOE NORTH,46,43,16,1,14,"Midland",067, ,0,0,0,120,312,"Sacred Heart Elementary School",20071010
086,SIMCOE NORTH,17,10,5,2,0,"Midland",068s, ,1,0,2,37,102,"Hillcrest Village Care Centre",20071010
086,SIMCOE NORTH,34,63,8,0,6,"Midland",069, ,0,0,0,111,234,"Calvary Baptist Church",20071010
086,SIMCOE NORTH,44,67,15,0,17,"Midland",070, ,0,0,0,143,309,"Calvary Baptist Church",20071010
086,SIMCOE NORTH,43,44,23,1,10,"Midland",071, ,0,1,0,122,359,"Sacred Heart Elementary School",20071010
086,SIMCOE NORTH,39,48,15,0,12,"Midland",072, ,0,0,0,114,297,"Calvary Baptist Church",20071010
086,SIMCOE NORTH,62,71,19,1,12,"Midland",073, ,0,0,0,165,438,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,54,67,25,0,17,"Midland",074, ,0,0,0,163,364,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,66,75,7,0,9,"Midland",075, ,1,0,0,158,381,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,54,79,17,0,15,"Midland",076, ,0,0,0,165,376,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,46,58,9,0,18,"Midland",077, ,0,0,0,131,310,"Sacred Heart Elementary School",20071010
086,SIMCOE NORTH,59,59,12,7,1,"Midland",078, ,1,0,0,139,305,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,43,61,11,0,9,"Midland",079, ,0,1,0,125,355,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,45,66,9,0,13,"Port McNicoll",080, ,0,0,0,133,331,"Port McNicoll Community Centre",20071010
086,SIMCOE NORTH,38,64,14,0,8,"Port McNicoll",081, ,0,1,0,125,314,"Port McNicoll Public School",20071010
086,SIMCOE NORTH,28,43,9,0,10,"Port McNicoll",082, ,0,0,0,90,178,"Port McNicoll Community Centre",20071010
086,SIMCOE NORTH,34,39,19,1,5,"Port McNicoll",083, ,0,0,0,98,251,"Port McNicoll Community Centre",20071010
086,SIMCOE NORTH,32,45,22,1,14,"Port McNicoll",084, ,0,0,0,114,325,"Port McNicoll Public School",20071010
086,SIMCOE NORTH,40,49,23,0,6,"Port McNicoll",085, ,0,0,0,118,356,"Port McNicoll Public School",20071010
086,SIMCOE NORTH,37,56,13,0,14,"Victoria Harbour",086, ,0,0,0,120,328,"Victoria Harbour Public School",20071010
086,SIMCOE NORTH,41,64,8,0,13,"Victoria Harbour",087, ,0,1,0,127,308,"Victoria Harbour Public School",20071010
086,SIMCOE NORTH,54,56,13,0,16,"Victoria Harbour",088, ,1,0,0,140,323,"Victoria Harbour Public School",20071010
086,SIMCOE NORTH,37,73,13,1,18,"Victoria Harbour",089, ,0,0,0,142,318,"Victoria Harbour Public School",20071010
086,SIMCOE NORTH,39,58,15,0,13,"Victoria Harbour",090, ,0,1,0,126,321,"St. Antoine Daniel Catholic School",20071010
086,SIMCOE NORTH,23,53,11,1,9,"Waubaushene",091, ,0,0,1,98,217,"Waubaushene Elementary School",20071010
086,SIMCOE NORTH,34,64,8,0,3,"Waubaushene",092, ,0,0,0,109,203,"Waubaushene Elementary School",20071010
086,SIMCOE NORTH,26,62,16,1,14,"Waubaushene",093, ,0,0,0,119,280,"Waubaushene Elementary School",20071010
086,SIMCOE NORTH,30,65,9,0,14,"Coldwater",094, ,0,0,0,118,250,"Royal Canadian Legion #270",20071010
086,SIMCOE NORTH,25,90,7,0,21,"Orillia",095, ,0,0,0,143,307,"Christian Fellowship Chapel",20071010
086,SIMCOE NORTH,41,88,5,0,12,"Cumberland Beach",096, ,1,0,0,147,306,"Cumberland Beach Public School",20071010
086,SIMCOE NORTH,40,79,11,1,8,"Washago",097, ,1,0,0,140,267,"Washago Community Centre",20071010
086,SIMCOE NORTH,23,41,17,0,18,"Longford Mills",098, ,0,0,0,99,246,"Longford Mills Community Centre",20071010
086,SIMCOE NORTH,44,46,15,0,14,"Penetanguishene",099, ,0,0,0,119,267,"Lafontaine Parish Hall",20071010
086,SIMCOE NORTH,72,54,13,0,15,"Penetanguishene",100, ,0,0,0,154,287,"Lafontaine Parish Hall",20071010
086,SIMCOE NORTH,44,72,10,0,18,"Perkinsfield",101, ,0,0,0,144,329,"The Place Community Centre",20071010
086,SIMCOE NORTH,65,53,4,0,13,"Penetanguishene",102, ,0,0,0,135,328,"Royal Canadian Legion #68",20071010
086,SIMCOE NORTH,26,29,9,0,7,"Midland",103, ,0,0,0,71,176,"Holy Cross Lutheran Church",20071010
086,SIMCOE NORTH,52,84,10,0,20,"Midland",104, ,0,0,0,166,338,"The Villa Care Centre",20071010
086,SIMCOE NORTH,33,61,1,0,5,"Midland",105, ,0,0,0,100,188,"Calvary Baptist Church",20071010
086,SIMCOE NORTH,11,16,2,1,0,"Midland",106s, ,0,0,1,31,62,"King Place Retirement Residence",20071010
086,SIMCOE NORTH,85,78,17,0,12,"Midland",107, ,0,0,0,192,498,"King Place Retirement Residence",20071010
086,SIMCOE NORTH,69,70,23,0,9,"Midland",108, ,2,0,0,173,462,"St. Theresa Catholic High School",20071010
086,SIMCOE NORTH,34,50,15,1,8,"Port McNicoll",109, ,0,0,0,108,256,"Port McNicoll Public School",20071010
086,SIMCOE NORTH,32,68,16,0,22,"Victoria Harbour",110, ,0,1,0,139,299,"St. Antoine Daniel Catholic School",20071010
086,SIMCOE NORTH,26,73,19,0,17,"Victoria Harbour",111, ,0,0,0,135,277,"St. Antoine Daniel Catholic School",20071010
086,SIMCOE NORTH,19,54,14,0,20,"Waubaushene",112, ,1,0,0,108,228,"Waubaushene Elementary School",20071010
086,SIMCOE NORTH,34,111,20,0,11,"Coldwater",113, ,1,0,0,177,347,"Coldwater Public School",20071010
086,SIMCOE NORTH,29,123,18,0,11,"Coldwater",114, ,0,0,0,181,317,"Coldwater Public School",20071010
086,SIMCOE NORTH,41,119,21,0,11,"Coldwater",115, ,0,1,1,194,340,"Royal Canadian Legion #270",20071010
086,SIMCOE NORTH,28,100,7,1,18,"Coldwater",116, ,0,0,1,155,347,"Royal Canadian Legion #270",20071010
086,SIMCOE NORTH,29,58,21,0,16,"Cumberland Beach",117, ,1,0,0,125,310,"Cumberland Beach Public School",20071010
086,SIMCOE NORTH,33,57,18,1,12,"Cumberland Beach",118, ,1,0,0,122,279,"Cumberland Beach Public School",20071010
086,SIMCOE NORTH,16,65,16,1,12,"Cumberland Beach",119, ,0,0,0,110,199,"Cumberland Beach Public School",20071010
086,SIMCOE NORTH,19,51,14,0,16,"Longford Mills",120, ,0,1,0,101,234,"Longford Mills Community Centre",20071010
086,SIMCOE NORTH,25,69,8,0,2,"Longford Mills",121, ,0,0,0,104,266,"Longford Mills Community Centre",20071010
086,SIMCOE NORTH,51,36,17,0,18,"Perkinsfield",122, ,0,1,0,123,273,"The Place Community Centre",20071010
086,SIMCOE NORTH,37,39,10,3,8,"Perkinsfield",123, ,1,2,0,100,257,"The Place Community Centre",20071010
086,SIMCOE NORTH,57,61,16,0,10,"Perkinsfield",124, ,1,1,0,146,310,"The Place Community Centre",20071010
086,SIMCOE NORTH,32,82,11,0,22,"Wyebridge",125, ,0,0,0,147,316,"Wyebridge Community Centre",20071010
086,SIMCOE NORTH,47,97,23,0,14,"Victoria Harbour",126, ,1,0,0,182,360,"Old Fort Fire Hall",20071010
086,SIMCOE NORTH,35,114,4,1,16,"Coldwater",127, ,0,0,0,170,301,"Coldwater Public School",20071010
086,SIMCOE NORTH,23,108,12,1,17,"Coldwater",128, ,1,0,0,162,274,"Coldwater Public School",20071010
086,SIMCOE NORTH,51,113,16,0,24,"Warminster",129, ,1,0,0,205,331,"Warminster Community Hall",20071010
086,SIMCOE NORTH,26,86,13,0,26,"Warminster",130, ,0,0,0,151,329,"Warminster Community Hall",20071010
086,SIMCOE NORTH,20,91,14,0,12,"Orillia",131, ,1,0,1,139,259,"Christian Fellowship Chapel",20071010
086,SIMCOE NORTH,30,114,8,0,14,"Orillia",132, ,0,0,0,166,301,"Ardtrea Public School",20071010
086,SIMCOE NORTH,36,124,15,0,12,"Orillia",133, ,0,1,0,188,347,"Ardtrea Public School",20071010
086,SIMCOE NORTH,41,103,13,3,17,"Cumberland Beach",134, ,0,0,0,177,349,"Cumberland Beach Public School",20071010
086,SIMCOE NORTH,30,38,79,1,18,"Rama",135, ,8,0,0,174,467,"Rama Community Hall",20071010
086,SIMCOE NORTH,37,88,24,0,12,"Longford Mills",136, ,0,0,0,161,358,"Longford Mills Community Centre",20071010
086,SIMCOE NORTH,70,72,11,0,24,"Perkinsfield",137, ,1,0,0,178,310,"The Place Community Centre",20071010
086,SIMCOE NORTH,33,95,18,0,23,"Wyebridge",138, ,1,0,0,170,341,"Wyebridge Community Centre",20071010
086,SIMCOE NORTH,34,72,11,0,19,"Wyebridge",139, ,0,0,0,136,277,"Ebenezer United Church",20071010
086,SIMCOE NORTH,34,100,5,0,32,"Vasey",140, ,0,0,0,171,250,"Vasey United Church",20071010
086,SIMCOE NORTH,38,71,12,0,19,"Vasey",141, ,0,0,0,140,230,"Vasey United Church",20071010
086,SIMCOE NORTH,45,116,12,1,33,"Oro-Medonte",142, ,0,0,0,207,336,"Moonstone Elementary School",20071010
086,SIMCOE NORTH,40,101,17,0,4,"Orillia",143, ,0,0,0,162,358,"Ardtrea Public School",20071010
086,SIMCOE NORTH,47,98,11,1,21,"Orillia",144, ,0,0,0,178,379,"Couchiching Heights Public School",20071010
086,SIMCOE NORTH,42,123,14,0,19,"Udney",145, ,0,0,0,198,351,"Udney Community Centre",20071010
086,SIMCOE NORTH,97,134,15,0,18,"Wyevale",146, ,0,0,0,264,456,"Wyevale Central School",20071010
086,SIMCOE NORTH,47,139,11,0,27,"Wyevale",147, ,0,1,0,225,362,"Wyevale Central School",20071010
086,SIMCOE NORTH,44,82,11,0,40,"Oro-Medonte",148, ,0,0,0,177,299,"Moonstone Elementary School",20071010
086,SIMCOE NORTH,23,59,11,2,22,"Oro-Medonte",149, ,1,1,0,119,218,"Moonstone Elementary School",20071010
086,SIMCOE NORTH,21,88,9,0,13,"Warminster",150, ,0,0,0,131,257,"Warminster Community Hall",20071010
086,SIMCOE NORTH,34,137,10,0,15,"Warminster",151, ,0,1,0,197,368,"Warminster Community Hall",20071010
086,SIMCOE NORTH,57,134,16,0,17,"Orillia",152, ,0,0,0,224,364,"Marchmont Public School",20071010
086,SIMCOE NORTH,50,132,14,0,13,"Orillia",153, ,1,2,0,212,356,"Marchmont Public School",20071010
086,SIMCOE NORTH,71,121,13,1,17,"Orillia",154, ,0,0,0,223,417,"Marchmont Public School",20071010
086,SIMCOE NORTH,37,127,11,0,9,"Orillia",155, ,0,0,0,184,343,"Notre Dame School",20071010
086,SIMCOE NORTH,20,86,5,0,6,"Orillia",156, ,1,0,0,118,265,"Notre Dame School",20071010
086,SIMCOE NORTH,46,87,14,0,7,"Orillia",157, ,1,0,0,155,339,"École élémentaire catholique Samuel-de-Champlain",20071010
086,SIMCOE NORTH,15,39,11,1,12,"Orillia",158s, ,1,0,0,79,120,"Legion Crest Complex Building 1",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",159s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,20,32,12,0,8,"Orillia",160, ,0,0,0,72,133,"Legion Crest Complex Building 1",20071010
086,SIMCOE NORTH,9,47,9,0,0,"Orillia",161s, ,0,0,0,65,113,"Champlain Manor",20071010
086,SIMCOE NORTH,65,68,9,0,6,"Orillia",162, ,0,0,0,148,348,"Orchard Park Public School",20071010
086,SIMCOE NORTH,84,125,18,1,12,"Orillia",163, ,0,2,0,242,426,"École élémentaire catholique Samuel-de-Champlain",20071010
086,SIMCOE NORTH,36,66,11,1,1,"Orillia",164, ,1,0,0,116,280,"Orchard Park Public School",20071010
086,SIMCOE NORTH,45,75,21,0,11,"Orillia",165, ,0,1,0,153,374,"Orchard Park Public School",20071010
086,SIMCOE NORTH,2,12,1,0,1,"Orillia",166s, ,0,0,0,16,36,"The Atrium Retirement Home",20071010
086,SIMCOE NORTH,71,119,14,0,17,"Orillia",167, ,0,0,0,221,393,"École élémentaire catholique Samuel-de-Champlain",20071010
086,SIMCOE NORTH,58,96,13,0,19,"Orillia",168, ,0,0,0,186,339,"École élémentaire catholique Samuel-de-Champlain",20071010
086,SIMCOE NORTH,47,72,10,0,13,"Orillia",169, ,0,0,0,142,302,"Couchiching Heights Public School",20071010
086,SIMCOE NORTH,48,69,18,0,13,"Orillia",170, ,1,0,0,149,346,"Orchard Park Public School",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",171, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,49,79,36,0,9,"Orillia",172, ,0,0,1,174,347,"Couchiching Heights Public School",20071010
086,SIMCOE NORTH,62,108,21,1,23,"Orillia",173, ,1,0,1,217,406,"Guardian Angels Roman Catholic Church Hall",20071010
086,SIMCOE NORTH,9,21,0,0,4,"Orillia",174s, ,1,0,0,35,121,"Trillium Manor Home for the Aged",20071010
086,SIMCOE NORTH,50,77,9,1,15,"Orillia",175, ,0,1,0,153,341,"Trillium Manor Home for the Aged",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",176s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",177s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,43,56,17,0,22,"Orillia",178, ,0,0,0,138,299,"Hillcrest Public School",20071010
086,SIMCOE NORTH,31,42,12,1,8,"Orillia",179, ,1,0,0,95,279,"Guardian Angels Roman Catholic Church Hall",20071010
086,SIMCOE NORTH,40,68,10,0,15,"Orillia",180, ,0,0,0,133,360,"Hillcrest Public School",20071010
086,SIMCOE NORTH,73,111,21,0,26,"Orillia",181, ,0,0,0,231,433,"Couchiching Heights Public School",20071010
086,SIMCOE NORTH,83,91,18,0,30,"Orillia",182, ,0,0,0,222,431,"Hillcrest Public School",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",183s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",184, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",185s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,40,41,19,0,16,"Orillia",186, ,0,2,0,118,355,"Guardian Angels Roman Catholic Church Hall",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",187s, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,45,99,14,0,24,"Orillia",188, ,0,0,0,182,394,"Hillcrest Public School",20071010
086,SIMCOE NORTH,54,56,13,0,19,"Orillia",189, ,0,0,0,142,319,"Hillcrest Public School",20071010
086,SIMCOE NORTH,12,35,2,0,7,"Orillia",190s, ,2,3,0,61,80,"Birchmere Retirement Residence",20071010
086,SIMCOE NORTH,54,98,12,0,14,"Orillia",191, ,1,0,0,179,360,"Couchiching Heights Public School",20071010
086,SIMCOE NORTH,64,131,20,0,16,"Orillia",192, ,1,1,0,233,371,"Birchmere Retirement Residence",20071010
086,SIMCOE NORTH,44,59,23,0,13,"Orillia",193, ,0,0,0,139,423,"Guardian Angels Roman Catholic Church Hall",20071010
086,SIMCOE NORTH,4,15,3,0,2,"Orillia",194s, ,0,0,0,24,140,"Leacock Care Centre",20071010
086,SIMCOE NORTH,68,116,9,0,10,"Orillia",195, ,1,2,0,206,343,"Swanmore Hall Leacock Home",20071010
086,SIMCOE NORTH,67,156,13,0,11,"Orillia",196, ,2,0,0,249,438,"Swanmore Hall Leacock Home",20071010
086,SIMCOE NORTH,51,76,12,0,13,"Brechin",197, ,0,0,0,152,300,"Ramara Community Center",20071010
086,SIMCOE NORTH,56,102,8,0,17,"Orillia",198, ,0,0,0,183,313,"Uptergrove Public School",20071010
086,SIMCOE NORTH,37,66,7,1,15,"Wyevale",199, ,0,0,4,130,279,"Wyevale Central School",20071010
086,SIMCOE NORTH,55,105,15,1,20,"Oro-Medonte",200, ,0,0,0,196,383,"Moonstone Elementary School",20071010
086,SIMCOE NORTH,25,81,9,2,24,"Oro-Medonte",201, ,0,0,0,141,258,"Moonstone Elementary School",20071010
086,SIMCOE NORTH,39,136,7,0,22,"Jarratt",202, ,0,0,0,204,307,"Jarratt Community Hall",20071010
086,SIMCOE NORTH,35,97,13,1,12,"Orillia",203, ,0,0,0,158,332,"Marchmont Public School",20071010
086,SIMCOE NORTH,40,155,34,0,8,"Hawkestone",204, ,2,0,0,239,317,"Big Cedar Estates - The Club House",20071010
086,SIMCOE NORTH,51,124,16,0,9,"Orillia",205, ,0,0,0,200,467,"Notre Dame School",20071010
086,SIMCOE NORTH,17,32,7,0,1,"Orillia",206s, ,0,0,0,57,163,"Leisureworld Caregiving Centre",20071010
086,SIMCOE NORTH,58,72,18,0,7,"Orillia",207, ,0,0,0,155,379,"Leisureworld Caregiving Centre",20071010
086,SIMCOE NORTH,62,121,20,0,16,"Orillia",208, ,0,0,0,219,470,"Mount Slaven Public School",20071010
086,SIMCOE NORTH,60,84,17,0,5,"Orillia",209, ,1,0,0,167,357,"Mount Slaven Public School",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",210, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,56,73,20,0,14,"Orillia",211, ,1,0,0,164,362,"Mount Slaven Public School",20071010
086,SIMCOE NORTH,48,98,23,0,15,"Orillia",212, ,1,0,2,187,391,"Mount Slaven Public School",20071010
086,SIMCOE NORTH,37,64,17,1,11,"Orillia",213, ,0,0,0,130,316,"Twin Lakes Secondary School",20071010
086,SIMCOE NORTH,57,79,12,0,16,"Orillia",214, ,0,1,0,165,361,"Mount Slaven Public School",20071010
086,SIMCOE NORTH,55,93,16,1,7,"Orillia",215, ,0,0,0,172,432,"Twin Lakes Secondary School",20071010
086,SIMCOE NORTH,33,56,18,2,11,"Orillia",216, ,2,1,0,123,318,"Oak Terrace Retirement Residence",20071010
086,SIMCOE NORTH,38,63,28,2,18,"Orillia",217, ,0,1,0,150,346,"The Atrium Retirement Home",20071010
086,SIMCOE NORTH,27,58,23,0,10,"Orillia",218, ,0,0,0,118,420,"Twin Lakes Secondary School",20071010
086,SIMCOE NORTH,8,15,4,1,3,"Orillia",219s, ,2,4,0,37,91,"Oak Terrace Retirement Residence",20071010
086,SIMCOE NORTH,39,77,15,1,7,"Orillia",220, ,0,0,0,139,368,"McKinnell Square Building",20071010
086,SIMCOE NORTH,38,42,19,1,15,"Orillia",221, ,1,0,0,116,344,"First Baptist Church",20071010
086,SIMCOE NORTH,38,55,20,3,18,"Orillia",222, ,1,0,0,135,332,"First Baptist Church",20071010
086,SIMCOE NORTH,32,75,26,0,14,"Orillia",223, ,2,0,0,149,358,"Twin Lakes Secondary School",20071010
086,SIMCOE NORTH,26,35,16,1,9,"Orillia",224, ,0,0,0,87,355,"McKinnell Square Building",20071010
086,SIMCOE NORTH,0,4,1,0,0,"Orillia",225s, ,1,0,0,6,13,"Orillia Soldiers Memorial Hospital",20071010
