ED_CODE,ED_NAME,COTTLE,CURRIE,HOLLOWAY,KING,MARCHESE,RUBINO,SAWISION,URSOMARZO,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",064, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,13,50,16,66,1,0,0,"Toronto",065, ,1,1,0,148,289,"William Doo Auditorium",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",066, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,1,4,29,6,66,2,0,0,"Toronto",067, ,2,0,0,110,297,"Ukrainian Cultural Centre",20071010
096,TRINITY--SPADINA,1,10,37,23,99,2,1,1,"Toronto",068, ,0,0,0,174,347,"Bob Abate Recreation Centre",20071010
096,TRINITY--SPADINA,0,11,44,20,86,1,2,0,"Toronto",069, ,1,0,0,165,359,"Bob Abate Recreation Centre",20071010
096,TRINITY--SPADINA,1,6,36,18,146,0,1,0,"Toronto",070, ,1,0,0,209,411,"Harbord Collegiate Institute",20071010
096,TRINITY--SPADINA,1,10,62,17,120,2,2,1,"Toronto",071, ,1,2,0,218,384,"Harbord Collegiate Institute",20071010
096,TRINITY--SPADINA,0,23,55,29,81,0,1,0,"Toronto",072, ,0,0,0,189,316,"Harbord Collegiate Institute",20071010
096,TRINITY--SPADINA,1,9,46,28,77,1,3,0,"Toronto",073, ,0,0,0,165,318,"Harbord Collegiate Institute",20071010
096,TRINITY--SPADINA,2,17,58,37,131,3,1,2,"Toronto",074, ,0,0,0,251,539,"Harbord Collegiate Institute",20071010
096,TRINITY--SPADINA,1,10,48,22,99,0,3,0,"Toronto",075, ,2,0,0,185,411,"Tranzac Social Club",20071010
096,TRINITY--SPADINA,0,19,30,29,97,0,0,0,"Toronto",076, ,1,0,0,176,387,"King Edward Junior and Senior Public School",20071010
096,TRINITY--SPADINA,0,5,21,7,20,0,0,0,"Toronto",077, ,0,0,0,53,215,"William Doo Auditorium",20071010
096,TRINITY--SPADINA,1,39,47,39,89,2,1,1,"Toronto",078, ,2,1,0,222,390,"Hart House",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",079, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,1,10,40,18,77,0,1,0,"Toronto",080, ,0,0,0,147,321,"Bob Abate Recreation Centre",20071010
096,TRINITY--SPADINA,0,5,36,13,89,0,7,1,"Toronto",081, ,3,0,1,155,381,"Bob Abate Recreation Centre",20071010
096,TRINITY--SPADINA,0,21,56,13,113,1,5,0,"Toronto",082, ,0,1,0,210,396,"Bob Abate Recreation Centre",20071010
096,TRINITY--SPADINA,0,9,45,19,83,0,2,1,"Toronto",083, ,2,0,0,161,337,"Bob Abate Recreation Centre",20071010
096,TRINITY--SPADINA,0,8,33,15,115,1,0,0,"Toronto",084, ,1,1,0,174,323,"Harbord Collegiate Institute",20071010
096,TRINITY--SPADINA,1,28,60,19,113,1,5,1,"Toronto",085, ,0,0,0,228,479,"Clinton Street Junior Public School",20071010
096,TRINITY--SPADINA,1,10,43,22,70,2,0,1,"Toronto",086, ,0,3,0,152,356,"King Edward Junior and Senior Public School",20071010
096,TRINITY--SPADINA,0,28,71,43,140,1,3,0,"Toronto",087, ,2,3,0,291,609,"King Edward Junior and Senior Public School",20071010
096,TRINITY--SPADINA,0,10,53,19,97,0,2,0,"Toronto",088, ,0,0,0,181,431,"King Edward Junior and Senior Public School",20071010
096,TRINITY--SPADINA,0,19,30,22,83,0,2,0,"Toronto",089, ,0,0,0,156,448,"King Edward Junior and Senior Public School",20071010
096,TRINITY--SPADINA,0,9,13,2,5,1,0,0,"Toronto",090s, ,0,1,0,31,149,"Kensington Gardens-North",20071010
096,TRINITY--SPADINA,2,6,22,4,14,0,0,0,"Toronto",091s, ,0,0,4,52,205,"Kensington Gardens-South",20071010
096,TRINITY--SPADINA,0,10,44,26,79,0,1,1,"Toronto",093, ,0,0,0,161,361,"King Edward Junior and Senior Public School",20071010
096,TRINITY--SPADINA,0,6,28,19,99,1,0,1,"Toronto",095, ,0,0,0,154,364,"Beverly Public School",20071010
096,TRINITY--SPADINA,1,12,22,10,39,2,0,0,"Toronto",098, ,1,1,0,88,325,"Orde Street Junior Public School",20071010
096,TRINITY--SPADINA,4,17,37,16,99,2,1,0,"Toronto",099, ,1,2,1,180,438,"College Shaw Library",20071010
096,TRINITY--SPADINA,0,12,66,25,132,2,3,1,"Toronto",100, ,0,2,0,243,509,"College Shaw Library",20071010
096,TRINITY--SPADINA,3,13,54,24,100,1,0,0,"Toronto",101, ,2,2,0,199,413,"College Shaw Library",20071010
096,TRINITY--SPADINA,0,10,76,19,122,2,1,0,"Toronto",102, ,0,4,0,234,525,"College Shaw Library",20071010
096,TRINITY--SPADINA,1,20,46,32,125,1,5,1,"Toronto",103, ,1,1,0,233,480,"Clinton Street Junior Public School",20071010
096,TRINITY--SPADINA,1,10,62,22,100,1,2,3,"Toronto",104, ,1,0,1,203,438,"Clinton Street Junior Public School",20071010
096,TRINITY--SPADINA,0,11,42,23,70,1,1,2,"Toronto",105A, ,0,0,0,150,294,"Clinton Street Junior Public School",20071010
096,TRINITY--SPADINA,0,18,39,24,72,0,1,0,"Toronto",105B, ,1,0,0,155,311,"Clinton Street Junior Public School",20071010
096,TRINITY--SPADINA,3,16,52,13,76,1,0,0,"Toronto",106, ,1,3,0,165,438,"Scadding Court Community Centre",20071010
096,TRINITY--SPADINA,0,16,47,20,84,0,0,1,"Toronto",107, ,0,0,0,168,451,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,1,6,95,12,68,2,2,2,"Toronto",108, ,3,0,0,191,441,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,2,5,44,16,69,4,0,0,"Toronto",109, ,0,0,0,140,299,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,0,17,65,16,66,2,1,0,"Toronto",110, ,0,0,0,167,420,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,1,14,48,33,75,0,0,1,"Toronto",111, ,0,1,0,173,442,"Beverly Public School",20071010
096,TRINITY--SPADINA,2,5,13,2,4,2,1,0,"Toronto",112s, ,3,3,0,35,96,"Mon Sheong Home for the Aged",20071010
096,TRINITY--SPADINA,0,18,36,14,58,1,5,0,"Toronto",115, ,3,0,0,135,284,"St. Luke Catholic School",20071010
096,TRINITY--SPADINA,0,7,54,14,68,1,0,0,"Toronto",116, ,0,2,0,146,298,"St. Francis of Assisi Catholic School",20071010
096,TRINITY--SPADINA,0,5,23,17,73,0,3,1,"Toronto",117, ,1,0,0,123,293,"St. Francis of Assisi Catholic School",20071010
096,TRINITY--SPADINA,3,10,41,15,81,2,2,0,"Toronto",118, ,1,0,0,155,400,"College Street United Church",20071010
096,TRINITY--SPADINA,1,19,40,20,99,2,3,4,"Toronto",119, ,1,0,0,189,407,"College Street United Church",20071010
096,TRINITY--SPADINA,1,13,42,13,71,1,0,1,"Toronto",120, ,2,0,0,144,418,"College Street United Church",20071010
096,TRINITY--SPADINA,0,10,42,10,72,0,2,0,"Toronto",121, ,2,4,0,142,296,"College Street United Church",20071010
096,TRINITY--SPADINA,2,9,33,12,74,1,0,0,"Toronto",122, ,0,4,0,135,347,"Scadding Court Community Centre",20071010
096,TRINITY--SPADINA,0,9,30,28,59,0,1,0,"Toronto",123, ,0,1,0,128,425,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,0,6,47,27,89,0,1,0,"Toronto",124, ,0,0,0,170,430,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,0,7,31,19,55,2,0,1,"Toronto",125, ,1,1,0,117,357,"Cecil Community Centre",20071010
096,TRINITY--SPADINA,1,21,27,17,86,0,0,0,"Toronto",126, ,0,3,0,155,449,"Beverly Public School",20071010
096,TRINITY--SPADINA,0,8,49,7,46,0,2,3,"Toronto",127, ,1,0,0,116,415,"Ogden Junior Public School",20071010
096,TRINITY--SPADINA,2,31,60,25,44,5,0,2,"Toronto",128, ,0,1,0,170,223,"University Settlement Recreation Centre",20071010
096,TRINITY--SPADINA,1,26,61,19,58,0,2,2,"Toronto",129, ,0,0,0,169,454,"Housing Connections",20071010
096,TRINITY--SPADINA,0,13,29,20,36,0,1,0,"Toronto",130, ,0,1,1,101,311,"89 Chestnut Residence",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",131, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,6,35,16,106,1,0,1,"Toronto",132, ,2,0,1,168,337,"St. Luke Catholic School",20071010
096,TRINITY--SPADINA,0,9,31,19,91,0,2,0,"Toronto",133, ,0,0,0,152,361,"St. Luke Catholic School",20071010
096,TRINITY--SPADINA,0,12,58,15,94,0,15,0,"Toronto",134, ,0,0,0,194,437,"St. Luke Catholic School",20071010
096,TRINITY--SPADINA,0,17,48,19,71,3,4,1,"Toronto",135, ,6,0,0,169,425,"St. Luke Catholic School",20071010
096,TRINITY--SPADINA,0,14,43,22,80,0,5,0,"Toronto",136, ,2,0,0,166,453,"St. Francis of Assisi Catholic School",20071010
096,TRINITY--SPADINA,0,8,30,4,91,1,1,1,"Toronto",137, ,0,0,0,136,338,"St. Francis of Assisi Catholic School",20071010
096,TRINITY--SPADINA,4,13,45,11,54,1,4,0,"Toronto",138, ,0,1,0,133,334,"Charles G. Fraser Junior Public School",20071010
096,TRINITY--SPADINA,2,18,47,12,53,2,5,0,"Toronto",139, ,1,1,0,141,316,"Scadding Court Community Centre",20071010
096,TRINITY--SPADINA,2,3,50,9,83,4,1,1,"Toronto",140A, ,0,1,0,154,399,"Alexandra Park Community Centre",20071010
096,TRINITY--SPADINA,3,6,44,3,67,2,1,2,"Toronto",140B, ,1,1,0,130,353,"Alexandra Park Community Centre",20071010
096,TRINITY--SPADINA,1,10,40,11,34,1,2,1,"Toronto",141, ,0,1,0,101,272,"Alexandra Park Community Centre",20071010
096,TRINITY--SPADINA,0,47,81,25,65,1,1,0,"Toronto",142, ,0,0,0,220,477,"Ogden Junior Public School",20071010
096,TRINITY--SPADINA,1,18,65,31,76,0,0,1,"Toronto",143, ,1,1,0,194,403,"Ogden Junior Public School",20071010
096,TRINITY--SPADINA,1,10,35,6,41,2,1,0,"Toronto",144, ,10,0,0,106,323,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,0,4,23,5,35,0,4,2,"Toronto",145, ,2,0,0,75,250,"St. Luke Catholic School",20071010
096,TRINITY--SPADINA,0,1,1,0,1,0,0,0,"Toronto",146s, ,0,0,0,3,26,"Maynard Nursing Home",20071010
096,TRINITY--SPADINA,1,19,55,29,109,0,4,0,"Toronto",147, ,4,0,0,221,456,"Givins/Shaw Junior Public School",20071010
096,TRINITY--SPADINA,0,2,6,1,11,1,0,0,"Toronto",148s, ,2,0,0,23,30,"Bellwoods Park House",20071010
096,TRINITY--SPADINA,0,18,51,17,88,1,6,0,"Toronto",149, ,1,0,17,199,401,"Trinity Recreation Centre",20071010
096,TRINITY--SPADINA,3,14,46,29,108,4,5,0,"Toronto",150, ,1,0,0,210,446,"St. Matthias Anglican Church",20071010
096,TRINITY--SPADINA,0,7,38,11,51,1,1,0,"Toronto",151, ,0,1,0,110,326,"St. Matthias Anglican Church",20071010
096,TRINITY--SPADINA,1,8,23,28,82,2,4,1,"Toronto",152, ,2,0,0,151,363,"St. Matthias Anglican Church",20071010
096,TRINITY--SPADINA,1,13,43,10,71,3,4,0,"Toronto",153, ,1,0,0,146,365,"Charles G. Fraser Junior Public School",20071010
096,TRINITY--SPADINA,1,11,41,17,75,2,5,0,"Toronto",154, ,7,0,0,159,379,"Charles G. Fraser Junior Public School",20071010
096,TRINITY--SPADINA,3,14,39,14,60,1,3,0,"Toronto",155, ,2,4,0,140,422,"Charles G. Fraser Junior Public School",20071010
096,TRINITY--SPADINA,1,12,36,10,70,5,7,2,"Toronto",156, ,0,1,0,144,369,"Scadding Court Community Centre",20071010
096,TRINITY--SPADINA,1,12,35,9,60,1,2,0,"Toronto",157, ,0,0,0,120,393,"Alexandra Park Community Centre",20071010
096,TRINITY--SPADINA,1,40,86,18,97,3,3,0,"Toronto",158, ,0,0,0,248,499,"Portland Place",20071010
096,TRINITY--SPADINA,0,57,78,33,44,0,2,2,"Toronto",159, ,1,0,0,217,570,"Metro Hall",20071010
096,TRINITY--SPADINA,0,11,39,30,90,2,1,1,"Toronto",160, ,1,1,0,176,372,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,0,9,41,15,72,1,0,0,"Toronto",161, ,1,0,0,139,361,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,0,12,44,28,79,1,2,0,"Toronto",162, ,2,0,0,168,352,"Givins/Shaw Junior Public School",20071010
096,TRINITY--SPADINA,0,10,21,8,39,0,3,0,"Toronto",163, ,0,1,1,83,222,"St. Matthias Anglican Church",20071010
096,TRINITY--SPADINA,0,15,29,17,75,1,0,2,"Toronto",164, ,1,0,0,140,348,"Niagara Street Junior Public School",20071010
096,TRINITY--SPADINA,1,11,45,13,59,2,3,1,"Toronto",165, ,1,0,0,136,390,"Charles G. Fraser Junior Public School",20071010
096,TRINITY--SPADINA,0,28,82,17,91,2,3,2,"Toronto",166, ,2,0,0,227,486,"St. Mary Catholic School",20071010
096,TRINITY--SPADINA,1,23,51,17,55,0,0,0,"Toronto",167A, ,0,0,0,147,307,"Portland Place",20071010
096,TRINITY--SPADINA,0,22,48,22,46,0,0,0,"Toronto",167B, ,0,0,0,138,345,"Portland Place",20071010
096,TRINITY--SPADINA,0,12,55,13,66,0,3,0,"Toronto",168, ,1,2,0,152,325,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,0,18,47,13,80,0,0,1,"Toronto",169, ,0,1,0,160,385,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,2,11,36,7,24,7,3,1,"Toronto",170s, ,2,2,0,95,197,"Centre for Addiction and Mental Health",20071010
096,TRINITY--SPADINA,1,14,46,21,88,0,2,0,"Toronto",171, ,1,0,0,173,467,"Trinity Recreation Centre",20071010
096,TRINITY--SPADINA,1,33,66,26,67,1,5,0,"Toronto",172, ,1,1,0,201,517,"Trinity Recreation Centre",20071010
096,TRINITY--SPADINA,0,14,28,12,49,1,2,1,"Toronto",173, ,1,0,0,108,252,"Trinity Recreation Centre",20071010
096,TRINITY--SPADINA,1,21,50,15,107,1,3,3,"Toronto",174, ,1,0,0,202,501,"Niagara Street Junior Public School",20071010
096,TRINITY--SPADINA,0,20,64,21,67,2,1,0,"Toronto",175, ,0,0,0,175,368,"Niagara Street Junior Public School",20071010
096,TRINITY--SPADINA,0,16,37,24,38,0,1,0,"Toronto",176, ,0,0,0,116,237,"Niagara Street Junior Public School",20071010
096,TRINITY--SPADINA,1,40,78,29,72,1,1,4,"Toronto",177, ,1,0,9,236,484,"St. Mary Catholic School",20071010
096,TRINITY--SPADINA,0,55,67,26,33,0,2,1,"Toronto",178A, ,4,1,0,189,435,"Metro Hall",20071010
096,TRINITY--SPADINA,0,41,59,17,39,0,0,1,"Toronto",178B, ,0,0,0,157,501,"Metro Hall",20071010
096,TRINITY--SPADINA,0,22,57,8,57,1,1,0,"Toronto",179A, ,0,0,0,146,340,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,0,15,56,11,37,0,2,1,"Toronto",179B, ,0,1,0,123,323,"Senhor Santo Cristo Catholic School",20071010
096,TRINITY--SPADINA,1,16,42,18,37,1,0,0,"Toronto",180A, ,1,1,0,117,284,"Niagara Community Centre",20071010
096,TRINITY--SPADINA,0,21,38,24,39,0,0,1,"Toronto",180B, ,0,0,0,123,285,"Niagara Community Centre",20071010
096,TRINITY--SPADINA,0,29,47,25,43,0,0,1,"Toronto",181A, ,1,0,0,146,365,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,19,53,13,45,0,0,0,"Toronto",181B, ,0,0,0,130,319,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,13,39,29,81,0,0,0,"Toronto",182, ,0,1,0,163,377,"Niagara Community Centre",20071010
096,TRINITY--SPADINA,1,40,88,31,79,1,2,0,"Toronto",183A, ,6,1,0,249,507,"Liberty Towers Presentation Centre",20071010
096,TRINITY--SPADINA,0,43,99,55,84,0,0,0,"Toronto",183B, ,2,1,0,284,537,"Liberty Towers Presentation Centre",20071010
096,TRINITY--SPADINA,0,24,24,42,234,0,0,0,"Toronto",184, ,0,1,0,325,498,"Toronto Islands (The Rectory)",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",400, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,4,16,77,14,102,6,2,3,"Toronto",401, ,7,2,0,233,447,"250 Davenport Road",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",402, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",403, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",404, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",405, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",406, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,13,53,30,89,0,1,0,"Toronto",407, ,2,0,1,189,376,"Native Canadian Centre",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",408, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,33,63,17,63,0,0,0,"Toronto",409, ,0,1,0,177,320,"Ontario Institute for Studies in Education",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",410, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,33,39,9,29,0,0,0,"Toronto",411, ,0,0,0,110,185,"Prince Arthur Apartments",20071010
096,TRINITY--SPADINA,0,26,46,9,27,0,0,1,"Toronto",412, ,0,1,0,110,185,"Prince Arthur Tower",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",413, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",414, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,1,6,26,5,24,2,1,0,"Toronto",415s, ,0,0,0,65,95,"Wigwamen Terrace",20071010
096,TRINITY--SPADINA,1,23,42,6,85,4,0,1,"Toronto",416, ,2,1,0,165,341,"Senator David Croll Apartments",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",417, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,14,42,18,82,1,1,0,"Toronto",418, ,2,1,0,161,345,"Spadina Towers",20071010
096,TRINITY--SPADINA,0,33,50,12,20,1,0,0,"Toronto",419, ,0,1,0,117,273,"The Penrose",20071010
