ED_CODE,ED_NAME,BRYDEN,DWYER,KUHLMANN,RUNCIMAN,WARNOCK,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
042,LEEDS--GRENVILLE,69,2,32,129,7,"Newbliss",068, ,0,0,0,239,421,"St. Paul's Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,23,2,10,87,9,"Newbliss",069, ,1,0,0,132,335,"St. Paul's Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,30,0,15,91,8,"New Dublin",070, ,0,0,0,144,284,"New Dublin Fire Hall",20071010
042,LEEDS--GRENVILLE,33,1,19,110,16,"North Augusta",071, ,1,0,0,180,378,"North Augusta Community Hall",20071010
042,LEEDS--GRENVILLE,43,0,4,80,14,"Maynard",072, ,0,0,0,141,321,"Grenville Snowmobile Club",20071010
042,LEEDS--GRENVILLE,52,5,14,119,10,"Prescott",073, ,0,1,0,201,452,"Masonic Complex",20071010
042,LEEDS--GRENVILLE,40,1,7,65,6,"Prescott",074, ,2,2,0,123,303,"I.O.O.F. Friendship Hall",20071010
042,LEEDS--GRENVILLE,50,2,8,64,11,"Prescott",075, ,0,0,0,135,297,"I.O.O.F. Friendship Hall",20071010
042,LEEDS--GRENVILLE,8,0,0,10,0,"Prescott",076s, ,0,0,0,18,60,"Wellington House",20071010
042,LEEDS--GRENVILLE,42,4,11,59,7,"Prescott",077, ,0,0,0,123,285,"I.O.O.F. Friendship Hall",20071010
042,LEEDS--GRENVILLE,8,0,6,33,0,"Prescott",078s, ,1,1,0,49,58,"Mayfield Retirement Home",20071010
042,LEEDS--GRENVILLE,32,1,6,69,8,"Prescott",079, ,1,0,0,117,286,"St. Andrew's Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,40,3,5,49,2,"Prescott",080, ,1,0,0,100,269,"St. Andrew's Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,..........................NO POLL HELD........................,,,,,"Prescott",081, ,0,0,0,0,0,"",20071010
042,LEEDS--GRENVILLE,43,2,6,59,9,"Prescott",082, ,0,0,0,119,255,"St. Andrew's Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,23,1,2,29,2,"Prescott",083, ,0,0,0,57,194,"I.O.O.F. Friendship Hall",20071010
042,LEEDS--GRENVILLE,27,2,6,65,6,"Prescott",084, ,0,0,0,106,276,"St. Andrew's Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,46,2,8,84,11,"Prescott",085, ,1,0,0,152,288,"I.O.O.F. Friendship Hall",20071010
042,LEEDS--GRENVILLE,36,0,8,68,3,"Prescott",086, ,0,0,0,115,250,"St. Andrew's Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,21,1,7,58,5,"Johnstown",087, ,0,0,0,92,190,"South Edwardsburg Community Centre",20071010
042,LEEDS--GRENVILLE,50,1,13,91,17,"Portland",088, ,2,0,0,174,373,"Portland Community Hall",20071010
042,LEEDS--GRENVILLE,41,2,11,107,13,"Newbliss",089, ,0,0,0,174,440,"St. Paul's Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,58,2,25,83,20,"New Dublin",090, ,1,0,0,189,385,"New Dublin Fire Hall",20071010
042,LEEDS--GRENVILLE,47,1,12,129,9,"Algonquin",091, ,5,0,0,203,429,"Algonquin United Church Hall",20071010
042,LEEDS--GRENVILLE,27,0,1,71,5,"Maitland",092, ,0,0,0,104,249,"St. James Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,54,0,20,114,6,"Prescott",093, ,2,0,0,196,393,"Masonic Complex",20071010
042,LEEDS--GRENVILLE,44,0,2,80,9,"Prescott",094, ,0,0,0,135,265,"Masonic Complex",20071010
042,LEEDS--GRENVILLE,46,2,12,66,6,"Prescott",096, ,1,0,0,133,331,"I.O.O.F. Friendship Hall",20071010
042,LEEDS--GRENVILLE,29,1,17,87,10,"Westport",097, ,0,0,0,144,244,"North Crosby Community Centre",20071010
042,LEEDS--GRENVILLE,41,0,7,66,12,"Crosby",098, ,0,0,0,126,232,"Crosby Community Hall",20071010
042,LEEDS--GRENVILLE,58,0,15,121,18,"Portland",099, ,0,0,0,212,308,"Portland Community Hall",20071010
042,LEEDS--GRENVILLE,..........................NO POLL HELD........................,,,,,"Delta",100, ,0,0,0,0,0,"",20071010
042,LEEDS--GRENVILLE,56,0,11,114,10,"Athens",101, ,1,0,0,192,374,"Athens Fire Hall",20071010
042,LEEDS--GRENVILLE,21,1,12,66,4,"New Dublin",102, ,2,0,0,106,246,"New Dublin Fire Hall",20071010
042,LEEDS--GRENVILLE,53,0,14,67,6,"New Dublin",103, ,1,0,0,141,261,"New Dublin Fire Hall",20071010
042,LEEDS--GRENVILLE,50,3,13,150,12,"Brockville",104, ,0,0,0,228,421,"Spring Valley Community Hall",20071010
042,LEEDS--GRENVILLE,..........................NO POLL HELD........................,,,,,"Maitland",105, ,0,0,0,0,0,"",20071010
042,LEEDS--GRENVILLE,87,1,14,139,15,"Maitland",106, ,0,0,0,256,443,"St. James Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,38,0,14,89,13,"Maitland",107, ,1,0,0,155,300,"St. James Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,62,2,12,93,14,"Westport",108, ,1,0,0,184,362,"North Crosby Community Centre",20071010
042,LEEDS--GRENVILLE,68,3,20,181,32,"Westport",109, ,2,0,0,306,468,"Westport Fire Hall",20071010
042,LEEDS--GRENVILLE,59,1,8,87,13,"Westport",110, ,1,0,0,169,309,"North Crosby Community Centre",20071010
042,LEEDS--GRENVILLE,54,1,6,78,7,"Forfar",111, ,0,0,0,146,302,"Forfar Community Hall",20071010
042,LEEDS--GRENVILLE,54,1,11,118,11,"Delta",112, ,0,0,0,195,425,"Delta Fair Grounds",20071010
042,LEEDS--GRENVILLE,20,0,18,97,9,"Athens",113, ,0,0,0,144,283,"Athens Fire Hall",20071010
042,LEEDS--GRENVILLE,38,1,11,101,4,"Athens",114, ,0,0,0,155,326,"St. Denis Catholic Church Hall",20071010
042,LEEDS--GRENVILLE,45,2,7,111,12,"Athens",115, ,0,2,0,179,373,"Athens Fire Hall",20071010
042,LEEDS--GRENVILLE,1,0,0,13,0,"Athens",116s, ,0,0,0,14,60,"Maple View Lodge",20071010
042,LEEDS--GRENVILLE,60,1,14,137,10,"Athens",117, ,1,0,0,223,424,"St. Denis Catholic Church Hall",20071010
042,LEEDS--GRENVILLE,53,4,11,111,10,"Addison",118, ,0,0,0,189,352,"Addison United Church Hall",20071010
042,LEEDS--GRENVILLE,..........................NO POLL HELD........................,,,,,"Brockville",119, ,0,0,0,0,0,"",20071010
042,LEEDS--GRENVILLE,49,0,10,102,4,"Brockville",120, ,1,0,0,166,300,"Spring Valley Community Hall",20071010
042,LEEDS--GRENVILLE,62,3,15,94,12,"Brockville",121, ,0,0,0,186,403,"Bethel Christian Reformed Church Hall",20071010
042,LEEDS--GRENVILLE,87,1,2,157,13,"Brockville",122, ,0,0,0,260,433,"St. John Bosco Church Hall",20071010
042,LEEDS--GRENVILLE,31,2,9,37,1,"Brockville",123, ,0,0,0,80,264,"St. John Bosco Church Hall",20071010
042,LEEDS--GRENVILLE,13,0,2,38,8,"Brockville",124, ,0,0,0,61,158,"Highway Pentecostal Fellowship Hall",20071010
042,LEEDS--GRENVILLE,4,1,5,27,2,"Brockville",125, ,1,0,0,40,196,"Highway Pentecostal Fellowship Hall",20071010
042,LEEDS--GRENVILLE,10,0,8,28,4,"Brockville",126, ,0,0,0,50,242,"Highway Pentecostal Fellowship Hall",20071010
042,LEEDS--GRENVILLE,11,0,8,22,2,"Brockville",127, ,0,0,0,43,198,"Highway Pentecostal Fellowship Hall",20071010
042,LEEDS--GRENVILLE,45,0,12,106,3,"Brockville",128, ,1,1,0,168,305,"Highway Pentecostal Fellowship Hall",20071010
042,LEEDS--GRENVILLE,85,3,12,119,12,"Brockville",129, ,1,0,0,232,465,"St. John Bosco Church Hall",20071010
042,LEEDS--GRENVILLE,79,1,8,130,5,"Brockville",130, ,0,0,0,223,364,"St. John Bosco Church Hall",20071010
042,LEEDS--GRENVILLE,86,3,9,112,9,"Brockville",131, ,0,0,0,219,395,"Bethel Christian Reformed Church Hall",20071010
042,LEEDS--GRENVILLE,109,2,9,108,18,"Brockville",132, ,0,0,0,246,426,"St. John Bosco Church Hall",20071010
042,LEEDS--GRENVILLE,57,1,15,80,7,"Brockville",133, ,0,1,0,161,330,"Highway Pentecostal Fellowship Hall",20071010
042,LEEDS--GRENVILLE,10,0,2,44,2,"Brockville",134s, ,0,0,0,58,65,"Bridlewood Manor",20071010
042,LEEDS--GRENVILLE,63,1,13,114,7,"Brockville",135, ,0,0,0,198,359,"Bethel Christian Reformed Church Hall",20071010
042,LEEDS--GRENVILLE,66,1,10,109,11,"Brockville",136, ,1,0,0,198,420,"Bethel Christian Reformed Church Hall",20071010
042,LEEDS--GRENVILLE,24,0,11,66,0,"Brockville",137, ,1,0,0,102,235,"Brockville Seniors (Club 85)",20071010
042,LEEDS--GRENVILLE,39,1,10,66,8,"Brockville",138, ,0,0,0,124,289,"Brockville Wesleyan Church Hall",20071010
042,LEEDS--GRENVILLE,55,1,14,98,12,"Brockville",139, ,0,0,0,180,322,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,47,1,7,88,6,"Brockville",140, ,1,0,0,150,333,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,39,1,16,54,8,"Brockville",141, ,1,1,0,120,288,"Brockville Wesleyan Church Hall",20071010
042,LEEDS--GRENVILLE,18,3,10,71,5,"Brockville",142, ,0,0,0,107,287,"Brockville Wesleyan Church Hall",20071010
042,LEEDS--GRENVILLE,35,1,16,129,6,"Brockville",143, ,0,0,0,187,366,"Brockville Wesleyan Church Hall",20071010
042,LEEDS--GRENVILLE,29,1,16,80,6,"Brockville",144, ,0,0,0,132,311,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,29,1,12,59,0,"Brockville",145, ,0,0,0,101,236,"Brockville Seniors (Club 85)",20071010
042,LEEDS--GRENVILLE,14,1,5,31,6,"Brockville",146, ,0,0,0,57,218,"Brockville Seniors (Club 85)",20071010
042,LEEDS--GRENVILLE,32,4,6,45,4,"Brockville",147, ,1,0,0,92,298,"Wall Street United Church Hall",20071010
042,LEEDS--GRENVILLE,36,2,9,68,3,"Brockville",148, ,0,0,0,118,268,"Brockville Wesleyan Church Hall",20071010
042,LEEDS--GRENVILLE,74,2,12,126,14,"Brockville",150, ,2,0,0,230,388,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,35,3,4,85,6,"Brockville",151A, ,0,0,0,133,282,"Bethel United Church Hall",20071010
042,LEEDS--GRENVILLE,57,2,5,78,17,"Brockville",151B, ,0,0,0,159,313,"Bethel United Church Hall",20071010
042,LEEDS--GRENVILLE,41,0,7,73,19,"Brockville",152, ,1,0,0,141,344,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,69,2,8,91,17,"Brockville",153, ,1,0,0,188,335,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,79,0,10,78,5,"Brockville",154, ,0,0,1,173,348,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,59,2,9,56,13,"Brockville",155, ,2,3,0,144,257,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,9,2,2,15,3,"Elizabethtown-Kitley",156s, ,0,0,0,31,54,"Brockville Mental Health Centre",20071010
042,LEEDS--GRENVILLE,58,0,10,68,12,"Brockville",157, ,0,0,0,148,270,"Commonwealth Elementary School",20071010
042,LEEDS--GRENVILLE,19,3,1,53,1,"Brockville",158s, ,1,0,0,78,216,"St. Lawrence Lodge",20071010
042,LEEDS--GRENVILLE,5,0,1,28,1,"Brockville",159s, ,0,2,0,37,105,"Sherwood Park Manor",20071010
042,LEEDS--GRENVILLE,6,1,1,24,0,"Brockville",160s, ,0,1,0,33,52,"Rosedale Retirement Centre",20071010
042,LEEDS--GRENVILLE,81,10,14,200,17,"Maitland",161, ,1,0,0,323,566,"St. James Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,20,3,13,63,13,"Newboro",162, ,0,0,0,112,171,"Newboro Community Hall",20071010
042,LEEDS--GRENVILLE,38,1,11,85,10,"Crosby",163, ,0,0,0,145,262,"Crosby Community Hall",20071010
042,LEEDS--GRENVILLE,47,2,17,74,9,"Elgin",164, ,0,0,0,149,314,"Lions Club Hall",20071010
042,LEEDS--GRENVILLE,39,2,11,102,15,"Delta",165, ,0,0,0,169,346,"Delta Fair Grounds",20071010
042,LEEDS--GRENVILLE,40,1,8,93,16,"Athens",166, ,0,0,0,158,276,"Holy Trinity Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,57,1,13,161,19,"Athens",167, ,0,0,0,251,460,"St. Denis Catholic Church Hall",20071010
042,LEEDS--GRENVILLE,35,1,6,85,10,"Lyn",168, ,0,0,0,137,257,"Christ United Church Hall",20071010
042,LEEDS--GRENVILLE,39,3,11,79,11,"Lyn",169, ,0,1,0,144,302,"Christ United Church Hall",20071010
042,LEEDS--GRENVILLE,47,3,6,84,13,"Lyn",170, ,0,1,3,157,350,"Christ United Church Hall",20071010
042,LEEDS--GRENVILLE,41,0,11,110,12,"Brockville",171, ,3,0,0,177,359,"Spring Valley Community Hall",20071010
042,LEEDS--GRENVILLE,63,1,19,104,14,"Lyn",172, ,4,0,0,205,436,"Lyn Fire Hall",20071010
042,LEEDS--GRENVILLE,24,0,3,77,4,"Brockville",173, ,2,0,0,110,263,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,94,4,12,91,19,"Brockville",174, ,0,0,0,220,379,"Coleman Hall (Trinity Church)",20071010
042,LEEDS--GRENVILLE,37,6,26,104,11,"Brockville",175, ,0,0,0,184,390,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,61,0,13,141,18,"Brockville",176, ,1,0,1,235,428,"Coleman Hall (Trinity Church)",20071010
042,LEEDS--GRENVILLE,36,1,14,70,6,"Brockville",177, ,0,0,0,127,295,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,28,1,9,65,6,"Brockville",178, ,1,1,0,111,257,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,53,3,6,83,22,"Brockville",179, ,0,0,0,167,311,"Coleman Hall (Trinity Church)",20071010
042,LEEDS--GRENVILLE,29,1,3,69,12,"Brockville",180, ,0,0,0,114,272,"Brockville Arts Centre",20071010
042,LEEDS--GRENVILLE,52,0,4,111,9,"Brockville",181, ,1,1,0,178,292,"Coleman Hall (Trinity Church)",20071010
042,LEEDS--GRENVILLE,54,1,20,65,14,"Brockville",182, ,0,0,0,154,367,"First Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,30,2,2,44,5,"Brockville",183, ,1,0,0,84,268,"Royal Canadian Legion Branch 96",20071010
042,LEEDS--GRENVILLE,25,1,9,48,6,"Brockville",184, ,1,0,0,90,303,"First Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,43,4,6,41,4,"Brockville",185, ,1,0,1,100,210,"Brockville Arts Centre",20071010
042,LEEDS--GRENVILLE,28,0,11,44,5,"Brockville",186, ,0,0,0,88,248,"First Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,26,0,6,32,7,"Brockville",187, ,0,0,0,71,185,"Brockville Arts Centre",20071010
042,LEEDS--GRENVILLE,50,2,7,42,14,"Brockville",188, ,0,0,0,115,254,"Wall Street United Church Hall",20071010
042,LEEDS--GRENVILLE,6,0,3,14,2,"Brockville",189s, ,0,1,0,26,41,"Brockville General Hospital Garden Street Site",20071010
042,LEEDS--GRENVILLE,39,0,5,31,10,"Brockville",190, ,1,0,0,86,208,"Wall Street United Church Hall",20071010
042,LEEDS--GRENVILLE,40,4,5,47,9,"Brockville",191, ,0,0,2,107,245,"Wall Street United Church Hall",20071010
042,LEEDS--GRENVILLE,45,3,9,60,9,"Brockville",192, ,0,0,0,126,244,"Brockville Arts Centre",20071010
042,LEEDS--GRENVILLE,49,0,6,54,14,"Brockville",193, ,0,0,0,123,267,"First Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,42,0,6,60,15,"Brockville",194, ,0,0,0,123,271,"Wall Street United Church Hall",20071010
042,LEEDS--GRENVILLE,48,1,19,59,6,"Elgin",195, ,0,0,0,133,258,"Lions Club Hall",20071010
042,LEEDS--GRENVILLE,25,3,9,40,3,"Elgin",196, ,0,1,0,81,209,"Lions Club Hall",20071010
042,LEEDS--GRENVILLE,65,3,21,117,20,"Lyndhurst",197, ,0,0,0,226,449,"Royal Canadian Legion Branch 596",20071010
042,LEEDS--GRENVILLE,46,0,14,93,17,"Mallorytown",198, ,1,1,0,172,394,"Front of Yonge Community Centre",20071010
042,LEEDS--GRENVILLE,40,0,22,89,17,"Mallorytown",199, ,0,0,0,168,417,"Front of Yonge Community Centre",20071010
042,LEEDS--GRENVILLE,44,2,9,101,12,"Lyn",200, ,1,0,0,169,261,"Lyn Fire Hall",20071010
042,LEEDS--GRENVILLE,60,0,7,116,14,"Lyn",201, ,0,1,0,198,347,"Lyn Fire Hall",20071010
042,LEEDS--GRENVILLE,36,1,8,67,12,"Morton",202, ,0,0,0,124,282,"Morton Community Hall",20071010
042,LEEDS--GRENVILLE,51,1,7,71,13,"Lyndhurst",203, ,0,0,0,143,295,"Royal Canadian Legion Branch 596",20071010
042,LEEDS--GRENVILLE,75,1,24,170,21,"Mallorytown",204, ,0,2,0,293,593,"Front of Yonge Community Centre",20071010
042,LEEDS--GRENVILLE,83,0,13,108,24,"Mallorytown",205, ,2,0,0,230,463,"Front of Yonge Community Centre",20071010
042,LEEDS--GRENVILLE,75,2,28,103,18,"Seeley's Bay",206, ,0,1,0,227,462,"Seeley's Bay Community Hall",20071010
042,LEEDS--GRENVILLE,70,1,21,80,29,"Seeley's Bay",207, ,0,0,0,201,477,"Seeley's Bay Community Hall",20071010
042,LEEDS--GRENVILLE,37,0,8,52,26,"Lyndhurst",208, ,0,0,1,124,306,"Royal Canadian Legion Branch 596",20071010
042,LEEDS--GRENVILLE,34,1,9,48,7,"Lansdowne",209, ,1,0,0,100,199,"Landsdowne Council Chambers",20071010
042,LEEDS--GRENVILLE,37,0,15,82,19,"Mallorytown",210, ,0,0,2,155,255,"Front of Yonge Community Centre",20071010
