ED_CODE,ED_NAME,ARIFIN,CHAN,LI,MANNING,WILLIAMS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
046,MARKHAM--UNIONVILLE,4,112,69,4,4,"Markham",071, ,0,0,1,194,500,"Blessed John XXIII Catholic Elementary School",20071010
046,MARKHAM--UNIONVILLE,13,59,49,14,3,"Markham",072, ,1,0,0,139,311,"Bethesda Lutheran Church",20071010
046,MARKHAM--UNIONVILLE,0,13,8,2,2,"Markham",073s, ,2,0,2,29,150,"Unionville Home Society",20071010
046,MARKHAM--UNIONVILLE,12,95,48,16,0,"Markham",074, ,3,1,0,175,439,"Bethesda Lutheran Church",20071010
046,MARKHAM--UNIONVILLE,5,53,15,4,0,"Markham",075, ,2,1,0,80,360,"Bethesda Lutheran Church",20071010
046,MARKHAM--UNIONVILLE,8,81,38,2,2,"Markham",076, ,5,1,0,137,519,"Bethesda Lutheran Church",20071010
046,MARKHAM--UNIONVILLE,24,105,50,8,0,"Markham",077, ,1,1,0,189,525,"Unionville Meadows Public School",20071010
046,MARKHAM--UNIONVILLE,9,90,35,2,0,"Markham",078, ,0,0,0,136,389,"Unionville Meadows Public School",20071010
046,MARKHAM--UNIONVILLE,8,61,38,3,0,"Markham",079, ,0,1,0,111,376,"Unionville Meadows Public School",20071010
046,MARKHAM--UNIONVILLE,6,74,46,5,0,"Markham",080, ,0,0,0,131,403,"Unionville Meadows Public School",20071010
046,MARKHAM--UNIONVILLE,12,153,38,6,0,"Markham",081A, ,0,0,6,215,599,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,24,146,37,11,5,"Markham",081B, ,1,0,0,224,569,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,14,102,36,1,0,"Markham",082, ,0,0,0,153,438,"Sir Richard W. Scott Elementary School",20071010
046,MARKHAM--UNIONVILLE,12,107,50,7,2,"Markham",083, ,0,0,0,178,494,"Boxwood Public School",20071010
046,MARKHAM--UNIONVILLE,12,105,62,11,2,"Markham",084, ,0,2,0,194,498,"Boxwood Public School",20071010
046,MARKHAM--UNIONVILLE,9,109,53,5,0,"Markham",085, ,0,0,0,176,507,"Boxwood Public School",20071010
046,MARKHAM--UNIONVILLE,5,113,49,4,1,"Markham",086, ,3,0,0,175,454,"Boxwood Public School",20071010
046,MARKHAM--UNIONVILLE,12,85,72,10,1,"Markham",087, ,0,0,0,180,388,"Legacy Public School",20071010
046,MARKHAM--UNIONVILLE,9,70,45,11,0,"Markham",088A, ,0,0,0,135,446,"Markham Civic Centre",20071010
046,MARKHAM--UNIONVILLE,12,47,34,8,1,"Markham",088B, ,0,2,0,104,364,"Markham Civic Centre",20071010
046,MARKHAM--UNIONVILLE,7,69,35,2,2,"Markham",089, ,0,0,0,115,415,"Markham Civic Centre",20071010
046,MARKHAM--UNIONVILLE,9,62,36,4,2,"Markham",090, ,0,1,0,114,447,"Markham Civic Centre",20071010
046,MARKHAM--UNIONVILLE,13,100,57,17,5,"Markham",091A, ,2,0,0,194,440,"Blessed John XXIII Catholic Elementary School",20071010
046,MARKHAM--UNIONVILLE,18,105,68,13,0,"Markham",091B, ,0,0,0,204,497,"Blessed John XXIII Catholic Elementary School",20071010
046,MARKHAM--UNIONVILLE,8,94,48,3,3,"Markham",092, ,0,0,0,156,445,"Unionville Meadows Public School",20071010
046,MARKHAM--UNIONVILLE,11,114,48,9,6,"Markham",093, ,0,1,0,189,585,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,22,96,51,8,5,"Markham",094, ,0,0,0,182,515,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,11,116,50,8,3,"Markham",095, ,0,1,0,189,567,"Father Michael McGivney Secondary School",20071010
046,MARKHAM--UNIONVILLE,11,78,18,0,1,"Markham",096A, ,0,0,0,108,306,"Father Michael McGivney Secondary School",20071010
046,MARKHAM--UNIONVILLE,7,87,24,2,1,"Markham",096B, ,0,1,0,122,318,"Father Michael McGivney Secondary School",20071010
046,MARKHAM--UNIONVILLE,15,105,44,0,0,"Markham",097, ,0,0,0,164,549,"Father Michael McGivney Secondary School",20071010
046,MARKHAM--UNIONVILLE,19,127,29,6,1,"Markham",098, ,0,1,0,183,503,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,10,140,32,1,3,"Markham",099, ,1,1,0,188,443,"Cedarwood Public School",20071010
046,MARKHAM--UNIONVILLE,5,25,10,2,1,"Markham",100s, ,0,0,0,43,120,"Hagerman Corners",20071010
046,MARKHAM--UNIONVILLE,4,82,23,8,2,"Markham",101, ,0,0,0,119,500,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,18,106,52,8,2,"Markham",102, ,2,3,1,192,563,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,13,106,26,10,4,"Markham",103, ,0,0,0,159,481,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,10,72,28,5,1,"Markham",104A, ,0,0,0,116,345,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,13,85,28,6,4,"Markham",104B, ,0,0,0,136,324,"St. Francis Xavier Catholic School",20071010
046,MARKHAM--UNIONVILLE,10,69,31,9,3,"Markham",105A, ,1,1,0,124,352,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,11,90,24,1,1,"Markham",105B, ,0,0,0,127,321,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,9,124,34,1,0,"Markham",106, ,0,1,0,169,520,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,16,103,24,3,1,"Markham",107, ,2,2,0,151,522,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,13,143,41,4,3,"Markham",108, ,5,3,0,212,513,"Coppard Glen Public School",20071010
046,MARKHAM--UNIONVILLE,4,87,13,3,0,"Markham",109A, ,1,0,0,108,303,"Coppard Glen Public School",20071010
046,MARKHAM--UNIONVILLE,10,90,18,0,1,"Markham",109B, ,0,0,0,119,306,"Coppard Glen Public School",20071010
046,MARKHAM--UNIONVILLE,18,137,25,7,4,"Markham",110, ,2,2,0,195,557,"Coppard Glen Public School",20071010
046,MARKHAM--UNIONVILLE,12,128,49,7,0,"Markham",111, ,1,1,0,198,585,"Coppard Glen Public School",20071010
046,MARKHAM--UNIONVILLE,15,130,39,5,2,"Markham",112, ,1,0,0,192,579,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,13,77,20,6,0,"Markham",113, ,0,0,0,116,548,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,24,150,42,10,2,"Markham",114, ,0,2,0,230,599,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,13,77,6,1,0,"Markham",115A, ,1,1,0,99,313,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,7,69,8,6,0,"Markham",115B, ,4,0,0,94,323,"Markham Gateway Public School",20071010
046,MARKHAM--UNIONVILLE,19,149,32,6,3,"Markham",116, ,0,2,0,211,453,"Cedarwood Public School",20071010
046,MARKHAM--UNIONVILLE,15,93,20,5,2,"Markham",117, ,1,0,0,136,344,"Cedarwood Public School",20071010
046,MARKHAM--UNIONVILLE,16,108,15,4,0,"Markham",118, ,0,0,0,143,426,"Cedarwood Public School",20071010
046,MARKHAM--UNIONVILLE,7,30,26,5,1,"Markham",119, ,1,0,0,70,333,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,8,105,39,3,0,"Markham",120, ,0,0,0,155,540,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,9,70,21,5,2,"Markham",121A, ,0,0,0,107,306,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,5,52,22,3,1,"Markham",121B, ,1,0,0,84,324,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,7,102,38,8,2,"Markham",122, ,5,0,0,162,545,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,17,142,36,15,1,"Markham",123, ,0,2,1,214,592,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,13,115,27,1,1,"Markham",124, ,4,3,0,164,500,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,19,142,31,8,2,"Markham",125, ,0,3,0,205,532,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,22,121,36,4,1,"Markham",126, ,1,1,0,186,499,"Armadale Community Centre",20071010
046,MARKHAM--UNIONVILLE,24,118,44,3,2,"Markham",127, ,1,0,0,192,588,"Randall Public School",20071010
046,MARKHAM--UNIONVILLE,12,88,43,8,0,"Markham",128, ,1,0,0,152,589,"Armadale Community Centre",20071010
046,MARKHAM--UNIONVILLE,10,83,30,2,0,"Markham",129A, ,0,1,0,126,375,"Armadale Community Centre",20071010
046,MARKHAM--UNIONVILLE,8,58,20,1,0,"Markham",129B, ,0,0,0,87,250,"Armadale Community Centre",20071010
046,MARKHAM--UNIONVILLE,9,113,31,4,0,"Markham",130, ,2,0,0,159,593,"Armadale Community Centre",20071010
046,MARKHAM--UNIONVILLE,16,145,18,8,1,"Markham",131, ,5,0,0,193,566,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,16,148,35,2,3,"Markham",132, ,0,1,0,205,570,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,13,61,15,1,0,"Markham",133A, ,1,0,0,91,307,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,15,83,17,4,0,"Markham",133B, ,0,0,0,119,295,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,4,68,16,2,0,"Markham",134A, ,0,0,0,90,294,"St. Vincent de Paul Elementary School",20071010
046,MARKHAM--UNIONVILLE,6,82,25,2,0,"Markham",134B, ,2,0,0,117,333,"St. Vincent de Paul Elementary School",20071010
046,MARKHAM--UNIONVILLE,16,120,28,4,1,"Markham",135, ,2,1,0,172,551,"St. Vincent de Paul Elementary School",20071010
046,MARKHAM--UNIONVILLE,20,106,36,4,3,"Markham",136, ,0,0,0,169,525,"St. Vincent de Paul Elementary School",20071010
046,MARKHAM--UNIONVILLE,12,150,21,2,0,"Markham",137, ,1,0,0,186,585,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,13,153,22,5,1,"Markham",138, ,2,1,0,197,586,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,15,76,17,4,0,"Markham",139A, ,0,0,0,112,348,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,5,63,22,3,0,"Markham",139B, ,0,0,0,93,297,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,11,107,15,5,1,"Markham",140A, ,0,1,0,140,340,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,13,57,18,1,1,"Markham",140B, ,2,1,0,93,333,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,17,74,12,2,0,"Markham",141A, ,0,0,0,105,328,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,5,73,19,0,0,"Markham",141B, ,4,0,0,101,296,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,21,121,11,3,3,"Markham",142, ,0,1,0,160,394,"Cedarwood Public School",20071010
046,MARKHAM--UNIONVILLE,24,185,52,18,7,"Markham",143A, ,0,0,0,286,589,"Milliken Mills Public School",20071010
046,MARKHAM--UNIONVILLE,24,138,42,12,2,"Markham",143B, ,0,0,0,218,516,"Milliken Mills Public School",20071010
046,MARKHAM--UNIONVILLE,5,54,29,5,1,"Markham",144A, ,3,0,0,97,274,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,10,67,25,6,1,"Markham",144B, ,0,0,0,109,326,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,10,48,38,1,0,"Markham",145A, ,0,0,0,97,376,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,2,35,17,1,0,"Markham",145B, ,0,0,0,55,229,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,2,64,24,2,2,"Markham",146, ,0,0,0,94,542,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,18,114,51,7,3,"Markham",147, ,0,0,0,193,567,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,8,94,40,3,5,"Markham",148, ,0,2,0,152,517,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,13,109,35,14,1,"Markham",149, ,2,1,0,175,512,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,14,93,52,6,3,"Markham",150, ,2,1,0,171,466,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,18,108,41,10,4,"Markham",151, ,2,0,0,183,576,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,12,91,36,6,1,"Markham",152, ,0,0,0,146,479,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,24,117,40,5,3,"Markham",153, ,1,1,0,191,512,"St. Benedict Catholic School",20071010
046,MARKHAM--UNIONVILLE,18,110,18,4,0,"Markham",154, ,0,0,0,150,470,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,12,102,39,2,2,"Markham",155, ,1,0,0,158,537,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,12,105,28,1,2,"Markham",156A, ,0,1,0,149,316,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,14,66,15,6,2,"Markham",156B, ,0,2,0,105,289,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,10,83,17,3,4,"Markham",157A, ,0,1,1,119,306,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,11,78,13,3,0,"Markham",157B, ,1,0,0,106,286,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,17,152,34,5,2,"Markham",158, ,0,3,0,213,598,"Wilclay Public School",20071010
046,MARKHAM--UNIONVILLE,11,54,14,2,2,"Markham",159A, ,2,0,0,85,295,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,14,80,23,2,0,"Markham",159B, ,1,1,0,121,333,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,18,131,44,2,0,"Markham",160, ,1,0,0,196,532,"Armadale Public School",20071010
046,MARKHAM--UNIONVILLE,8,67,28,5,0,"Markham",161A, ,0,0,0,108,281,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,5,61,22,7,1,"Markham",161B, ,0,0,0,96,362,"Parkland Public School",20071010
046,MARKHAM--UNIONVILLE,28,144,60,10,5,"Markham",162, ,2,0,0,249,590,"Highgate Public School",20071010
046,MARKHAM--UNIONVILLE,11,120,51,7,1,"Markham",163, ,0,0,0,190,592,"Milliken Mills High School",20071010
046,MARKHAM--UNIONVILLE,9,110,38,6,3,"Markham",164, ,0,0,0,166,525,"Highgate Public School",20071010
046,MARKHAM--UNIONVILLE,15,116,33,5,4,"Markham",165, ,1,2,0,176,577,"Highgate Public School",20071010
046,MARKHAM--UNIONVILLE,17,125,40,3,0,"Markham",166, ,2,1,0,188,537,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,10,92,51,3,0,"Markham",167, ,4,1,0,161,429,"Aldergrove Public School",20071010
046,MARKHAM--UNIONVILLE,23,94,42,9,5,"Markham",168A, ,1,0,0,174,553,"Mother Teresa Elementary School",20071010
046,MARKHAM--UNIONVILLE,19,114,32,9,4,"Markham",168B, ,1,0,0,179,471,"Mother Teresa Elementary School",20071010
046,MARKHAM--UNIONVILLE,17,151,45,2,1,"Markham",169, ,0,0,2,218,551,"Mother Teresa Elementary School",20071010
046,MARKHAM--UNIONVILLE,6,127,52,3,4,"Markham",170, ,1,2,0,195,523,"Highgate Public School",20071010
046,MARKHAM--UNIONVILLE,15,74,48,3,2,"Markham",400, ,1,1,0,144,216,"Wyndham Gardens",20071010
046,MARKHAM--UNIONVILLE,16,59,39,6,4,"Markham",401, ,2,0,0,126,223,"55 Austin Drive",20071010
046,MARKHAM--UNIONVILLE,15,83,53,10,1,"Markham",402, ,0,0,0,162,243,"25 Austin Drive",20071010
046,MARKHAM--UNIONVILLE,9,113,77,20,1,"Markham",403, ,4,5,0,229,382,"610 Bullock Drive",20071010
046,MARKHAM--UNIONVILLE,5,82,37,6,0,"Markham",404, ,1,2,0,133,388,"33 Cox Boulevard",20071010
046,MARKHAM--UNIONVILLE,2,20,30,1,0,"Markham",405, ,0,1,0,54,139,"7011 McCowan Road",20071010
046,MARKHAM--UNIONVILLE,22,414,245,33,2,"Markham",Advanced Polls /  ADV001, ,1,1,0,718,0,"Returning Office / Bureau du directeur du scrutin",20071010
046,MARKHAM--UNIONVILLE,7,170,130,29,2,"Unionville",Advanced Polls /  ADV002, ,0,0,0,338,0,"Unionville Train Station Community Centre",20071010
046,MARKHAM--UNIONVILLE,57,364,152,22,3,"Markham",Advanced Polls /  ADV003, ,5,5,0,608,0,"Milliken Mills Community Centre",20071010
046,MARKHAM--UNIONVILLE,18,209,127,34,2,"Markham",Advanced Polls /  ADV004, ,2,1,0,393,0,"Markham Village Community Centre",20071010
046,MARKHAM--UNIONVILLE,13,194,112,14,6,"Markham",Advanced Polls /  ADV005, ,0,2,0,341,0,"Markham Civic Centre",20071010
046,MARKHAM--UNIONVILLE,51,453,124,18,4,"Markham",Advanced Polls /  ADV006, ,0,1,0,651,0,"Armadale Community Centre",20071010
TOTALS:, ,2597,21149,9574,1910,335, , , , , , , , , , 
