ED_CODE,ED_NAME,BARTOLUCCI,BATTAINO,DELONGCHAMP,MURPHY-MARKETOS,POPESCU,SYLVESTRE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
088,SUDBURY,29,29,7,1,1,2,"Sudbury",069, ,0,0,0,69,288,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,43,38,1,2,1,3,"Sudbury",070A, ,0,0,0,88,253,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,54,29,5,3,1,2,"Sudbury",070B, ,1,0,0,95,266,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,37,34,3,0,0,2,"Sudbury",071, ,0,0,0,76,259,"Minnow Lake Place",20071010
088,SUDBURY,83,32,8,1,1,7,"Sudbury",072A, ,1,0,0,133,278,"Westmount Retirement Residence",20071010
088,SUDBURY,65,35,13,0,0,3,"Sudbury",072B, ,0,0,0,116,246,"Westmount Retirement Residence",20071010
088,SUDBURY,97,46,23,0,0,7,"Sudbury",073, ,2,0,0,175,351,"Westmount Avenue Public School",20071010
088,SUDBURY,50,16,6,2,0,0,"Sudbury",074s, ,3,0,2,79,232,"Extendicare - Falconbridge",20071010
088,SUDBURY,76,29,16,0,1,7,"Sudbury",075, ,0,1,0,130,273,"Elm West Playground",20071010
088,SUDBURY,22,11,6,1,0,2,"Sudbury",076, ,0,0,0,42,192,"Elm West Playground",20071010
088,SUDBURY,23,28,7,0,1,1,"Sudbury",077, ,0,0,0,60,183,"Grace Family Church",20071010
088,SUDBURY,29,20,4,1,1,5,"Sudbury",078, ,0,0,0,60,191,"Lansdowne Public School",20071010
088,SUDBURY,32,28,5,0,0,8,"Sudbury",079, ,1,0,0,74,203,"Lansdowne Public School",20071010
088,SUDBURY,31,35,6,2,0,4,"Sudbury",080, ,0,0,0,78,196,"Grace Family Church",20071010
088,SUDBURY,27,20,1,0,0,4,"Sudbury",081, ,0,0,0,52,188,"Grace Family Church",20071010
088,SUDBURY,70,31,10,2,0,15,"Sudbury",082, ,0,0,0,128,331,"Lansdowne Public School",20071010
088,SUDBURY,29,40,1,0,2,4,"Sudbury",083, ,1,0,0,77,237,"École séparée St-Joseph",20071010
088,SUDBURY,54,20,7,0,0,8,"Sudbury",084, ,0,0,0,89,257,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,30,32,7,0,0,2,"Sudbury",085, ,0,0,0,71,222,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,53,24,8,0,0,2,"Sudbury",086, ,0,0,0,87,250,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,39,26,4,1,1,0,"Sudbury",087, ,0,0,0,71,170,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,34,19,0,1,0,5,"Sudbury",088, ,0,0,0,59,216,"Ukrainian Seniors Centre",20071010
088,SUDBURY,75,57,3,3,1,6,"Sudbury",089, ,2,0,2,149,488,"École secondaire du Sacré-Coeur",20071010
088,SUDBURY,54,51,7,1,1,13,"Sudbury",091, ,0,1,0,128,373,"Royal Canadian Legion Branch 76",20071010
088,SUDBURY,98,40,21,1,0,2,"Sudbury",092, ,1,1,0,164,352,"Adamsdale Public School",20071010
088,SUDBURY,99,36,12,3,1,5,"Sudbury",093, ,0,0,0,156,391,"Adamsdale Public School",20071010
088,SUDBURY,83,31,11,1,0,7,"Sudbury",094, ,0,0,0,133,298,"Pius XII Catholic Elementary School",20071010
088,SUDBURY,77,57,15,2,1,3,"Sudbury",095, ,1,0,0,156,330,"Pius XII Catholic Elementary School",20071010
088,SUDBURY,59,21,2,0,0,5,"Sudbury",096, ,0,0,0,87,249,"Trinity Lutheran Church",20071010
088,SUDBURY,84,36,7,0,0,6,"Sudbury",097, ,0,0,0,133,300,"Elm West Playground",20071010
088,SUDBURY,50,27,10,1,0,7,"Sudbury",098, ,0,0,0,95,238,"Trinity Lutheran Church",20071010
088,SUDBURY,29,17,4,0,0,6,"Sudbury",099, ,0,0,0,56,239,"Trinity Lutheran Church",20071010
088,SUDBURY,47,28,2,0,5,0,"Sudbury",100, ,0,0,0,82,209,"Queen's Athletic Field Fieldhouse",20071010
088,SUDBURY,27,24,3,0,0,15,"Sudbury",101, ,0,0,0,69,220,"Queen's Athletic Field Fieldhouse",20071010
088,SUDBURY,29,23,7,1,0,5,"Sudbury",102, ,0,0,0,65,231,"Queen's Athletic Field Fieldhouse",20071010
088,SUDBURY,55,31,5,0,2,2,"Sudbury",103, ,0,0,0,95,231,"Lansdowne Public School",20071010
088,SUDBURY,42,11,4,1,1,2,"Sudbury",104s, ,0,0,2,63,83,"Red Oak Villa",20071010
088,SUDBURY,16,8,3,0,0,5,"Sudbury",105s, ,0,0,0,32,57,"Hillside Park Retirement Residence",20071010
088,SUDBURY,18,15,4,0,1,8,"Sudbury",106, ,0,0,0,46,171,"St. Andrew's Place",20071010
088,SUDBURY,43,21,4,2,1,1,"Sudbury",107, ,1,1,0,74,176,"Ukrainian Seniors Centre",20071010
088,SUDBURY,27,17,4,0,1,5,"Sudbury",108, ,0,1,0,55,222,"St. Andrew's Place",20071010
088,SUDBURY,87,73,14,3,0,11,"Sudbury",109, ,0,0,0,188,527,"Ukrainian Seniors Centre",20071010
088,SUDBURY,49,34,4,2,0,4,"Sudbury",110, ,1,0,0,94,230,"École publique Jeanne-Sauvé",20071010
088,SUDBURY,48,38,8,2,0,4,"Sudbury",111, ,1,0,0,101,240,"Minnow Lake Place",20071010
088,SUDBURY,53,49,8,2,0,8,"Sudbury",112, ,0,0,0,120,310,"Carmichael Community Centre",20071010
088,SUDBURY,50,43,8,1,1,5,"Sudbury",113, ,1,0,0,109,296,"Adamsdale Public School",20071010
088,SUDBURY,73,40,5,2,1,5,"Sudbury",114, ,0,0,0,126,288,"Adamsdale Public School",20071010
088,SUDBURY,70,38,4,2,0,7,"Sudbury",115, ,0,0,0,121,293,"Adamsdale Public School",20071010
088,SUDBURY,70,37,9,3,0,3,"Sudbury",116, ,0,0,0,122,256,"École St-Pierre",20071010
088,SUDBURY,128,55,12,0,0,10,"Sudbury",117, ,0,0,0,205,391,"Pius XII Catholic Elementary School",20071010
088,SUDBURY,89,43,11,0,3,9,"Copper Cliff",118, ,1,0,0,156,256,"McClelland Community Centre",20071010
088,SUDBURY,117,68,18,0,0,10,"Sudbury",119, ,0,0,0,213,437,"Princess Anne Public School",20071010
088,SUDBURY,83,55,13,1,2,14,"Sudbury",120, ,0,0,0,168,388,"Princess Anne Public School",20071010
088,SUDBURY,90,41,5,2,2,7,"Sudbury",121, ,1,0,0,148,330,"Princess Anne Public School",20071010
088,SUDBURY,62,34,5,1,0,8,"Sudbury",122, ,0,0,0,110,321,"Princess Anne Public School",20071010
088,SUDBURY,60,38,8,1,0,8,"Sudbury",123, ,0,0,0,115,321,"Trinity Lutheran Church",20071010
088,SUDBURY,33,21,2,0,0,2,"Sudbury",124, ,0,0,0,58,184,"Wembley Public School",20071010
088,SUDBURY,27,28,3,0,0,11,"Sudbury",125, ,0,0,0,69,205,"St. Michael School",20071010
088,SUDBURY,56,23,10,1,0,9,"Sudbury",126, ,0,0,0,99,228,"Wembley Public School",20071010
088,SUDBURY,54,32,4,0,1,11,"Sudbury",127, ,0,0,0,102,208,"St. Michael School",20071010
088,SUDBURY,47,34,11,1,0,8,"Sudbury",128, ,0,2,0,103,226,"St. Michael School",20071010
088,SUDBURY,19,10,2,0,0,2,"Sudbury",129, ,0,1,0,34,149,"École publique Jeanne-Sauvé",20071010
088,SUDBURY,47,21,11,1,0,9,"Sudbury",130, ,3,0,0,92,238,"École publique Jeanne-Sauvé",20071010
088,SUDBURY,51,33,6,2,0,6,"Sudbury",131, ,0,2,0,100,225,"École publique Jeanne-Sauvé",20071010
088,SUDBURY,44,20,18,1,1,4,"Sudbury",132, ,0,1,0,89,214,"École publique Jeanne-Sauvé",20071010
088,SUDBURY,44,38,3,0,0,3,"Sudbury",133, ,0,0,0,88,192,"École publique Jeanne-Sauvé",20071010
088,SUDBURY,59,48,4,1,0,9,"Sudbury",134, ,0,0,0,121,312,"Carmichael Community Centre",20071010
088,SUDBURY,70,31,6,0,0,7,"Sudbury",135, ,0,0,0,114,275,"Carmichael Community Centre",20071010
088,SUDBURY,42,31,6,1,0,3,"Sudbury",136, ,0,0,0,83,279,"Royal Canadian Legion Branch 76",20071010
088,SUDBURY,56,53,1,5,0,6,"Sudbury",137, ,0,0,0,121,286,"Royal Canadian Legion Branch 76",20071010
088,SUDBURY,17,13,2,1,0,0,"Sudbury",138s, ,0,0,0,33,105,"Hoiva Koti",20071010
088,SUDBURY,73,39,7,0,1,4,"Sudbury",139, ,0,0,0,124,289,"École St-Pierre",20071010
088,SUDBURY,59,33,9,1,0,3,"Sudbury",140, ,0,0,2,107,184,"École St-Pierre",20071010
088,SUDBURY,87,62,9,0,0,8,"Sudbury",141, ,0,0,0,166,351,"Pius XII Catholic Elementary School",20071010
088,SUDBURY,86,34,5,0,0,4,"Copper Cliff",142, ,0,0,0,129,260,"McClelland Community Centre",20071010
088,SUDBURY,41,37,2,5,0,3,"Sudbury",143, ,0,0,0,88,246,"Delchi Dozzi Community Centre",20071010
088,SUDBURY,164,53,12,2,1,11,"Sudbury",144, ,1,1,1,246,410,"Princess Anne Public School",20071010
088,SUDBURY,81,35,5,2,2,6,"Sudbury",145, ,0,0,0,131,294,"Princess Anne Public School",20071010
088,SUDBURY,75,58,8,3,1,9,"Sudbury",146, ,2,0,0,156,353,"St. Francis School",20071010
088,SUDBURY,72,45,9,3,1,6,"Sudbury",147, ,1,0,0,137,283,"St. Francis School",20071010
088,SUDBURY,59,35,10,1,0,5,"Sudbury",148, ,0,0,0,110,220,"CNIB Cambrian Hall",20071010
088,SUDBURY,83,31,9,0,0,11,"Sudbury",149, ,0,1,0,135,238,"Wembley Public School",20071010
088,SUDBURY,66,38,8,1,0,15,"Sudbury",150, ,6,0,0,134,290,"Wembley Public School",20071010
088,SUDBURY,47,30,6,0,0,12,"Sudbury",151, ,0,0,0,95,197,"Wembley Public School",20071010
088,SUDBURY,148,41,22,1,0,19,"Sudbury",152, ,3,1,0,235,388,"CNIB Cambrian Hall",20071010
088,SUDBURY,74,28,13,4,0,11,"Sudbury",153, ,0,0,0,130,293,"St. Michael School",20071010
088,SUDBURY,105,45,12,2,0,22,"Sudbury",154, ,2,0,0,188,305,"St. Michael School",20071010
088,SUDBURY,..........................NO POLL HELD........................,,,,,,"Sudbury",155s, ,0,0,0,0,0,"",20071010
088,SUDBURY,71,26,11,3,0,9,"Sudbury",156, ,0,1,0,121,288,"St. Michael School",20071010
088,SUDBURY,154,15,35,2,0,9,"Sudbury",157, ,0,0,0,215,424,"Science North",20071010
088,SUDBURY,3,3,1,0,0,1,"Sudbury",158s, ,0,0,0,8,12,"Northeast Mental Health Center",20071010
088,SUDBURY,124,19,26,0,0,6,"Sudbury",159, ,0,0,0,175,335,"Finlandia Koti",20071010
088,SUDBURY,97,43,11,2,0,12,"Copper Cliff",160, ,1,0,0,166,350,"McClelland Community Centre",20071010
088,SUDBURY,3,7,4,0,0,0,"Copper Cliff",161s, ,0,0,0,14,25,"Copper Cliff Manor",20071010
088,SUDBURY,40,41,5,1,2,1,"Sudbury",162, ,0,0,0,90,237,"Gatchell School",20071010
088,SUDBURY,71,30,8,2,0,6,"Sudbury",163, ,0,0,0,117,236,"Delchi Dozzi Community Centre",20071010
088,SUDBURY,52,45,4,0,0,9,"Sudbury",164, ,0,0,0,110,229,"Delchi Dozzi Community Centre",20071010
088,SUDBURY,34,21,1,1,0,3,"Sudbury",165, ,0,0,0,60,195,"Gatchell School",20071010
088,SUDBURY,49,14,6,0,0,4,"Sudbury",166, ,0,0,0,73,247,"Delchi Dozzi Community Centre",20071010
088,SUDBURY,72,32,9,1,0,4,"Sudbury",167, ,0,0,0,118,229,"St. Francis School",20071010
088,SUDBURY,67,27,12,1,1,4,"Sudbury",168, ,0,0,0,112,231,"St. Francis School",20071010
088,SUDBURY,51,27,6,1,0,5,"Sudbury",169, ,0,0,0,90,287,"Lockerby Composite Secondary School",20071010
088,SUDBURY,..........................NO POLL HELD........................,,,,,,"Sudbury",170s, ,0,0,0,0,0,"",20071010
088,SUDBURY,35,17,14,1,0,5,"Sudbury",171, ,0,0,0,72,181,"CNIB Cambrian Hall",20071010
088,SUDBURY,43,15,10,2,4,3,"Sudbury",172s, ,1,0,0,78,298,"Extendicare - York",20071010
088,SUDBURY,76,32,10,0,1,12,"Sudbury",173, ,1,0,0,132,275,"CNIB Cambrian Hall",20071010
088,SUDBURY,138,35,22,3,0,16,"Sudbury",174, ,0,0,0,214,412,"CNIB Cambrian Hall",20071010
088,SUDBURY,79,63,7,2,0,3,"Sudbury",175, ,1,0,0,155,379,"Pius XII Catholic Elementary School",20071010
088,SUDBURY,81,65,7,1,0,8,"Copper Cliff",176, ,0,0,0,162,306,"McClelland Community Centre",20071010
088,SUDBURY,28,37,6,0,1,5,"Copper Cliff",177, ,0,0,0,77,220,"Copper Cliff Apartment",20071010
088,SUDBURY,129,36,11,0,1,7,"Sudbury",178, ,0,0,0,184,348,"St. Francis School",20071010
088,SUDBURY,99,24,20,0,0,7,"Sudbury",179, ,3,0,0,153,236,"St. Francis School",20071010
088,SUDBURY,89,27,13,2,0,4,"Sudbury",180, ,1,1,1,138,318,"St. Francis School",20071010
088,SUDBURY,..........................NO POLL HELD........................,,,,,,"Sudbury",181, ,0,0,0,0,0,"",20071010
088,SUDBURY,21,21,3,3,0,0,"Sudbury",182, ,0,0,0,48,127,"St. Theresa School",20071010
088,SUDBURY,56,43,10,0,1,8,"Sudbury",183, ,0,0,0,118,261,"St. Theresa School",20071010
088,SUDBURY,26,12,4,1,0,2,"Sudbury",184s, ,0,0,0,45,96,"Hôpital Regional de Sudbury Regional Hospital",20071010
088,SUDBURY,129,23,20,1,0,14,"Sudbury",185, ,0,1,0,188,341,"St. Theresa School",20071010
088,SUDBURY,129,122,46,0,0,58,"Sudbury",186, ,0,1,0,356,640,"Laurentian University",20071010
088,SUDBURY,36,6,4,1,3,0,"Sudbury",187s, ,1,1,0,52,126,"St. Joseph Villa",20071010
088,SUDBURY,110,14,12,1,0,11,"Sudbury",188, ,0,0,0,148,274,"Science North",20071010
088,SUDBURY,42,25,3,1,0,3,"Sudbury",189, ,0,1,0,75,265,"École publique Hélène-Gravel",20071010
088,SUDBURY,146,42,21,2,0,11,"Sudbury",190, ,0,0,0,222,374,"École publique Hélène-Gravel",20071010
088,SUDBURY,151,46,11,2,1,12,"Sudbury",191, ,3,0,0,226,379,"École publique Hélène-Gravel",20071010
088,SUDBURY,10,3,4,1,0,2,"Sudbury",192s, ,0,0,0,20,32,"The Breezes",20071010
088,SUDBURY,91,46,27,2,0,8,"Sudbury",193, ,0,1,0,175,293,"The Starbury",20071010
088,SUDBURY,7,6,1,0,0,4,"Greater Sudbury / Grand Sudbury",194s, ,1,0,0,19,25,"Palambro Palace",20071010
088,SUDBURY,100,40,10,1,0,1,"Sudbury",195, ,0,0,0,152,304,"Lockerby Composite Secondary School",20071010
088,SUDBURY,73,23,7,3,0,5,"Sudbury",196, ,0,0,0,111,278,"Lockerby Composite Secondary School",20071010
088,SUDBURY,..........................NO POLL HELD........................,,,,,,"Sudbury",197, ,0,0,0,0,0,"",20071010
088,SUDBURY,41,17,4,0,0,4,"Sudbury",198, ,0,0,0,66,139,"Lockerby Composite Secondary School",20071010
088,SUDBURY,41,18,14,0,0,2,"Sudbury",199s, ,0,0,1,76,86,"Southwind Retirement Residence",20071010
088,SUDBURY,81,45,17,4,1,14,"Sudbury",200, ,0,0,0,162,450,"St. Theresa School",20071010
088,SUDBURY,38,16,15,1,0,0,"Greater Sudbury / Grand Sudbury",201s, ,4,0,0,74,89,"The Walford",20071010
088,SUDBURY,97,20,16,1,0,18,"Sudbury",202A, ,0,0,0,152,233,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,82,21,22,0,0,12,"Sudbury",202B, ,0,0,0,137,234,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,130,36,23,3,1,10,"Sudbury",203, ,0,0,0,203,399,"École publique Hélène-Gravel",20071010
088,SUDBURY,167,25,22,1,0,12,"Sudbury",204, ,0,0,0,227,461,"The Starbury",20071010
088,SUDBURY,146,27,24,1,0,10,"Sudbury",205, ,1,0,0,209,393,"The Starbury",20071010
088,SUDBURY,102,28,17,0,0,5,"Sudbury",206, ,0,1,0,153,314,"The Starbury",20071010
088,SUDBURY,20,12,1,0,0,1,"Sudbury",207s, ,0,0,0,34,39,"Rockview Seniors Housing Co-operative",20071010
088,SUDBURY,30,25,5,0,0,2,"Sudbury",208, ,1,0,0,63,192,"St. Theresa School",20071010
088,SUDBURY,48,17,10,0,0,5,"Sudbury",209, ,0,0,0,80,172,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,112,38,26,2,1,13,"Sudbury",210, ,0,0,0,192,432,"Rumball Terrace Community Centre",20071010
088,SUDBURY,158,38,36,2,1,10,"Sudbury",211, ,1,0,0,246,416,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,82,30,17,0,0,13,"Sudbury",212, ,1,0,0,143,284,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,95,22,7,1,0,7,"Sudbury",213A, ,1,0,1,134,233,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,87,18,8,0,0,6,"Sudbury",213B, ,1,0,0,120,241,"Lo-Ellen Park Secondary School",20071010
088,SUDBURY,66,39,7,2,0,2,"Sudbury",214A, ,0,0,0,116,261,"La Porte des Eaux/The Watergate",20071010
088,SUDBURY,39,34,11,4,1,4,"Sudbury",214B, ,0,0,0,93,181,"La Porte des Eaux/The Watergate",20071010
088,SUDBURY,15,16,1,0,0,0,"Sudbury",215, ,0,0,0,32,48,"La Porte des Eaux/The Watergate",20071010
088,SUDBURY,80,37,9,2,1,0,"Sudbury",400, ,2,0,3,134,199,"Temlas Apartments",20071010
088,SUDBURY,66,37,3,1,0,5,"Sudbury",401, ,1,0,0,113,158,"Bonik Apartments",20071010
088,SUDBURY,59,46,4,1,0,4,"Sudbury",402, ,1,0,1,116,252,"Balmoral Apartment",20071010
088,SUDBURY,54,42,8,0,0,1,"Sudbury",403, ,2,0,0,107,164,"Greenbriar Apartments",20071010
088,SUDBURY,83,16,7,5,0,1,"Sudbury",404, ,1,2,0,115,161,"Christ the King Centre",20071010
088,SUDBURY,116,38,4,1,0,2,"Sudbury",405, ,1,0,0,162,195,"City View Gardens",20071010
088,SUDBURY,48,32,9,0,3,2,"Sudbury",406, ,2,0,0,96,147,"St. Andrew's Place",20071010
088,SUDBURY,45,30,9,1,0,3,"Sudbury",407, ,2,0,0,90,157,"Eastview Garden Apartments",20071010
088,SUDBURY,40,37,1,1,2,4,"Sudbury",408, ,4,0,0,89,152,"Cherry Garden Apartments",20071010
088,SUDBURY,59,42,8,1,2,5,"Sudbury",409, ,2,1,0,120,194,"Finlandia Koti",20071010
088,SUDBURY,33,35,5,1,2,1,"Copper Cliff",410, ,0,1,0,78,134,"Copper Cliff Apartment",20071010
