ED_CODE,ED_NAME,BLAIND,GALT,RINALDI,SMITH TORRIE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
058,NORTHUMBERLAND--QUINTE WEST,1,13,6,1,"Warkworth",045s, ,1,0,0,22,56,"Warkworth Community Nursing Home",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,59,75,29,"Warkworth",046, ,0,0,1,198,399,"Percy Centennial Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,28,63,76,27,"Frankford",047, ,0,0,1,195,360,"Stockdale Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,36,72,3,"Trenton",048, ,0,0,0,132,310,"Frankford Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,42,65,9,"Trenton",049, ,0,0,0,135,305,"Batawa Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,35,59,17,"Belleville",050, ,0,0,0,129,325,"Centennial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,37,52,16,"Roseneath",051, ,0,0,0,119,254,"Fenella Community Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,31,19,69,12,"Roseneath",052, ,1,0,0,132,330,"Alderville Learning Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,59,68,15,"Warkworth",053, ,0,0,0,164,326,"Percy Centennial Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,99,98,26,"Wooler",054, ,0,0,0,241,465,"Wooler United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,47,59,37,"Wooler",055, ,1,0,0,162,313,"Wooler United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,58,94,15,"Trenton",056, ,0,0,0,185,371,"Batawa Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,25,52,103,27,"Trenton",057, ,1,0,1,209,407,"Batawa Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,37,59,10,"Trenton",058, ,0,0,0,125,309,"Batawa Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,20,44,76,18,"Belleville",059, ,0,0,0,158,503,"Centennial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,23,57,85,11,"Belleville",060, ,0,0,0,176,383,"Centennial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,63,119,10,"Belleville",061, ,1,0,0,210,431,"Centennial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,58,76,10,"Trenton",062, ,0,0,0,162,400,"Occasions By The Bay",20071010
058,NORTHUMBERLAND--QUINTE WEST,45,76,84,28,"Roseneath",063, ,1,0,0,234,495,"Fenella Community Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,23,75,47,13,"Wooler",064, ,0,0,0,158,331,"Wooler United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,71,94,17,"Wooler",065, ,0,0,0,198,378,"Wooler United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,32,28,67,7,"Trenton",066, ,0,0,0,134,339,"North Trenton Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,34,43,5,"Trenton",067, ,1,1,0,103,299,"V.P. Carswell Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,25,47,2,"Trenton",068, ,0,0,0,95,321,"Queen Elizabeth Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,42,55,2,"Trenton",069, ,0,0,0,121,432,"V.P. Carswell Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,45,74,11,"Trenton",070, ,0,0,0,147,358,"Queen Elizabeth Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,34,63,6,"Trenton",071, ,0,0,0,130,302,"V.P. Carswell Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,42,68,15,"Trenton",072, ,0,0,0,140,362,"V.P. Carswell Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,28,69,7,"Trenton",073, ,0,0,0,121,332,"Queen Elizabeth Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,27,77,8,"Trenton",074, ,0,0,1,128,375,"Queen Elizabeth Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,47,85,9,"Trenton",075, ,0,0,0,156,370,"V.P. Carswell Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,33,105,8,"Trenton",076, ,0,0,0,165,302,"Knights of Columbus Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,11,31,80,9,"Trenton",077, ,0,0,0,131,298,"Knights of Columbus Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,21,39,3,"Trenton",078, ,0,1,0,78,217,"V.P. Carswell Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,61,50,19,"Trenton",079, ,0,0,1,157,651,"Breadner Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,8,21,21,5,"Trenton",080, ,0,0,0,55,205,"Breadner Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,6,9,16,1,"Trenton",081s, ,0,0,0,32,39,"Carrington Retirement Home",20071010
058,NORTHUMBERLAND--QUINTE WEST,42,76,122,20,"Trenton",082, ,1,0,0,261,637,"Occasions By The Bay",20071010
058,NORTHUMBERLAND--QUINTE WEST,61,123,200,32,"Trenton",083, ,2,1,0,419,708,"Occasions By The Bay",20071010
058,NORTHUMBERLAND--QUINTE WEST,6,42,79,11,"Trenton",084, ,0,0,2,140,213,"Occasions By The Bay",20071010
058,NORTHUMBERLAND--QUINTE WEST,39,88,93,36,"Harwood",085, ,0,0,0,256,433,"Harwood Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,25,47,59,23,"Roseneath",086, ,0,1,0,155,302,"Fenella Community Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,36,104,132,36,"Codrington",087, ,0,1,0,309,563,"Codrington Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,1,5,13,0,"Codrington",088s, ,0,0,0,19,21,"Golden Pond Retirement Residence",20071010
058,NORTHUMBERLAND--QUINTE WEST,7,33,60,10,"Codrington",089, ,0,1,0,111,243,"Codrington Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,94,126,16,"Brighton",090, ,0,0,0,254,596,"Smithfield Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,63,82,16,"Trenton",091, ,2,0,0,182,402,"North Trenton Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,10,25,37,10,"Trenton",092, ,0,0,0,82,263,"North Trenton Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,46,91,11,"Trenton",093, ,1,1,0,164,390,"North Trenton Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,79,146,16,"Trenton",094, ,1,0,0,256,485,"Trenton High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,10,23,53,16,"Trenton",095, ,1,0,0,103,229,"North Trenton Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,73,137,14,"Trenton",096, ,0,1,0,240,385,"Trenton High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,73,147,16,"Trenton",097, ,0,0,0,263,494,"St. Paul Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,68,115,14,"Trenton",098, ,1,1,0,214,391,"St. Paul Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,12,75,92,14,"Trenton",099, ,1,1,0,195,381,"St. Paul Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,9,19,40,4,"Trenton",100s, ,0,0,0,72,90,"Trenton Memorial Lodge",20071010
058,NORTHUMBERLAND--QUINTE WEST,1,6,9,0,"Trenton",101s, ,0,1,0,17,30,"Quinte Healthcare-Trenton Memorial",20071010
058,NORTHUMBERLAND--QUINTE WEST,10,17,24,1,"Trenton",102, ,0,0,0,52,152,"Trenton High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,31,40,7,"Trenton",103, ,0,0,0,94,251,"Trenton High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,35,69,8,"Trenton",104, ,1,2,0,134,353,"Prince Charles Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,16,51,3,"Trenton",105, ,0,0,0,85,317,"Queen Elizabeth Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,20,17,25,10,"Trenton",106, ,0,0,0,72,306,"St. Peter Catholic School",20071010
058,NORTHUMBERLAND--QUINTE WEST,20,28,65,9,"Trenton",107, ,0,0,0,122,337,"St. Peter Catholic School",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,25,38,14,"Trenton",108, ,1,0,0,94,268,"Prince Charles Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,5,26,56,8,"Trenton",109, ,0,0,0,95,238,"St. Peter Catholic School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,37,54,7,"Trenton",110, ,0,0,0,119,303,"Queen Elizabeth Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,17,38,11,"Trenton",111, ,0,2,0,86,249,"Wesleyan Trenton Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,11,22,49,5,"Trenton",112, ,0,0,0,87,311,"Wesleyan Trenton Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,27,54,15,"Trenton",113, ,1,0,0,111,325,"Wesleyan Trenton Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,12,14,25,1,"Trenton",114, ,0,0,0,52,286,"St. Peter Catholic School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,18,45,7,"Trenton",115, ,2,0,0,90,280,"St. Georges Anglican Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,24,38,78,12,"Trenton",116, ,0,2,0,154,312,"Knights of Columbus Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,2,14,20,2,"Trenton",117s, ,1,0,0,39,98,"Crown Ridge Place/The Crown Ridge",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,9,49,8,"Trenton",118, ,1,0,0,84,255,"St. Georges Anglican Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,1,4,15,1,"Trenton",119s, ,2,0,0,23,69,"Trent Valley Lodge",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,23,53,7,"Trenton",120, ,0,0,0,98,261,"St. Georges Anglican Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,45,64,60,34,"Bewdley",121, ,0,0,0,203,397,"Bewdley Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,41,71,108,33,"Cobourg",122, ,0,1,0,254,489,"Cold Springs Memorial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,67,106,28,"Cobourg",123, ,1,2,0,238,455,"Cold Springs Memorial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,54,95,102,30,"Castleton",124, ,1,0,0,282,600,"Castleton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,25,64,56,26,"Castleton",125, ,1,0,0,172,313,"Castleton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,9,23,63,8,"Colborne",126, ,0,0,0,103,280,"Eden United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,7,36,51,10,"Brighton",127, ,0,0,0,104,220,"Smithfield Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,70,73,14,"Trenton",128, ,0,0,0,175,404,"St. Paul Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,51,84,14,"Trenton",129, ,3,0,0,170,332,"St. Paul Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,31,57,10,"Trenton",130, ,1,0,0,120,284,"Prince Charles Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,39,75,86,42,"Bewdley",131, ,1,0,0,243,536,"Bewdley Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,42,86,127,39,"Bewdley",132, ,1,0,0,295,582,"Bewdley Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,101,102,30,"Grafton",133, ,0,0,0,260,446,"Centreton Community Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,82,85,16,"Colborne",134, ,1,0,0,205,352,"Eden United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,12,61,72,15,"Brighton",135, ,0,1,0,161,344,"Fellowship Christian Reformed Church of Brighton",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,59,87,14,"Brighton",136, ,2,0,0,184,363,"Fellowship Christian Reformed Church of Brighton",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,47,102,16,"Brighton",137, ,1,0,0,184,357,"East Northumberland Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,21,66,19,"Brighton",138, ,0,1,0,124,280,"East Northumberland Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,0,10,18,1,"Brighton",139s, ,1,0,0,30,48,"Applefest Lodge",20071010
058,NORTHUMBERLAND--QUINTE WEST,6,58,101,13,"Brighton",140, ,1,0,0,179,372,"East Northumberland Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,75,86,11,"Brighton",141, ,0,0,1,191,366,"Evangel Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,52,93,9,"Brighton",142, ,1,0,0,171,351,"Smithfield Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,10,45,71,19,"Brighton",143, ,1,1,0,147,295,"Smithfield Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,8,56,70,7,"Trenton",144, ,3,0,0,144,363,"St. Paul Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,32,41,15,"Campbellcroft",145, ,1,0,0,110,215,"North Hope Central School",20071010
058,NORTHUMBERLAND--QUINTE WEST,29,105,137,35,"Cobourg",146, ,1,0,2,309,482,"Cold Springs Memorial Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,24,77,91,17,"Grafton",147, ,1,2,0,212,620,"Centreton Community Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,24,81,83,26,"Grafton",148, ,0,0,0,214,377,"Centreton Community Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,60,70,31,"Castleton",149, ,0,0,0,188,402,"Castleton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,47,41,8,"Colborne",150, ,0,0,0,113,315,"Eden United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,33,85,68,25,"Colborne",151, ,0,0,0,211,373,"Salem United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,26,80,13,"Brighton",152, ,0,0,0,137,280,"Holy Angels",20071010
058,NORTHUMBERLAND--QUINTE WEST,1,13,6,2,"Brighton",153s, ,1,1,0,24,48,"Maplewood Nursing Home",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,40,75,9,"Brighton",154, ,0,0,0,145,298,"Holy Angels",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,53,105,17,"Brighton",155, ,1,0,2,197,401,"Evangel Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,28,39,7,"Brighton",156, ,0,0,0,96,231,"East Northumberland Secondary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,72,85,21,"Brighton",157, ,1,0,0,193,357,"Evangel Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,61,155,24,"Brighton",158, ,1,2,0,259,422,"Fellowship Christian Reformed Church of Brighton",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,65,75,16,"Brighton",159, ,1,0,0,176,337,"Evangel Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,44,100,17,"Brighton",160, ,1,0,0,180,313,"Fellowship Christian Reformed Church of Brighton",20071010
058,NORTHUMBERLAND--QUINTE WEST,29,42,94,13,"Brighton",161, ,1,1,0,180,357,"Harbourview Marina",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,43,84,15,"Brighton",162, ,1,1,0,159,393,"Smithfield Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,54,113,141,45,"Port Hope",163, ,1,1,0,355,639,"Canton Municipal Office",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,88,114,37,"Port Hope",164, ,0,0,2,267,475,"Canton Municipal Office",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,108,95,44,"Baltimore",165, ,0,2,0,283,506,"Baltimore Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,38,74,96,29,"Baltimore",166, ,1,0,0,238,479,"Baltimore Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,20,56,84,27,"Baltimore",167, ,1,0,0,188,360,"Baltimore Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,40,35,21,"Grafton",168, ,0,0,0,112,278,"Grafton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,21,29,5,"Colborne",169, ,1,0,1,73,170,"Colborne United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,26,41,13,"Colborne",170, ,0,1,0,96,194,"Colborne United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,23,64,78,24,"Colborne",171, ,0,0,0,189,369,"Colborne Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,13,78,89,16,"Colborne",172, ,0,1,1,198,321,"Colborne Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,59,73,19,"Colborne",173, ,0,0,0,172,365,"Colborne Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,61,76,17,"Colborne",174, ,0,0,0,175,333,"Salem United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,13,60,102,30,"Brighton",175, ,2,0,0,207,362,"Fellowship Christian Reformed Church of Brighton",20071010
058,NORTHUMBERLAND--QUINTE WEST,40,83,122,43,"Campbellcroft",176, ,2,2,0,292,507,"Elizabethville Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,62,79,18,"Cobourg",177, ,0,0,1,177,352,"Dale Road Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,20,47,84,17,"Cobourg",178, ,0,0,1,169,290,"St. Mary's Secondary Cobourg",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,55,95,14,"Cobourg",179, ,0,0,0,179,335,"St. Mary's Secondary Cobourg",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,60,89,29,"Baltimore",180, ,2,2,0,200,346,"Baltimore Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,25,58,103,17,"Baltimore",181, ,0,0,0,203,434,"Baltimore Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,63,76,36,"Cobourg",182, ,0,0,0,191,393,"Merwin Greer Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,67,92,21,"Grafton",183, ,0,1,0,197,317,"Grafton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,..........................NO POLL HELD........................,,,,"Grafton",184s, ,0,0,0,0,0,"",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,88,107,29,"Grafton",185, ,0,0,1,247,460,"Grafton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,7,69,71,28,"Grafton",186, ,0,0,0,175,319,"Grafton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,29,57,54,21,"Colborne",187, ,0,0,0,161,377,"Colborne Legion Hall",20071010
058,NORTHUMBERLAND--QUINTE WEST,48,89,130,26,"Port Hope",188, ,2,0,0,295,593,"George Hamilton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,31,54,6,"Port Hope",189, ,0,0,0,113,254,"Beatrice Strong Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,52,72,16,"Cobourg",190, ,0,0,0,166,432,"Dale Road Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,11,12,35,7,"Cobourg",191, ,2,0,0,67,161,"Terry Fox Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,2,0,7,0,"Cobourg",192s, ,0,0,0,9,10,"Northumberland Hills Hospital",20071010
058,NORTHUMBERLAND--QUINTE WEST,33,48,78,19,"Cobourg",193, ,2,0,0,180,366,"Notre Dame Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,53,75,18,"Cobourg",194, ,0,0,0,160,368,"Notre Dame Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,2,14,22,5,"Cobourg",195s, ,0,0,0,43,145,"Golden Plough Lodge",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,77,107,21,"Cobourg",196, ,2,0,0,233,431,"Notre Dame Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,32,57,94,13,"Cobourg",197, ,0,1,0,197,380,"Terry Fox Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,58,89,23,"Cobourg",198, ,0,2,0,206,382,"Notre Dame Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,23,70,108,20,"Cobourg",199, ,0,0,0,221,397,"Terry Fox Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,7,29,47,18,"Cobourg",200, ,6,0,0,107,217,"Notre Dame Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,60,74,24,"Cobourg",201, ,0,1,0,185,374,"Burnham School",20071010
058,NORTHUMBERLAND--QUINTE WEST,30,33,59,12,"Cobourg",202, ,0,0,0,134,335,"Grant Sine Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,41,94,9,"Cobourg",203, ,1,0,0,167,345,"Grant Sine Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,36,29,7,"Cobourg",204, ,1,0,0,91,275,"Grant Sine Public School",20071010
