ED_CODE,ED_NAME,BENETEAU,DOHERTY,DOWNES,FOURNIER,GERRETSEN,RAPIN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
036,KINGSTON AND THE ISLANDS,6,10,32,0,45,53,"Kingston",030, ,0,0,0,146,355,"Kingston West Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",031, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,6,39,0,64,45,"Kingston",032, ,0,0,1,155,346,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,0,2,18,1,55,29,"Kingston",033, ,0,1,0,106,241,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,2,11,31,1,55,50,"Kingston",034, ,5,0,0,155,324,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,1,4,13,0,69,28,"Kingston",035, ,1,0,0,116,246,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,0,7,20,1,58,34,"Kingston",036, ,0,0,0,120,284,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,0,3,38,0,73,42,"Kingston",037, ,0,0,0,156,347,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,0,10,15,0,58,45,"Kingston",038, ,1,0,0,129,354,"Third Day Worship Centre",20071010
036,KINGSTON AND THE ISLANDS,0,6,15,0,87,49,"Kingston",039, ,1,0,0,158,319,"Third Day Worship Centre",20071010
036,KINGSTON AND THE ISLANDS,1,3,18,0,54,27,"Kingston",040, ,1,0,0,104,182,"Third Day Worship Centre",20071010
036,KINGSTON AND THE ISLANDS,0,9,28,1,73,32,"Kingston",041, ,0,0,0,143,305,"Third Day Worship Centre",20071010
036,KINGSTON AND THE ISLANDS,1,7,45,1,70,28,"Kingston",042, ,1,0,0,153,374,"Church of the Redeemer",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",043, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,2,5,34,0,28,14,"Kingston",044, ,0,0,0,83,327,"Holy Family Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,1,44,0,81,26,"Kingston",045, ,1,0,0,154,294,"Holy Family Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,4,22,0,49,20,"Kingston",046, ,2,0,1,99,305,"Holy Family Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,6,39,0,48,9,"Kingston",047, ,2,0,0,105,280,"Village Towers Apartments",20071010
036,KINGSTON AND THE ISLANDS,3,0,13,0,11,0,"Kingston",048, ,0,0,0,27,194,"Rideau Heights Public School",20071010
036,KINGSTON AND THE ISLANDS,1,4,27,0,34,10,"Kingston",049, ,1,1,0,78,259,"Holy Family Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,6,41,0,94,33,"Kingston",050, ,1,2,0,179,381,"Rideau Heights Public School",20071010
036,KINGSTON AND THE ISLANDS,2,3,26,1,44,25,"Kingston",051, ,1,0,0,102,326,"Holy Family Catholic School",20071010
036,KINGSTON AND THE ISLANDS,0,8,29,1,45,25,"Kingston",052, ,0,0,2,110,294,"Rideau Heights Public School",20071010
036,KINGSTON AND THE ISLANDS,0,5,35,1,41,18,"Kingston",053, ,0,0,0,100,316,"St. Matthew's United Church",20071010
036,KINGSTON AND THE ISLANDS,0,3,22,0,44,14,"Kingston",054, ,0,0,0,83,227,"St. Matthew's United Church",20071010
036,KINGSTON AND THE ISLANDS,1,1,5,1,14,9,"Kingston",055s, ,2,2,0,35,40,"Fairfield Manor East",20071010
036,KINGSTON AND THE ISLANDS,2,15,27,1,93,29,"Kingston",056, ,0,0,0,167,324,"Gore Road Fire Station",20071010
036,KINGSTON AND THE ISLANDS,1,5,14,0,63,37,"Kingston",057, ,0,0,0,120,248,"St. Martha Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,11,28,3,82,36,"Kingston",058, ,1,1,0,164,276,"St. Martha Catholic School",20071010
036,KINGSTON AND THE ISLANDS,0,35,56,0,127,78,"Kingston",059, ,2,0,0,298,522,"St. Martha Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,6,34,0,91,51,"Kingston",060, ,0,0,0,184,343,"St. Martha Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,21,31,0,72,74,"Kingston",061, ,1,0,0,200,385,"Madoma Community Centre",20071010
036,KINGSTON AND THE ISLANDS,2,10,53,0,100,53,"Kingston",062, ,0,0,0,218,417,"Kingston West Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,1,14,21,0,103,58,"Kingston",063, ,0,0,0,197,419,"Kingston and District Shrine Club",20071010
036,KINGSTON AND THE ISLANDS,3,11,15,1,111,61,"Kingston",064, ,1,0,0,203,417,"Kingston and District Shrine Club",20071010
036,KINGSTON AND THE ISLANDS,1,14,15,1,131,47,"Kingston",065, ,0,1,0,210,370,"Holy Cross Catholic Secondary School",20071010
036,KINGSTON AND THE ISLANDS,1,2,11,0,39,12,"Kingston",066, ,0,0,0,65,194,"Kingston and District Shrine Club",20071010
036,KINGSTON AND THE ISLANDS,2,15,28,1,135,45,"Kingston",067, ,0,1,0,227,466,"Holy Cross Catholic Secondary School",20071010
036,KINGSTON AND THE ISLANDS,1,3,41,0,63,35,"Kingston",068, ,9,0,0,152,335,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,0,14,36,0,97,36,"Kingston",069A, ,0,0,0,183,414,"Bayridge Secondary School",20071010
036,KINGSTON AND THE ISLANDS,1,13,30,0,86,32,"Kingston",069B, ,1,0,0,163,394,"Bayridge Secondary School",20071010
036,KINGSTON AND THE ISLANDS,2,15,41,2,97,39,"Kingston",070, ,1,0,0,197,419,"Cataraqui Woods Public School",20071010
036,KINGSTON AND THE ISLANDS,0,0,4,0,12,4,"Kingston",071s, ,0,0,0,20,30,"Fairfield Manor West",20071010
036,KINGSTON AND THE ISLANDS,0,1,23,0,47,21,"Kingston",073, ,0,0,0,92,209,"Sutton Mills Court",20071010
036,KINGSTON AND THE ISLANDS,0,2,4,0,23,6,"Kingston",074s, ,0,0,0,35,61,"Rosewood Retirement Centre",20071010
036,KINGSTON AND THE ISLANDS,0,16,23,0,111,41,"Kingston",075, ,0,1,0,192,414,"Truedell Public School",20071010
036,KINGSTON AND THE ISLANDS,2,16,23,0,69,38,"Kingston",076, ,0,0,0,148,313,"St. Marguerite Bourgeoys Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,6,33,1,115,48,"Kingston",077, ,0,0,0,205,401,"St. Marguerite Bourgeoys Catholic School",20071010
036,KINGSTON AND THE ISLANDS,0,13,47,1,96,28,"Kingston",078, ,0,0,0,185,383,"St. Marguerite Bourgeoys Catholic School",20071010
036,KINGSTON AND THE ISLANDS,4,12,29,0,118,51,"Kingston",079, ,1,0,0,215,372,"Third Day Worship Centre",20071010
036,KINGSTON AND THE ISLANDS,1,8,21,0,99,46,"Kingston",080, ,0,0,0,175,354,"St. Marguerite Bourgeoys Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,5,27,0,44,17,"Kingston",081, ,0,0,0,94,364,"Lord Strathcona Public School",20071010
036,KINGSTON AND THE ISLANDS,4,3,38,1,97,39,"Kingston",082, ,1,0,0,183,380,"Lord Strathcona Public School",20071010
036,KINGSTON AND THE ISLANDS,1,4,30,0,47,16,"Kingston",083, ,0,0,0,98,327,"Lord Strathcona Public School",20071010
036,KINGSTON AND THE ISLANDS,3,23,39,0,114,57,"Kingston",084, ,0,0,0,236,395,"Lord Strathcona Public School",20071010
036,KINGSTON AND THE ISLANDS,1,7,28,0,108,48,"Kingston",085, ,0,0,0,192,365,"Lord Strathcona Public School",20071010
036,KINGSTON AND THE ISLANDS,3,11,61,0,80,22,"Kingston",086, ,1,0,0,178,379,"Church of the Redeemer",20071010
036,KINGSTON AND THE ISLANDS,0,2,29,0,29,12,"Kingston",087, ,0,0,0,72,252,"Church of the Redeemer",20071010
036,KINGSTON AND THE ISLANDS,1,5,53,0,73,25,"Kingston",088, ,0,0,0,157,304,"Kingscourt United Church",20071010
036,KINGSTON AND THE ISLANDS,0,4,33,0,39,37,"Kingston",089, ,0,0,0,113,278,"Holy Family Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,8,19,0,42,7,"Kingston",090, ,0,0,0,77,273,"St. Matthew's United Church",20071010
036,KINGSTON AND THE ISLANDS,0,18,24,0,91,54,"Kingston",091, ,0,0,0,187,342,"La Salle Secondary School",20071010
036,KINGSTON AND THE ISLANDS,0,9,28,0,68,43,"Kingston",092, ,0,1,0,149,262,"La Salle Secondary School",20071010
036,KINGSTON AND THE ISLANDS,0,10,33,1,118,68,"Kingston",093, ,0,0,0,230,441,"La Salle Secondary School",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",094, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,1,23,54,0,99,62,"Kingston",095, ,0,0,0,239,546,"École Lundy's Lane School",20071010
036,KINGSTON AND THE ISLANDS,1,6,15,1,92,76,"Kingston",096, ,0,0,1,192,363,"Madoma Community Centre",20071010
036,KINGSTON AND THE ISLANDS,0,12,15,0,79,23,"Kingston",097, ,0,0,0,129,261,"Kingston and District Shrine Club",20071010
036,KINGSTON AND THE ISLANDS,3,9,48,0,97,53,"Kingston",098, ,0,0,0,210,422,"Edith Rankin Memorial United Church",20071010
036,KINGSTON AND THE ISLANDS,2,19,33,0,129,52,"Kingston",099, ,1,0,0,236,427,"Kingston and District Shrine Club",20071010
036,KINGSTON AND THE ISLANDS,1,10,21,0,119,37,"Kingston",100, ,1,0,0,189,399,"Holy Cross Catholic Secondary School",20071010
036,KINGSTON AND THE ISLANDS,3,12,52,0,117,56,"Kingston",101, ,0,0,0,240,424,"John XXIII Catholic School",20071010
036,KINGSTON AND THE ISLANDS,5,7,31,2,141,33,"Kingston",102, ,0,0,0,219,383,"Holy Cross Catholic Secondary School",20071010
036,KINGSTON AND THE ISLANDS,0,13,28,0,102,45,"Kingston",103, ,0,0,0,188,413,"John XXIII Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,11,23,0,87,50,"Kingston",104, ,0,0,0,172,333,"Bayridge Secondary School",20071010
036,KINGSTON AND THE ISLANDS,1,7,30,0,44,13,"Kingston",105, ,0,0,0,95,243,"Bayridge Secondary School",20071010
036,KINGSTON AND THE ISLANDS,3,11,33,0,97,51,"Kingston",106, ,1,0,0,196,420,"Bayridge Secondary School",20071010
036,KINGSTON AND THE ISLANDS,2,5,40,0,25,12,"Kingston",107, ,0,0,0,84,300,"Archbishop O'Sullivan Catholic School",20071010
036,KINGSTON AND THE ISLANDS,6,12,23,0,132,45,"Kingston",108, ,0,0,0,218,380,"Archbishop O'Sullivan Catholic School",20071010
036,KINGSTON AND THE ISLANDS,4,13,31,0,94,48,"Kingston",109, ,2,0,0,192,404,"Bayridge Secondary School",20071010
036,KINGSTON AND THE ISLANDS,0,24,42,0,102,46,"Kingston",110, ,1,0,0,215,435,"Archbishop O'Sullivan Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,13,31,1,123,67,"Kingston",111, ,0,0,0,237,407,"Truedell Public School",20071010
036,KINGSTON AND THE ISLANDS,3,15,36,0,97,54,"Kingston",112, ,0,0,0,205,447,"Archbishop O'Sullivan Catholic School",20071010
036,KINGSTON AND THE ISLANDS,0,10,35,2,96,41,"Kingston",113, ,0,0,0,184,371,"Truedell Public School",20071010
036,KINGSTON AND THE ISLANDS,1,9,27,0,77,30,"Kingston",114, ,0,0,0,144,332,"Bayridge Alliance Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",115, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,5,28,0,75,44,"Kingston",116, ,0,0,0,152,340,"St. Marguerite Bourgeoys Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,7,23,1,82,39,"Kingston",117, ,0,1,0,154,383,"Bayridge Alliance Church",20071010
036,KINGSTON AND THE ISLANDS,0,7,35,0,71,37,"Kingston",118, ,0,0,0,150,332,"Our Lady of Lourdes Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",119, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,1,9,1,35,13,"Kingston",120s, ,2,3,0,64,154,"Trillium Ridge",20071010
036,KINGSTON AND THE ISLANDS,0,0,7,1,16,8,"Kingston",121s, ,0,1,0,33,79,"Trillium Centre",20071010
036,KINGSTON AND THE ISLANDS,0,5,12,0,59,33,"Kingston",122s, ,3,2,0,114,129,"Kingsdale Chateau",20071010
036,KINGSTON AND THE ISLANDS,0,6,23,0,76,22,"Kingston",123, ,0,1,0,128,374,"Polson Park Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,0,22,31,0,109,43,"Kingston",124, ,0,0,0,205,335,"St. Marguerite Bourgeoys Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,8,25,0,88,36,"Kingston",125, ,0,0,0,158,352,"Polson Park Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,0,12,26,0,33,13,"Kingston",126, ,0,0,0,84,261,"Polson Park Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,1,7,22,0,67,30,"Kingston",127, ,0,0,0,127,219,"Admirals on the Walk",20071010
036,KINGSTON AND THE ISLANDS,0,6,17,0,23,8,"Kingston",128A, ,0,0,0,54,269,"Bath Road Baptist Church",20071010
036,KINGSTON AND THE ISLANDS,1,1,21,0,17,6,"Kingston",128B, ,0,0,0,46,274,"Bath Road Baptist Church",20071010
036,KINGSTON AND THE ISLANDS,5,20,32,4,90,28,"Kingston",129, ,2,0,0,181,356,"Bath Road Baptist Church",20071010
036,KINGSTON AND THE ISLANDS,0,15,48,0,75,35,"Kingston",130, ,0,1,0,174,315,"Bath Road Baptist Church",20071010
036,KINGSTON AND THE ISLANDS,2,12,33,0,44,17,"Kingston",131, ,1,0,0,109,302,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,3,10,15,0,31,14,"Kingston",132, ,0,0,0,73,211,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,5,8,26,0,106,50,"Kingston",133, ,0,0,0,195,351,"Strathcona Park Presbyterian Church",20071010
036,KINGSTON AND THE ISLANDS,1,12,26,1,48,23,"Kingston",134, ,0,0,0,111,272,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",135s, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,1,1,25,1,62,38,"Kingston",136, ,0,0,0,128,297,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,2,18,21,0,135,61,"Kingston",137, ,0,0,0,237,428,"Strathcona Park Presbyterian Church",20071010
036,KINGSTON AND THE ISLANDS,1,2,18,0,48,22,"Kingston",138A, ,0,0,0,91,283,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,1,6,12,1,44,18,"Kingston",138B, ,1,0,0,83,280,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",139, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,1,4,22,2,38,11,"Kingston",140, ,0,0,0,78,238,"Kingston Alliance Church",20071010
036,KINGSTON AND THE ISLANDS,1,16,24,0,32,16,"Kingston",141, ,1,0,0,90,284,"St. Luke's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,1,12,40,1,32,15,"Kingston",142, ,0,0,0,101,311,"St. Peter Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,10,39,1,87,22,"Kingston",143, ,0,0,0,161,338,"Kingscourt United Church",20071010
036,KINGSTON AND THE ISLANDS,1,10,26,0,36,11,"Kingston",144, ,0,0,0,84,235,"St. Luke's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,1,13,50,2,49,21,"Kingston",145, ,0,0,0,136,357,"St. Peter Catholic School",20071010
036,KINGSTON AND THE ISLANDS,1,14,29,0,31,7,"Kingston",146, ,0,0,0,82,220,"Kingston Memorial Centre",20071010
036,KINGSTON AND THE ISLANDS,1,11,50,0,56,26,"Kingston",147, ,0,1,0,145,350,"St. Peter Catholic School",20071010
036,KINGSTON AND THE ISLANDS,2,10,46,1,68,9,"Kingston",148, ,0,0,0,136,350,"Kingscourt United Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",149, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,11,19,0,36,7,"Kingston",150, ,0,2,0,75,234,"Kingston Memorial Centre",20071010
036,KINGSTON AND THE ISLANDS,0,6,33,0,41,12,"Kingston",151, ,0,0,0,92,249,"Regiopolis-Notre Dame Catholic High School",20071010
036,KINGSTON AND THE ISLANDS,1,8,43,0,31,8,"Kingston",152, ,0,0,0,91,237,"Kingston Memorial Centre",20071010
036,KINGSTON AND THE ISLANDS,4,6,29,1,27,13,"Kingston",153, ,0,0,0,80,291,"Fire Hall 171 Railway Street",20071010
036,KINGSTON AND THE ISLANDS,0,31,40,0,25,9,"Kingston",154, ,2,0,0,107,280,"St. Luke's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,0,10,58,2,28,11,"Kingston",155, ,0,0,0,109,282,"Regiopolis-Notre Dame Catholic High School",20071010
036,KINGSTON AND THE ISLANDS,0,20,49,0,32,3,"Kingston",156, ,0,0,0,104,286,"St. Luke's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,0,18,40,0,25,7,"Kingston",157, ,0,0,0,90,235,"Regiopolis-Notre Dame Catholic High School",20071010
036,KINGSTON AND THE ISLANDS,0,9,36,0,34,9,"Kingston",158, ,0,0,0,88,253,"Regiopolis-Notre Dame Catholic High School",20071010
036,KINGSTON AND THE ISLANDS,3,21,61,1,35,7,"Kingston",159, ,0,0,0,128,272,"Calvary United Church Hall",20071010
036,KINGSTON AND THE ISLANDS,0,2,6,2,26,7,"Kingston",160s, ,0,0,0,43,143,"Rideaucrest Home",20071010
036,KINGSTON AND THE ISLANDS,0,2,18,0,26,8,"Kingston",161s, ,1,0,0,55,82,"Rideaucrest Towers",20071010
036,KINGSTON AND THE ISLANDS,0,25,54,0,38,14,"Kingston",162, ,0,0,0,131,291,"Calvary United Church Hall",20071010
036,KINGSTON AND THE ISLANDS,0,13,37,0,33,5,"Kingston",163, ,0,0,0,88,181,"Calvary United Church Hall",20071010
036,KINGSTON AND THE ISLANDS,1,5,26,0,22,6,"Kingston",164, ,0,0,0,60,255,"Fire Hall 171 Railway Street",20071010
036,KINGSTON AND THE ISLANDS,0,13,16,0,77,38,"Kingston",165, ,1,0,0,145,316,"Edith Rankin Memorial United Church",20071010
036,KINGSTON AND THE ISLANDS,2,11,81,0,76,32,"Kingston",166, ,0,3,0,205,402,"Edith Rankin Memorial United Church",20071010
036,KINGSTON AND THE ISLANDS,1,18,36,0,81,68,"Kingston",167, ,0,0,0,204,476,"Edith Rankin Memorial United Church",20071010
036,KINGSTON AND THE ISLANDS,0,10,44,1,79,52,"Kingston",168, ,1,0,0,187,427,"Edith Rankin Memorial United Church",20071010
036,KINGSTON AND THE ISLANDS,0,16,30,1,108,71,"Kingston",169, ,0,0,0,226,385,"John XXIII Catholic School",20071010
036,KINGSTON AND THE ISLANDS,3,13,34,0,109,60,"Kingston",170, ,1,0,0,220,406,"Frontenac Secondary School",20071010
036,KINGSTON AND THE ISLANDS,2,10,32,1,138,38,"Kingston",171, ,0,0,0,221,399,"John XXIII Catholic School",20071010
036,KINGSTON AND THE ISLANDS,4,9,34,0,101,51,"Kingston",172, ,1,0,0,200,403,"Frontenac Secondary School",20071010
036,KINGSTON AND THE ISLANDS,0,4,11,0,39,19,"Kingston",173s, ,2,1,0,76,93,"Conservatory Pond Retirement Residence",20071010
036,KINGSTON AND THE ISLANDS,3,6,18,1,105,44,"Kingston",174, ,0,0,0,177,348,"Truedell Public School",20071010
036,KINGSTON AND THE ISLANDS,1,1,24,0,76,47,"Kingston",175, ,0,0,1,150,274,"Frontenac Secondary School",20071010
036,KINGSTON AND THE ISLANDS,0,11,29,0,70,56,"Kingston",176, ,0,0,0,166,353,"Frontenac Secondary School",20071010
036,KINGSTON AND THE ISLANDS,5,11,23,0,100,39,"Kingston",177, ,7,0,0,185,380,"Truedell Public School",20071010
036,KINGSTON AND THE ISLANDS,0,6,31,0,80,48,"Kingston",178, ,2,1,1,169,381,"Truedell Public School",20071010
036,KINGSTON AND THE ISLANDS,0,5,13,0,45,18,"Kingston",179, ,0,0,0,81,241,"Our Lady of Lourdes Church",20071010
036,KINGSTON AND THE ISLANDS,1,5,29,0,46,21,"Kingston",180, ,0,0,0,102,371,"Our Lady of Lourdes Church",20071010
036,KINGSTON AND THE ISLANDS,1,10,15,0,71,38,"Kingston",181, ,2,0,0,137,326,"Our Lady of Lourdes Church",20071010
036,KINGSTON AND THE ISLANDS,2,7,23,1,57,29,"Kingston",182, ,0,0,0,119,340,"Polson Park Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,0,6,14,0,31,27,"Kingston",183, ,0,0,0,78,306,"Polson Park Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",184, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,2,5,36,1,38,19,"Kingston",185, ,1,0,0,102,321,"Westview Place Apartments",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",186, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,2,1,7,2,36,9,"Kingston",187s, ,0,0,0,57,149,"Extendicare",20071010
036,KINGSTON AND THE ISLANDS,0,6,29,0,57,16,"Kingston",188, ,0,0,0,108,269,"Polson Park Public School",20071010
036,KINGSTON AND THE ISLANDS,0,10,28,0,28,12,"Kingston",189, ,0,0,0,78,211,"Polson Park Public School",20071010
036,KINGSTON AND THE ISLANDS,1,13,23,2,79,50,"Kingston",190, ,0,0,0,168,275,"Polson Park Public School",20071010
036,KINGSTON AND THE ISLANDS,1,4,29,0,32,18,"Kingston",191, ,0,0,0,84,273,"Polson Park Free Methodist Church",20071010
036,KINGSTON AND THE ISLANDS,2,13,40,0,91,30,"Kingston",192, ,0,1,0,177,328,"Polson Park Public School",20071010
036,KINGSTON AND THE ISLANDS,0,20,18,0,97,45,"Kingston",193, ,0,0,0,180,312,"Polson Park Public School",20071010
036,KINGSTON AND THE ISLANDS,3,20,45,2,107,36,"Kingston",194, ,0,0,0,213,351,"Centennial Public School",20071010
036,KINGSTON AND THE ISLANDS,3,14,31,0,95,27,"Kingston",195, ,0,0,0,170,304,"Centennial Public School",20071010
036,KINGSTON AND THE ISLANDS,1,12,45,0,113,44,"Kingston",196, ,0,1,0,216,368,"Centennial Public School",20071010
