ED_CODE,ED_NAME,CHAPMAN,MAYNARD,O'NEAIL,RAMAL,SINAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
043,LONDON--FANSHAWE,7,8,2,30,0,"London",023, ,1,0,0,48,250,"Evelyn Harrison Public School",20071010
043,LONDON--FANSHAWE,27,35,8,30,1,"London",024, ,0,1,0,102,290,"Evelyn Harrison Public School",20071010
043,LONDON--FANSHAWE,11,25,3,20,0,"London",025, ,0,0,0,59,315,"F. D. Roosevelt Public School",20071010
043,LONDON--FANSHAWE,0,0,0,0,0,"London",026, ,0,0,0,0,193,"John Paul II Catholic Secondary School",20071010
043,LONDON--FANSHAWE,14,22,5,16,0,"London",027, ,0,0,0,57,171,"F. D. Roosevelt Public School",20071010
043,LONDON--FANSHAWE,13,22,2,21,1,"London",028, ,0,0,0,59,201,"F. D. Roosevelt Public School",20071010
043,LONDON--FANSHAWE,34,71,13,45,1,"London",029, ,0,0,0,164,363,"Unitarian Fellowship of London",20071010
043,LONDON--FANSHAWE,7,20,3,20,0,"London",030, ,0,0,0,50,185,"Unitarian Fellowship of London",20071010
043,LONDON--FANSHAWE,19,22,6,40,0,"London",031, ,1,0,0,88,218,"John Paul II Catholic Secondary School",20071010
043,LONDON--FANSHAWE,37,46,13,61,1,"London",032, ,0,0,0,158,341,"F. D. Roosevelt Public School",20071010
043,LONDON--FANSHAWE,27,19,6,15,2,"London",033, ,0,2,0,71,244,"F. D. Roosevelt Public School",20071010
043,LONDON--FANSHAWE,27,33,13,40,0,"London",034, ,0,0,0,113,318,"Unitarian Fellowship of London",20071010
043,LONDON--FANSHAWE,18,27,11,33,1,"London",035, ,0,0,0,90,293,"Unitarian Fellowship of London",20071010
043,LONDON--FANSHAWE,49,58,13,44,0,"London",036, ,0,0,0,164,350,"Unitarian Fellowship of London",20071010
043,LONDON--FANSHAWE,48,43,6,40,0,"London",037, ,1,1,0,139,313,"Richards Memorial United Church",20071010
043,LONDON--FANSHAWE,11,19,2,17,0,"London",038, ,0,0,0,49,206,"Clarke Road Secondary School",20071010
043,LONDON--FANSHAWE,30,33,12,38,0,"London",039, ,0,0,1,114,340,"Clarke Road Secondary School",20071010
043,LONDON--FANSHAWE,40,50,8,48,2,"London",040, ,0,1,0,149,350,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,38,42,5,36,1,"London",041, ,0,0,0,122,304,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,40,44,8,53,1,"London",042, ,1,1,0,148,355,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,20,48,9,25,0,"London",043, ,1,0,0,103,256,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,28,29,5,45,0,"London",044, ,0,0,0,107,248,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,33,38,14,40,0,"London",045, ,1,0,0,126,259,"Tony's Banquet Hall",20071010
043,LONDON--FANSHAWE,10,8,10,29,1,"London",046s, ,0,4,0,62,129,"Regional Mental Health Care, London",20071010
043,LONDON--FANSHAWE,25,34,7,30,0,"London",047, ,1,0,0,97,294,"St. George's Presbyterian Church",20071010
043,LONDON--FANSHAWE,11,63,5,22,0,"London",048, ,0,0,0,101,304,"St. George's Presbyterian Church",20071010
043,LONDON--FANSHAWE,9,28,1,16,0,"London",049, ,0,0,0,54,208,"Sir Winston Churchill Public School",20071010
043,LONDON--FANSHAWE,12,25,4,15,0,"London",050, ,0,0,0,56,156,"Sir Winston Churchill Public School",20071010
043,LONDON--FANSHAWE,7,26,0,14,1,"London",051, ,0,0,0,48,162,"Sir Winston Churchill Public School",20071010
043,LONDON--FANSHAWE,33,55,8,47,0,"London",052, ,0,0,0,143,302,"Richards Memorial United Church",20071010
043,LONDON--FANSHAWE,33,55,12,36,0,"London",053, ,0,0,1,137,299,"Clarke Road Secondary School",20071010
043,LONDON--FANSHAWE,25,37,7,40,0,"London",054, ,0,0,0,109,315,"Lord Nelson Public School",20071010
043,LONDON--FANSHAWE,38,80,13,43,0,"London",055, ,0,0,0,174,355,"Lord Nelson Public School",20071010
043,LONDON--FANSHAWE,45,65,10,58,0,"London",056, ,1,0,0,179,386,"Lord Nelson Public School",20071010
043,LONDON--FANSHAWE,61,64,5,73,1,"London",057, ,0,0,0,204,429,"Lord Nelson Public School",20071010
043,LONDON--FANSHAWE,44,36,9,77,1,"London",058, ,0,0,0,167,419,"Lord Nelson Public School",20071010
043,LONDON--FANSHAWE,31,56,11,43,0,"London",059, ,1,0,0,142,321,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,27,34,8,44,0,"London",060, ,0,0,0,113,289,"Bonaventure Meadows Public School",20071010
043,LONDON--FANSHAWE,12,8,1,15,1,"London",061, ,0,0,0,37,146,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,30,35,9,37,0,"London",062, ,0,0,0,111,268,"St. George's Presbyterian Church",20071010
043,LONDON--FANSHAWE,34,40,8,30,0,"London",063, ,0,0,0,112,267,"St. Mark's Anglican Church",20071010
043,LONDON--FANSHAWE,18,22,5,31,0,"London",064, ,0,0,0,76,224,"St. George's Presbyterian Church",20071010
043,LONDON--FANSHAWE,25,33,13,50,0,"London",065, ,0,0,0,121,287,"St. George's Presbyterian Church",20071010
043,LONDON--FANSHAWE,17,49,8,42,0,"London",066, ,0,0,0,116,306,"Sir Winston Churchill Public School",20071010
043,LONDON--FANSHAWE,42,38,10,50,0,"London",067, ,0,0,0,140,313,"Princess Anne French Immersion Public School",20071010
043,LONDON--FANSHAWE,41,51,12,56,0,"London",068, ,0,0,0,160,339,"Princess Anne French Immersion Public School",20071010
043,LONDON--FANSHAWE,42,38,6,38,1,"London",069, ,1,0,0,126,294,"London Christian Elementary School",20071010
043,LONDON--FANSHAWE,41,42,6,39,1,"London",070, ,0,0,0,129,322,"St. Robert Elementary School",20071010
043,LONDON--FANSHAWE,53,63,8,41,0,"London",071, ,2,0,0,167,382,"London Christian Elementary School",20071010
043,LONDON--FANSHAWE,43,62,12,54,0,"London",072, ,2,0,0,173,348,"St. Robert Elementary School",20071010
043,LONDON--FANSHAWE,20,27,11,31,1,"London",073, ,0,0,0,90,258,"St. Robert Elementary School",20071010
043,LONDON--FANSHAWE,46,35,17,54,0,"London",074, ,1,0,0,153,357,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,29,42,8,33,0,"London",075, ,0,0,0,112,275,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,57,60,16,53,1,"London",076, ,5,1,0,193,370,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,59,31,13,86,0,"London",077, ,1,2,1,193,432,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,44,55,9,53,0,"London",078, ,0,0,0,161,350,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,10,19,4,31,0,"London",079, ,0,1,0,65,263,"Holy Family Elementary School",20071010
043,LONDON--FANSHAWE,32,42,6,45,0,"London",080, ,3,2,0,130,279,"St. Mark's Anglican Church",20071010
043,LONDON--FANSHAWE,25,64,7,44,0,"London",081, ,0,0,0,140,300,"St. Mark's Anglican Church",20071010
043,LONDON--FANSHAWE,41,41,11,53,0,"London",082, ,0,0,0,146,288,"Prince Charles Public School",20071010
043,LONDON--FANSHAWE,68,56,13,46,0,"London",083, ,0,0,0,183,352,"Prince Charles Public School",20071010
043,LONDON--FANSHAWE,31,34,10,39,0,"London",084, ,0,1,0,115,263,"Prince Charles Public School",20071010
043,LONDON--FANSHAWE,30,46,11,41,2,"London",085, ,0,0,1,131,299,"Prince Charles Public School",20071010
043,LONDON--FANSHAWE,41,42,9,64,0,"London",086, ,1,0,0,157,312,"Princess Anne French Immersion Public School",20071010
043,LONDON--FANSHAWE,30,33,7,21,1,"London",087, ,0,0,0,92,263,"Marconi Club",20071010
043,LONDON--FANSHAWE,9,24,7,8,0,"London",088, ,0,0,0,48,149,"Talisman Woods Housing Co-operative",20071010
043,LONDON--FANSHAWE,22,27,4,32,0,"London",089, ,0,0,0,85,232,"Talisman Woods Housing Co-operative",20071010
043,LONDON--FANSHAWE,2,14,2,11,2,"London",090, ,0,0,1,32,207,"Marconi Club",20071010
043,LONDON--FANSHAWE,13,23,3,14,1,"London",091, ,0,1,0,55,100,"Talisman Woods Housing Co-operative",20071010
043,LONDON--FANSHAWE,38,46,12,45,1,"London",092, ,0,0,0,142,377,"Marconi Club",20071010
043,LONDON--FANSHAWE,9,36,4,27,0,"London",093, ,1,0,0,77,269,"Marconi Club",20071010
043,LONDON--FANSHAWE,56,47,8,76,0,"London",094, ,1,0,0,188,425,"John P. Robarts Public School",20071010
043,LONDON--FANSHAWE,35,62,6,41,0,"London",095, ,1,0,0,145,369,"John P. Robarts Public School",20071010
043,LONDON--FANSHAWE,54,61,9,49,2,"London",096, ,1,0,0,176,432,"John P. Robarts Public School",20071010
043,LONDON--FANSHAWE,37,49,2,52,0,"London",097, ,1,0,0,141,341,"John P. Robarts Public School",20071010
043,LONDON--FANSHAWE,58,38,7,51,0,"London",098, ,1,0,0,155,365,"John P. Robarts Public School",20071010
043,LONDON--FANSHAWE,50,65,10,87,2,"London",099, ,0,2,0,216,384,"Fairmont United Church",20071010
043,LONDON--FANSHAWE,15,30,3,9,0,"London",100, ,1,0,0,58,193,"Prince Charles Public School",20071010
043,LONDON--FANSHAWE,74,54,8,65,1,"London",101, ,0,2,0,204,352,"Fairmont United Church",20071010
043,LONDON--FANSHAWE,40,67,10,52,0,"London",102, ,1,0,0,170,368,"Tweedsmuir Public School",20071010
043,LONDON--FANSHAWE,45,79,16,84,1,"London",103, ,1,3,0,229,351,"Tweedsmuir Public School",20071010
043,LONDON--FANSHAWE,58,57,11,70,4,"London",104, ,0,0,0,200,437,"Bethel Christian Reformed Church",20071010
043,LONDON--FANSHAWE,51,43,12,44,0,"London",105, ,0,0,0,150,339,"Fairmont United Church",20071010
043,LONDON--FANSHAWE,58,31,18,40,3,"London",106, ,0,1,0,151,299,"Fairmont Elementary School",20071010
043,LONDON--FANSHAWE,64,53,22,68,0,"London",107, ,2,0,0,209,345,"Tweedsmuir Public School",20071010
043,LONDON--FANSHAWE,41,51,8,77,1,"London",108, ,4,1,0,183,357,"Bethel Christian Reformed Church",20071010
043,LONDON--FANSHAWE,44,37,14,22,0,"London",109, ,1,0,0,118,260,"Bethel Christian Reformed Church",20071010
043,LONDON--FANSHAWE,58,40,19,85,0,"London",110, ,2,2,0,206,397,"Bethel Christian Reformed Church",20071010
043,LONDON--FANSHAWE,18,32,12,33,0,"London",111, ,0,0,0,95,257,"Princess Elizabeth Public School",20071010
043,LONDON--FANSHAWE,27,14,5,15,1,"London",112, ,2,0,0,64,191,"Victory Heights Baptist Church",20071010
043,LONDON--FANSHAWE,14,21,6,22,0,"London",113, ,0,0,0,63,225,"Victory Heights Baptist Church",20071010
043,LONDON--FANSHAWE,12,19,8,30,0,"London",114, ,0,1,0,70,170,"Victory Heights Baptist Church",20071010
043,LONDON--FANSHAWE,6,16,6,28,1,"London",115, ,0,0,0,57,174,"Victory Heights Baptist Church",20071010
043,LONDON--FANSHAWE,29,31,11,27,0,"London",116, ,0,1,0,99,284,"Fairmont Elementary School",20071010
043,LONDON--FANSHAWE,68,52,12,69,0,"London",117, ,0,0,1,202,392,"London District Christian Secondary School",20071010
043,LONDON--FANSHAWE,46,32,11,42,0,"London",118, ,0,0,0,131,373,"London District Christian Secondary School",20071010
043,LONDON--FANSHAWE,19,43,15,40,0,"London",119, ,2,0,0,119,294,"Princess Elizabeth Public School",20071010
043,LONDON--FANSHAWE,27,47,16,53,1,"London",120, ,0,0,0,144,305,"Princess Elizabeth Public School",20071010
043,LONDON--FANSHAWE,33,29,17,79,2,"London",121, ,0,0,0,160,335,"C. C. Carrothers Public School",20071010
043,LONDON--FANSHAWE,10,27,12,35,2,"London",122, ,0,1,0,87,226,"Victory Heights Baptist Church",20071010
043,LONDON--FANSHAWE,63,40,14,78,1,"London",123, ,3,1,0,200,404,"St. Sebastian Elementary School",20071010
043,LONDON--FANSHAWE,34,48,10,50,0,"London",124, ,1,2,0,145,316,"St. Sebastian Elementary School",20071010
043,LONDON--FANSHAWE,30,23,8,33,0,"London",125, ,1,0,0,95,304,"St. Sebastian Elementary School",20071010
043,LONDON--FANSHAWE,58,36,11,65,0,"London",126, ,0,0,0,170,338,"London Seventh-Day Adventist Church",20071010
043,LONDON--FANSHAWE,34,21,5,39,5,"London",127, ,1,0,0,105,289,"London Seventh-Day Adventist Church",20071010
043,LONDON--FANSHAWE,69,30,19,53,0,"London",128, ,0,0,0,171,364,"London Seventh-Day Adventist Church",20071010
043,LONDON--FANSHAWE,70,29,11,84,0,"London",129, ,0,0,0,194,312,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,60,32,15,35,0,"London",130, ,1,0,1,144,358,"Forest City Baptist Church",20071010
043,LONDON--FANSHAWE,16,29,16,32,0,"London",131, ,1,0,0,94,270,"C. C. Carrothers Public School",20071010
043,LONDON--FANSHAWE,34,36,12,39,2,"London",132, ,0,1,1,125,294,"C. C. Carrothers Public School",20071010
043,LONDON--FANSHAWE,48,43,9,78,1,"London",133, ,1,0,0,180,351,"Glen Cairn Public School",20071010
043,LONDON--FANSHAWE,28,26,7,46,0,"London",134, ,4,0,0,111,270,"London Seventh-Day Adventist Church",20071010
043,LONDON--FANSHAWE,24,17,3,50,0,"London",135, ,0,0,0,94,267,"Chalmers Presbyterian Church",20071010
043,LONDON--FANSHAWE,13,24,2,26,0,"London",136, ,0,0,0,65,187,"London Seventh-Day Adventist Church",20071010
043,LONDON--FANSHAWE,31,36,5,44,1,"London",137, ,0,0,0,117,264,"Mills Landing Apartments",20071010
043,LONDON--FANSHAWE,35,31,10,35,0,"London",138, ,0,0,0,111,268,"Mills Landing Apartments",20071010
043,LONDON--FANSHAWE,32,37,9,36,0,"London",139, ,0,0,0,114,303,"Chalmers Presbyterian Church",20071010
043,LONDON--FANSHAWE,22,41,11,59,0,"London",140, ,1,0,0,134,333,"Chalmers Presbyterian Church",20071010
043,LONDON--FANSHAWE,36,28,10,78,0,"London",141, ,1,0,0,153,308,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,63,55,14,92,1,"London",142, ,0,0,0,225,369,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,67,20,12,52,0,"London",143, ,0,1,0,152,247,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,54,41,10,96,1,"London",144, ,0,0,0,202,434,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,34,27,12,73,0,"London",145, ,0,1,0,147,306,"Earl Nichols Arena Auditorium",20071010
043,LONDON--FANSHAWE,82,16,21,108,1,"London",146, ,0,1,0,229,429,"Earl Nichols Arena Auditorium",20071010
043,LONDON--FANSHAWE,84,27,21,78,1,"London",147, ,0,1,0,212,390,"Sir George-Etienne Cartier Public School",20071010
043,LONDON--FANSHAWE,26,16,5,44,0,"London",148s, ,2,1,0,94,183,"Parkwood Hospital",20071010
043,LONDON--FANSHAWE,28,40,19,74,0,"London",149, ,0,0,0,161,341,"Sir George-Etienne Cartier Public School",20071010
043,LONDON--FANSHAWE,54,24,13,58,0,"London",150, ,0,0,0,149,293,"Glen Cairn Public School",20071010
043,LONDON--FANSHAWE,67,58,11,73,0,"London",151, ,2,0,0,211,369,"Glen Cairn Public School",20071010
043,LONDON--FANSHAWE,59,33,9,51,3,"London",152, ,0,0,0,155,340,"Glen Cairn Baptist Church",20071010
043,LONDON--FANSHAWE,33,25,10,54,0,"London",153, ,1,0,1,124,297,"Glen Cairn Baptist Church",20071010
043,LONDON--FANSHAWE,51,54,20,89,0,"London",154, ,0,0,0,214,447,"Glen Cairn Baptist Church",20071010
043,LONDON--FANSHAWE,41,52,18,98,1,"London",155, ,0,0,0,210,416,"Glen Cairn Baptist Church",20071010
043,LONDON--FANSHAWE,33,20,9,52,1,"London",156, ,0,0,0,115,212,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,64,34,8,91,0,"London",157, ,0,0,0,197,395,"Summerside Community Church",20071010
043,LONDON--FANSHAWE,32,29,9,55,1,"London",158, ,0,0,1,127,288,"Earl Nichols Arena Auditorium",20071010
043,LONDON--FANSHAWE,55,30,18,75,0,"London",159, ,1,1,0,180,365,"Earl Nichols Arena Auditorium",20071010
043,LONDON--FANSHAWE,77,36,25,101,0,"London",160, ,0,1,0,240,485,"Earl Nichols Arena Auditorium",20071010
043,LONDON--FANSHAWE,63,56,15,91,0,"London",161, ,2,1,0,228,387,"Sir George-Etienne Cartier Public School",20071010
043,LONDON--FANSHAWE,48,25,14,58,0,"London",162, ,0,0,0,145,301,"Sir George-Etienne Cartier Public School",20071010
043,LONDON--FANSHAWE,36,27,9,40,0,"London",163, ,0,1,0,113,272,"Sir George-Etienne Cartier Public School",20071010
043,LONDON--FANSHAWE,75,43,14,96,1,"London",164, ,0,0,0,229,369,"Arthur Stringer Public School",20071010
043,LONDON--FANSHAWE,66,48,17,137,1,"London",165, ,1,1,0,271,416,"Arthur Stringer Public School",20071010
043,LONDON--FANSHAWE,45,23,13,75,0,"London",166, ,0,0,0,156,337,"Arthur Stringer Public School",20071010
043,LONDON--FANSHAWE,68,25,12,81,2,"London",167, ,1,0,0,189,389,"Glen Cairn Public School",20071010
043,LONDON--FANSHAWE,61,43,16,90,0,"London",168, ,0,0,0,210,357,"Glen Cairn Baptist Church",20071010
043,LONDON--FANSHAWE,58,21,14,58,0,"London",169, ,0,0,0,151,330,"Sir Wilfrid Laurier Secondary School",20071010
043,LONDON--FANSHAWE,......................COMBINED WITH POLL 156 ....................,,,,,"London",170, ,,,,,,"",20071010
043,LONDON--FANSHAWE,52,27,20,76,0,"London",171, ,0,0,0,175,369,"Earl Nichols Arena Auditorium",20071010
043,LONDON--FANSHAWE,59,56,9,99,1,"London",172, ,0,0,0,224,429,"Faith Lutheran Church",20071010
043,LONDON--FANSHAWE,53,34,11,72,1,"London",173, ,0,0,0,171,388,"Faith Lutheran Church",20071010
043,LONDON--FANSHAWE,40,51,9,57,0,"London",174, ,1,0,0,158,360,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,45,55,10,73,1,"London",175, ,0,0,0,184,421,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,67,48,16,81,0,"London",176, ,9,0,0,221,413,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,54,34,13,73,1,"London",177, ,0,0,0,175,381,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,51,23,11,72,1,"London",178, ,0,0,0,158,345,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,49,50,17,84,0,"London",179, ,1,0,0,201,396,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,27,31,12,61,1,"London",180, ,1,2,0,135,318,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,38,61,12,62,0,"London",181, ,1,0,0,174,417,"St. Stephen's Memorial Anglican Church",20071010
043,LONDON--FANSHAWE,14,8,11,22,1,"London",182s, ,0,1,0,57,254,"Dearness Home",20071010
043,LONDON--FANSHAWE,49,40,13,69,0,"London",183, ,0,1,2,174,297,"Nicholas Wilson Public School",20071010
043,LONDON--FANSHAWE,43,58,6,74,0,"London",184, ,0,0,0,181,408,"Nicholas Wilson Public School",20071010
043,LONDON--FANSHAWE,23,25,7,45,1,"London",185, ,0,0,0,101,291,"St. Francis Elementary School",20071010
043,LONDON--FANSHAWE,24,26,4,38,0,"London",186, ,0,0,0,92,201,"St. Francis Elementary School",20071010
043,LONDON--FANSHAWE,31,19,5,34,0,"London",187, ,0,0,1,90,173,"Sir Wilfrid Laurier Secondary School",20071010
043,LONDON--FANSHAWE,9,17,3,20,1,"London",188, ,0,0,0,50,154,"Sir Wilfrid Laurier Secondary School",20071010
043,LONDON--FANSHAWE,45,26,9,85,0,"London",189, ,0,0,1,166,355,"St. Francis Elementary School",20071010
043,LONDON--FANSHAWE,15,5,2,11,1,"London",190s, ,1,0,3,38,103,"Meadow Park Retirement Lodge",20071010
043,LONDON--FANSHAWE,39,39,13,77,1,"London",191, ,0,0,0,169,385,"Sir Wilfrid Laurier Secondary School",20071010
043,LONDON--FANSHAWE,52,44,6,76,0,"London",192, ,0,0,0,178,368,"Sir Wilfrid Laurier Secondary School",20071010
043,LONDON--FANSHAWE,53,35,15,134,1,"London",193, ,0,0,0,238,452,"Sir Wilfrid Laurier Secondary School",20071010
043,LONDON--FANSHAWE,63,36,9,102,0,"London",194, ,1,0,0,211,478,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,19,22,10,57,0,"London",195A, ,1,0,0,109,257,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,39,33,13,75,0,"London",195B, ,3,2,0,165,336,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,30,34,10,51,1,"London",196, ,1,0,0,127,341,"St. Justin's Parish",20071010
043,LONDON--FANSHAWE,35,48,14,48,0,"London",197, ,0,0,0,145,382,"Sir Arthur Carty",20071010
043,LONDON--FANSHAWE,64,44,7,90,0,"London",198, ,0,0,0,205,389,"St. Justin's Parish",20071010
043,LONDON--FANSHAWE,29,21,6,40,0,"London",199A, ,4,0,0,100,297,"St. Justin's Parish",20071010
043,LONDON--FANSHAWE,26,40,9,55,0,"London",199B, ,2,0,0,132,317,"St. Justin's Parish",20071010
043,LONDON--FANSHAWE,67,32,16,81,0,"London",200, ,0,0,0,196,450,"St. Justin's Parish",20071010
043,LONDON--FANSHAWE,53,55,14,81,2,"London",201, ,1,0,0,206,346,"Rick Hansen Public School",20071010
043,LONDON--FANSHAWE,51,42,14,50,0,"London",202, ,0,0,0,157,375,"St. Stephen's Memorial Anglican Church",20071010
043,LONDON--FANSHAWE,63,48,11,103,1,"London",203, ,1,1,0,228,383,"Nicholas Wilson Public School",20071010
043,LONDON--FANSHAWE,58,69,15,84,0,"London",204, ,1,0,0,227,402,"Nicholas Wilson Public School",20071010
043,LONDON--FANSHAWE,44,21,12,58,0,"London",205, ,0,0,0,135,258,"Nicholas Wilson Public School",20071010
043,LONDON--FANSHAWE,48,31,16,79,1,"London",206, ,0,1,0,176,364,"St. Francis Elementary School",20071010
043,LONDON--FANSHAWE,14,9,5,42,0,"London",207, ,0,0,0,70,203,"Wilton Grove Public School",20071010
043,LONDON--FANSHAWE,28,54,7,107,0,"London",208, ,0,0,0,196,368,"Wilton Grove Public School",20071010
043,LONDON--FANSHAWE,49,38,16,102,2,"London",209, ,1,0,0,208,371,"Wilton Grove Public School",20071010
043,LONDON--FANSHAWE,33,46,10,105,0,"London",210, ,4,0,0,198,386,"Wilton Grove Public School",20071010
043,LONDON--FANSHAWE,71,52,17,108,0,"London",211, ,1,0,0,249,464,"Wilton Grove Public School",20071010
043,LONDON--FANSHAWE,38,26,3,65,1,"London",212, ,1,0,0,134,322,"Ashley Oaks Public School",20071010
043,LONDON--FANSHAWE,31,34,13,72,0,"London",213, ,0,3,0,153,338,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,12,17,2,21,0,"London",214, ,1,0,0,53,132,"Ashley Oaks Public School",20071010
043,LONDON--FANSHAWE,16,10,3,25,0,"London",215, ,0,1,0,55,176,"Ashley Oaks Public School",20071010
043,LONDON--FANSHAWE,22,26,7,16,0,"London",216, ,0,0,0,71,206,"Ashley Oaks Public School",20071010
043,LONDON--FANSHAWE,15,35,8,39,2,"London",217, ,0,0,0,99,357,"Sir Arthur Carty",20071010
043,LONDON--FANSHAWE,..........................NO POLL HELD........................,,,,,"London",218, ,0,0,0,0,0,"",20071010
043,LONDON--FANSHAWE,47,44,10,73,3,"London",219, ,0,1,0,178,416,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,13,23,5,25,2,"London",220, ,0,0,0,68,201,"Sir Arthur Carty",20071010
043,LONDON--FANSHAWE,26,30,8,71,2,"London",221, ,1,0,0,138,343,"Rick Hansen Public School",20071010
043,LONDON--FANSHAWE,14,12,3,17,0,"London",222, ,0,1,0,47,187,"Rick Hansen Public School",20071010
043,LONDON--FANSHAWE,40,55,17,111,1,"London",223, ,0,0,0,224,425,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,36,33,8,69,1,"London",224, ,1,0,0,148,379,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,38,20,8,62,0,"London",225, ,1,1,0,130,273,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,49,53,14,95,1,"London",226, ,0,0,0,212,395,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,37,52,17,40,1,"London",227, ,0,0,0,147,317,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,9,30,9,43,0,"London",228, ,0,0,0,91,274,"Church in the Oaks",20071010
043,LONDON--FANSHAWE,13,17,8,13,0,"London",401, ,0,0,0,51,81,"Fanshawe College",20071010
