ED_CODE,ED_NAME,AHMED,BOYDEN,FERNANDEZ,GONZÁLEZ,GREEN,LEROUX,MCLEAN,SMITHERMAN,TAYLOR,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
094,TORONTO CENTRE,0,0,0,6,0,0,6,24,19,"Toronto",039, ,0,0,0,55,141,"Church of the Redeemer",20071010
094,TORONTO CENTRE,3,0,0,15,0,0,3,49,35,"Toronto",040, ,0,0,1,106,362,"Church of the Redeemer",20071010
094,TORONTO CENTRE,0,0,0,2,2,0,3,15,4,"Toronto",041s, ,0,0,1,27,94,"Toronto Grace Hospital",20071010
094,TORONTO CENTRE,1,0,0,20,1,0,13,41,11,"Toronto",042, ,1,0,0,88,244,"877 Yonge Street - Fellowship Towers",20071010
094,TORONTO CENTRE,1,0,0,19,3,0,8,54,9,"Toronto",043, ,0,0,0,94,250,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,0,1,0,29,0,0,13,39,8,"Toronto",044, ,1,2,0,93,216,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,1,1,0,24,1,0,9,26,3,"Toronto",045, ,0,1,0,66,166,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,0,1,0,20,2,0,35,86,34,"Toronto",046, ,0,0,0,178,300,"St. Martin's School / A.P.P.L.E. Alternative",20071010
094,TORONTO CENTRE,0,0,2,26,1,0,28,87,34,"Toronto",047, ,0,0,1,179,314,"St. Martin's School / A.P.P.L.E. Alternative",20071010
094,TORONTO CENTRE,0,0,0,7,1,1,7,29,10,"Toronto",048, ,0,0,0,55,150,"877 Yonge Street - Fellowship Towers",20071010
094,TORONTO CENTRE,0,0,0,20,3,0,9,24,9,"Toronto",049, ,0,0,0,65,156,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,0,0,0,32,0,0,18,37,10,"Toronto",050, ,0,0,0,97,184,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,0,0,0,35,5,1,8,43,4,"Toronto",051, ,0,0,0,96,230,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,..........................NO POLL HELD........................,,,,,,,,,"Toronto",052s, ,0,0,0,0,0,"",20071010
094,TORONTO CENTRE,0,0,0,37,0,0,8,59,16,"Toronto",053, ,0,0,0,120,234,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,1,2,2,7,3,1,3,25,13,"Toronto",054s, ,0,2,3,62,135,"Wellesley Central Place Rekai Centre",20071010
094,TORONTO CENTRE,0,0,0,18,1,1,10,55,13,"Toronto",055, ,0,0,2,100,243,"Winchester Junior and Senior Public School",20071010
094,TORONTO CENTRE,0,0,1,24,1,1,36,73,16,"Toronto",056, ,0,1,1,154,301,"St. Martin's School / A.P.P.L.E. Alternative",20071010
094,TORONTO CENTRE,0,0,0,17,0,0,24,95,43,"Toronto",057, ,1,0,0,180,325,"St. Martin's School / A.P.P.L.E. Alternative",20071010
094,TORONTO CENTRE,......................COMBINED WITH POLL 059-1 ....................,,,,,,,,,"Toronto",058, ,,,,,,"St. Joseph's College School",20071010
094,TORONTO CENTRE,......................COMBINED WITH POLL 059-1 ....................,,,,,,,,,"Toronto",058-1, ,,,,,,"University of Toronto - Victoria University",20071010
094,TORONTO CENTRE,..........................NO POLL HELD........................,,,,,,,,,"Toronto",059, ,0,0,0,0,0,"",20071010
094,TORONTO CENTRE,1,4,1,99,3,0,37,166,68,"Toronto",059-1, ,4,0,0,383,772,"University of Toronto - St. Michael's College",20071010
094,TORONTO CENTRE,3,2,1,82,12,0,39,98,41,"Toronto",060, ,2,0,1,281,777,"St. Joseph's College School",20071010
094,TORONTO CENTRE,2,2,0,45,3,0,16,66,15,"Toronto",061, ,0,0,1,150,347,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,1,0,1,27,2,0,15,62,16,"Toronto",062, ,0,0,0,124,220,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,1,0,0,34,5,0,19,52,17,"Toronto",063, ,0,0,2,130,252,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,1,0,0,27,1,0,1,45,5,"Toronto",064, ,0,0,0,80,205,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,22,2,0,9,40,1,"Toronto",065, ,0,0,0,74,192,"Le Collège français",20071010
094,TORONTO CENTRE,0,0,0,11,0,0,6,35,5,"Toronto",066, ,0,0,0,57,198,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,0,1,0,36,2,0,2,41,7,"Toronto",067, ,0,0,0,89,245,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,2,2,0,4,3,1,1,36,4,"Toronto",068s, ,0,2,0,55,255,"Fudger House",20071010
094,TORONTO CENTRE,1,0,0,40,2,0,11,48,2,"Toronto",069, ,0,0,0,104,250,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,1,0,3,29,1,0,19,68,17,"Toronto",070, ,0,0,0,138,287,"Winchester Junior and Senior Public School",20071010
094,TORONTO CENTRE,0,0,0,19,0,0,26,63,22,"Toronto",071, ,1,0,4,135,290,"Winchester Junior and Senior Public School",20071010
094,TORONTO CENTRE,0,0,2,49,1,0,28,76,24,"Toronto",072, ,0,0,0,180,372,"St. Martin's School / A.P.P.L.E. Alternative",20071010
094,TORONTO CENTRE,1,0,1,35,1,0,35,87,39,"Toronto",073, ,0,0,0,199,339,"St. Martin's School / A.P.P.L.E. Alternative",20071010
094,TORONTO CENTRE,0,1,1,45,1,0,23,135,26,"Toronto",074, ,3,0,0,235,434,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,1,1,0,28,0,1,15,48,9,"Toronto",075, ,0,0,0,103,266,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,16,0,0,11,26,5,"Toronto",076, ,0,0,0,58,166,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,30,3,0,19,82,10,"Toronto",077, ,1,0,0,145,257,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,35,2,0,12,52,12,"Toronto",078, ,1,0,0,114,243,"Le Collège français",20071010
094,TORONTO CENTRE,..........................NO POLL HELD........................,,,,,,,,,"Toronto",079, ,0,0,0,0,0,"",20071010
094,TORONTO CENTRE,1,0,0,20,1,0,10,43,4,"Toronto",080, ,0,0,1,80,208,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,1,0,1,20,0,0,7,40,3,"Toronto",081, ,1,0,2,75,198,"Winchester Junior and Senior Public School",20071010
094,TORONTO CENTRE,0,0,2,28,2,1,7,43,14,"Toronto",082, ,0,0,0,97,275,"Parliament Street Public Library",20071010
094,TORONTO CENTRE,0,1,1,27,2,0,27,78,9,"Toronto",083, ,0,0,1,146,277,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,1,1,2,32,2,0,6,52,17,"Toronto",084, ,0,0,0,113,298,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,71,0,1,32,87,29,"Toronto",085, ,1,0,0,221,333,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,3,0,1,44,3,1,13,69,10,"Toronto",086, ,0,0,1,145,486,"St. Joseph's College School",20071010
094,TORONTO CENTRE,0,0,0,17,2,0,6,26,3,"Toronto",087, ,0,0,0,54,131,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,0,2,0,30,1,0,15,65,15,"Toronto",088, ,0,2,0,130,462,"Le Collège français",20071010
094,TORONTO CENTRE,0,0,0,6,0,2,0,13,6,"Toronto",089s, ,2,0,1,30,125,"Rekai Centre",20071010
094,TORONTO CENTRE,0,0,0,19,1,0,11,37,7,"Toronto",090, ,0,0,0,75,230,"Parliament Street Public Library",20071010
094,TORONTO CENTRE,0,0,0,34,2,0,23,65,20,"Toronto",091, ,0,0,0,144,290,"Parliament Street Public Library",20071010
094,TORONTO CENTRE,1,0,1,36,0,0,20,54,20,"Toronto",092, ,1,0,0,133,321,"Lord Dufferin Junior and Senior Public School",20071010
094,TORONTO CENTRE,6,0,2,62,2,2,5,100,7,"Toronto",093, ,1,1,0,188,580,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,1,1,1,32,4,2,2,104,2,"Toronto",094, ,0,0,0,149,393,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,3,1,2,89,6,1,1,115,10,"Toronto",095, ,1,0,0,229,743,"Sprucecourt Junior Public School",20071010
094,TORONTO CENTRE,0,2,0,29,1,0,11,44,11,"Toronto",096, ,1,1,5,105,141,"120 Cornwall Street - Oak Street Co-operative",20071010
094,TORONTO CENTRE,0,1,0,23,1,0,19,80,22,"Toronto",097, ,0,0,0,146,339,"Ryerson University International Learning Centre",20071010
094,TORONTO CENTRE,0,0,0,124,5,0,49,54,13,"Toronto",098, ,0,5,0,250,364,"Ryerson University - 110 Pitman Hall",20071010
094,TORONTO CENTRE,3,0,2,37,1,2,9,44,11,"Toronto",099, ,1,1,0,111,412,"John Innes Community Centre",20071010
094,TORONTO CENTRE,0,0,0,15,0,0,8,17,10,"Toronto",100, ,0,0,0,50,197,"John Innes Community Centre",20071010
094,TORONTO CENTRE,0,0,19,1,0,7,46,13,0,"Toronto",101, ,1,0,0,87,269,"Lord Dufferin Junior and Senior Public School",20071010
094,TORONTO CENTRE,0,0,0,22,1,0,10,38,18,"Toronto",102, ,0,0,0,89,247,"Lord Dufferin Junior and Senior Public School",20071010
094,TORONTO CENTRE,0,0,0,2,1,0,0,18,1,"Toronto",103s, ,0,0,0,22,44,"St. Jude's Community Home - 270 Milan Street",20071010
094,TORONTO CENTRE,2,2,1,65,12,3,3,153,10,"Toronto",104, ,2,2,0,255,710,"Regent Park South Community Centre",20071010
094,TORONTO CENTRE,0,2,0,49,3,1,6,104,8,"Toronto",105, ,0,0,0,173,566,"Regent Park South Community Centre",20071010
094,TORONTO CENTRE,0,1,2,37,0,0,15,49,26,"Toronto",106, ,0,0,0,130,260,"Dixon Hall",20071010
094,TORONTO CENTRE,0,2,2,19,5,0,3,43,8,"Toronto",107, ,0,0,0,82,175,"Dixon Hall",20071010
094,TORONTO CENTRE,1,0,0,25,1,0,10,41,16,"Toronto",108, ,0,0,0,94,306,"Ryerson University International Learning Centre",20071010
094,TORONTO CENTRE,1,2,0,10,1,0,1,24,6,"Toronto",109, ,1,0,0,46,222,"John Innes Community Centre",20071010
094,TORONTO CENTRE,1,1,1,15,2,0,2,27,22,"Toronto",110, ,2,0,0,73,283,"John Innes Community Centre",20071010
094,TORONTO CENTRE,0,0,0,22,2,0,25,58,24,"Toronto",111, ,0,0,0,131,303,"Lord Dufferin Junior and Senior Public School",20071010
094,TORONTO CENTRE,2,1,0,3,0,0,0,12,0,"Toronto",112s, ,2,0,0,20,24,"St. Jude's Community Home - 270 Milan Street",20071010
094,TORONTO CENTRE,0,1,1,24,4,2,22,77,38,"Toronto",113, ,0,0,0,169,407,"Lord Dufferin Junior and Senior Public School",20071010
094,TORONTO CENTRE,3,1,1,14,0,0,14,55,11,"Toronto",114, ,0,1,0,100,297,"Regent Park South Community Centre",20071010
094,TORONTO CENTRE,1,0,1,37,2,0,17,46,14,"Toronto",115, ,1,0,0,119,260,"Dixon Hall",20071010
094,TORONTO CENTRE,4,1,0,11,3,1,4,19,2,"Toronto",116, ,0,0,0,45,139,"Ryerson University International Learning Centre",20071010
094,TORONTO CENTRE,0,0,0,38,0,1,9,69,20,"Toronto",117, ,0,1,0,138,342,"Ryerson University International Learning Centre",20071010
094,TORONTO CENTRE,2,0,0,27,2,0,11,54,32,"Toronto",118, ,0,0,1,129,317,"John Innes Community Centre",20071010
094,TORONTO CENTRE,0,1,0,13,0,1,7,20,4,"Toronto",119, ,0,0,0,46,149,"Regent Park South Community Centre",20071010
094,TORONTO CENTRE,0,0,1,28,1,0,25,52,23,"Toronto",120, ,0,1,0,131,307,"Dixon Hall",20071010
094,TORONTO CENTRE,1,1,0,27,0,0,17,34,13,"Toronto",121, ,0,0,0,93,191,"Dixon Hall",20071010
094,TORONTO CENTRE,2,1,2,50,1,3,35,91,42,"Toronto",122, ,0,1,2,230,431,"Ryerson University International Learning Centre",20071010
094,TORONTO CENTRE,3,0,0,16,1,0,17,47,15,"Toronto",123, ,2,0,0,101,247,"Fred Victor Centre",20071010
094,TORONTO CENTRE,0,0,0,23,3,0,14,58,13,"Toronto",124, ,0,0,0,111,251,"John Innes Community Centre",20071010
094,TORONTO CENTRE,0,0,0,57,3,0,37,131,32,"Toronto",125A, ,1,0,0,261,439,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,0,1,0,25,2,0,12,44,18,"Toronto",125B, ,1,0,0,103,444,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,2,0,2,47,2,0,41,130,53,"Toronto",126, ,2,1,0,280,535,"St. Lawrence Market North",20071010
094,TORONTO CENTRE,0,0,1,15,2,0,8,44,22,"Toronto",127, ,0,0,0,92,134,"St. Lawrence Market North",20071010
094,TORONTO CENTRE,0,0,0,9,0,0,10,45,20,"Toronto",128, ,0,0,0,84,243,"St. Lawrence Market North",20071010
094,TORONTO CENTRE,3,0,3,31,2,0,24,51,33,"Toronto",129, ,0,0,0,147,359,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,2,1,0,28,7,0,34,173,115,"Toronto",130A, ,2,0,2,364,548,"St. Lawrence Market North",20071010
094,TORONTO CENTRE,1,0,0,15,3,1,10,91,65,"Toronto",130B, ,0,0,0,186,567,"St. Lawrence Market North",20071010
094,TORONTO CENTRE,0,1,0,6,3,0,5,45,21,"Toronto",131, ,0,0,0,81,201,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,0,1,1,26,6,1,12,46,14,"Toronto",132, ,0,0,0,107,253,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,3,0,0,25,1,0,9,58,22,"Toronto",133, ,0,0,0,118,336,"St. Lawrence Market North",20071010
094,TORONTO CENTRE,0,0,0,43,4,0,30,61,34,"Toronto",134, ,0,1,0,173,275,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,3,3,0,37,0,0,16,49,15,"Toronto",135, ,0,0,1,124,220,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,0,1,0,31,1,0,18,95,38,"Toronto",400, ,0,0,0,184,336,"7 Jackes Avenue - Summerhill Apartments",20071010
094,TORONTO CENTRE,0,0,0,1,1,0,9,48,28,"Toronto",401, ,0,0,0,87,129,"1177 Yonge Street - The Ports",20071010
094,TORONTO CENTRE,0,0,0,8,0,1,9,52,53,"Toronto",402, ,0,0,0,123,203,"20 Scrivener Square - Thornwood I",20071010
094,TORONTO CENTRE,0,0,0,4,1,0,4,39,51,"Toronto",403, ,0,0,0,99,173,"25 Scrivener Square - Thornwood II",20071010
094,TORONTO CENTRE,0,0,0,4,0,0,5,25,34,"Toronto",404, ,0,0,0,68,140,"Church of the Redeemer",20071010
094,TORONTO CENTRE,1,0,2,49,5,0,28,102,42,"Toronto",405, ,0,0,0,229,442,"50 Hillsboro Avenue - Ramsden Place Apartments",20071010
094,TORONTO CENTRE,0,0,0,5,0,0,3,32,33,"Toronto",406, ,0,0,1,74,142,"77 McMurrich Street",20071010
094,TORONTO CENTRE,1,0,0,14,2,0,16,73,33,"Toronto",407, ,0,0,1,140,303,"942 Yonge Street - Memphis Condominium",20071010
094,TORONTO CENTRE,0,0,0,0,7,2,0,13,48,"Toronto",408, ,25,0,0,95,158,"980 Yonge Street - The Ramsden",20071010
094,TORONTO CENTRE,0,0,0,8,0,0,4,37,16,"Toronto",409, ,0,1,0,66,111,"914 Yonge Street",20071010
094,TORONTO CENTRE,1,1,0,6,3,0,4,56,25,"Toronto",410, ,0,0,0,96,142,"120 Rosedale Valley Road - Arbour Glen Apartments",20071010
094,TORONTO CENTRE,0,0,0,12,0,0,4,35,8,"Toronto",411, ,0,0,2,61,106,"120 Rosedale Valley Road - Arbour Glen Apartments",20071010
094,TORONTO CENTRE,0,0,0,13,0,0,5,50,14,"Toronto",412, ,0,0,0,82,144,"Branksome Hall",20071010
094,TORONTO CENTRE,0,0,0,15,1,0,23,102,68,"Toronto",413, ,0,0,0,209,300,"21 Dale Avenue - Kensington Apartments",20071010
094,TORONTO CENTRE,0,1,0,8,1,0,9,23,15,"Toronto",414, ,0,0,0,57,124,"Church of the Redeemer",20071010
094,TORONTO CENTRE,0,0,0,8,2,0,11,48,34,"Toronto",415, ,0,0,0,103,148,"15 McMurrich Street - The St. George",20071010
094,TORONTO CENTRE,2,1,0,19,5,2,5,31,15,"Toronto",416, ,1,1,0,82,143,"18 Davenport Road - McMurrich Place",20071010
094,TORONTO CENTRE,0,1,0,26,1,0,6,25,7,"Toronto",417, ,0,0,0,66,190,"877 Yonge Street - Fellowship Towers",20071010
094,TORONTO CENTRE,0,1,0,16,0,0,10,69,46,"Toronto",418, ,0,0,0,142,280,"8 Park Road",20071010
094,TORONTO CENTRE,0,0,1,13,4,0,10,97,75,"Toronto",419, ,0,1,0,201,283,"278 Bloor Street East - Rosedale Glen",20071010
094,TORONTO CENTRE,0,1,0,20,4,1,13,67,81,"Toronto",420, ,1,0,0,188,308,"300 Bloor Street East - The Bellagio on Bloor",20071010
094,TORONTO CENTRE,1,1,2,45,2,0,19,82,27,"Toronto",421, ,0,0,0,179,576,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,1,0,0,11,0,0,14,78,49,"Toronto",422, ,0,1,0,154,275,"360 Bloor Street East - 360 on Bloor",20071010
094,TORONTO CENTRE,3,2,3,23,4,2,7,87,9,"Toronto",423, ,5,1,0,146,376,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,1,0,4,33,2,1,3,82,29,"Toronto",424, ,0,0,0,155,490,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,1,0,1,22,1,0,5,56,13,"Toronto",425, ,1,0,0,100,266,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,5,0,0,6,22,7,"Toronto",426, ,0,1,0,41,94,"55 Bloor Street East - Signatures on Bloor",20071010
094,TORONTO CENTRE,0,0,1,18,2,0,6,55,34,"Toronto",427, ,0,0,0,116,234,"85 Bloor Street East",20071010
094,TORONTO CENTRE,0,0,0,12,2,1,10,45,15,"Toronto",428, ,0,0,1,86,173,"100 Hayden Street - Bloor Walk Residences",20071010
094,TORONTO CENTRE,0,0,0,11,0,0,3,17,6,"Toronto",429, ,0,0,0,37,134,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,1,0,1,37,5,3,27,102,37,"Toronto",430, ,1,1,0,215,509,"235 Bloor Street East - Residences on Bloor",20071010
094,TORONTO CENTRE,5,1,3,61,3,0,18,91,25,"Toronto",431A, ,0,0,0,207,639,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,1,2,0,62,4,0,20,110,26,"Toronto",431B, ,1,0,0,226,666,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,5,6,2,70,6,0,5,91,14,"Toronto",432A, ,0,0,0,199,611,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,4,3,2,50,8,4,2,94,17,"Toronto",432B, ,6,1,0,191,607,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,2,1,0,27,7,2,7,87,44,"Toronto",433, ,5,0,0,182,398,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,0,2,0,21,0,0,9,51,21,"Toronto",434, ,2,0,0,106,276,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,0,3,2,41,1,0,4,70,19,"Toronto",435A, ,0,1,0,141,447,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,1,2,3,26,3,0,7,94,10,"Toronto",435B, ,0,0,0,146,453,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,1,3,0,20,1,0,4,69,15,"Toronto",435C, ,2,0,0,115,403,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,1,1,0,21,2,1,6,55,19,"Toronto",436, ,2,1,0,109,263,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,2,0,1,21,1,0,16,93,18,"Toronto",437A, ,1,1,0,154,486,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,2,1,0,34,5,0,12,71,18,"Toronto",437B, ,2,0,0,145,430,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,0,2,2,20,11,4,14,85,1,"Toronto",437C, ,0,1,0,140,472,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,0,0,0,19,2,0,9,53,10,"Toronto",438, ,2,1,0,96,274,"Rose Avenue Junior Public School",20071010
094,TORONTO CENTRE,0,2,0,6,0,0,3,0,42,"Toronto",439, ,25,0,0,78,136,"175 Cumberland Street - Renaissance Place",20071010
094,TORONTO CENTRE,0,0,0,4,0,0,3,45,51,"Toronto",440, ,0,1,0,104,197,"110 Bloor Street West",20071010
094,TORONTO CENTRE,0,1,0,5,1,0,4,19,27,"Toronto",441, ,0,0,0,57,117,"131 Bloor Street West - The Colonnade",20071010
094,TORONTO CENTRE,0,0,0,5,1,0,6,22,13,"Toronto",442, ,0,0,0,47,105,"102 Bloor Street West",20071010
094,TORONTO CENTRE,0,0,0,2,1,0,2,34,53,"Toronto",443, ,0,0,0,92,136,"1166 Bay Street",20071010
094,TORONTO CENTRE,1,0,1,33,2,0,18,77,37,"Toronto",444, ,0,0,0,169,339,"57 Charles Street West - Bay Charles Apartments",20071010
094,TORONTO CENTRE,0,0,17,0,0,12,0,23,0,"Toronto",445, ,0,0,0,52,144,"St. Joseph's College School",20071010
094,TORONTO CENTRE,0,0,0,8,1,0,5,22,11,"Toronto",446, ,0,0,0,47,112,"1121 Bay Street",20071010
094,TORONTO CENTRE,1,1,1,17,5,0,25,103,66,"Toronto",447A, ,0,0,0,219,438,"44 Charles Street - Manulife Centre",20071010
