ED_CODE,ED_NAME,ADAMCZYK,AGGELONITIS,CHARTERS,MAAN,MILETIC,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
033,HAMILTON MOUNTAIN,50,129,65,1,12,"Hamilton",093, ,2,1,0,260,539,"Gordon Price Elementary School",20071010
033,HAMILTON MOUNTAIN,55,121,46,3,15,"Hamilton",094, ,1,1,0,242,455,"St. Vincent de Paul Elementary School",20071010
033,HAMILTON MOUNTAIN,41,115,67,1,8,"Hamilton",095, ,0,2,0,234,493,"Gordon Price Elementary School",20071010
033,HAMILTON MOUNTAIN,64,81,38,1,11,"Hamilton",096, ,1,1,0,197,437,"Gordon Price Elementary School",20071010
033,HAMILTON MOUNTAIN,64,59,43,4,9,"Hamilton",097, ,0,0,0,179,393,"R. A. Riddell Elementary School",20071010
033,HAMILTON MOUNTAIN,62,94,46,2,13,"Hamilton",098, ,3,2,0,222,417,"R. A. Riddell Elementary School",20071010
033,HAMILTON MOUNTAIN,60,27,32,2,3,"Hamilton",099, ,2,0,0,126,294,"R. A. Riddell Elementary School",20071010
033,HAMILTON MOUNTAIN,69,49,30,6,8,"Hamilton",100, ,0,0,0,162,395,"St. Catherine of Siena Elementary School",20071010
033,HAMILTON MOUNTAIN,106,58,56,1,11,"Hamilton",101, ,0,0,0,232,481,"James MacDonald Elementary School",20071010
033,HAMILTON MOUNTAIN,57,73,42,2,5,"Hamilton",102, ,3,1,0,183,363,"Calvin Christian School",20071010
033,HAMILTON MOUNTAIN,59,86,34,0,11,"Hamilton",103, ,3,1,0,194,344,"Ridgemount Elementary School",20071010
033,HAMILTON MOUNTAIN,64,82,43,6,5,"Hamilton",104, ,1,0,1,202,358,"Ridgemount Elementary School",20071010
033,HAMILTON MOUNTAIN,51,32,41,4,5,"Hamilton",105, ,0,1,0,134,341,"St. Michael Elementary School",20071010
033,HAMILTON MOUNTAIN,71,79,38,1,7,"Hamilton",106, ,0,4,0,200,361,"Cardinal Heights Middle School",20071010
033,HAMILTON MOUNTAIN,82,88,61,1,13,"Hamilton",107, ,0,0,0,245,467,"St. Michael Elementary School",20071010
033,HAMILTON MOUNTAIN,44,84,44,2,13,"Hamilton",108, ,0,0,0,187,372,"Cardinal Heights Middle School",20071010
033,HAMILTON MOUNTAIN,57,46,32,0,7,"Hamilton",109, ,0,3,0,145,347,"Cardinal Heights Middle School",20071010
033,HAMILTON MOUNTAIN,38,31,5,1,3,"Hamilton",110, ,0,0,0,78,217,"Community of Christ",20071010
033,HAMILTON MOUNTAIN,63,97,33,1,13,"Hamilton",111, ,2,0,0,209,397,"Vern Ames Elementary School",20071010
033,HAMILTON MOUNTAIN,26,18,12,0,3,"Hamilton",112, ,0,0,0,59,263,"Vern Ames Elementary School",20071010
033,HAMILTON MOUNTAIN,58,75,41,4,12,"Hamilton",113, ,0,0,0,190,365,"Vern Ames Elementary School",20071010
033,HAMILTON MOUNTAIN,47,26,31,2,1,"Hamilton",114, ,1,0,0,108,233,"Vern Ames Elementary School",20071010
033,HAMILTON MOUNTAIN,69,70,16,0,6,"Hamilton",115, ,1,0,0,162,359,"Community of Christ",20071010
033,HAMILTON MOUNTAIN,56,57,18,0,9,"Hamilton",117, ,1,1,1,143,316,"Trinity Presbyterian Church",20071010
033,HAMILTON MOUNTAIN,82,88,46,2,7,"Hamilton",118, ,1,1,2,229,445,"Huntington Park Recreation Centre",20071010
033,HAMILTON MOUNTAIN,50,66,45,1,11,"Hamilton",119, ,0,0,0,173,362,"Huntington Park Recreation Centre",20071010
033,HAMILTON MOUNTAIN,74,57,86,1,8,"Hamilton",120, ,1,0,0,227,393,"Huntington Park Elementary School",20071010
033,HAMILTON MOUNTAIN,63,70,68,3,8,"Hamilton",121, ,1,1,0,214,400,"Huntington Park Elementary School",20071010
033,HAMILTON MOUNTAIN,55,69,58,1,9,"Hamilton",122, ,0,0,0,192,370,"Huntington Park Elementary School",20071010
033,HAMILTON MOUNTAIN,55,77,69,2,14,"Hamilton",123, ,0,0,0,217,413,"St. Michael's Anglican Church",20071010
033,HAMILTON MOUNTAIN,48,52,35,0,14,"Hamilton",124, ,3,0,0,152,350,"St. Thomas More Catholic Secondary School",20071010
033,HAMILTON MOUNTAIN,34,48,26,2,5,"Hamilton",125, ,0,0,0,115,365,"Gordon Price Elementary School",20071010
033,HAMILTON MOUNTAIN,23,94,33,2,3,"Hamilton",126, ,1,0,0,156,359,"St. Thomas More Catholic Secondary School",20071010
033,HAMILTON MOUNTAIN,72,103,60,5,13,"Hamilton",127, ,3,0,1,257,417,"St. Catherine of Siena Elementary School",20071010
033,HAMILTON MOUNTAIN,46,41,29,2,9,"Hamilton",128, ,0,0,0,127,270,"St. Catherine of Siena Elementary School",20071010
033,HAMILTON MOUNTAIN,72,68,48,2,15,"Hamilton",129, ,1,0,0,206,385,"St. Catherine of Siena Elementary School",20071010
033,HAMILTON MOUNTAIN,60,45,39,2,10,"Hamilton",130, ,1,0,0,157,417,"St. Catherine of Siena Elementary School",20071010
033,HAMILTON MOUNTAIN,80,44,56,0,12,"Hamilton",131, ,1,1,0,194,379,"James MacDonald Elementary School",20071010
033,HAMILTON MOUNTAIN,47,75,46,2,8,"Hamilton",132A, ,1,1,0,180,348,"James MacDonald Elementary School",20071010
033,HAMILTON MOUNTAIN,40,67,53,1,5,"Hamilton",132B, ,2,2,0,170,347,"James MacDonald Elementary School",20071010
033,HAMILTON MOUNTAIN,36,66,49,6,3,"Hamilton",133, ,0,0,0,160,382,"James MacDonald Elementary School",20071010
033,HAMILTON MOUNTAIN,69,57,52,0,12,"Hamilton",134, ,2,0,0,192,404,"St. Michael Elementary School",20071010
033,HAMILTON MOUNTAIN,68,35,16,0,3,"Hamilton",135, ,1,0,0,123,349,"Mount Hamilton Christian Reformed Church",20071010
033,HAMILTON MOUNTAIN,32,27,17,4,5,"Hamilton",136, ,0,0,0,85,290,"Cardinal Heights Middle School",20071010
033,HAMILTON MOUNTAIN,41,94,53,0,4,"Hamilton",137, ,1,1,0,194,388,"Cardinal Heights Middle School",20071010
033,HAMILTON MOUNTAIN,56,112,75,3,8,"Hamilton",138, ,1,0,0,255,482,"Lawfield Arena",20071010
033,HAMILTON MOUNTAIN,91,55,49,1,4,"Hamilton",139, ,1,0,0,201,351,"Lawfield Arena",20071010
033,HAMILTON MOUNTAIN,79,89,44,0,3,"Hamilton",140, ,0,0,0,215,376,"Vern Ames Elementary School",20071010
033,HAMILTON MOUNTAIN,62,78,47,1,8,"Hamilton",141, ,5,0,0,201,362,"Lawfield Arena",20071010
033,HAMILTON MOUNTAIN,57,43,17,1,4,"Hamilton",142, ,6,0,0,128,320,"Barton Secondary School",20071010
033,HAMILTON MOUNTAIN,72,71,39,1,18,"Hamilton",143, ,2,1,0,204,438,"Barton Secondary School",20071010
033,HAMILTON MOUNTAIN,92,97,59,0,9,"Hamilton",144, ,0,0,0,257,418,"Richard Beasley Elementary School",20071010
033,HAMILTON MOUNTAIN,44,150,47,1,4,"Hamilton",145, ,1,1,0,248,413,"St. Daniel Elementary School",20071010
033,HAMILTON MOUNTAIN,25,18,14,1,7,"Hamilton",146, ,0,0,1,66,242,"St. Daniel Elementary School",20071010
033,HAMILTON MOUNTAIN,54,138,46,0,12,"Hamilton",147, ,0,0,0,250,470,"St. Daniel Elementary School",20071010
033,HAMILTON MOUNTAIN,67,84,59,1,10,"Hamilton",148, ,1,0,0,222,405,"Huntington Park Elementary School",20071010
033,HAMILTON MOUNTAIN,43,122,46,1,4,"Hamilton",149, ,1,2,0,219,429,"St. Thomas More Catholic Secondary School",20071010
033,HAMILTON MOUNTAIN,35,74,35,2,16,"Hamilton",150, ,3,0,0,165,298,"West Highland Baptist Church",20071010
033,HAMILTON MOUNTAIN,53,37,41,3,5,"Hamilton",151, ,1,0,0,140,344,"West Highland Baptist Church",20071010
033,HAMILTON MOUNTAIN,35,169,59,3,13,"Hamilton",152, ,0,1,0,280,477,"James MacDonald Elementary School",20071010
033,HAMILTON MOUNTAIN,39,68,44,1,10,"Hamilton",153, ,2,0,0,164,414,"Mount Hamilton Christian Reformed Church",20071010
033,HAMILTON MOUNTAIN,30,65,127,2,7,"Hamilton",154, ,1,1,0,233,450,"Mount Hamilton Christian Reformed Church",20071010
033,HAMILTON MOUNTAIN,47,99,51,2,9,"Hamilton",155, ,1,2,0,211,445,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,36,99,34,0,5,"Hamilton",156, ,2,0,0,176,382,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,36,94,39,0,1,"Hamilton",157, ,0,0,0,170,358,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,55,109,77,1,10,"Hamilton",158, ,1,1,0,254,500,"Mother Teresa School",20071010
033,HAMILTON MOUNTAIN,61,65,28,3,10,"Hamilton",159, ,1,0,0,168,431,"Lawfield Arena",20071010
033,HAMILTON MOUNTAIN,66,65,22,3,14,"Hamilton",160, ,1,0,0,171,390,"Lawfield Arena",20071010
033,HAMILTON MOUNTAIN,11,17,9,1,2,"Hamilton",161s, ,0,0,0,40,179,"Grace Villa",20071010
033,HAMILTON MOUNTAIN,85,40,30,2,7,"Hamilton",162, ,1,0,0,165,371,"Barton Secondary School",20071010
033,HAMILTON MOUNTAIN,72,61,40,0,7,"Hamilton",163, ,1,1,0,182,404,"Richard Beasley Elementary School",20071010
033,HAMILTON MOUNTAIN,55,22,24,3,14,"Hamilton",164, ,0,0,0,118,303,"Richard Beasley Elementary School",20071010
033,HAMILTON MOUNTAIN,54,38,18,1,4,"Hamilton",165, ,2,0,0,117,309,"St. Daniel Elementary School",20071010
033,HAMILTON MOUNTAIN,70,97,51,4,9,"Hamilton",166, ,1,4,0,236,453,"St. Daniel Elementary School",20071010
033,HAMILTON MOUNTAIN,89,107,57,3,6,"Hamilton",167, ,0,1,0,263,483,"Lisgar Elementary School",20071010
033,HAMILTON MOUNTAIN,67,121,78,1,5,"Hamilton",168, ,1,0,0,273,475,"Lisgar Elementary School",20071010
033,HAMILTON MOUNTAIN,9,13,8,0,1,"Hamilton",169s, ,0,0,0,31,48,"Westmount Terrace",20071010
033,HAMILTON MOUNTAIN,36,124,92,3,6,"Hamilton",170, ,1,0,0,262,550,"St. Thomas More Catholic Secondary School",20071010
033,HAMILTON MOUNTAIN,38,94,53,4,9,"Hamilton",171, ,0,1,0,199,440,"West Highland Baptist Church",20071010
033,HAMILTON MOUNTAIN,60,121,73,4,13,"Hamilton",172, ,0,0,0,271,515,"West Highland Baptist Church",20071010
033,HAMILTON MOUNTAIN,60,110,51,1,12,"Hamilton",173, ,3,0,0,237,485,"Mount Hamilton Christian Reformed Church",20071010
033,HAMILTON MOUNTAIN,18,26,18,2,3,"Hamilton",174s, ,0,0,0,67,182,"The Wellington",20071010
033,HAMILTON MOUNTAIN,71,96,61,2,12,"Hamilton",175, ,0,1,0,243,550,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,41,63,52,3,3,"Hamilton",177, ,1,1,0,164,326,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,27,73,28,3,2,"Hamilton",178, ,1,0,0,134,328,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,54,35,19,0,3,"Hamilton",179, ,0,1,0,112,321,"Mother Teresa School",20071010
033,HAMILTON MOUNTAIN,41,81,47,0,6,"Hamilton",180, ,0,0,0,175,360,"Mother Teresa School",20071010
033,HAMILTON MOUNTAIN,66,100,44,1,9,"Hamilton",181, ,1,3,0,224,480,"Mother Teresa School",20071010
033,HAMILTON MOUNTAIN,58,62,63,2,12,"Hamilton",182, ,1,0,0,198,410,"Lincoln Alexander Public School",20071010
033,HAMILTON MOUNTAIN,53,30,20,4,9,"Hamilton",183, ,0,0,0,116,350,"Lincoln Alexander Public School",20071010
033,HAMILTON MOUNTAIN,109,71,43,1,4,"Hamilton",184, ,2,0,0,230,428,"Blessed Kateri Tekawitha School",20071010
033,HAMILTON MOUNTAIN,55,43,27,0,8,"Hamilton",185, ,0,1,0,134,315,"Richard Beasley Elementary School",20071010
033,HAMILTON MOUNTAIN,51,33,27,1,7,"Hamilton",186, ,0,0,1,120,288,"Blessed Kateri Tekawitha School",20071010
033,HAMILTON MOUNTAIN,47,34,39,0,2,"Hamilton",187, ,0,0,0,122,329,"Lisgar Elementary School",20071010
033,HAMILTON MOUNTAIN,4,12,3,0,0,"Hamilton",188s, ,0,0,0,19,24,"Kingsberry Place",20071010
033,HAMILTON MOUNTAIN,31,69,29,1,8,"Hamilton",189, ,1,1,0,140,332,"Lisgar Elementary School",20071010
033,HAMILTON MOUNTAIN,59,70,30,2,11,"Hamilton",190, ,1,1,0,174,406,"Lisgar Elementary School",20071010
033,HAMILTON MOUNTAIN,36,99,63,3,6,"Hamilton",191, ,1,0,0,208,393,"Rehoboth United Reformed Church",20071010
033,HAMILTON MOUNTAIN,31,80,31,2,8,"Hamilton",192, ,1,2,0,155,327,"Rehoboth United Reformed Church",20071010
033,HAMILTON MOUNTAIN,71,77,64,8,10,"Hamilton",193, ,0,2,0,232,328,"St. Elizabeth Village - Club House",20071010
033,HAMILTON MOUNTAIN,5,14,8,5,1,"Hamilton",193-1s, ,2,0,0,35,74,"St. Elizabeth Villa",20071010
033,HAMILTON MOUNTAIN,75,117,75,6,5,"Hamilton",194, ,2,0,0,280,395,"St. Elizabeth Village - Club House",20071010
033,HAMILTON MOUNTAIN,57,100,69,0,8,"Hamilton",195, ,1,1,0,236,483,"Corpus Christi School",20071010
033,HAMILTON MOUNTAIN,40,101,34,7,6,"Hamilton",196, ,1,1,0,190,394,"Mount Hamilton Christian Reformed Church",20071010
033,HAMILTON MOUNTAIN,30,90,45,5,8,"Hamilton",197, ,0,0,0,178,344,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,69,123,71,1,9,"Hamilton",198, ,1,1,0,275,530,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,33,74,38,1,8,"Hamilton",199, ,0,0,0,154,369,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,33,119,61,2,9,"Hamilton",200, ,0,0,0,224,431,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,34,53,30,1,7,"Hamilton",201, ,0,0,0,125,365,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,40,23,39,1,8,"Hamilton",202, ,0,0,0,111,331,"Ray Lewis Elementary School",20071010
033,HAMILTON MOUNTAIN,33,61,41,0,6,"Hamilton",203, ,0,0,1,142,332,"Guido de Brès Christian High School",20071010
033,HAMILTON MOUNTAIN,52,68,56,1,13,"Hamilton",204, ,2,0,0,192,410,"Stoneridge Bible Church",20071010
033,HAMILTON MOUNTAIN,15,32,37,1,5,"Hamilton",205s, ,0,0,0,90,135,"The Court at Rushdale",20071010
033,HAMILTON MOUNTAIN,42,133,62,3,16,"Hamilton",206, ,1,0,0,257,494,"Mother Teresa School",20071010
033,HAMILTON MOUNTAIN,56,128,44,3,7,"Hamilton",207, ,1,1,0,240,424,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,73,97,42,3,7,"Hamilton",208, ,0,1,0,223,454,"Lincoln Alexander Public School",20071010
033,HAMILTON MOUNTAIN,47,35,23,2,2,"Hamilton",209, ,2,1,0,112,330,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,75,64,39,0,10,"Hamilton",210, ,0,1,0,189,429,"Lincoln Alexander Public School",20071010
033,HAMILTON MOUNTAIN,76,87,58,2,10,"Hamilton",211, ,1,0,0,234,470,"Blessed Kateri Tekawitha School",20071010
