ED_CODE,ED_NAME,CORRIGAN,DENBY,JOHNSON,POTHAAR,SCOTT,SMITH,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
029,HALIBURTON--KAWARTHA LAKES--BR,15,2,36,2,111,6,"Bobcaygeon",059, ,0,0,0,172,299,"Bobcaygeon Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,1,38,0,115,17,"Bobcaygeon",060, ,0,1,0,196,345,"Bobcaygeon Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,42,1,55,0,86,14,"Oak Shores",061, ,0,0,0,198,396,"Oak Shores Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,0,111,1,83,28,"Buckhorn",062, ,1,0,0,249,401,"Buckhorn Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,1,63,0,59,16,"Burleigh Falls",063, ,1,0,0,167,388,"The Church on The Rock",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,2,45,0,87,13,"Kirkfield",064, ,1,0,0,168,311,"Kirkfield Lions Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,2,60,2,94,11,"Kirkfield",065, ,0,0,0,192,409,"Kirkfield Lions Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,0,66,2,110,17,"Fenelon Falls",066, ,0,0,0,214,385,"Royal Canadian Legion Branch 238",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,13,3,60,1,83,9,"Fenelon Falls",067, ,0,1,0,170,259,"Fenelon Falls United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,2,24,0,52,5,"Fenelon Falls",068, ,0,0,0,94,214,"Fenelon Falls United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,0,56,0,89,13,"Fenelon Falls",069, ,0,1,0,177,322,"Fenelon Falls United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,1,42,0,84,12,"Fenelon Falls",070, ,0,0,0,158,330,"Royal Canadian Legion Branch 238",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,10,0,36,2,50,4,"Fenelon Falls",071, ,0,0,0,102,221,"St. James Anglican Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,2,0,5,0,18,0,"Fenelon Falls",072s, ,0,0,0,25,54,"Fenelon Court",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,3,60,0,102,10,"Fenelon Falls",073, ,0,0,0,194,351,"St. James Anglican Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,29,1,63,1,144,22,"Fenelon Falls",074, ,0,0,1,261,437,"Fenelon Falls United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,0,41,0,69,6,"Bobcaygeon",075, ,0,0,0,141,255,"Bobcaygeon Senior Citizens Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,3,28,0,57,12,"Bobcaygeon",076, ,0,0,0,117,350,"Bobcaygeon Senior Citizens Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,1,51,1,80,6,"Bobcaygeon",077, ,0,0,0,166,306,"Bobcaygeon Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,12,1,36,0,39,11,"Bobcaygeon",078, ,0,1,0,100,215,"Bobcaygeon Senior Citizens Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,0,39,0,50,13,"Bobcaygeon",079, ,0,1,0,120,226,"Royal Canadian Legion Branch 239",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,9,0,29,0,68,8,"Bobcaygeon",080, ,0,0,0,114,302,"Royal Canadian Legion Branch 239",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,1,36,2,66,15,"Bobcaygeon",081, ,0,0,0,140,306,"Bobcaygeon Senior Citizens Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,2,0,10,0,15,1,"Bobcaygeon",082s, ,2,0,0,30,76,"Specialty Case Manor",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,1,53,1,98,6,"Bobcaygeon",083, ,0,1,0,185,377,"Bobcaygeon Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,0,61,0,88,2,"Bobcaygeon",084, ,0,0,0,166,270,"Royal Canadian Legion Branch 239",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,3,0,5,0,20,3,"Bobcaygeon",085s, ,1,1,0,33,64,"Pinecrest Nursing Home",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,13,0,79,0,85,6,"Bobcaygeon",086, ,0,0,0,183,284,"Royal Canadian Legion Branch 239",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,4,0,52,0,43,4,"Bobcaygeon",087, ,0,0,0,103,182,"Royal Canadian Legion Branch 239",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,0,19,1,44,6,"Lakehurst",088, ,0,0,0,85,126,"Lakehurst Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,51,0,115,2,119,17,"Lakehurst",089, ,0,0,0,304,429,"Lakehurst Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,33,0,115,0,109,33,"Buckhorn",090, ,1,0,0,291,416,"Buckhorn Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,4,52,1,87,23,"Gamebridge",091, ,0,0,0,188,354,"Gamebridge Women's Institute Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,10,1,58,0,82,16,"Bolsover",092A, ,1,0,0,168,300,"Bolsover Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,8,0,38,0,88,11,"Bolsover",092B, ,0,0,0,145,311,"Bolsover Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,2,36,0,103,9,"Hartley",093, ,1,0,1,174,400,"Palestine Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,2,63,3,105,11,"Hartley",094, ,1,0,0,206,431,"Palestine Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,2,73,0,134,15,"Cameron",095, ,0,1,0,256,441,"Southview Cameron New Horizons Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,37,0,67,2,153,16,"Fenelon Falls",096, ,0,0,0,275,476,"Royal Canadian Legion Branch 238",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,0,46,1,82,19,"Fenelon Falls",097, ,0,0,0,169,340,"St. James Anglican Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,1,87,0,107,14,"Fenelon Falls",098, ,0,0,0,226,417,"St. James Anglican Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,28,3,54,2,87,17,"Dunsford",099, ,0,0,0,191,425,"Dunsford Community Centre Incorporated",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,3,52,0,88,14,"Bobcaygeon",100, ,0,1,0,182,343,"Royal Canadian Legion Branch 239",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,1,50,1,105,15,"Bobcaygeon",101, ,0,0,0,196,383,"Victoria Place Club House",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,29,0,83,1,115,10,"Bobcaygeon",102, ,0,1,0,239,319,"Victoria Place Club House",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,1,39,0,68,11,"Beaverton",103, ,0,0,0,144,319,"Royal Canadian Legion Branch 135",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,2,42,2,70,8,"Beaverton",104, ,0,0,0,142,286,"Royal Canadian Legion Branch 135",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,6,2,10,1,27,0,"Beaverton",105s, ,0,0,0,46,144,"Lakeview Manor",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,2,31,0,52,15,"Beaverton",106, ,0,0,0,123,289,"Beaverton Town Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,10,0,42,0,50,7,"Beaverton",107, ,0,0,0,109,285,"Royal Canadian Legion Branch 135",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,12,1,33,0,58,12,"Beaverton",108, ,0,0,0,116,295,"Holy Family Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,0,44,0,77,17,"Beaverton",109, ,0,0,0,154,314,"Royal Canadian Legion Branch 135",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,3,40,2,72,25,"Beaverton",110, ,0,0,0,161,319,"Holy Family Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,0,15,0,51,11,"Beaverton",111, ,0,0,1,89,177,"Holy Family Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,6,27,1,108,14,"Hartley",112, ,2,0,0,175,363,"Palestine Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,3,70,2,157,10,"Woodville",113, ,0,0,0,266,473,"Woodville-Eldon Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,68,6,78,2,154,20,"Cambray",114, ,0,0,0,328,507,"Fenelon Township Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,1,56,1,82,13,"Cambray",115, ,1,0,0,185,376,"Fenelon Township Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,36,5,74,1,126,17,"Cameron",116, ,0,1,0,260,427,"Southview Cameron New Horizons Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,1,69,0,115,10,"Dunsford",117, ,1,0,0,211,413,"Dunsford Community Centre Incorporated",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,2,61,1,121,21,"Dunsford",118, ,1,1,1,236,459,"Dunsford Community Centre Incorporated",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,4,48,3,120,14,"Dunsford",119, ,0,0,1,215,394,"Dunsford Community Centre Incorporated",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,2,84,3,105,13,"Downeyville",120, ,0,0,0,222,429,"St. Luke's Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,32,0,62,2,116,12,"Bobcaygeon",121, ,1,2,0,227,429,"Victoria Place Club House",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,0,83,3,97,22,"Omemee",122, ,2,0,0,231,544,"Bethel United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,3,42,1,54,4,"Beaverton",123, ,1,0,1,123,222,"Beaverton Town Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,3,2,12,0,31,7,"Wilfrid",124, ,0,1,0,56,181,"Wilfrid Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,13,5,39,2,84,18,"Cannington",125, ,0,0,0,161,376,"Cannington Baptist Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,0,49,1,86,15,"Cannington",126, ,0,1,0,175,300,"McCaskill's Mills Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,3,36,3,84,14,"Cannington",127, ,0,0,0,160,299,"McCaskill's Mills Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,6,51,2,151,11,"Woodville",128, ,0,1,0,248,483,"Woodville-Eldon Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,11,39,2,175,9,"Woodville",129, ,0,0,0,247,482,"Woodville-Eldon Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,8,0,48,1,88,6,"Lindsay",130, ,2,0,0,153,302,"Lindsay Christian Reform Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,2,42,0,70,7,"Lindsay",131A, ,0,0,0,137,261,"Lindsay Christian Reform Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,1,38,1,68,8,"Lindsay",131B, ,0,0,0,135,285,"Lindsay Christian Reform Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,1,72,0,79,8,"Lindsay",132, ,0,0,0,177,349,"Alexandra Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,3,117,0,105,16,"Lindsay",133, ,0,1,0,253,453,"Parkview Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,8,1,44,0,56,2,"Lindsay",134, ,2,0,0,113,271,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,6,0,9,0,36,1,"Lindsay",135s, ,0,2,0,54,95,"Caressant Care on McLaughlin",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,2,61,0,77,10,"Lindsay",136, ,2,0,0,175,360,"Alexandra Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,1,91,0,134,10,"Lindsay",137, ,2,0,0,265,458,"St. Dominic Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,0,95,3,98,6,"Lindsay",138, ,0,0,0,222,378,"Pope John Paul II School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,12,1,73,4,84,11,"Lindsay",139, ,1,0,0,186,338,"Parkview Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,2,80,0,103,7,"Lindsay",140, ,2,0,0,214,334,"Leslie Frost Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,1,89,0,101,10,"Lindsay",141, ,0,2,0,218,397,"Parkview Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,..........................NO POLL HELD........................,,,,,,"Lindsay",142s, ,0,0,0,0,0,"",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,2,106,0,114,7,"Lindsay",143, ,0,0,0,244,398,"Pope John Paul II School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,7,1,29,2,50,4,"Lindsay",144, ,0,0,0,93,238,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,1,76,0,85,4,"Lindsay",145, ,0,1,0,189,352,"Parkview Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,9,1,57,0,100,6,"Lindsay",146, ,0,0,0,173,345,"Alexandra Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,13,1,29,0,73,2,"Lindsay",147s, ,2,1,0,121,179,"Caressant Care Retirement Home",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,2,45,0,75,9,"Lindsay",148, ,0,0,0,149,331,"Leslie Frost Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,14,0,54,0,67,5,"Lindsay",149, ,2,0,1,143,265,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,5,0,10,0,18,1,"Lindsay",150s, ,0,0,0,34,60,"Frost Manor",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,2,61,0,96,8,"Lindsay",151, ,0,0,0,191,352,"Pope John Paul II School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,0,51,1,69,9,"Lindsay",152, ,0,0,0,151,355,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,4,42,1,88,12,"Lindsay",153, ,0,1,0,165,387,"Leslie Frost Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,2,60,0,76,10,"Lindsay",154, ,0,0,0,164,312,"Alexandra Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,1,70,0,55,15,"Lindsay",155, ,0,0,0,161,306,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,3,60,0,87,12,"Lindsay",156, ,0,0,0,184,365,"Pope John Paul II School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,0,50,0,83,17,"Lindsay",157, ,0,0,0,166,317,"Pope John Paul II School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,1,31,0,34,11,"Lindsay",158, ,0,0,0,93,253,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,0,10,2,34,5,"Lindsay",159, ,0,0,0,71,207,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,0,27,0,31,7,"Lindsay",160, ,0,0,0,87,246,"Pope John Paul II School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,3,0,12,2,18,2,"Lindsay",161s, ,1,0,0,38,67,"Residence on William Street",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,0,28,0,22,9,"Lindsay",162, ,0,0,0,75,258,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,1,20,0,32,11,"Lindsay",163, ,0,0,0,82,250,"Kawartha Lakes Boys and Girls Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,..........................NO POLL HELD........................,,,,,,"Lindsay",164, ,0,0,0,0,0,"",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,0,38,0,55,11,"Lindsay",165, ,0,0,0,128,310,"Kawartha Lakes Boys and Girls Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,0,13,0,29,4,"Lindsay",166, ,0,0,0,57,216,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,1,31,2,45,16,"Lindsay",167, ,1,0,0,116,270,"Queen Victoria Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,32,1,32,1,54,8,"Lindsay",168, ,0,0,0,128,298,"Kawartha Lakes Boys and Girls Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,1,27,3,81,8,"Lindsay",169, ,0,0,0,142,341,"Queen Victoria Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,1,59,3,43,11,"Lindsay",170, ,1,0,0,144,307,"St. Mary's Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,1,22,0,58,13,"Lindsay",171, ,0,0,0,120,303,"Queen Victoria Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,6,56,5,76,13,"Lindsay",172, ,0,0,0,175,362,"St. Mary's Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,1,51,6,70,12,"Lindsay",173, ,0,0,0,166,350,"Kawartha Lakes Boys and Girls Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,3,44,0,56,12,"Lindsay",174, ,0,0,0,135,351,"Queen Victoria Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,34,1,23,1,44,9,"Lindsay",175, ,1,0,0,113,294,"St. Mary's Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,0,0,11,0,43,2,"Lindsay",176s, ,2,2,0,60,102,"Lakeland Village Assisted Living Complex",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,29,1,48,1,72,7,"Lindsay",177, ,0,1,0,159,348,"Queen Victoria Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,1,41,2,62,6,"Lindsay",178, ,0,1,0,137,314,"Queen Victoria Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,0,44,2,75,13,"Lindsay",179, ,0,0,0,153,353,"Ops Community Centre",20071010
