ED_CODE,ED_NAME,GARVIE,GOTS,MANN-BOWERS,POLLEY,SANDALS,SENECHAL,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
027,GUELPH,0,2,20,44,32,14,"Guelph",099, ,0,1,0,113,284,"Tytler Public School",20071010
027,GUELPH,2,3,36,67,37,22,"Guelph",100, ,0,0,0,167,300,"Tytler Public School",20071010
027,GUELPH,2,3,22,67,43,38,"Guelph",101, ,0,0,0,175,366,"Tytler Public School",20071010
027,GUELPH,0,6,24,53,45,37,"Guelph",102, ,0,0,0,165,360,"Tytler Public School",20071010
027,GUELPH,0,2,16,33,93,37,"Guelph",103, ,0,0,0,181,380,"Westwood Public School",20071010
027,GUELPH,2,0,18,24,77,44,"Guelph",104, ,0,0,1,166,344,"Shelldale Centre",20071010
027,GUELPH,0,2,14,7,49,23,"Guelph",105, ,1,2,0,98,247,"Shelldale Centre",20071010
027,GUELPH,0,2,10,2,25,14,"Guelph",106, ,0,0,0,53,203,"Shelldale Centre",20071010
027,GUELPH,0,1,17,12,66,32,"Guelph",107, ,0,0,0,128,320,"Willow Road Public School",20071010
027,GUELPH,0,0,19,20,22,13,"Guelph",108, ,0,0,0,74,226,"Shelldale Centre",20071010
027,GUELPH,0,2,19,11,28,15,"Guelph",109, ,0,0,0,75,229,"Willow Road Public School",20071010
027,GUELPH,0,0,15,8,17,8,"Guelph",110, ,0,0,0,48,220,"Our Lady of Lourdes Catholic High School",20071010
027,GUELPH,3,4,32,42,64,32,"Guelph",111, ,4,0,0,181,406,"Paisley Road Public School",20071010
027,GUELPH,0,0,17,23,41,24,"Guelph",112, ,0,0,0,105,318,"Our Lady of Lourdes Catholic High School",20071010
027,GUELPH,1,0,24,84,43,18,"Guelph",113, ,1,1,0,172,361,"Dublin Street United Church",20071010
027,GUELPH,0,0,34,36,30,10,"Guelph",114, ,0,0,0,110,249,"Guelph Youth Music Centre",20071010
027,GUELPH,0,0,38,111,61,43,"Guelph",115, ,0,0,0,253,417,"Dublin Street United Church",20071010
027,GUELPH,0,1,29,81,50,11,"Guelph",116, ,0,2,0,174,332,"Dublin Street United Church",20071010
027,GUELPH,0,1,34,100,60,27,"Guelph",117, ,0,0,0,222,360,"Central Public School",20071010
027,GUELPH,0,1,38,87,53,31,"Guelph",118, ,0,0,0,210,357,"Central Public School",20071010
027,GUELPH,1,0,39,65,42,20,"Guelph",119, ,2,0,0,169,322,"Central Public School",20071010
027,GUELPH,1,0,44,50,34,11,"Guelph",120, ,0,0,0,140,270,"Central Public School",20071010
027,GUELPH,1,0,17,46,10,8,"Guelph",121, ,1,0,0,83,221,"Central Public School",20071010
027,GUELPH,0,1,22,36,17,7,"Guelph",122, ,1,0,0,84,198,"Old Quebec Street Mall",20071010
027,GUELPH,2,3,24,52,34,12,"Guelph",123, ,0,0,0,127,265,"Italian Canadian Club",20071010
027,GUELPH,1,0,30,35,33,19,"Guelph",124, ,3,0,1,122,248,"Italian Canadian Club",20071010
027,GUELPH,0,0,26,64,62,31,"Guelph",125, ,0,2,0,185,345,"John McCrae Public School",20071010
027,GUELPH,6,0,74,109,104,36,"Guelph",126A, ,0,2,0,331,395,"University of Guelph Campus",20071010
027,GUELPH,4,3,78,128,102,48,"Guelph",126B, ,0,2,0,365,450,"University of Guelph Campus",20071010
027,GUELPH,0,1,71,121,73,47,"Guelph",126C, ,1,1,0,315,406,"University of Guelph Campus",20071010
027,GUELPH,0,0,7,11,61,44,"Guelph",127A, ,2,0,0,125,245,"Sir Isaac Brock Public School",20071010
027,GUELPH,0,1,6,17,54,29,"Guelph",127B, ,0,0,1,108,263,"Sir Isaac Brock Public School",20071010
027,GUELPH,1,2,13,9,46,31,"Guelph",128, ,0,1,0,103,338,"Mitchell Woods Public School",20071010
027,GUELPH,0,1,22,23,47,43,"Guelph",129, ,1,0,0,137,303,"Westwood Public School",20071010
027,GUELPH,0,1,7,42,104,71,"Guelph",130, ,0,0,0,225,420,"Westwood Public School",20071010
027,GUELPH,0,3,15,22,84,48,"Guelph",131, ,0,0,0,172,363,"Westwood Public School",20071010
027,GUELPH,1,2,23,30,69,48,"Guelph",132, ,1,0,0,174,342,"Westwood Public School",20071010
027,GUELPH,0,0,20,25,85,27,"Guelph",133, ,0,0,0,157,352,"Westwood Public School",20071010
027,GUELPH,2,0,23,15,40,37,"Guelph",134, ,0,0,0,117,270,"Willow Road Public School",20071010
027,GUELPH,1,3,22,20,74,49,"Guelph",135, ,0,0,0,169,355,"Paisley Road Public School",20071010
027,GUELPH,0,1,38,26,83,58,"Guelph",136, ,0,0,0,206,429,"Paisley Road Public School",20071010
027,GUELPH,1,1,21,35,69,37,"Guelph",137, ,0,0,0,164,381,"Paisley Road Public School",20071010
027,GUELPH,1,0,27,54,87,36,"Guelph",138, ,0,0,0,205,396,"Paisley Road Public School",20071010
027,GUELPH,1,0,24,46,70,27,"Guelph",139, ,0,0,0,168,318,"First Christian Reformed Church",20071010
027,GUELPH,1,0,35,41,35,19,"Guelph",140, ,0,0,0,131,287,"First Christian Reformed Church",20071010
027,GUELPH,0,0,37,43,52,40,"Guelph",141, ,2,0,0,174,329,"Guelph Civic Museum",20071010
027,GUELPH,0,1,12,22,22,21,"Guelph",142, ,0,0,0,78,201,"Guelph Civic Museum",20071010
027,GUELPH,0,0,29,38,65,34,"Guelph",143, ,0,0,0,166,287,"John McCrae Public School",20071010
027,GUELPH,0,3,39,56,41,32,"Guelph",144, ,0,0,0,171,274,"Guelph Civic Museum",20071010
027,GUELPH,1,0,32,66,87,56,"Guelph",145, ,0,1,0,243,381,"John McCrae Public School",20071010
027,GUELPH,0,1,53,65,45,16,"Guelph",146, ,0,1,0,181,321,"John McCrae Public School",20071010
027,GUELPH,2,2,22,31,64,72,"Guelph",147, ,0,1,1,195,493,"Mitchell Woods Public School",20071010
027,GUELPH,0,1,21,21,110,55,"Guelph",148, ,1,1,0,210,481,"Mitchell Woods Public School",20071010
027,GUELPH,1,2,38,27,99,76,"Guelph",149, ,1,1,0,245,487,"Mitchell Woods Public School",20071010
027,GUELPH,0,2,24,41,110,86,"Guelph",150, ,0,0,1,264,491,"St. Peter Catholic Elementary School",20071010
027,GUELPH,1,1,23,21,64,42,"Guelph",151, ,1,0,0,153,330,"St. Peter Catholic Elementary School",20071010
027,GUELPH,0,2,33,23,85,45,"Guelph",152, ,0,0,0,188,361,"West End Recreation Centre",20071010
027,GUELPH,1,2,32,13,38,19,"Guelph",153, ,1,0,0,106,335,"St. Francis of Assisi Catholic Elementary",20071010
027,GUELPH,1,0,16,5,12,14,"Guelph",154, ,0,0,0,48,181,"St. Peter Catholic Elementary School",20071010
027,GUELPH,2,0,26,22,50,29,"Guelph",155, ,0,0,0,129,283,"St. Peter Catholic Elementary School",20071010
027,GUELPH,2,4,12,32,70,30,"Guelph",156, ,0,1,0,151,414,"Taylor Evans Public School",20071010
027,GUELPH,3,0,18,16,32,18,"Guelph",157, ,0,0,0,87,377,"Taylor Evans Public School",20071010
027,GUELPH,2,1,36,46,48,50,"Guelph",158, ,0,0,0,183,418,"Brydon Apartments",20071010
027,GUELPH,0,1,11,21,58,37,"Guelph",159, ,0,0,0,128,242,"First Christian Reformed Church",20071010
027,GUELPH,0,1,20,46,81,49,"Guelph",160, ,0,0,0,197,339,"First Christian Reformed Church",20071010
027,GUELPH,2,4,29,48,98,67,"Guelph",161, ,0,1,0,249,445,"First Christian Reformed Church",20071010
027,GUELPH,1,2,33,52,87,38,"Guelph",162, ,0,0,0,213,400,"College Avenue Public School",20071010
027,GUELPH,0,0,29,93,100,47,"Guelph",163, ,0,3,0,272,377,"Harcourt Memorial United Church",20071010
027,GUELPH,0,1,29,73,85,38,"Guelph",164, ,0,1,1,228,438,"Harcourt Memorial United Church",20071010
027,GUELPH,0,0,33,25,62,32,"Guelph",165, ,2,1,0,155,202,"College Avenue Public School",20071010
027,GUELPH,0,0,14,42,121,39,"Guelph",166, ,0,0,0,216,339,"Jean Little Public School",20071010
027,GUELPH,1,1,5,23,113,83,"Guelph",167A, ,0,0,2,228,305,"Village by the Arboretum",20071010
027,GUELPH,0,0,13,37,98,93,"Guelph",167B, ,1,0,0,242,308,"Village by the Arboretum",20071010
027,GUELPH,0,0,9,31,100,63,"Guelph",167C, ,0,0,0,203,286,"Village by the Arboretum",20071010
027,GUELPH,0,5,15,27,126,50,"Guelph",168, ,0,0,0,223,408,"Salvation Army Citadel",20071010
027,GUELPH,0,3,36,31,85,44,"Guelph",169, ,2,0,0,201,484,"West End Recreation Centre",20071010
027,GUELPH,0,1,16,29,106,68,"Guelph",170, ,0,1,0,221,427,"St. Francis of Assisi Catholic Elementary",20071010
027,GUELPH,0,5,12,19,69,33,"Guelph",171, ,1,0,0,139,459,"St. Francis of Assisi Catholic Elementary",20071010
027,GUELPH,2,4,16,30,87,36,"Guelph",172, ,1,0,0,176,453,"Taylor Evans Public School",20071010
027,GUELPH,1,1,21,13,75,36,"Guelph",173, ,2,0,0,149,380,"Taylor Evans Public School",20071010
027,GUELPH,4,1,30,35,94,58,"Guelph",174, ,1,1,0,224,467,"Taylor Evans Public School",20071010
027,GUELPH,3,1,11,12,34,24,"Guelph",175, ,0,1,0,86,164,"College Avenue Public School",20071010
027,GUELPH,0,2,1,4,4,6,"Guelph",176s, ,0,2,1,20,52,"College Place Retirement Centre",20071010
027,GUELPH,0,0,23,28,59,25,"Guelph",177, ,1,0,0,136,382,"Priory Park Public School",20071010
027,GUELPH,1,2,32,45,62,33,"Guelph",178, ,0,1,0,176,346,"Priory Park Public School",20071010
027,GUELPH,0,0,7,21,73,42,"Guelph",179A, ,0,0,0,143,215,"Jean Little Public School",20071010
027,GUELPH,1,1,10,34,73,25,"Guelph",179B, ,0,0,0,144,230,"Jean Little Public School",20071010
027,GUELPH,0,1,20,39,106,50,"Guelph",180, ,5,0,0,221,358,"Jean Little Public School",20071010
027,GUELPH,0,3,16,46,103,60,"Guelph",181, ,0,0,0,228,403,"Jean Little Public School",20071010
027,GUELPH,1,2,19,36,100,53,"Guelph",182, ,0,2,0,213,372,"Jean Little Public School",20071010
027,GUELPH,0,0,12,27,116,71,"Guelph",183, ,1,0,0,227,425,"Salvation Army Citadel",20071010
027,GUELPH,0,3,21,28,94,69,"Guelph",184, ,0,0,0,215,394,"Salvation Army Citadel",20071010
027,GUELPH,0,1,25,27,89,57,"Guelph",185, ,0,0,0,199,352,"Sir Isaac Brock Public School",20071010
027,GUELPH,0,4,23,20,122,54,"Guelph",186, ,1,1,0,225,432,"Parkwood Gardens Church United",20071010
027,GUELPH,0,2,23,25,132,80,"Guelph",187, ,1,0,0,263,479,"St. Francis of Assisi Catholic Elementary",20071010
027,GUELPH,0,0,25,36,146,70,"Guelph",188, ,1,2,0,280,506,"Taylor Evans Public School",20071010
027,GUELPH,1,1,32,32,86,75,"Guelph",189, ,0,1,0,228,387,"Gateway Drive Public School",20071010
027,GUELPH,0,6,25,31,74,65,"Guelph",190, ,0,1,0,202,355,"Gateway Drive Public School",20071010
027,GUELPH,0,0,28,23,53,33,"Guelph",191, ,0,1,0,138,314,"Gateway Drive Public School",20071010
027,GUELPH,1,2,30,37,102,62,"Guelph",192, ,1,0,0,235,394,"Mary Phelan Catholic Elementary School",20071010
027,GUELPH,0,0,35,21,59,30,"Guelph",193, ,1,0,0,146,269,"Priory Park Public School",20071010
027,GUELPH,0,2,27,31,35,33,"Guelph",194, ,0,0,1,129,363,"Priory Park Public School",20071010
027,GUELPH,0,2,25,30,38,19,"Guelph",195, ,0,0,0,114,289,"Priory Park Public School",20071010
027,GUELPH,4,3,28,31,33,6,"Guelph",196, ,0,1,0,106,222,"Fred A. Hamilton Public School",20071010
027,GUELPH,0,1,34,38,45,22,"Guelph",197, ,0,0,0,140,261,"Fred A. Hamilton Public School",20071010
027,GUELPH,0,0,23,28,21,22,"Guelph",198, ,0,0,0,94,183,"Fred A. Hamilton Public School",20071010
027,GUELPH,1,0,31,43,100,51,"Guelph",199, ,1,1,0,228,393,"Jean Little Public School",20071010
027,GUELPH,0,1,35,43,65,33,"Guelph",200, ,0,0,0,177,315,"Hospice Wellington",20071010
027,GUELPH,0,0,23,36,106,62,"Guelph",201, ,0,0,0,227,379,"Hospice Wellington",20071010
027,GUELPH,0,0,22,34,71,48,"Guelph",202, ,0,0,0,175,356,"St. Michael Catholic Elementary School",20071010
027,GUELPH,0,2,31,49,81,62,"Guelph",203, ,0,0,0,225,424,"St. Michael Catholic Elementary School",20071010
027,GUELPH,0,2,27,59,103,42,"Guelph",204, ,0,0,0,233,493,"St. Michael Catholic Elementary School",20071010
027,GUELPH,0,1,9,11,69,54,"Guelph",205, ,0,0,0,144,262,"Sir Isaac Brock Public School",20071010
027,GUELPH,0,2,10,29,86,78,"Guelph",206, ,0,0,0,205,384,"Sir Isaac Brock Public School",20071010
027,GUELPH,2,1,20,16,89,82,"Guelph",207, ,0,0,0,210,375,"Sir Isaac Brock Public School",20071010
027,GUELPH,0,3,18,38,140,93,"Guelph",208, ,1,0,0,293,546,"St. Paul Catholic Elementary School",20071010
027,GUELPH,2,1,32,41,77,54,"Guelph",209, ,1,0,0,208,425,"Parkwood Gardens Church United",20071010
027,GUELPH,2,0,16,17,47,28,"Guelph",210, ,1,0,0,111,307,"Gateway Drive Public School",20071010
027,GUELPH,0,2,53,32,72,29,"Guelph",211, ,0,0,0,188,402,"Mary Phelan Catholic Elementary School",20071010
027,GUELPH,0,3,20,22,41,20,"Guelph",212, ,1,0,0,107,208,"Mary Phelan Catholic Elementary School",20071010
027,GUELPH,0,0,30,38,105,46,"Guelph",213, ,0,1,0,220,445,"Mary Phelan Catholic Elementary School",20071010
027,GUELPH,0,2,8,31,18,11,"Guelph",214, ,0,0,0,70,200,"Mary Phelan Catholic Elementary School",20071010
027,GUELPH,0,2,22,51,133,70,"Guelph",215, ,0,0,0,278,405,"Mary Phelan Catholic Elementary School",20071010
027,GUELPH,0,0,14,15,81,42,"Guelph",216A, ,0,0,0,152,262,"Kortright Hills Public School",20071010
027,GUELPH,0,3,7,17,74,50,"Guelph",216B, ,1,2,0,154,261,"Kortright Hills Public School",20071010
027,GUELPH,0,1,6,1,26,17,"Guelph",217s, ,0,1,0,52,94,"Stone Lodge",20071010
027,GUELPH,1,1,27,31,51,39,"Guelph",218, ,0,1,1,152,320,"Fred A. Hamilton Public School",20071010
027,GUELPH,1,0,37,55,99,45,"Guelph",219, ,0,1,0,238,366,"Fred A. Hamilton Public School",20071010
027,GUELPH,0,1,25,29,111,60,"Guelph",220, ,0,1,0,227,346,"Hospice Wellington",20071010
027,GUELPH,3,0,34,51,112,37,"Guelph",221, ,1,0,0,238,381,"Fred A. Hamilton Public School",20071010
027,GUELPH,1,0,27,29,99,59,"Guelph",222, ,0,0,1,216,432,"Hospice Wellington",20071010
027,GUELPH,1,0,29,37,68,36,"Guelph",223, ,0,0,0,171,375,"St. Michael Catholic Elementary School",20071010
027,GUELPH,0,0,11,38,91,49,"Guelph",224, ,2,0,0,191,429,"St. Michael Catholic Elementary School",20071010
027,GUELPH,0,3,12,34,61,37,"Guelph",225, ,1,0,0,148,333,"St. Michael Catholic Elementary School",20071010
027,GUELPH,0,1,31,43,95,69,"Guelph",226, ,1,0,0,240,453,"Brock Road Public School",20071010
027,GUELPH,0,0,10,14,61,57,"Guelph",227, ,0,1,0,143,292,"St. Paul Catholic Elementary School",20071010
027,GUELPH,0,1,19,30,102,51,"Guelph",228, ,2,0,0,205,359,"Brock Road Public School",20071010
027,GUELPH,0,2,17,29,81,47,"Guelph",229, ,1,1,0,178,419,"St. Paul Catholic Elementary School",20071010
027,GUELPH,3,0,11,39,78,70,"Guelph",230, ,0,0,0,201,358,"St. Paul Catholic Elementary School",20071010
027,GUELPH,0,0,17,29,114,74,"Guelph",231, ,0,0,0,234,446,"Kortright Hills Public School",20071010
027,GUELPH,0,3,24,62,129,62,"Guelph",232, ,0,0,0,280,474,"Hospice Wellington",20071010
027,GUELPH,0,0,11,22,117,82,"Guelph",233, ,2,1,0,235,435,"Bishop Macdonell Catholic High School",20071010
027,GUELPH,1,0,21,22,66,45,"Guelph",234A, ,1,0,0,156,276,"Bishop Macdonell Catholic High School",20071010
027,GUELPH,1,2,18,15,55,39,"Guelph",234B, ,0,1,0,131,316,"Bishop Macdonell Catholic High School",20071010
027,GUELPH,0,1,27,28,69,36,"Guelph",235, ,0,0,0,161,325,"St. Paul Catholic Elementary School",20071010
027,GUELPH,1,1,16,21,74,50,"Guelph",236, ,7,0,0,170,295,"St. Paul Catholic Elementary School",20071010
