ED_CODE,ED_NAME,EAST,RAMSAY,SHEARER,VANTHOF,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
092,TIMISKAMING--COCHRANE,2,10,1,10,"Holtyre",038, ,0,0,0,23,52,"The Alice Laurin Community Centre",20071010
092,TIMISKAMING--COCHRANE,1,17,4,25,"Holtyre",039, ,0,0,0,47,80,"The Alice Laurin Community Centre",20071010
092,TIMISKAMING--COCHRANE,1,16,2,42,"Ramore",040, ,1,0,0,62,119,"RC Episcopal Corporation (Paroisse St. Laurent)",20071010
092,TIMISKAMING--COCHRANE,2,23,8,37,"Ramore",041, ,0,0,0,70,145,"RC Episcopal Corporation (Paroisse St. Laurent)",20071010
092,TIMISKAMING--COCHRANE,0,22,9,46,"Sesekinika",042, ,0,0,0,77,157,"Sesekinika Fire Hall",20071010
092,TIMISKAMING--COCHRANE,6,57,31,84,"Kirkland Lake",043, ,0,1,0,179,423,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,3,33,8,46,"Larder Lake",044, ,1,0,0,91,174,"Bayview Apartments",20071010
092,TIMISKAMING--COCHRANE,2,52,8,57,"Virginiatown",045, ,1,0,0,120,258,"Virginiatown Community Centre",20071010
092,TIMISKAMING--COCHRANE,7,39,15,66,"Matachewan",046, ,0,0,0,127,233,"Matachewan Recreation Hall",20071010
092,TIMISKAMING--COCHRANE,..........................NO POLL HELD........................,,,,"Kirkland Lake",047, ,0,0,0,0,0,"",20071010
092,TIMISKAMING--COCHRANE,5,32,9,58,"Kirkland Lake",048, ,0,0,0,104,217,"Hockey Heritage North",20071010
092,TIMISKAMING--COCHRANE,..........................NO POLL HELD........................,,,,"Kirkland Lake",049, ,0,0,0,0,0,"",20071010
092,TIMISKAMING--COCHRANE,..........................NO POLL HELD........................,,,,"Kirkland Lake",050, ,0,0,0,0,0,"",20071010
092,TIMISKAMING--COCHRANE,..........................NO POLL HELD........................,,,,"Kirkland Lake",051, ,0,0,0,0,0,"",20071010
092,TIMISKAMING--COCHRANE,..........................NO POLL HELD........................,,,,"Kirkland Lake",052, ,0,0,0,0,0,"",20071010
092,TIMISKAMING--COCHRANE,2,35,14,67,"Kirkland Lake",053, ,0,0,0,118,314,"Hockey Heritage North",20071010
092,TIMISKAMING--COCHRANE,0,14,3,24,"Kirkland Lake",054, ,0,0,0,41,109,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,2,23,6,30,"Kirkland Lake",055, ,0,0,0,61,186,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,3,28,13,57,"Kirkland Lake",056, ,3,0,0,104,212,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,1,15,5,34,"Kirkland Lake",057, ,0,0,0,55,124,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,0,20,5,34,"Kirkland Lake",058, ,0,1,0,60,155,"Sacred Heart Elementary School",20071010
092,TIMISKAMING--COCHRANE,1,40,9,46,"Kirkland Lake",059, ,1,0,0,97,225,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,1,25,3,29,"Kirkland Lake",060, ,2,0,0,60,121,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,1,32,5,36,"Kirkland Lake",061, ,0,0,0,74,179,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,2,56,24,52,"Kirkland Lake",062, ,0,0,0,134,273,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,0,20,10,37,"Kirkland Lake",063, ,0,0,1,68,142,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,0,5,3,18,"Kirkland Lake",064, ,0,1,0,27,89,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,0,14,0,17,"Kirkland Lake",065, ,0,0,0,31,108,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,2,39,6,21,"Kirkland Lake",066, ,0,0,0,68,190,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,1,16,2,30,"Kirkland Lake",067, ,2,0,0,51,138,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,3,23,10,45,"Kirkland Lake",068, ,1,0,0,82,223,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,1,36,18,79,"Kirkland Lake",069, ,0,0,0,134,319,"Sacred Heart Elementary School",20071010
092,TIMISKAMING--COCHRANE,0,14,0,30,"Kirkland Lake",070, ,2,0,0,46,141,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,1,25,10,54,"Kirkland Lake",071, ,0,0,0,90,242,"Sacred Heart Elementary School",20071010
092,TIMISKAMING--COCHRANE,4,29,9,32,"Kirkland Lake",072, ,0,0,0,74,203,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,1,19,11,24,"Kirkland Lake",073, ,0,0,0,55,162,"École catholique Jean Vanier",20071010
092,TIMISKAMING--COCHRANE,2,28,16,59,"Kirkland Lake",074, ,0,0,0,105,236,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,1,21,0,3,"Kirkland Lake",075s, ,0,0,0,25,68,"Teck Pioneer Residence",20071010
092,TIMISKAMING--COCHRANE,1,20,1,30,"Kirkland Lake",076, ,1,0,0,53,140,"Sacred Heart Elementary School",20071010
092,TIMISKAMING--COCHRANE,3,35,10,30,"Kirkland Lake",077, ,0,0,0,78,228,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,0,61,23,58,"Kirkland Lake",078, ,0,1,0,143,296,"Royal Canadian Legion Branch 87",20071010
092,TIMISKAMING--COCHRANE,0,40,20,66,"Kirkland Lake",079, ,0,0,0,126,266,"Sacred Heart Elementary School",20071010
092,TIMISKAMING--COCHRANE,4,44,5,47,"Kirkland Lake",080, ,0,0,0,100,245,"Sacred Heart Elementary School",20071010
092,TIMISKAMING--COCHRANE,0,3,0,2,"Kirkland Lake",081s, ,0,0,0,5,9,"Kirkland and District Hospital",20071010
092,TIMISKAMING--COCHRANE,3,25,3,7,"Kirkland Lake",082s, ,0,0,0,38,77,"Extendicare Kirkland Lake",20071010
092,TIMISKAMING--COCHRANE,4,41,13,75,"King Kirkland",083, ,0,0,0,133,219,"King - Label Fire Department",20071010
092,TIMISKAMING--COCHRANE,4,38,14,36,"Larder Lake",084, ,2,0,0,94,163,"Bayview Apartments",20071010
092,TIMISKAMING--COCHRANE,3,46,17,68,"Virginiatown",085, ,0,1,0,135,262,"Virginiatown Community Centre",20071010
092,TIMISKAMING--COCHRANE,0,2,1,7,"Matachewan",086, ,0,0,0,10,31,"Matachewan Recreation Hall",20071010
092,TIMISKAMING--COCHRANE,11,63,22,59,"Kenogami",087, ,0,1,0,156,251,"Kenogami District Community Fire Hall",20071010
092,TIMISKAMING--COCHRANE,2,33,15,57,"Larder Lake",088, ,1,1,0,109,228,"Bayview Apartments",20071010
092,TIMISKAMING--COCHRANE,5,52,20,100,"Dane",089, ,0,0,0,177,384,"Round Lake Fire Hall",20071010
092,TIMISKAMING--COCHRANE,10,21,18,55,"Charlton",090, ,1,0,0,105,133,"Charlton Savard Public School",20071010
092,TIMISKAMING--COCHRANE,3,23,13,89,"Englehart",091, ,0,0,0,128,213,"Chamberlain Township Hall",20071010
092,TIMISKAMING--COCHRANE,2,44,8,91,"Englehart",092, ,0,0,0,145,265,"Englehart & Area Community Complex",20071010
092,TIMISKAMING--COCHRANE,1,24,13,95,"Englehart",093, ,1,0,0,134,241,"Charlton and Dack Municipal Complex",20071010
092,TIMISKAMING--COCHRANE,4,38,29,63,"Englehart",094, ,1,0,0,135,269,"Englehart & Area Community Complex",20071010
092,TIMISKAMING--COCHRANE,0,4,1,2,"Englehart",095s, ,0,0,0,7,8,"Englehart and District Hospital Incorporated",20071010
092,TIMISKAMING--COCHRANE,2,25,13,59,"Englehart",096, ,0,0,0,99,231,"Englehart & Area Community Complex",20071010
092,TIMISKAMING--COCHRANE,0,26,20,49,"Englehart",097, ,0,0,0,95,201,"Englehart & Area Community Complex",20071010
092,TIMISKAMING--COCHRANE,1,31,6,72,"Englehart",098, ,0,0,0,110,238,"Englehart & Area Community Complex",20071010
092,TIMISKAMING--COCHRANE,5,40,21,97,"Englehart",099, ,4,0,0,167,358,"Englehart & Area Community Complex",20071010
092,TIMISKAMING--COCHRANE,2,10,4,4,"Englehart",100s, ,0,0,0,20,45,"Northview Nursing Home",20071010
092,TIMISKAMING--COCHRANE,3,38,14,78,"Thornloe",101, ,0,0,0,133,279,"Hilliardton Community Hall",20071010
092,TIMISKAMING--COCHRANE,6,32,19,61,"Charlton",102, ,0,0,0,118,225,"Charlton Savard Public School",20071010
092,TIMISKAMING--COCHRANE,3,36,2,87,"Earlton",103, ,2,0,0,130,273,"Earlton Recreation Centre",20071010
092,TIMISKAMING--COCHRANE,1,56,3,91,"Earlton",104, ,0,1,0,152,284,"Earlton Recreation Centre",20071010
092,TIMISKAMING--COCHRANE,0,64,7,94,"Earlton",105, ,0,0,0,165,306,"Earlton Recreation Centre",20071010
092,TIMISKAMING--COCHRANE,1,53,17,53,"Belle Vallee",106, ,0,0,0,124,230,"Casey Municipal Office",20071010
092,TIMISKAMING--COCHRANE,2,32,9,105,"Kenabeek",107, ,1,0,0,149,263,"Kenabeek Community Hall",20071010
092,TIMISKAMING--COCHRANE,1,52,5,93,"New Liskeard",108, ,0,0,0,151,377,"Kerns Community Hall",20071010
092,TIMISKAMING--COCHRANE,3,69,24,100,"New Liskeard",109, ,0,0,0,196,364,"Harley Community Centre",20071010
092,TIMISKAMING--COCHRANE,0,12,10,22,"Gowganda",110, ,0,0,0,44,51,"Gowganda Curling Club",20071010
092,TIMISKAMING--COCHRANE,3,69,58,83,"Elk Lake",111, ,1,2,0,216,354,"Elk Lake Community Centre",20071010
092,TIMISKAMING--COCHRANE,6,51,18,60,"New Liskeard",112, ,0,0,0,135,336,"Dymond Township Hall",20071010
092,TIMISKAMING--COCHRANE,2,58,8,44,"Temiskaming Shores",113, ,0,0,0,112,277,"English Catholic Central School",20071010
092,TIMISKAMING--COCHRANE,5,88,18,40,"New Liskeard",114, ,0,0,0,151,362,"Riverside Place",20071010
092,TIMISKAMING--COCHRANE,7,92,16,45,"New Liskeard",115, ,0,2,0,162,366,"Riverside Place",20071010
092,TIMISKAMING--COCHRANE,4,73,14,42,"New Liskeard",116, ,0,1,0,134,339,"New Liskeard Public School",20071010
092,TIMISKAMING--COCHRANE,0,46,10,17,"Temiskaming Shores",117s, ,0,0,0,73,169,"Northdale Manor",20071010
092,TIMISKAMING--COCHRANE,3,62,10,39,"New Liskeard",118, ,0,0,0,114,280,"New Liskeard Public School",20071010
092,TIMISKAMING--COCHRANE,0,26,2,25,"New Liskeard",119, ,0,0,0,53,138,"Riverside Place",20071010
092,TIMISKAMING--COCHRANE,3,56,20,51,"New Liskeard",120, ,0,0,0,130,288,"New Liskeard Public School",20071010
092,TIMISKAMING--COCHRANE,4,70,17,29,"New Liskeard",121, ,2,3,0,125,271,"New Liskeard Public School",20071010
092,TIMISKAMING--COCHRANE,2,115,14,40,"New Liskeard",122, ,0,0,0,171,379,"New Liskeard Public School",20071010
092,TIMISKAMING--COCHRANE,3,91,14,33,"New Liskeard",123A, ,2,0,0,143,249,"Dymond Township Hall",20071010
092,TIMISKAMING--COCHRANE,2,75,8,38,"New Liskeard",123B, ,0,0,0,123,307,"Dymond Township Hall",20071010
092,TIMISKAMING--COCHRANE,4,105,28,59,"New Liskeard",124, ,0,0,0,196,380,"Harris Township Hall",20071010
092,TIMISKAMING--COCHRANE,6,75,16,46,"Haileybury",125, ,0,0,0,143,342,"Northern College - Haileybury Campus",20071010
092,TIMISKAMING--COCHRANE,0,8,1,3,"New Liskeard",126s, ,0,0,0,12,19,"Temiskaming Hospital",20071010
092,TIMISKAMING--COCHRANE,9,107,41,55,"Temiskaming Shores",127, ,0,0,0,212,446,"English Catholic Central School",20071010
092,TIMISKAMING--COCHRANE,4,71,18,32,"New Liskeard",128, ,0,0,0,125,299,"Riverside Place",20071010
092,TIMISKAMING--COCHRANE,5,65,18,39,"Haileybury",129, ,3,1,0,131,274,"Haileybury Public School",20071010
092,TIMISKAMING--COCHRANE,6,62,14,57,"Haileybury",130, ,0,0,0,139,334,"Haileybury Public School",20071010
092,TIMISKAMING--COCHRANE,8,64,21,30,"Haileybury",131, ,1,0,0,124,293,"Northern College - Haileybury Campus",20071010
092,TIMISKAMING--COCHRANE,0,27,5,6,"Haileybury",132s, ,0,0,0,38,78,"Temiskaming Lodge",20071010
092,TIMISKAMING--COCHRANE,2,20,3,8,"Haileybury",133s, ,0,1,0,34,57,"Extendicare Tritown Nursing Home",20071010
092,TIMISKAMING--COCHRANE,7,101,28,37,"Haileybury",134, ,1,0,0,174,370,"Northern College - Haileybury Campus",20071010
092,TIMISKAMING--COCHRANE,1,121,32,67,"North Cobalt",135, ,0,0,0,221,525,"Senior Citizens Lounge",20071010
092,TIMISKAMING--COCHRANE,8,60,19,30,"Haileybury",136, ,0,0,0,117,258,"Northern College - Haileybury Campus",20071010
092,TIMISKAMING--COCHRANE,5,46,17,31,"Haileybury",137, ,2,0,0,101,282,"Haileybury Public School",20071010
092,TIMISKAMING--COCHRANE,4,60,34,83,"Hudson",138, ,0,0,0,181,314,"Hudson Township Community Hall",20071010
092,TIMISKAMING--COCHRANE,4,52,11,39,"North Cobalt",139, ,1,0,0,107,229,"Senior Citizens Lounge",20071010
092,TIMISKAMING--COCHRANE,2,88,29,80,"Cobalt",140, ,0,1,0,200,422,"Cobalt Public School",20071010
092,TIMISKAMING--COCHRANE,5,33,23,38,"Cobalt",141, ,1,0,0,100,264,"Cobalt Public School",20071010
092,TIMISKAMING--COCHRANE,0,58,20,47,"Cobalt",142, ,0,0,0,125,310,"St. Patrick Elementary School",20071010
092,TIMISKAMING--COCHRANE,3,46,22,83,"Latchford",143, ,0,0,0,154,296,"Latchford Community Recreation Centre",20071010
092,TIMISKAMING--COCHRANE,3,45,36,54,"Cobalt",144, ,1,0,0,139,261,"St. Patrick Elementary School",20071010
092,TIMISKAMING--COCHRANE,6,84,22,50,"North Cobalt",145, ,1,0,0,163,338,"Senior Citizens Lounge",20071010
092,TIMISKAMING--COCHRANE,4,49,28,17,"Temagami",146, ,0,0,0,98,247,"Welcome Centre",20071010
092,TIMISKAMING--COCHRANE,......................COMBINED WITH POLL 148 ....................,,,,"Temagami",147, ,,,,,,"Temagami Lake Association Building Group",20071010
092,TIMISKAMING--COCHRANE,2,13,6,8,"Temagami",148, ,0,0,0,29,70,"Temagami Lake Association Building Group",20071010
092,TIMISKAMING--COCHRANE,9,44,30,27,"Temagami",149, ,0,0,0,110,297,"Welcome Centre",20071010
092,TIMISKAMING--COCHRANE,1,2,2,5,"Capreol",150, ,0,0,0,10,17,"Capreol Community Centre",20071010
092,TIMISKAMING--COCHRANE,3,34,6,44,"Hagar",151, ,0,1,0,88,188,"Manitoulin - Sudbury EMS Ambulance Station",20071010
092,TIMISKAMING--COCHRANE,4,62,7,46,"River Valley",152, ,0,1,0,120,222,"Club D'Age D'Or",20071010
092,TIMISKAMING--COCHRANE,7,38,62,24,"Tilden Lake",153, ,0,0,0,131,223,"Tilden Lake Fire Hall",20071010
092,TIMISKAMING--COCHRANE,8,96,24,18,"Thorne",154, ,1,1,0,148,355,"École séparée Mariale",20071010
092,TIMISKAMING--COCHRANE,9,86,11,77,"Field",155, ,2,1,0,186,443,"Field Fire Hall",20071010
092,TIMISKAMING--COCHRANE,4,55,11,61,"Markstay",156, ,1,1,0,133,362,"Markstay Golden Age Club",20071010
092,TIMISKAMING--COCHRANE,8,39,22,78,"Markstay",157, ,1,1,1,150,331,"Markstay Golden Age Club",20071010
092,TIMISKAMING--COCHRANE,10,49,16,84,"Markstay",158, ,1,1,0,161,305,"Markstay Golden Age Club",20071010
092,TIMISKAMING--COCHRANE,5,38,10,26,"Warren",159, ,3,0,0,82,157,"Warren Golden Age Club",20071010
092,TIMISKAMING--COCHRANE,1,16,8,11,"Verner",160, ,1,0,0,37,79,"Club d'Amitie",20071010
092,TIMISKAMING--COCHRANE,0,54,15,36,"Field",161, ,2,0,0,107,266,"Field Fire Hall",20071010
092,TIMISKAMING--COCHRANE,2,34,19,33,"Field",162, ,2,0,0,90,181,"Club des Bons amis",20071010
092,TIMISKAMING--COCHRANE,7,68,26,97,"St-Charles",163, ,2,0,0,200,484,"St. Charles Community Centre",20071010
092,TIMISKAMING--COCHRANE,3,28,16,44,"Hagar",164, ,0,0,0,91,208,"Manitoulin - Sudbury EMS Ambulance Station",20071010
092,TIMISKAMING--COCHRANE,9,103,33,88,"Warren",165, ,8,0,0,241,417,"Warren Golden Age Club",20071010
092,TIMISKAMING--COCHRANE,11,82,19,46,"Verner",166, ,1,0,0,159,437,"Club d'Amitie",20071010
092,TIMISKAMING--COCHRANE,4,81,17,44,"Verner",167, ,0,0,0,146,323,"Club d'Amitie",20071010
092,TIMISKAMING--COCHRANE,7,127,13,58,"Verner",168, ,1,0,0,206,390,"Club d'Amitie",20071010
092,TIMISKAMING--COCHRANE,6,77,16,41,"Cache Bay",169, ,0,0,0,140,294,"Cache Bay Community Centre",20071010
092,TIMISKAMING--COCHRANE,6,38,7,34,"Cache Bay",170, ,0,0,0,85,124,"Cache Bay Community Centre",20071010
092,TIMISKAMING--COCHRANE,4,59,16,27,"Cache Bay",171, ,0,0,0,106,202,"Cache Bay Community Centre",20071010
092,TIMISKAMING--COCHRANE,3,59,11,39,"Sturgeon Falls",172, ,0,1,0,113,350,"Sturgeon Falls Complex",20071010
092,TIMISKAMING--COCHRANE,3,63,15,24,"Sturgeon Falls",173, ,0,1,0,106,284,"Sturgeon Falls Complex",20071010
092,TIMISKAMING--COCHRANE,1,63,17,30,"Sturgeon Falls",174, ,5,2,0,118,290,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,1,78,17,33,"Sturgeon Falls",175, ,0,1,1,131,331,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,4,44,9,21,"Sturgeon Falls",176, ,2,0,0,80,233,"École secondaire Franco-Cité",20071010
092,TIMISKAMING--COCHRANE,2,48,4,17,"Sturgeon Falls",177, ,0,0,0,71,268,"École secondaire Franco-Cité",20071010
092,TIMISKAMING--COCHRANE,8,78,22,34,"Sturgeon Falls",178, ,0,0,0,142,294,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,5,63,30,36,"Sturgeon Falls",179, ,0,0,0,134,372,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,3,73,19,24,"Sturgeon Falls",180, ,1,0,0,120,276,"École secondaire Franco-Cité",20071010
092,TIMISKAMING--COCHRANE,3,37,7,20,"Sturgeon Falls",181, ,1,0,0,68,246,"École secondaire Franco-Cité",20071010
092,TIMISKAMING--COCHRANE,0,49,5,26,"Sturgeon Falls",182, ,0,0,0,80,240,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,2,47,4,21,"Sturgeon Falls",183, ,0,0,0,74,224,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,2,65,16,27,"Sturgeon Falls",184, ,0,0,0,110,281,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,0,18,2,20,"Sturgeon Falls",185, ,0,0,0,40,117,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,5,133,7,24,"Sturgeon Falls",186s, ,0,3,0,172,337,"Au Chateau Home for the Aged",20071010
092,TIMISKAMING--COCHRANE,1,75,18,30,"Sturgeon Falls",187, ,2,0,0,126,333,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,1,58,10,32,"Sturgeon Falls",188, ,2,1,0,104,303,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,1,12,0,3,"Sturgeon Falls",189s, ,0,0,0,16,45,"West Nipissing General Hospital",20071010
092,TIMISKAMING--COCHRANE,4,32,8,23,"Sturgeon Falls",190, ,0,0,0,67,184,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,4,93,26,33,"Sturgeon Falls",191, ,0,0,0,156,307,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,4,42,17,21,"Sturgeon Falls",192, ,0,0,0,84,238,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,2,82,15,88,"St-Charles",193, ,0,1,0,188,355,"St. Charles Community Centre",20071010
092,TIMISKAMING--COCHRANE,7,118,36,69,"Lavigne",194, ,2,0,0,232,463,"Lavigne Community Centre",20071010
092,TIMISKAMING--COCHRANE,4,76,14,42,"Sturgeon Falls",195, ,2,1,0,139,349,"Sturgeon Falls Complex",20071010
092,TIMISKAMING--COCHRANE,1,74,18,28,"Sturgeon Falls",196, ,0,0,0,121,293,"École séparée La Résurrection",20071010
092,TIMISKAMING--COCHRANE,5,108,26,40,"Sturgeon Falls",197, ,0,1,0,180,501,"Our Lady of Sorrows Elementary School",20071010
092,TIMISKAMING--COCHRANE,4,16,4,6,"Lavigne",198, ,0,0,0,30,69,"Lavigne Community Centre",20071010
092,TIMISKAMING--COCHRANE,12,82,16,46,"Noelville",199, ,1,0,0,157,386,"École secondaire de la Rivière-des-Français",20071010
092,TIMISKAMING--COCHRANE,6,71,16,61,"Noelville",200, ,7,0,0,161,353,"École secondaire de la Rivière-des-Français",20071010
092,TIMISKAMING--COCHRANE,0,21,2,12,"Noelville",201, ,2,0,0,37,110,"École secondaire de la Rivière-des-Français",20071010
092,TIMISKAMING--COCHRANE,8,49,36,35,"Monetville",202, ,0,0,0,128,380,"Monetville Public School",20071010
092,TIMISKAMING--COCHRANE,7,63,22,60,"Noelville",203, ,1,0,0,153,287,"École secondaire de la Rivière-des-Français",20071010
092,TIMISKAMING--COCHRANE,49,913,321,471,"New Liskeard",Advanced Polls /  ADV001, ,5,4,0,1763,0,"Returning Office / Bureau du directeur du scrutin",20071010
092,TIMISKAMING--COCHRANE,17,242,55,187,"Cochrane",Advanced Polls /  ADV002, ,0,1,0,502,0,"Cochrane Satellite Office / Bureau satellite",20071010
