ED_CODE,ED_NAME,EVELEIGH,LAXTON,MORAN,MORISSETTE,MURRAY,NAQVI,RYAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
062,OTTAWA CENTRE,1,16,0,15,43,35,0,"Ottawa",022, ,0,0,0,110,186,"Elgin Street Public School",20071010
062,OTTAWA CENTRE,1,17,0,13,42,36,0,"Ottawa",023, ,1,0,0,110,238,"St. Theresa Parish",20071010
062,OTTAWA CENTRE,0,24,0,9,54,23,0,"Ottawa",024, ,0,0,0,110,205,"Jack Purcell Community Centre",20071010
062,OTTAWA CENTRE,1,16,0,22,49,43,2,"Ottawa",025, ,2,1,0,136,295,"Elgin Street Public School",20071010
062,OTTAWA CENTRE,0,27,1,26,46,61,0,"Ottawa",026, ,0,2,1,164,302,"St. Theresa Parish",20071010
062,OTTAWA CENTRE,0,33,0,20,59,43,1,"Ottawa",027, ,0,0,0,156,318,"Ottawa Police Headquarters",20071010
062,OTTAWA CENTRE,0,16,2,29,34,55,0,"Ottawa",028, ,0,0,0,136,234,"Ottawa Police Headquarters",20071010
062,OTTAWA CENTRE,0,11,0,28,32,46,0,"Ottawa",029, ,1,1,0,119,256,"Immaculata High School",20071010
062,OTTAWA CENTRE,0,18,0,53,20,48,0,"Ottawa",030, ,0,1,0,140,278,"Immaculata High School",20071010
062,OTTAWA CENTRE,0,8,0,30,35,60,0,"Ottawa",031, ,0,0,0,133,225,"Immaculata High School",20071010
062,OTTAWA CENTRE,0,35,1,31,58,37,1,"Ottawa",032, ,1,0,0,164,354,"Immaculata High School",20071010
062,OTTAWA CENTRE,1,8,1,23,20,35,0,"Ottawa",033, ,0,0,0,88,169,"Christ Church Cathedral",20071010
062,OTTAWA CENTRE,1,4,1,29,8,36,1,"Ottawa",034s, ,3,5,0,88,232,"St. Vincent Hospital",20071010
062,OTTAWA CENTRE,1,10,1,24,38,36,0,"Ottawa",035, ,1,0,0,111,213,"Centennial Public School",20071010
062,OTTAWA CENTRE,0,7,0,7,17,13,1,"Ottawa",036, ,0,0,0,45,96,"Christ Church Cathedral",20071010
062,OTTAWA CENTRE,1,19,0,23,62,44,0,"Ottawa",037, ,1,0,0,150,315,"Centennial Public School",20071010
062,OTTAWA CENTRE,2,11,1,17,35,32,2,"Ottawa",038, ,0,0,0,100,203,"Centennial Public School",20071010
062,OTTAWA CENTRE,1,19,0,13,38,31,0,"Ottawa",039, ,0,0,0,102,265,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,1,22,2,29,42,42,0,"Ottawa",040, ,0,1,0,139,284,"Centretown Community Health Centre",20071010
062,OTTAWA CENTRE,0,18,1,29,39,45,2,"Ottawa",041, ,0,0,0,134,289,"Centretown Community Health Centre",20071010
062,OTTAWA CENTRE,1,20,0,12,41,30,1,"Ottawa",042, ,0,0,0,105,247,"Centretown Community Health Centre",20071010
062,OTTAWA CENTRE,0,39,0,10,71,39,2,"Ottawa",043, ,0,0,0,161,331,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,1,15,1,9,73,45,1,"Ottawa",044, ,1,0,0,146,274,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,1,6,0,13,36,20,1,"Ottawa",045, ,0,0,0,77,202,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,0,11,0,14,38,31,0,"Ottawa",046, ,0,1,0,95,201,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,2,8,0,14,37,26,0,"Ottawa",047, ,0,0,0,87,192,"Dominion Chalmers United Church",20071010
062,OTTAWA CENTRE,0,4,0,2,38,24,0,"Ottawa",048, ,3,0,0,71,195,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,1,15,1,10,29,27,1,"Ottawa",049, ,0,0,0,84,206,"Jack Purcell Community Centre",20071010
062,OTTAWA CENTRE,1,2,1,18,7,9,1,"Ottawa",050s, ,1,1,0,41,52,"McLeod Retirement Home",20071010
062,OTTAWA CENTRE,1,8,0,14,41,32,0,"Ottawa",051, ,0,1,0,97,196,"Jack Purcell Community Centre",20071010
062,OTTAWA CENTRE,1,10,0,19,22,19,2,"Ottawa",052, ,0,0,0,73,199,"Jack Purcell Community Centre",20071010
062,OTTAWA CENTRE,0,18,0,14,43,36,0,"Ottawa",053, ,2,0,0,113,197,"Jack Purcell Community Centre",20071010
062,OTTAWA CENTRE,1,18,1,13,54,39,1,"Ottawa",054, ,2,2,0,131,377,"Glashan Public School",20071010
062,OTTAWA CENTRE,1,21,0,14,52,31,0,"Ottawa",055, ,1,0,0,120,250,"Ottawa Police Headquarters",20071010
062,OTTAWA CENTRE,1,18,0,13,61,53,0,"Ottawa",056, ,1,0,0,147,269,"Immaculata High School",20071010
062,OTTAWA CENTRE,1,0,0,1,7,49,0,"Ottawa",057s, ,0,0,0,58,79,"Soeurs du Sacré-Coeur de Jésus",20071010
062,OTTAWA CENTRE,2,13,2,41,28,49,0,"Ottawa",058, ,1,1,0,137,250,"St. Vladimir's Russian Residence",20071010
062,OTTAWA CENTRE,0,19,1,31,55,42,1,"Ottawa",059, ,0,0,0,149,263,"Dalhousie Community Centre",20071010
062,OTTAWA CENTRE,1,19,0,9,44,39,1,"Ottawa",060, ,0,0,0,113,244,"Dalhousie Community Centre",20071010
062,OTTAWA CENTRE,0,18,0,20,80,44,1,"Ottawa",061, ,0,1,0,164,292,"Dalhousie Community Centre",20071010
062,OTTAWA CENTRE,0,12,1,8,66,28,0,"Ottawa",062, ,0,0,0,115,225,"Dalhousie Community Centre",20071010
062,OTTAWA CENTRE,..........................NO POLL HELD........................,,,,,,,"Ottawa",063, ,0,0,0,0,0,"",20071010
062,OTTAWA CENTRE,0,10,0,9,46,37,1,"Ottawa",064, ,0,0,0,103,297,"Christ the Saviour Orthodox Church Hall",20071010
062,OTTAWA CENTRE,1,9,7,25,35,64,1,"Ottawa",065, ,2,0,1,145,231,"Christ the Saviour Orthodox Church Hall",20071010
062,OTTAWA CENTRE,0,17,3,13,17,24,0,"Ottawa",066, ,1,0,0,75,218,"Christ the Saviour Orthodox Church Hall",20071010
062,OTTAWA CENTRE,1,16,1,6,38,15,0,"Ottawa",067, ,0,3,0,80,236,"Christ the Saviour Orthodox Church Hall",20071010
062,OTTAWA CENTRE,1,14,0,5,36,23,0,"Ottawa",068, ,0,0,0,79,187,"Centennial Public School",20071010
062,OTTAWA CENTRE,0,23,1,14,41,22,2,"Ottawa",069, ,0,0,0,103,262,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,0,27,0,12,65,43,1,"Ottawa",070, ,1,0,0,149,311,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,0,25,1,10,74,62,3,"Ottawa",071, ,1,0,0,176,297,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,1,20,0,7,48,33,0,"Ottawa",072, ,0,1,0,110,259,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,1,14,0,6,51,28,1,"Ottawa",073, ,1,0,0,102,203,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,1,21,0,9,69,34,1,"Ottawa",074, ,1,0,0,136,212,"Glashan Public School",20071010
062,OTTAWA CENTRE,0,22,0,13,41,29,0,"Ottawa",075, ,0,0,1,106,268,"Glashan Public School",20071010
062,OTTAWA CENTRE,1,14,0,12,48,29,0,"Ottawa",076, ,1,1,0,106,269,"St. Barnabas Church (via Side Door)",20071010
062,OTTAWA CENTRE,0,20,0,10,34,45,0,"Ottawa",077, ,0,0,0,109,230,"Glashan Public School",20071010
062,OTTAWA CENTRE,0,20,0,21,30,32,0,"Ottawa",078, ,1,2,1,107,229,"First Avenue Public School",20071010
062,OTTAWA CENTRE,0,6,1,35,26,57,1,"Ottawa",079s, ,0,1,0,127,170,"The Palisades Retirement Residence",20071010
062,OTTAWA CENTRE,1,26,0,15,60,35,0,"Ottawa",080, ,0,0,0,137,248,"First Avenue Public School",20071010
062,OTTAWA CENTRE,0,21,0,16,46,50,0,"Ottawa",081, ,0,0,0,133,233,"First Avenue Public School",20071010
062,OTTAWA CENTRE,0,27,0,50,38,73,0,"Ottawa",082, ,0,0,0,188,325,"First Avenue Public School",20071010
062,OTTAWA CENTRE,0,25,2,32,44,52,0,"Ottawa",083, ,1,0,0,156,303,"Immaculata High School",20071010
062,OTTAWA CENTRE,..........................NO POLL HELD........................,,,,,,,"Ottawa",084, ,0,0,0,0,0,"",20071010
062,OTTAWA CENTRE,2,39,9,32,124,126,1,"Ottawa",085, ,0,0,0,333,472,"Saint Paul University/Université Saint-Paul",20071010
062,OTTAWA CENTRE,0,7,0,13,20,23,0,"Ottawa",086, ,0,0,0,63,199,"St. Vladimir's Russian Residence",20071010
062,OTTAWA CENTRE,0,14,2,6,36,38,0,"Ottawa",087, ,1,0,0,97,222,"St. Vladimir's Russian Residence",20071010
062,OTTAWA CENTRE,3,7,0,26,52,12,0,"Ottawa",088, ,0,0,0,100,194,"St. Vladimir's Russian Residence",20071010
062,OTTAWA CENTRE,2,22,1,38,42,22,1,"Ottawa",089, ,0,0,0,128,254,"Tom Brown Arena",20071010
062,OTTAWA CENTRE,1,22,1,12,23,35,0,"Ottawa",090, ,1,0,0,95,260,"Cambridge Street Community Public School",20071010
062,OTTAWA CENTRE,0,20,1,12,66,31,1,"Ottawa",091, ,0,2,0,133,236,"Christ the Saviour Orthodox Church Hall",20071010
062,OTTAWA CENTRE,0,10,0,12,38,14,0,"Ottawa",092, ,0,0,0,74,223,"Christ the Saviour Orthodox Church Hall",20071010
062,OTTAWA CENTRE,1,8,1,4,28,23,0,"Ottawa",093, ,0,0,0,65,184,"Cambridge Street Community Public School",20071010
062,OTTAWA CENTRE,3,10,0,13,34,34,0,"Ottawa",094, ,0,0,0,94,230,"Cambridge Street Community Public School",20071010
062,OTTAWA CENTRE,1,10,1,9,28,25,0,"Ottawa",095, ,1,0,0,75,212,"Cambridge Street Community Public School",20071010
062,OTTAWA CENTRE,4,10,2,13,42,29,0,"Ottawa",096, ,0,0,0,100,305,"Cambridge Street Community Public School",20071010
062,OTTAWA CENTRE,4,8,4,10,27,16,1,"Ottawa",097, ,0,0,0,70,208,"Bell Street United Church",20071010
062,OTTAWA CENTRE,1,11,1,8,41,34,0,"Ottawa",098, ,1,1,1,99,217,"Cambridge Street Community Public School",20071010
062,OTTAWA CENTRE,0,8,2,12,33,22,0,"Ottawa",099, ,0,0,0,77,89,"Bell Street United Church",20071010
062,OTTAWA CENTRE,1,19,1,17,38,26,0,"Ottawa",100, ,0,2,1,105,202,"Bell Street United Church",20071010
062,OTTAWA CENTRE,0,18,0,16,57,47,1,"Ottawa",101, ,0,0,0,139,285,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,0,30,0,22,60,34,0,"Ottawa",102, ,0,0,0,146,281,"McNabb Community Centre",20071010
062,OTTAWA CENTRE,1,28,0,24,54,74,0,"Ottawa",103, ,4,0,0,185,326,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,1,16,0,7,27,16,0,"Ottawa",104, ,0,0,0,67,325,"Glashan Public School",20071010
062,OTTAWA CENTRE,0,24,1,36,39,66,2,"Ottawa",105, ,0,0,0,168,311,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,0,0,1,4,6,2,0,"Ottawa",106s, ,1,0,0,14,16,"Watford House",20071010
062,OTTAWA CENTRE,2,21,0,22,36,51,0,"Ottawa",107, ,0,0,0,132,256,"Glebe Community Centre",20071010
062,OTTAWA CENTRE,0,15,2,31,60,31,2,"Ottawa",108, ,0,1,0,142,277,"Glebe Community Centre",20071010
062,OTTAWA CENTRE,0,32,5,28,52,52,0,"Ottawa",109, ,1,0,0,170,304,"First Avenue Public School",20071010
062,OTTAWA CENTRE,0,21,1,21,55,51,2,"Ottawa",110, ,0,0,0,151,264,"St. Giles Presbyterian Church",20071010
062,OTTAWA CENTRE,1,13,0,28,59,64,0,"Ottawa",111, ,1,0,0,166,314,"First Avenue Public School",20071010
062,OTTAWA CENTRE,0,27,4,28,45,56,1,"Ottawa",112, ,0,2,0,163,309,"Immaculata High School",20071010
062,OTTAWA CENTRE,3,30,2,19,77,62,0,"Ottawa",113, ,0,0,0,193,356,"Immaculata High School",20071010
062,OTTAWA CENTRE,0,33,4,25,94,77,1,"Ottawa",114, ,0,0,0,234,348,"Saint Paul University/Université Saint-Paul",20071010
062,OTTAWA CENTRE,1,30,4,65,80,98,0,"Ottawa",115, ,0,0,0,278,411,"St. George Catholic School",20071010
062,OTTAWA CENTRE,1,10,0,22,24,27,0,"Ottawa",116, ,0,1,0,85,220,"St. Vladimir's Russian Residence",20071010
062,OTTAWA CENTRE,1,20,2,10,54,33,0,"Ottawa",117, ,1,0,0,121,249,"Hintonburg Community Centre",20071010
062,OTTAWA CENTRE,0,5,0,25,58,25,1,"Ottawa",118, ,1,0,1,116,276,"Tom Brown Arena",20071010
062,OTTAWA CENTRE,0,14,1,15,34,30,0,"Ottawa",119, ,0,0,0,94,247,"Tom Brown Arena",20071010
062,OTTAWA CENTRE,0,15,6,18,50,36,0,"Ottawa",120, ,0,0,0,125,248,"Hintonburg Community Centre",20071010
062,OTTAWA CENTRE,3,8,0,12,36,49,0,"Ottawa",121, ,2,0,0,110,276,"Devonshire Community Public School",20071010
062,OTTAWA CENTRE,1,10,3,17,56,28,0,"Ottawa",122, ,0,1,0,116,253,"Devonshire Community Public School",20071010
062,OTTAWA CENTRE,0,22,3,26,53,46,3,"Ottawa",123, ,3,1,0,157,277,"Devonshire Community Public School",20071010
062,OTTAWA CENTRE,1,7,5,16,42,24,0,"Ottawa",124, ,1,0,0,96,217,"Devonshire Community Public School",20071010
062,OTTAWA CENTRE,2,7,2,11,25,25,2,"Ottawa",125, ,0,0,0,74,255,"Bell Street United Church",20071010
062,OTTAWA CENTRE,2,13,1,23,38,26,1,"Ottawa",126, ,0,0,0,104,242,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,0,14,0,18,38,27,1,"Ottawa",127, ,0,0,0,98,283,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,0,30,1,43,63,68,0,"Ottawa",128, ,1,0,0,206,397,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,0,24,0,44,49,55,1,"Ottawa",129, ,1,1,0,175,322,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,1,27,2,31,40,56,1,"Ottawa",130, ,0,0,0,158,302,"Glebe Community Centre",20071010
062,OTTAWA CENTRE,1,0,3,5,5,8,2,"Ottawa",131s, ,0,0,0,24,24,"Gleneview Residence",20071010
062,OTTAWA CENTRE,0,0,1,4,10,3,1,"Ottawa",132s, ,2,3,0,24,33,"Steff Kim Lodge",20071010
062,OTTAWA CENTRE,1,21,2,19,65,73,1,"Ottawa",133, ,1,2,1,186,306,"Corpus Christi School (via Third Avenue)",20071010
062,OTTAWA CENTRE,2,27,0,21,76,54,0,"Ottawa",134, ,0,0,0,180,343,"Corpus Christi School (via Third Avenue)",20071010
062,OTTAWA CENTRE,0,20,4,26,44,49,0,"Ottawa",135, ,1,1,0,145,270,"St. Giles Presbyterian Church",20071010
062,OTTAWA CENTRE,2,20,1,13,50,64,0,"Ottawa",136, ,1,0,0,151,285,"St. Giles Presbyterian Church",20071010
062,OTTAWA CENTRE,0,18,0,21,58,41,1,"Ottawa",137, ,0,0,0,139,271,"St. Giles Presbyterian Church",20071010
062,OTTAWA CENTRE,1,26,0,18,54,51,1,"Ottawa",138, ,0,0,0,151,294,"First Avenue Public School",20071010
062,OTTAWA CENTRE,1,23,4,35,49,88,0,"Ottawa",139, ,0,1,0,201,336,"Saint Paul University/Université Saint-Paul",20071010
062,OTTAWA CENTRE,0,18,1,37,61,65,0,"Ottawa",140, ,0,0,0,182,332,"Saint Paul University/Université Saint-Paul",20071010
062,OTTAWA CENTRE,0,22,1,58,56,86,0,"Ottawa",141, ,0,0,0,223,362,"Saint Paul University/Université Saint-Paul",20071010
062,OTTAWA CENTRE,1,22,1,47,53,40,2,"Ottawa",142, ,0,1,2,169,325,"Centre Jules Leger",20071010
062,OTTAWA CENTRE,0,23,2,30,68,46,0,"Ottawa",143, ,0,0,0,169,299,"Holland Cross Board Room",20071010
062,OTTAWA CENTRE,1,27,0,76,113,111,1,"Ottawa",144, ,0,0,2,331,584,"Holland Cross Board Room",20071010
062,OTTAWA CENTRE,0,11,0,28,41,37,0,"Ottawa",145, ,1,1,0,119,281,"Holland Cross Board Room",20071010
062,OTTAWA CENTRE,1,21,2,25,57,37,0,"Ottawa",146, ,1,0,1,145,286,"Connaught Public School",20071010
062,OTTAWA CENTRE,2,8,2,24,42,37,0,"Ottawa",147, ,0,2,0,117,275,"Connaught Public School",20071010
062,OTTAWA CENTRE,0,1,0,12,11,7,2,"Ottawa",149s, ,1,1,0,35,46,"Salvation Army Ottawa Grace Manor",20071010
062,OTTAWA CENTRE,1,1,1,5,3,2,1,"Ottawa",150s, ,0,0,1,15,17,"Rosemount Centre for Seniors",20071010
062,OTTAWA CENTRE,0,17,3,28,57,36,1,"Ottawa",151, ,0,0,0,142,286,"Hintonburg Community Centre",20071010
062,OTTAWA CENTRE,1,19,3,16,49,31,1,"Ottawa",152, ,0,0,0,120,227,"Hintonburg Community Centre",20071010
062,OTTAWA CENTRE,0,25,4,22,66,33,1,"Ottawa",153, ,0,0,0,151,321,"Connaught Public School",20071010
062,OTTAWA CENTRE,2,16,3,29,60,38,0,"Ottawa",154, ,0,0,0,148,300,"Devonshire Community Public School",20071010
062,OTTAWA CENTRE,1,28,13,55,55,80,1,"Ottawa",155, ,0,0,0,233,392,"St. Mary Catholic School",20071010
062,OTTAWA CENTRE,0,14,7,21,43,56,0,"Ottawa",156, ,3,2,0,146,296,"St. Mary Catholic School",20071010
062,OTTAWA CENTRE,0,29,0,23,35,54,0,"Ottawa",157, ,0,0,0,141,361,"German Evangelical Martin Luther Church",20071010
062,OTTAWA CENTRE,0,16,5,17,25,43,0,"Ottawa",158, ,0,1,0,107,236,"German Evangelical Martin Luther Church",20071010
062,OTTAWA CENTRE,0,15,0,21,31,50,1,"Ottawa",159, ,0,0,0,118,291,"German Evangelical Martin Luther Church",20071010
062,OTTAWA CENTRE,0,11,3,29,31,35,0,"Ottawa",160, ,0,0,0,109,270,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,1,33,1,33,59,72,0,"Ottawa",161, ,0,1,0,200,345,"Corpus Christi School (via Third Avenue)",20071010
062,OTTAWA CENTRE,0,18,2,19,54,56,1,"Ottawa",162, ,0,1,0,151,288,"Mutchmor Public School",20071010
062,OTTAWA CENTRE,0,31,2,20,75,50,0,"Ottawa",163, ,1,1,0,180,323,"Mutchmor Public School",20071010
062,OTTAWA CENTRE,1,25,6,14,85,57,0,"Ottawa",164, ,0,1,0,189,355,"Mutchmor Public School",20071010
062,OTTAWA CENTRE,5,22,0,17,67,41,2,"Ottawa",165, ,1,0,0,155,286,"Mutchmor Public School",20071010
062,OTTAWA CENTRE,1,1,1,13,11,22,0,"Ottawa",167s, ,0,0,0,49,104,"The Glebe Centre Incorporated",20071010
062,OTTAWA CENTRE,0,53,3,29,98,87,0,"Ottawa",168, ,0,1,0,271,432,"Saint Margaret Mary's Church",20071010
062,OTTAWA CENTRE,2,20,0,41,32,84,0,"Ottawa",169, ,0,0,0,179,316,"Centre Jules Leger",20071010
062,OTTAWA CENTRE,2,37,0,64,70,80,1,"Ottawa",170, ,0,0,0,254,379,"St. George Catholic School",20071010
062,OTTAWA CENTRE,0,24,2,41,73,40,0,"Ottawa",171, ,0,0,0,180,281,"St. George's Roman Catholic Church",20071010
062,OTTAWA CENTRE,1,28,2,31,75,56,0,"Ottawa",172, ,2,1,0,196,341,"St. George's Roman Catholic Church",20071010
062,OTTAWA CENTRE,0,22,2,25,59,49,0,"Ottawa",173, ,0,1,0,158,263,"Holland Cross Board Room",20071010
062,OTTAWA CENTRE,1,17,0,32,78,60,2,"Ottawa",174, ,1,0,0,191,309,"St. George's Roman Catholic Church",20071010
062,OTTAWA CENTRE,0,33,2,21,67,45,0,"Ottawa",175, ,0,0,0,168,280,"Fisher Park Public School",20071010
062,OTTAWA CENTRE,1,29,1,30,55,66,0,"Ottawa",176, ,0,0,0,182,324,"Fisher Park Public School",20071010
062,OTTAWA CENTRE,0,18,3,29,50,28,1,"Ottawa",177, ,1,0,0,130,266,"Connaught Public School",20071010
062,OTTAWA CENTRE,1,13,3,18,61,42,0,"Ottawa",178, ,1,0,0,139,292,"Connaught Public School",20071010
062,OTTAWA CENTRE,1,31,3,53,54,91,0,"Ottawa",179, ,0,0,0,233,372,"St. Matthias Anglican Church",20071010
062,OTTAWA CENTRE,0,30,1,51,74,82,1,"Ottawa",180, ,0,0,0,239,369,"St. Mary Catholic School",20071010
062,OTTAWA CENTRE,2,14,5,34,64,40,0,"Ottawa",181, ,0,0,0,159,283,"St. Mary Catholic School",20071010
062,OTTAWA CENTRE,0,17,2,64,33,63,0,"Ottawa",182, ,0,0,0,179,312,"St. Mary Catholic School",20071010
062,OTTAWA CENTRE,0,20,2,43,42,73,0,"Ottawa",183, ,0,0,0,180,317,"Glebe Collegiate Institute",20071010
062,OTTAWA CENTRE,0,23,1,27,94,70,0,"Ottawa",184, ,1,0,0,216,352,"Mutchmor Public School",20071010
062,OTTAWA CENTRE,2,25,1,36,53,80,2,"Ottawa",185, ,1,0,0,200,354,"Mutchmor Public School",20071010
062,OTTAWA CENTRE,0,5,1,22,15,21,0,"Ottawa",186s, ,1,2,1,68,97,"Colonel By Retirement Residence",20071010
062,OTTAWA CENTRE,0,42,0,24,53,56,0,"Ottawa",187, ,1,0,0,176,313,"Hopewell Public School",20071010
062,OTTAWA CENTRE,1,28,2,33,62,56,1,"Ottawa",188, ,0,0,0,183,304,"Saint Margaret Mary's Church",20071010
062,OTTAWA CENTRE,0,32,1,28,95,60,2,"Ottawa",189, ,0,0,0,218,354,"Saint Margaret Mary's Church",20071010
062,OTTAWA CENTRE,0,34,0,22,91,64,2,"Ottawa",190, ,0,0,0,213,333,"Saint Margaret Mary's Church",20071010
062,OTTAWA CENTRE,0,20,1,33,49,59,0,"Ottawa",191, ,0,0,0,162,330,"Centre Jules Leger",20071010
062,OTTAWA CENTRE,1,8,0,19,32,56,0,"Ottawa",192, ,1,1,0,118,305,"Centre Jules Leger",20071010
062,OTTAWA CENTRE,1,23,0,36,43,61,0,"Ottawa",194, ,0,3,0,167,309,"Westboro Legion Hall #480",20071010
062,OTTAWA CENTRE,0,34,4,49,74,77,1,"Ottawa",195, ,1,0,0,240,378,"St. George's Roman Catholic Church",20071010
062,OTTAWA CENTRE,1,38,0,51,69,76,0,"Ottawa",196, ,2,0,0,237,377,"Elmdale Public School (via Java Street)",20071010
062,OTTAWA CENTRE,0,18,0,27,83,63,0,"Ottawa",197, ,0,1,0,192,291,"Elmdale Public School (via Java Street)",20071010
062,OTTAWA CENTRE,0,27,3,49,63,75,0,"Ottawa",198, ,0,0,0,217,349,"St. Matthias Anglican Church",20071010
062,OTTAWA CENTRE,2,23,2,71,59,96,3,"Ottawa",199, ,0,0,0,256,431,"St. Matthias Anglican Church",20071010
062,OTTAWA CENTRE,0,29,0,38,72,52,2,"Ottawa",200, ,0,0,0,193,326,"Brewer Park Centennial Pool",20071010
062,OTTAWA CENTRE,0,29,0,43,61,51,0,"Ottawa",201, ,0,1,1,186,313,"Brewer Park Centennial Pool",20071010
062,OTTAWA CENTRE,1,47,0,30,73,59,1,"Ottawa",202, ,0,0,0,211,363,"Hopewell Public School",20071010
062,OTTAWA CENTRE,0,36,0,16,89,52,0,"Ottawa",203, ,0,0,0,193,346,"Hopewell Public School",20071010
062,OTTAWA CENTRE,1,37,0,34,75,61,0,"Ottawa",204, ,1,0,0,209,362,"Hopewell Public School",20071010
062,OTTAWA CENTRE,0,34,2,22,51,55,0,"Ottawa",206, ,0,0,0,164,300,"Trinity Anglican Church (via Cameron Street)",20071010
062,OTTAWA CENTRE,0,11,0,19,46,28,0,"Ottawa",207, ,0,0,0,104,231,"Saint Margaret Mary's Church",20071010
062,OTTAWA CENTRE,1,20,1,41,44,64,0,"Ottawa",208, ,0,0,0,171,288,"Westboro Legion Hall #480",20071010
062,OTTAWA CENTRE,0,15,0,46,49,44,0,"Ottawa",209, ,2,1,0,157,278,"Westboro Legion Hall #480",20071010
062,OTTAWA CENTRE,1,20,2,29,49,31,0,"Ottawa",210, ,0,1,0,133,276,"Westboro Legion Hall #480",20071010
