ED_CODE,ED_NAME,ERVIN,FIFE,GREENWOOD-SPEERS,REITZEL,WITMER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
039,KITCHENER--WATERLOO,73,28,9,5,129,"Waterloo",024, ,0,0,0,244,417,"Lexington Public School",20071010
039,KITCHENER--WATERLOO,80,19,11,4,129,"Waterloo",025, ,0,0,0,243,411,"Lexington Public School",20071010
039,KITCHENER--WATERLOO,57,16,16,1,80,"Waterloo",026, ,0,0,0,170,341,"St. Matthew Separate School",20071010
039,KITCHENER--WATERLOO,48,23,18,0,112,"Waterloo",027, ,1,0,0,202,415,"St. Matthew Separate School",20071010
039,KITCHENER--WATERLOO,52,9,17,3,84,"Waterloo",028, ,0,0,0,165,405,"St. Matthew Separate School",20071010
039,KITCHENER--WATERLOO,68,16,8,3,109,"Waterloo",029, ,0,1,0,205,387,"Trinity Evangelical Missionary Church",20071010
039,KITCHENER--WATERLOO,64,30,16,1,99,"Waterloo",030, ,0,0,0,210,374,"Trinity Evangelical Missionary Church",20071010
039,KITCHENER--WATERLOO,64,24,17,2,136,"Waterloo",031, ,1,0,0,244,412,"Northlake Woods Public School",20071010
039,KITCHENER--WATERLOO,51,49,24,3,101,"Waterloo",032, ,1,0,0,229,401,"Northlake Woods Public School",20071010
039,KITCHENER--WATERLOO,88,32,16,2,120,"Waterloo",033, ,0,0,0,258,499,"Christian Fellowship Church",20071010
039,KITCHENER--WATERLOO,67,27,15,0,99,"Waterloo",034, ,0,0,0,208,390,"Christian Fellowship Church",20071010
039,KITCHENER--WATERLOO,51,32,13,2,91,"Waterloo",035, ,0,0,0,189,383,"Christian Fellowship Church",20071010
039,KITCHENER--WATERLOO,11,14,3,0,14,"Waterloo",036, ,2,0,0,44,193,"Christian Fellowship Church",20071010
039,KITCHENER--WATERLOO,22,34,14,3,33,"Waterloo",037, ,1,0,0,107,300,"Albert McCormick Arena",20071010
039,KITCHENER--WATERLOO,21,12,6,0,17,"Waterloo",038, ,0,0,0,56,225,"Christ Lutheran Church",20071010
039,KITCHENER--WATERLOO,38,37,11,4,34,"Waterloo",039, ,1,0,0,125,285,"Christ Lutheran Church",20071010
039,KITCHENER--WATERLOO,64,46,9,5,119,"Waterloo",040, ,0,0,0,243,433,"Christ Lutheran Church",20071010
039,KITCHENER--WATERLOO,81,21,7,1,108,"Waterloo",041, ,0,1,0,219,410,"Christ Lutheran Church",20071010
039,KITCHENER--WATERLOO,9,4,0,1,17,"Waterloo",042s, ,1,0,0,32,118,"Pinehaven Nursing Home",20071010
039,KITCHENER--WATERLOO,73,26,27,3,129,"Waterloo",043, ,0,0,0,258,431,"Christ Lutheran Church",20071010
039,KITCHENER--WATERLOO,36,25,17,1,51,"Waterloo",044, ,0,1,2,133,296,"Sandowne Public School",20071010
039,KITCHENER--WATERLOO,57,34,28,2,98,"Waterloo",045, ,0,0,0,219,340,"Sandowne Public School",20071010
039,KITCHENER--WATERLOO,33,23,6,2,27,"Waterloo",046, ,0,0,0,91,218,"Sandowne Public School",20071010
039,KITCHENER--WATERLOO,51,32,14,0,89,"Waterloo",047, ,2,0,0,188,341,"Sandowne Public School",20071010
039,KITCHENER--WATERLOO,59,21,10,0,74,"Waterloo",048, ,0,1,0,165,395,"St. Matthew Separate School",20071010
039,KITCHENER--WATERLOO,106,26,19,1,125,"Waterloo",049, ,0,0,0,277,462,"St. Matthew Separate School",20071010
039,KITCHENER--WATERLOO,46,27,17,0,70,"Waterloo",050, ,1,0,0,161,315,"St. Matthew Separate School",20071010
039,KITCHENER--WATERLOO,57,21,12,4,114,"Waterloo",051, ,2,0,1,211,352,"Trinity Evangelical Missionary Church",20071010
039,KITCHENER--WATERLOO,59,61,21,0,76,"Waterloo",052, ,0,1,1,219,453,"Trinity Evangelical Missionary Church",20071010
039,KITCHENER--WATERLOO,51,25,15,0,96,"Waterloo",053, ,1,0,0,188,425,"N.A. MacEachern Public School",20071010
039,KITCHENER--WATERLOO,52,24,19,3,114,"Waterloo",054, ,0,0,0,212,460,"N.A. MacEachern Public School",20071010
039,KITCHENER--WATERLOO,53,51,25,4,103,"Waterloo",055, ,0,0,0,236,453,"N.A. MacEachern Public School",20071010
039,KITCHENER--WATERLOO,29,23,22,3,59,"Waterloo",056, ,1,0,0,137,311,"N.A. MacEachern Public School",20071010
039,KITCHENER--WATERLOO,72,29,21,2,95,"Waterloo",057, ,1,0,0,220,399,"Cedarbrae Public School",20071010
039,KITCHENER--WATERLOO,76,34,19,5,99,"Waterloo",058, ,2,0,0,235,378,"Cedarbrae Public School",20071010
039,KITCHENER--WATERLOO,40,30,9,0,19,"Waterloo",059, ,0,0,0,98,273,"Cedarbrae Public School",20071010
039,KITCHENER--WATERLOO,34,19,7,1,50,"Waterloo",060, ,1,0,0,112,245,"Cedarbrae Public School",20071010
039,KITCHENER--WATERLOO,25,22,14,0,22,"Waterloo",061, ,0,0,0,83,261,"Winston Churchill Public School",20071010
039,KITCHENER--WATERLOO,25,12,10,0,16,"Waterloo",062, ,0,0,2,65,166,"Winston Churchill Public School",20071010
039,KITCHENER--WATERLOO,59,45,20,2,64,"Waterloo",063, ,1,0,0,191,373,"Winston Churchill Public School",20071010
039,KITCHENER--WATERLOO,42,14,12,1,69,"Waterloo",064, ,1,2,1,142,296,"Club Willowells",20071010
039,KITCHENER--WATERLOO,40,10,11,3,67,"Waterloo",065, ,0,0,0,131,295,"Club Willowells",20071010
039,KITCHENER--WATERLOO,59,30,15,3,109,"Waterloo",066, ,0,0,0,216,346,"Sandowne Public School",20071010
039,KITCHENER--WATERLOO,74,33,20,6,92,"Waterloo",067, ,0,1,0,226,347,"Sandowne Public School",20071010
039,KITCHENER--WATERLOO,42,33,12,1,66,"Kitchener",068, ,0,0,0,154,319,"Bridgeport Public School",20071010
039,KITCHENER--WATERLOO,55,23,9,1,69,"Kitchener",069, ,0,0,0,157,369,"Bridgeport Public School",20071010
039,KITCHENER--WATERLOO,49,19,14,1,71,"Kitchener",070, ,0,0,0,154,320,"Bridgeport Public School",20071010
039,KITCHENER--WATERLOO,37,31,14,1,61,"Kitchener",071, ,0,0,1,145,312,"Bridgeport Public School",20071010
039,KITCHENER--WATERLOO,1,1,0,0,1,"Kitchener",072s, ,0,0,0,3,4,"Bridgeport Terrace Gardens",20071010
039,KITCHENER--WATERLOO,26,28,20,3,74,"Kitchener",073, ,1,0,0,152,351,"Bridgeport Public School",20071010
039,KITCHENER--WATERLOO,30,11,5,1,52,"Waterloo",074, ,0,0,0,99,173,"Trinity Evangelical Missionary Church",20071010
039,KITCHENER--WATERLOO,78,60,29,4,103,"Waterloo",075, ,1,1,0,276,590,"Trinity Evangelical Missionary Church",20071010
039,KITCHENER--WATERLOO,53,26,20,2,95,"Waterloo",076, ,0,0,0,196,364,"Albert McCormick Arena",20071010
039,KITCHENER--WATERLOO,59,34,27,3,117,"Waterloo",077, ,0,0,0,240,404,"Albert McCormick Arena",20071010
039,KITCHENER--WATERLOO,26,20,23,1,33,"Waterloo",078, ,0,1,2,106,425,"Albert McCormick Arena",20071010
039,KITCHENER--WATERLOO,19,15,12,0,14,"Waterloo",079, ,1,0,0,61,184,"Winston Churchill Public School",20071010
039,KITCHENER--WATERLOO,28,22,11,2,20,"Waterloo",080, ,0,0,0,83,278,"St. David Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,10,32,11,0,32,"Waterloo",081, ,0,0,1,86,231,"St. David Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,26,37,11,1,26,"Waterloo",082, ,0,0,0,101,267,"St. David Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,47,39,22,5,50,"Waterloo",083, ,2,0,0,165,401,"St. David Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,23,30,19,0,26,"Waterloo",084, ,0,0,0,98,260,"St. David Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,28,36,15,2,68,"Waterloo",085, ,0,0,0,149,282,"Lincoln Heights Missionary Evangelical Church",20071010
039,KITCHENER--WATERLOO,43,28,6,0,97,"Waterloo",086, ,0,0,0,174,313,"Lincoln Heights Missionary Evangelical Church",20071010
039,KITCHENER--WATERLOO,59,61,20,6,96,"Waterloo",087, ,1,0,0,243,581,"Lincoln Heights Missionary Evangelical Church",20071010
039,KITCHENER--WATERLOO,59,30,20,9,80,"Kitchener",088, ,0,1,0,199,410,"St. Peter & Paul Greek Orthodox Church",20071010
039,KITCHENER--WATERLOO,24,37,9,1,53,"Kitchener",089, ,2,0,0,126,302,"Bridgeport Community Centre",20071010
039,KITCHENER--WATERLOO,32,43,12,1,48,"Kitchener",090, ,0,0,0,136,295,"Bridgeport Community Centre",20071010
039,KITCHENER--WATERLOO,..........................NO POLL HELD........................,,,,,"Waterloo",091, ,0,0,0,0,0,"",20071010
039,KITCHENER--WATERLOO,32,19,17,0,16,"Waterloo",092, ,1,1,0,86,307,"University of Waterloo - Beck Hall",20071010
039,KITCHENER--WATERLOO,112,87,49,0,54,"Waterloo",093, ,2,5,0,309,379,"University of Waterloo - Beck Hall",20071010
039,KITCHENER--WATERLOO,......................COMBINED WITH POLL 093 ....................,,,,,"Waterloo",094, ,,,,,,"Wilfrid Laurier - Bricker Residence",20071010
039,KITCHENER--WATERLOO,56,50,32,1,44,"Waterloo",095, ,0,1,0,184,350,"Wilfrid Laurier - Bricker Residence",20071010
039,KITCHENER--WATERLOO,36,30,23,0,26,"Waterloo",096, ,2,0,0,117,292,"Wilfrid Laurier - Bricker Residence",20071010
039,KITCHENER--WATERLOO,47,56,25,1,33,"Waterloo",097, ,0,1,0,163,172,"Wilfrid Laurier - Bricker Residence",20071010
039,KITCHENER--WATERLOO,67,63,30,1,47,"Waterloo",098, ,0,0,0,208,255,"Wilfrid Laurier - Bricker Residence",20071010
039,KITCHENER--WATERLOO,17,26,15,0,14,"Waterloo",099, ,0,2,0,74,155,"Lincoln Heights Public School",20071010
039,KITCHENER--WATERLOO,47,48,13,0,65,"Waterloo",100, ,0,0,0,173,347,"Lincoln Heights Public School",20071010
039,KITCHENER--WATERLOO,48,36,26,0,94,"Waterloo",101, ,0,0,1,205,367,"Lincoln Heights Public School",20071010
039,KITCHENER--WATERLOO,71,39,13,5,103,"Waterloo",102, ,0,2,0,233,383,"Lincoln Heights Public School",20071010
039,KITCHENER--WATERLOO,82,39,15,4,112,"Waterloo",103, ,2,0,0,254,432,"St. Agnes Separate School",20071010
039,KITCHENER--WATERLOO,40,47,12,6,54,"Waterloo",104, ,0,0,0,159,358,"St. Agnes Separate School",20071010
039,KITCHENER--WATERLOO,40,34,12,3,59,"Kitchener",105, ,0,0,0,148,350,"Bridgeport Community Centre",20071010
039,KITCHENER--WATERLOO,33,38,5,0,60,"Kitchener",106, ,1,0,0,137,322,"Bridgeport Community Centre",20071010
039,KITCHENER--WATERLOO,39,12,8,5,46,"Kitchener",107, ,0,0,0,110,319,"Bridgeport Community Centre",20071010
039,KITCHENER--WATERLOO,31,9,12,4,49,"Waterloo",108, ,1,0,0,106,234,"Sir John A. Macdonald Secondary School",20071010
039,KITCHENER--WATERLOO,33,15,4,0,33,"Waterloo",109, ,0,0,0,85,169,"Sir John A. Macdonald Secondary School",20071010
039,KITCHENER--WATERLOO,83,13,8,0,100,"Waterloo",110, ,0,0,0,204,400,"Sir John A. Macdonald Secondary School",20071010
039,KITCHENER--WATERLOO,79,26,20,3,83,"Waterloo",111, ,2,0,0,213,406,"St. Nicholas Separate School",20071010
039,KITCHENER--WATERLOO,97,50,39,2,76,"Waterloo",112, ,0,0,0,264,580,"St. Nicholas Separate School",20071010
039,KITCHENER--WATERLOO,60,27,23,0,18,"Waterloo",113, ,0,3,0,131,356,"University of Waterloo - Beck Hall",20071010
039,KITCHENER--WATERLOO,194,122,91,4,119,"Waterloo",114, ,1,2,1,534,570,"Fred Nichols Campus Centre",20071010
039,KITCHENER--WATERLOO,30,38,22,1,13,"Waterloo",115, ,0,0,0,104,392,"Waterloo Public Library",20071010
039,KITCHENER--WATERLOO,54,76,31,1,34,"Waterloo",116, ,0,0,0,196,386,"Waterloo Public Library",20071010
039,KITCHENER--WATERLOO,41,39,12,0,47,"Waterloo",117, ,0,0,1,140,408,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,46,45,20,2,35,"Waterloo",118, ,0,0,0,148,353,"Church of the Holy Saviour",20071010
039,KITCHENER--WATERLOO,40,25,20,3,50,"Waterloo",119, ,0,1,0,139,316,"St. Agnes Separate School",20071010
039,KITCHENER--WATERLOO,50,35,10,3,96,"Waterloo",120, ,0,3,0,197,353,"St. Agnes Separate School",20071010
039,KITCHENER--WATERLOO,75,53,27,3,98,"Waterloo",121, ,2,1,0,259,349,"Parkminster United Church",20071010
039,KITCHENER--WATERLOO,40,41,20,2,80,"Waterloo",122, ,0,1,0,184,367,"Parkminster United Church",20071010
039,KITCHENER--WATERLOO,......................COMBINED WITH POLL 121 ....................,,,,,"Waterloo",123s, ,,,,,,"Senior Citizens Apartments",20071010
039,KITCHENER--WATERLOO,48,39,19,13,78,"Kitchener",124, ,1,1,0,199,344,"Prueter Public School",20071010
039,KITCHENER--WATERLOO,24,27,10,5,23,"Kitchener",125, ,0,0,0,89,241,"St. Peter & Paul Greek Orthodox Church",20071010
039,KITCHENER--WATERLOO,20,25,4,6,34,"Kitchener",126, ,0,0,0,89,238,"St. Peter & Paul Greek Orthodox Church",20071010
039,KITCHENER--WATERLOO,41,17,12,1,42,"Waterloo",127, ,0,0,0,113,249,"Sir John A. Macdonald Secondary School",20071010
039,KITCHENER--WATERLOO,48,13,11,1,40,"Waterloo",128, ,1,0,0,114,315,"Sir John A. Macdonald Secondary School",20071010
039,KITCHENER--WATERLOO,45,19,23,1,34,"Waterloo",129, ,0,0,0,122,290,"Sir John A. Macdonald Secondary School",20071010
039,KITCHENER--WATERLOO,28,5,3,3,48,"Waterloo",130, ,0,0,0,87,116,"The Court at Laurelwood",20071010
039,KITCHENER--WATERLOO,61,30,5,1,98,"Waterloo",131, ,0,0,0,195,368,"St. Nicholas Separate School",20071010
039,KITCHENER--WATERLOO,68,19,16,2,108,"Waterloo",132, ,0,0,3,216,428,"St. Nicholas Separate School",20071010
039,KITCHENER--WATERLOO,77,19,11,3,130,"Waterloo",133, ,1,0,0,241,406,"Laurelwood Public School",20071010
039,KITCHENER--WATERLOO,67,20,28,1,75,"Waterloo",134, ,2,0,0,193,372,"Laurelwood Public School",20071010
039,KITCHENER--WATERLOO,77,29,13,2,123,"Waterloo",135, ,1,1,0,246,423,"Laurelwood Public School",20071010
039,KITCHENER--WATERLOO,15,3,2,1,40,"Waterloo",136, ,0,0,0,61,126,"Laurelwood Public School",20071010
039,KITCHENER--WATERLOO,119,27,26,2,77,"Waterloo",137, ,0,1,0,252,442,"Laurelwood Public School",20071010
039,KITCHENER--WATERLOO,72,45,21,2,35,"Waterloo",138A, ,0,0,1,176,362,"University of Waterloo - Village 1 - Great Hall",20071010
039,KITCHENER--WATERLOO,79,47,45,1,38,"Waterloo",138B, ,2,0,0,212,398,"University of Waterloo - Village 1 - Great Hall",20071010
039,KITCHENER--WATERLOO,67,21,10,3,127,"Waterloo",139, ,0,0,0,228,421,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,64,31,21,0,123,"Waterloo",140, ,0,0,1,240,406,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,87,66,53,4,75,"Waterloo",141, ,0,5,1,291,450,"Conrad Grebel University College",20071010
039,KITCHENER--WATERLOO,28,23,16,0,19,"Waterloo",142A, ,1,1,0,88,605,"Waterloo Public Library",20071010
039,KITCHENER--WATERLOO,22,28,11,0,17,"Waterloo",142B, ,2,0,0,80,539,"Waterloo Public Library",20071010
039,KITCHENER--WATERLOO,41,56,35,1,34,"Waterloo",143, ,2,0,0,169,392,"Waterloo Public Library",20071010
039,KITCHENER--WATERLOO,21,26,12,0,17,"Waterloo",144, ,0,0,0,76,194,"Waterloo Public Library",20071010
039,KITCHENER--WATERLOO,31,18,26,0,29,"Waterloo",145, ,0,0,1,105,249,"Church of the Holy Saviour",20071010
039,KITCHENER--WATERLOO,45,41,15,1,73,"Waterloo",146, ,0,0,1,176,355,"Church of the Holy Saviour",20071010
039,KITCHENER--WATERLOO,78,37,22,4,101,"Waterloo",147, ,2,0,0,244,406,"Church of the Holy Saviour",20071010
039,KITCHENER--WATERLOO,37,35,11,3,81,"Waterloo",148, ,1,0,0,168,323,"Church of the Holy Saviour",20071010
039,KITCHENER--WATERLOO,41,38,7,6,59,"Waterloo",149, ,0,0,0,151,282,"Parkminster United Church",20071010
039,KITCHENER--WATERLOO,43,24,22,4,59,"Kitchener",150, ,1,0,0,153,306,"Margaret Avenue Public School",20071010
039,KITCHENER--WATERLOO,66,66,20,7,69,"Kitchener",151, ,1,0,0,229,356,"Prueter Public School",20071010
039,KITCHENER--WATERLOO,42,34,7,1,44,"Kitchener",152, ,0,0,0,128,311,"Margaret Avenue Public School",20071010
039,KITCHENER--WATERLOO,34,30,17,8,42,"Kitchener",153, ,0,0,0,131,307,"St. Teresa Separate School",20071010
039,KITCHENER--WATERLOO,33,30,11,4,37,"Kitchener",154, ,0,0,0,115,250,"St. Teresa Separate School",20071010
039,KITCHENER--WATERLOO,60,19,11,1,66,"Waterloo",155, ,0,0,0,157,380,"Abraham Erb Public School",20071010
039,KITCHENER--WATERLOO,10,5,1,1,28,"Waterloo",156s, ,1,0,0,46,78,"Columbia Forest Long Term Care Centre",20071010
039,KITCHENER--WATERLOO,59,49,17,2,41,"Waterloo",157, ,1,0,0,169,396,"Abraham Erb Public School",20071010
039,KITCHENER--WATERLOO,47,16,9,1,76,"Waterloo",158, ,0,0,0,149,395,"Abraham Erb Public School",20071010
039,KITCHENER--WATERLOO,49,15,5,2,75,"Waterloo",159, ,0,3,0,149,266,"Laurelwood Public School",20071010
039,KITCHENER--WATERLOO,76,12,20,3,156,"Waterloo",160, ,0,1,0,268,497,"Mary Johnston Public School",20071010
039,KITCHENER--WATERLOO,76,28,12,2,116,"Waterloo",161, ,0,1,0,235,434,"Mary Johnston Public School",20071010
039,KITCHENER--WATERLOO,84,15,16,0,124,"Waterloo",162, ,0,0,1,240,444,"Mary Johnston Public School",20071010
039,KITCHENER--WATERLOO,107,32,23,1,95,"Waterloo",163, ,1,0,0,259,452,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,63,35,25,2,57,"Waterloo",164, ,0,2,0,184,340,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,93,33,18,3,107,"Waterloo",165, ,0,0,0,254,409,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,81,57,15,4,74,"Waterloo",166, ,1,0,0,232,419,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,57,18,8,0,83,"Waterloo",167, ,0,0,0,166,321,"Centennial Public School",20071010
039,KITCHENER--WATERLOO,48,35,13,0,38,"Waterloo",168, ,1,1,0,136,408,"Keatsway Public School",20071010
039,KITCHENER--WATERLOO,57,24,23,5,47,"Waterloo",169, ,0,0,0,156,322,"Our Lady of Lourdes Separate School",20071010
039,KITCHENER--WATERLOO,68,44,16,2,58,"Waterloo",170, ,0,0,0,188,339,"Our Lady of Lourdes Separate School",20071010
039,KITCHENER--WATERLOO,39,77,40,4,44,"Waterloo",171, ,0,0,0,204,368,"Our Lady of Lourdes Separate School",20071010
039,KITCHENER--WATERLOO,49,88,32,5,37,"Waterloo",172, ,0,1,0,212,369,"Our Lady of Lourdes Separate School",20071010
039,KITCHENER--WATERLOO,50,40,27,1,47,"Waterloo",173, ,1,1,0,167,311,"Waterloo Memorial Recreation Complex",20071010
039,KITCHENER--WATERLOO,16,5,3,0,36,"Waterloo",174s, ,0,0,0,60,73,"Terrace on the Square",20071010
039,KITCHENER--WATERLOO,43,57,22,1,63,"Waterloo",175, ,1,0,1,188,304,"Redeemer Lutheran Church",20071010
039,KITCHENER--WATERLOO,48,66,24,1,51,"Waterloo",176, ,0,0,0,190,339,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,53,57,37,2,45,"Waterloo",177, ,0,0,0,194,360,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,28,21,21,2,34,"Waterloo",178, ,0,0,0,106,234,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,27,43,20,0,37,"Waterloo",179, ,0,0,0,127,237,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,31,33,10,1,40,"Waterloo",180, ,1,0,0,116,244,"Church of the Holy Saviour",20071010
039,KITCHENER--WATERLOO,40,43,23,4,47,"Waterloo",181, ,0,0,0,157,346,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,18,14,7,2,22,"Waterloo",182, ,1,0,0,64,246,"Parkminster United Church",20071010
039,KITCHENER--WATERLOO,46,30,11,1,40,"Kitchener",183, ,0,0,0,128,302,"Grace Lutheran Church",20071010
039,KITCHENER--WATERLOO,57,38,15,1,49,"Kitchener",184, ,3,1,0,164,356,"Grace Lutheran Church",20071010
039,KITCHENER--WATERLOO,48,46,13,4,26,"Kitchener",185, ,0,0,0,137,258,"Grace Lutheran Church",20071010
039,KITCHENER--WATERLOO,27,32,24,2,28,"Kitchener",186, ,0,0,0,113,271,"Grace Lutheran Church",20071010
039,KITCHENER--WATERLOO,37,17,16,2,35,"Kitchener",187, ,0,0,0,107,285,"Margaret Avenue Public School",20071010
039,KITCHENER--WATERLOO,18,24,16,3,29,"Kitchener",188, ,1,0,1,92,262,"Margaret Avenue Public School",20071010
039,KITCHENER--WATERLOO,47,12,6,0,76,"Waterloo",189, ,0,0,0,141,312,"Abraham Erb Public School",20071010
039,KITCHENER--WATERLOO,52,38,17,0,51,"Waterloo",190, ,0,0,0,158,353,"Mary Johnston Public School",20071010
039,KITCHENER--WATERLOO,53,29,9,1,50,"Waterloo",191, ,0,0,0,142,356,"Mary Johnston Public School",20071010
039,KITCHENER--WATERLOO,60,22,13,0,103,"Waterloo",192, ,1,0,0,199,441,"Mary Johnston Public School",20071010
039,KITCHENER--WATERLOO,41,33,7,2,37,"Waterloo",193, ,0,0,0,120,351,"Westminster United Church",20071010
039,KITCHENER--WATERLOO,59,21,12,1,109,"Waterloo",194, ,1,0,0,203,384,"Westminster United Church",20071010
039,KITCHENER--WATERLOO,111,28,26,0,153,"Waterloo",195, ,0,1,0,319,555,"Westminster United Church",20071010
039,KITCHENER--WATERLOO,62,46,25,2,75,"Waterloo",196, ,0,0,0,210,441,"Keatsway Public School",20071010
039,KITCHENER--WATERLOO,40,24,24,0,32,"Waterloo",197, ,0,0,0,120,262,"Keatsway Public School",20071010
039,KITCHENER--WATERLOO,20,21,21,0,10,"Waterloo",198, ,1,0,0,73,240,"Keatsway Public School",20071010
039,KITCHENER--WATERLOO,15,11,7,0,16,"Waterloo",199, ,0,0,0,49,118,"Keatsway Public School",20071010
039,KITCHENER--WATERLOO,42,44,21,2,50,"Waterloo",200, ,0,2,1,162,391,"Keatsway Public School",20071010
039,KITCHENER--WATERLOO,56,27,20,0,36,"Waterloo",201, ,0,0,0,139,281,"Chinese Alliance Church of Kitchener-Waterloo",20071010
039,KITCHENER--WATERLOO,14,18,11,2,40,"Waterloo",202, ,0,0,0,85,208,"Chinese Alliance Church of Kitchener-Waterloo",20071010
039,KITCHENER--WATERLOO,11,2,3,2,26,"Waterloo",203s, ,0,0,0,44,53,"Beechwood Manor",20071010
039,KITCHENER--WATERLOO,81,64,15,1,97,"Waterloo",204, ,1,0,0,259,399,"Mount Zion Lutheran Church",20071010
039,KITCHENER--WATERLOO,59,82,24,5,63,"Waterloo",205, ,0,9,0,242,404,"Empire Public School",20071010
039,KITCHENER--WATERLOO,76,39,17,0,90,"Waterloo",206, ,0,2,0,224,374,"Empire Public School",20071010
039,KITCHENER--WATERLOO,40,74,29,0,37,"Waterloo",207, ,1,1,1,183,305,"Redeemer Lutheran Church",20071010
039,KITCHENER--WATERLOO,66,47,26,3,45,"Kitchener",208, ,0,0,0,187,315,"Westmount Public School",20071010
039,KITCHENER--WATERLOO,35,48,23,1,69,"Kitchener",209, ,1,0,0,177,310,"Westmount Public School",20071010
039,KITCHENER--WATERLOO,..........................NO POLL HELD........................,,,,,"Kitchener",210, ,0,0,0,0,0,"",20071010
039,KITCHENER--WATERLOO,33,70,26,0,26,"Kitchener",211, ,0,0,0,155,252,"Westmount Public School",20071010
039,KITCHENER--WATERLOO,......................COMBINED WITH POLL 211 ....................,,,,,"Kitchener",212, ,,,,,,"Grand River Hospital",20071010
