ED_CODE,ED_NAME,HELFERTY,KIDD,KING,KOJOKARO,PARROTT,RACCO,SHURMAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
089,THORNHILL,2,0,1,0,3,69,55,"Markham",065A, ,0,0,0,130,283,"Flowervale Public School",20071010
089,THORNHILL,7,0,2,1,8,63,53,"Markham",065B, ,1,1,0,136,341,"Flowervale Public School",20071010
089,THORNHILL,11,3,1,0,32,119,70,"Markham",066, ,0,0,0,236,490,"Flowervale Public School",20071010
089,THORNHILL,5,0,1,0,6,59,60,"Vaughan",067, ,1,0,0,132,312,"Bakersfield Public School",20071010
089,THORNHILL,4,0,0,1,4,79,125,"Vaughan",068, ,0,0,0,213,450,"Ventura Park Public School",20071010
089,THORNHILL,5,0,0,0,9,99,109,"Vaughan",069, ,2,2,0,226,454,"Ventura Park Public School",20071010
089,THORNHILL,12,0,0,0,0,42,150,"Vaughan",070, ,0,1,0,205,445,"Rosedale Heights Public School",20071010
089,THORNHILL,9,0,0,0,5,47,179,"Vaughan",071, ,0,0,0,240,416,"Rosedale Heights Public School",20071010
089,THORNHILL,5,0,0,0,3,21,130,"Vaughan",072, ,0,0,0,159,276,"Rosedale Heights Public School",20071010
089,THORNHILL,8,0,0,0,17,102,63,"Markham",073, ,0,0,0,190,353,"Baythorn Public School",20071010
089,THORNHILL,10,0,1,0,7,117,69,"Markham",074, ,0,0,0,204,385,"Baythorn Public School",20071010
089,THORNHILL,14,1,1,0,12,85,71,"Markham",075, ,0,1,0,185,408,"Woodland Public School",20071010
089,THORNHILL,8,1,1,1,2,50,41,"Markham",076s, ,0,0,2,106,158,"Glynnwood Retirement Home",20071010
089,THORNHILL,20,1,1,0,15,47,31,"Markham",077, ,0,0,0,115,205,"Johnsview Village Public School",20071010
089,THORNHILL,0,2,0,1,5,44,12,"Thornhill",078s, ,0,2,0,66,98,"St. Luke's Lodge Seniors Home",20071010
089,THORNHILL,24,0,0,0,40,92,63,"Markham",079, ,4,0,0,223,466,"Johnsview Village Public School",20071010
089,THORNHILL,24,0,0,0,12,79,60,"Markham",080, ,0,0,0,175,444,"Johnsview Village Public School",20071010
089,THORNHILL,12,1,1,1,5,44,64,"Markham",081A, ,1,0,0,129,276,"Bayview Fairways Public School",20071010
089,THORNHILL,6,1,2,1,14,63,50,"Markham",081B, ,0,1,0,138,291,"Bayview Fairways Public School",20071010
089,THORNHILL,14,3,1,1,10,71,73,"Markham",082, ,0,0,0,173,396,"Bayview Fairways Public School",20071010
089,THORNHILL,3,0,0,0,3,39,38,"Markham",083, ,0,0,1,84,205,"Flowervale Public School",20071010
089,THORNHILL,21,0,0,1,23,85,70,"Markham",084, ,2,0,0,202,409,"Flowervale Public School",20071010
089,THORNHILL,12,0,1,0,29,120,71,"Markham",085, ,0,0,0,233,445,"Flowervale Public School",20071010
089,THORNHILL,12,1,2,0,19,130,65,"Markham",086, ,0,0,0,229,477,"German Mills Public School",20071010
089,THORNHILL,8,0,1,1,12,90,125,"Vaughan",087, ,0,0,0,237,460,"Ventura Park Public School",20071010
089,THORNHILL,8,0,0,0,6,88,149,"Vaughan",088, ,0,3,0,254,471,"Ventura Park Public School",20071010
089,THORNHILL,2,0,0,1,2,38,141,"Vaughan",089, ,0,1,0,185,399,"The Benjamin Vaughan Complex",20071010
089,THORNHILL,4,0,0,0,1,60,154,"Vaughan",090, ,0,0,0,219,444,"Rosedale Heights Public School",20071010
089,THORNHILL,8,1,1,0,4,54,122,"Vaughan",091, ,0,0,0,190,456,"Thornhill Public School",20071010
089,THORNHILL,4,0,0,0,9,11,9,"Markham",092s, ,0,0,0,33,43,"Annswell Court Retirement Home",20071010
089,THORNHILL,24,3,0,0,11,96,109,"Vaughan",093, ,0,1,0,244,552,"Thornhill Public School",20071010
089,THORNHILL,20,0,0,1,8,103,85,"Markham",094, ,0,1,0,218,393,"Woodland Public School",20071010
089,THORNHILL,19,0,0,0,13,115,80,"Markham",095, ,0,0,0,227,495,"Woodland Public School",20071010
089,THORNHILL,9,2,2,1,11,106,57,"Markham",096, ,0,0,0,188,464,"Johnsview Village Public School",20071010
089,THORNHILL,9,1,0,0,6,111,69,"Markham",097, ,1,0,0,197,404,"Bayview Glen Public School",20071010
089,THORNHILL,18,3,1,2,8,126,100,"Markham",098, ,1,0,1,260,485,"Bayview Fairways Public School",20071010
089,THORNHILL,15,0,0,0,2,94,83,"Markham",099, ,0,1,0,195,342,"German Mills Public School",20071010
089,THORNHILL,17,2,1,1,21,148,109,"Markham",100, ,1,1,0,301,521,"German Mills Public School",20071010
089,THORNHILL,10,2,0,1,20,76,50,"Markham",101, ,0,0,0,159,378,"German Mills Public School",20071010
089,THORNHILL,10,1,0,0,9,45,37,"Markham",102, ,0,0,0,102,302,"German Mills Public School",20071010
089,THORNHILL,6,1,1,0,12,91,52,"Vaughan",103, ,2,2,0,167,515,"Bakersfield Public School",20071010
089,THORNHILL,7,0,1,0,4,60,92,"Vaughan",104, ,0,0,0,164,389,"Wilshire Elementary School",20071010
089,THORNHILL,6,0,0,1,12,105,90,"Vaughan",105, ,0,1,0,215,431,"Wilshire Elementary School",20071010
089,THORNHILL,6,1,0,1,1,80,139,"Vaughan",106, ,0,1,0,229,480,"Wilshire Elementary School",20071010
089,THORNHILL,4,0,0,1,3,65,177,"Vaughan",107, ,2,0,0,252,462,"Wilshire Elementary School",20071010
089,THORNHILL,7,0,0,0,5,49,157,"Vaughan",108, ,0,0,0,218,423,"Wilshire Elementary School",20071010
089,THORNHILL,5,2,0,0,6,42,128,"Vaughan",109, ,1,0,0,184,384,"The Benjamin Vaughan Complex",20071010
089,THORNHILL,1,0,0,0,3,35,85,"Vaughan",110, ,0,0,0,124,316,"The Benjamin Vaughan Complex",20071010
089,THORNHILL,10,0,0,1,6,70,108,"Vaughan",111, ,0,0,0,195,359,"Rosedale Heights Public School",20071010
089,THORNHILL,9,1,0,0,16,60,74,"Vaughan",112, ,0,0,1,161,433,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,11,0,0,0,4,66,150,"Vaughan",113, ,2,0,0,233,449,"Rosedale Heights Public School",20071010
089,THORNHILL,5,1,0,1,4,38,202,"Vaughan",114, ,1,0,0,252,540,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,6,0,0,0,2,63,203,"Vaughan",115, ,1,1,0,276,515,"Rosedale Heights Public School",20071010
089,THORNHILL,9,0,1,1,4,61,171,"Vaughan",116, ,1,0,0,248,483,"Thornhill Public School",20071010
089,THORNHILL,13,0,1,0,2,59,155,"Vaughan",117, ,0,0,0,230,484,"Thornhill Public School",20071010
089,THORNHILL,17,0,0,2,10,69,49,"Vaughan",118, ,0,1,0,148,323,"Thornhill Public School",20071010
089,THORNHILL,18,3,3,0,15,92,56,"Markham",119, ,1,1,0,189,367,"Woodland Public School",20071010
089,THORNHILL,14,1,1,0,15,41,42,"Markham",120, ,1,1,0,116,324,"Woodland Public School",20071010
089,THORNHILL,8,1,0,0,25,60,35,"Markham",121, ,0,0,0,129,336,"Henderson Avenue Public School",20071010
089,THORNHILL,3,2,0,0,2,56,70,"Markham",122, ,0,0,0,133,322,"Bayview Glen Public School",20071010
089,THORNHILL,6,0,0,0,6,57,101,"Markham",123, ,0,0,0,170,374,"Bayview Glen Public School",20071010
089,THORNHILL,16,0,2,1,6,67,136,"Markham",124, ,0,0,0,228,482,"Bayview Glen Public School",20071010
089,THORNHILL,3,0,2,0,13,60,79,"Markham",125, ,0,0,0,157,354,"Bayview Fairways Public School",20071010
089,THORNHILL,10,0,1,0,10,100,75,"Markham",126, ,0,0,0,196,393,"German Mills Public School",20071010
089,THORNHILL,8,1,0,0,16,49,19,"Vaughan",127, ,0,0,0,93,333,"Forest Run Public School",20071010
089,THORNHILL,13,0,0,0,11,122,90,"Vaughan",128, ,3,0,0,239,465,"Brownridge Public School",20071010
089,THORNHILL,7,0,0,0,5,44,103,"Vaughan",129, ,0,0,0,159,361,"Brownridge Public School",20071010
089,THORNHILL,1,1,0,0,4,36,24,"Vaughan",130s, ,1,2,0,69,103,"Constantia Retirement Residence",20071010
089,THORNHILL,9,0,0,1,11,81,101,"Vaughan",131, ,0,0,0,203,415,"Brownridge Public School",20071010
089,THORNHILL,7,0,0,0,1,44,170,"Vaughan",132, ,0,2,0,224,420,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,6,2,0,1,8,43,241,"Vaughan",133, ,0,0,0,301,559,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,9,0,0,3,7,78,168,"Vaughan",134, ,0,0,0,265,524,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,6,0,0,1,15,74,113,"Vaughan",135, ,0,1,0,210,457,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,22,19,0,0,0,76,112,"Vaughan",136, ,3,0,0,232,450,"Yorkhill Elementary School",20071010
089,THORNHILL,11,1,0,0,5,63,62,"Vaughan",137, ,0,0,1,143,318,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,3,0,0,0,7,77,81,"Vaughan",138, ,0,0,0,168,417,"Yorkhill Elementary School",20071010
089,THORNHILL,12,0,0,0,13,70,44,"Vaughan",139, ,0,1,0,140,463,"Management Office",20071010
089,THORNHILL,4,0,1,3,12,52,16,"Vaughan",140, ,0,0,0,88,303,"Thornhill Public School",20071010
089,THORNHILL,3,0,0,1,10,38,10,"Vaughan",141, ,3,2,0,67,239,"Thornhill Public School",20071010
089,THORNHILL,9,1,1,0,14,84,29,"Markham",142, ,0,1,0,139,435,"Woodland Public School",20071010
089,THORNHILL,14,0,0,0,17,80,34,"Markham",143, ,1,1,0,147,363,"Henderson Avenue Public School",20071010
089,THORNHILL,26,2,2,2,9,135,78,"Markham",144, ,0,0,0,254,470,"Henderson Avenue Public School",20071010
089,THORNHILL,1,0,0,0,0,27,70,"Markham",145, ,0,2,0,100,285,"Henderson Avenue Public School",20071010
089,THORNHILL,9,0,1,3,20,139,37,"Vaughan",146, ,7,0,0,216,538,"Our Lady of the Rosary School",20071010
089,THORNHILL,8,4,3,0,26,152,55,"Vaughan",147, ,1,1,0,250,514,"Brownridge Public School",20071010
089,THORNHILL,12,1,0,0,9,153,42,"Vaughan",148, ,0,2,0,219,440,"Brownridge Public School",20071010
089,THORNHILL,7,1,0,1,8,128,83,"Vaughan",149, ,0,0,0,228,453,"Brownridge Public School",20071010
089,THORNHILL,9,3,1,2,19,123,55,"Vaughan",150, ,0,1,0,213,519,"Vaughan Secondary School",20071010
089,THORNHILL,17,0,0,0,12,98,132,"Vaughan",151, ,0,1,1,261,481,"Brownridge Public School",20071010
089,THORNHILL,8,1,0,0,7,78,119,"Vaughan",152, ,0,0,0,213,454,"Charlton Public School",20071010
089,THORNHILL,7,0,0,0,6,74,99,"Vaughan",153, ,1,0,0,187,493,"Charlton Public School",20071010
089,THORNHILL,21,1,2,0,13,87,186,"Vaughan",154, ,1,0,0,311,560,"Westminster Public School",20071010
089,THORNHILL,5,1,0,1,14,25,133,"Vaughan",155, ,0,0,0,179,432,"Westminster Public School",20071010
089,THORNHILL,10,1,0,0,4,38,149,"Vaughan",156, ,0,0,0,202,469,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,12,0,0,1,2,33,181,"Vaughan",157, ,0,0,0,229,481,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,8,0,0,0,11,47,164,"Vaughan",158, ,0,1,1,232,477,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,5,0,0,1,8,59,185,"Vaughan",159, ,1,0,0,259,496,"Yorkhill Elementary School",20071010
089,THORNHILL,12,0,0,2,8,64,147,"Vaughan",160, ,1,0,0,234,482,"Yorkhill Elementary School",20071010
089,THORNHILL,7,0,0,0,9,111,63,"Vaughan",161, ,0,0,0,190,429,"Yorkhill Elementary School",20071010
089,THORNHILL,9,0,1,0,7,47,26,"Markham",162, ,0,0,2,92,261,"Henderson Avenue Public School",20071010
089,THORNHILL,16,1,0,1,16,80,35,"Markham",163, ,0,0,0,149,354,"Henderson Avenue Public School",20071010
089,THORNHILL,28,0,0,0,10,92,60,"Markham",164, ,0,0,0,190,413,"Henderson Avenue Public School",20071010
089,THORNHILL,9,0,0,1,6,70,44,"Vaughan",165, ,3,0,0,133,266,"Fontana Gardens",20071010
089,THORNHILL,12,4,0,2,16,139,41,"Vaughan",166, ,1,1,0,216,458,"Our Lady of the Rosary School",20071010
089,THORNHILL,7,2,2,2,21,130,56,"Vaughan",167, ,1,2,0,223,397,"Our Lady of the Rosary School",20071010
089,THORNHILL,7,1,1,0,13,133,39,"Vaughan",168, ,1,0,0,195,469,"Vaughan Secondary School",20071010
089,THORNHILL,9,1,2,0,21,111,66,"Vaughan",169, ,3,1,0,214,470,"Vaughan Secondary School",20071010
089,THORNHILL,6,2,0,2,22,136,63,"Vaughan",170, ,2,3,0,236,543,"Vaughan Secondary School",20071010
089,THORNHILL,12,0,0,0,7,97,95,"Vaughan",171, ,0,2,2,215,530,"Charlton Public School",20071010
089,THORNHILL,10,1,2,0,10,133,56,"Vaughan",172, ,0,0,0,212,473,"Charlton Public School",20071010
089,THORNHILL,13,0,0,0,12,74,159,"Vaughan",173, ,2,1,0,261,521,"Westminster Public School",20071010
089,THORNHILL,15,1,0,1,10,97,122,"Vaughan",174, ,0,1,0,247,459,"Westminster Public School",20071010
089,THORNHILL,16,0,0,0,3,83,163,"Vaughan",175, ,1,0,0,266,487,"Westminster Public School",20071010
089,THORNHILL,14,0,1,1,5,70,168,"Vaughan",176, ,0,0,0,259,466,"Westminster Public School",20071010
089,THORNHILL,13,3,1,5,19,62,115,"Vaughan",177, ,0,0,0,218,450,"Westminster Public School",20071010
089,THORNHILL,5,0,0,0,13,38,125,"Vaughan",178, ,0,0,0,181,442,"Westminster Public School",20071010
089,THORNHILL,6,0,0,0,6,51,54,"Vaughan",179, ,0,0,0,117,424,"Yorkhill Elementary School",20071010
089,THORNHILL,11,3,2,0,8,144,79,"Vaughan",180, ,2,1,0,250,512,"Yorkhill Elementary School",20071010
089,THORNHILL,0,0,0,0,3,6,7,"Vaughan",181s, ,0,0,0,16,25,"Thorne Mill on Steeles",20071010
089,THORNHILL,12,0,0,3,17,134,70,"Vaughan",182, ,0,1,0,237,489,"Yorkhill Elementary School",20071010
089,THORNHILL,9,0,2,0,12,104,19,"Vaughan",183, ,9,0,0,155,275,"Fontana Gardens",20071010
089,THORNHILL,15,1,1,2,24,147,34,"Vaughan",184, ,4,2,0,230,529,"Glen Shields Public School",20071010
089,THORNHILL,15,5,1,2,18,176,47,"Vaughan",185, ,2,0,0,266,521,"Our Lady of the Rosary School",20071010
089,THORNHILL,15,0,3,0,16,137,43,"Vaughan",186, ,4,1,0,219,448,"Glen Shields Public School",20071010
089,THORNHILL,12,2,1,1,28,139,40,"Vaughan",187, ,1,2,0,226,509,"Glen Shields Public School",20071010
089,THORNHILL,12,1,0,0,9,110,53,"Vaughan",188, ,3,2,0,190,452,"Charlton Public School",20071010
089,THORNHILL,3,0,1,0,4,59,49,"Vaughan",189, ,2,0,0,118,286,"Charlton Public School",20071010
089,THORNHILL,6,1,1,0,13,67,41,"Vaughan",190A, ,2,0,0,131,292,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,8,0,1,0,10,81,32,"Vaughan",190B, ,3,0,0,135,347,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,6,1,0,1,11,106,86,"Vaughan",191, ,0,3,0,214,539,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,1,0,0,0,6,65,45,"Vaughan",192A, ,2,0,0,119,254,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,5,0,0,0,13,80,40,"Vaughan",192B, ,2,0,0,140,291,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,7,0,1,1,21,106,98,"Vaughan",193, ,3,2,0,239,507,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,7,0,0,2,4,25,41,"Vaughan",194, ,0,1,0,80,260,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,13,1,0,0,19,155,52,"Vaughan",195, ,0,0,0,240,523,"Glen Shields Public School",20071010
089,THORNHILL,16,3,1,0,29,124,37,"Vaughan",196, ,2,1,0,213,501,"Glen Shields Public School",20071010
089,THORNHILL,5,0,0,0,4,78,30,"Vaughan",197A, ,3,0,0,120,250,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,9,4,0,1,7,99,27,"Vaughan",197B, ,1,0,0,148,331,"Louis-Honore Frechette Public School",20071010
089,THORNHILL,1,1,0,0,0,31,15,"Markham",400, ,0,0,0,48,114,"51 Saddlecreek Drive, YRCC 1031",20071010
089,THORNHILL,2,0,0,0,5,28,11,"Vaughan",401, ,0,0,0,46,95,"37 Galleria Parkway",20071010
089,THORNHILL,2,0,0,1,11,37,26,"Markham",402, ,0,2,0,79,229,"62 Suncrest Boulevard",20071010
089,THORNHILL,3,0,0,0,2,22,13,"Markham",403, ,0,1,0,41,79,"39 Galleria Parkway",20071010
089,THORNHILL,5,0,0,0,6,27,12,"Markham",404, ,0,0,0,50,138,"Victoria Tower, YRCC 1050",20071010
089,THORNHILL,6,2,4,0,9,23,26,"Markham",405-1, ,0,1,0,71,155,"25 Times Avenue",20071010
089,THORNHILL,4,0,0,0,3,20,14,"Markham",406, ,0,0,0,41,140,"130 Pond Drive, YRCC 958",20071010
089,THORNHILL,0,0,4,1,3,23,23,"Markham",407, ,2,2,0,58,145,"135 Pond Drive, YRCC 919",20071010
089,THORNHILL,5,1,0,1,0,27,22,"Markham",408, ,0,0,0,56,125,"399 South Park Road, YRCC 955",20071010
089,THORNHILL,19,0,0,0,9,114,68,"Markham",409, ,0,0,0,210,300,"Gazebo of Thornhill",20071010
089,THORNHILL,13,1,0,1,9,31,33,"Markham",410, ,1,0,0,89,158,"110 Inverlochy Estates",20071010
089,THORNHILL,7,0,1,0,8,41,26,"Markham",411, ,0,0,0,83,154,"111 Inverlochy Estates",20071010
089,THORNHILL,7,1,0,1,14,102,110,"Markham",412A, ,1,2,0,238,482,"7825 Bayview Avenue",20071010
089,THORNHILL,10,1,0,0,10,92,78,"Markham",412B, ,1,1,0,193,459,"7825 Bayview Avenue",20071010
089,THORNHILL,9,2,3,1,11,53,48,"Markham",413, ,1,0,1,129,220,"One Royal Orchard Boulevard, YRCC 97",20071010
089,THORNHILL,13,0,0,1,12,68,49,"Markham",414, ,3,0,0,146,201,"60 Inverlochy Boulevard, YRCC 300",20071010
089,THORNHILL,9,0,2,1,8,57,43,"Markham",415, ,1,0,0,121,218,"Royal Orchard II, YRCC 166",20071010
089,THORNHILL,10,0,0,2,13,55,52,"Markham",416, ,0,0,0,132,190,"50 Inverlochy Boulevard",20071010
089,THORNHILL,6,0,0,0,4,69,27,"Markham",417A, ,0,0,0,106,294,"7805 Bayview Avenue",20071010
089,THORNHILL,6,0,0,0,6,59,29,"Markham",417B, ,1,3,1,105,324,"7805 Bayview Avenue",20071010
089,THORNHILL,9,0,0,0,9,66,49,"Markham",418, ,0,0,0,133,202,"Thornhill Summit, YRCC 226",20071010
089,THORNHILL,2,0,0,0,0,18,47,"Vaughan",419, ,0,0,0,67,146,"60 Disera Drive, YRCC 1053",20071010
089,THORNHILL,7,0,1,1,4,35,42,"Vaughan",420, ,1,0,0,91,217,"50 Disera Drive",20071010
089,THORNHILL,3,0,1,1,7,53,59,"Vaughan",421, ,0,0,0,124,188,"15 North Park Road",20071010
089,THORNHILL,8,1,0,0,19,84,138,"Vaughan",422, ,2,1,0,253,387,"Forest Hill North",20071010
089,THORNHILL,..........................NO POLL HELD........................,,,,,,,"Vaughan",423, ,0,0,0,0,0,"",20071010
