ED_CODE,ED_NAME,BROWN,KIBRIA,PIETRO ,TAKHAR,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
049,MISSISSAUGA--ERINDALE,77,31,14,62,"Mississauga",059, ,1,0,0,185,441,"Queenston Drive Public School",20071010
049,MISSISSAUGA--ERINDALE,80,17,5,86,"Mississauga",060, ,1,4,0,193,423,"Ellengale Public School",20071010
049,MISSISSAUGA--ERINDALE,80,19,18,94,"Mississauga",061, ,3,3,0,217,468,"Ellengale Public School",20071010
049,MISSISSAUGA--ERINDALE,45,22,10,73,"Mississauga",062, ,0,1,0,151,345,"The Woodlands School",20071010
049,MISSISSAUGA--ERINDALE,29,12,12,44,"Mississauga",063, ,0,0,0,97,307,"John XXIII Separate School",20071010
049,MISSISSAUGA--ERINDALE,38,25,12,65,"Mississauga",064, ,0,0,2,142,405,"John XXIII Separate School",20071010
049,MISSISSAUGA--ERINDALE,29,16,7,60,"Mississauga",065, ,0,1,0,113,374,"John XXIII Separate School",20071010
049,MISSISSAUGA--ERINDALE,35,11,9,45,"Mississauga",066, ,0,0,0,100,351,"Hawthorn Public School",20071010
049,MISSISSAUGA--ERINDALE,52,12,23,62,"Mississauga",067, ,1,0,0,150,407,"Hawthorn Public School",20071010
049,MISSISSAUGA--ERINDALE,75,9,25,102,"Mississauga",068, ,0,0,0,211,431,"Hawthorn Public School",20071010
049,MISSISSAUGA--ERINDALE,61,17,24,82,"Mississauga",069, ,0,0,0,184,396,"Hawthorn Public School",20071010
049,MISSISSAUGA--ERINDALE,51,28,9,71,"Mississauga",070, ,2,1,0,162,392,"St. Faustina Elementary School",20071010
049,MISSISSAUGA--ERINDALE,33,22,10,72,"Mississauga",071, ,0,1,0,138,392,"St. Faustina Elementary School",20071010
049,MISSISSAUGA--ERINDALE,43,18,6,83,"Mississauga",072, ,0,0,0,150,399,"Churchill Meadows Public School",20071010
049,MISSISSAUGA--ERINDALE,63,17,8,81,"Mississauga",073, ,3,0,0,172,440,"Churchill Meadows Public School",20071010
049,MISSISSAUGA--ERINDALE,54,8,7,83,"Mississauga",074, ,0,1,0,153,517,"Churchill Meadows Public School",20071010
049,MISSISSAUGA--ERINDALE,32,32,8,83,"Mississauga",075, ,0,0,0,155,463,"Churchill Meadows Public School",20071010
049,MISSISSAUGA--ERINDALE,40,41,10,70,"Mississauga",076, ,4,3,0,168,428,"Churchill Meadows Public School",20071010
049,MISSISSAUGA--ERINDALE,57,10,9,82,"Mississauga",077, ,9,0,2,169,405,"Castlebridge Public School",20071010
049,MISSISSAUGA--ERINDALE,78,22,6,105,"Mississauga",078, ,0,0,0,211,476,"Divine Mercy School",20071010
049,MISSISSAUGA--ERINDALE,85,11,26,111,"Mississauga",079, ,0,0,1,234,410,"Divine Mercy School",20071010
049,MISSISSAUGA--ERINDALE,46,13,15,76,"Mississauga",080, ,0,0,0,150,309,"Divine Mercy School",20071010
049,MISSISSAUGA--ERINDALE,72,25,22,86,"Mississauga",081, ,0,0,0,205,472,"Merciful Redeemer Parish",20071010
049,MISSISSAUGA--ERINDALE,52,13,9,73,"Mississauga",082, ,8,1,0,156,389,"Middlebury Public School",20071010
049,MISSISSAUGA--ERINDALE,0,0,1,4,"Mississauga",083s, ,0,0,0,5,11,"Credit Valley Hospital",20071010
049,MISSISSAUGA--ERINDALE,73,22,24,141,"Mississauga",084, ,1,0,0,261,533,"St. Rose of Lima Secondary School",20071010
049,MISSISSAUGA--ERINDALE,89,25,27,128,"Mississauga",085, ,0,1,0,270,559,"St. Rose of Lima Secondary School",20071010
049,MISSISSAUGA--ERINDALE,119,7,29,112,"Mississauga",086, ,1,0,0,268,466,"St. Mark Catholic School",20071010
049,MISSISSAUGA--ERINDALE,94,17,21,118,"Mississauga",087, ,3,1,0,254,486,"Sawmill Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,80,14,10,96,"Mississauga",088, ,0,0,0,200,409,"Sawmill Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,81,4,8,58,"Mississauga",089, ,0,0,0,151,330,"Queenston Drive Public School",20071010
049,MISSISSAUGA--ERINDALE,53,20,18,74,"Mississauga",090, ,2,0,0,167,417,"Queenston Drive Public School",20071010
049,MISSISSAUGA--ERINDALE,97,34,16,78,"Mississauga",091, ,1,2,0,228,479,"Springfield Public School",20071010
049,MISSISSAUGA--ERINDALE,72,23,12,85,"Mississauga",092, ,0,0,0,192,403,"Springfield Public School",20071010
049,MISSISSAUGA--ERINDALE,12,23,2,58,"Mississauga",093, ,0,0,0,95,304,"The Woodlands School",20071010
049,MISSISSAUGA--ERINDALE,23,9,8,12,"Mississauga",094, ,0,0,0,52,172,"Springfield Public School",20071010
049,MISSISSAUGA--ERINDALE,22,28,6,38,"Mississauga",095, ,5,0,0,99,435,"The Woodlands School",20071010
049,MISSISSAUGA--ERINDALE,55,9,16,50,"Mississauga",096, ,4,4,0,138,325,"Ebenezer Reformed Church",20071010
049,MISSISSAUGA--ERINDALE,36,12,19,24,"Mississauga",097, ,2,0,0,93,208,"Hawthorn Public School",20071010
049,MISSISSAUGA--ERINDALE,87,11,12,93,"Mississauga",098, ,1,0,0,204,452,"Ebenezer Reformed Church",20071010
049,MISSISSAUGA--ERINDALE,108,15,16,101,"Mississauga",099, ,0,1,0,241,517,"Hawthorn Public School",20071010
049,MISSISSAUGA--ERINDALE,59,17,10,68,"Mississauga",100, ,1,2,0,157,386,"St. Faustina Elementary School",20071010
049,MISSISSAUGA--ERINDALE,37,17,7,71,"Mississauga",101, ,1,1,0,134,368,"St. Faustina Elementary School",20071010
049,MISSISSAUGA--ERINDALE,46,22,11,69,"Mississauga",102, ,0,0,0,148,389,"St. Faustina Elementary School",20071010
049,MISSISSAUGA--ERINDALE,46,19,11,87,"Mississauga",103, ,0,2,0,165,454,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,34,18,5,55,"Mississauga",104, ,0,2,0,114,350,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,42,17,9,72,"Mississauga",105, ,2,1,0,143,426,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,62,20,11,106,"Mississauga",106, ,5,1,0,205,400,"Ruth Thompson Middle School",20071010
049,MISSISSAUGA--ERINDALE,44,22,10,88,"Mississauga",107, ,0,0,0,164,442,"Divine Mercy School",20071010
049,MISSISSAUGA--ERINDALE,41,9,4,43,"Mississauga",108, ,0,0,0,97,279,"Merciful Redeemer Parish",20071010
049,MISSISSAUGA--ERINDALE,8,6,2,21,"Mississauga",109s, ,0,4,0,41,133,"The Village of Erin Meadow",20071010
049,MISSISSAUGA--ERINDALE,64,21,8,65,"Mississauga",110, ,0,0,0,158,409,"Merciful Redeemer Parish",20071010
049,MISSISSAUGA--ERINDALE,9,15,10,20,"Mississauga",111, ,0,0,0,54,200,"Merciful Redeemer Parish",20071010
049,MISSISSAUGA--ERINDALE,42,18,10,89,"Mississauga",112, ,1,0,0,160,331,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,59,18,9,97,"Mississauga",113, ,1,0,0,184,427,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,58,16,6,120,"Mississauga",114, ,0,0,0,200,500,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,73,21,14,76,"Mississauga",115, ,1,1,1,187,385,"St. Mark Catholic School",20071010
049,MISSISSAUGA--ERINDALE,56,10,18,88,"Mississauga",116, ,0,3,1,176,397,"St. Mark Catholic School",20071010
049,MISSISSAUGA--ERINDALE,76,11,19,108,"Mississauga",117, ,2,1,0,217,386,"St. Mark Catholic School",20071010
049,MISSISSAUGA--ERINDALE,107,20,28,134,"Mississauga",118, ,0,0,1,290,519,"St. Mark Catholic School",20071010
049,MISSISSAUGA--ERINDALE,74,10,14,120,"Mississauga",119, ,1,0,0,219,403,"Sawmill Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,27,70,17,60,"Mississauga",120, ,3,0,0,177,422,"3359 Mississauga Road",20071010
049,MISSISSAUGA--ERINDALE,50,15,25,94,"Mississauga",121A, ,0,0,0,184,424,"Erindale Presbyterian Church",20071010
049,MISSISSAUGA--ERINDALE,76,11,24,57,"Mississauga",121B, ,0,2,0,170,369,"Erindale Presbyterian Church",20071010
049,MISSISSAUGA--ERINDALE,75,18,36,75,"Mississauga",122, ,0,1,0,205,395,"Springfield Public School",20071010
049,MISSISSAUGA--ERINDALE,52,15,19,44,"Mississauga",123, ,2,0,0,132,297,"Erindale Presbyterian Church",20071010
049,MISSISSAUGA--ERINDALE,23,11,6,20,"Mississauga",124, ,0,0,1,61,198,"The Woodlands School",20071010
049,MISSISSAUGA--ERINDALE,68,5,9,67,"Mississauga",125, ,0,1,0,150,300,"Ebenezer Reformed Church",20071010
049,MISSISSAUGA--ERINDALE,42,24,17,60,"Mississauga",126, ,0,0,0,143,390,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,47,10,9,69,"Mississauga",127, ,2,1,0,138,430,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,42,27,8,81,"Mississauga",128, ,0,2,0,160,370,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,27,6,6,81,"Mississauga",129, ,2,0,0,122,373,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,49,19,12,78,"Mississauga",130, ,0,0,0,158,429,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,34,13,6,75,"Mississauga",131, ,2,0,0,130,369,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,40,13,11,95,"Mississauga",132, ,14,0,0,173,403,"Ruth Thompson Middle School",20071010
049,MISSISSAUGA--ERINDALE,65,20,8,67,"Mississauga",133, ,2,0,0,162,342,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,6,5,0,12,"Mississauga",134, ,0,0,0,23,28,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,......................COMBINED WITH POLL 106 ....................,,,,"Mississauga",135, ,,,,,,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,44,20,6,82,"Mississauga",136A, ,0,1,0,153,335,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,34,26,7,58,"Mississauga",136B, ,0,0,0,125,333,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,52,10,4,63,"Mississauga",137s, ,5,3,0,137,209,"Amica at Erin Mills",20071010
049,MISSISSAUGA--ERINDALE,21,6,9,25,"Mississauga",138, ,2,0,0,63,216,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,54,15,24,90,"Mississauga",139, ,3,0,1,187,439,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,80,37,27,122,"Mississauga",140, ,0,0,0,266,541,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,58,12,19,79,"Mississauga",141, ,1,0,0,169,363,"Erin Mills Middle School",20071010
049,MISSISSAUGA--ERINDALE,80,11,23,101,"Mississauga",142, ,4,2,0,221,462,"Erin Mills Middle School",20071010
049,MISSISSAUGA--ERINDALE,43,19,12,60,"Mississauga",143, ,1,0,0,135,320,"Erin Mills Middle School",20071010
049,MISSISSAUGA--ERINDALE,97,12,21,85,"Mississauga",144, ,0,0,0,215,417,"Erin Mills Middle School",20071010
049,MISSISSAUGA--ERINDALE,22,1,1,17,"Mississauga",145s, ,0,2,0,43,52,"Sunrise of Erin Mills",20071010
049,MISSISSAUGA--ERINDALE,119,29,29,154,"Mississauga",146, ,0,0,1,332,550,"Sawmill Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,40,14,11,84,"Mississauga",147, ,2,0,0,151,376,"South Common Community Centre",20071010
049,MISSISSAUGA--ERINDALE,64,18,8,140,"Mississauga",148, ,1,0,0,231,459,"St. Jean Baptiste French Separate School",20071010
049,MISSISSAUGA--ERINDALE,55,10,14,95,"Mississauga",149, ,0,0,3,177,355,"St. Jean Baptiste French Separate School",20071010
049,MISSISSAUGA--ERINDALE,67,6,12,62,"Mississauga",150, ,0,0,0,147,302,"Erindale Presbyterian Church",20071010
049,MISSISSAUGA--ERINDALE,68,16,14,67,"Mississauga",151, ,0,0,0,165,406,"Stephen Lewis Secondary School",20071010
049,MISSISSAUGA--ERINDALE,41,14,5,71,"Mississauga",152, ,0,0,1,132,390,"Ruth Thompson Middle School",20071010
049,MISSISSAUGA--ERINDALE,55,27,10,78,"Mississauga",153, ,1,0,0,171,406,"Ruth Thompson Middle School",20071010
049,MISSISSAUGA--ERINDALE,41,34,8,77,"Mississauga",154, ,5,1,0,166,395,"Ruth Thompson Middle School",20071010
049,MISSISSAUGA--ERINDALE,15,12,4,42,"Mississauga",155, ,1,0,0,74,214,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,42,20,11,52,"Mississauga",156, ,0,0,0,125,332,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,41,24,8,50,"Mississauga",157, ,0,0,0,123,375,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,54,30,7,63,"Mississauga",158, ,0,0,0,154,391,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,52,38,14,90,"Mississauga",159, ,0,0,0,194,436,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,25,29,9,73,"Mississauga",160A, ,0,0,0,136,388,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,30,14,6,58,"Mississauga",160B, ,0,2,0,110,362,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,57,27,16,86,"Mississauga",161, ,0,0,0,186,449,"Credit Valley Public School",20071010
049,MISSISSAUGA--ERINDALE,80,14,22,105,"Mississauga",162, ,0,0,0,221,409,"Pheasant Run Public School",20071010
049,MISSISSAUGA--ERINDALE,68,16,24,92,"Mississauga",163, ,0,1,1,202,435,"Pheasant Run Public School",20071010
049,MISSISSAUGA--ERINDALE,33,11,15,42,"Mississauga",164, ,0,0,0,101,256,"St. Clare Separate School",20071010
049,MISSISSAUGA--ERINDALE,53,16,8,44,"Mississauga",165, ,0,0,0,121,282,"St. Clare Separate School",20071010
049,MISSISSAUGA--ERINDALE,113,23,30,102,"Mississauga",166, ,1,1,0,270,459,"Pheasant Run Public School",20071010
049,MISSISSAUGA--ERINDALE,75,28,24,103,"Mississauga",167, ,4,0,0,234,442,"St. Clare Separate School",20071010
049,MISSISSAUGA--ERINDALE,47,10,16,62,"Mississauga",168, ,0,0,0,135,419,"Erin Mills Middle School",20071010
049,MISSISSAUGA--ERINDALE,12,19,4,43,"Mississauga",169, ,0,0,0,78,298,"South Common Community Centre",20071010
049,MISSISSAUGA--ERINDALE,39,25,13,52,"Mississauga",170, ,0,0,0,129,309,"South Common Community Centre",20071010
049,MISSISSAUGA--ERINDALE,55,21,16,95,"Mississauga",171, ,1,0,0,188,376,"Brookmede Public School",20071010
049,MISSISSAUGA--ERINDALE,43,12,15,60,"Mississauga",172, ,0,0,0,130,303,"Brookmede Public School",20071010
049,MISSISSAUGA--ERINDALE,20,17,14,27,"Mississauga",173, ,0,0,0,78,242,"Brookmede Public School",20071010
049,MISSISSAUGA--ERINDALE,101,5,21,100,"Mississauga",174, ,1,0,0,228,439,"St. Jean Baptiste French Separate School",20071010
049,MISSISSAUGA--ERINDALE,62,12,30,78,"Mississauga",175, ,0,0,1,183,452,"St. Jean Baptiste French Separate School",20071010
049,MISSISSAUGA--ERINDALE,23,26,3,58,"Mississauga",176, ,1,0,0,111,338,"Ruth Thompson Middle School",20071010
049,MISSISSAUGA--ERINDALE,65,45,6,93,"Mississauga",177, ,1,0,0,210,435,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,41,22,14,88,"Mississauga",178, ,0,0,0,165,397,"Oscar Peterson Public School",20071010
049,MISSISSAUGA--ERINDALE,36,36,10,54,"Mississauga",179, ,0,0,0,136,374,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,49,24,15,119,"Mississauga",180, ,1,0,0,208,463,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,57,34,11,83,"Mississauga",181, ,0,1,0,186,408,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,29,23,6,63,"Mississauga",182, ,1,1,0,123,350,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,91,29,30,116,"Mississauga",183, ,1,1,0,268,518,"Ashgrove Public School",20071010
049,MISSISSAUGA--ERINDALE,87,17,20,76,"Mississauga",184, ,2,0,0,202,349,"Pheasant Run Public School",20071010
049,MISSISSAUGA--ERINDALE,75,28,13,94,"Mississauga",185, ,1,0,0,211,416,"Pheasant Run Public School",20071010
049,MISSISSAUGA--ERINDALE,81,23,24,63,"Mississauga",186, ,0,0,0,191,375,"St. Clare Separate School",20071010
049,MISSISSAUGA--ERINDALE,50,9,15,52,"Mississauga",187, ,0,0,0,126,315,"St. Clare Separate School",20071010
049,MISSISSAUGA--ERINDALE,23,10,4,35,"Mississauga",188, ,0,0,3,75,213,"St. Clare Separate School",20071010
049,MISSISSAUGA--ERINDALE,21,9,13,27,"Mississauga",189, ,0,0,0,70,241,"St. Margaret of Scotland School",20071010
049,MISSISSAUGA--ERINDALE,38,23,14,37,"Mississauga",190, ,1,1,0,114,281,"South Common Community Centre",20071010
049,MISSISSAUGA--ERINDALE,58,28,17,45,"Mississauga",191, ,1,0,0,149,358,"St. Margaret of Scotland School",20071010
049,MISSISSAUGA--ERINDALE,70,25,23,97,"Mississauga",192, ,0,0,0,215,442,"St. Margaret of Scotland School",20071010
049,MISSISSAUGA--ERINDALE,37,18,14,48,"Mississauga",193, ,12,0,0,129,287,"Brookmede Public School",20071010
049,MISSISSAUGA--ERINDALE,31,12,12,31,"Mississauga",194, ,0,0,0,86,204,"St. Margaret of Scotland School",20071010
049,MISSISSAUGA--ERINDALE,60,17,9,52,"Mississauga",195, ,0,0,0,138,280,"Brookmede Public School",20071010
049,MISSISSAUGA--ERINDALE,30,22,6,38,"Mississauga",196, ,0,0,0,96,248,"St. Margaret of Scotland School",20071010
049,MISSISSAUGA--ERINDALE,39,21,10,65,"Mississauga",197, ,1,0,0,136,366,"Artesian Public School",20071010
049,MISSISSAUGA--ERINDALE,99,18,15,90,"Mississauga",198, ,5,0,0,227,425,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,56,20,18,72,"Mississauga",199, ,0,1,0,167,382,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,88,26,14,119,"Mississauga",200, ,1,0,0,248,472,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,55,22,16,104,"Mississauga",201, ,0,0,0,197,416,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,85,25,10,130,"Mississauga",202, ,1,1,0,252,512,"Ashgrove Public School",20071010
049,MISSISSAUGA--ERINDALE,74,16,17,108,"Mississauga",203, ,2,0,0,217,464,"Ashgrove Public School",20071010
049,MISSISSAUGA--ERINDALE,81,21,20,110,"Mississauga",204, ,0,0,1,233,486,"Ashgrove Public School",20071010
049,MISSISSAUGA--ERINDALE,95,17,26,93,"Mississauga",205, ,0,0,0,231,419,"Pheasant Run Public School",20071010
049,MISSISSAUGA--ERINDALE,66,18,20,89,"Mississauga",206, ,1,1,0,195,471,"Kings Masting Public School",20071010
049,MISSISSAUGA--ERINDALE,55,25,20,73,"Mississauga",207, ,0,0,0,173,386,"Kings Masting Public School",20071010
049,MISSISSAUGA--ERINDALE,35,17,13,59,"Mississauga",208, ,0,0,0,124,225,"Kings Masting Public School",20071010
049,MISSISSAUGA--ERINDALE,75,15,18,67,"Mississauga",209, ,2,2,2,181,359,"Kings Masting Public School",20071010
049,MISSISSAUGA--ERINDALE,108,18,36,92,"Mississauga",210, ,1,1,0,256,485,"Kings Masting Public School",20071010
