ED_CODE,ED_NAME,DIONNE,HANEY,KLIMOWICZ,LUMLEY,PUPATELLO,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",033, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,0,5,11,6,13,"Windsor",034, ,1,0,0,36,201,"St. Angela's Hall - Centre and Hall",20071010
103,WINDSOR WEST,3,3,15,1,31,"Windsor",035, ,1,0,0,54,179,"St. Angela's Hall - Centre and Hall",20071010
103,WINDSOR WEST,0,4,18,8,21,"Windsor",036, ,2,0,0,53,217,"St. Angela's Hall - Centre and Hall",20071010
103,WINDSOR WEST,1,1,0,1,2,"Windsor",037s, ,0,0,0,5,15,"New Haven Rest Home",20071010
103,WINDSOR WEST,0,3,10,7,14,"Windsor",038, ,0,3,0,37,173,"Immaculate Conception Elementary School",20071010
103,WINDSOR WEST,0,3,5,2,44,"Windsor",039, ,0,0,0,54,182,"St. Angela's Hall - Centre and Hall",20071010
103,WINDSOR WEST,1,4,10,8,38,"Windsor",040, ,0,0,0,61,209,"Air Force Club of Windsor",20071010
103,WINDSOR WEST,1,3,17,5,32,"Windsor",041, ,0,0,0,58,215,"St. Angela Catholic School",20071010
103,WINDSOR WEST,2,3,13,10,33,"Windsor",042, ,1,0,0,62,200,"St. Angela Catholic School",20071010
103,WINDSOR WEST,0,5,14,10,21,"Windsor",043, ,0,0,0,50,176,"St. Francis Elementary School",20071010
103,WINDSOR WEST,0,1,4,3,8,"Windsor",044s, ,0,1,0,17,58,"Chateau Park Nursing Home",20071010
103,WINDSOR WEST,0,1,0,4,10,"Windsor",045, ,0,1,0,16,33,"Waterfront Villa Residence",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",046, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,......................COMBINED WITH POLL 048 ....................,,,,,"Windsor",047, ,,,,,,"Century Secondary School",20071010
103,WINDSOR WEST,4,34,47,31,92,"Windsor",048, ,2,0,0,210,284,"University of Windsor - CAW Student Hall",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",049, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,2,9,16,8,31,"Windsor",050, ,0,0,0,66,180,"Assumption High School",20071010
103,WINDSOR WEST,0,20,24,7,40,"Windsor",051, ,0,0,0,91,216,"Royal Canadian Legion 143",20071010
103,WINDSOR WEST,0,11,15,6,20,"Windsor",052, ,0,0,0,52,170,"Royal Canadian Legion 143",20071010
103,WINDSOR WEST,1,5,22,14,29,"Windsor",053, ,0,0,0,71,211,"Royal Canadian Legion 143",20071010
103,WINDSOR WEST,1,5,0,6,35,"Windsor",054, ,0,0,0,47,161,"Royal Canadian Legion 143",20071010
103,WINDSOR WEST,2,4,42,11,43,"Windsor",055, ,1,0,0,103,282,"Royal Canadian Legion 143",20071010
103,WINDSOR WEST,1,3,22,4,34,"Windsor",056, ,0,0,0,64,253,"Church of Ascension",20071010
103,WINDSOR WEST,0,5,10,10,34,"Windsor",057, ,1,1,0,61,189,"Adie Knox Community Centre",20071010
103,WINDSOR WEST,0,4,16,5,10,"Windsor",058, ,0,1,0,36,150,"Adie Knox Community Centre",20071010
103,WINDSOR WEST,0,1,5,10,13,"Windsor",059, ,0,0,0,29,194,"St. Michael's School",20071010
103,WINDSOR WEST,2,9,30,13,51,"Windsor",060, ,1,2,0,108,318,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,1,7,30,5,35,"Windsor",061, ,1,0,0,79,216,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,2,4,16,13,36,"Windsor",062, ,0,0,0,71,190,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,4,7,17,10,46,"Windsor",063, ,0,0,0,84,267,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,1,10,16,12,25,"Windsor",064, ,0,0,1,65,195,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,0,0,0,1,7,"Windsor",065s, ,0,0,0,8,8,"La Maison Royale Lodging Home",20071010
103,WINDSOR WEST,0,3,21,10,24,"Windsor",066, ,0,0,0,58,191,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,0,2,0,0,9,"Windsor",067s, ,0,2,0,13,21,"Hôtel-Dieu Grace Hospital - Hôtel Dieu Site",20071010
103,WINDSOR WEST,1,1,10,1,7,"Windsor",068, ,0,0,0,20,142,"Shaar Hashomayim School",20071010
103,WINDSOR WEST,1,1,20,13,19,"Windsor",069, ,1,0,0,55,213,"Shaar Hashomayim School",20071010
103,WINDSOR WEST,1,3,9,6,21,"Windsor",070, ,0,0,0,40,155,"Shaar Hashomayim School",20071010
103,WINDSOR WEST,3,4,16,4,24,"Windsor",071, ,1,0,0,52,187,"St. Angela's Hall - Centre and Hall",20071010
103,WINDSOR WEST,1,2,14,2,17,"Windsor",072, ,0,0,0,36,151,"Air Force Club of Windsor",20071010
103,WINDSOR WEST,1,5,21,16,64,"Windsor",073, ,3,0,0,110,280,"Air Force Club of Windsor",20071010
103,WINDSOR WEST,0,5,22,1,42,"Windsor",074, ,0,0,0,70,229,"St. Angela Catholic School",20071010
103,WINDSOR WEST,0,8,19,10,31,"Windsor",075, ,2,0,0,70,189,"Air Force Club of Windsor",20071010
103,WINDSOR WEST,0,2,18,8,26,"Windsor",076, ,0,0,0,54,198,"St. Angela Catholic School",20071010
103,WINDSOR WEST,6,2,10,14,26,"Windsor",077, ,0,0,0,58,170,"St. Angela Catholic School",20071010
103,WINDSOR WEST,5,6,51,14,60,"Windsor",078, ,0,2,0,138,307,"Club Alouette",20071010
103,WINDSOR WEST,4,5,38,19,58,"Windsor",079, ,0,1,0,125,311,"Club Alouette",20071010
103,WINDSOR WEST,0,5,13,2,30,"Windsor",080, ,0,0,0,50,166,"General Brock Public School",20071010
103,WINDSOR WEST,0,12,18,3,13,"Windsor",081, ,0,0,0,46,174,"St. Francis Elementary School",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",082, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,1,12,29,8,23,"Windsor",083, ,0,0,0,73,254,"St. Francis Elementary School",20071010
103,WINDSOR WEST,1,9,20,3,23,"Windsor",084, ,0,0,0,56,216,"General Brock Public School",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",085, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,1,6,21,12,23,"Windsor",086, ,0,0,0,63,244,"St. Francis Elementary School",20071010
103,WINDSOR WEST,1,7,18,4,20,"Windsor",087, ,0,0,0,50,196,"St. Francis Elementary School",20071010
103,WINDSOR WEST,0,3,19,3,17,"Windsor",088, ,0,0,0,42,207,"Assumption High School",20071010
103,WINDSOR WEST,0,2,18,3,30,"Windsor",089, ,0,0,0,53,219,"Adie Knox Community Centre",20071010
103,WINDSOR WEST,4,5,27,6,34,"Windsor",090, ,1,0,0,77,255,"St. John Elementary School",20071010
103,WINDSOR WEST,0,1,17,4,16,"Windsor",091, ,0,1,0,39,180,"Adie Knox Community Centre",20071010
103,WINDSOR WEST,1,2,46,11,27,"Windsor",092, ,0,0,0,87,250,"St. John Elementary School",20071010
103,WINDSOR WEST,0,6,35,11,44,"Windsor",093, ,0,0,0,96,273,"St. John Elementary School",20071010
103,WINDSOR WEST,1,7,42,8,38,"Windsor",094, ,0,0,0,96,326,"St. John Elementary School",20071010
103,WINDSOR WEST,3,4,39,6,24,"Windsor",095, ,0,0,0,76,256,"St. John Elementary School",20071010
103,WINDSOR WEST,1,3,18,7,21,"Windsor",096, ,0,0,0,50,227,"St. John Elementary School",20071010
103,WINDSOR WEST,2,10,22,9,42,"Windsor",097, ,0,0,0,85,249,"Dougall Avenue Public School",20071010
103,WINDSOR WEST,1,7,37,18,61,"Windsor",098, ,0,0,0,124,306,"First Lutheran Church",20071010
103,WINDSOR WEST,1,3,17,12,47,"Windsor",099, ,0,0,0,80,246,"First Lutheran Church",20071010
103,WINDSOR WEST,0,9,36,16,46,"Windsor",100, ,1,0,0,108,292,"First Lutheran Church",20071010
103,WINDSOR WEST,0,3,18,6,32,"Windsor",101, ,0,0,0,59,186,"First Lutheran Church",20071010
103,WINDSOR WEST,0,6,19,5,27,"Windsor",102, ,0,0,0,57,196,"First Lutheran Church",20071010
103,WINDSOR WEST,0,0,1,0,11,"Windsor",103s, ,1,0,0,13,19,"TLC Rest Home",20071010
103,WINDSOR WEST,2,6,14,8,35,"Windsor",104, ,0,1,0,66,200,"First Lutheran Church",20071010
103,WINDSOR WEST,0,0,2,2,11,"Windsor",105s, ,0,0,0,15,16,"Manor House Lodge",20071010
103,WINDSOR WEST,2,7,13,6,17,"Windsor",106, ,0,0,0,45,202,"Caboto Club",20071010
103,WINDSOR WEST,0,1,17,6,26,"Windsor",107, ,0,1,0,51,220,"Caboto Club",20071010
103,WINDSOR WEST,0,2,22,5,14,"Windsor",108, ,1,2,0,46,176,"Caboto Club",20071010
103,WINDSOR WEST,3,3,17,8,45,"Windsor",109, ,1,1,0,78,235,"Caboto Club",20071010
103,WINDSOR WEST,5,6,23,13,67,"Windsor",110, ,2,0,0,116,278,"Air Force Club of Windsor",20071010
103,WINDSOR WEST,5,4,5,5,5,"Windsor",111s, ,1,1,0,26,42,"Marentette Rest Home",20071010
103,WINDSOR WEST,2,2,25,8,52,"Windsor",112, ,0,2,0,91,236,"Caboto Club",20071010
103,WINDSOR WEST,3,13,40,27,66,"Windsor",113, ,0,0,0,149,297,"Hugh Beaton Public School",20071010
103,WINDSOR WEST,0,13,34,35,126,"Windsor",114, ,2,0,0,210,379,"Hugh Beaton Public School",20071010
103,WINDSOR WEST,4,4,49,13,42,"Windsor",115, ,1,0,0,113,286,"Caribbean Centre",20071010
103,WINDSOR WEST,0,3,28,8,25,"Windsor",116, ,0,0,0,64,194,"Caribbean Centre",20071010
103,WINDSOR WEST,1,4,61,10,49,"Windsor",117, ,1,0,0,126,295,"Caribbean Centre",20071010
103,WINDSOR WEST,2,1,25,5,14,"Windsor",118s, ,1,0,0,48,67,"Ken Gerard Seniors Apartment",20071010
103,WINDSOR WEST,5,6,34,26,52,"Windsor",119, ,1,1,0,125,380,"Club Alouette",20071010
103,WINDSOR WEST,2,8,41,17,46,"Windsor",120, ,0,0,0,114,300,"Club Alouette",20071010
103,WINDSOR WEST,3,3,49,12,43,"Windsor",121, ,0,0,0,110,331,"Club Alouette",20071010
103,WINDSOR WEST,0,7,31,12,34,"Windsor",122, ,0,1,0,85,264,"Club Alouette",20071010
103,WINDSOR WEST,0,3,20,7,17,"Windsor",123, ,0,0,0,47,214,"General Brock Public School",20071010
103,WINDSOR WEST,2,5,11,3,23,"Windsor",124, ,0,0,0,44,169,"General Brock Public School",20071010
103,WINDSOR WEST,0,1,9,0,9,"Windsor",125, ,0,0,0,19,144,"General Brock Public School",20071010
103,WINDSOR WEST,0,3,16,5,24,"Windsor",126, ,0,0,0,48,165,"Sandwich Baptist Church",20071010
103,WINDSOR WEST,1,5,10,5,18,"Windsor",127, ,2,0,0,41,196,"Sandwich Baptist Church",20071010
103,WINDSOR WEST,3,1,23,4,32,"Windsor",128, ,1,0,0,64,214,"Sandwich Baptist Church",20071010
103,WINDSOR WEST,0,4,12,4,12,"Windsor",129, ,0,0,0,32,157,"Sandwich Baptist Church",20071010
103,WINDSOR WEST,1,0,19,5,9,"Windsor",130, ,2,0,0,36,141,"College Avenue Community Centre",20071010
103,WINDSOR WEST,0,5,32,12,23,"Windsor",131, ,1,1,0,74,291,"College Avenue Community Centre",20071010
103,WINDSOR WEST,1,6,34,9,49,"Windsor",132, ,3,0,0,102,288,"Assumption High School",20071010
103,WINDSOR WEST,1,2,59,18,64,"Windsor",133, ,0,0,0,144,343,"Taylor Elementary School",20071010
103,WINDSOR WEST,0,3,63,11,47,"Windsor",134, ,0,0,0,124,309,"Taylor Elementary School",20071010
103,WINDSOR WEST,0,7,29,6,32,"Windsor",135, ,0,0,0,74,219,"Taylor Elementary School",20071010
103,WINDSOR WEST,0,3,27,15,42,"Windsor",136, ,0,0,0,87,262,"Taylor Elementary School",20071010
103,WINDSOR WEST,2,5,23,1,33,"Windsor",137, ,1,0,0,65,256,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,0,4,39,4,27,"Windsor",138, ,0,0,0,74,242,"Taylor Elementary School",20071010
103,WINDSOR WEST,1,7,27,15,42,"Windsor",139, ,8,1,0,101,264,"First Lutheran Church",20071010
103,WINDSOR WEST,0,10,24,8,32,"Windsor",140, ,0,1,0,75,229,"Kennedy Collegiate",20071010
103,WINDSOR WEST,2,10,19,18,35,"Windsor",141, ,0,0,0,84,251,"Kennedy Collegiate",20071010
103,WINDSOR WEST,0,9,12,6,37,"Windsor",142, ,1,0,0,65,191,"Kennedy Collegiate",20071010
103,WINDSOR WEST,0,3,16,5,17,"Windsor",143, ,0,0,0,41,171,"Caboto Club",20071010
103,WINDSOR WEST,0,7,36,7,38,"Windsor",144, ,0,0,0,88,234,"Kennedy Collegiate",20071010
103,WINDSOR WEST,0,2,18,7,24,"Windsor",145, ,0,0,0,51,241,"Caboto Club",20071010
103,WINDSOR WEST,1,4,22,14,28,"Windsor",146, ,0,0,0,69,207,"Caboto Club",20071010
103,WINDSOR WEST,0,8,24,16,42,"Windsor",147, ,0,1,0,91,237,"Caboto Club",20071010
103,WINDSOR WEST,2,12,42,10,53,"Windsor",148, ,1,0,0,120,288,"John 23rd Centre (Lounge)",20071010
103,WINDSOR WEST,1,8,39,6,54,"Windsor",149, ,0,0,0,108,303,"John 23rd Centre (Lounge)",20071010
103,WINDSOR WEST,2,21,44,21,87,"Windsor",150, ,3,1,0,179,387,"John 23rd Centre (Lounge)",20071010
103,WINDSOR WEST,4,20,20,36,119,"Windsor",151, ,0,0,0,199,357,"Optimist Community Centre",20071010
103,WINDSOR WEST,1,3,22,23,80,"Windsor",152A, ,0,0,0,129,275,"Hugh Beaton Public School",20071010
103,WINDSOR WEST,0,5,19,23,54,"Windsor",152B, ,0,0,0,101,234,"Hugh Beaton Public School",20071010
103,WINDSOR WEST,4,9,30,27,93,"Windsor",153, ,0,1,0,164,325,"Hugh Beaton Public School",20071010
103,WINDSOR WEST,3,4,32,19,69,"Windsor",154, ,0,0,0,127,292,"Hugh Beaton Public School",20071010
103,WINDSOR WEST,1,5,38,10,52,"Windsor",155, ,0,0,0,106,276,"Caribbean Centre",20071010
103,WINDSOR WEST,0,9,49,15,33,"Windsor",156, ,1,0,0,107,279,"Caribbean Centre",20071010
103,WINDSOR WEST,0,3,28,3,33,"Windsor",157, ,0,0,0,67,206,"Sandwich Baptist Church",20071010
103,WINDSOR WEST,0,3,52,4,37,"Windsor",158, ,0,1,0,97,271,"Sandwich Baptist Church",20071010
103,WINDSOR WEST,5,1,9,7,17,"Windsor",159, ,2,0,0,41,185,"College Avenue Community Centre",20071010
103,WINDSOR WEST,0,6,20,6,22,"Windsor",160, ,0,1,0,55,181,"College Avenue Community Centre",20071010
103,WINDSOR WEST,0,4,45,6,30,"Windsor",161, ,2,0,0,87,301,"Century Secondary School",20071010
103,WINDSOR WEST,1,7,43,10,40,"Windsor",162, ,1,3,0,105,299,"Century Secondary School",20071010
103,WINDSOR WEST,0,1,34,17,53,"Windsor",163, ,0,1,0,106,295,"Century Secondary School",20071010
103,WINDSOR WEST,0,2,27,8,38,"Windsor",164, ,0,0,0,75,313,"Century Secondary School",20071010
103,WINDSOR WEST,0,8,34,4,41,"Windsor",165, ,0,0,0,87,264,"Assumption High School",20071010
103,WINDSOR WEST,1,4,19,7,97,"Windsor",166, ,1,1,0,130,344,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,1,2,34,31,128,"Windsor",167, ,0,1,0,197,361,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,4,7,29,21,93,"Windsor",168, ,2,2,0,158,358,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,1,1,28,4,31,"Windsor",169, ,0,0,0,65,308,"Maranatha Christian Academy",20071010
103,WINDSOR WEST,2,7,48,19,22,"Windsor",170, ,0,0,0,98,281,"Kennedy Collegiate",20071010
103,WINDSOR WEST,2,15,11,25,60,"Windsor",171, ,0,1,0,114,311,"Kennedy Collegiate",20071010
103,WINDSOR WEST,1,4,48,12,39,"Windsor",172, ,1,0,0,105,311,"John 23rd Centre (Lounge)",20071010
103,WINDSOR WEST,4,2,28,6,43,"Windsor",173, ,0,0,2,85,276,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,2,4,32,11,56,"Windsor",174, ,0,0,0,105,327,"Fogolar Furlan Club",20071010
103,WINDSOR WEST,1,18,24,37,104,"Windsor",175, ,1,0,0,185,359,"Optimist Community Centre",20071010
103,WINDSOR WEST,2,8,19,24,62,"Windsor",176, ,0,0,0,115,228,"Optimist Community Centre",20071010
103,WINDSOR WEST,2,5,31,12,58,"Windsor",177, ,0,0,0,108,358,"Fogolar Furlan Club",20071010
103,WINDSOR WEST,0,2,17,6,26,"Windsor",178, ,0,0,0,51,197,"General Brock Public School",20071010
103,WINDSOR WEST,3,9,13,5,36,"Windsor",179s, ,1,0,2,69,159,"Windsor Regional Hospital - Withdrawal Management",20071010
103,WINDSOR WEST,2,0,43,10,45,"Windsor",180, ,0,1,0,101,244,"St. James School",20071010
103,WINDSOR WEST,1,2,40,5,27,"Windsor",181, ,0,1,0,76,231,"Century Secondary School",20071010
103,WINDSOR WEST,4,5,52,21,68,"Windsor",182, ,3,0,0,153,315,"St. James School",20071010
103,WINDSOR WEST,0,9,14,14,47,"Windsor",183, ,1,0,0,85,306,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,1,5,20,8,84,"Windsor",184, ,0,2,0,120,245,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,1,2,17,10,55,"Windsor",185, ,4,0,0,89,175,"École élémentaire catholique Saint-Edmond",20071010
103,WINDSOR WEST,1,4,21,19,38,"Windsor",186, ,1,1,0,85,277,"Maranatha Christian Academy",20071010
103,WINDSOR WEST,1,4,33,13,41,"Windsor",187, ,0,0,0,92,262,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,0,8,25,20,35,"Windsor",188, ,0,0,0,88,274,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,2,13,46,13,33,"Windsor",189, ,1,0,0,108,292,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,1,3,26,10,75,"Windsor",190A, ,0,0,0,115,225,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,2,2,19,13,85,"Windsor",190B, ,4,0,0,125,220,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,2,5,38,14,47,"Windsor",191, ,0,0,0,106,338,"Fogolar Furlan Club",20071010
103,WINDSOR WEST,2,6,61,22,72,"Windsor",192, ,1,0,0,164,412,"Fogolar Furlan Club",20071010
103,WINDSOR WEST,1,5,13,11,48,"Windsor",193s, ,2,2,0,82,115,"Chartwell Classic Oak Park Terrace",20071010
103,WINDSOR WEST,1,7,20,15,87,"Windsor",194, ,3,1,0,134,365,"Fogolar Furlan Club",20071010
103,WINDSOR WEST,1,6,26,16,30,"Windsor",195, ,0,0,0,79,222,"Club Alouette",20071010
103,WINDSOR WEST,0,6,60,22,36,"Windsor",196, ,0,1,0,125,357,"St. James School",20071010
103,WINDSOR WEST,1,4,65,17,88,"Windsor",197, ,0,0,0,175,371,"St. James School",20071010
103,WINDSOR WEST,1,1,6,6,19,"Windsor",198, ,0,0,0,33,137,"Holy Names High School",20071010
103,WINDSOR WEST,0,3,9,6,31,"Windsor",199, ,0,0,0,49,182,"Holy Names High School",20071010
103,WINDSOR WEST,0,3,29,12,33,"Windsor",200, ,0,1,0,78,247,"Holy Names High School",20071010
103,WINDSOR WEST,1,5,18,10,41,"Windsor",201, ,0,1,0,76,248,"Holy Names High School",20071010
103,WINDSOR WEST,0,2,31,16,62,"Windsor",202, ,0,0,0,111,426,"Holy Names High School",20071010
103,WINDSOR WEST,1,3,25,32,81,"Windsor",203, ,1,0,0,143,422,"Maranatha Christian Academy",20071010
103,WINDSOR WEST,0,3,26,7,62,"Windsor",204, ,0,1,0,99,288,"Our Lady of Perpetual Help Elementary School",20071010
103,WINDSOR WEST,0,5,56,31,51,"Windsor",205, ,0,0,0,143,418,"St. Christopher Catholic Elementary School",20071010
103,WINDSOR WEST,2,10,45,46,36,"Windsor",206, ,1,0,0,140,362,"St. Christopher Catholic Elementary School",20071010
103,WINDSOR WEST,1,11,44,20,54,"Windsor",207, ,0,0,0,130,310,"Walker Road Church of God",20071010
103,WINDSOR WEST,2,13,40,21,44,"Windsor",208, ,1,0,0,121,308,"Walker Road Church of God",20071010
103,WINDSOR WEST,2,3,25,8,16,"Windsor",209, ,0,0,0,54,152,"St. James School",20071010
103,WINDSOR WEST,1,4,32,30,68,"Windsor",210, ,0,1,0,136,453,"Holy Names High School",20071010
103,WINDSOR WEST,1,2,7,21,65,"Windsor",211A, ,0,0,0,96,248,"Holy Names High School",20071010
103,WINDSOR WEST,0,7,13,20,51,"Windsor",211B, ,1,0,0,92,228,"Holy Names High School",20071010
103,WINDSOR WEST,2,10,33,31,113,"Windsor",212, ,2,3,0,194,400,"Salvation Army - South Windsor Citadel",20071010
103,WINDSOR WEST,0,6,28,46,76,"Windsor",213, ,2,1,1,160,329,"Maranatha Christian Academy",20071010
103,WINDSOR WEST,1,6,44,70,113,"Windsor",214, ,1,0,0,235,433,"Salvation Army - South Windsor Citadel",20071010
103,WINDSOR WEST,1,3,15,25,38,"Windsor",215A, ,0,2,0,84,266,"Central Public School",20071010
103,WINDSOR WEST,4,2,11,6,46,"Windsor",215B, ,0,0,0,69,236,"Central Public School",20071010
103,WINDSOR WEST,0,7,50,35,82,"Windsor",216, ,0,1,0,175,353,"St. Christopher Catholic Elementary School",20071010
103,WINDSOR WEST,4,8,45,27,64,"Windsor",217, ,0,1,0,149,367,"St. Christopher Catholic Elementary School",20071010
103,WINDSOR WEST,0,4,67,25,62,"Windsor",218, ,3,3,0,164,383,"Devonwood Church",20071010
103,WINDSOR WEST,2,4,51,11,57,"Windsor",219, ,5,0,0,130,301,"St. Christopher Catholic Elementary School",20071010
103,WINDSOR WEST,5,3,36,22,52,"Windsor",220, ,0,0,0,118,368,"Devonwood Church",20071010
103,WINDSOR WEST,2,9,22,18,82,"Windsor",221, ,1,0,0,134,390,"Devonwood Church",20071010
103,WINDSOR WEST,2,11,42,16,66,"Windsor",222, ,0,1,0,138,327,"St. David's Anglican Church",20071010
103,WINDSOR WEST,0,11,15,9,48,"Windsor",223, ,0,0,0,83,196,"Ojibway Nature Centre",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",224, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,3,3,46,14,46,"Windsor",225, ,0,0,0,112,278,"A.P.P.D. of Windsor and Essex",20071010
103,WINDSOR WEST,0,6,13,24,53,"Windsor",226A, ,1,0,0,97,246,"Notre Dame Elementary School",20071010
103,WINDSOR WEST,5,4,13,29,50,"Windsor",226B, ,0,0,0,101,245,"Notre Dame Elementary School",20071010
103,WINDSOR WEST,3,3,26,22,55,"Windsor",227A, ,0,0,0,109,272,"Notre Dame Elementary School",20071010
103,WINDSOR WEST,0,9,34,14,58,"Windsor",227B, ,0,0,0,115,236,"Notre Dame Elementary School",20071010
103,WINDSOR WEST,4,13,24,31,88,"Windsor",228, ,0,0,0,160,338,"Notre Dame Elementary School",20071010
103,WINDSOR WEST,3,9,32,29,90,"Windsor",229, ,1,0,0,164,323,"Salvation Army - South Windsor Citadel",20071010
