ED_CODE,ED_NAME,BEAUMONT,DEAN,KELLY,MACKENZIE,STAIRS,YAKABUSKI,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
074,RENFREW--NIPISSING--PEMBROKE,0,1,30,5,15,60,"Pembroke",049, ,1,0,0,112,352,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,26,1,7,70,"Pembroke",050, ,0,0,0,105,283,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,31,2,9,52,"Pembroke",051, ,2,0,0,96,305,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,33,2,16,68,"Pembroke",052, ,0,1,0,123,339,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,44,1,13,109,"Pembroke",053, ,2,0,0,169,318,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,22,2,7,25,"Pembroke",054, ,0,0,0,58,134,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,59,6,15,49,"Pembroke",055, ,1,0,0,130,358,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,13,1,5,22,"Pembroke",056s, ,1,0,1,45,175,"Miramichi Lodge",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,48,8,16,54,"Pembroke",057, ,0,0,0,126,292,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,43,9,10,75,"Pembroke",058, ,0,0,0,137,375,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,16,6,6,89,"Pembroke",059, ,0,0,0,117,313,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,18,2,9,32,"Pembroke",060, ,1,0,0,62,271,"Centre scolaire catholique Jeanne-Lajoie",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,20,7,6,52,"Pembroke",061, ,0,1,0,88,246,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,27,0,4,42,"Pembroke",062, ,1,2,0,76,248,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,28,1,12,55,"Pembroke",063, ,1,0,1,99,264,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,0,22,2,6,42,"Pembroke",064, ,1,0,0,75,255,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,22,1,1,53,"Pembroke",065s, ,1,5,1,87,101,"Heritage Manor",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,16,0,6,22,"Pembroke",066, ,0,0,0,45,189,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,27,6,7,40,"Pembroke",067, ,0,0,0,80,260,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,10,3,5,23,"Pembroke",068, ,1,0,0,43,211,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,27,0,3,44,"Pembroke",069s, ,0,1,0,77,90,"Supple's Landing",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,26,1,6,48,"Pembroke",070, ,0,0,0,84,291,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,60,17,12,50,"Pembroke",071, ,0,0,0,139,311,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,31,5,13,47,"Pembroke",072, ,0,1,0,97,238,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,62,5,10,96,"Pembroke",073, ,0,0,0,174,375,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,..........................NO POLL HELD........................,,,,,,"Pembroke",074, ,0,0,0,0,0,"",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,20,1,10,22,"Pembroke",075, ,1,0,0,54,181,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,8,0,0,8,"Pembroke",076s, ,0,0,0,17,18,"Pembroke General Hospital",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,24,7,13,54,"Pembroke",077, ,0,0,0,98,281,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,43,12,19,53,"Pembroke",078, ,2,0,0,131,303,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,30,0,4,27,"Pembroke",079s, ,2,1,1,67,176,"Marianhill Home",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,27,8,6,48,"Pembroke",080, ,0,0,0,91,220,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,12,0,4,32,"Pembroke",081s, ,0,0,0,48,86,"Victoria Order of Nurses - Pembroke Civic Complex",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,38,6,19,72,"Pembroke",082, ,0,0,0,136,318,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,45,4,1,75,"Pembroke",083, ,0,0,0,128,272,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,38,3,3,69,"Pembroke",084, ,0,0,0,114,289,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,59,5,9,67,"Pembroke",085, ,0,0,0,141,305,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,51,9,7,83,"Pembroke",086, ,1,0,0,151,334,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,38,7,10,75,"Pembroke",087, ,2,0,0,133,271,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,20,4,7,37,"Pembroke",088, ,0,0,0,68,238,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,54,6,9,79,"Pembroke",089, ,0,0,0,148,344,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,50,7,4,80,"Pembroke",090, ,0,0,1,143,317,"Fellowes High School",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,8,0,0,26,"Pembroke",091s, ,0,0,0,35,48,"Pinewood Retirement Home",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,64,6,12,79,"Pembroke",092, ,0,0,0,161,384,"Sunset Nursery",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,67,10,22,131,"Westmeath",093, ,0,0,1,233,419,"Westmeath Recreation Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,60,9,12,148,"Westmeath",094, ,0,0,0,231,433,"Westmeath Recreation Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,47,6,15,157,"Pembroke",095, ,2,0,0,230,387,"Pembroke Outdoor Sportsman's Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,23,6,6,110,"Pembroke",096, ,0,0,0,147,274,"Pembroke Outdoor Sportsman's Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,45,1,8,73,"Pembroke",097, ,0,0,0,129,311,"Pembroke Catering Service",20071010
074,RENFREW--NIPISSING--PEMBROKE,4,0,37,4,6,80,"Pembroke",098, ,0,0,0,131,313,"Stafford Recreation Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,79,6,14,132,"Pembroke",099, ,0,0,0,232,428,"Sunset Nursery",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,55,7,8,130,"Pembroke",100, ,3,0,0,203,385,"Sunset Nursery",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,70,10,19,138,"Pembroke",101, ,2,2,0,241,498,"Sunset Nursery",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,25,7,7,132,"Beachburg",102, ,0,0,0,174,322,"Beachburg Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,30,12,15,161,"Pembroke",103, ,0,0,0,220,378,"Pembroke Outdoor Sportsman's Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,47,6,25,126,"Pembroke",104, ,0,0,0,204,350,"Rankin Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,29,4,15,120,"Pembroke",105, ,1,0,0,169,456,"Stafford Recreation Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,26,4,8,120,"Beachburg",106, ,0,0,0,160,302,"Beachburg Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,9,0,2,25,"Beachburg",107s, ,0,0,1,38,58,"Country Haven",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,46,9,16,115,"Beachburg",108, ,0,0,0,188,329,"Beachburg Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,24,12,15,141,"Beachburg",109, ,0,0,0,192,430,"Beachburg Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,6,45,13,14,215,"Pembroke",110, ,0,0,0,293,491,"Rankin Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,47,8,21,164,"Pembroke",111, ,1,0,0,241,429,"Micksburg Senior Citizens Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,14,9,12,124,"Foresters Falls",112A, ,1,0,0,160,265,"Whitewater Region Fire Hall #3",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,13,6,13,112,"Foresters Falls",112B, ,0,0,0,144,245,"Whitewater Region Fire Hall #3",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,36,12,19,170,"Round Lake Centre",113, ,5,0,0,244,346,"St. Casimir's Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,28,7,19,123,"Golden Lake",114, ,0,0,0,178,302,"Golden Lake Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,24,7,16,150,"Golden Lake",115, ,0,0,0,197,295,"Golden Lake Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,15,7,11,161,"Bonnechere Valley",116, ,0,0,0,194,405,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,19,8,11,86,"Douglas",117, ,0,0,0,124,255,"Barr Line Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,19,3,7,127,"Cobden",118, ,0,0,0,158,299,"Cobden Agricultural Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,11,0,0,24,"Cobden",119s, ,0,2,0,37,110,"Caressant Care Retirement Home",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,23,6,11,79,"Cobden",120, ,0,0,0,119,267,"Cobden Agricultural Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,12,6,7,89,"Cobden",121, ,0,0,0,115,234,"Cobden Agricultural Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,19,3,21,108,"Haley Station",122, ,0,0,0,153,296,"Whitewater Region Fire Hall #1",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,36,8,10,126,"Barry's Bay",123, ,0,0,0,180,318,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,39,3,8,197,"Round Lake Centre",124, ,0,0,0,249,405,"St. Casimir's Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,21,4,22,31,"Golden Lake",125, ,0,0,0,80,371,"Health Center",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,43,4,6,154,"Bonnechere Valley",126, ,1,0,0,209,422,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,4,39,2,13,121,"Douglas",127, ,0,0,0,179,321,"St. Michael's Catholic School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,39,6,28,156,"Haley Station",128, ,0,0,0,229,436,"Whitewater Region Fire Hall #1",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,33,5,14,106,"Renfrew",129, ,0,0,0,158,268,"Horton Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,31,13,24,121,"Killaloe",130, ,0,1,0,192,336,"Killaloe Community Resource Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,20,19,8,112,"Killaloe",131, ,0,1,0,163,273,"Killaloe Community Resource Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,30,2,14,115,"Killaloe",132, ,1,0,0,164,259,"Killaloe Community Resource Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,22,6,11,92,"Killaloe",133, ,0,0,0,134,211,"Killaloe Community Resource Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,19,13,15,67,"Cormac",134, ,0,0,0,114,337,"St. Anne's Roman Catholic Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,43,9,10,158,"Bonnechere Valley",135, ,0,0,0,222,363,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,33,9,12,123,"Bonnechere Valley",136, ,0,0,0,177,379,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,48,5,13,115,"Bonnechere Valley",137, ,0,0,0,184,354,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,..........................NO POLL HELD........................,,,,,,"Bonnechere Valley",138s, ,0,0,0,0,0,"",20071010
074,RENFREW--NIPISSING--PEMBROKE,......................COMBINED WITH POLL 140 ....................,,,,,,"Eganville",139s, ,,,,,,"Fairfields",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,22,5,3,106,"Bonnechere Valley",140, ,0,0,0,138,300,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,0,35,9,14,144,"Douglas",141, ,1,0,0,205,372,"St. Michael's Catholic School",20071010
074,RENFREW--NIPISSING--PEMBROKE,3,2,35,4,11,123,"Renfrew",142, ,1,0,0,179,323,"Admaston Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,38,5,17,120,"Renfrew",143, ,0,0,0,180,368,"Northcote Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,21,1,10,77,"Renfrew",144, ,0,0,0,109,274,"St. James Evangelical Lutheran Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,15,2,1,48,"Renfrew",145s, ,2,0,0,68,141,"Bonnechere Manor",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,17,7,12,88,"Renfrew",146, ,1,0,0,125,337,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,9,0,4,27,"Renfrew",147s, ,0,2,0,42,68,"Quail Creek Retirement Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,6,0,1,37,"Renfrew",148s, ,0,0,0,45,91,"Groves Park Lodge",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,5,0,0,10,"Renfrew",149s, ,0,0,0,16,27,"Renfrew Victoria Hospital",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,1,23,6,15,59,"Renfrew",150, ,0,0,0,106,242,"St. James Evangelical Lutheran Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,27,6,17,68,"Renfrew",151, ,1,0,0,121,298,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,37,4,20,56,"Renfrew",152, ,0,0,0,119,276,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,34,2,10,92,"Renfrew",153, ,0,0,0,138,336,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,27,2,13,53,"Renfrew",154, ,0,0,0,95,273,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,17,8,12,61,"Renfrew",155, ,3,0,0,102,265,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,16,2,7,35,"Renfrew",156, ,1,0,0,61,201,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,32,2,17,78,"Renfrew",157, ,0,0,0,129,314,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,9,3,16,48,"Renfrew",158, ,2,0,0,78,242,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,36,10,16,123,"Renfrew",159, ,0,0,0,185,363,"St. James Evangelical Lutheran Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,46,3,13,73,"Renfrew",160, ,1,0,0,136,292,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,24,4,11,106,"Renfrew",161, ,1,2,0,150,319,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,34,2,15,84,"Renfrew",162, ,0,0,0,136,333,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,40,7,17,124,"Renfrew",163, ,0,0,0,188,389,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,52,9,26,156,"Renfrew",164, ,0,0,0,244,263,"Horton Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,34,7,15,148,"Renfrew",165, ,0,3,0,208,359,"Horton Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,21,13,5,102,"Arnprior",166A, ,9,2,0,152,272,"McNab Fire Hall #1",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,26,2,13,114,"Arnprior",166B, ,6,0,0,164,277,"McNab Fire Hall #1",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,43,11,9,110,"McNab/Braeside",167, ,2,0,1,176,334,"Our Lady of Perpetual Help Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,4,57,24,13,143,"Arnprior",168, ,0,0,0,241,405,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,38,13,15,104,"Arnprior",169, ,0,0,0,173,366,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,55,9,12,83,"Arnprior",170, ,0,0,0,160,375,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,56,7,17,151,"Arnprior",171, ,0,0,0,232,454,"St. John Chrysostom Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,40,10,13,39,"Whitney",172, ,0,0,0,105,129,"St. Martin of Tours Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,24,1,9,98,"Madawaska",173, ,0,0,0,132,217,"Murchison & Lyell Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,12,3,2,33,"Madawaska",174, ,0,0,0,50,203,"Murchison & Lyell Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,..........................NO POLL HELD........................,,,,,,"Madawaska",175s, ,0,0,0,0,0,"",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,15,0,1,30,"Barry's Bay",176s, ,3,0,0,50,90,"Valley Manor Nursing Home",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,44,3,6,101,"Barry's Bay",177, ,0,0,0,156,292,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,9,42,7,5,120,"Barry's Bay",178, ,0,1,0,184,314,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,34,4,3,117,"Barry's Bay",179, ,0,0,0,160,320,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,10,0,2,14,"Barry's Bay",180s, ,0,1,1,29,38,"Watertower Lodge",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,30,0,6,88,"Barry's Bay",181, ,0,0,0,126,281,"Opeongo Senior Centre",20071010
