ED_CODE,ED_NAME,CROZIER,FRACASSI,GRIMA,KNIAZIEW,PARENT,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
022,ESSEX,69,8,14,31,0,"LaSalle",095, ,0,0,0,122,306,"Sandwich West Public School",20071010
022,ESSEX,110,15,17,35,2,"LaSalle",096, ,0,0,0,179,426,"Heritage Park Alliance Church",20071010
022,ESSEX,59,10,24,27,3,"LaSalle",097, ,1,0,0,124,259,"Holy Cross Catholic Elementary School",20071010
022,ESSEX,84,11,30,32,1,"LaSalle",098, ,1,0,0,159,455,"Holy Cross Catholic Elementary School",20071010
022,ESSEX,103,4,51,35,1,"LaSalle",099, ,0,0,0,194,476,"St. Nicholas Macedonian Church",20071010
022,ESSEX,120,10,47,69,5,"LaSalle",100, ,0,1,1,253,530,"St. Nicholas Macedonian Church",20071010
022,ESSEX,99,8,43,55,5,"LaSalle",101, ,3,0,0,213,507,"St. Nicholas Macedonian Church",20071010
022,ESSEX,55,15,43,41,0,"LaSalle",102, ,1,0,0,155,322,"St. Nicholas Macedonian Church",20071010
022,ESSEX,91,10,41,56,1,"North Woodslee",103, ,2,0,0,201,417,"St. John Parish Hall",20071010
022,ESSEX,100,9,48,68,2,"North Woodslee",104, ,0,0,0,227,468,"St. John Parish Hall",20071010
022,ESSEX,33,3,30,19,2,"Comber",105, ,0,0,0,87,224,"Comber Community Centre",20071010
022,ESSEX,57,7,37,38,1,"Comber",106, ,0,0,0,140,366,"Comber Community Centre",20071010
022,ESSEX,48,3,7,11,1,"Comber",107, ,0,1,0,71,154,"St. Andrews United Church Hall",20071010
022,ESSEX,37,1,21,29,1,"LaSalle",108, ,0,0,0,89,276,"Lasalle Public School",20071010
022,ESSEX,48,5,38,35,2,"LaSalle",109, ,1,0,0,129,348,"Lasalle Public School",20071010
022,ESSEX,46,7,28,27,0,"LaSalle",110, ,0,0,0,108,290,"École élémentaire Monseigneur Augustin Caron",20071010
022,ESSEX,73,2,22,18,4,"LaSalle",111, ,0,0,0,119,308,"École élémentaire Monseigneur Augustin Caron",20071010
022,ESSEX,76,10,36,50,2,"LaSalle",112, ,1,0,0,175,396,"École élémentaire Monseigneur Augustin Caron",20071010
022,ESSEX,71,8,37,31,4,"LaSalle",113A, ,0,3,0,154,342,"Sandwich Secondary School",20071010
022,ESSEX,73,12,31,32,0,"LaSalle",113B, ,4,0,0,152,338,"Sandwich Secondary School",20071010
022,ESSEX,63,10,30,31,2,"LaSalle",114, ,0,0,0,136,368,"Holy Cross Catholic Elementary School",20071010
022,ESSEX,82,5,28,27,2,"LaSalle",115, ,0,1,0,145,346,"St. Nicholas Macedonian Church",20071010
022,ESSEX,77,9,47,56,3,"Lakeshore",116, ,0,0,0,192,423,"Bethel Maidstone United Church Hall",20071010
022,ESSEX,83,8,27,40,0,"North Woodslee",117, ,0,0,0,158,337,"St. John Parish Hall",20071010
022,ESSEX,67,6,38,25,0,"Comber",118, ,1,0,0,137,387,"Comber Community Centre",20071010
022,ESSEX,114,13,39,40,0,"LaSalle",119, ,1,0,0,207,449,"École élémentaire Monseigneur Augustin Caron",20071010
022,ESSEX,98,18,43,56,7,"LaSalle",120, ,1,0,0,223,502,"École élémentaire Monseigneur Augustin Caron",20071010
022,ESSEX,67,11,46,55,0,"Lakeshore",121, ,0,0,0,179,392,"Bethel Maidstone United Church Hall",20071010
022,ESSEX,57,4,43,32,0,"Essex",122, ,1,0,0,137,331,"Essex District High School",20071010
022,ESSEX,60,6,36,58,1,"South Woodslee",123, ,0,3,0,164,335,"Woodslee United Church Hall",20071010
022,ESSEX,76,8,30,43,2,"South Woodslee",124, ,0,1,0,160,317,"Woodslee United Church Hall",20071010
022,ESSEX,42,3,17,21,0,"Comber",125, ,0,1,0,84,181,"St. Andrews United Church Hall",20071010
022,ESSEX,84,11,57,50,2,"Amherstburg",126, ,0,0,0,204,547,"Verdi Club",20071010
022,ESSEX,110,8,26,42,1,"Amherstburg",127, ,0,0,0,187,433,"Anderdon Central Public School",20071010
022,ESSEX,90,7,31,45,2,"Amherstburg",128, ,0,0,0,175,419,"Anderdon Central Public School",20071010
022,ESSEX,70,9,23,25,1,"McGregor",129, ,1,0,0,129,346,"Essex County Steam and Gas Engine Museum",20071010
022,ESSEX,66,3,35,48,2,"McGregor",130, ,0,0,0,154,381,"Essex County Steam and Gas Engine Museum",20071010
022,ESSEX,67,4,62,37,3,"Essex",131, ,0,0,0,173,343,"Viscount Estate Community Centre",20071010
022,ESSEX,53,11,51,39,5,"Essex",132, ,0,0,0,159,399,"Essex District High School",20071010
022,ESSEX,96,14,47,51,1,"Essex",133, ,0,1,0,210,400,"Holy Name Catholic Elementary School",20071010
022,ESSEX,29,2,50,27,0,"Essex",134, ,0,0,0,108,183,"Viscount Estate Community Centre",20071010
022,ESSEX,65,4,35,30,1,"Essex",135, ,0,0,0,135,260,"Holy Name Catholic Elementary School",20071010
022,ESSEX,83,8,34,45,0,"Essex",136, ,1,0,0,171,332,"Royal Canadian Legion Branch 201",20071010
022,ESSEX,65,2,33,32,1,"Essex",137, ,1,2,0,136,301,"Holy Name Catholic Elementary School",20071010
022,ESSEX,23,0,7,9,3,"Essex",138s, ,2,2,0,46,116,"Iler Lodge",20071010
022,ESSEX,78,6,37,35,1,"Essex",139, ,0,1,0,158,283,"Royal Canadian Legion Branch 201",20071010
022,ESSEX,71,5,33,36,0,"Essex",140, ,2,0,0,147,296,"Royal Canadian Legion Branch 201",20071010
022,ESSEX,78,6,41,51,2,"Essex",141, ,0,0,0,178,337,"Holy Name Catholic Elementary School",20071010
022,ESSEX,107,7,43,59,1,"Essex",142, ,0,0,0,217,443,"Essex County Civic Centre",20071010
022,ESSEX,64,7,35,51,0,"Essex",143, ,1,0,0,158,343,"Maplewood Public School",20071010
022,ESSEX,52,5,42,29,0,"Essex",144, ,1,0,0,129,253,"Maplewood Public School",20071010
022,ESSEX,113,11,33,68,2,"Essex",145, ,1,0,0,228,392,"Maplewood Public School",20071010
022,ESSEX,83,3,11,47,0,"Essex",146, ,1,0,0,145,294,"Essex County Civic Centre",20071010
022,ESSEX,45,11,21,39,2,"Cottam",147, ,0,0,0,118,267,"Ridgeview Park Recreation Centre",20071010
022,ESSEX,41,3,13,34,1,"Cottam",148, ,1,0,0,93,163,"Cottam United Church Hall",20071010
022,ESSEX,14,1,2,5,0,"Kingsville",149s, ,0,0,0,22,110,"Country Village Health Care Centre",20071010
022,ESSEX,77,11,15,35,0,"Amherstburg",150, ,1,0,0,139,297,"Verdi Club",20071010
022,ESSEX,53,9,33,16,4,"Amherstburg",151, ,3,1,0,119,242,"Anderdon Central Public School",20071010
022,ESSEX,103,7,26,46,0,"McGregor",152, ,0,0,0,182,382,"Essex County Steam and Gas Engine Museum",20071010
022,ESSEX,77,4,77,37,2,"McGregor",153, ,2,0,0,199,409,"Lucier Estates Community Centre",20071010
022,ESSEX,55,11,65,37,2,"McGregor",154, ,1,1,0,172,308,"Lucier Estates Community Centre",20071010
022,ESSEX,122,10,64,55,3,"McGregor",155, ,0,0,0,254,624,"Essex County Steam and Gas Engine Museum",20071010
022,ESSEX,36,9,12,25,0,"Gesto",156, ,0,0,0,82,232,"Colchester North Central Public School",20071010
022,ESSEX,86,9,28,59,1,"Cottam",157, ,1,0,0,184,385,"Cottam United Church Hall",20071010
022,ESSEX,62,5,28,55,1,"Cottam",158, ,2,0,0,153,304,"Ridgeview Park Recreation Centre",20071010
022,ESSEX,75,16,28,33,1,"Amherstburg",159, ,0,4,1,158,418,"Verdi Club",20071010
022,ESSEX,97,13,16,47,2,"Amherstburg",160, ,0,0,0,175,369,"Verdi Club",20071010
022,ESSEX,64,6,27,49,3,"Amherstburg",161, ,1,0,0,150,408,"Verdi Club",20071010
022,ESSEX,79,7,12,63,1,"Amherstburg",162, ,1,0,1,164,344,"Verdi Club",20071010
022,ESSEX,104,14,27,63,1,"Amherstburg",163, ,4,1,0,214,379,"Anderdon Central Public School",20071010
022,ESSEX,69,10,36,32,1,"Amherstburg",164, ,1,0,0,149,343,"Anderdon Central Public School",20071010
022,ESSEX,53,8,23,44,1,"Gesto",165, ,0,1,0,130,305,"Colchester North Central Public School",20071010
022,ESSEX,68,4,21,35,1,"Cottam",166, ,0,0,0,129,266,"Cottam United Church Hall",20071010
022,ESSEX,63,1,30,40,1,"Cottam",167, ,1,0,0,136,273,"Ridgeview Park Recreation Centre",20071010
022,ESSEX,59,2,27,48,4,"Cottam",168, ,0,2,0,142,266,"Cottam United Church Hall",20071010
022,ESSEX,77,4,11,56,0,"Cottam",169, ,2,2,0,152,317,"Ridgeview Park Recreation Centre",20071010
022,ESSEX,71,7,38,20,1,"Amherstburg",170, ,0,2,0,139,298,"General Amherst High School",20071010
022,ESSEX,26,8,72,30,0,"Amherstburg",171, ,0,1,0,137,370,"Stella Maris Catholic Elementary School",20071010
022,ESSEX,26,1,18,19,0,"Amherstburg",172, ,0,0,0,64,273,"General Amherst High School",20071010
022,ESSEX,59,6,41,20,2,"Amherstburg",173, ,2,3,2,135,339,"Stella Maris Catholic Elementary School",20071010
022,ESSEX,41,2,35,25,1,"Amherstburg",174, ,1,0,0,105,320,"General Amherst High School",20071010
022,ESSEX,85,2,39,26,1,"Amherstburg",175, ,7,1,0,161,333,"Verdi Club",20071010
022,ESSEX,84,8,37,22,2,"Amherstburg",176, ,1,0,0,154,344,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,92,17,41,35,0,"Amherstburg",177, ,1,0,0,186,454,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,77,6,36,40,1,"Amherstburg",178, ,0,0,0,160,363,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,61,7,36,29,0,"Amherstburg",179, ,0,0,0,133,336,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,72,14,32,32,0,"Amherstburg",180, ,0,0,0,150,361,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,76,16,42,50,1,"Gesto",181, ,1,0,0,186,439,"Colchester North Central Public School",20071010
022,ESSEX,82,12,35,51,0,"Gesto",182, ,1,0,7,188,396,"Colchester North Central Public School",20071010
022,ESSEX,88,5,23,46,0,"Cottam",183, ,0,0,0,162,361,"Cottam United Church Hall",20071010
022,ESSEX,65,6,40,67,1,"Cottam",184, ,0,0,0,179,358,"Cottam United Church Hall",20071010
022,ESSEX,49,8,38,14,0,"Amherstburg",185, ,0,0,0,109,260,"Wesley United Church Hall",20071010
022,ESSEX,73,1,10,23,0,"Amherstburg",186, ,1,0,0,108,239,"Wesley United Church Hall",20071010
022,ESSEX,18,2,4,2,2,"Amherstburg",187s, ,0,0,0,28,109,"Richmond Terrace and Lodge",20071010
022,ESSEX,45,1,17,11,3,"Amherstburg",188, ,1,0,0,78,193,"Wesley United Church Hall",20071010
022,ESSEX,95,8,55,24,0,"Amherstburg",189, ,0,1,0,183,426,"Amherstburg Community Centre",20071010
022,ESSEX,38,5,31,21,0,"Amherstburg",190, ,2,2,0,99,287,"Wesley United Church Hall",20071010
022,ESSEX,59,7,38,28,1,"Amherstburg",191, ,2,1,0,136,283,"Amherstburg Community Centre",20071010
022,ESSEX,55,7,40,22,1,"Amherstburg",192, ,0,2,0,127,339,"Amherstburg Community Centre",20071010
022,ESSEX,41,1,51,13,1,"Amherstburg",193, ,2,0,0,109,320,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,..........................NO POLL HELD........................,,,,,"Amherstburg",194s, ,0,0,0,0,0,"",20071010
022,ESSEX,71,8,33,32,0,"Amherstburg",195, ,0,0,0,144,347,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,76,6,41,26,2,"Amherstburg",196, ,2,0,1,154,342,"Amherstburg Community Centre",20071010
022,ESSEX,64,5,47,21,0,"Amherstburg",197, ,1,0,0,138,375,"St. Bernard Catholic Elementary School",20071010
022,ESSEX,74,8,32,35,0,"Amherstburg",198, ,4,1,0,154,375,"Malden Central School",20071010
022,ESSEX,81,11,43,52,2,"Amherstburg",199, ,1,0,0,190,368,"Malden Central School",20071010
022,ESSEX,81,11,33,46,1,"Kingsville",200, ,0,0,0,172,400,"Kingsville Arena",20071010
022,ESSEX,96,18,27,79,1,"Kingsville",201, ,4,0,0,225,459,"Ruthven Public School",20071010
022,ESSEX,52,6,37,33,0,"Amherstburg",202, ,0,0,0,128,280,"Wesley United Church Hall",20071010
022,ESSEX,54,12,12,18,3,"Amherstburg",203, ,0,0,0,99,222,"Amherstburg Community Centre",20071010
022,ESSEX,95,8,35,44,0,"Amherstburg",204, ,0,1,0,183,377,"Amherstburg Community Centre",20071010
022,ESSEX,81,12,16,19,0,"Harrow",205, ,1,1,0,130,316,"Harrow Junior Public School",20071010
022,ESSEX,58,14,16,36,0,"Kingsville",206, ,0,1,0,125,312,"Kingsville Arena",20071010
022,ESSEX,61,6,7,38,1,"Kingsville",207A, ,1,1,0,115,327,"Ruthven Public School",20071010
022,ESSEX,84,7,11,37,1,"Kingsville",207B, ,3,1,0,144,318,"Ruthven Public School",20071010
022,ESSEX,61,8,51,26,1,"Amherstburg",208, ,1,0,0,148,406,"Amherstburg Community Centre",20071010
022,ESSEX,101,11,36,42,5,"Harrow",209, ,0,1,0,196,463,"St. Anthony Catholic Elementary School",20071010
022,ESSEX,52,4,22,26,1,"Harrow",210, ,1,0,0,106,263,"St. Anthony Catholic Elementary School",20071010
022,ESSEX,122,19,19,68,0,"Harrow",211, ,1,0,0,229,502,"Harrow Junior Public School",20071010
022,ESSEX,37,4,20,41,0,"Kingsville",212, ,0,0,0,102,221,"Knights of Columbus Hall #8233",20071010
022,ESSEX,44,6,14,29,0,"Kingsville",213, ,0,0,0,93,198,"Kingsville Public School",20071010
022,ESSEX,56,3,20,40,0,"Kingsville",214, ,0,2,0,121,286,"Kingsville Public School",20071010
022,ESSEX,58,8,20,34,0,"Kingsville",215, ,0,0,0,120,259,"Kingsville Public School",20071010
022,ESSEX,26,0,5,5,1,"Kingsville",216s, ,0,0,0,37,155,"Royal Oak Long Term Care Centre",20071010
022,ESSEX,87,13,22,39,0,"Kingsville",217, ,0,1,0,162,315,"Kingsville Arena",20071010
022,ESSEX,83,10,30,57,2,"Kingsville",218, ,2,0,0,184,371,"Kingsville Arena",20071010
022,ESSEX,116,11,20,47,1,"Kingsville",219, ,3,0,0,198,413,"Kingsville Arena",20071010
022,ESSEX,..........................NO POLL HELD........................,,,,,"Ruthven",220, ,0,0,0,0,0,"",20071010
022,ESSEX,111,9,15,47,0,"Kingsville",221, ,1,2,1,186,363,"Ruthven Public School",20071010
022,ESSEX,75,17,42,47,4,"Amherstburg",222, ,0,1,1,187,503,"Malden Central School",20071010
022,ESSEX,53,15,35,30,3,"Amherstburg",223, ,2,0,0,138,305,"Malden Central School",20071010
022,ESSEX,78,14,28,34,1,"Harrow",224, ,2,1,0,158,360,"St. Anthony Catholic Elementary School",20071010
022,ESSEX,91,5,28,30,2,"Harrow",225, ,1,0,0,157,388,"Harrow District High School",20071010
022,ESSEX,39,1,1,10,0,"Harrow",226s, ,1,0,0,52,117,"Harrowood Residents Council",20071010
022,ESSEX,93,7,31,26,0,"Harrow",227, ,0,0,0,157,384,"Harrow District High School",20071010
022,ESSEX,99,11,22,25,1,"Harrow",228, ,2,0,0,160,311,"Harrow District High School",20071010
022,ESSEX,75,7,22,33,0,"Harrow",229, ,1,0,0,138,275,"Harrow Junior Public School",20071010
022,ESSEX,30,0,6,15,1,"Kingsville",229-1s, ,2,3,0,57,102,"Kingsville Court Retirement Community",20071010
022,ESSEX,85,6,22,31,0,"Harrow",230, ,2,1,0,147,305,"Harrow District High School",20071010
022,ESSEX,60,9,25,42,0,"Kingsville",231, ,0,0,0,136,316,"Knights of Columbus Hall #8233",20071010
022,ESSEX,63,8,21,37,2,"Kingsville",232, ,0,0,0,131,351,"Kingsville District High School",20071010
022,ESSEX,75,13,19,61,0,"Kingsville",233, ,1,0,0,169,383,"Kingsville Lions Club Hall",20071010
022,ESSEX,65,14,27,28,0,"Kingsville",234, ,1,4,0,139,295,"Kingsville Lions Club Hall",20071010
022,ESSEX,59,17,23,26,2,"Kingsville",235, ,0,0,0,127,272,"Kingsville Lions Club Hall",20071010
022,ESSEX,5,4,2,3,5,"Kingsville",236s, ,1,0,1,21,43,"Kings Manor Residence",20071010
