ED_CODE,ED_NAME,AGRAWAL,CANSFIELD,KING,PRINGLE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
023,ETOBICOKE CENTRE,30,119,13,57,"Toronto",403, ,1,1,0,221,383,"Tiffany Place",20071010
023,ETOBICOKE CENTRE,8,59,7,19,"Toronto",404, ,0,1,0,94,171,"Islington Towers",20071010
023,ETOBICOKE CENTRE,6,49,2,16,"Toronto",405, ,0,0,0,73,178,"Valleyview Towers",20071010
023,ETOBICOKE CENTRE,11,36,15,23,"Toronto",406, ,0,0,0,85,154,"Dixington Apartments",20071010
023,ETOBICOKE CENTRE,..........................NO POLL HELD........................,,,,"Toronto",407, ,0,0,0,0,0,"",20071010
023,ETOBICOKE CENTRE,4,41,9,28,"Toronto",408, ,0,0,0,82,123,"Rosecourt Apartments",20071010
023,ETOBICOKE CENTRE,..........................NO POLL HELD........................,,,,"Toronto",409, ,0,0,0,0,0,"",20071010
023,ETOBICOKE CENTRE,11,30,8,33,"Toronto",410, ,0,0,0,82,198,"St. Demetrius Catholic School",20071010
023,ETOBICOKE CENTRE,6,48,5,36,"Toronto",411, ,0,0,0,95,130,"95 La Rose Apartments",20071010
023,ETOBICOKE CENTRE,23,118,17,75,"Toronto",412, ,2,1,0,236,358,"Top of the Humber",20071010
023,ETOBICOKE CENTRE,19,41,9,21,"Toronto",413, ,0,0,0,90,204,"45 La Rose Apartments",20071010
023,ETOBICOKE CENTRE,12,82,2,64,"Toronto",414, ,0,0,0,160,239,"Richview Heights",20071010
023,ETOBICOKE CENTRE,26,62,14,48,"Toronto",415, ,15,2,0,167,288,"Richview Gardens",20071010
023,ETOBICOKE CENTRE,28,133,16,68,"Toronto",416, ,0,0,0,245,402,"Humber Hill Towers",20071010
023,ETOBICOKE CENTRE,8,19,4,14,"Toronto",417, ,0,2,0,47,129,"St. Demetrius Catholic School",20071010
023,ETOBICOKE CENTRE,25,62,7,35,"Toronto",418, ,0,0,0,129,201,"Richview Terrace 25",20071010
023,ETOBICOKE CENTRE,9,26,7,13,"Toronto",419, ,0,0,0,55,155,"St. Demetrius Catholic School",20071010
023,ETOBICOKE CENTRE,32,85,16,51,"Toronto",420, ,1,0,0,185,425,"Richview Terrace A and B",20071010
023,ETOBICOKE CENTRE,23,60,2,23,"Toronto",421, ,6,0,0,114,241,"20 Redgrave Drive",20071010
023,ETOBICOKE CENTRE,10,22,4,9,"Toronto",422, ,1,0,0,46,123,"Kipling Collegiate Institute",20071010
023,ETOBICOKE CENTRE,..........................NO POLL HELD........................,,,,"Toronto",423, ,0,0,0,0,0,"",20071010
023,ETOBICOKE CENTRE,14,57,6,12,"Toronto",424, ,7,2,0,98,172,"Martinway Towers Martingrove",20071010
023,ETOBICOKE CENTRE,13,40,0,13,"Toronto",425, ,0,2,0,68,123,"The Westerham",20071010
023,ETOBICOKE CENTRE,14,63,7,48,"Toronto",426, ,0,2,1,135,215,"Royal Gate Apartments",20071010
023,ETOBICOKE CENTRE,36,71,13,53,"Toronto",427, ,0,0,0,173,303,"The Royal Rose Apartments",20071010
023,ETOBICOKE CENTRE,12,17,11,6,"Toronto",428, ,0,0,0,46,135,"Fontenay Court",20071010
023,ETOBICOKE CENTRE,13,41,7,13,"Toronto",429, ,0,0,0,74,129,"Fontenay Court",20071010
023,ETOBICOKE CENTRE,14,70,9,23,"Toronto",430, ,0,0,1,117,174,"Fountain of Edenbridge",20071010
023,ETOBICOKE CENTRE,16,39,10,26,"Toronto",431, ,0,1,0,92,176,"James Gardens Apartments",20071010
023,ETOBICOKE CENTRE,11,73,6,36,"Toronto",432, ,0,0,0,126,200,"Golden Gates",20071010
023,ETOBICOKE CENTRE,16,48,3,11,"Toronto",433, ,7,0,0,85,140,"Oxford Towers",20071010
023,ETOBICOKE CENTRE,24,120,16,58,"Toronto",434, ,0,3,0,221,345,"Huntingwood Place 73",20071010
023,ETOBICOKE CENTRE,24,102,19,56,"Toronto",435, ,0,0,0,201,331,"Huntingwood Place 63",20071010
023,ETOBICOKE CENTRE,..........................NO POLL HELD........................,,,,"Toronto",436, ,0,0,0,0,0,"",20071010
023,ETOBICOKE CENTRE,6,109,27,123,"Toronto",437, ,0,2,0,267,377,"Widdicombe Place",20071010
023,ETOBICOKE CENTRE,..........................NO POLL HELD........................,,,,"Toronto",438, ,0,0,0,0,0,"",20071010
023,ETOBICOKE CENTRE,11,23,3,20,"Toronto",439, ,0,0,0,57,144,"Central Etobicoke High School",20071010
023,ETOBICOKE CENTRE,4,36,8,26,"Toronto",440, ,0,0,0,74,160,"Central Etobicoke High School",20071010
023,ETOBICOKE CENTRE,8,78,5,12,"Toronto",441, ,1,3,0,107,271,"Willowridge Towers",20071010
023,ETOBICOKE CENTRE,6,27,2,5,"Toronto",442, ,0,0,0,40,113,"Willowridge Towers",20071010
023,ETOBICOKE CENTRE,18,55,1,24,"Toronto",443, ,0,0,0,98,311,"Parkfield Junior Elementary School",20071010
023,ETOBICOKE CENTRE,22,89,9,75,"Toronto",444, ,0,0,0,195,337,"Huntingwood Place 120",20071010
023,ETOBICOKE CENTRE,16,47,5,24,"Toronto",445, ,0,0,0,92,226,"Martingrove Collegiate Institute",20071010
023,ETOBICOKE CENTRE,11,33,12,19,"Toronto",446, ,0,1,0,76,261,"Martingrove Collegiate Institute",20071010
023,ETOBICOKE CENTRE,14,31,10,29,"Toronto",447, ,0,0,0,84,168,"St. Giles Kingsway Presbyterian Church",20071010
023,ETOBICOKE CENTRE,16,40,6,25,"Toronto",448, ,0,0,0,87,132,"Royal York Gardens",20071010
023,ETOBICOKE CENTRE,24,41,9,27,"Toronto",449, ,0,0,0,101,174,"Victoria House",20071010
023,ETOBICOKE CENTRE,23,90,12,69,"Toronto",450, ,1,0,0,195,290,"The Buckingham - 714",20071010
023,ETOBICOKE CENTRE,3,13,4,4,"Toronto",451, ,0,0,0,24,105,"The Church of Christ the King",20071010
023,ETOBICOKE CENTRE,28,123,10,61,"Toronto",452A, ,0,0,7,229,439,"Summit Royal",20071010
023,ETOBICOKE CENTRE,26,116,8,54,"Toronto",452B, ,2,0,0,206,419,"Summit Royal",20071010
023,ETOBICOKE CENTRE,42,111,22,63,"Toronto",453, ,1,0,0,239,424,"The Grange",20071010
023,ETOBICOKE CENTRE,39,77,13,61,"Toronto",454, ,0,0,0,190,396,"Lincoln Towers",20071010
023,ETOBICOKE CENTRE,7,25,4,19,"Toronto",455, ,0,0,0,55,113,"Park Edge Place",20071010
023,ETOBICOKE CENTRE,14,56,4,6,"Toronto",456, ,0,1,0,81,280,"Burnhamthorpe Adult Learning Centre",20071010
023,ETOBICOKE CENTRE,10,28,4,7,"Toronto",457, ,0,0,0,49,144,"Burnhamthorpe Adult Learning Centre",20071010
