ED_CODE,ED_NAME,BERNHARDT,LOGAN,MCGUIRE,MILLOY,MOFFITT,STANSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
037,KITCHENER CENTRE,4,13,2,84,35,34,"Kitchener",041, ,1,0,1,174,296,"St. Anne Separate School",20071010
037,KITCHENER CENTRE,0,16,1,56,35,57,"Kitchener",042, ,1,0,1,167,303,"Smithson Public School",20071010
037,KITCHENER CENTRE,3,23,2,58,27,26,"Kitchener",043, ,1,0,1,141,285,"Smithson Public School",20071010
037,KITCHENER CENTRE,4,8,4,78,33,43,"Kitchener",044, ,0,0,0,170,304,"Smithson Public School",20071010
037,KITCHENER CENTRE,1,14,1,98,24,50,"Kitchener",045, ,0,0,1,189,353,"Smithson Public School",20071010
037,KITCHENER CENTRE,0,15,1,96,29,61,"Kitchener",046, ,0,0,1,203,306,"Stanley Park Senior Public School",20071010
037,KITCHENER CENTRE,0,4,2,41,15,24,"Kitchener",047, ,0,0,0,86,244,"Stanley Park Senior Public School",20071010
037,KITCHENER CENTRE,2,4,0,31,12,20,"Kitchener",048, ,0,1,0,70,285,"Crestview Public School",20071010
037,KITCHENER CENTRE,4,17,3,71,35,30,"Kitchener",049, ,1,0,1,162,377,"Crestview Public School",20071010
037,KITCHENER CENTRE,2,3,0,19,9,17,"Kitchener",050, ,0,0,0,50,192,"Stanley Park Community Centre",20071010
037,KITCHENER CENTRE,1,10,2,39,20,27,"Kitchener",051, ,0,2,0,101,347,"Grand River Collegiate",20071010
037,KITCHENER CENTRE,1,1,3,11,8,7,"Kitchener",052, ,0,0,0,31,144,"Grand River Collegiate",20071010
037,KITCHENER CENTRE,1,9,4,103,21,47,"Kitchener",053, ,0,0,0,185,393,"Grand River Collegiate",20071010
037,KITCHENER CENTRE,5,12,0,79,15,46,"Kitchener",054, ,0,0,0,157,375,"Grand River Collegiate",20071010
037,KITCHENER CENTRE,0,15,0,108,30,66,"Kitchener",055, ,2,2,0,223,461,"Kitchener East Presbyterian Church",20071010
037,KITCHENER CENTRE,0,13,1,100,39,82,"Kitchener",056, ,0,2,1,238,507,"Kitchener East Presbyterian Church",20071010
037,KITCHENER CENTRE,0,2,1,38,6,11,"Kitchener",057, ,0,0,0,58,122,"Lackner Woods School",20071010
037,KITCHENER CENTRE,1,16,1,75,40,27,"Kitchener",058, ,0,0,0,160,395,"St. John Separate School",20071010
037,KITCHENER CENTRE,3,18,1,46,39,37,"Kitchener",059, ,1,0,0,145,314,"Ukrainian Catholic Centre",20071010
037,KITCHENER CENTRE,1,18,2,46,28,13,"Kitchener",060, ,3,0,0,111,284,"Ukrainian Catholic Centre",20071010
037,KITCHENER CENTRE,0,5,1,26,18,7,"Kitchener",061, ,0,0,2,59,174,"Downtown Community Centre",20071010
037,KITCHENER CENTRE,6,7,1,56,22,46,"Kitchener",062, ,1,1,0,140,249,"Sandhills Christian Community Centre",20071010
037,KITCHENER CENTRE,3,9,1,45,20,20,"Kitchener",063, ,1,0,0,99,225,"Your Kitchener Market",20071010
037,KITCHENER CENTRE,0,5,1,29,23,14,"Kitchener",064, ,0,1,0,73,225,"Suddaby Public School",20071010
037,KITCHENER CENTRE,3,35,4,71,52,26,"Kitchener",065, ,0,0,0,191,361,"Bethany Evangelical Missionary Church",20071010
037,KITCHENER CENTRE,2,25,1,38,25,28,"Kitchener",066, ,2,0,0,121,277,"Bethany Evangelical Missionary Church",20071010
037,KITCHENER CENTRE,3,25,1,112,44,30,"Kitchener",067, ,0,0,0,215,374,"St. Anne Separate School",20071010
037,KITCHENER CENTRE,5,25,1,125,20,45,"Kitchener",068, ,0,0,0,221,329,"St. Anne Separate School",20071010
037,KITCHENER CENTRE,7,15,0,85,32,39,"Kitchener",069, ,1,0,0,179,298,"St. Anne Separate School",20071010
037,KITCHENER CENTRE,1,11,0,86,10,47,"Kitchener",070, ,0,0,0,155,283,"Stanley Park Senior Public School",20071010
037,KITCHENER CENTRE,0,7,0,44,23,34,"Kitchener",071, ,1,0,0,109,287,"Stanley Park Community Centre",20071010
037,KITCHENER CENTRE,1,7,4,43,19,14,"Kitchener",072, ,0,1,0,89,307,"Stanley Park Community Centre",20071010
037,KITCHENER CENTRE,1,6,0,15,10,10,"Kitchener",073, ,1,1,0,44,263,"Stanley Park Community Centre",20071010
037,KITCHENER CENTRE,5,8,0,117,11,55,"Kitchener",074, ,1,0,0,197,416,"Grandview Baptist Church",20071010
037,KITCHENER CENTRE,1,19,2,146,33,81,"Kitchener",075, ,2,2,0,286,525,"Kitchener East Presbyterian Church",20071010
037,KITCHENER CENTRE,2,15,1,71,10,24,"Kitchener",076, ,0,0,0,123,333,"Lackner Woods School",20071010
037,KITCHENER CENTRE,2,8,2,19,15,12,"Kitchener",077, ,0,1,0,59,202,"Victoria Hills Community Centre",20071010
037,KITCHENER CENTRE,4,1,0,30,26,12,"Kitchener",078, ,0,0,0,73,238,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,0,4,0,11,7,6,"Kitchener",079, ,0,0,0,28,167,"Victoria Hills Community Centre",20071010
037,KITCHENER CENTRE,3,14,1,35,36,17,"Kitchener",080, ,0,0,0,106,236,"St. John Separate School",20071010
037,KITCHENER CENTRE,0,10,1,33,31,28,"Kitchener",081, ,0,0,2,105,289,"St. John Separate School",20071010
037,KITCHENER CENTRE,1,2,0,17,12,10,"Kitchener",082, ,0,1,0,43,131,"St. John Separate School",20071010
037,KITCHENER CENTRE,1,18,5,59,55,12,"Kitchener",083, ,1,0,0,151,292,"Willowside Housing Co-operative",20071010
037,KITCHENER CENTRE,3,21,0,50,28,19,"Kitchener",084, ,0,1,0,122,266,"Sandhills Christian Community Centre",20071010
037,KITCHENER CENTRE,0,2,0,20,1,6,"Kitchener",085s, ,0,0,0,29,65,"Victoria Place",20071010
037,KITCHENER CENTRE,2,14,0,20,42,12,"Kitchener",086, ,0,0,0,90,231,"Sandhills Christian Community Centre",20071010
037,KITCHENER CENTRE,2,11,2,25,31,12,"Kitchener",088, ,0,0,0,83,225,"Courtland Avenue Senior Public School",20071010
037,KITCHENER CENTRE,4,8,3,11,19,20,"Kitchener",089, ,0,0,16,81,232,"Your Kitchener Market",20071010
037,KITCHENER CENTRE,2,6,0,36,30,16,"Kitchener",090, ,2,0,0,92,291,"Courtland Avenue Senior Public School",20071010
037,KITCHENER CENTRE,1,7,2,24,21,10,"Kitchener",091, ,1,0,3,69,209,"Your Kitchener Market",20071010
037,KITCHENER CENTRE,5,6,3,56,37,39,"Kitchener",092, ,0,0,1,147,450,"Your Kitchener Market",20071010
037,KITCHENER CENTRE,3,19,0,45,42,39,"Kitchener",093, ,2,0,0,150,395,"Your Kitchener Market",20071010
037,KITCHENER CENTRE,4,26,0,92,48,47,"Kitchener",094, ,0,0,0,217,430,"Sheppard Public School",20071010
037,KITCHENER CENTRE,1,3,2,6,2,8,"Kitchener",095s, ,1,0,0,23,32,"Lafontaine Terrace",20071010
037,KITCHENER CENTRE,2,11,0,43,19,25,"Kitchener",096, ,0,0,0,100,265,"Sheppard Public School",20071010
037,KITCHENER CENTRE,0,14,1,55,32,29,"Kitchener",097, ,0,0,0,131,305,"Sheppard Public School",20071010
037,KITCHENER CENTRE,0,10,1,67,28,40,"Kitchener",098, ,0,0,0,146,299,"Sheppard Public School",20071010
037,KITCHENER CENTRE,2,12,0,122,18,67,"Kitchener",099, ,0,1,0,222,399,"St. Luke's Lutheran Church",20071010
037,KITCHENER CENTRE,2,14,1,110,37,58,"Kitchener",100, ,0,1,0,223,358,"St. Luke's Lutheran Church",20071010
037,KITCHENER CENTRE,4,13,3,104,40,42,"Kitchener",101, ,0,1,0,207,357,"St. Luke's Lutheran Church",20071010
037,KITCHENER CENTRE,5,5,1,82,25,41,"Kitchener",102, ,0,0,0,159,335,"Stanley Park Community Centre",20071010
037,KITCHENER CENTRE,3,7,1,83,11,45,"Kitchener",103, ,1,1,0,152,335,"Grandview Baptist Church",20071010
037,KITCHENER CENTRE,4,15,1,134,16,98,"Kitchener",104, ,1,2,0,271,449,"Grandview Baptist Church",20071010
037,KITCHENER CENTRE,1,16,0,117,23,67,"Kitchener",105, ,1,0,0,225,434,"Kitchener East Presbyterian Church",20071010
037,KITCHENER CENTRE,4,16,0,100,22,69,"Kitchener",106, ,0,1,0,212,527,"Lackner Woods School",20071010
037,KITCHENER CENTRE,5,21,3,83,44,48,"Kitchener",107, ,0,0,0,204,449,"Victoria Hills Community Centre",20071010
037,KITCHENER CENTRE,0,7,4,48,18,12,"Kitchener",108, ,1,0,0,90,277,"Victoria Hills Community Centre",20071010
037,KITCHENER CENTRE,4,13,5,76,50,39,"Kitchener",109, ,0,1,1,189,456,"Victoria Hills Community Centre",20071010
037,KITCHENER CENTRE,1,3,0,45,24,20,"Kitchener",110, ,3,0,1,97,361,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,3,23,2,47,17,13,"Kitchener",111, ,0,1,0,106,306,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,0,5,2,44,19,22,"Kitchener",112, ,1,1,0,94,305,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,0,5,1,24,11,10,"Kitchener",113, ,0,0,0,51,174,"Senior Citizens Apartments",20071010
037,KITCHENER CENTRE,1,14,1,76,23,37,"Kitchener",114, ,0,0,0,152,323,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,6,17,0,49,44,32,"Kitchener",115, ,0,0,0,148,331,"J. F. Carmichael Public School",20071010
037,KITCHENER CENTRE,2,20,0,66,33,24,"Kitchener",116, ,0,0,0,145,329,"J. F. Carmichael Public School",20071010
037,KITCHENER CENTRE,3,13,1,31,18,10,"Kitchener",117, ,0,0,0,76,252,"J. F. Carmichael Public School",20071010
037,KITCHENER CENTRE,3,14,1,44,44,12,"Kitchener",118, ,0,0,0,118,216,"Highland Baptist Church",20071010
037,KITCHENER CENTRE,1,14,3,66,30,39,"Kitchener",119, ,0,0,0,153,278,"Highland Baptist Church",20071010
037,KITCHENER CENTRE,6,15,2,33,52,36,"Kitchener",120, ,0,0,0,144,349,"Highland Baptist Church",20071010
037,KITCHENER CENTRE,0,8,0,11,14,9,"Kitchener",121, ,2,0,0,44,152,"Courtland Avenue Senior Public School",20071010
037,KITCHENER CENTRE,3,4,1,35,28,26,"Kitchener",122, ,0,2,0,99,259,"Mill Courtland Community Centre",20071010
037,KITCHENER CENTRE,2,22,3,52,30,17,"Kitchener",123, ,0,0,0,126,314,"Courtland Avenue Senior Public School",20071010
037,KITCHENER CENTRE,0,11,2,28,7,21,"Kitchener",124, ,0,0,0,69,166,"Rockway Centre",20071010
037,KITCHENER CENTRE,3,3,1,19,12,25,"Kitchener",125-1, ,0,1,0,64,197,"Rockway Centre",20071010
037,KITCHENER CENTRE,2,18,3,57,36,51,"Kitchener",126, ,0,0,0,167,370,"Rockway Centre",20071010
037,KITCHENER CENTRE,5,20,0,55,20,31,"Kitchener",127, ,0,0,0,131,306,"Rockway Centre",20071010
037,KITCHENER CENTRE,2,11,0,82,31,51,"Kitchener",128, ,0,0,0,177,331,"St. Luke's Lutheran Church",20071010
037,KITCHENER CENTRE,6,16,0,75,20,56,"Kitchener",129, ,0,0,0,173,336,"Sunnyside Public School",20071010
037,KITCHENER CENTRE,1,4,2,39,17,21,"Kitchener",130s, ,2,0,1,87,300,"Sunnyside Home",20071010
037,KITCHENER CENTRE,1,15,4,76,16,53,"Kitchener",131, ,0,0,0,165,293,"Sunnyside Public School",20071010
037,KITCHENER CENTRE,2,12,1,37,48,43,"Kitchener",132, ,0,1,0,144,365,"St. Patrick Separate School",20071010
037,KITCHENER CENTRE,3,12,2,61,28,41,"Kitchener",133, ,0,0,0,147,384,"St. Patrick Separate School",20071010
037,KITCHENER CENTRE,4,13,1,82,21,49,"Kitchener",134, ,0,0,0,170,392,"Grandview Baptist Church",20071010
037,KITCHENER CENTRE,0,15,3,114,25,76,"Kitchener",135, ,0,0,0,233,566,"Grandview Baptist Church",20071010
037,KITCHENER CENTRE,3,10,0,65,35,40,"Kitchener",136, ,0,0,0,153,389,"Victoria Hills Community Centre",20071010
037,KITCHENER CENTRE,0,12,0,48,23,27,"Kitchener",137, ,0,0,0,110,306,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,1,3,1,25,20,4,"Kitchener",138, ,0,1,0,55,209,"A. R. Kaufman Public School",20071010
037,KITCHENER CENTRE,4,11,0,62,25,30,"Kitchener",139, ,0,1,0,133,346,"Queensmount Senior Public School",20071010
037,KITCHENER CENTRE,0,10,3,37,26,24,"Kitchener",140, ,1,0,0,101,231,"Senior Citizens Apartments",20071010
037,KITCHENER CENTRE,4,12,3,59,39,32,"Kitchener",141, ,1,0,0,150,442,"Senior Citizens Apartments",20071010
037,KITCHENER CENTRE,1,6,3,48,24,21,"Kitchener",142, ,0,0,0,103,327,"Queensmount Senior Public School",20071010
037,KITCHENER CENTRE,3,8,1,86,15,26,"Kitchener",143, ,2,0,0,141,268,"J. F. Carmichael Public School",20071010
037,KITCHENER CENTRE,7,8,2,47,30,30,"Kitchener",144, ,0,0,0,124,285,"J. F. Carmichael Public School",20071010
037,KITCHENER CENTRE,2,14,0,67,47,33,"Kitchener",145, ,0,0,0,163,334,"St. Bernadette Separate School",20071010
037,KITCHENER CENTRE,2,15,0,48,32,42,"Kitchener",146, ,0,0,0,139,299,"St. Bernadette Separate School",20071010
037,KITCHENER CENTRE,4,11,0,30,28,21,"Kitchener",147, ,0,0,0,94,272,"St. Bernadette Separate School",20071010
037,KITCHENER CENTRE,2,17,1,48,33,31,"Kitchener",148, ,0,3,0,135,306,"Mill Courtland Community Centre",20071010
037,KITCHENER CENTRE,2,10,3,44,35,28,"Kitchener",149, ,1,0,0,123,362,"Mill Courtland Community Centre",20071010
037,KITCHENER CENTRE,0,9,4,46,14,39,"Kitchener",150, ,2,0,0,114,318,"Mill Courtland Community Centre",20071010
037,KITCHENER CENTRE,3,3,2,7,5,6,"Kitchener",151s, ,0,0,0,26,55,"Millwood Manor",20071010
037,KITCHENER CENTRE,3,12,1,27,36,24,"Kitchener",152, ,0,0,0,103,305,"Mill Courtland Community Centre",20071010
037,KITCHENER CENTRE,4,8,0,30,10,26,"Kitchener",153, ,0,0,1,79,191,"Rockway Mennonite Collegiate",20071010
037,KITCHENER CENTRE,1,14,1,60,16,33,"Kitchener",154, ,1,0,0,126,235,"Rockway Mennonite Collegiate",20071010
037,KITCHENER CENTRE,2,16,19,69,0,42,"Kitchener",155, ,3,0,0,151,296,"Rockway Mennonite Collegiate",20071010
037,KITCHENER CENTRE,3,15,2,51,34,51,"Kitchener",156, ,0,2,1,159,321,"Rockway Mennonite Collegiate",20071010
037,KITCHENER CENTRE,1,7,1,47,24,31,"Kitchener",157, ,0,1,0,112,291,"Sunnyside Public School",20071010
037,KITCHENER CENTRE,0,15,0,37,22,39,"Kitchener",158, ,0,0,0,113,273,"Sunnyside Public School",20071010
037,KITCHENER CENTRE,1,0,0,22,3,15,"Kitchener",159, ,0,0,0,41,171,"Emmanuel Village",20071010
037,KITCHENER CENTRE,......................COMBINED WITH POLL 163 ....................,,,,,,"Kitchener",161s, ,,,,,,"",20071010
037,KITCHENER CENTRE,1,13,1,41,19,20,"Kitchener",162, ,0,0,1,96,269,"St. Patrick Separate School",20071010
037,KITCHENER CENTRE,4,10,3,47,45,36,"Kitchener",163, ,2,2,0,149,335,"St. Patrick Separate School",20071010
037,KITCHENER CENTRE,3,8,2,42,26,23,"Kitchener",164, ,1,0,0,105,347,"Howard Robertson Public School",20071010
037,KITCHENER CENTRE,2,2,0,37,21,25,"Kitchener",165, ,0,0,0,87,286,"Howard Robertson Public School",20071010
037,KITCHENER CENTRE,2,8,2,44,22,19,"Kitchener",166, ,0,0,0,97,288,"Howard Robertson Public School",20071010
037,KITCHENER CENTRE,2,9,2,31,24,27,"Kitchener",167, ,0,0,0,95,358,"Howard Robertson Public School",20071010
037,KITCHENER CENTRE,1,7,0,60,12,35,"Kitchener",168, ,0,0,2,117,230,"Romanian Church of God",20071010
037,KITCHENER CENTRE,0,15,4,108,16,75,"Kitchener",169, ,1,0,0,219,399,"Romanian Church of God",20071010
037,KITCHENER CENTRE,0,9,1,40,17,16,"Kitchener",170, ,0,0,0,83,324,"Southridge Public School",20071010
037,KITCHENER CENTRE,2,3,0,71,50,36,"Kitchener",171, ,0,0,0,162,326,"Southridge Public School",20071010
037,KITCHENER CENTRE,1,7,0,41,15,16,"Kitchener",172, ,1,0,0,81,231,"Queensmount Senior Public School",20071010
037,KITCHENER CENTRE,3,0,4,25,11,11,"Kitchener",173s, ,1,1,0,56,108,"Highland Place",20071010
037,KITCHENER CENTRE,0,8,2,48,20,27,"Kitchener",174, ,0,1,0,106,306,"Queensmount Senior Public School",20071010
037,KITCHENER CENTRE,5,11,3,41,31,24,"Kitchener",175, ,1,0,0,116,280,"Queensmount Senior Public School",20071010
037,KITCHENER CENTRE,0,17,1,57,31,52,"Kitchener",176, ,0,0,0,158,331,"Queensmount Senior Public School",20071010
037,KITCHENER CENTRE,4,5,0,34,12,32,"Kitchener",177, ,0,1,0,88,218,"St. Francis Early Years Centre",20071010
037,KITCHENER CENTRE,2,18,2,102,23,49,"Kitchener",178, ,0,0,0,196,364,"St. Francis Early Years Centre",20071010
037,KITCHENER CENTRE,4,2,4,33,30,18,"Kitchener",179, ,0,0,0,91,240,"St. Bernadette Separate School",20071010
037,KITCHENER CENTRE,5,8,1,27,24,16,"Kitchener",180, ,0,0,0,81,212,"St. Bernadette Separate School",20071010
037,KITCHENER CENTRE,2,2,0,23,7,10,"Kitchener",181s, ,0,1,0,45,73,"Conestoga Lodge",20071010
037,KITCHENER CENTRE,1,5,1,29,28,16,"Kitchener",182, ,2,0,0,82,246,"Queen Elizabeth Public School",20071010
037,KITCHENER CENTRE,4,11,0,30,23,14,"Kitchener",183, ,1,0,0,83,241,"Queen Elizabeth Public School",20071010
037,KITCHENER CENTRE,0,8,4,33,15,21,"Kitchener",184, ,0,0,0,81,251,"Immanuel Pentecostal Church",20071010
037,KITCHENER CENTRE,1,9,1,31,25,16,"Kitchener",185, ,0,0,1,84,240,"Queen Elizabeth Public School",20071010
037,KITCHENER CENTRE,0,12,3,57,30,22,"Kitchener",186, ,0,0,0,124,333,"Immanuel Pentecostal Church",20071010
037,KITCHENER CENTRE,2,5,4,42,12,14,"Kitchener",186-1s, ,0,0,0,79,128,"Senioren Haus Concordia",20071010
037,KITCHENER CENTRE,2,16,0,44,35,16,"Kitchener",188, ,0,0,0,113,358,"Howard Robertson Public School",20071010
037,KITCHENER CENTRE,5,6,0,19,22,19,"Kitchener",189, ,0,2,0,73,241,"Howard Robertson Public School",20071010
037,KITCHENER CENTRE,2,7,0,23,22,15,"Kitchener",190, ,0,0,0,69,238,"Centreville Community Centre",20071010
037,KITCHENER CENTRE,4,22,2,76,45,42,"Kitchener",191, ,0,0,0,191,429,"Centreville Community Centre",20071010
037,KITCHENER CENTRE,1,11,2,80,31,62,"Kitchener",192, ,0,1,0,188,373,"Centreville Community Centre",20071010
037,KITCHENER CENTRE,0,23,1,106,17,67,"Kitchener",193, ,0,2,0,216,375,"Romanian Church of God",20071010
037,KITCHENER CENTRE,0,7,2,87,36,53,"Kitchener",194, ,0,1,0,186,436,"Forest Heights Community Centre",20071010
037,KITCHENER CENTRE,0,1,2,41,8,14,"Kitchener",195s, ,1,0,0,67,141,"Forest Heights Long Term Care Centre",20071010
037,KITCHENER CENTRE,2,22,0,53,33,26,"Kitchener",196, ,1,0,0,137,311,"Forest Heights Community Centre",20071010
037,KITCHENER CENTRE,3,16,2,127,22,45,"Kitchener",197, ,2,2,0,219,414,"Southridge Public School",20071010
037,KITCHENER CENTRE,4,7,0,96,26,53,"Kitchener",198, ,0,1,0,187,329,"St. Paul Separate School",20071010
037,KITCHENER CENTRE,5,13,0,118,22,59,"Kitchener",199, ,0,2,0,219,371,"St. Paul Separate School",20071010
037,KITCHENER CENTRE,0,9,0,111,33,54,"Kitchener",200, ,4,0,0,211,374,"Calvin Presbyterian Church",20071010
037,KITCHENER CENTRE,5,14,2,68,37,41,"Kitchener",201, ,0,0,0,167,320,"Calvin Presbyterian Church",20071010
037,KITCHENER CENTRE,2,3,0,31,19,34,"Kitchener",202, ,0,0,0,89,249,"Queen Elizabeth Public School",20071010
037,KITCHENER CENTRE,3,9,0,33,23,24,"Kitchener",203, ,1,1,0,94,257,"Queen Elizabeth Public School",20071010
037,KITCHENER CENTRE,0,8,0,42,15,11,"Kitchener",204, ,0,0,1,77,308,"Centreville Community Centre",20071010
037,KITCHENER CENTRE,2,10,0,48,26,30,"Kitchener",205, ,0,0,0,116,344,"Centreville Community Centre",20071010
037,KITCHENER CENTRE,3,5,2,82,16,48,"Kitchener",206, ,0,3,1,160,354,"Centreville Community Centre",20071010
037,KITCHENER CENTRE,0,0,0,5,0,1,"Kitchener",207s, ,0,0,1,7,59,"Grand River Hospital - Freeport",20071010
037,KITCHENER CENTRE,0,19,2,106,15,77,"Kitchener",208, ,0,0,1,220,398,"Romanian Church of God",20071010
037,KITCHENER CENTRE,0,18,3,92,37,80,"Kitchener",209, ,1,0,2,233,452,"John Darling Public School",20071010
037,KITCHENER CENTRE,1,12,2,82,33,54,"Kitchener",210, ,0,1,0,185,402,"John Darling Public School",20071010
037,KITCHENER CENTRE,2,12,3,102,32,64,"Kitchener",211, ,0,0,0,215,441,"Westheights Public School",20071010
037,KITCHENER CENTRE,1,1,3,24,8,16,"Kitchener",212-1s, ,0,0,0,53,156,"Lanark Heights Long Term Care",20071010
037,KITCHENER CENTRE,1,2,0,19,3,15,"Kitchener",212s, ,0,1,0,41,83,"Lanark Place Retirement Residence",20071010
037,KITCHENER CENTRE,1,12,3,123,27,79,"Kitchener",213, ,3,0,0,248,508,"Forest Heights Community Centre",20071010
037,KITCHENER CENTRE,5,19,2,113,21,59,"Kitchener",214, ,0,0,1,220,417,"St. Mark Separate School",20071010
037,KITCHENER CENTRE,2,7,2,53,28,48,"Kitchener",215, ,0,0,0,140,308,"Forest Heights Community Centre",20071010
037,KITCHENER CENTRE,2,16,0,85,29,37,"Kitchener",216, ,1,0,0,170,371,"St. Mark Separate School",20071010
037,KITCHENER CENTRE,0,22,1,106,28,54,"Kitchener",217, ,0,0,0,211,423,"Meadowlane Public School",20071010
