ED_CODE,ED_NAME,ATCHEKZAI,DELANEY,MCCABE,TANGRI,WARNER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
051,MISSISSAUGA--STREETSVILLE,0,83,17,38,9,"Mississauga",019, ,0,0,0,147,374,"Britannia Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,143,14,59,11,"Mississauga",020, ,0,0,0,229,590,"Britannia Public School",20071010
051,MISSISSAUGA--STREETSVILLE,5,67,14,55,6,"Mississauga",021, ,1,0,0,148,432,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,81,19,26,6,"Mississauga",022, ,1,0,0,136,462,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,75,13,19,7,"Mississauga",023, ,0,0,0,117,370,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,98,8,50,8,"Mississauga",024, ,1,0,0,167,446,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,123,14,71,12,"Mississauga",025, ,0,0,0,221,451,"West Credit Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,115,23,72,31,"Mississauga",026, ,0,1,0,245,427,"Ray Underhill Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,141,9,72,24,"Mississauga",027, ,1,0,0,247,520,"Britannia Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,121,16,45,12,"Mississauga",028, ,1,2,0,199,590,"Britannia Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,54,8,22,4,"Mississauga",029, ,0,0,0,88,339,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,68,15,44,7,"Mississauga",030, ,0,0,0,136,411,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,81,14,36,9,"Mississauga",031, ,6,0,0,148,439,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,116,20,48,13,"Mississauga",032, ,0,1,0,201,481,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,92,10,58,8,"Mississauga",033, ,1,0,0,169,504,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,66,15,35,12,"Mississauga",034, ,2,0,0,130,403,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,53,17,30,7,"Mississauga",035, ,2,1,0,112,371,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,79,11,37,11,"Mississauga",036, ,2,0,0,141,392,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,86,20,46,15,"Mississauga",037, ,0,0,0,167,426,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,93,21,73,26,"Mississauga",038, ,0,0,0,213,489,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,95,27,61,18,"Mississauga",039, ,2,0,0,203,427,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,65,18,66,15,"Mississauga",040, ,0,0,0,165,364,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,83,35,63,22,"Mississauga",041, ,0,0,0,203,387,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,68,24,60,11,"Mississauga",042, ,0,0,0,163,316,"Maple Wood Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,79,29,62,33,"Mississauga",043, ,0,0,3,206,461,"Maple Wood Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,121,22,82,20,"Mississauga",044, ,1,1,0,249,435,"Ray Underhill Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,124,15,45,11,"Mississauga",045, ,0,1,0,197,470,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,116,15,47,16,"Mississauga",046, ,1,0,0,195,536,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,69,10,21,5,"Mississauga",047A, ,0,0,0,105,292,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,76,12,39,11,"Mississauga",047B, ,3,1,0,143,346,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,108,15,66,7,"Mississauga",048, ,0,4,0,202,544,"Our Lady of Good Voyage Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,89,14,32,5,"Mississauga",049, ,0,1,0,142,377,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,92,15,49,4,"Mississauga",050, ,1,0,0,161,417,"Whitehorn Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,72,20,19,5,"Mississauga",051, ,1,1,0,119,391,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,68,11,34,6,"Mississauga",052, ,0,0,1,120,444,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,111,21,51,8,"Mississauga",053, ,2,0,0,194,539,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,88,17,38,7,"Mississauga",054, ,1,0,0,152,431,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,4,82,20,40,13,"Mississauga",055, ,2,0,0,161,438,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,5,72,9,61,8,"Mississauga",056, ,1,0,0,156,428,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,54,8,70,14,"Mississauga",057, ,0,0,0,147,414,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,57,17,23,6,"Mississauga",058, ,0,0,0,104,318,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,85,12,40,12,"Mississauga",059, ,0,1,0,153,382,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,101,15,55,6,"Mississauga",060, ,0,0,0,177,486,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,94,12,35,14,"Mississauga",061, ,0,0,0,155,416,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,66,13,47,21,"Mississauga",062, ,0,4,0,151,389,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,98,23,46,12,"Mississauga",063, ,0,1,0,180,409,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,84,25,83,27,"Mississauga",064, ,0,1,0,223,455,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,95,24,48,19,"Mississauga",065, ,0,0,0,188,353,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,67,17,37,16,"Mississauga",066, ,1,0,0,138,312,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,5,128,31,71,30,"Mississauga",067, ,1,0,0,266,505,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,81,23,49,28,"Mississauga",068, ,0,0,0,182,387,"Maple Wood Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,75,19,43,10,"Mississauga",069, ,1,0,0,148,312,"Maple Wood Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,63,23,33,17,"Mississauga",070, ,0,0,0,136,397,"West Credit Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,51,11,19,4,"Mississauga",071, ,0,2,0,89,252,"West Credit Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,81,23,45,11,"Mississauga",072, ,0,0,1,163,348,"West Credit Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,83,20,47,26,"Mississauga",073, ,4,0,1,182,411,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,64,17,27,12,"Mississauga",074, ,4,4,0,129,286,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,120,12,58,10,"Mississauga",075, ,1,0,0,203,545,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,125,20,44,10,"Mississauga",076, ,0,0,0,199,508,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,105,18,44,10,"Mississauga",077, ,0,2,0,179,504,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,119,11,36,14,"Mississauga",078, ,0,0,0,180,543,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,113,17,51,13,"Mississauga",079, ,0,0,0,195,499,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,127,17,52,7,"Mississauga",080, ,0,2,0,205,491,"St. Dunstan Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,33,17,9,1,"Mississauga",081, ,0,0,0,60,315,"Willow Way Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,52,13,28,3,"Mississauga",082, ,0,1,0,98,332,"Sherwood Mills Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,99,11,39,9,"Mississauga",083, ,0,1,0,160,510,"Sherwood Mills Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,99,20,63,12,"Mississauga",084, ,0,1,0,198,511,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,121,15,59,11,"Mississauga",085, ,2,2,0,213,519,"Sherwood Mills Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,117,14,44,3,"Mississauga",086, ,0,1,0,181,457,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,91,9,59,5,"Mississauga",087, ,1,1,0,166,436,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,80,15,29,1,"Mississauga",088, ,0,0,0,125,351,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,95,17,41,13,"Mississauga",089, ,0,0,0,166,363,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,128,16,48,8,"Mississauga",090, ,0,0,0,201,470,"Kindree Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,103,14,47,6,"Mississauga",091, ,1,0,0,171,417,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,82,12,41,6,"Mississauga",092A, ,0,0,0,141,381,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,66,9,24,9,"Mississauga",092B, ,0,0,0,109,335,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,88,17,41,11,"Mississauga",093, ,0,3,0,160,414,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,6,66,10,32,10,"Mississauga",094, ,0,1,0,125,344,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,127,22,68,15,"Mississauga",095, ,0,1,0,234,437,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,124,20,81,22,"Mississauga",096, ,0,1,1,251,448,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,115,35,57,20,"Mississauga",097, ,0,0,0,230,511,"St. John of the Cross Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,57,20,43,8,"Mississauga",098, ,0,0,0,128,323,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,62,26,31,11,"Mississauga",099, ,0,2,1,133,271,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,56,11,25,8,"Mississauga",100, ,0,0,0,101,250,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,40,5,31,9,"Mississauga",101, ,0,0,0,87,491,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,37,19,19,8,"Mississauga",102, ,0,0,0,84,260,"West Credit Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,17,10,17,3,"Mississauga",103, ,0,0,0,47,193,"West Credit Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,55,26,34,18,"Mississauga",104, ,0,0,0,133,360,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,36,14,45,11,"Mississauga",106, ,1,0,0,107,308,"Plowman's Park Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,78,27,50,19,"Mississauga",107, ,0,0,1,176,384,"Plowman's Park Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,98,22,60,22,"Mississauga",108, ,0,2,0,205,418,"Plowman's Park Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,104,17,64,20,"Mississauga",109, ,2,1,2,211,430,"Plowman's Park Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,112,28,75,23,"Mississauga",110, ,3,0,0,242,493,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,39,26,37,9,"Mississauga",111, ,1,2,0,116,266,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,39,12,29,22,"Mississauga",112, ,0,0,0,104,252,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,33,10,28,13,"Mississauga",113, ,0,0,0,85,213,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,..........................NO POLL HELD........................,,,,,"Mississauga",114s, ,0,0,0,0,0,"",20071010
051,MISSISSAUGA--STREETSVILLE,0,13,4,16,2,"Mississauga",115s, ,0,0,0,35,37,"Chelsey Park (Streetsville) Long Term Care",20071010
051,MISSISSAUGA--STREETSVILLE,3,128,8,78,18,"Mississauga",116, ,0,0,0,235,492,"St. Dunstan Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,140,6,62,22,"Mississauga",117, ,0,1,0,231,489,"St. Dunstan Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,88,18,48,10,"Mississauga",118, ,0,0,0,165,420,"St. Dunstan Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,109,20,56,10,"Mississauga",119, ,1,0,0,196,505,"Sherwood Mills Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,110,13,49,3,"Mississauga",120, ,0,0,0,176,423,"Sherwood Mills Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,63,12,40,9,"Mississauga",121, ,0,0,0,124,341,"Sherwood Mills Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,61,18,36,16,"Mississauga",122, ,0,0,0,133,342,"St. Albert of Jerusalem Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,88,11,55,6,"Mississauga",123, ,0,0,0,161,375,"St. Albert of Jerusalem Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,102,27,44,12,"Mississauga",124, ,14,0,0,200,386,"St. Albert of Jerusalem Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,87,19,46,8,"Mississauga",125, ,0,0,0,163,400,"St. Albert of Jerusalem Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,127,15,50,13,"Mississauga",126, ,0,0,0,207,447,"St. Albert of Jerusalem Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,79,22,40,9,"Mississauga",127, ,0,0,1,152,313,"St. Albert of Jerusalem Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,76,22,41,7,"Mississauga",128, ,1,1,0,148,402,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,116,25,57,9,"Mississauga",129, ,0,0,0,209,427,"Lisgar Middle School",20071010
051,MISSISSAUGA--STREETSVILLE,0,125,13,82,8,"Mississauga",130, ,2,0,0,230,459,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,126,21,47,19,"Mississauga",131, ,0,0,0,215,439,"St. Therese of the Child Jesus Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,128,13,59,15,"Mississauga",132, ,0,0,1,217,451,"Meadowvale Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,88,19,39,21,"Mississauga",133, ,0,0,0,167,382,"Meadowvale Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,40,14,4,5,"Mississauga",134s, ,0,1,0,64,84,"Edenwood Seniors Village",20071010
051,MISSISSAUGA--STREETSVILLE,4,60,12,28,26,"Mississauga",135, ,0,0,0,130,292,"Meadowvale Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,97,24,65,22,"Mississauga",136, ,1,0,0,212,464,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,78,19,69,13,"Mississauga",137, ,2,0,2,184,389,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,72,21,60,21,"Mississauga",138, ,0,1,0,175,369,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,105,31,65,25,"Mississauga",139, ,0,0,0,226,429,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,110,32,73,16,"Mississauga",140, ,0,1,0,235,475,"Plowman's Park Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,82,26,61,19,"Mississauga",141, ,0,0,0,189,378,"St. Elizabeth Seton Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,34,24,43,11,"Mississauga",142, ,0,1,0,116,318,"St. Elizabeth Seton Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,98,39,49,33,"Mississauga",143, ,0,0,0,219,461,"St. Elizabeth Seton Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,75,12,41,17,"Mississauga",144, ,0,1,0,146,397,"Vista Heights Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,158,24,91,35,"Mississauga",145, ,2,0,0,311,542,"Vista Heights Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,80,19,51,26,"Mississauga",146, ,1,0,0,178,358,"Vista Heights Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,137,35,58,33,"Mississauga",147, ,1,0,0,265,560,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,4,110,21,59,22,"Mississauga",148, ,0,0,0,216,444,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,63,20,33,15,"Mississauga",149, ,0,0,1,132,318,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,39,12,31,6,"Mississauga",150, ,0,2,0,90,248,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,112,8,34,17,"Mississauga",151, ,3,0,1,178,395,"Portico Community Church",20071010
051,MISSISSAUGA--STREETSVILLE,1,92,12,37,13,"Mississauga",152, ,0,0,0,155,440,"St. Dunstan Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,7,95,17,44,9,"Mississauga",153, ,0,0,0,172,428,"Lisgar Middle School",20071010
051,MISSISSAUGA--STREETSVILLE,3,90,12,60,8,"Mississauga",154, ,0,0,0,173,453,"Lisgar Middle School",20071010
051,MISSISSAUGA--STREETSVILLE,2,90,16,37,11,"Mississauga",155, ,0,0,0,156,398,"Lisgar Middle School",20071010
051,MISSISSAUGA--STREETSVILLE,1,137,13,62,19,"Mississauga",156, ,2,0,2,236,483,"Our Lady of Mount Carmel Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,117,24,73,6,"Mississauga",157, ,0,0,0,220,484,"Trelawny Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,134,16,51,21,"Mississauga",158, ,0,0,0,222,500,"Our Lady of Mount Carmel Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,110,22,58,16,"Mississauga",159, ,1,1,1,209,428,"Meadowvale Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,123,21,49,22,"Mississauga",160, ,2,0,0,218,509,"Our Lady of Mount Carmel Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,116,26,51,8,"Mississauga",161, ,0,0,0,202,398,"Meadowvale Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,103,16,48,30,"Mississauga",162, ,0,0,0,198,408,"Miller's Grove Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,89,31,69,18,"Mississauga",163, ,0,0,0,208,408,"Miller's Grove Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,85,39,57,27,"Mississauga",164, ,3,0,0,211,439,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,112,27,77,18,"Mississauga",165, ,0,0,0,235,459,"St. Elizabeth Seton Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,75,25,55,9,"Mississauga",166, ,0,0,0,164,358,"St. Elizabeth Seton Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,107,18,76,21,"Mississauga",167, ,3,0,0,225,486,"Vista Heights Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,76,13,45,14,"Mississauga",168, ,0,0,0,150,455,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,109,8,49,12,"Mississauga",169, ,0,0,0,179,398,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,68,24,42,9,"Mississauga",170A, ,0,0,0,144,328,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,61,10,29,8,"Mississauga",170B, ,0,1,0,111,348,"Streetsville Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,83,9,75,11,"Mississauga",171, ,0,0,0,178,573,"Portico Community Church",20071010
051,MISSISSAUGA--STREETSVILLE,2,130,1,80,11,"Mississauga",172, ,0,0,0,224,594,"Portico Community Church",20071010
051,MISSISSAUGA--STREETSVILLE,1,111,12,67,12,"Mississauga",173, ,0,0,0,203,443,"Lisgar Middle School",20071010
051,MISSISSAUGA--STREETSVILLE,1,91,23,45,15,"Mississauga",174, ,0,1,0,176,395,"Lisgar Middle School",20071010
051,MISSISSAUGA--STREETSVILLE,2,91,21,52,23,"Mississauga",175, ,1,0,0,190,409,"St. Simon Stock Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,107,13,58,9,"Mississauga",176, ,0,0,0,187,409,"St. Simon Stock Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,3,92,19,78,12,"Mississauga",177, ,1,0,0,205,458,"Trelawny Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,95,14,45,12,"Mississauga",178, ,3,0,0,170,403,"Trelawny Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,76,13,55,6,"Mississauga",179, ,0,1,0,151,372,"Trelawny Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,128,22,49,11,"Mississauga",180, ,0,0,0,211,479,"Trelawny Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,122,18,61,14,"Mississauga",181, ,0,0,0,215,464,"Trelawny Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,102,22,69,11,"Mississauga",182, ,0,0,0,204,396,"Miller's Grove Public School",20071010
051,MISSISSAUGA--STREETSVILLE,2,101,27,80,21,"Mississauga",183, ,1,1,0,233,435,"Miller's Grove Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,103,22,60,10,"Mississauga",184, ,0,0,0,196,405,"Miller's Grove Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,87,4,56,7,"Mississauga",185, ,0,0,0,157,518,"Portico Community Church",20071010
051,MISSISSAUGA--STREETSVILLE,0,41,7,29,5,"Mississauga",186A, ,0,0,0,82,293,"Portico Community Church",20071010
051,MISSISSAUGA--STREETSVILLE,2,55,5,45,2,"Mississauga",186B, ,0,0,0,109,330,"Portico Community Church",20071010
051,MISSISSAUGA--STREETSVILLE,3,74,14,49,7,"Mississauga",187, ,0,0,0,147,380,"St. Simon Stock Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,78,15,57,11,"Mississauga",188, ,1,0,0,164,380,"St. Simon Stock Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,83,12,43,13,"Mississauga",189, ,2,0,0,153,402,"Osprey Woods Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,78,16,39,13,"Mississauga",190, ,0,0,0,146,367,"St. Simon Stock Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,93,12,46,7,"Mississauga",191, ,0,0,0,159,393,"St. Simon Stock Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,4,128,7,59,17,"Mississauga",192, ,2,0,0,217,404,"Osprey Woods Public School",20071010
051,MISSISSAUGA--STREETSVILLE,3,113,14,55,8,"Mississauga",193, ,1,0,0,194,521,"Osprey Woods Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,114,19,47,10,"Mississauga",194, ,0,0,0,191,478,"Osprey Woods Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,112,19,59,26,"Mississauga",195, ,0,1,0,218,539,"Osprey Woods Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,67,11,46,22,"Mississauga",196, ,4,0,0,150,344,"Osprey Woods Public School",20071010
