ED_CODE,ED_NAME,MANGAT,PANDHER,SIMAS,SINGH,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
047,MISSISSAUGA--BRAMPTON SOUTH,86,12,11,37,"Brampton",017, ,2,0,0,148,492,"South Fletcher's Sportsplex",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,87,18,13,33,"Brampton",018, ,2,1,0,154,450,"Cherrytree Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,95,11,21,30,"Brampton",019, ,1,1,0,159,439,"Cherrytree Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,89,14,19,39,"Brampton",020, ,1,0,0,162,493,"Cherrytree Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,124,17,31,52,"Mississauga",021, ,1,0,0,225,552,"Tomken Twin Arena",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,79,14,7,24,"Brampton",022, ,2,0,0,126,389,"South Fletcher's Sportsplex",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,84,14,10,44,"Brampton",023, ,0,2,0,154,457,"South Fletcher's Sportsplex",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,59,19,7,25,"Brampton",024, ,1,0,0,111,391,"South Fletcher's Sportsplex",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,144,18,22,82,"Mississauga",025, ,1,2,0,269,557,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,35,9,26,35,"Mississauga",026, ,0,0,1,106,281,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,82,14,16,40,"Mississauga",027, ,0,0,0,152,405,"Derry West Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,77,12,5,44,"Mississauga",028, ,1,0,0,139,427,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,117,20,22,73,"Mississauga",029, ,1,1,0,234,520,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,77,22,29,53,"Mississauga",030, ,1,1,0,183,423,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,123,10,23,83,"Mississauga",031, ,0,0,0,239,553,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,89,10,7,36,"Mississauga",032, ,0,0,0,142,421,"Derry West Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,71,16,6,14,"Mississauga",033, ,1,0,8,116,379,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,76,18,7,38,"Mississauga",034, ,0,0,0,139,347,"Derry West Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,91,12,5,35,"Mississauga",035, ,0,0,0,143,404,"Derry West Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,78,15,7,28,"Mississauga",036, ,0,0,0,128,334,"Derry West Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,116,19,11,45,"Mississauga",037, ,0,0,0,191,461,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,69,28,20,42,"Mississauga",038, ,1,0,0,160,446,"Iceland Mississauga",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,103,14,24,65,"Mississauga",039, ,0,0,0,206,463,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,110,17,26,39,"Mississauga",040, ,1,0,0,193,482,"Tomken Twin Arena",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,60,6,17,23,"Mississauga",041, ,0,0,0,106,363,"Tomken Twin Arena",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,135,14,24,58,"Mississauga",042, ,0,1,0,232,557,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,78,24,26,55,"Mississauga",043, ,0,1,0,184,408,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,78,17,30,58,"Mississauga",044, ,0,0,0,183,467,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,78,20,24,52,"Mississauga",045, ,2,1,0,177,407,"Sts Martha and Mary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,61,12,16,40,"Mississauga",046A, ,1,0,0,130,330,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,64,13,11,31,"Mississauga",046B, ,2,0,0,121,359,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,68,14,24,68,"Mississauga",047, ,0,0,0,174,430,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,11,5,2,4,"Mississauga",048s, ,0,0,0,22,120,"Extendicare Mississauga",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,78,15,20,69,"Mississauga",049, ,0,0,0,182,416,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,65,12,9,31,"Mississauga",050, ,0,1,0,118,408,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,55,5,12,53,"Mississauga",051, ,0,1,0,126,307,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,97,23,14,35,"Mississauga",052, ,3,0,0,172,462,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,66,9,12,37,"Mississauga",053A, ,0,0,0,124,308,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,60,10,14,43,"Mississauga",053B, ,1,1,0,129,314,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,33,14,8,26,"Mississauga",054, ,0,0,0,81,258,"Barondale Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,12,2,1,12,"Mississauga",055s, ,1,0,0,28,56,"Tyndall Estates Retirement Residence",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,14,7,4,2,"Mississauga",056s, ,1,1,1,30,59,"Tyndall Nursing Home",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,148,15,15,64,"Mississauga",057, ,0,2,2,246,537,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,117,25,28,69,"Mississauga",058, ,0,1,0,240,485,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,57,21,15,58,"Mississauga",059, ,2,0,0,153,417,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,7,0,3,5,"Mississauga",060s, ,1,0,0,16,41,"Beechwood Court",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,53,9,4,29,"Mississauga",061s, ,0,1,0,96,132,"Beechwood Place",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,19,5,6,19,"Mississauga",062, ,1,1,0,51,167,"Tomken Twin Arena",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,99,20,28,35,"Mississauga",063, ,0,1,0,183,505,"Tomken Twin Arena",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,18,8,2,15,"Mississauga",064s, ,0,1,0,44,80,"Meadowcroft Place",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,89,13,14,34,"Mississauga",065, ,2,3,0,155,451,"Tomken Twin Arena",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,81,13,3,43,"Mississauga",066, ,0,0,0,140,322,"St. Barbara Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,61,6,10,35,"Mississauga",067, ,0,0,0,112,351,"St. Barbara Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,54,11,12,41,"Mississauga",068, ,0,0,0,118,356,"St. Barbara Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,66,11,22,61,"Mississauga",069, ,0,0,0,160,340,"Meadowvale Village Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,91,11,20,56,"Mississauga",070, ,1,0,0,179,392,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,57,17,15,62,"Mississauga",071, ,0,1,0,152,405,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,49,19,11,41,"Mississauga",072, ,0,1,0,121,369,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,101,15,19,43,"Mississauga",073, ,1,1,0,180,427,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,33,4,14,15,"Mississauga",074, ,0,0,1,67,208,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,102,22,15,29,"Mississauga",075, ,1,0,0,169,430,"St. Veronica Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,101,15,17,56,"Mississauga",076, ,1,2,0,192,457,"Barondale Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,75,24,12,21,"Mississauga",077, ,2,2,0,136,380,"Iceland Mississauga",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,84,16,7,48,"Mississauga",078, ,2,0,0,157,452,"Iceland Mississauga",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,138,19,34,66,"Mississauga",079, ,4,1,0,262,532,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,118,18,26,69,"Mississauga",080, ,7,1,0,239,515,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,20,3,3,11,"Mississauga",081s, ,1,1,0,39,102,"Sunrise Assisted Living of Mississauga",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,80,18,21,46,"Mississauga",082, ,3,0,0,168,398,"Levi Creek Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,71,15,21,25,"Mississauga",083, ,1,0,0,133,320,"Levi Creek Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,54,9,14,52,"Mississauga",084, ,1,2,0,132,325,"St. Barbara Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,44,13,6,40,"Mississauga",085, ,0,0,0,103,293,"St. Barbara Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,68,9,25,53,"Mississauga",086, ,3,0,0,158,356,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,70,10,7,25,"Mississauga",087, ,1,0,0,113,273,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,58,7,7,37,"Mississauga",088, ,2,0,0,111,291,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,65,5,9,26,"Mississauga",089, ,0,0,0,105,363,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,69,20,21,38,"Mississauga",090, ,0,0,0,148,454,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,84,12,18,27,"Mississauga",091, ,1,0,0,142,275,"San Lorenzo Ruiz School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,65,15,11,14,"Mississauga",092, ,0,1,0,106,278,"San Lorenzo Ruiz School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,79,24,20,36,"Mississauga",093, ,1,1,0,161,330,"San Lorenzo Ruiz School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,101,18,9,33,"Mississauga",094, ,0,5,0,166,390,"San Lorenzo Ruiz School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,94,17,26,60,"Mississauga",095, ,0,1,0,198,494,"Barondale Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,105,10,22,54,"Mississauga",096, ,2,2,0,195,415,"Barondale Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,86,11,10,50,"Mississauga",097, ,1,2,0,160,420,"Frank McKechnie Community Centre",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,40,8,17,28,"Mississauga",098, ,0,1,1,95,307,"Frank McKechnie Community Centre",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,117,21,23,44,"Mississauga",099, ,0,0,0,205,536,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,80,10,15,37,"Mississauga",100, ,2,1,0,145,474,"Iceland Mississauga",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,65,16,17,24,"Mississauga",101, ,1,0,0,123,404,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,114,26,23,60,"Mississauga",102, ,4,2,0,229,488,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,113,26,32,63,"Mississauga",103, ,2,4,0,240,529,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,137,20,25,60,"Mississauga",104, ,1,1,0,244,556,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,92,13,23,22,"Mississauga",105, ,1,2,0,153,371,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,92,24,11,39,"Mississauga",106, ,1,1,0,168,434,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,130,16,32,55,"Mississauga",107, ,3,4,0,240,594,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,86,11,15,59,"Mississauga",108, ,0,0,0,171,366,"Levi Creek Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,73,8,11,47,"Mississauga",109, ,1,0,0,140,332,"Levi Creek Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,56,18,24,56,"Mississauga",110, ,1,1,0,156,351,"Levi Creek Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,34,15,14,24,"Mississauga",111, ,0,2,0,89,254,"St. Barbara Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,76,8,20,58,"Mississauga",112, ,0,1,0,163,336,"David Leeder Middle School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,134,30,20,26,"Mississauga",113, ,0,7,0,217,589,"Fairwind Senior Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,66,13,17,29,"Mississauga",114, ,0,0,0,125,314,"Fairwind Senior Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,14,3,12,18,"Mississauga",115, ,0,0,0,47,153,"Frank McKechnie Community Centre",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,116,21,23,57,"Mississauga",116, ,3,1,0,221,585,"Frank McKechnie Community Centre",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,86,25,9,42,"Mississauga",117, ,0,0,0,162,489,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,23,6,5,3,"Mississauga",118s, ,0,3,0,40,87,"Villa Forum Seniors",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,22,7,0,10,"Mississauga",119s, ,0,0,0,39,98,"Villa Forum Long Term Care Facility",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,92,17,21,39,"Mississauga",120, ,1,2,0,172,469,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,36,19,7,10,"Mississauga",121, ,0,4,0,76,282,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,78,10,13,41,"Mississauga",122, ,0,0,0,142,412,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,98,22,17,44,"Mississauga",123, ,1,1,0,183,465,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,102,36,39,70,"Mississauga",124, ,0,2,1,250,595,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,105,20,24,48,"Mississauga",125, ,0,0,0,197,486,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,67,14,16,40,"Mississauga",126, ,0,0,0,137,456,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,53,14,18,27,"Mississauga",127, ,0,1,0,113,290,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,101,25,23,40,"Mississauga",128, ,3,2,0,194,460,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,113,13,28,41,"Mississauga",129, ,1,0,0,196,460,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,106,22,31,62,"Mississauga",130, ,6,0,2,229,509,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,52,8,5,17,"Mississauga",131, ,13,2,1,98,237,"St. Vincent de Paul Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,75,15,33,45,"Mississauga",132, ,0,0,0,168,363,"Levi Creek Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,72,10,7,29,"Mississauga",133, ,0,1,0,119,406,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,96,11,15,35,"Mississauga",134, ,0,0,0,157,482,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,99,9,24,45,"Mississauga",135, ,0,0,0,177,446,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,127,12,28,49,"Mississauga",136, ,0,0,0,216,516,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,111,25,25,28,"Mississauga",137, ,0,1,0,190,539,"Fairwind Senior Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,131,26,21,44,"Mississauga",138, ,2,0,0,224,567,"Fairwind Senior Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,84,20,21,34,"Mississauga",139, ,5,1,0,165,387,"St. Hilary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,79,15,7,28,"Mississauga",140, ,0,0,0,129,391,"St. Hilary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,80,26,17,32,"Mississauga",141, ,2,1,1,159,440,"Nahani Way Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,89,8,13,37,"Mississauga",142, ,0,0,0,147,381,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,75,12,24,35,"Mississauga",143, ,0,0,0,146,388,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,105,16,15,42,"Mississauga",144, ,0,0,1,179,402,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,52,9,9,25,"Mississauga",145, ,0,0,0,95,360,"St. Pio of Pietrelcina Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,23,10,5,7,"Mississauga",146, ,0,0,0,45,218,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,60,17,22,42,"Mississauga",147, ,0,0,0,141,376,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,68,42,32,45,"Mississauga",148, ,2,0,0,189,399,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,92,16,13,73,"Mississauga",149, ,1,2,1,198,459,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,98,19,30,38,"Mississauga",150, ,1,0,0,186,414,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,94,20,21,45,"Mississauga",151, ,0,0,1,181,411,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,60,15,10,22,"Mississauga",152, ,2,1,0,110,307,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,109,16,22,36,"Mississauga",153, ,4,0,0,187,514,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,62,10,7,21,"Mississauga",154, ,1,0,0,101,333,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,39,10,2,4,"Mississauga",155s, ,0,2,0,57,191,"Yee Hong Centre for Geriatric Care",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,41,16,10,22,"Mississauga",156, ,0,0,0,89,246,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,122,10,7,46,"Mississauga",157, ,1,2,0,188,427,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,119,18,12,40,"Mississauga",158, ,0,2,1,192,459,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,111,15,18,51,"Mississauga",159, ,0,0,2,197,518,"Champlain Trail Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,107,18,13,34,"Mississauga",160, ,0,1,0,173,481,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,61,14,16,36,"Mississauga",161, ,0,1,0,128,344,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,57,17,13,36,"Mississauga",162, ,2,0,0,125,381,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,92,19,21,35,"Mississauga",163, ,0,2,0,169,449,"Fairwind Senior Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,99,21,15,33,"Mississauga",164, ,1,3,0,172,472,"Fairwind Senior Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,138,18,13,33,"Mississauga",165, ,1,2,0,205,570,"St. Hilary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,110,17,13,54,"Mississauga",166, ,0,3,0,197,531,"St. Hilary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,116,15,27,47,"Mississauga",167, ,0,7,0,212,506,"St. Hilary Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,73,15,11,42,"Mississauga",168, ,2,0,0,143,413,"St. Matthew Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,102,14,22,52,"Mississauga",169, ,1,0,0,191,465,"St. Matthew Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,153,14,31,52,"Mississauga",170, ,1,1,0,252,533,"St. Matthew Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,84,14,11,32,"Mississauga",171, ,0,2,0,143,465,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,75,20,13,25,"Mississauga",172, ,0,0,0,133,391,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,74,20,18,40,"Mississauga",173, ,0,0,0,152,467,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,72,13,7,13,"Mississauga",174, ,1,0,0,106,351,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,72,14,8,44,"Mississauga",175, ,0,1,0,139,389,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,72,21,17,35,"Mississauga",176, ,1,3,0,149,469,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,88,26,8,35,"Mississauga",177, ,2,1,1,161,504,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,114,13,29,39,"Mississauga",178, ,1,1,0,197,565,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,81,19,14,27,"Mississauga",179, ,0,2,0,143,557,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,87,18,9,53,"Mississauga",180, ,0,0,1,168,506,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,64,15,20,21,"Mississauga",181, ,0,1,0,121,390,"St. Francis Xavier Secondary School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,128,21,19,38,"Mississauga",182, ,2,1,0,209,558,"Huntington Ridge Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,128,17,24,46,"Mississauga",183, ,4,2,0,221,574,"Huntington Ridge Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,131,17,32,53,"Mississauga",184, ,4,3,0,240,554,"St. Matthew Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,68,23,11,31,"Mississauga",185, ,3,0,0,136,467,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,113,27,20,49,"Mississauga",186, ,0,0,0,209,600,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,46,9,2,19,"Mississauga",187, ,0,0,0,76,353,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,19,2,3,14,"Mississauga",188, ,0,1,0,39,149,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,43,4,6,23,"Mississauga",189, ,0,0,0,76,277,"St. Gertrude Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,77,11,7,39,"Mississauga",190, ,1,0,0,135,438,"Huntington Ridge Public School",20071010
