"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BEST","BUSCH","CARACCIOLO","GERRETSEN","HOLLAND","JAMES","KILEY","SHAW","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"036","KINGSTON AND THE ISLANDS","063","U","KINGSTON","0","1","0","20","38","17","3","0","0","0","0","79","320","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","064","U","KINGSTON","0","0","5","68","30","56","2","1","1","0","0","163","355","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","065","U","KINGSTON","0","1","0","85","24","43","5","0","0","0","0","158","386","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","066","U","KINGSTON","0","0","0","96","33","51","7","0","0","0","0","187","410","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","067","U","KINGSTON","0","0","6","76","32","43","12","0","0","0","1","170","386","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","068","U","KINGSTON","0","1","1","107","40","31","8","1","0","1","0","190","436","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","069","U","KINGSTON","0","0","4","67","34","44","10","0","0","0","0","159","442","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","070","U","KINGSTON","2","0","0","76","36","53","6","0","0","0","0","173","542","Bayridge Public School"
"036","KINGSTON AND THE ISLANDS","071","U","KINGSTON","0","0","0","50","25","36","4","1","1","0","0","117","411","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","072","U","KINGSTON","0","0","0","39","31","26","9","0","1","0","0","106","378","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","073","U","KINGSTON","0","0","2","88","27","50","5","0","0","0","0","172","452","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","074","U","KINGSTON","0","0","1","43","24","18","3","0","0","0","0","89","293","Crossroads United Church"
"036","KINGSTON AND THE ISLANDS","075","U","KINGSTON","0","0","2","86","26","27","5","0","0","0","0","146","414","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","076","U","KINGSTON","0","0","1","41","36","27","0","1","1","0","0","107","321","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","077","U","KINGSTON","0","1","0","74","23","31","5","0","0","0","0","134","433","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","078","U","KINGSTON","0","0","1","51","15","43","2","0","0","0","0","112","387","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","079","U","KINGSTON","0","0","0","59","44","24","6","0","0","0","0","133","369","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","080","U","KINGSTON","0","0","3","44","23","34","0","0","0","0","0","104","375","Bayridge Alliance Church"
"036","KINGSTON AND THE ISLANDS","081","U","KINGSTON","0","0","0","61","24","26","5","0","1","0","0","117","381","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","082","U","KINGSTON","0","0","1","32","31","4","1","0","0","0","0","69","488","Crossroads United Church"
"036","KINGSTON AND THE ISLANDS","083","U","KINGSTON","0","0","2","103","36","23","4","0","0","0","0","168","432","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","084","U","KINGSTON","0","0","0","57","34","23","3","0","0","0","0","117","441","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","085","U","KINGSTON","0","1","2","54","18","19","3","1","0","0","0","98","369","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","086","U","KINGSTON","0","0","0","26","26","20","5","0","0","0","0","77","419","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","087","U","KINGSTON","0","0","0","47","37","19","0","0","0","1","0","104","404","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","088","U","KINGSTON","0","0","0","71","35","12","3","0","1","0","0","122","338","Bath Road Baptist Church"
"036","KINGSTON AND THE ISLANDS","089","U","KINGSTON","0","0","1","52","42","20","3","0","0","0","0","118","340","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","090","U","KINGSTON","0","0","1","28","38","13","2","0","0","0","0","82","381","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","091","U","KINGSTON","0","0","0","89","21","41","1","0","1","0","0","153","408","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","092","U","KINGSTON","0","1","3","78","36","33","4","0","0","0","0","155","357","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","093","U","KINGSTON","0","1","2","96","21","20","1","1","0","0","1","143","369","Third Day Worship Centre"
"036","KINGSTON AND THE ISLANDS","094","U","KINGSTON","0","0","1","94","22","17","7","1","2","0","0","144","340","Crossroads United Church"
"036","KINGSTON AND THE ISLANDS","095","U","KINGSTON","0","0","1","50","37","19","5","0","1","0","0","113","418","Crossroads United Church"
"036","KINGSTON AND THE ISLANDS","096","U","KINGSTON","0","0","8","64","52","21","6","0","0","0","0","151","342","Bath Road Baptist Church"
"036","KINGSTON AND THE ISLANDS","097","U","KINGSTON","1","1","0","72","42","28","4","0","1","0","0","149","314","Bowling Green 2"
"036","KINGSTON AND THE ISLANDS","098","U","KINGSTON","1","0","3","50","46","18","3","0","0","0","0","121","503","Crossroads United Church"
"036","KINGSTON AND THE ISLANDS","099","U","KINGSTON","0","0","3","43","37","16","3","0","0","0","0","102","390","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","100","U","KINGSTON","0","0","0","57","41","20","4","0","0","1","0","123","319","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","101","U","KINGSTON","2","1","0","72","54","29","7","0","0","0","0","165","338","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","102","U","KINGSTON","0","0","0","35","77","21","2","0","2","0","0","137","393","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","103","U","KINGSTON","0","0","1","37","52","24","3","0","0","0","0","117","388","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","104","U","KINGSTON","0","1","0","35","44","26","6","1","0","0","0","113","319","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","105","U","KINGSTON","1","0","1","38","48","15","5","0","1","0","0","109","412","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","106","U","KINGSTON","0","1","0","42","44","10","2","0","1","0","0","100","469","Fire Hall Railway St"
"036","KINGSTON AND THE ISLANDS","107","U","KINGSTON","0","0","2","44","56","11","9","2","1","0","0","125","485","Fire Hall Railway St"
"036","KINGSTON AND THE ISLANDS","108","U","KINGSTON","0","1","0","29","26","11","3","0","0","0","0","70","343","Fire Hall Railway St"
"036","KINGSTON AND THE ISLANDS","109","U","KINGSTON","0","0","1","70","37","38","6","0","0","0","0","152","367","Bayridge Secondary School"
"036","KINGSTON AND THE ISLANDS","110","U","KINGSTON","0","0","1","116","33","43","2","0","0","0","0","195","451","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","111","U","KINGSTON","0","1","1","92","31","48","5","0","0","0","0","178","405","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","112","U","KINGSTON","1","1","5","45","27","24","4","0","0","0","0","107","343","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","113","U","KINGSTON","1","0","2","54","41","29","7","0","0","0","0","134","369","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","114","U","KINGSTON","0","0","0","89","37","52","1","1","0","0","0","180","498","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","115","U","KINGSTON","0","1","5","60","39","24","6","0","1","0","0","136","367","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","116","U","KINGSTON","0","3","3","66","21","36","10","2","0","1","0","142","351","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","117","U","KINGSTON","0","0","1","70","37","32","5","0","1","0","0","146","462","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","118","U","KINGSTON","0","0","2","86","11","36","5","0","0","0","0","140","340","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","119","U","KINGSTON","0","0","2","85","35","34","2","0","1","0","0","159","365","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","120","U","KINGSTON","0","1","1","93","22","34","5","0","0","0","0","156","326","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","121","U","KINGSTON","0","0","7","118","48","44","12","0","0","0","0","229","449","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","122","U","KINGSTON","0","0","2","49","37","15","4","2","0","0","0","109","482","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","123","U","KINGSTON","0","0","2","108","47","24","4","0","0","0","0","185","426","Frontenac Secondary School"
"036","KINGSTON AND THE ISLANDS","124","U","KINGSTON","0","0","1","48","24","37","2","0","0","0","0","112","296","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","125","U","KINGSTON","0","0","2","110","36","26","4","0","0","0","1","179","408","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","126","U","KINGSTON","0","0","0","61","26","26","4","0","0","0","0","117","327","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","127","U","KINGSTON","0","0","3","113","22","31","1","1","0","0","0","171","320","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","128","U","KINGSTON","0","0","0","78","31","28","7","0","0","0","0","144","354","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","129","U","KINGSTON","0","0","0","45","25","13","4","0","0","0","0","87","229","Royal Kingston Curling Club"
"036","KINGSTON AND THE ISLANDS","130","U","KINGSTON","0","1","0","52","35","20","8","0","0","0","0","116","313","Royal Kingston Curling Club"
"036","KINGSTON AND THE ISLANDS","131","U","KINGSTON","0","0","1","109","28","33","11","0","0","0","0","182","377","St. Andrews By the Lake United Church"
"036","KINGSTON AND THE ISLANDS","132","U","KINGSTON","0","0","0","89","35","19","3","0","0","0","0","146","443","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","133","U","KINGSTON","0","0","0","42","19","13","6","1","0","0","0","81","468","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","134","U","KINGSTON","0","0","0","34","35","9","2","0","0","0","0","80","358","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","135","U","KINGSTON","0","0","0","19","42","11","0","0","0","0","0","72","475","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","136","U","KINGSTON","0","0","2","77","27","36","2","1","1","0","0","146","398","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","137","U","KINGSTON","0","0","3","74","39","38","6","1","0","0","0","161","366","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","138","U","KINGSTON","0","0","1","16","16","10","2","0","0","0","0","45","373","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","139","U","KINGSTON","0","0","0","90","34","48","7","0","1","0","0","180","452","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","140","U","KINGSTON","1","2","2","147","32","41","8","1","0","0","0","234","443","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","141","U","KINGSTON","1","0","3","123","39","38","10","2","2","1","0","219","403","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","142","U","KINGSTON","0","0","1","90","50","25","10","0","0","0","0","176","400","Senior Association Kingston Region"
"036","KINGSTON AND THE ISLANDS","143","U","KINGSTON","0","0","0","61","49","20","4","0","0","0","0","134","369","Senior Association Kingston Region"
"036","KINGSTON AND THE ISLANDS","144","U","KINGSTON","0","1","3","104","58","42","9","0","1","0","0","218","593","Calvin Park Library"
"036","KINGSTON AND THE ISLANDS","145","U","KINGSTON","0","0","2","121","36","27","1","0","0","0","0","187","406","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","146","U","KINGSTON","1","0","0","13","19","4","2","0","0","0","0","39","386","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","147","U","KINGSTON","0","0","3","66","48","24","9","1","0","0","0","151","472","Senior Association Kingston Region"
"036","KINGSTON AND THE ISLANDS","148","U","KINGSTON","0","0","3","34","36","12","6","0","0","1","0","92","481","Calvin Park Library"
"036","KINGSTON AND THE ISLANDS","149","U","KINGSTON","0","1","2","97","40","25","15","0","0","0","0","180","440","Calvin Park Library"
"036","KINGSTON AND THE ISLANDS","150","U","KINGSTON","0","0","3","100","47","17","7","1","0","0","0","175","475","St. Luke's Anglican Church"
"036","KINGSTON AND THE ISLANDS","151","U","KINGSTON","0","0","2","131","31","24","10","0","0","0","0","198","416","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","152","U","KINGSTON","2","0","0","104","41","20","12","1","0","0","0","180","395","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","153","U","KINGSTON","0","0","0","86","32","23","6","0","0","1","0","148","385","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","154","U","KINGSTON","0","0","0","54","35","14","6","0","0","0","0","109","329","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","155","U","KINGSTON","0","0","2","67","38","27","2","0","0","0","0","136","443","St. Luke's Anglican Church"
"036","KINGSTON AND THE ISLANDS","156","U","KINGSTON","0","0","2","86","48","15","9","0","0","0","0","160","440","St. Luke's Anglican Church"
"036","KINGSTON AND THE ISLANDS","157","U","KINGSTON","0","0","1","136","36","27","4","1","0","0","0","205","404","Winston Churchill Public School"
"036","KINGSTON AND THE ISLANDS","158","U","KINGSTON","0","1","0","43","46","19","6","0","0","0","0","115","325","St. Luke's Anglican Church"
"036","KINGSTON AND THE ISLANDS","159","U","KINGSTON","0","0","1","37","17","15","10","1","0","0","0","81","400","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","160","U","KINGSTON","0","0","2","93","21","15","11","0","0","0","0","142","467","Winston Churchill Public School"
"036","KINGSTON AND THE ISLANDS","161","U","KINGSTON","0","1","0","111","35","30","9","0","0","0","0","186","859","Winston Churchill Public School"
"036","KINGSTON AND THE ISLANDS","162","U","KINGSTON","0","0","0","62","45","6","9","1","0","0","0","123","367","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","163","U","KINGSTON","0","0","0","48","44","11","9","2","1","0","0","115","418","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","164","U","KINGSTON","0","2","0","44","11","7","3","0","0","0","0","67","381","Winston Churchill Public School"
"036","KINGSTON AND THE ISLANDS","165","U","KINGSTON","0","0","0","51","19","9","2","0","1","0","0","82","459","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","166","U","KINGSTON","0","0","0","38","19","14","8","0","0","0","0","79","785","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","167","U","KINGSTON","2","0","0","50","65","8","5","1","0","0","0","131","414","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","168","U","KINGSTON","1","0","0","34","46","10","10","0","0","0","0","101","379","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","169","U","KINGSTON","0","2","1","54","40","15","6","0","0","0","0","118","601","Kingston Memorial Centre"
"036","KINGSTON AND THE ISLANDS","170","U","KINGSTON","0","0","0","27","15","2","4","0","0","0","0","48","429","Winston Churchill Public School"
"036","KINGSTON AND THE ISLANDS","171","U","KINGSTON","0","0","1","24","4","5","3","0","0","0","1","38","401","St. Paul's Church Hall - Montreal Street"
"036","KINGSTON AND THE ISLANDS","172","U","KINGSTON","0","0","0","25","4","4","1","0","1","0","0","35","328","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","173","U","KINGSTON","0","0","2","26","46","9","6","0","0","0","0","89","361","Fire Hall Railway St"
"036","KINGSTON AND THE ISLANDS","174","U","KINGSTON","0","0","2","65","74","14","15","0","0","0","0","170","552","St. Paul's Church Hall - Montreal Street"
"036","KINGSTON AND THE ISLANDS","175","U","KINGSTON","0","0","0","37","26","10","2","0","0","0","0","75","396","St. Paul's Church Hall - Montreal Street"
"036","KINGSTON AND THE ISLANDS","176","U","KINGSTON","0","0","1","37","27","11","5","0","0","0","0","81","297","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","177","U","KINGSTON","0","0","0","63","34","7","6","1","0","0","0","111","402","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","178","U","KINGSTON","0","0","0","113","31","22","7","1","0","0","0","174","699","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","179","U","KINGSTON","1","0","1","43","59","12","10","0","0","0","0","126","394","Fire Hall Railway St"
"036","KINGSTON AND THE ISLANDS","180","U","KINGSTON","0","1","0","59","58","7","16","0","0","0","0","141","421","St. Paul's Church Hall - Montreal Street"
"036","KINGSTON AND THE ISLANDS","181","U","KINGSTON","1","0","3","69","70","14","6","2","2","0","0","167","451","Artillery Park Aquatic Centre"
"036","KINGSTON AND THE ISLANDS","182","U","KINGSTON","0","0","0","78","52","7","15","0","0","0","0","152","411","St. Paul's Church Hall - Montreal Street"
"036","KINGSTON AND THE ISLANDS","183","U","KINGSTON","0","0","0","74","42","10","8","3","0","0","0","137","503","Artillery Park Aquatic Centre"
"036","KINGSTON AND THE ISLANDS","184","U","KINGSTON","0","0","0","88","33","7","12","1","0","0","0","141","472","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","185","U","KINGSTON","0","1","0","57","70","21","10","0","0","0","1","160","512","Artillery Park Aquatic Centre"
"036","KINGSTON AND THE ISLANDS","186","U","KINGSTON","0","0","0","74","50","38","8","0","0","0","0","170","409","Artillery Park Aquatic Centre"
"036","KINGSTON AND THE ISLANDS","187","U","KINGSTON","0","0","1","68","51","21","2","2","1","0","0","146","466","Artillery Park Aquatic Centre"
"036","KINGSTON AND THE ISLANDS","188","U","KINGSTON","0","0","0","120","55","25","4","1","1","0","0","206","740","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","189","U","KINGSTON","1","0","1","51","24","36","2","0","0","0","0","115","258","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","190","U","KINGSTON","0","0","2","43","16","46","5","1","0","0","0","113","330","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","191","U","KINGSTON","0","1","0","103","31","55","6","2","0","0","0","198","474","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","192","U","KINGSTON","1","2","1","81","37","55","10","1","1","0","0","189","423","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","193","U","KINGSTON","0","0","1","69","32","52","4","0","0","0","0","158","415","Fire Station Gore Road"
