"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","KULAR","LEE","MAINGI","MCLACHLAN","O'MARRA","SINGH","THORNHAM","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"006","BRAMALEA--GORE--MALTON","012","U","BRAMPTON","43","0","15","1","0","131","2","3","0","0","195","472","Thorndale Public School"
"006","BRAMALEA--GORE--MALTON","013","U","BRAMPTON","34","0","17","0","0","159","0","2","0","0","212","543","Thorndale Public School"
"006","BRAMALEA--GORE--MALTON","014","U","BRAMPTON","34","1","20","0","1","68","3","2","0","0","129","422","Thorndale Public School"
"006","BRAMALEA--GORE--MALTON","015","U","BRAMPTON","33","3","25","2","2","149","2","1","0","0","217","457","Thorndale Public School"
"006","BRAMALEA--GORE--MALTON","016","U","BRAMPTON","25","3","31","2","0","23","0","0","0","0","84","271","Thorndale Public School"
"006","BRAMALEA--GORE--MALTON","017","U","BRAMPTON","31","0","18","1","1","87","0","0","0","0","138","383","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","018A","U","BRAMPTON","35","1","22","1","1","35","0","0","0","0","95","324","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","018B","U","BRAMPTON","29","5","14","2","1","35","0","3","0","0","89","338","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","019","U","BRAMPTON","29","2","29","0","1","76","1","1","0","0","139","392","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","020","U","BRAMPTON","39","3","17","1","1","75","2","1","0","0","139","373","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","021","U","BRAMPTON","35","3","12","1","0","62","1","2","0","0","116","320","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","022A","U","BRAMPTON","30","0","20","2","1","31","1","0","0","0","85","307","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","022B","U","BRAMPTON","25","1","13","1","0","22","1","0","0","0","63","330","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","023","U","BRAMPTON","32","4","19","0","0","70","0","0","0","0","125","343","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","024","U","BRAMPTON","49","0","34","2","1","103","5","3","0","0","197","589","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","025","U","BRAMPTON","32","1","29","2","1","64","2","0","0","0","131","492","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","026","U","BRAMPTON","67","4","41","6","6","41","4","2","2","0","173","299","5 Dayspring Apartment(s)"
"006","BRAMALEA--GORE--MALTON","027A","U","BRAMPTON","25","0","18","3","0","40","0","0","0","0","86","329","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","027B","U","BRAMPTON","51","1","30","0","0","45","3","3","0","0","133","273","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","028A","U","BRAMPTON","22","1","29","0","0","36","2","1","1","0","92","308","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","028B","U","BRAMPTON","19","1","8","1","1","27","2","0","0","0","59","288","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","029","U","BRAMPTON","44","0","16","4","1","102","0","2","2","0","171","471","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","030A","U","BRAMPTON","40","0","12","0","0","58","3","0","0","0","113","360","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","030B","U","BRAMPTON","46","0","16","2","1","75","0","1","1","0","142","336","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","031","U","BRAMPTON","52","2","27","1","1","87","0","1","1","0","172","461","Calderstone Middle School"
"006","BRAMALEA--GORE--MALTON","032","U","BRAMPTON","48","4","15","0","0","116","1","2","0","0","186","425","Red Willow Public School"
"006","BRAMALEA--GORE--MALTON","033","U","BRAMPTON","75","1","33","1","1","93","1","1","0","0","206","509","Father Francis McSpirit"
"006","BRAMALEA--GORE--MALTON","034","U","BRAMPTON","63","3","35","0","1","105","2","2","0","0","211","525","Father Francis McSpirit"
"006","BRAMALEA--GORE--MALTON","035A","U","BRAMPTON","32","0","22","0","1","62","0","3","0","0","120","308","Father Francis McSpirit"
"006","BRAMALEA--GORE--MALTON","035B","U","BRAMPTON","52","0","27","0","1","76","6","0","1","0","163","364","Father Francis McSpirit"
"006","BRAMALEA--GORE--MALTON","036","U","BRAMPTON","62","2","68","0","1","48","0","2","0","0","183","481","Father Francis McSpirit"
"006","BRAMALEA--GORE--MALTON","037","U","BRAMPTON","41","1","30","2","0","76","0","1","0","0","151","428","Holy Spirit Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","038","U","BRAMPTON","43","5","38","4","4","21","2","1","7","0","125","417","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","039","U","BRAMPTON","60","0","40","0","2","42","7","1","1","0","153","432","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","040","U","BRAMPTON","27","0","37","0","0","64","1","0","1","0","130","396","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","041","U","BRAMPTON","34","1","20","1","0","39","1","1","1","0","98","344","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","042","U","BRAMPTON","40","0","19","2","1","37","3","0","0","0","102","344","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","043","U","BRAMPTON","64","4","31","2","0","25","5","3","2","0","136","400","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","044","U","BRAMPTON","41","1","23","2","0","49","0","1","0","0","117","309","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","045A","U","BRAMPTON","38","2","20","1","2","27","2","1","0","0","93","295","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","045B","U","BRAMPTON","32","1","22","0","0","36","1","0","0","0","92","278","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","046","U","BRAMPTON","39","3","15","0","1","56","2","2","1","0","119","415","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","047","U","BRAMPTON","60","2","21","0","2","118","2","0","0","0","205","509","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","048","U","BRAMPTON","30","2","25","1","2","44","1","1","0","0","106","379","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","049A","U","BRAMPTON","37","1","15","0","0","57","2","1","0","0","113","299","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","049B","U","BRAMPTON","29","2","20","0","1","44","2","0","1","2","101","262","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","050A","U","BRAMPTON","27","0","12","0","0","53","0","0","1","0","93","318","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","050B","U","BRAMPTON","30","4","19","0","0","42","0","0","0","0","95","344","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","051","U","BRAMPTON","77","2","40","1","1","86","3","2","0","0","212","579","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","052","U","BRAMPTON","52","1","20","1","2","75","3","1","0","0","155","348","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","053","U","BRAMPTON","62","2","32","0","1","72","4","0","0","0","173","441","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","054","U","BRAMPTON","44","1","19","1","0","93","5","0","1","0","164","418","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","055","U","BRAMPTON","31","0","13","0","0","34","1","1","0","0","80","271","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","056","U","BRAMPTON","64","2","20","0","4","39","2","1","0","0","132","400","Shaw Public School"
"006","BRAMALEA--GORE--MALTON","057","U","BRAMPTON","39","0","11","0","0","88","2","1","0","0","141","312","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","058","U","BRAMPTON","23","0","15","1","1","108","0","0","1","0","149","327","Eagle Plains Public School"
"006","BRAMALEA--GORE--MALTON","059","U","BRAMPTON","64","3","17","3","1","120","0","0","0","0","208","502","Eagle Plains Public School"
"006","BRAMALEA--GORE--MALTON","060","U","BRAMPTON","34","2","30","0","0","79","0","1","2","0","148","371","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","061","U","BRAMPTON","62","0","66","1","1","138","2","0","0","0","270","543","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","062","U","BRAMPTON","56","1","29","0","1","70","0","0","0","0","157","359","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","063","U","BRAMPTON","47","2","40","2","1","84","0","0","0","0","176","444","Holy Spirit Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","064","U","BRAMPTON","63","1","32","1","0","72","5","0","0","0","174","434","Holy Spirit Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","065A","U","BRAMPTON","35","0","23","0","0","50","0","2","0","0","110","279","Holy Spirit Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","065B","U","BRAMPTON","26","0","23","0","0","61","2","0","0","0","112","288","Holy Spirit Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","066","U","BRAMPTON","40","0","27","0","1","62","2","0","0","0","132","422","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","067","U","BRAMPTON","40","0","36","0","0","79","1","2","0","1","159","423","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","068","U","BRAMPTON","73","1","25","0","1","121","4","1","1","0","227","482","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","069","U","BRAMPTON","46","1","33","0","0","55","0","0","0","0","135","400","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","070","U","BRAMPTON","46","2","18","0","0","102","1","2","1","0","172","443","Eagle Plains Public School"
"006","BRAMALEA--GORE--MALTON","071","U","BRAMPTON","29","2","22","0","1","115","1","1","0","0","171","375","Eagle Plains Public School"
"006","BRAMALEA--GORE--MALTON","072","U","BRAMPTON","37","0","31","0","0","96","0","1","1","0","166","433","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","073","U","BRAMPTON","37","1","18","0","0","64","0","0","0","0","120","314","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","074","U","BRAMPTON","74","4","49","5","3","76","2","1","0","0","214","540","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","075","U","BRAMPTON","54","1","44","0","0","140","5","2","1","0","247","527","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","076","U","BRAMPTON","38","1","9","0","0","78","0","0","0","0","126","313","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","077","U","BRAMPTON","26","0","4","0","1","74","2","0","0","0","107","214","Treeline Public School"
"006","BRAMALEA--GORE--MALTON","078A","U","BRAMPTON","30","0","12","0","3","47","0","0","1","0","93","310","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","078B","U","BRAMPTON","31","3","14","0","4","40","0","0","2","0","94","316","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","079","U","BRAMPTON","55","4","39","1","1","109","0","2","0","0","211","606","Red Willow Public School"
"006","BRAMALEA--GORE--MALTON","080","U","BRAMPTON","40","1","16","0","0","40","1","0","0","0","98","327","Holy Spirit Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","081","U","BRAMPTON","63","1","13","0","0","118","1","1","1","0","198","446","Red Willow Public School"
"006","BRAMALEA--GORE--MALTON","082","U","BRAMPTON","60","1","18","1","2","82","3","0","4","0","171","414","Red Willow Public School"
"006","BRAMALEA--GORE--MALTON","083","U","BRAMPTON","39","1","18","0","1","81","0","0","1","0","141","417","Red Willow Public School"
"006","BRAMALEA--GORE--MALTON","084","U","BRAMPTON","46","0","15","1","0","80","2","0","1","0","145","388","Red Willow Public School"
"006","BRAMALEA--GORE--MALTON","085","U","BRAMPTON","22","0","7","0","0","26","0","1","0","0","56","220","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","086","U","BRAMPTON","54","0","38","1","0","91","3","1","0","0","188","481","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","087","U","BRAMPTON","47","3","24","1","1","96","1","1","0","0","174","492","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","088","U","BRAMPTON","26","1","17","2","0","69","4","0","0","0","119","353","Mountain Ash Middle School"
"006","BRAMALEA--GORE--MALTON","089","U","BRAMPTON","66","1","33","1","1","69","3","1","0","1","176","482","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","090","U","BRAMPTON","52","3","27","1","1","68","5","0","0","0","157","409","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","091","U","BRAMPTON","59","1","36","0","4","72","3","3","1","0","179","496","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","092","U","BRAMPTON","67","1","15","0","3","69","1","0","0","0","156","531","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","093","U","BRAMPTON","51","0","21","1","1","97","1","2","1","0","175","486","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","094","U","BRAMPTON","47","1","16","1","0","88","2","1","1","0","157","519","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","095","U","BRAMPTON","37","3","19","1","0","92","6","0","0","0","158","479","Robert J Lee Public School"
"006","BRAMALEA--GORE--MALTON","096","U","BRAMPTON","38","2","15","0","0","70","0","0","1","0","126","504","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","097","U","BRAMPTON","25","1","18","0","1","55","2","1","0","0","103","296","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","098","U","BRAMPTON","45","4","27","1","3","57","4","0","0","0","141","484","Father Clair Tipping School"
"006","BRAMALEA--GORE--MALTON","099","U","BRAMPTON","43","5","38","1","0","8","1","0","0","0","96","323","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","100","U","BRAMPTON","56","1","52","3","0","30","7","1","0","0","150","425","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","101","U","BRAMPTON","66","5","42","0","0","39","4","2","3","0","161","389","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","102","U","BRAMPTON","51","5","25","3","1","43","10","0","0","0","138","346","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","103","U","BRAMPTON","54","0","44","2","4","29","4","0","0","0","137","361","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","104","U","BRAMPTON","55","3","34","6","2","34","7","0","0","0","141","355","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","105","U","BRAMPTON","49","4","54","1","0","42","6","1","0","1","158","399","Massey Street Public School"
"006","BRAMALEA--GORE--MALTON","106","U","BRAMPTON","67","3","59","1","4","32","5","0","0","0","171","370","Massey Street Public School"
"006","BRAMALEA--GORE--MALTON","107","U","BRAMPTON","45","4","25","2","1","32","8","0","0","0","117","367","Massey Street Public School"
"006","BRAMALEA--GORE--MALTON","108","U","BRAMPTON","29","1","38","1","3","27","1","0","0","0","100","298","Massey Street Public School"
"006","BRAMALEA--GORE--MALTON","109","U","BRAMPTON","44","0","35","1","1","35","5","0","0","0","121","383","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","110","U","BRAMPTON","57","3","64","0","0","26","6","0","1","0","157","453","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","111","U","BRAMPTON","43","4","33","1","1","65","11","0","0","0","158","411","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","112","U","BRAMPTON","55","2","58","4","2","49","7","0","0","0","177","465","Massey Street Public School"
"006","BRAMALEA--GORE--MALTON","113","U","BRAMPTON","51","5","43","4","2","48","6","0","0","0","159","334","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","114","U","BRAMPTON","43","4","27","2","2","36","3","0","0","0","117","374","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","115","U","BRAMPTON","50","3","47","1","5","38","5","0","0","0","149","395","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","116","U","BRAMPTON","56","1","35","5","5","50","7","0","0","0","159","366","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","117","U","BRAMPTON","77","0","54","1","1","26","9","1","0","0","169","418","St. Anthony School"
"006","BRAMALEA--GORE--MALTON","118","U","BRAMPTON","56","3","48","1","0","42","5","0","0","0","155","449","Terry Miller Recreation Centre"
"006","BRAMALEA--GORE--MALTON","119","U","BRAMPTON","56","3","51","0","0","28","9","1","0","0","148","337","Terry Miller Recreation Centre"
"006","BRAMALEA--GORE--MALTON","120","U","BRAMPTON","87","7","44","3","0","38","7","1","0","0","187","437","Terry Miller Recreation Centre"
"006","BRAMALEA--GORE--MALTON","121","U","BRAMPTON","57","3","51","2","7","39","11","0","0","0","170","369","Jefferson Public School"
"006","BRAMALEA--GORE--MALTON","122","U","BRAMPTON","73","4","79","2","5","44","13","2","0","0","222","472","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","123","U","BRAMPTON","63","1","47","1","2","41","6","0","0","0","161","449","St. John Bosco"
"006","BRAMALEA--GORE--MALTON","124","U","BRAMPTON","51","4","24","1","1","78","5","0","1","0","165","471","Jefferson Public School"
"006","BRAMALEA--GORE--MALTON","125","U","BRAMPTON","47","5","71","1","1","46","11","2","0","0","184","457","Jefferson Public School"
"006","BRAMALEA--GORE--MALTON","126","U","BRAMPTON","63","1","55","2","2","42","6","1","0","0","172","388","Jefferson Public School"
"006","BRAMALEA--GORE--MALTON","127","U","BRAMPTON","37","1","47","1","0","27","7","0","0","1","121","357","Jefferson Public School"
"006","BRAMALEA--GORE--MALTON","128","U","BRAMPTON","43","2","43","3","1","27","5","0","0","0","124","297","Grenoble Public School"
"006","BRAMALEA--GORE--MALTON","129","U","BRAMPTON","34","3","56","0","3","29","6","0","0","0","131","305","Grenoble Public School"
"006","BRAMALEA--GORE--MALTON","130","U","BRAMPTON","31","0","31","6","2","36","10","1","0","0","117","310","St. Jean-Brebeuf School"
"006","BRAMALEA--GORE--MALTON","131","U","BRAMPTON","26","2","65","1","1","42","9","2","0","0","148","356","Grenoble Public School"
"006","BRAMALEA--GORE--MALTON","132","U","BRAMPTON","33","4","46","2","0","35","8","0","0","0","128","371","Grenoble Public School"
"006","BRAMALEA--GORE--MALTON","133","U","BRAMPTON","40","4","26","1","1","38","5","0","0","0","115","393","St. Jean-Brebeuf School"
"006","BRAMALEA--GORE--MALTON","134","U","BRAMPTON","43","5","40","4","2","31","10","1","0","0","136","351","St. Jean-Brebeuf School"
"006","BRAMALEA--GORE--MALTON","135","U","BRAMPTON","62","4","65","6","1","32","7","0","1","0","178","384","St. Jean-Brebeuf School"
"006","BRAMALEA--GORE--MALTON","136","U","BRAMPTON","30","2","56","4","3","45","9","2","0","0","151","401","Hilldale Public School."
"006","BRAMALEA--GORE--MALTON","137","U","BRAMPTON","60","3","66","5","6","35","10","2","0","0","187","335","Terry Miller Recreation Centre"
"006","BRAMALEA--GORE--MALTON","138","U","BRAMPTON","55","1","52","1","1","18","5","2","0","0","135","302","Terry Miller Recreation Centre"
"006","BRAMALEA--GORE--MALTON","139","U","BRAMPTON","44","3","49","6","0","65","11","1","0","0","179","443","Hilldale Public School."
"006","BRAMALEA--GORE--MALTON","140","U","BRAMPTON","37","3","23","1","3","31","7","2","0","0","107","273","Hanover Public School"
"006","BRAMALEA--GORE--MALTON","141","U","BRAMPTON","32","2","42","2","1","34","7","3","0","0","123","326","Hanover Public School"
"006","BRAMALEA--GORE--MALTON","142","U","BRAMPTON","33","3","50","6","1","33","14","0","0","0","140","388","Hilldale Public School."
"006","BRAMALEA--GORE--MALTON","143","U","BRAMPTON","43","4","35","4","1","32","8","1","0","0","128","350","Hanover Public School"
"006","BRAMALEA--GORE--MALTON","144","U","BRAMPTON","30","7","45","9","4","57","3","0","0","0","155","396","Hanover Public School"
"006","BRAMALEA--GORE--MALTON","145","U","BRAMPTON","72","8","84","3","0","33","7","0","0","0","207","440","Hanover Public School"
"006","BRAMALEA--GORE--MALTON","146","U","BRAMPTON","48","5","43","2","0","33","1","1","1","0","134","336","Hilldale Public School."
"006","BRAMALEA--GORE--MALTON","147","U","BRAMPTON","44","2","69","7","1","20","10","1","0","0","154","350","Goldcrest Public School"
"006","BRAMALEA--GORE--MALTON","148","U","BRAMPTON","34","2","30","1","2","47","13","1","0","0","130","357","Greenbriar Senior Public School"
"006","BRAMALEA--GORE--MALTON","149","U","BRAMPTON","40","4","36","1","2","31","6","1","1","0","122","304","Greenbriar Senior Public School"
"006","BRAMALEA--GORE--MALTON","150","U","BRAMPTON","28","0","28","4","1","26","3","0","0","0","90","276","Greenbriar Senior Public School"
"006","BRAMALEA--GORE--MALTON","151","U","BRAMPTON","36","3","36","1","1","30","5","0","0","0","112","359","Goldcrest Public School"
"006","BRAMALEA--GORE--MALTON","152","U","BRAMPTON","53","4","61","1","0","44","16","0","1","0","180","387","Goldcrest Public School"
"006","BRAMALEA--GORE--MALTON","153","U","BRAMPTON","36","0","33","0","1","35","3","0","1","0","109","313","Goldcrest Public School"
"006","BRAMALEA--GORE--MALTON","154","U","BRAMPTON","47","3","78","5","3","43","11","0","1","0","191","366","Grenoble Public School"
"006","BRAMALEA--GORE--MALTON","155","U","BRAMPTON","47","1","32","2","2","31","5","1","0","0","121","395","Fallingdale Public School"
"006","BRAMALEA--GORE--MALTON","156","U","BRAMPTON","38","2","47","3","0","38","7","1","0","0","136","379","Folkstone Public School"
"006","BRAMALEA--GORE--MALTON","157","U","BRAMPTON","33","6","42","3","5","38","8","0","1","0","136","379","Folkstone Public School"
"006","BRAMALEA--GORE--MALTON","158","U","BRAMPTON","47","1","33","1","2","32","10","0","0","0","126","493","Folkstone Public School"
"006","BRAMALEA--GORE--MALTON","159","U","BRAMPTON","47","5","49","4","2","52","6","0","1","0","166","417","Folkstone Public School"
"006","BRAMALEA--GORE--MALTON","160","U","BRAMPTON","21","2","30","0","0","30","3","0","0","0","86","265","Folkstone Public School"
"006","BRAMALEA--GORE--MALTON","161","U","BRAMPTON","55","1","33","4","3","51","3","2","0","0","152","418","Fallingdale Public School"
"006","BRAMALEA--GORE--MALTON","162","U","BRAMPTON","37","7","12","2","1","19","2","1","0","0","81","286","Knightsbridge Senior Citizens Centre"
"006","BRAMALEA--GORE--MALTON","163","U","BRAMPTON","50","8","30","6","1","22","4","0","6","0","127","346","Knightsbridge Senior Citizens Centre"
"006","BRAMALEA--GORE--MALTON","164","U","BRAMPTON","60","4","24","2","3","47","3","2","0","0","145","472","Clark Boulevard Public School"
"006","BRAMALEA--GORE--MALTON","165","U","BRAMPTON","34","2","6","1","0","33","0","0","0","0","76","249","Clark Boulevard Public School"
"006","BRAMALEA--GORE--MALTON","166","U","BRAMPTON","17","1","12","1","0","18","1","0","0","0","50","256","Clark Boulevard Public School"
"006","BRAMALEA--GORE--MALTON","167","U","BRAMPTON","30","1","13","0","0","48","2","5","0","0","99","354","Clark Boulevard Public School"
"006","BRAMALEA--GORE--MALTON","168","U","BRAMPTON","31","3","12","3","2","14","2","0","1","0","68","248","Knightsbridge Senior Citizens Centre"
"006","BRAMALEA--GORE--MALTON","169","U","BRAMPTON","52","2","31","3","1","29","5","1","0","0","124","390","Clark Boulevard Public School"
"006","BRAMALEA--GORE--MALTON","170","U","BRAMPTON","31","0","35","3","2","27","4","1","0","0","103","243","Clark Boulevard Public School"
"006","BRAMALEA--GORE--MALTON","171","U","BRAMPTON","43","0","53","3","1","23","3","2","0","0","128","219","St. John Fisher Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","172","U","BRAMPTON","55","2","44","1","0","33","13","0","0","0","148","348","Balmoral Drive Senior Public School"
"006","BRAMALEA--GORE--MALTON","173","U","BRAMPTON","36","3","28","3","6","18","3","0","0","0","97","391","Balmoral Drive Senior Public School"
"006","BRAMALEA--GORE--MALTON","174","U","BRAMPTON","51","2","52","0","2","44","6","0","1","0","158","406","Balmoral Drive Senior Public School"
"006","BRAMALEA--GORE--MALTON","175","U","BRAMPTON","43","3","53","5","0","42","3","2","0","0","151","325","Balmoral Drive Senior Public School"
"006","BRAMALEA--GORE--MALTON","176","U","BRAMPTON","45","7","41","0","0","32","1","0","0","0","126","297","St. John Fisher Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","177","U","BRAMPTON","42","5","45","1","1","52","7","0","0","0","153","393","Aloma Crescent Public School"
"006","BRAMALEA--GORE--MALTON","178","U","BRAMPTON","26","5","62","5","5","51","10","0","0","0","164","382","Aloma Crescent Public School"
"006","BRAMALEA--GORE--MALTON","179","U","BRAMPTON","59","1","48","6","2","45","13","0","1","0","175","364","St. John Fisher Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","180","U","BRAMPTON","54","1","46","2","1","32","5","0","0","0","141","367","Aloma Crescent Public School"
"006","BRAMALEA--GORE--MALTON","181","U","BRAMPTON","31","3","57","11","1","21","2","2","0","0","128","332","Aloma Crescent Public School"
"006","BRAMALEA--GORE--MALTON","182","U","BRAMPTON","45","7","37","3","5","23","5","1","0","0","126","415","St. John Fisher Catholic Elementary School"
"006","BRAMALEA--GORE--MALTON","183","U","BRAMPTON","26","3","61","4","3","38","7","0","1","0","143","415","Fallingdale Public School"
