"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRAITOR","HYDE","JANKOVIC","LEPP","REDEKOP","SMITH","TOSSOUNIAN","TREDWELL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"054","NIAGARA FALLS","024","U","QUEENSTON","79","1","1","88","37","3","0","0","0","0","0","209","402","Queenston Firehall"
"054","NIAGARA FALLS","025","U","QUEENSTON","123","0","0","68","32","4","0","2","0","0","0","229","463","Queenston Firehall"
"054","NIAGARA FALLS","026","U","ST DAVIDS","69","0","2","108","41","1","0","0","1","0","0","222","400","St. Davids Elementary"
"054","NIAGARA FALLS","027","U","ST DAVIDS","86","0","0","91","29","6","0","4","0","1","0","217","386","St. Davids Elementary"
"054","NIAGARA FALLS","028","U","ST DAVIDS","71","1","0","94","26","5","0","0","1","1","0","199","381","St. Davids Elementary"
"054","NIAGARA FALLS","029","U","NIAGARA FALLS","69","1","0","76","25","1","2","3","0","0","0","177","411","Victoria Public School"
"054","NIAGARA FALLS","030","U","NIAGARA FALLS","50","2","1","29","42","3","0","0","1","0","0","128","314","Mountain Park Church"
"054","NIAGARA FALLS","031","U","NIAGARA FALLS","98","2","0","93","29","1","0","1","1","1","0","226","430","Club Italia"
"054","NIAGARA FALLS","032","U","NIAGARA FALLS","128","1","0","85","51","2","0","1","0","0","0","268","527","Mountain Park Church"
"054","NIAGARA FALLS","033","U","NIAGARA FALLS","85","0","0","59","25","4","0","0","2","0","0","175","329","Mountain Park Church"
"054","NIAGARA FALLS","034","U","NIAGARA FALLS","111","2","1","64","46","2","1","1","2","0","0","230","522","Mountain Park Church"
"054","NIAGARA FALLS","035","U","NIAGARA FALLS","100","0","0","60","55","3","0","0","1","0","0","219","428","Mary Ward School"
"054","NIAGARA FALLS","036","U","NIAGARA FALLS","82","1","0","40","36","3","0","0","0","0","0","162","333","Mary Ward School"
"054","NIAGARA FALLS","037","U","NIAGARA FALLS","95","3","5","60","56","1","0","3","0","0","0","223","423","Mary Ward School"
"054","NIAGARA FALLS","038","U","NIAGARA FALLS","85","3","1","81","46","2","0","0","0","0","0","218","384","Orchard Park School"
"054","NIAGARA FALLS","039","U","NIAGARA FALLS","85","0","2","68","54","3","0","0","2","1","0","215","367","Orchard Park School"
"054","NIAGARA FALLS","040","U","NIAGARA FALLS","77","0","0","42","35","4","0","0","4","0","0","162","387","Club Italia"
"054","NIAGARA FALLS","041","U","NIAGARA FALLS","75","1","0","77","14","0","2","0","0","0","0","169","368","Club Italia"
"054","NIAGARA FALLS","042","U","NIAGARA FALLS","137","0","3","82","30","4","0","0","1","0","0","257","542","St. Vincent de Paul School"
"054","NIAGARA FALLS","043","U","NIAGARA FALLS","120","1","0","56","38","4","1","0","0","0","0","220","517","Club Italia"
"054","NIAGARA FALLS","044","U","NIAGARA FALLS","86","0","2","66","47","6","0","2","1","0","0","210","431","St. Vincent de Paul School"
"054","NIAGARA FALLS","045","U","NIAGARA FALLS","63","0","0","25","41","3","0","0","2","0","0","134","291","Shriner's Creek Co-Op Homes"
"054","NIAGARA FALLS","046","U","NIAGARA FALLS","45","1","1","59","33","1","0","0","2","0","0","142","349","Shriner's Creek Co-Op Homes"
"054","NIAGARA FALLS","047","U","NIAGARA FALLS","74","2","0","48","31","6","0","0","2","0","0","163","367","Niagara Falls Optimist Club"
"054","NIAGARA FALLS","048","U","NIAGARA FALLS","101","1","0","95","35","1","1","0","0","0","0","234","458","Mountain Park Church"
"054","NIAGARA FALLS","049","U","NIAGARA FALLS","96","1","0","75","43","2","0","0","1","0","0","218","486","Mountain Park Church"
"054","NIAGARA FALLS","050","U","NIAGARA FALLS","107","0","1","73","39","0","1","2","0","0","0","223","437","Prince Philip Public School"
"054","NIAGARA FALLS","051","U","NIAGARA FALLS","64","1","1","52","29","2","0","1","0","0","0","150","305","Prince Philip Public School"
"054","NIAGARA FALLS","052","U","NIAGARA FALLS","116","0","1","75","33","1","0","2","2","0","0","230","525","Victoria Public School"
"054","NIAGARA FALLS","053","U","NIAGARA FALLS","93","1","0","60","41","1","2","2","0","0","0","200","405","Victoria Public School"
"054","NIAGARA FALLS","054","U","NIAGARA FALLS","63","1","0","55","41","3","1","2","2","0","0","168","416","Victoria Public School"
"054","NIAGARA FALLS","055","U","NIAGARA FALLS","70","1","3","57","42","3","0","1","0","2","0","179","428","Victoria Public School"
"054","NIAGARA FALLS","056","U","NIAGARA FALLS","44","1","0","36","55","3","1","1","0","0","0","141","370","Victoria Public School"
"054","NIAGARA FALLS","057","U","NIAGARA FALLS","48","0","1","33","33","3","1","1","0","0","0","120","363","Victoria Public School"
"054","NIAGARA FALLS","058","U","NIAGARA FALLS","54","2","0","63","41","1","0","2","2","0","0","165","379","A. N. Myer Secondary School"
"054","NIAGARA FALLS","059","U","NIAGARA FALLS","69","1","2","68","37","2","1","3","0","0","0","183","387","Prince Philip Public School"
"054","NIAGARA FALLS","060","U","NIAGARA FALLS","48","1","0","32","59","4","0","0","3","0","0","147","306","Prince Philip Public School"
"054","NIAGARA FALLS","061","U","NIAGARA FALLS","49","1","0","25","19","0","2","1","1","1","0","99","194","A. N. Myer Secondary School"
"054","NIAGARA FALLS","062","U","NIAGARA FALLS","64","0","0","32","35","4","0","0","0","0","1","136","274","A. N. Myer Secondary School"
"054","NIAGARA FALLS","063","U","NIAGARA FALLS","80","0","0","47","50","4","1","0","1","0","0","183","440","A. N. Myer Secondary School"
"054","NIAGARA FALLS","064","U","NIAGARA FALLS","77","0","3","42","59","2","0","0","1","0","0","184","418","Our Lady of Scapular Parish Hall"
"054","NIAGARA FALLS","065","U","NIAGARA FALLS","84","2","1","44","45","7","0","0","2","1","0","186","369","Our Lady of Scapular Parish Hall"
"054","NIAGARA FALLS","066","U","NIAGARA FALLS","74","0","0","47","27","2","1","0","1","0","0","152","342","Our Lady of Scapular Parish Hall"
"054","NIAGARA FALLS","067","U","NIAGARA FALLS","50","0","0","31","21","6","0","1","1","0","0","110","344","Our Lady of Scapular Parish Hall"
"054","NIAGARA FALLS","068","U","NIAGARA FALLS","61","1","1","42","44","6","0","0","3","0","0","158","431","Stamford Estates"
"054","NIAGARA FALLS","069","U","NIAGARA FALLS","35","2","0","42","28","1","0","0","0","0","0","108","309","Stamford Estates"
"054","NIAGARA FALLS","070","U","NIAGARA FALLS","57","2","1","15","44","5","0","0","1","0","0","125","395","Gale Centre"
"054","NIAGARA FALLS","071","U","NIAGARA FALLS","43","2","2","25","69","4","0","0","0","0","0","145","363","Gale Centre"
"054","NIAGARA FALLS","072","U","NIAGARA FALLS","26","0","0","27","37","4","0","0","0","1","0","95","299","Gale Centre"
"054","NIAGARA FALLS","073","U","NIAGARA FALLS","57","0","2","51","40","3","0","0","1","0","0","154","436","Westlane Secondary School"
"054","NIAGARA FALLS","074","U","NIAGARA FALLS","129","2","2","87","61","7","0","2","4","0","0","294","689","St. Vincent de Paul School"
"054","NIAGARA FALLS","075","U","NIAGARA FALLS","69","0","0","58","34","1","0","0","1","1","0","164","463","Shriner's Creek Co-Op Homes"
"054","NIAGARA FALLS","076","U","NIAGARA FALLS","59","2","0","38","49","1","1","0","0","0","0","150","427","Greendale Elementary School"
"054","NIAGARA FALLS","077","U","NIAGARA FALLS","79","0","0","57","39","1","0","1","3","3","0","183","354","Niagara Falls Optimist Club"
"054","NIAGARA FALLS","078","U","NIAGARA FALLS","68","0","2","42","40","2","2","0","1","0","0","157","321","Niagara Falls Optimist Club"
"054","NIAGARA FALLS","079","U","NIAGARA FALLS","65","2","0","36","36","1","0","0","0","1","0","141","295","Niagara Falls Optimist Club"
"054","NIAGARA FALLS","080","U","NIAGARA FALLS","108","1","0","39","52","1","3","1","0","1","0","206","540","Greendale Elementary School"
"054","NIAGARA FALLS","081","U","NIAGARA FALLS","63","1","0","44","30","4","0","0","0","0","0","142","410","Greendale Elementary School"
"054","NIAGARA FALLS","082","U","NIAGARA FALLS","116","1","0","98","64","3","0","2","1","0","0","285","722","Greendale Elementary School"
"054","NIAGARA FALLS","083","U","NIAGARA FALLS","56","0","0","42","26","1","0","0","0","0","0","125","325","Greendale Elementary School"
"054","NIAGARA FALLS","084","U","NIAGARA FALLS","69","2","1","47","22","6","0","0","1","0","0","148","416","Westlane Secondary School"
"054","NIAGARA FALLS","085","U","NIAGARA FALLS","65","0","4","57","37","2","0","1","3","0","0","169","440","Westlane Secondary School"
"054","NIAGARA FALLS","086","U","NIAGARA FALLS","56","1","0","63","46","4","1","0","0","0","0","171","415","Westlane Secondary School"
"054","NIAGARA FALLS","087","U","NIAGARA FALLS","49","0","0","46","37","2","0","0","0","0","0","134","366","Greendale Elementary School"
"054","NIAGARA FALLS","088","U","NIAGARA FALLS","39","0","0","27","42","0","0","0","0","0","0","108","293","Greendale Elementary School"
"054","NIAGARA FALLS","089","U","NIAGARA FALLS","43","3","0","22","25","2","0","0","1","0","0","96","230","Niagara International Worship Centre"
"054","NIAGARA FALLS","090","U","NIAGARA FALLS","92","1","2","55","35","3","0","0","0","0","0","188","415","Niagara International Worship Centre"
"054","NIAGARA FALLS","091","U","NIAGARA FALLS","64","0","2","47","36","6","0","0","1","0","0","156","384","McBain Community Centre"
"054","NIAGARA FALLS","092","U","NIAGARA FALLS","42","0","1","28","30","1","1","0","0","0","0","103","329","McBain Community Centre"
"054","NIAGARA FALLS","093","U","NIAGARA FALLS","76","1","3","49","39","0","0","0","0","0","0","168","378","Westlane Secondary School"
"054","NIAGARA FALLS","094","U","NIAGARA FALLS","75","1","3","62","67","1","0","0","0","0","0","209","449","Westlane Secondary School"
"054","NIAGARA FALLS","095","U","NIAGARA FALLS","69","0","0","46","34","0","0","0","0","0","0","149","315","Westlane Secondary School"
"054","NIAGARA FALLS","096","U","NIAGARA FALLS","68","2","1","44","53","5","1","0","1","1","0","176","450","McBain Community Centre"
"054","NIAGARA FALLS","097","U","NIAGARA FALLS","51","1","1","32","38","2","0","0","0","0","0","125","423","Westlane Secondary School"
"054","NIAGARA FALLS","098","U","NIAGARA FALLS","28","0","1","24","28","0","0","0","1","0","0","82","284","St. Michael Catholic Secondary School"
"054","NIAGARA FALLS","099","U","NIAGARA FALLS","329","7","1","261","118","8","2","2","3","0","0","731","1902","St. Michael Catholic Secondary School"
"054","NIAGARA FALLS","100","U","NIAGARA FALLS","25","0","0","18","24","1","0","0","0","0","0","68","204","St. Michael Catholic Secondary School"
"054","NIAGARA FALLS","101","U","NIAGARA FALLS","49","1","1","40","41","2","0","0","1","0","0","135","552","St. Michael Catholic Secondary School"
"054","NIAGARA FALLS","102","U","NIAGARA FALLS","54","2","2","64","33","4","0","0","0","0","0","159","389","McBain Community Centre"
"054","NIAGARA FALLS","103","U","NIAGARA FALLS","68","0","0","66","44","5","1","0","0","0","0","184","393","Salvation Army Niagara Orchard Community"
"054","NIAGARA FALLS","104","U","NIAGARA FALLS","37","0","0","23","23","3","1","0","1","0","0","88","335","Salvation Army Niagara Orchard Community"
"054","NIAGARA FALLS","105","U","NIAGARA FALLS","39","0","0","29","43","2","0","0","0","0","0","113","341","Salvation Army Niagara Orchard Community"
"054","NIAGARA FALLS","106","U","NIAGARA FALLS","83","0","2","45","36","0","0","2","2","2","0","172","271","Cherrywood Acres School"
"054","NIAGARA FALLS","107","U","NIAGARA FALLS","65","1","4","43","60","4","0","0","2","0","0","179","336","Cherrywood Acres School"
"054","NIAGARA FALLS","108","U","NIAGARA FALLS","79","3","2","55","43","3","2","0","5","0","0","192","478","Niagara Falls Optimist Club"
"054","NIAGARA FALLS","109","U","NIAGARA FALLS","50","0","1","43","53","2","0","7","1","0","0","157","295","Cherrywood Acres School"
"054","NIAGARA FALLS","110","U","NIAGARA FALLS","55","2","0","42","48","2","0","1","7","1","0","158","342","Niagara Falls Optimist Club"
"054","NIAGARA FALLS","111","U","NIAGARA FALLS","107","4","0","72","23","6","0","0","0","0","0","212","472","Niagara Falls Lions Club"
"054","NIAGARA FALLS","112","U","NIAGARA FALLS","52","0","0","33","52","3","2","0","2","0","0","144","379","Niagara Falls Lions Club"
"054","NIAGARA FALLS","113","U","NIAGARA FALLS","55","2","0","49","41","1","0","0","1","1","0","150","363","Niagara International Worship Centre"
"054","NIAGARA FALLS","114","U","NIAGARA FALLS","60","1","0","64","68","7","1","0","0","0","0","201","440","Niagara International Worship Centre"
"054","NIAGARA FALLS","115","U","NIAGARA FALLS","63","0","0","33","48","4","1","0","0","0","0","149","430","Niagara International Worship Centre"
"054","NIAGARA FALLS","116","U","NIAGARA FALLS","49","0","0","23","39","3","0","0","1","0","0","115","317","Niagara International Worship Centre"
"054","NIAGARA FALLS","117","U","NIAGARA FALLS","37","1","2","13","19","4","1","0","0","0","0","77","287","St. Ann's Church Hall"
"054","NIAGARA FALLS","118","U","NIAGARA FALLS","64","0","2","36","42","1","0","1","3","2","0","151","386","Portage Manor"
"054","NIAGARA FALLS","119","U","NIAGARA FALLS","83","2","3","46","35","0","0","0","1","0","0","170","338","Portage Manor"
"054","NIAGARA FALLS","120","U","NIAGARA FALLS","66","1","2","34","39","5","0","0","3","0","0","150","364","Niagara Falls Lions Club"
"054","NIAGARA FALLS","121","U","NIAGARA FALLS","39","0","0","26","31","2","0","1","0","0","0","99","359","St. Andrew's United Church"
"054","NIAGARA FALLS","122","U","NIAGARA FALLS","81","1","0","34","45","3","2","0","0","0","0","166","383","St. Andrew's United Church"
"054","NIAGARA FALLS","123","U","NIAGARA FALLS","58","1","0","47","44","0","0","0","1","0","0","151","402","St. Andrew's United Church"
"054","NIAGARA FALLS","124","U","NIAGARA FALLS","46","0","0","28","47","4","0","0","0","0","0","125","381","St. Patrick's Church Hall"
"054","NIAGARA FALLS","125","U","NIAGARA FALLS","34","0","0","24","43","3","0","1","0","0","0","105","335","St. Patrick's Church Hall"
"054","NIAGARA FALLS","126","U","NIAGARA FALLS","54","2","0","30","50","2","0","0","1","0","0","139","345","St. Andrew's United Church"
"054","NIAGARA FALLS","127","U","NIAGARA FALLS","37","0","1","35","20","2","1","0","1","0","0","97","306","St. Patrick's Church Hall"
"054","NIAGARA FALLS","128","U","NIAGARA FALLS","20","0","3","11","20","2","1","1","0","0","0","58","236","Christ Church"
"054","NIAGARA FALLS","129","U","NIAGARA FALLS","25","1","0","15","20","4","0","1","2","0","0","68","291","St. Patrick's Church Hall"
"054","NIAGARA FALLS","130","U","NIAGARA FALLS","42","1","0","14","22","0","2","0","0","0","1","82","274","Christ Church"
"054","NIAGARA FALLS","131","U","NIAGARA FALLS","17","1","6","23","25","2","0","0","1","0","0","75","322","Christ Church"
"054","NIAGARA FALLS","132","U","NIAGARA FALLS","35","0","0","16","33","3","0","0","1","0","0","88","340","Niagara Centre for the Arts"
"054","NIAGARA FALLS","133","U","NIAGARA FALLS","46","2","2","34","36","1","1","3","1","0","0","126","386","Niagara Centre for the Arts"
"054","NIAGARA FALLS","134","U","NIAGARA FALLS","19","1","1","20","53","4","1","0","0","0","0","99","277","Niagara Centre for the Arts"
"054","NIAGARA FALLS","135","U","NIAGARA FALLS","28","2","0","32","25","1","0","0","2","0","0","90","351","Niagara Centre for the Arts"
"054","NIAGARA FALLS","136","U","NIAGARA FALLS","42","2","1","35","34","1","0","0","1","2","0","118","314","St. Patrick's Church Hall"
"054","NIAGARA FALLS","137","U","NIAGARA FALLS","54","0","2","48","25","1","0","1","0","0","0","131","373","Portage Manor"
"054","NIAGARA FALLS","138","U","NIAGARA FALLS","49","2","0","17","39","2","0","2","0","0","0","111","324","St. Ann's Church Hall"
"054","NIAGARA FALLS","139","U","NIAGARA FALLS","33","0","0","32","31","2","1","0","4","0","0","103","295","Niagara Centre for the Arts"
"054","NIAGARA FALLS","140","U","NIAGARA FALLS","33","0","5","13","22","1","0","0","0","0","0","74","237","St. Ann's Church Hall"
"054","NIAGARA FALLS","141","U","NIAGARA FALLS","39","0","0","18","15","2","2","0","2","1","0","79","285","St. Ann's Church Hall"
"054","NIAGARA FALLS","142","U","NIAGARA FALLS","38","3","0","11","25","0","2","0","0","1","0","80","265","Ukranian Catholic Church"
"054","NIAGARA FALLS","143","U","NIAGARA FALLS","61","0","2","33","41","2","2","0","0","0","0","141","351","Ukranian Catholic Church"
"054","NIAGARA FALLS","144","U","NIAGARA FALLS","20","1","2","17","40","4","0","2","2","0","1","89","300","Ailanthus Avenue Seniors Centre"
"054","NIAGARA FALLS","145","U","NIAGARA FALLS","67","1","1","30","46","4","1","0","1","0","0","151","416","Imperial Towers"
"054","NIAGARA FALLS","146","U","NIAGARA FALLS","47","0","0","13","39","2","1","1","0","0","0","103","351","Ukranian Catholic Church"
"054","NIAGARA FALLS","147","U","NIAGARA FALLS","63","1","0","27","52","5","0","0","0","0","0","148","352","Princess Margaret School"
"054","NIAGARA FALLS","148","U","NIAGARA FALLS","69","2","1","39","37","4","1","0","1","1","0","155","364","Princess Margaret School"
"054","NIAGARA FALLS","149","U","NIAGARA FALLS","33","0","1","60","51","5","0","0","1","0","0","151","395","Princess Margaret School"
"054","NIAGARA FALLS","150","U","NIAGARA FALLS","48","0","0","43","16","4","0","0","1","0","0","112","270","St. Thomas More Catholic School"
"054","NIAGARA FALLS","151","U","NIAGARA FALLS","41","0","1","35","56","4","1","3","1","0","0","142","353","Princess Margaret School"
"054","NIAGARA FALLS","152","U","NIAGARA FALLS","56","1","0","24","44","3","0","0","1","0","0","129","296","St. Thomas More Catholic School"
"054","NIAGARA FALLS","153","U","NIAGARA FALLS","60","1","1","42","53","6","2","1","2","0","0","168","393","Imperial Towers"
"054","NIAGARA FALLS","154","U","NIAGARA FALLS","60","0","0","39","42","2","1","0","3","0","0","147","339","Heximer Avenue Public School"
"054","NIAGARA FALLS","155","U","NIAGARA FALLS","70","1","1","46","50","4","1","0","2","0","0","175","342","Heximer Avenue Public School"
"054","NIAGARA FALLS","156","U","NIAGARA FALLS","42","1","1","25","27","5","0","3","3","0","0","107","275","Salvation Army Niagara Orchard Community"
"054","NIAGARA FALLS","157","U","NIAGARA FALLS","84","1","0","31","39","1","0","1","2","0","0","159","318","Heximer Avenue Public School"
"054","NIAGARA FALLS","158","U","NIAGARA FALLS","40","0","2","31","41","1","0","2","1","0","0","118","373","Heximer Avenue Public School"
"054","NIAGARA FALLS","159","U","NIAGARA FALLS","38","0","0","25","41","3","1","0","1","0","0","109","386","Father Hennepin Catholic School"
"054","NIAGARA FALLS","160","U","NIAGARA FALLS","38","1","4","31","44","1","0","0","1","1","0","121","328","Father Hennepin Catholic School"
"054","NIAGARA FALLS","161","U","NIAGARA FALLS","61","1","0","35","46","4","1","1","2","1","0","152","362","Ailanthus Avenue Seniors Centre"
"054","NIAGARA FALLS","162","U","NIAGARA FALLS","70","0","0","51","50","5","0","0","1","0","0","177","413","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","163","U","NIAGARA FALLS","81","1","0","91","64","4","2","1","1","0","0","245","637","Notre Dame de la Jeunesse"
"054","NIAGARA FALLS","164","U","NIAGARA FALLS","77","0","0","57","41","2","1","0","0","0","0","178","411","Notre Dame de la Jeunesse"
"054","NIAGARA FALLS","165","U","NIAGARA FALLS","46","1","1","16","25","1","0","1","0","0","0","91","289","Notre Dame de la Jeunesse"
"054","NIAGARA FALLS","166","U","NIAGARA FALLS","67","0","1","26","46","3","0","0","3","0","0","146","337","Notre Dame de la Jeunesse"
"054","NIAGARA FALLS","167","U","NIAGARA FALLS","57","1","2","48","80","1","0","1","0","0","0","190","471","Notre Dame de la Jeunesse"
"054","NIAGARA FALLS","168","U","NIAGARA FALLS","56","1","0","38","37","2","0","0","0","0","0","134","320","Salvation Army Niagara Orchard Community"
"054","NIAGARA FALLS","169","U","NIAGARA FALLS","49","0","0","36","44","8","0","0","3","0","0","140","368","Notre Dame de la Jeunesse"
"054","NIAGARA FALLS","170","U","NIAGARA FALLS","36","0","2","32","37","2","0","0","0","0","0","109","300","McBain Community Centre"
"054","NIAGARA FALLS","171","U","NIAGARA FALLS","40","0","0","54","26","2","0","0","1","0","0","123","242","Niagara Falls Fire Station #6"
"054","NIAGARA FALLS","172","U","NIAGARA FALLS","66","1","1","87","45","5","1","1","1","0","0","208","408","Niagara Falls Fire Station #6"
"054","NIAGARA FALLS","173","U","NIAGARA FALLS","40","3","0","60","42","6","1","0","1","0","0","153","368","Willoughby Volunteer Firefighters Recreation Hall"
"054","NIAGARA FALLS","174","U","NIAGARA FALLS","64","0","2","94","62","9","1","0","0","0","0","232","512","Chippawa Willoughby Arena"
"054","NIAGARA FALLS","175","U","NIAGARA FALLS","78","2","0","64","67","3","1","0","0","0","0","215","476","Chippawa Willoughby Arena"
"054","NIAGARA FALLS","176","U","NIAGARA FALLS","52","1","0","59","25","6","2","0","1","0","0","146","376","Chippawa Willoughby Arena"
"054","NIAGARA FALLS","177","U","NIAGARA FALLS","62","0","1","47","41","4","0","0","2","0","0","157","311","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","178","U","NIAGARA FALLS","38","0","1","35","33","0","0","1","3","0","0","111","346","Chippawa Willoughby Arena"
"054","NIAGARA FALLS","179","U","NIAGARA FALLS","26","1","0","46","33","1","0","0","0","0","0","107","321","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","180","U","NIAGARA FALLS","38","0","0","35","49","6","0","0","0","0","0","128","324","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","181","U","NIAGARA FALLS","76","0","2","47","39","1","0","1","0","0","0","166","365","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","182","U","NIAGARA FALLS","51","3","0","46","38","5","0","0","1","1","0","145","386","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","183","U","NIAGARA FALLS","82","0","1","63","75","2","1","0","0","0","0","224","404","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","184","U","NIAGARA FALLS","87","1","0","132","32","7","1","0","3","0","0","263","535","Willoughby Volunteer Firefighters Recreation Hall"
"054","NIAGARA FALLS","185","U","STEVENSVILLE","41","0","0","114","74","2","1","0","0","0","0","232","441","Fire Hall #5"
"054","NIAGARA FALLS","186","U","STEVENSVILLE","59","0","0","132","105","7","2","0","0","0","0","305","611","Faith Reformed Church"
"054","NIAGARA FALLS","187","U","STEVENSVILLE","137","2","1","328","190","3","1","0","2","2","0","666","1275","Fire Hall #5"
"054","NIAGARA FALLS","188","U","STEVENSVILLE","23","0","0","90","71","3","1","0","0","0","0","188","415","Fire Hall #5"
"054","NIAGARA FALLS","189","U","FORT ERIE","35","0","0","73","56","2","0","0","0","0","0","166","350","St. John's Anglican Church"
"054","NIAGARA FALLS","190","U","FORT ERIE","35","0","0","98","82","1","0","0","1","1","0","218","561","Fraternal Order of Eagles #3155"
"054","NIAGARA FALLS","191","U","FORT ERIE","15","0","0","66","67","3","1","1","0","0","0","153","350","Rose Seaton Elementary School"
"054","NIAGARA FALLS","192","U","FORT ERIE","22","0","0","60","72","5","0","0","0","0","0","159","309","Rose Seaton Elementary School"
"054","NIAGARA FALLS","193","U","FORT ERIE","19","0","0","68","60","4","0","0","0","0","0","151","326","Fire Hall #2"
"054","NIAGARA FALLS","194","U","FORT ERIE","30","0","0","55","70","4","0","0","1","0","0","160","370","Fire Hall #2"
"054","NIAGARA FALLS","195","U","FORT ERIE","8","0","0","39","70","1","0","0","0","0","0","118","279","Fire Hall #2"
"054","NIAGARA FALLS","196","U","FORT ERIE","12","1","0","40","38","1","0","0","1","0","0","93","253","Fort Erie Elementary School"
"054","NIAGARA FALLS","197","U","FORT ERIE","34","0","0","41","47","4","0","1","0","0","0","127","348","St. Michael's Parish Hall"
"054","NIAGARA FALLS","198","U","FORT ERIE","23","0","0","53","80","0","2","0","0","0","0","158","400","St. Michael's Parish Hall"
"054","NIAGARA FALLS","199","U","FORT ERIE","29","0","0","47","72","4","0","0","1","0","0","153","333","St. Michael's Parish Hall"
"054","NIAGARA FALLS","200","U","FORT ERIE","27","1","0","60","79","1","0","1","0","0","0","169","363","St. Michael's Parish Hall"
"054","NIAGARA FALLS","201","U","FORT ERIE","34","0","0","58","78","0","0","0","0","0","0","170","392","St. Michael's Parish Hall"
"054","NIAGARA FALLS","202","U","FORT ERIE","20","1","0","49","55","2","0","0","1","0","0","128","289","Lions Douglas Heights Centre"
