"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BREDFELDT","CORNELL","DUFF","MACLAREN","SIMSER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"013","CARLETON--MISSISSIPPI MILLS","046","U","DUNROBIN","3","50","15","86","7","0","0","0","161","383","West Carleton Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","047","U","DUNROBIN","0","50","15","102","7","2","0","0","176","348","West Carleton Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","048","U","DUNROBIN","4","45","10","84","2","3","0","0","148","313","West Carleton Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","049","U","DUNROBIN","3","35","16","73","3","1","0","0","131","343","West Carleton Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","050","U","CARP","1","52","16","81","6","0","0","1","157","377","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","051","U","CARP","0","54","6","82","5","0","0","0","147","344","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","052","U","CARP","0","56","15","89","6","0","0","0","166","334","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","053","U","CARP","1","97","27","113","11","1","0","1","251","530","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","054","U","CARP","0","36","25","128","4","0","0","0","193","415","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","055","U","CARP","2","83","21","104","14","0","1","0","225","423","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","056","U","CARP","2","59","14","89","6","0","0","1","171","380","Carp Agricultural Hall"
"013","CARLETON--MISSISSIPPI MILLS","057","U","CARP","3","75","26","123","6","0","0","0","233","515","St. Michael Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","058","U","CARP","2","82","26","172","9","0","0","0","291","616","Corkery Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","059","U","CARP","0","66","38","154","10","2","0","0","270","594","Corkery Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","060","U","CARP","1","72","32","157","11","0","0","1","274","567","St. Michael Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","061","U","CARP","2","60","31","132","15","0","0","0","240","454","St. Michael Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","062","U","KINBURN","1","41","12","105","10","1","0","0","170","356","West Carleton Community Complex"
"013","CARLETON--MISSISSIPPI MILLS","063","U","KINBURN","1","58","27","135","14","1","0","0","236","492","Kinburn Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","064","U","KINBURN","1","27","22","95","4","0","0","0","149","354","Kinburn Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","065","U","KINBURN","0","36","17","104","14","0","0","0","171","346","Kinburn Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","066","U","KINBURN","4","47","17","172","9","0","0","0","249","498","Kinburn Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","067","U","KANATA","1","51","13","76","6","0","0","0","147","337","St. Isidore Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","068","U","KANATA","3","150","35","146","14","3","0","0","351","673","Fellowship Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","069","U","KANATA","2","51","18","81","4","0","0","0","156","481","South March Public School"
"013","CARLETON--MISSISSIPPI MILLS","070","U","KANATA","1","58","13","68","2","0","0","0","142","402","South March Public School"
"013","CARLETON--MISSISSIPPI MILLS","071","U","KANATA","1","75","24","53","3","0","0","0","156","423","Fellowship Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","072","U","KANATA","2","48","32","53","3","0","0","0","138","349","Fellowship Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","073","U","KANATA","1","46","16","44","5","2","0","0","114","315","St. Isidore Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","074","U","KANATA","0","26","8","22","0","0","0","0","56","177","Fellowship Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","075","U","KANATA","1","63","14","92","4","0","0","0","174","360","St. Isidore Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","076","U","KANATA","1","55","16","87","12","0","0","0","171","390","St. Isidore Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","077","U","KANATA","6","100","48","109","6","0","0","0","269","488","South March Public School"
"013","CARLETON--MISSISSIPPI MILLS","078","U","KANATA","0","50","18","55","5","0","0","0","128","342","South March Public School"
"013","CARLETON--MISSISSIPPI MILLS","079","U","KANATA","1","61","18","67","3","1","0","0","151","399","South March Public School"
"013","CARLETON--MISSISSIPPI MILLS","080","U","KANATA","0","50","6","24","1","1","0","0","82","213","South March Public School"
"013","CARLETON--MISSISSIPPI MILLS","081","U","KANATA","3","73","22","73","4","0","0","0","175","452","Royal Canadian Legion Branch 638"
"013","CARLETON--MISSISSIPPI MILLS","082","U","KANATA","2","48","23","50","3","0","0","0","126","279","Royal Canadian Legion Branch 638"
"013","CARLETON--MISSISSIPPI MILLS","083","U","KANATA","0","73","32","55","4","0","0","0","164","404","Royal Canadian Legion Branch 638"
"013","CARLETON--MISSISSIPPI MILLS","084","U","KANATA","0","70","24","60","3","0","0","0","157","428","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","085","U","KANATA","0","80","10","59","2","0","0","0","151","425","Royal Canadian Legion Branch 638"
"013","CARLETON--MISSISSIPPI MILLS","086","U","KANATA","1","72","22","53","2","1","0","0","151","408","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","087","U","KANATA","4","85","20","65","8","0","0","0","182","429","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","088A","U","KANATA","4","74","33","53","6","0","0","0","170","384","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","088B","U","KANATA","2","72","28","70","12","3","0","0","187","414","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","089","U","KANATA","2","57","17","51","3","0","0","0","130","357","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","090","U","KANATA","2","33","8","30","3","0","0","0","76","187","École élémentaire publique Kanata"
"013","CARLETON--MISSISSIPPI MILLS","091","U","KANATA","2","103","12","64","15","1","1","0","198","321","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","092","U","KANATA","1","54","22","58","13","1","0","0","149","308","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","093","U","KANATA","2","27","9","26","4","0","0","0","68","320","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","094","U","KANATA","2","141","13","83","11","0","1","0","251","536","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","095","U","KANATA","4","145","21","95","15","0","0","0","280","431","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","096","U","KANATA","1","90","13","83","4","1","0","0","192","445","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","097","U","KANATA","0","82","7","77","6","0","0","0","172","421","W. Erskine Johnston Public School"
"013","CARLETON--MISSISSIPPI MILLS","098","U","KANATA","0","120","20","84","10","0","0","1","235","375","Stephen Leacock Public School"
"013","CARLETON--MISSISSIPPI MILLS","099","U","KANATA","5","116","26","85","8","1","0","0","241","397","Stephen Leacock Public School"
"013","CARLETON--MISSISSIPPI MILLS","100","U","KANATA","0","86","7","69","8","0","0","0","170","361","Stephen Leacock Public School"
"013","CARLETON--MISSISSIPPI MILLS","101","U","KANATA","0","109","15","58","7","1","1","0","191","424","Stephen Leacock Public School"
"013","CARLETON--MISSISSIPPI MILLS","102","U","KANATA","1","68","8","67","6","1","0","0","151","365","Stephen Leacock Public School"
"013","CARLETON--MISSISSIPPI MILLS","103","U","KANATA","2","53","12","67","5","2","1","0","142","301","Stephen Leacock Public School"
"013","CARLETON--MISSISSIPPI MILLS","104","U","KANATA","2","30","13","23","2","0","0","0","70","296","Earl of March Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","105","U","KANATA","0","23","7","28","1","0","0","0","59","155","Earl of March Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","106","U","KANATA","1","47","11","30","2","0","0","4","95","205","Earl of March Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","107","U","KANATA","0","109","29","73","7","3","0","0","221","427","Earl of March Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","108","U","KANATA","0","58","25","58","3","0","0","0","144","375","Earl of March Secondary School"
"013","CARLETON--MISSISSIPPI MILLS","109","U","KANATA","0","45","28","64","3","3","2","0","145","365","Kanata Senior Centre"
"013","CARLETON--MISSISSIPPI MILLS","110","U","KANATA","0","52","16","66","6","0","0","0","140","441","Kanata Senior Centre"
"013","CARLETON--MISSISSIPPI MILLS","111","U","KANATA","0","75","20","56","5","0","0","0","156","400","Kanata Senior Centre"
"013","CARLETON--MISSISSIPPI MILLS","112","U","KANATA","1","80","14","78","5","0","0","0","178","412","St. Gabriel Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","113","U","KANATA","0","20","2","34","2","1","0","0","59","199","St. Gabriel Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","114","U","KANATA","2","163","47","176","10","0","0","0","398","681","St. Gabriel Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","115","U","KANATA","1","77","14","79","4","0","0","0","175","410","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","116","U","KANATA","1","78","16","78","5","0","0","1","179","377","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","117","U","KANATA","0","48","10","61","5","0","0","0","124","388","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","118","U","KANATA","0","76","23","54","7","0","0","0","160","360","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","119","U","KANATA","0","79","13","65","1","0","1","1","160","359","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","120","U","KANATA","0","53","18","80","7","0","0","0","158","396","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","121","U","KANATA","1","74","6","60","10","0","0","0","151","359","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","122","U","KANATA","2","62","21","58","6","0","0","0","149","404","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","123","U","KANATA","2","92","17","81","2","1","0","0","195","464","All Saints Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","124","U","KANATA","2","56","22","51","6","0","0","0","137","345","The Bridge - Wesleyan Methodist Church"
"013","CARLETON--MISSISSIPPI MILLS","125","U","KANATA","1","49","12","63","4","0","1","0","130","338","The Bridge - Wesleyan Methodist Church"
"013","CARLETON--MISSISSIPPI MILLS","126","U","KANATA","4","58","29","92","6","0","0","2","191","520","The Bridge - Wesleyan Methodist Church"
"013","CARLETON--MISSISSIPPI MILLS","127","U","KANATA","3","51","15","72","7","0","0","0","148","381","École élémentaire Roger-Saint-Denis"
"013","CARLETON--MISSISSIPPI MILLS","128","U","KANATA","0","85","18","68","2","0","0","0","173","356","École élémentaire Roger-Saint-Denis"
"013","CARLETON--MISSISSIPPI MILLS","129","U","KANATA","1","53","16","62","5","0","0","0","137","297","École élémentaire Roger-Saint-Denis"
"013","CARLETON--MISSISSIPPI MILLS","130","U","KANATA","3","36","24","56","6","0","0","0","125","332","École élémentaire Roger-Saint-Denis"
"013","CARLETON--MISSISSIPPI MILLS","131","U","KANATA","3","102","35","73","10","3","0","0","226","488","Katimavik Public Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","132","U","KANATA","4","95","18","66","12","0","1","2","198","436","Katimavik Public Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","133","U","KANATA","2","59","26","72","3","0","0","0","162","367","Katimavik Public Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","134","U","KANATA","3","110","24","63","9","1","0","0","210","402","Katimavik Public Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","135","U","KANATA","6","47","19","83","14","0","0","0","169","392","Katimavik Public Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","136","U","KANATA","0","29","22","62","6","0","0","0","119","354","Kanata Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","137","U","KANATA","2","42","22","59","11","0","0","0","136","334","Kanata Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","138","U","KANATA","0","63","27","54","5","0","1","0","150","354","Kanata Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","139","U","KANATA","0","118","27","86","6","0","0","0","237","418","Kanata Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","140","U","KANATA","9","58","26","84","5","0","0","0","182","422","Holy Trinity Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","141","U","KANATA","2","37","14","56","4","0","0","0","113","288","Holy Trinity Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","142","U","KANATA","2","55","22","36","2","0","0","0","117","294","Holy Trinity Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","143","U","KANATA","2","45","15","57","6","0","0","0","125","310","Holy Trinity Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","144","U","KANATA","0","69","32","69","9","1","0","0","180","438","Holy Trinity Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","145","U","KANATA","..........................NO POLL HELD..........................","","","","","","","","","",""
"013","CARLETON--MISSISSIPPI MILLS","146","U","KANATA","0","60","15","80","9","0","0","0","164","360","Holy Trinity Catholic High School"
"013","CARLETON--MISSISSIPPI MILLS","147","U","KANATA","3","71","19","68","9","0","0","0","170","338","Kanata Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","148","U","KANATA","0","26","13","51","2","0","0","0","92","293","Kanata Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","149","U","KANATA","1","61","25","68","6","0","0","0","161","373","Kanata Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","150","U","KANATA","9","167","37","177","30","3","0","0","423","607","Kanata Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","151","U","KANATA",".......................COMBINED WITH POLL 150.......................","","","","","","","","","","Kanata Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","152","U","KANATA","4","72","20","96","13","0","0","0","205","361","Glen Cairn United Church"
"013","CARLETON--MISSISSIPPI MILLS","153","U","KANATA","0","65","33","108","6","1","0","0","213","381","Glen Cairn United Church"
"013","CARLETON--MISSISSIPPI MILLS","154","U","KANATA","0","61","16","103","9","0","1","0","190","363","Glen Cairn United Church"
"013","CARLETON--MISSISSIPPI MILLS","155","U","KANATA","2","33","26","68","1","2","0","0","132","342","Glen Cairn United Church"
"013","CARLETON--MISSISSIPPI MILLS","156","U","KANATA","0","27","31","84","5","0","0","0","147","338","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","157","U","KANATA","2","22","17","39","3","0","0","0","83","250","St. Martind de Porres School"
"013","CARLETON--MISSISSIPPI MILLS","158","U","KANATA","3","75","28","87","7","0","0","0","200","398","St. Martind de Porres School"
"013","CARLETON--MISSISSIPPI MILLS","159","U","KANATA","2","48","16","76","5","0","0","0","147","358","St. Martind de Porres School"
"013","CARLETON--MISSISSIPPI MILLS","160","U","KANATA","0","31","18","62","1","1","0","0","113","334","St. Paul's Anglican Church"
"013","CARLETON--MISSISSIPPI MILLS","161","U","KANATA","2","53","33","78","9","1","0","0","176","658","St. Paul's Anglican Church"
"013","CARLETON--MISSISSIPPI MILLS","162","U","KANATA","4","48","33","114","11","1","0","0","211","446","St. Paul's Anglican Church"
"013","CARLETON--MISSISSIPPI MILLS","163","U","KANATA","5","39","23","62","2","0","0","0","131","322","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","164","U","KANATA","3","65","26","80","7","1","0","0","182","424","St. Paul's Anglican Church"
"013","CARLETON--MISSISSIPPI MILLS","165","U","KANATA","2","40","34","76","2","0","0","0","154","351","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","166","U","KANATA","1","44","29","99","7","0","0","0","180","418","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","167","U","KANATA","0","44","21","79","5","0","0","0","149","299","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","168","U","KANATA","0","38","30","70","4","1","0","0","143","360","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","169","U","KANATA","2","39","50","108","3","0","0","0","202","401","John Young Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","170","U","KANATA","0","79","37","103","7","0","0","0","226","465","W. O. Mitchell Public School"
"013","CARLETON--MISSISSIPPI MILLS","171","U","KANATA","4","126","31","131","14","2","0","0","308","551","W. O. Mitchell Public School"
"013","CARLETON--MISSISSIPPI MILLS","172","U","KANATA","2","107","19","92","4","0","0","0","224","456","W. O. Mitchell Public School"
"013","CARLETON--MISSISSIPPI MILLS","173","U","KANATA","1","112","31","87","8","0","0","2","241","489","W. O. Mitchell Public School"
"013","CARLETON--MISSISSIPPI MILLS","174","U","KANATA","2","94","10","71","10","0","0","0","187","430","W. O. Mitchell Public School"
"013","CARLETON--MISSISSIPPI MILLS","175","U","KANATA","4","85","31","83","2","0","0","0","205","432","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","176","U","KANATA","2","39","17","41","5","0","0","0","104","257","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","177","U","KANATA","4","66","12","54","6","0","0","0","142","305","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","178","U","KANATA","4","68","30","86","5","0","0","0","193","414","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","179","U","KANATA","3","44","17","79","2","1","0","1","147","419","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","180","U","KANATA","2","75","26","71","8","0","0","0","182","452","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","181","U","KANATA","2","113","39","92","7","1","0","0","254","524","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","182","U","KANATA","0","57","16","65","6","2","0","0","146","288","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","183","U","KANATA","5","64","38","129","6","1","1","0","244","470","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","184","U","KANATA","6","72","38","85","8","0","0","0","209","435","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","185","U","KANATA","0","85","17","71","1","0","0","0","174","354","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","186","U","KANATA","2","77","22","83","7","0","0","0","191","370","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","187","U","KANATA","2","95","13","90","2","0","0","0","202","366","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","188","U","KANATA","1","42","7","116","2","0","0","0","168","269","Eva James Memorial Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","189","U","KANATA","3","48","11","40","0","0","0","0","102","219","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","190","U","KANATA","2","60","17","42","3","0","0","0","124","292","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","191","U","KANATA","2","78","19","58","4","2","0","0","163","398","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","192","U","KANATA","1","57","17","44","4","0","0","0","123","338","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","193","U","KANATA","0","78","35","85","7","1","0","0","206","449","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","194","U","KANATA","1","51","17","52","8","2","2","0","133","408","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","195","U","KANATA","2","77","30","90","4","0","0","0","203","418","Bridlewood Community Church"
"013","CARLETON--MISSISSIPPI MILLS","196","U","KANATA","3","108","39","102","8","0","1","0","261","500","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","197","U","KANATA","1","73","24","94","4","0","0","0","196","386","Roch Carrier Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","198","U","KANATA","4","55","15","70","7","0","0","0","151","306","Roch Carrier Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","199","U","KANATA","2","63","19","75","4","1","0","0","164","328","Roch Carrier Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","200","U","KANATA","2","24","7","18","0","0","0","0","51","88","Roch Carrier Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","201","U","KANATA","2","74","21","61","4","5","0","0","167","414","St. Anne Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","202","U","KANATA","2","80","23","91","6","0","0","0","202","457","St. Anne Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","203","U","KANATA","0","65","26","85","12","0","0","0","188","544","St. Anne Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","204","U","KANATA","1","82","20","67","8","0","0","0","178","355","St. Anne Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","205","U","KANATA","3","82","33","83","1","0","0","0","202","439","St. Anne Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","206","U","KANATA","0","99","12","74","13","1","0","0","199","433","St. Anne Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","207","U","KANATA","0","34","11","28","4","0","0","0","77","197","St. Anne Catholic School"
