"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRACK","GOSSELIN","HOWARTH","JEAN-LOUIS","LEDUC","MILLER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"026","GLENGARRY--PRESCOTT--RUSSELL","038","U","VANKLEEK HILL","63","106","2","28","0","0","1","0","0","200","432","Vankleek Hill Collegiate Institue"
"026","GLENGARRY--PRESCOTT--RUSSELL","039","U","VANKLEEK HILL","46","76","4","28","0","0","0","0","0","154","421","Vankleek Hill Collegiate Institue"
"026","GLENGARRY--PRESCOTT--RUSSELL","040","U","VANKLEEK HILL","18","70","3","18","0","1","0","0","0","110","256","Vankleek Hill Collegiate Institue"
"026","GLENGARRY--PRESCOTT--RUSSELL","041","U","VANKLEEK HILL","38","53","2","24","0","1","0","0","0","118","371","Vankleek Hill Collegiate Institue"
"026","GLENGARRY--PRESCOTT--RUSSELL","042","U","VANKLEEK HILL","43","74","2","18","0","1","1","0","0","139","398","Vankleek Hill Collegiate Institue"
"026","GLENGARRY--PRESCOTT--RUSSELL","043","U","VANKLEEK HILL","39","85","4","17","0","0","1","0","0","146","342","Vankleek Hill Collegiate Institue"
"026","GLENGARRY--PRESCOTT--RUSSELL","044","U","DALKEITH","57","80","4","42","2","2","1","0","0","188","525","St. Paul Parish Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","045","U","DALKEITH","72","130","3","18","2","2","0","0","0","227","410","St. Paul Parish Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","046","U","STE ANNE DE PRESCOTT","52","43","4","12","0","2","0","0","0","113","293","Centre d' Action Ste Anne"
"026","GLENGARRY--PRESCOTT--RUSSELL","047","U","GLEN ROBERTSON","28","39","2","10","1","0","0","0","0","80","195","Glen Robertson Community Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","048","U","GLEN ROBERTSON","55","56","1","11","1","2","1","0","0","127","271","Glen Robertson Community Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","049","U","GLEN ROBERTSON","62","54","3","11","0","6","2","0","0","138","298","Glen Robertson Community Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","050","U","GLEN ROBERTSON","70","42","3","22","1","0","0","0","0","138","358","Glen Robertson Community Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","051","U","NORTH GLENGARRY","79","83","1","9","0","0","1","0","0","173","369","St. Alexander Church"
"026","GLENGARRY--PRESCOTT--RUSSELL","052","U","ALEXANDRIA","105","63","2","15","0","0","2","0","0","187","480","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","053","U","ALEXANDRIA","103","61","3","26","4","0","0","0","0","197","543","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","054","U","ALEXANDRIA","65","47","0","5","0","0","1","0","0","118","346","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","055","U","ALEXANDRIA","82","53","4","24","2","2","3","0","1","171","448","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","056","U","ALEXANDRIA","130","67","2","18","1","0","2","0","0","220","566","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","057","U","ALEXANDRIA","112","47","2","20","0","1","0","0","0","182","405","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","058","U","ALEXANDRIA","70","45","3","32","0","0","1","1","0","152","375","École secondaire catholique le Relais"
"026","GLENGARRY--PRESCOTT--RUSSELL","059","U","ALEXANDRIA","95","81","4","28","2","1","2","0","0","213","458","Bonnie Glen Pavillon"
"026","GLENGARRY--PRESCOTT--RUSSELL","060","U","APPLE HILL","61","93","6","40","2","0","1","0","0","203","410","Apple Hill Community Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","061","U","ALEXANDRIA","39","60","5","20","0","3","0","0","0","127","280","Bonnie Glen Pavillon"
"026","GLENGARRY--PRESCOTT--RUSSELL","062","U","MAXVILLE","47","109","5","30","0","0","0","0","0","191","378","Maxville District Sport Complex"
"026","GLENGARRY--PRESCOTT--RUSSELL","063","U","NORTH GLENGARRY","36","49","2","17","0","0","0","0","0","104","292","St. Alexander Church"
"026","GLENGARRY--PRESCOTT--RUSSELL","064","U","MAXVILLE","35","143","6","20","0","0","0","0","0","204","382","Maxville District Sport Complex"
"026","GLENGARRY--PRESCOTT--RUSSELL","065","U","MAXVILLE","34","80","7","16","2","1","0","0","0","140","276","Maxville District Sport Complex"
"026","GLENGARRY--PRESCOTT--RUSSELL","066","U","ST BERNARDIN","46","90","4","28","0","2","0","0","0","170","463","Centre Communautaire Caledonia"
"026","GLENGARRY--PRESCOTT--RUSSELL","067","U","ST BERNARDIN","79","81","5","19","0","1","0","1","2","188","446","Centre Communautaire Caledonia"
"026","GLENGARRY--PRESCOTT--RUSSELL","068","U","ST ISIDORE","36","27","0","12","0","0","0","0","0","75","170","Club d'age d'or Renaissance"
"026","GLENGARRY--PRESCOTT--RUSSELL","069","U","ST ISIDORE","49","53","1","9","1","0","0","0","0","113","292","Club d'age d'or Renaissance"
"026","GLENGARRY--PRESCOTT--RUSSELL","070","U","ST ISIDORE","98","63","2","26","1","1","1","0","0","192","389","Club d'age d'or Renaissance"
"026","GLENGARRY--PRESCOTT--RUSSELL","071","U","ST ISIDORE","87","52","2","27","3","3","2","0","0","176","405","Club d'age d'or Renaissance"
"026","GLENGARRY--PRESCOTT--RUSSELL","072","U","ST ISIDORE","46","33","3","17","0","0","0","0","0","99","368","Club d'age d'or Renaissance"
"026","GLENGARRY--PRESCOTT--RUSSELL","073","U","CURRAN","118","80","4","39","5","2","3","0","0","251","480","Centre Communautaire Curran"
"026","GLENGARRY--PRESCOTT--RUSSELL","074","U","PLANTAGENET","47","67","13","19","0","1","0","1","0","148","420","Salle Municipale Plantagenet"
"026","GLENGARRY--PRESCOTT--RUSSELL","075","U","WENDOVER","22","25","0","13","0","0","1","0","0","61","169","Centre Communautaire Lucien Delorme"
"026","GLENGARRY--PRESCOTT--RUSSELL","076","U","PLANTAGENET","118","88","8","45","2","1","2","1","0","265","626","Salle Municipale Plantagenet"
"026","GLENGARRY--PRESCOTT--RUSSELL","077","U","PLANTAGENET","100","52","4","40","2","0","1","0","0","199","500","Salle Municipale Plantagenet"
"026","GLENGARRY--PRESCOTT--RUSSELL","078","U","ALFRED","139","57","2","51","3","1","0","0","0","253","628","École élémentaire catholique Saint-Victor"
"026","GLENGARRY--PRESCOTT--RUSSELL","079","U","ALFRED","95","56","1","38","0","0","0","0","0","190","595","École élémentaire catholique Saint-Victor"
"026","GLENGARRY--PRESCOTT--RUSSELL","080","U","ALFRED","147","52","4","40","0","1","2","0","0","246","543","École élémentaire catholique Saint-Victor"
"026","GLENGARRY--PRESCOTT--RUSSELL","081","U","ALFRED","67","46","1","27","0","0","0","2","0","143","336","École élémentaire catholique Saint-Victor"
"026","GLENGARRY--PRESCOTT--RUSSELL","082","U","LEFAIVRE","104","41","2","32","0","1","1","1","0","182","382","Centre Communautaire Lefaivre"
"026","GLENGARRY--PRESCOTT--RUSSELL","083","U","PLANTAGENET","36","49","2","16","1","0","0","0","0","104","325","Centre Communautaire Treadwell"
"026","GLENGARRY--PRESCOTT--RUSSELL","084","U","PLANTAGENET","104","68","1","25","0","0","3","0","0","201","438","Centre Communautaire Treadwell"
"026","GLENGARRY--PRESCOTT--RUSSELL","085","U","WENDOVER","179","98","7","59","1","2","3","0","0","349","869","Centre Communautaire Lucien Delorme"
"026","GLENGARRY--PRESCOTT--RUSSELL","086","U","WENDOVER","28","32","4","21","1","0","1","1","0","88","234","Centre Communautaire Lucien Delorme"
"026","GLENGARRY--PRESCOTT--RUSSELL","087","U","WENDOVER","69","51","6","15","0","0","0","0","0","141","391","Centre Communautaire Lucien Delorme"
"026","GLENGARRY--PRESCOTT--RUSSELL","088","U","SAINT-PASCAL-BAYLON","59","64","4","26","0","1","3","0","0","157","474","Centre Communatutaire Ronald Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","089","U","BOURGET","93","75","2","32","1","0","2","0","0","205","473","Centre Communautaire Bourget"
"026","GLENGARRY--PRESCOTT--RUSSELL","090","U","BOURGET","106","76","5","25","2","2","2","0","0","218","491","Centre Communautaire Bourget"
"026","GLENGARRY--PRESCOTT--RUSSELL","091","U","BOURGET","48","75","5","20","0","0","0","1","0","149","352","Centre Communautaire Bourget"
"026","GLENGARRY--PRESCOTT--RUSSELL","092","U","BOURGET","79","81","3","35","2","0","2","1","0","203","462","Centre Communautaire Bourget"
"026","GLENGARRY--PRESCOTT--RUSSELL","093","U","SAINT-PASCAL-BAYLON","135","83","4","28","0","1","4","1","0","256","515","Centre Communatutaire Ronald Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","094","U","CLARENCE CREEK","124","80","3","40","0","1","1","0","0","249","608","Arena Clarence-Creek"
"026","GLENGARRY--PRESCOTT--RUSSELL","095","U","CLARENCE CREEK","107","83","3","26","3","0","0","0","0","222","600","Arena Clarence-Creek"
"026","GLENGARRY--PRESCOTT--RUSSELL","096","U","CLARENCE CREEK","96","96","4","34","1","2","0","2","0","235","607","Arena Clarence-Creek"
"026","GLENGARRY--PRESCOTT--RUSSELL","097","U","HAMMOND","87","95","7","23","1","2","1","0","0","216","546","Centre Communautaire Alphonse Carriere"
"026","GLENGARRY--PRESCOTT--RUSSELL","098","U","HAMMOND","96","93","3","47","1","1","0","0","0","241","560","Centre Communautaire Alphonse Carriere"
"026","GLENGARRY--PRESCOTT--RUSSELL","099","U","HAMMOND","73","89","1","37","1","2","0","0","0","203","463","Quads Experts"
"026","GLENGARRY--PRESCOTT--RUSSELL","100","U","HAMMOND","46","76","2","26","1","0","0","0","0","151","358","Quads Experts"
"026","GLENGARRY--PRESCOTT--RUSSELL","101","U","BOURGET","70","65","7","23","0","2","1","0","0","168","443","Centre Communautaire Bourget"
"026","GLENGARRY--PRESCOTT--RUSSELL","102","U","ROCKLAND","100","59","0","23","0","0","1","0","0","183","494","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","103","U","ROCKLAND","58","42","2","17","2","0","0","0","0","121","467","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","104","U","ROCKLAND","59","51","2","14","2","0","0","0","0","128","478","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","105","U","ROCKLAND","65","54","2","19","0","0","0","0","0","140","395","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","106","U","ROCKLAND","63","65","2","27","2","2","1","0","0","162","455","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","107","U","ROCKLAND","62","50","2","25","0","0","1","0","0","140","409","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","108","U","ROCKLAND","76","58","2","16","0","1","10","0","0","163","424","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","109","U","ROCKLAND","85","53","5","7","0","0","2","0","0","152","411","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","110","U","ROCKLAND","69","69","6","32","0","0","0","0","0","176","532","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","111","U","ROCKLAND","54","49","0","15","1","0","0","0","0","119","433","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","112","U","ROCKLAND","54","62","1","16","0","0","0","0","0","133","401","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","113","U","ROCKLAND","92","48","4","27","0","0","0","0","0","171","576","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","114","U","ROCKLAND","83","40","2","24","0","0","1","1","0","151","445","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","115","U","ROCKLAND","64","37","3","20","0","0","1","0","0","125","423","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","116","U","ROCKLAND","103","86","1","37","0","1","1","0","0","229","656","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","117","U","ROCKLAND","89","73","3","27","0","0","0","0","0","192","433","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","118","U","ROCKLAND","55","59","3","22","1","0","2","0","0","142","373","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","119","U","ROCKLAND","69","45","6","19","2","2","0","0","0","143","492","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","120","U","ROCKLAND","140","87","7","45","0","0","4","0","0","283","762","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","121","U","ROCKLAND","87","56","7","30","0","1","1","0","0","182","511","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","122","U","ROCKLAND","44","63","4","11","0","0","1","0","0","123","320","Rockland District High School"
"026","GLENGARRY--PRESCOTT--RUSSELL","123","U","CUMBERLAND","91","97","9","32","0","2","0","0","0","231","489","Maple Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","124","U","CUMBERLAND","66","98","4","29","0","0","0","0","0","197","453","Maple Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","125","U","CUMBERLAND","81","123","2","36","1","2","1","0","0","246","518","Maple Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","126","U","CUMBERLAND","99","110","7","27","1","2","0","0","0","246","473","Maple Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","127","U","ORLEANS","102","89","7","17","1","1","0","0","0","217","573","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","128","U","ORLEANS","55","84","3","14","1","0","2","0","0","159","423","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","129","U","ORLEANS","61","58","4","11","1","1","0","0","0","136","305","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","130","U","ORLEANS","165","118","5","38","0","3","3","0","0","332","720","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","131","U","ORLEANS","42","40","2","15","0","1","0","0","0","100","322","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","132","U","ORLEANS","46","58","3","20","0","3","0","0","0","130","404","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","133","U","ORLEANS","74","71","0","20","0","4","2","0","0","171","519","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","134","U","ORLEANS","76","73","4","21","0","0","0","0","0","174","438","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","135","U","ORLEANS","86","56","4","13","0","1","0","0","0","160","432","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","136","U","SARSFIELD","61","87","4","16","0","0","0","0","0","168","406","Multiservices Centre Corporation"
"026","GLENGARRY--PRESCOTT--RUSSELL","137","U","SARSFIELD","92","101","4","42","0","1","1","0","0","241","439","Multiservices Centre Corporation"
"026","GLENGARRY--PRESCOTT--RUSSELL","138","U","SARSFIELD","45","73","6","14","1","0","1","0","0","140","303","Multiservices Centre Corporation"
"026","GLENGARRY--PRESCOTT--RUSSELL","139","U","NAVAN","77","76","3","27","2","1","1","0","0","187","511","St. Mary's Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","140","U","NAVAN","77","78","4","23","0","3","0","0","0","185","436","St. Mary's Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","141","U","NAVAN","117","140","6","28","1","1","0","1","0","294","555","St. Mary's Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","142","U","NAVAN","112","110","7","18","0","0","2","0","0","249","474","St. Mary's Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","143","U","NAVAN","63","119","1","19","0","0","0","0","0","202","429","Centre Communautaire Bearbrookcentennial"
"026","GLENGARRY--PRESCOTT--RUSSELL","144","U","NAVAN","54","107","7","28","1","2","1","0","0","200","473","Centre Communautaire Bearbrookcentennial"
"026","GLENGARRY--PRESCOTT--RUSSELL","145","U","NAVAN","39","98","3","20","0","3","0","0","0","163","291","Centre Communautaire Bearbrookcentennial"
"026","GLENGARRY--PRESCOTT--RUSSELL","146","U","LIMOGES","54","52","3","13","2","0","0","0","0","124","312","École St. Viateur"
"026","GLENGARRY--PRESCOTT--RUSSELL","147","U","VARS","90","121","4","40","1","0","0","1","0","257","479","École élémentaire catholique St Guillaume"
"026","GLENGARRY--PRESCOTT--RUSSELL","148","U","VARS","38","62","4","20","0","0","1","0","0","125","335","École élémentaire catholique St Guillaume"
"026","GLENGARRY--PRESCOTT--RUSSELL","149","U","VARS","40","80","2","24","1","0","0","0","0","147","388","École élémentaire catholique St Guillaume"
"026","GLENGARRY--PRESCOTT--RUSSELL","150","U","LIMOGES","38","69","4","20","0","0","0","0","0","131","310","École St. Viateur"
"026","GLENGARRY--PRESCOTT--RUSSELL","151A","U","LIMOGES","84","61","6","32","1","0","0","1","0","185","445","École St. Viateur"
"026","GLENGARRY--PRESCOTT--RUSSELL","151B","U","LIMOGES","80","83","3","36","0","2","1","0","0","205","471","École St. Viateur"
"026","GLENGARRY--PRESCOTT--RUSSELL","152","U","LIMOGES","98","111","3","47","1","2","0","2","0","264","616","École St. Viateur"
"026","GLENGARRY--PRESCOTT--RUSSELL","153","U","LIMOGES","89","82","3","36","0","1","0","0","1","212","526","École St. Viateur"
"026","GLENGARRY--PRESCOTT--RUSSELL","154","U","EMBRUN","81","66","8","19","0","3","3","0","0","180","484","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","155","U","EMBRUN","156","102","4","31","1","1","0","0","0","295","691","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","156","U","CASSELMAN","42","50","3","21","1","1","5","2","0","125","458","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","157","U","EMBRUN","36","82","4","16","0","0","0","0","0","138","384","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","158","U","EMBRUN","74","78","1","15","0","1","1","0","0","170","420","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","159","U","EMBRUN","64","60","3","23","1","1","1","0","0","153","415","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","160","U","EMBRUN","102","100","5","35","0","0","2","0","0","244","623","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","161","U","EMBRUN","102","78","5","25","0","0","1","0","0","211","460","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","162","U","EMBRUN","68","37","3","27","0","2","0","0","0","137","504","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","163","U","EMBRUN","110","93","2","30","0","0","0","0","0","235","646","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","164","U","EMBRUN","87","81","4","32","1","2","0","0","0","207","493","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","165","U","EMBRUN","57","56","2","19","0","1","0","0","0","135","368","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","166","U","EMBRUN","63","53","3","16","0","1","1","0","0","137","456","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","167","U","RUSSEL","43","123","12","14","1","1","0","0","0","194","477","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","168","U","RUSSEL","75","165","3","45","3","1","1","0","0","293","608","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","169","U","RUSSEL","84","160","11","23","0","0","0","0","0","278","562","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","170","U","RUSSEL","59","129","11","25","0","0","0","0","0","224","498","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","171","U","RUSSEL","65","145","5","31","0","0","1","0","0","247","514","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","172","U","RUSSEL","60","109","11","22","1","1","0","0","0","204","435","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","173","U","RUSSEL","64","117","9","23","1","1","1","0","0","216","504","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","174","U","RUSSEL","70","120","3","24","2","1","0","0","0","220","451","Russell Fire Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","175","U","MARIONVILLE","63","92","4","16","3","1","1","0","0","180","379","Marionville Community Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","176","U","EMBRUN","98","68","3","24","1","2","0","0","0","196","519","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","177","U","CASSELMAN","121","69","6","43","1","1","0","0","0","241","612","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","178","U","CASSELMAN","81","60","12","18","1","2","1","0","0","175","436","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","179","U","CASSELMAN","154","95","2","43","0","1","2","0","0","297","681","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","180","U","CASSELMAN","154","41","5","18","2","2","1","0","0","223","584","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","181","U","CASSELMAN","35","24","3","10","1","0","0","0","0","73","399","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","182","U","CASSELMAN","104","37","1","25","2","0","0","0","0","169","514","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","183","U","CASSELMAN","82","39","2","24","0","0","1","1","0","149","400","Academie de la Seigneurie"
"026","GLENGARRY--PRESCOTT--RUSSELL","184","U","ST ALBERT","87","32","1","20","1","0","0","1","0","142","373","Centre Communautaire St Albert"
