"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BRISSON","FARAH","MACDONALD","MCGUINTY","MIHAYCHUK","REDINS","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"064","OTTAWA SOUTH","145","U","OTTAWA","0","16","23","9","3","0","0","0","0","51","224","Uplands Military Community Centre"
"064","OTTAWA SOUTH","146","U","OTTAWA","0","16","23","45","3","1","1","0","0","89","320","Church of Perfect Liberty"
"064","OTTAWA SOUTH","147","U","OTTAWA","1","12","57","85","4","0","3","0","0","162","384","Church of Perfect Liberty"
"064","OTTAWA SOUTH","148","U","OTTAWA","0","20","53","93","6","1","0","0","0","173","431","Church of Perfect Liberty"
"064","OTTAWA SOUTH","149","U","OTTAWA","4","23","137","93","2","2","1","0","0","262","391","Strathmore Towers B Apartments"
"064","OTTAWA SOUTH","150","U","OTTAWA","1","43","71","92","11","2","1","0","0","221","470","Dunlop School"
"064","OTTAWA SOUTH","151","U","OTTAWA","0","10","109","98","3","0","0","0","0","220","420","Dunlop School"
"064","OTTAWA SOUTH","152","U","OTTAWA","0","26","84","111","4","2","2","0","0","229","405","Dunlop School"
"064","OTTAWA SOUTH","153","U","OTTAWA","2","27","72","84","3","3","0","0","0","191","417","Dunlop School"
"064","OTTAWA SOUTH","154","U","OTTAWA","2","34","46","64","6","1","0","0","0","153","465","Dunlop School"
"064","OTTAWA SOUTH","155","U","OTTAWA","1","38","86","95","11","1","0","0","0","232","391","Greenboro Pavilion"
"064","OTTAWA SOUTH","156","U","OTTAWA","2","27","77","100","9","1","0","0","0","216","393","Greenboro Pavilion"
"064","OTTAWA SOUTH","157","U","OTTAWA","0","43","54","71","3","1","1","0","0","173","437","Greenboro Pavilion"
"064","OTTAWA SOUTH","158","U","OTTAWA","1","32","67","73","5","0","0","0","0","178","440","Greenboro Pavilion"
"064","OTTAWA SOUTH","159","U","OTTAWA","2","23","36","69","2","0","1","0","0","133","315","Greenboro Community Centre"
"064","OTTAWA SOUTH","160","U","OTTAWA","2","27","20","79","3","0","0","0","0","131","356","Greenboro Community Centre"
"064","OTTAWA SOUTH","161","U","OTTAWA","0","15","45","88","4","2","1","0","1","156","357","Greenboro Community Centre"
"064","OTTAWA SOUTH","162","U","OTTAWA","2","27","56","89","5","1","1","0","0","181","468","Greenboro Community Centre"
"064","OTTAWA SOUTH","163","U","OTTAWA","0","26","55","66","2","0","0","0","0","149","369","Greenboro Community Centre"
"064","OTTAWA SOUTH","164","U","OTTAWA","0","39","26","79","7","0","1","2","1","155","438","Greenboro Community Centre"
"064","OTTAWA SOUTH","165","U","OTTAWA","2","30","71","120","7","0","2","0","0","232","535","Greenboro Community Centre"
"064","OTTAWA SOUTH","166","U","OTTAWA","1","25","63","80","4","1","0","0","0","174","482","St. Marguerite D'Youville School"
"064","OTTAWA SOUTH","167","U","OTTAWA","3","34","43","62","6","1","0","0","0","149","463","Greenboro Community Centre"
"064","OTTAWA SOUTH","168","U","OTTAWA","3","24","61","116","5","1","0","0","0","210","503","St. Marguerite D'Youville School"
"064","OTTAWA SOUTH","169","U","OTTAWA","2","18","65","114","4","0","1","0","0","204","462","St. Marguerite D'Youville School"
"064","OTTAWA SOUTH","170","U","OTTAWA","6","20","77","91","5","1","0","0","0","200","482","St. Marguerite D'Youville School"
"064","OTTAWA SOUTH","171","U","OTTAWA","0","27","76","94","4","1","0","0","0","202","445","St. Marguerite D'Youville School"
"064","OTTAWA SOUTH","172","U","OTTAWA","0","12","48","62","4","0","0","0","0","126","336","St. Marguerite D'Youville School"
"064","OTTAWA SOUTH","173","U","OTTAWA","0","32","60","88","13","0","1","0","0","194","467","Robert Bateman School"
"064","OTTAWA SOUTH","174","U","OTTAWA","0","37","39","122","7","2","0","1","0","208","474","Robert Bateman School"
"064","OTTAWA SOUTH","175","U","OTTAWA","1","23","72","94","4","1","1","0","0","196","513","Robert Bateman School"
"064","OTTAWA SOUTH","176","U","OTTAWA","2","16","75","110","1","0","0","0","0","204","451","Robert Bateman School"
"064","OTTAWA SOUTH","177","U","OTTAWA","0","11","85","94","6","3","0","0","0","199","493","Robert Bateman School"
"064","OTTAWA SOUTH","178","U","OTTAWA","1","18","62","118","2","1","1","0","0","203","497","Robert Bateman School"
"064","OTTAWA SOUTH","179","U","OTTAWA","0","36","63","89","5","1","2","0","0","196","459","Robert Bateman School"
"064","OTTAWA SOUTH","180","U","OTTAWA","1","36","41","99","2","1","0","0","0","180","456","St. Thomas More School"
"064","OTTAWA SOUTH","181","U","OTTAWA","2","34","88","93","8","0","1","0","0","226","486","St. Thomas More School"
"064","OTTAWA SOUTH","182","U","OTTAWA","0","13","88","116","7","1","2","0","0","227","512","St. Thomas More School"
"064","OTTAWA SOUTH","183","U","OTTAWA","0","28","79","98","6","1","2","0","0","214","493","St. Thomas More School"
"064","OTTAWA SOUTH","184","U","OTTAWA","0","55","69","89","5","1","0","0","0","219","513","St. Thomas More School"
"064","OTTAWA SOUTH","185","U","OTTAWA","0","46","66","89","3","1","0","0","0","205","510","St. Thomas More School"
"064","OTTAWA SOUTH","186","U","OTTAWA","1","29","19","53","8","0","0","0","0","110","414","École Gabrielle Roy"
"064","OTTAWA SOUTH","187","U","OTTAWA","0","7","53","53","3","2","0","0","0","118","318","École Gabrielle Roy"
"064","OTTAWA SOUTH","188","U","OTTAWA","3","23","49","65","8","2","2","0","0","152","484","École Gabrielle Roy"
"064","OTTAWA SOUTH","189","U","OTTAWA","2","32","70","73","2","2","4","0","0","185","494","Ascot Apartments"
"064","OTTAWA SOUTH","190","U","OTTAWA","0","14","25","35","1","3","1","0","0","79","331","École Gabrielle Roy"
"064","OTTAWA SOUTH","191","U","OTTAWA","0","22","26","37","2","1","1","1","0","90","380","École Gabrielle Roy"
"064","OTTAWA SOUTH","192","U","OTTAWA","0","13","61","99","2","1","0","0","0","176","442","École Gabrielle Roy"
"064","OTTAWA SOUTH","193","U","OTTAWA","0","16","94","62","6","1","1","0","0","180","390","École Gabrielle Roy"
"064","OTTAWA SOUTH","194","U","OTTAWA","5","18","102","92","8","1","0","0","0","226","435","École Gabrielle Roy"
"064","OTTAWA SOUTH","195","U","OTTAWA","0","19","38","52","4","1","0","0","0","114","272","Sawmill Creek School"
"064","OTTAWA SOUTH","196","U","OTTAWA","2","36","105","85","11","0","0","0","0","239","443","Sawmill Creek School"
"064","OTTAWA SOUTH","197","U","OTTAWA","0","15","86","55","5","0","1","0","0","162","390","Sawmill Creek School"
"064","OTTAWA SOUTH","198","U","OTTAWA","2","29","84","49","6","2","0","0","0","172","447","Sawmill Creek School"
"064","OTTAWA SOUTH","199","U","OTTAWA","0","37","48","58","3","0","0","0","0","146","383","Sawmill Creek School"
"064","OTTAWA SOUTH","200","U","OTTAWA","0","24","64","50","2","1","0","0","0","141","394","Sawmill Creek School"
"064","OTTAWA SOUTH","201","U","OTTAWA","3","30","85","93","5","1","0","0","0","217","524","Sawmill Creek School"
"064","OTTAWA SOUTH","202","U","OTTAWA","1","40","82","97","1","2","0","0","0","223","519","Sawmill Creek School"
"064","OTTAWA SOUTH","203","U","OTTAWA","1","20","80","125","6","1","2","0","0","235","590","St. Bernard School"
"064","OTTAWA SOUTH","204","U","OTTAWA","1","15","77","100","5","1","0","0","0","199","473","St. Bernard School"
"064","OTTAWA SOUTH","205","U","OTTAWA","1","18","93","69","2","0","0","0","0","183","362","St. Bernard School"
"064","OTTAWA SOUTH","206","U","OTTAWA","1","21","61","54","3","3","1","0","0","144","340","St. Bernard School"
"064","OTTAWA SOUTH","207","U","OTTAWA","1","18","89","80","2","1","0","0","1","192","423","St. Bernard School"
"064","OTTAWA SOUTH","208","U","OTTAWA","1","23","102","81","10","4","2","0","0","223","459","St. Bernard School"
"064","OTTAWA SOUTH","209","U","OTTAWA","0","11","70","106","6","3","0","0","0","196","359","Rideau Park United Church"
"064","OTTAWA SOUTH","400","U","OTTAWA","0","7","90","119","2","1","1","0","1","221","313","Riviera Apartments Recreation Centre"
"064","OTTAWA SOUTH","401","U","OTTAWA","2","20","71","104","4","1","2","0","0","204","298","Riviera Apartments Recreation Centre"
"064","OTTAWA SOUTH","402","U","OTTAWA","0","8","81","112","3","0","0","0","0","204","284","Riviera Apartments Recreation Centre"
"064","OTTAWA SOUTH","403","U","OTTAWA","1","21","37","74","4","0","0","0","0","137","348","Riverwood Apartments"
"064","OTTAWA SOUTH","404","U","OTTAWA","2","40","27","79","10","2","2","0","0","162","340","Riverwood Apartments"
"064","OTTAWA SOUTH","405","U","OTTAWA","0","26","18","70","3","0","0","0","0","117","276","Riverwood Apartments"
"064","OTTAWA SOUTH","406","U","OTTAWA","0","20","11","41","3","0","0","0","0","75","234","École Lycee Claudel"
"064","OTTAWA SOUTH","407","U","OTTAWA","3","57","38","74","8","1","1","1","0","183","392","Riverbank Apartments"
"064","OTTAWA SOUTH","408","U","OTTAWA","3","36","13","53","2","0","2","0","0","109","251","City of Ottawa Apartments"
"064","OTTAWA SOUTH","700","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"064","OTTAWA SOUTH","701","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"064","OTTAWA SOUTH","702","U","OTTAWA","0","7","31","41","1","1","1","0","1","83","201","Alta Vista Manor"
"064","OTTAWA SOUTH","703","U","OTTAWA","4","7","31","48","4","2","0","1","1","98","403","Perley/Rideau Veterans Home"
"064","OTTAWA SOUTH","704","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"064","OTTAWA SOUTH","705","U","OTTAWA",".......................COMBINED WITH POLL 706.......................","","","","","","","","","","","Billings Lodge"
"064","OTTAWA SOUTH","706","U","OTTAWA","2","13","70","63","3","2","2","2","0","157","300","St. Patrick's Home"
"064","OTTAWA SOUTH","707","U","OTTAWA","0","3","24","20","0","1","0","0","0","48","57","Landmark Court"
"064","OTTAWA SOUTH","708","U","OTTAWA","5","9","74","53","2","0","0","0","0","143","217","Windsor Park Manor"
"064","OTTAWA SOUTH","709","U","OTTAWA",".......................COMBINED WITH POLL 708.......................","","","","","","","","","","","Hunt Club Manor"
