"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","GUTMANIS","LISTER","MCGRUER","MCKERCHER","MCNEELY","PAUL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"063","OTTAWA--ORLÉANS","014","U","OTTAWA","4","91","0","31","73","0","0","0","0","199","483","Community Pentecostal Church"
"063","OTTAWA--ORLÉANS","015","U","OTTAWA","7","99","1","17","120","3","1","0","0","248","432","École secondaire Louis Riel"
"063","OTTAWA--ORLÉANS","016","U","OTTAWA","5","88","0","8","107","3","0","0","0","211","379","École secondaire Louis Riel"
"063","OTTAWA--ORLÉANS","017","U","OTTAWA","4","77","2","19","92","0","0","0","0","194","317","Good Shepherd School"
"063","OTTAWA--ORLÉANS","018","U","OTTAWA","7","144","1","32","118","1","0","2","0","305","520","Good Shepherd School"
"063","OTTAWA--ORLÉANS","019","U","OTTAWA","4","80","0","26","75","2","0","1","0","188","363","Good Shepherd School"
"063","OTTAWA--ORLÉANS","020","U","OTTAWA","4","106","0","18","123","0","0","0","1","252","419","École secondaire Louis Riel"
"063","OTTAWA--ORLÉANS","021","U","OTTAWA","8","106","0","18","126","0","1","0","0","259","450","École secondaire Louis Riel"
"063","OTTAWA--ORLÉANS","022","U","OTTAWA","11","113","1","23","112","0","1","1","0","262","474","Good Shepherd School"
"063","OTTAWA--ORLÉANS","023","U","OTTAWA","6","93","0","30","97","0","0","0","0","226","411","Blackburn Community Hall"
"063","OTTAWA--ORLÉANS","024","U","OTTAWA","3","42","0","16","38","0","1","0","0","100","217","Blackburn Community Hall"
"063","OTTAWA--ORLÉANS","025","U","OTTAWA","3","48","0","18","46","0","0","0","1","116","374","Blackburn Community Hall"
"063","OTTAWA--ORLÉANS","026","U","OTTAWA","5","71","0","21","60","0","0","0","0","157","427","Norman Johnston Centre"
"063","OTTAWA--ORLÉANS","027","U","OTTAWA","5","49","0","17","37","2","0","0","0","110","335","Norman Johnston Centre"
"063","OTTAWA--ORLÉANS","028","U","OTTAWA","7","89","0","22","52","0","0","0","0","170","345","Norman Johnston Centre"
"063","OTTAWA--ORLÉANS","029","U","OTTAWA","1","98","0","25","70","0","0","0","0","194","407","Norman Johnston Centre"
"063","OTTAWA--ORLÉANS","030","U","OTTAWA","6","85","1","13","65","0","0","0","0","170","384","St. Matthew High School"
"063","OTTAWA--ORLÉANS","031","U","OTTAWA","4","119","0","10","112","0","2","0","0","247","431","Convent Glen Catholic School"
"063","OTTAWA--ORLÉANS","032","U","OTTAWA","3","120","0","18","103","1","1","0","0","246","435","Convent Glen Catholic School"
"063","OTTAWA--ORLÉANS","033","U","OTTAWA","3","76","0","27","111","1","1","0","1","220","394","Convent Glen Catholic School"
"063","OTTAWA--ORLÉANS","034","U","OTTAWA","4","73","0","20","121","1","0","0","0","219","424","Convent Glen Catholic School"
"063","OTTAWA--ORLÉANS","035","U","OTTAWA","5","109","1","15","98","2","0","0","0","230","446","St. Matthew High School"
"063","OTTAWA--ORLÉANS","036","U","OTTAWA","4","87","0","16","88","1","1","0","0","197","413","Orleans United Church"
"063","OTTAWA--ORLÉANS","037","U","OTTAWA","5","116","0","34","103","1","1","0","0","260","453","Convent Glen Catholic School"
"063","OTTAWA--ORLÉANS","038","U","OTTAWA","7","99","1","34","99","0","0","0","0","240","590","St. Matthew High School"
"063","OTTAWA--ORLÉANS","039","U","OTTAWA","7","96","1","30","103","1","0","0","1","239","520","Orleans United Church"
"063","OTTAWA--ORLÉANS","040","U","OTTAWA","4","99","0","25","107","0","0","0","0","235","443","Orleans United Church"
"063","OTTAWA--ORLÉANS","041","U","OTTAWA","5","69","1","30","65","0","0","0","0","170","464","Orleans United Church"
"063","OTTAWA--ORLÉANS","042","U","OTTAWA","6","97","0","23","110","0","1","0","0","237","466","Orleans United Church"
"063","OTTAWA--ORLÉANS","043","U","OTTAWA","4","89","1","22","102","0","1","0","0","219","410","Orleans Wood School"
"063","OTTAWA--ORLÉANS","044","U","OTTAWA","2","80","0","25","95","0","3","0","0","205","420","Orleans Wood School"
"063","OTTAWA--ORLÉANS","045","U","OTTAWA","7","76","1","43","83","0","0","0","0","210","461","St. Matthew High School"
"063","OTTAWA--ORLÉANS","046","U","OTTAWA","2","66","1","22","88","0","3","0","0","182","360","St. Matthew High School"
"063","OTTAWA--ORLÉANS","047","U","OTTAWA","3","65","1","38","71","0","0","0","0","178","447","St. Matthew High School"
"063","OTTAWA--ORLÉANS","048","U","OTTAWA","6","117","0","40","137","2","1","2","0","305","626","Orleans Wood School"
"063","OTTAWA--ORLÉANS","049","U","OTTAWA","4","55","0","20","77","0","0","0","0","156","345","Orleans Wood School"
"063","OTTAWA--ORLÉANS","050","U","ORLÉANS","5","77","1","27","55","2","0","0","0","167","348","Divine Infant Catholic School"
"063","OTTAWA--ORLÉANS","051","U","ORLÉANS","3","100","1","15","88","0","0","0","0","207","375","Divine Infant Catholic School"
"063","OTTAWA--ORLÉANS","052","U","ORLÉANS","8","67","3","32","52","0","0","0","0","162","367","Divine Infant Catholic School"
"063","OTTAWA--ORLÉANS","053","U","ORLÉANS","4","95","1","22","97","2","0","0","0","221","437","Divine Infant Catholic School"
"063","OTTAWA--ORLÉANS","054","U","ORLÉANS","14","104","0","25","119","0","0","0","0","262","459","Divine Infant Catholic School"
"063","OTTAWA--ORLÉANS","055","U","ORLÉANS","7","73","0","27","75","2","0","0","0","184","403","Divine Infant Catholic School"
"063","OTTAWA--ORLÉANS","056","U","OTTAWA","2","52","0","21","47","0","2","1","0","125","305","Shenkman Arts Centre"
"063","OTTAWA--ORLÉANS","057","U","OTTAWA","3","73","1","23","128","0","2","0","1","231","668","Shenkman Arts Centre"
"063","OTTAWA--ORLÉANS","058","U","ORLEANS","2","57","0","24","84","0","2","0","0","169","416","Orleans Client Services Centre"
"063","OTTAWA--ORLÉANS","059","U","ORLEANS","3","23","0","15","44","0","0","0","0","85","282","Orleans Client Services Centre"
"063","OTTAWA--ORLÉANS","060","U","OTTAWA","4","96","0","20","149","0","0","0","1","270","464","Fallingbrook School"
"063","OTTAWA--ORLÉANS","061","U","OTTAWA","2","76","3","20","110","0","0","0","0","211","449","Fallingbrook School"
"063","OTTAWA--ORLÉANS","062","U","OTTAWA","5","98","0","17","130","0","0","0","0","250","501","St. Francis of Assisi Catholic School"
"063","OTTAWA--ORLÉANS","063","U","OTTAWA","5","67","0","9","91","3","0","0","0","175","359","St. Francis of Assisi Catholic School"
"063","OTTAWA--ORLÉANS","064","U","OTTAWA","4","82","0","24","114","0","2","0","0","226","458","Fallingbrook School"
"063","OTTAWA--ORLÉANS","065","U","OTTAWA","2","86","1","20","110","1","0","0","0","220","481","Fallingbrook School"
"063","OTTAWA--ORLÉANS","066","U","OTTAWA","3","85","0","17","70","0","0","0","0","175","377","Fallingbrook School"
"063","OTTAWA--ORLÉANS","067","U","OTTAWA","3","90","1","11","96","2","1","0","0","204","450","St. Francis of Assisi Catholic School"
"063","OTTAWA--ORLÉANS","068","U","OTTAWA","4","53","3","25","95","1","0","0","0","181","396","St. Francis of Assisi Catholic School"
"063","OTTAWA--ORLÉANS","069","U","OTTAWA","3","84","1","36","75","2","1","0","0","202","456","Sir Wilfrid Laurier High School"
"063","OTTAWA--ORLÉANS","070","U","OTTAWA","3","43","2","20","51","1","0","0","0","120","356","Sir Wilfrid Laurier High School"
"063","OTTAWA--ORLÉANS","071","U","OTTAWA","0","72","1","19","92","0","0","0","0","184","417","Fallingbrook School"
"063","OTTAWA--ORLÉANS","072","U","OTTAWA","2","41","1","13","74","0","0","0","0","131","349","St. Francis of Assisi Catholic School"
"063","OTTAWA--ORLÉANS","073","U","OTTAWA","6","78","3","19","53","1","0","0","0","160","431","Sir Wilfrid Laurier High School"
"063","OTTAWA--ORLÉANS","074","U","OTTAWA","5","88","0","25","64","0","0","1","0","183","465","Sir Wilfrid Laurier High School"
"063","OTTAWA--ORLÉANS","075","U","OTTAWA","2","107","0","33","85","1","1","0","0","229","520","Sir Wilfrid Laurier High School"
"063","OTTAWA--ORLÉANS","076","U","ORLÉANS","4","105","0","31","117","0","0","0","0","257","491","St. Peter's High School"
"063","OTTAWA--ORLÉANS","077","U","OTTAWA","5","87","0","23","80","1","1","0","0","197","426","Trillium Elementary School"
"063","OTTAWA--ORLÉANS","078","U","OTTAWA","1","48","6","29","76","1","1","0","0","162","374","Trillium Elementary School"
"063","OTTAWA--ORLÉANS","079","U","OTTAWA","1","66","0","23","69","0","1","0","1","161","401","Sir Wilfrid Laurier High School"
"063","OTTAWA--ORLÉANS","080","U","ORLÉANS","4","75","0","29","82","0","0","0","0","190","395","St. Peter's High School"
"063","OTTAWA--ORLÉANS","081","U","ORLÉANS","2","86","1","28","103","0","1","0","1","222","474","St. Peter's High School"
"063","OTTAWA--ORLÉANS","082","U","ORLÉANS","2","89","0","19","119","0","1","0","0","230","466","St. Peter's High School"
"063","OTTAWA--ORLÉANS","083","U","ORLÉANS","5","62","0","26","85","0","0","0","0","178","417","St. Peter's High School"
"063","OTTAWA--ORLÉANS","084","U","OTTAWA","4","54","0","23","64","0","1","0","0","146","339","Trillium Elementary School"
"063","OTTAWA--ORLÉANS","085","U","OTTAWA","1","67","1","19","90","1","0","0","0","179","436","Trillium Elementary School"
"063","OTTAWA--ORLÉANS","086","U","OTTAWA","4","93","0","19","106","0","1","0","0","223","386","École Jeanne Sauve"
"063","OTTAWA--ORLÉANS","087","U","OTTAWA","1","83","0","24","116","0","0","0","0","224","417","École Jeanne Sauve"
"063","OTTAWA--ORLÉANS","088","U","OTTAWA","6","77","3","17","124","0","2","0","0","229","421","St. Clare Catholic School"
"063","OTTAWA--ORLÉANS","089","U","OTTAWA","3","53","0","19","64","0","1","0","0","140","354","St. Clare Catholic School"
"063","OTTAWA--ORLÉANS","090","U","ORLÉANS","4","66","0","20","60","0","0","0","0","150","381","St. Peter's High School"
"063","OTTAWA--ORLÉANS","091","U","ORLÉANS","1","91","2","20","86","1","2","0","0","203","417","St. Peter's High School"
"063","OTTAWA--ORLÉANS","092","U","ORLÉANS","3","77","0","23","92","1","0","0","0","196","451","Maple Ridge School"
"063","OTTAWA--ORLÉANS","093","U","ORLÉANS","2","47","0","12","51","0","0","0","0","112","254","Maple Ridge School"
"063","OTTAWA--ORLÉANS","094A","U","ORLÉANS","4","72","2","26","71","1","0","0","0","176","407","Maple Ridge School"
"063","OTTAWA--ORLÉANS","094B","U","ORLÉANS","1","63","1","20","79","0","0","3","0","167","449","Maple Ridge School"
"063","OTTAWA--ORLÉANS","095","U","ORLÉANS","1","66","1","24","80","0","0","0","1","173","433","Maple Ridge School"
"063","OTTAWA--ORLÉANS","096","U","ORLÉANS","1","94","0","21","82","0","1","0","0","199","438","Maple Ridge School"
"063","OTTAWA--ORLÉANS","097","U","OTTAWA","4","59","0","12","79","2","1","0","0","157","378","St. Clare Catholic School"
"063","OTTAWA--ORLÉANS","098","U","ORLÉANS","7","55","0","18","56","0","0","0","0","136","337","Maple Ridge School"
"063","OTTAWA--ORLÉANS","099","U","OTTAWA","2","70","1","28","114","0","0","1","0","216","393","St. Clare Catholic School"
"063","OTTAWA--ORLÉANS","100","U","OTTAWA","3","91","0","29","109","0","1","0","0","233","448","École Jeanne Sauve"
"063","OTTAWA--ORLÉANS","101","U","OTTAWA","6","89","0","29","131","1","0","1","0","257","498","École Jeanne Sauve"
"063","OTTAWA--ORLÉANS","102","U","OTTAWA","0","70","2","16","80","0","1","0","0","169","464","St. Theresa School"
"063","OTTAWA--ORLÉANS","103","U","OTTAWA","3","93","2","17","98","0","1","0","0","214","499","St. Theresa School"
"063","OTTAWA--ORLÉANS","104","U","OTTAWA","2","55","0","21","71","0","0","0","0","149","353","St. Theresa School"
"063","OTTAWA--ORLÉANS","105","U","OTTAWA","4","72","0","16","81","0","1","1","0","175","419","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","106A","U","OTTAWA","6","113","2","39","129","0","0","0","0","289","689","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","106B","U","OTTAWA","5","122","1","21","130","2","0","0","0","281","687","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","107","U","OTTAWA","0","38","0","13","51","0","3","0","0","105","326","St. Theresa School"
"063","OTTAWA--ORLÉANS","108","U","OTTAWA","2","69","1","18","85","0","0","0","0","175","447","St. Theresa School"
"063","OTTAWA--ORLÉANS","109","U","OTTAWA","4","84","2","25","100","3","0","0","0","218","416","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","110A","U","ORLÉANS","2","40","1","8","47","0","1","0","0","99","315","Avalon Public School"
"063","OTTAWA--ORLÉANS","110B","U","ORLÉANS","4","42","0","5","58","0","0","0","0","109","366","Avalon Public School"
"063","OTTAWA--ORLÉANS","111","U","ORLÉANS","0","50","1","18","70","0","0","0","0","139","448","Avalon Public School"
"063","OTTAWA--ORLÉANS","112","U","ORLÉANS","2","57","0","16","116","0","2","0","0","193","429","Avalon Public School"
"063","OTTAWA--ORLÉANS","113","U","OTTAWA","3","64","1","21","114","1","0","0","0","204","493","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","114","U","ORLÉANS","0","42","0","16","52","0","0","0","0","110","393","Avalon Public School"
"063","OTTAWA--ORLÉANS","115A","U","ORLÉANS","2","65","0","22","106","2","0","0","0","197","630","Avalon Public School"
"063","OTTAWA--ORLÉANS","115B","U","ORLÉANS","4","68","2","27","87","0","0","0","0","188","589","Avalon Public School"
"063","OTTAWA--ORLÉANS","116A","U","ORLÉANS","4","82","1","20","124","3","0","0","0","234","633","Avalon Public School"
"063","OTTAWA--ORLÉANS","116B","U","ORLÉANS","2","73","0","19","109","2","1","1","1","208","621","Avalon Public School"
"063","OTTAWA--ORLÉANS","117","U","OTTAWA","1","57","0","8","59","0","0","0","0","125","356","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","118","U","OTTAWA","2","48","0","12","50","0","0","0","0","112","296","Elementary School Beatrice Desloges"
"063","OTTAWA--ORLÉANS","119","U","OTTAWA","6","90","2","11","148","0","0","0","0","257","446","Convent Glen Elementary School"
"063","OTTAWA--ORLÉANS","120","U","OTTAWA","2","104","0","37","94","0","1","1","0","239","461","Convent Glen Elementary School"
"063","OTTAWA--ORLÉANS","121","U","OTTAWA","2","43","1","28","90","1","0","0","0","165","433","Convent Glen Elementary School"
"063","OTTAWA--ORLÉANS","122","U","OTTAWA","9","88","1","26","53","0","1","0","0","178","416","Community Pentecostal Church"
"063","OTTAWA--ORLÉANS","123","U","OTTAWA","4","33","0","8","22","0","0","0","0","67","214","Convent Glen Elementary School"
"063","OTTAWA--ORLÉANS","124","U","OTTAWA","7","106","0","30","82","0","0","0","0","225","414","École Reine des Bois"
"063","OTTAWA--ORLÉANS","125","U","OTTAWA","3","124","2","11","77","0","0","0","0","217","450","École Reine des Bois"
"063","OTTAWA--ORLÉANS","126","U","OTTAWA","5","68","0","17","84","0","0","0","0","174","362","St. Helen's Anglican Church"
"063","OTTAWA--ORLÉANS","127","U","OTTAWA","1","84","1","19","95","1","0","0","0","201","415","St. Helen's Anglican Church"
"063","OTTAWA--ORLÉANS","128","U","OTTAWA","1","108","1","21","95","0","0","0","0","226","438","École Reine des Bois"
"063","OTTAWA--ORLÉANS","129","U","OTTAWA","4","93","1","23","116","0","1","0","0","238","474","École Reine des Bois"
"063","OTTAWA--ORLÉANS","130","U","OTTAWA","5","98","0","26","110","1","2","0","0","242","471","St. Helen's Anglican Church"
"063","OTTAWA--ORLÉANS","131","U","OTTAWA","5","78","0","31","84","2","0","1","0","201","410","St. Helen's Anglican Church"
"063","OTTAWA--ORLÉANS","132","U","OTTAWA","9","87","0","25","108","0","1","2","0","232","573","St. Helen's Anglican Church"
"063","OTTAWA--ORLÉANS","133","U","OTTAWA","5","109","0","38","68","1","1","0","0","222","451","Our Lady of Wisdom School"
"063","OTTAWA--ORLÉANS","134","U","OTTAWA","7","127","2","28","96","0","0","0","0","260","490","Our Lady of Wisdom School"
"063","OTTAWA--ORLÉANS","135","U","OTTAWA","7","75","2","27","78","1","3","0","0","193","387","Our Lady of Wisdom School"
"063","OTTAWA--ORLÉANS","136","U","OTTAWA","3","70","2","25","63","1","0","0","0","164","372","Dunning-Foubert School"
"063","OTTAWA--ORLÉANS","137","U","OTTAWA","5","82","1","12","100","0","0","0","0","200","419","Our Lady of Wisdom School"
"063","OTTAWA--ORLÉANS","138","U","OTTAWA","4","109","2","18","78","1","0","0","0","212","454","Eglise Ste Marie"
"063","OTTAWA--ORLÉANS","139","U","OTTAWA","2","91","1","23","95","0","2","0","0","214","462","Eglise Ste Marie"
"063","OTTAWA--ORLÉANS","140","U","OTTAWA","3","101","0","18","80","2","0","0","0","204","404","Dunning-Foubert School"
"063","OTTAWA--ORLÉANS","141","U","OTTAWA","3","101","0","18","90","0","0","0","0","212","414","Dunning-Foubert School"
"063","OTTAWA--ORLÉANS","142","U","OTTAWA","1","63","1","15","54","0","2","0","0","136","264","Dunning-Foubert School"
"063","OTTAWA--ORLÉANS","143","U","OTTAWA","4","66","0","32","76","1","0","0","0","179","437","Dunning-Foubert School"
"063","OTTAWA--ORLÉANS","144","U","OTTAWA","5","87","2","27","96","2","0","0","0","219","433","Dunning-Foubert School"
"063","OTTAWA--ORLÉANS","145","U","OTTAWA","2","66","0","14","92","1","0","0","0","175","401","Eglise Ste Marie"
"063","OTTAWA--ORLÉANS","146","U","OTTAWA","4","95","1","26","115","0","1","0","0","242","466","Community Pentecostal Church"
"063","OTTAWA--ORLÉANS","147","U","OTTAWA","4","47","1","16","75","0","0","0","0","143","453","Community Pentecostal Church"
"063","OTTAWA--ORLÉANS","148","U","ORLÉANS","0","36","1","12","78","0","0","0","0","127","307","Bob Macquarrie Complex"
"063","OTTAWA--ORLÉANS","149","U","ORLÉANS","2","36","0","8","50","0","0","0","0","96","205","Bob Macquarrie Complex"
"063","OTTAWA--ORLÉANS","150","U","ORLÉANS","3","51","0","17","88","0","1","0","0","160","327","École St Joseph d'Orleans"
"063","OTTAWA--ORLÉANS","151","U","ORLÉANS","4","48","0","15","102","0","0","0","0","169","401","École St Joseph d'Orleans"
"063","OTTAWA--ORLÉANS","152","U","OTTAWA","0","91","0","25","144","0","0","0","0","260","461","Chapel Hill Catholic School"
"063","OTTAWA--ORLÉANS","153","U","OTTAWA","6","103","1","14","105","0","1","1","0","231","504","École l'Etoile de l'Est"
"063","OTTAWA--ORLÉANS","154","U","OTTAWA","1","57","0","7","119","0","1","0","0","185","337","École l'Etoile de l'Est"
"063","OTTAWA--ORLÉANS","155","U","ORLÉANS","2","48","1","24","70","2","0","0","0","147","368","Bob Macquarrie Complex"
"063","OTTAWA--ORLÉANS","156","U","ORLÉANS","2","61","1","18","101","1","0","0","0","184","485","Bob Macquarrie Complex"
"063","OTTAWA--ORLÉANS","157","U","ORLÉANS","2","61","0","22","93","2","0","0","0","180","426","École St Joseph d'Orleans"
"063","OTTAWA--ORLÉANS","158","U","ORLÉANS","5","81","1","24","92","2","0","0","0","205","440","École St Joseph d'Orleans"
"063","OTTAWA--ORLÉANS","159","U","OTTAWA","2","102","1","21","101","0","0","2","0","229","485","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","160","U","OTTAWA","4","87","0","17","111","0","1","0","0","220","421","Chapel Hill Catholic School"
"063","OTTAWA--ORLÉANS","161","U","OTTAWA","4","102","0","15","119","0","0","0","0","240","444","Chapel Hill Catholic School"
"063","OTTAWA--ORLÉANS","162","U","OTTAWA","1","84","0","23","101","2","1","2","0","214","420","École l'Etoile de l'Est"
"063","OTTAWA--ORLÉANS","163","U","OTTAWA","4","102","3","17","125","0","2","0","0","253","474","École l'Etoile de l'Est"
"063","OTTAWA--ORLÉANS","164","U","OTTAWA","3","63","0","11","82","1","0","0","0","160","372","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","165","U","OTTAWA","4","82","0","24","115","0","0","0","0","225","499","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","166","U","OTTAWA","5","51","0","25","67","0","2","0","0","150","377","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","167","U","OTTAWA","10","73","0","18","109","1","0","1","0","212","412","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","168","U","OTTAWA","3","94","3","34","117","1","0","1","0","253","413","Henry Larsen Elementary School"
"063","OTTAWA--ORLÉANS","169","U","OTTAWA","7","100","0","20","97","0","1","0","0","225","408","Henry Larsen Elementary School"
"063","OTTAWA--ORLÉANS","170","U","OTTAWA","2","95","1","24","151","0","0","0","0","273","542","Henry Larsen Elementary School"
"063","OTTAWA--ORLÉANS","171","U","OTTAWA","6","79","0","24","92","2","0","0","0","203","453","Henry Larsen Elementary School"
"063","OTTAWA--ORLÉANS","172","U","OTTAWA","3","85","0","14","147","2","1","0","0","252","484","Chapel Hill Catholic School"
"063","OTTAWA--ORLÉANS","173","U","OTTAWA","6","96","1","12","120","0","1","0","0","236","463","Chapel Hill Catholic School"
"063","OTTAWA--ORLÉANS","174","U","OTTAWA","4","55","1","24","68","0","3","0","0","155","396","Chapel Hill Catholic School"
"063","OTTAWA--ORLÉANS","175","U","OTTAWA","2","38","0","17","45","2","0","0","0","104","242","Forest Valley Elementary School"
"063","OTTAWA--ORLÉANS","176","U","OTTAWA","3","57","0","23","72","0","0","0","0","155","349","Forest Valley Elementary School"
"063","OTTAWA--ORLÉANS","177","U","OTTAWA","3","39","0","15","45","0","0","0","0","102","388","Forest Valley Elementary School"
"063","OTTAWA--ORLÉANS","178","U","OTTAWA","3","110","1","28","113","0","1","0","0","256","494","École l'Etoile de l'Est"
"063","OTTAWA--ORLÉANS","179","U","OTTAWA","5","75","0","25","129","1","0","0","0","235","497","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","180","U","OTTAWA","2","92","1","36","71","0","1","0","0","203","452","École l'Etoile de l'Est"
"063","OTTAWA--ORLÉANS","181","U","OTTAWA","3","63","2","21","75","1","0","0","0","165","369","Blessed Kateri Tekakwitha School"
"063","OTTAWA--ORLÉANS","182","U","OTTAWA","6","43","0","24","47","2","2","0","0","124","334","Good Shepherd Catholic Church"
"063","OTTAWA--ORLÉANS","183","U","OTTAWA","3","74","2","21","58","0","1","0","0","159","433","Good Shepherd Catholic Church"
"063","OTTAWA--ORLÉANS","184","U","OTTAWA","6","92","0","22","112","1","0","0","0","233","421","Forest Valley Elementary School"
"063","OTTAWA--ORLÉANS","185","U","OTTAWA","5","69","0","15","60","0","0","0","0","149","337","Forest Valley Elementary School"
"063","OTTAWA--ORLÉANS","186","U","OTTAWA","1","50","1","10","39","0","0","0","0","101","297","Forest Valley Elementary School"
"063","OTTAWA--ORLÉANS","187","U","OTTAWA","8","89","0","16","89","1","1","0","1","205","440","Good Shepherd Catholic Church"
"063","OTTAWA--ORLÉANS","188","U","ORLÉANS","1","84","3","17","98","0","0","0","0","203","406","École le Prélude"
"063","OTTAWA--ORLÉANS","189","U","ORLÉANS","4","58","0","20","117","0","0","0","0","199","440","École le Prélude"
"063","OTTAWA--ORLÉANS","190","U","ORLÉANS","2","31","0","18","78","0","0","0","0","129","349","École le Prélude"
"063","OTTAWA--ORLÉANS","191","U","OTTAWA","3","67","1","13","86","1","0","0","0","171","391","Good Shepherd Catholic Church"
"063","OTTAWA--ORLÉANS","192","U","OTTAWA","4","81","0","21","105","6","3","0","0","220","499","Good Shepherd Catholic Church"
"063","OTTAWA--ORLÉANS","193","U","ORLÉANS","1","81","0","25","128","0","0","0","0","235","453","École le Prélude"
"063","OTTAWA--ORLÉANS","194","U","ORLÉANS","3","63","0","21","115","0","1","0","0","203","404","École le Prélude"
"063","OTTAWA--ORLÉANS","195","U","ORLÉANS","0","83","0","10","95","0","1","0","0","189","429","École le Prélude"
"063","OTTAWA--ORLÉANS","196","U","OTTAWA","3","100","2","22","114","1","3","0","0","245","567","Rendez-Vous des Aines"
"063","OTTAWA--ORLÉANS","197A","U","OTTAWA","3","63","0","24","54","0","1","0","0","145","371","Rendez-Vous des Aines"
"063","OTTAWA--ORLÉANS","197B","U","OTTAWA","1","58","0","18","71","2","3","0","0","153","365","Rendez-Vous des Aines"
"063","OTTAWA--ORLÉANS","198A","U","OTTAWA","2","58","0","9","76","2","0","0","0","147","392","Rendez-Vous des Aines"
"063","OTTAWA--ORLÉANS","198B","U","OTTAWA","1","50","1","15","62","1","0","0","0","130","356","Rendez-Vous des Aines"
"063","OTTAWA--ORLÉANS","199","U","CARLSBAD SPRINGS","1","126","0","42","65","1","1","0","0","236","454","Carlsbad Springs Community Centre"
"063","OTTAWA--ORLÉANS","400","U","OTTAWA","5","63","0","26","81","0","2","0","0","177","274","Hillsview Place"
"063","OTTAWA--ORLÉANS","401","U","OTTAWA","6","41","1","36","72","1","2","0","0","159","390","Sutton Place"
"063","OTTAWA--ORLÉANS","402","U","OTTAWA","3","44","0","20","73","4","0","0","0","144","394","Sutton Place"
"063","OTTAWA--ORLÉANS","403","U","OTTAWA","9","44","0","25","52","1","2","0","0","133","434","Innes Park Tower A"
"063","OTTAWA--ORLÉANS","404","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"063","OTTAWA--ORLÉANS","700","U","OTTAWA","1","5","1","2","14","1","0","0","0","24","68","Elmsmere Place Retirement Residence"
"063","OTTAWA--ORLÉANS","701","U","OTTAWA","0","11","1","6","22","0","1","0","0","41","231","Madonna Long Term Care Residence"
"063","OTTAWA--ORLÉANS","702","U","OTTAWA","0","0","0","0","0","0","0","0","0","0","9","Manoir St. Joseph"
"063","OTTAWA--ORLÉANS","703","U","OTTAWA","0","30","1","4","23","0","1","0","0","59","86","Amica at Bearbrook"
