"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CISTERNA","DAVIS","DAVIS","MCGUIRE","MOTZ","WITMER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"039","KITCHENER--WATERLOO","023","U","WATERLOO","18","77","2","7","0","147","0","0","0","251","479","Lexington Public School"
"039","KITCHENER--WATERLOO","024","U","WATERLOO","20","57","0","9","0","104","0","0","0","190","352","Sandowne Public School"
"039","KITCHENER--WATERLOO","025","U","WATERLOO","40","31","1","6","1","51","0","0","0","130","288","Sandowne Public School"
"039","KITCHENER--WATERLOO","026","U","WATERLOO","25","62","2","8","0","93","2","0","0","192","336","Sandowne Public School"
"039","KITCHENER--WATERLOO","027","U","WATERLOO","34","86","3","6","1","92","0","0","1","223","599","Sandowne Public School"
"039","KITCHENER--WATERLOO","028","U","WATERLOO","26","57","0","5","2","87","1","0","0","178","404","Lexington Public School"
"039","KITCHENER--WATERLOO","029","U","WATERLOO","14","87","1","5","0","153","1","0","0","261","453","Lexington Public School"
"039","KITCHENER--WATERLOO","030","U","WATERLOO","13","47","1","2","0","74","2","1","0","140","353","Lexington Public School"
"039","KITCHENER--WATERLOO","031","U","WATERLOO","25","49","1","1","0","122","0","0","0","198","415","Lexington Public School"
"039","KITCHENER--WATERLOO","032","U","KITCHENER","11","37","3","2","0","130","0","0","0","183","444","St. Paul's Lutheran Church"
"039","KITCHENER--WATERLOO","033","U","KITCHENER","31","33","0","3","0","74","0","0","0","141","362","St. Paul's Lutheran Church"
"039","KITCHENER--WATERLOO","034","U","KITCHENER","24","41","2","6","0","52","0","0","0","125","300","Bridgeport Public School"
"039","KITCHENER--WATERLOO","035","U","KITCHENER","15","40","1","3","0","65","0","0","0","124","294","Bridgeport Public School"
"039","KITCHENER--WATERLOO","036","U","KITCHENER","15","58","0","4","0","72","0","0","0","149","373","Bridgeport Public School"
"039","KITCHENER--WATERLOO","037","U","WATERLOO","31","38","1","1","2","66","0","0","1","140","331","Lexington Public School"
"039","KITCHENER--WATERLOO","038","U","WATERLOO","21","118","1","4","1","115","0","0","0","260","488","Lexington Public School"
"039","KITCHENER--WATERLOO","039","U","WATERLOO","22","67","1","2","0","90","0","0","1","183","345","Sandowne Public School"
"039","KITCHENER--WATERLOO","040","U","KITCHENER","17","49","0","8","0","59","1","0","0","134","348","Bridgeport Public School"
"039","KITCHENER--WATERLOO","041","U","KITCHENER","26","59","1","4","0","99","0","0","0","189","429","Bridgeport Public School"
"039","KITCHENER--WATERLOO","042","U","KITCHENER","27","18","0","0","0","53","1","0","0","99","313","Sts. Peter and  Paul Greek Orthodox Church"
"039","KITCHENER--WATERLOO","043","U","KITCHENER","38","27","0","0","2","58","0","0","0","125","295","Sts. Peter and  Paul Greek Orthodox Church"
"039","KITCHENER--WATERLOO","044","U","KITCHENER","26","42","0","2","0","78","0","0","0","148","385","Sts. Peter and  Paul Greek Orthodox Church"
"039","KITCHENER--WATERLOO","045","U","KITCHENER","43","49","2","1","1","83","1","1","0","181","434","Sts. Peter and  Paul Greek Orthodox Church"
"039","KITCHENER--WATERLOO","046","U","KITCHENER","32","36","2","5","0","56","1","0","0","132","366","St. Paul's Lutheran Church"
"039","KITCHENER--WATERLOO","047","U","KITCHENER","54","59","2","3","0","74","1","1","0","194","520","Prueter Public School"
"039","KITCHENER--WATERLOO","048","U","KITCHENER","52","54","1","10","1","60","0","0","0","178","505","Prueter Public School"
"039","KITCHENER--WATERLOO","049","U","KITCHENER","37","27","1","8","2","60","0","0","0","135","296","Prueter Public School"
"039","KITCHENER--WATERLOO","050","U","KITCHENER","49","61","7","7","2","71","0","0","0","197","377","Prueter Public School"
"039","KITCHENER--WATERLOO","051","U","KITCHENER","30","32","0","4","0","37","1","0","0","104","300","Grace Lutheran Church"
"039","KITCHENER--WATERLOO","052","U","KITCHENER","50","81","0","9","1","72","1","0","1","215","543","Grace Lutheran Church"
"039","KITCHENER--WATERLOO","053","U","KITCHENER","29","45","1","8","0","66","2","0","0","151","296","Grace Lutheran Church"
"039","KITCHENER--WATERLOO","054","U","WATERLOO","42","38","1","4","1","67","0","0","0","153","332","Parkminster United Church"
"039","KITCHENER--WATERLOO","055","U","WATERLOO","38","84","0","2","0","81","0","0","0","205","381","Parkminster United Church"
"039","KITCHENER--WATERLOO","056","U","WATERLOO","23","36","0","6","0","46","0","0","0","111","296","Parkminster United Church"
"039","KITCHENER--WATERLOO","057","U","WATERLOO","56","72","0","7","1","45","0","0","0","181","528","Emmanuel at Brighton Child Care Centre"
"039","KITCHENER--WATERLOO","058","U","WATERLOO","25","67","1","9","1","66","0","0","0","169","347","Church of the Holy Saviour"
"039","KITCHENER--WATERLOO","059","U","WATERLOO","43","69","3","4","1","86","0","0","0","206","405","Parkminster United Church"
"039","KITCHENER--WATERLOO","060","U","WATERLOO","28","42","0","3","0","94","1","0","0","168","322","Glen Acres Baptist Church"
"039","KITCHENER--WATERLOO","061","U","WATERLOO","41","47","1","2","0","72","0","1","0","164","308","Glen Acres Baptist Church"
"039","KITCHENER--WATERLOO","062","U","WATERLOO","56","64","0","15","0","56","0","0","0","191","576","Glen Acres Baptist Church"
"039","KITCHENER--WATERLOO","063","U","KITCHENER","41","59","1","2","0","41","0","0","0","144","353","Grace Lutheran Church"
"039","KITCHENER--WATERLOO","064","U","KITCHENER","42","40","0","6","0","40","1","0","0","129","269","Grace Lutheran Church"
"039","KITCHENER--WATERLOO","065","U","KITCHENER","31","44","0","5","0","32","0","0","0","112","290","Grace Lutheran Church"
"039","KITCHENER--WATERLOO","066","U","KITCHENER","56","57","0","5","0","22","0","0","0","140","341","Calvary Memorial United Church"
"039","KITCHENER--WATERLOO","067","U","KITCHENER","46","45","1","3","0","36","0","0","0","131","340","Calvary Memorial United Church"
"039","KITCHENER--WATERLOO","068","U","WATERLOO","80","76","0","13","1","82","0","0","0","252","592","Church of the Holy Saviour"
"039","KITCHENER--WATERLOO","069","U","WATERLOO","62","67","2","3","0","53","0","0","0","187","352","Church of the Holy Saviour"
"039","KITCHENER--WATERLOO","070","U","WATERLOO","44","105","1","7","1","57","0","0","0","215","482","Church of the Holy Saviour"
"039","KITCHENER--WATERLOO","071","U","KITCHENER","..........................NO POLL HELD..........................","","","","","","","","","","",""
"039","KITCHENER--WATERLOO","072","U","KITCHENER","66","47","0","6","0","18","0","0","1","138","265","Calvary Memorial United Church"
"039","KITCHENER--WATERLOO","073","U","KITCHENER","50","61","3","10","0","40","1","0","0","165","380","Calvary Memorial United Church"
"039","KITCHENER--WATERLOO","074","U","KITCHENER","22","30","1","1","0","27","0","0","1","82","230","Fellowship Christian School"
"039","KITCHENER--WATERLOO","075","U","KITCHENER","49","73","0","5","1","32","0","0","0","160","323","Fellowship Christian School"
"039","KITCHENER--WATERLOO","076","U","KITCHENER","28","36","1","2","0","54","0","0","0","121","339","Fellowship Christian School"
"039","KITCHENER--WATERLOO","077","U","WATERLOO","25","120","1","4","1","87","1","0","0","239","380","Redeemer Lutheran Church"
"039","KITCHENER--WATERLOO","078","U","WATERLOO","53","75","1","4","1","30","0","0","1","165","293","Redeemer Lutheran Church"
"039","KITCHENER--WATERLOO","079","U","WATERLOO","35","66","1","5","0","31","1","0","1","140","291","First United Church"
"039","KITCHENER--WATERLOO","080","U","WATERLOO","69","99","0","4","1","60","4","0","0","237","505","Church of the Holy Saviour"
"039","KITCHENER--WATERLOO","081","U","WATERLOO","28","62","2","5","0","44","0","0","0","141","293","First United Church"
"039","KITCHENER--WATERLOO","082","U","WATERLOO","56","86","1","8","0","19","0","0","1","171","354","First United Church"
"039","KITCHENER--WATERLOO","083","U","WATERLOO","48","103","0","3","0","62","2","0","0","218","393","First United Church"
"039","KITCHENER--WATERLOO","084","U","WATERLOO","20","43","1","5","2","33","0","0","0","104","257","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","085","U","WATERLOO","39","67","0","11","0","41","0","0","0","158","347","Waterloo Memorial Recreation Complex"
"039","KITCHENER--WATERLOO","086","U","WATERLOO","53","60","2","2","0","38","0","0","0","155","349","Waterloo Memorial Recreation Complex"
"039","KITCHENER--WATERLOO","087","U","WATERLOO","55","126","1","18","2","58","0","0","0","260","1300","Macgregor Public School"
"039","KITCHENER--WATERLOO","088","U","WATERLOO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"039","KITCHENER--WATERLOO","089A","U","WATERLOO","69","123","3","12","0","54","1","0","0","262","332","Wilfred Laurier - Fred Nichols Campus Centre"
"039","KITCHENER--WATERLOO","089B","U","WATERLOO","40","82","1","4","2","45","0","0","0","174","286","Wilfred Laurier - Fred Nichols Campus Centre"
"039","KITCHENER--WATERLOO","090","U","WATERLOO","21","26","2","4","0","9","0","0","0","62","414","Macgregor Public School"
"039","KITCHENER--WATERLOO","091","U","WATERLOO","30","32","0","3","0","48","0","0","0","113","313","Emmanuel at Brighton Child Care Centre"
"039","KITCHENER--WATERLOO","092","U","WATERLOO","50","39","0","7","1","34","1","0","1","133","344","Macgregor Public School"
"039","KITCHENER--WATERLOO","093","U","WATERLOO","63","65","2","7","0","32","0","0","0","169","424","Macgregor Public School"
"039","KITCHENER--WATERLOO","094","U","WATERLOO","54","68","1","6","0","31","0","0","0","160","340","Emmanuel at Brighton Child Care Centre"
"039","KITCHENER--WATERLOO","095","U","WATERLOO","24","76","3","4","0","81","0","0","0","188","473","Emmanuel at Brighton Child Care Centre"
"039","KITCHENER--WATERLOO","096","U","WATERLOO","21","58","0","0","1","68","2","0","0","150","335","St. Agnes Catholic Elementary School"
"039","KITCHENER--WATERLOO","097","U","WATERLOO","41","57","0","5","0","57","0","0","0","160","383","St. Agnes Catholic Elementary School"
"039","KITCHENER--WATERLOO","098","U","WATERLOO","34","27","2","5","1","60","0","0","0","129","326","St. Agnes Catholic Elementary School"
"039","KITCHENER--WATERLOO","099","U","WATERLOO","27","100","2","7","2","94","0","0","0","232","443","St. Agnes Catholic Elementary School"
"039","KITCHENER--WATERLOO","100","U","WATERLOO","67","65","1","7","2","96","2","0","0","240","570","Lincoln Heights Evanglican Missionary Church"
"039","KITCHENER--WATERLOO","101","U","WATERLOO","25","69","1","4","0","83","0","0","0","182","364","Lincoln Heights Evanglican Missionary Church"
"039","KITCHENER--WATERLOO","102","U","WATERLOO","31","60","0","9","4","75","1","0","0","180","356","Lincoln Heights Evanglican Missionary Church"
"039","KITCHENER--WATERLOO","103","U","WATERLOO","47","53","1","2","2","110","1","1","0","217","437","Mother Elizabeth Bruyere School"
"039","KITCHENER--WATERLOO","104","U","WATERLOO","29","39","0","12","0","64","1","0","0","145","300","Mother Elizabeth Bruyere School"
"039","KITCHENER--WATERLOO","105","U","WATERLOO","20","28","1","5","0","24","0","0","0","78","431","Waterloo Pentecostal Assembly"
"039","KITCHENER--WATERLOO","106","U","WATERLOO","25","45","2","9","0","37","0","0","0","118","540","Waterloo Pentecostal Assembly"
"039","KITCHENER--WATERLOO","107","U","WATERLOO","14","52","1","8","0","26","0","0","0","101","359","St. Michael's Church"
"039","KITCHENER--WATERLOO","108","U","WATERLOO","19","34","0","5","1","29","1","0","0","89","489","St. Michael's Church"
"039","KITCHENER--WATERLOO","109A","U","WATERLOO","44","80","1","16","1","20","0","0","0","162","586","University of Waterloo - Village 1, Great Hall"
"039","KITCHENER--WATERLOO","109B","U","WATERLOO","82","122","3","16","1","34","0","3","1","262","590","University of Waterloo - Village 1, Great Hall"
"039","KITCHENER--WATERLOO","110","U","WATERLOO",".......................COMBINED WITH POLL 109B.......................","","","","","","","","","","","University of Waterloo - Village 1, Great Hall"
"039","KITCHENER--WATERLOO","111A","U","WATERLOO",".......................COMBINED WITH POLL 112.......................","","","","","","","","","","","University of Waterloo - Village 1, Great Hall"
"039","KITCHENER--WATERLOO","111B","U","WATERLOO",".......................COMBINED WITH POLL 113.......................","","","","","","","","","","","University of Waterloo - Village 1, Great Hall"
"039","KITCHENER--WATERLOO","112","U","WATERLOO","38","89","2","12","1","55","1","0","0","198","292","Waterloo Christian Reformed Church"
"039","KITCHENER--WATERLOO","113","U","WATERLOO","45","78","1","10","0","37","0","0","0","171","436","Albert McCormick Arena"
"039","KITCHENER--WATERLOO","114","U","WATERLOO","51","45","2","10","0","59","0","0","0","167","482","Winston Churchill Public School"
"039","KITCHENER--WATERLOO","115","U","WATERLOO","30","43","3","8","0","44","0","0","0","128","353","Winston Churchill Public School"
"039","KITCHENER--WATERLOO","116","U","WATERLOO","19","20","3","4","0","11","0","1","0","58","188","Waterloo Pentecostal Assembly"
"039","KITCHENER--WATERLOO","117","U","WATERLOO","11","42","2","7","0","71","0","0","0","133","316","Waterloo Knights"
"039","KITCHENER--WATERLOO","118","U","WATERLOO","21","39","1","0","0","60","0","0","2","123","339","Waterloo Knights"
"039","KITCHENER--WATERLOO","119","U","WATERLOO","31","73","4","5","0","54","0","0","0","167","330","Winston Churchill Public School"
"039","KITCHENER--WATERLOO","120","U","WATERLOO","35","42","2","10","0","40","0","0","1","130","399","Albert McCormick Arena"
"039","KITCHENER--WATERLOO","121","U","WATERLOO","35","52","3","2","0","32","1","0","1","126","378","Albert McCormick Arena"
"039","KITCHENER--WATERLOO","122","U","WATERLOO","48","59","6","7","0","78","1","0","0","199","562","Messiah Lutheran Church"
"039","KITCHENER--WATERLOO","123","U","WATERLOO","41","68","2","4","1","107","0","0","0","223","379","Messiah Lutheran Church"
"039","KITCHENER--WATERLOO","124","U","WATERLOO","31","70","1","7","0","94","0","1","0","204","390","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","125","U","WATERLOO","18","39","0","10","1","14","1","0","2","85","360","Messiah Lutheran Church"
"039","KITCHENER--WATERLOO","126","U","WATERLOO","16","63","2","3","2","107","1","0","0","194","418","Waterloo Christian Reformed Church"
"039","KITCHENER--WATERLOO","127","U","WATERLOO","30","40","2","4","0","76","0","0","0","152","378","Waterloo Christian Reformed Church"
"039","KITCHENER--WATERLOO","128","U","WATERLOO","27","51","4","5","0","86","0","0","0","173","385","Waterloo Christian Reformed Church"
"039","KITCHENER--WATERLOO","129","U","WATERLOO","51","62","0","8","1","96","1","0","0","219","440","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","130","U","WATERLOO","46","46","2","4","1","81","0","0","0","180","474","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","131","U","WATERLOO","22","36","0","8","0","41","0","0","0","107","308","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","132","U","WATERLOO","34","50","0","3","0","84","1","0","0","172","374","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","133","U","WATERLOO","26","64","0","9","1","92","2","1","0","195","464","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","134","U","WATERLOO","23","69","0","9","0","127","1","0","0","229","442","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","135","U","WATERLOO","19","105","0","1","0","103","0","0","0","228","462","Sir Edgar Bauer Catholic Elementary School"
"039","KITCHENER--WATERLOO","136","U","WATERLOO","24","79","2","8","0","141","2","0","0","256","501","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","137","U","WATERLOO","32","55","5","7","2","105","0","0","0","206","453","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","138","U","WATERLOO","53","64","3","3","2","69","0","0","0","194","415","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","139","U","WATERLOO","37","60","3","2","0","86","0","0","0","188","397","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","140","U","WATERLOO","28","73","0","3","1","104","1","0","0","210","443","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","141","U","WATERLOO","17","82","0","7","0","105","0","0","0","211","410","Trinity Evangelical Missionary Church"
"039","KITCHENER--WATERLOO","142","U","WATERLOO","25","54","2","4","0","87","0","0","0","172","367","Trinity Evangelical Missionary Church"
"039","KITCHENER--WATERLOO","143","U","WATERLOO","12","58","0","1","0","98","0","0","1","170","367","Northlake Woods Public School"
"039","KITCHENER--WATERLOO","144","U","WATERLOO","25","76","0","2","2","154","1","0","0","260","638","Northlake Woods Public School"
"039","KITCHENER--WATERLOO","145","U","WATERLOO","57","75","3","6","0","68","0","0","0","209","454","Laurel Church Centre - All Saints Anglican Chur"
"039","KITCHENER--WATERLOO","146","U","WATERLOO","27","106","2","5","2","167","0","0","0","309","703","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","147","U","WATERLOO","24","53","0","6","2","47","0","0","0","132","341","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","148","U","WATERLOO","17","57","1","2","0","45","0","0","0","122","326","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","149","U","WATERLOO","29","45","0","0","0","30","0","0","0","104","354","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","150","U","WATERLOO","7","84","2","4","2","91","1","1","0","192","454","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","151","U","WATERLOO","19","78","1","6","0","78","0","0","1","183","392","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","152","U","WATERLOO","18","57","2","3","3","82","0","1","0","166","407","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","153","U","WATERLOO","26","51","1","1","0","90","0","0","0","169","368","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","154","U","WATERLOO","21","53","1","1","0","57","0","0","0","133","342","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","155","U","WATERLOO","20","25","0","0","0","7","0","0","0","52","201","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","156","U","WATERLOO","7","82","1","3","0","101","0","0","0","194","422","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","157","U","WATERLOO","8","92","0","1","0","108","0","0","0","209","428","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","158","U","WATERLOO","17","57","0","2","0","72","0","0","0","148","372","St. Nicholas Catholic Elementary School"
"039","KITCHENER--WATERLOO","159","U","WATERLOO","18","74","1","6","1","46","0","1","0","147","376","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","160","U","WATERLOO","34","60","0","3","0","40","0","0","0","137","354","Abraham Erb Public School"
"039","KITCHENER--WATERLOO","161","U","WATERLOO","12","69","1","5","1","83","0","0","0","171","426","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","162","U","WATERLOO","15","41","0","0","0","62","0","0","0","118","324","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","163","U","WATERLOO","17","73","1","3","0","74","0","0","0","168","415","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","164","U","WATERLOO","23","69","0","3","1","54","0","0","0","150","379","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","165","U","WATERLOO","29","55","1","3","0","44","1","0","0","133","369","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","166","U","WATERLOO","24","50","0","3","0","64","2","0","0","143","307","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","167","U","WATERLOO","23","67","0","4","0","72","0","0","0","166","382","Edna Staebler Public School"
"039","KITCHENER--WATERLOO","168","U","WATERLOO","33","31","0","2","0","44","0","1","1","112","346","K-W Bilingual School"
"039","KITCHENER--WATERLOO","169","U","WATERLOO","24","31","2","2","0","30","0","0","0","89","282","K-W Bilingual School"
"039","KITCHENER--WATERLOO","170","U","WATERLOO","31","89","2","4","0","106","0","0","1","233","586","K-W Bilingual School"
"039","KITCHENER--WATERLOO","171","U","WATERLOO","12","93","0","4","1","135","0","0","0","245","511","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","172","U","WATERLOO","15","71","1","1","0","87","0","0","0","175","378","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","173","U","WATERLOO","9","69","1","3","0","94","0","0","0","176","385","K-W Bilingual School"
"039","KITCHENER--WATERLOO","174","U","WATERLOO","29","37","0","4","0","31","0","0","0","101","332","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","175","U","WATERLOO","9","69","0","1","0","107","0","0","0","186","465","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","176","U","WATERLOO","5","40","0","1","0","79","1","0","0","126","267","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","177","U","WATERLOO","13","89","1","5","0","148","0","0","0","256","499","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","178","U","WATERLOO","12","92","2","0","1","126","0","0","0","233","440","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","179","U","WATERLOO","19","75","4","1","0","102","0","0","0","201","421","Mary Johnston Public School"
"039","KITCHENER--WATERLOO","180","U","WATERLOO","30","85","1","3","0","98","0","0","0","217","529","Centennial Public School"
"039","KITCHENER--WATERLOO","181","U","WATERLOO","19","80","0","3","0","113","0","0","0","215","417","Centennial Public School"
"039","KITCHENER--WATERLOO","182","U","WATERLOO","13","104","1","1","1","95","2","0","0","217","444","Centennial Public School"
"039","KITCHENER--WATERLOO","183","U","WATERLOO","10","78","1","4","0","91","0","0","0","184","425","Centennial Public School"
"039","KITCHENER--WATERLOO","184","U","WATERLOO","17","70","3","3","1","46","0","0","0","140","358","Centennial Public School"
"039","KITCHENER--WATERLOO","185","U","WATERLOO","14","119","1","4","0","79","0","0","0","217","396","Centennial Public School"
"039","KITCHENER--WATERLOO","186","U","WATERLOO","22","81","2","4","0","45","0","0","0","154","367","Centennial Public School"
"039","KITCHENER--WATERLOO","187","U","WATERLOO","15","61","1","1","0","72","0","0","0","150","299","Centennial Public School"
"039","KITCHENER--WATERLOO","188","U","WATERLOO","24","41","0","6","0","45","0","0","0","116","411","First Baptist Church"
"039","KITCHENER--WATERLOO","189","U","WATERLOO","39","74","1","6","0","75","2","0","0","197","463","First Baptist Church"
"039","KITCHENER--WATERLOO","190","U","WATERLOO","40","52","3","6","0","53","0","0","0","154","450","First Baptist Church"
"039","KITCHENER--WATERLOO","191","U","WATERLOO","39","71","0","5","0","73","0","0","0","188","406","First Baptist Church"
"039","KITCHENER--WATERLOO","192","U","WATERLOO","46","66","1","9","0","19","1","0","1","143","467","First Baptist Church"
"039","KITCHENER--WATERLOO","193","U","WATERLOO","12","33","1","4","0","62","0","0","0","112","265","First Baptist Church"
"039","KITCHENER--WATERLOO","194","U","WATERLOO","28","55","1","4","0","75","0","0","0","163","413","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","195","U","WATERLOO","62","94","1","3","0","83","1","1","0","245","396","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","196","U","WATERLOO","24","87","1","4","2","118","0","0","0","236","420","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","197","U","WATERLOO","32","96","1","6","1","109","0","0","0","245","514","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","198","U","WATERLOO","13","23","1","0","0","19","0","0","0","56","199","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","199","U","WATERLOO","15","23","0","3","1","19","0","0","0","61","354","Mount Zion Lutheran Church"
"039","KITCHENER--WATERLOO","200","U","KITCHENER","29","68","1","4","0","79","0","0","0","181","407","Resurrection Catholic Secondary School"
"039","KITCHENER--WATERLOO","201","U","KITCHENER","6","46","2","4","0","61","0","1","0","120","222","Resurrection Catholic Secondary School"
"039","KITCHENER--WATERLOO","202","U","WATERLOO","19","51","4","3","0","100","1","0","0","178","327","Holy Rosary Catholic Elementary School"
"039","KITCHENER--WATERLOO","203","U","WATERLOO","18","69","1","3","0","81","0","0","0","172","388","First Baptist Church"
"039","KITCHENER--WATERLOO","204","U","WATERLOO","34","56","2","9","1","64","0","0","0","166","371","Holy Rosary Catholic Elementary School"
"039","KITCHENER--WATERLOO","205","U","WATERLOO","21","100","0","3","0","112","0","1","1","238","509","Westvale Public School"
"039","KITCHENER--WATERLOO","206","U","WATERLOO","12","103","1","3","0","97","0","0","1","217","467","Westvale Public School"
"039","KITCHENER--WATERLOO","207","U","WATERLOO","30","94","1","8","0","111","0","1","0","245","473","Holy Rosary Catholic Elementary School"
"039","KITCHENER--WATERLOO","208","U","WATERLOO","17","65","0","4","0","97","0","0","0","183","352","Holy Rosary Catholic Elementary School"
"039","KITCHENER--WATERLOO","209","U","WATERLOO","34","73","2","2","0","48","0","0","1","160","334","Holy Rosary Catholic Elementary School"
"039","KITCHENER--WATERLOO","210","U","WATERLOO","38","61","1","6","2","86","0","0","0","194","419","Westvale Public School"
"039","KITCHENER--WATERLOO","211","U","WATERLOO","36","80","0","3","1","115","0","0","1","236","509","Westvale Public School"
