"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DONNELLY","MACDONALD","MACDONALD","MCDONELL","REIST","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","039","R","MORRISBURG","1","42","20","128","1","0","0","0","192","415","George Jowett"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","040","R","MORRISBURG","1","19","43","103","6","1","0","0","173","446","Morrisburg Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","041","R","MORRISBURG","1","18","20","75","2","0","0","0","116","332","McIntosh Country Inn and Conference Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","042","R","MORRISBURG","3","35","52","129","4","1","0","0","224","522","Morrisburg Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","043","R","MORRISBURG","2","29","25","93","4","1","0","0","154","405","Morrisburg Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","044","R","MORRISBURG","1","22","19","58","0","1","0","0","101","335","McIntosh Country Inn and Conference Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","045","R","CRYSLER","4","37","32","86","2","0","0","0","161","353","Crysler Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","046","R","CRYSLER","3","38","72","117","6","1","0","0","237","465","Crysler Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","047","R","CRYSLER","0","28","42","79","4","1","0","0","154","299","Crysler Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","048","R","MOOSE CREEK","1","21","42","87","1","0","0","0","152","380","Moose Creek Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","049","R","MOOSE CREEK","4","46","44","104","1","0","0","0","199","483","Moose Creek Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","050","R","MOOSE CREEK","1","35","38","93","3","0","0","0","170","371","Moose Creek Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","051","R","FINCH","3","20","21","98","3","0","0","0","145","289","Finch Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","052","R","FINCH","4","18","19","80","5","1","0","1","128","294","Finch Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","053","R","MONKLAND","1","37","25","131","2","0","0","0","196","391","Monkland Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","054","R","FINCH","0","25","18","130","2","0","0","0","175","378","Finch Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","055","R","FINCH","0","24","21","90","1","0","0","0","136","351","Finch Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","056","R","AVONMORE","3","37","21","108","4","0","0","0","173","347","North Stormont Place"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","057","R","AVONMORE","0","22","16","91","3","0","0","0","132","296","North Stormont Place"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","058","R","MONKLAND","1","39","32","104","2","0","0","0","178","310","Monkland Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","059","R","NEWINGTON","0","22","23","89","4","0","1","0","139","293","Newington Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","060","R","NEWINGTON","1","32","23","111","2","0","0","0","169","324","Newington Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","061","R","INGLESIDE","2","29","31","116","5","0","0","1","184","423","St. Matthew's Presbyterian Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","062","R","INGLESIDE","1","30","24","137","7","0","1","0","200","473","St. Matthew's Presbyterian Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","063","R","LONG SAULT","2","43","25","138","2","0","0","0","210","441","Anglican Christ Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","064","R","LUNENBURG","1","30","33","111","3","0","0","0","178","476","Bonville Lions' Club"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","065","R","ST ANDREWS WEST","3","35","31","123","4","2","0","0","198","465","St. Andrew's Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","066","R","LUNENBURG","2","39","21","128","1","0","1","0","192","496","Bonville Lions' Club"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","067","R","ST ANDREWS WEST","1","35","39","123","2","0","1","1","202","440","St. Andrew's Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","068","R","ST ANDREWS WEST","0","36","35","137","4","1","0","0","213","469","St. Andrew's Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","069","R","INGLESIDE","1","42","37","109","0","1","0","0","190","428","South Stormont Seniors' Support Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","070","R","INGLESIDE","1","40","41","112","1","2","0","0","197","474","South Stormont Seniors' Support Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","071","R","INGLESIDE","1","30","40","96","5","1","1","0","174","395","South Stormont Seniors' Support Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","072","R","INGLESIDE","0","25","23","68","3","0","0","0","119","250","St. Matthew's Presbyterian Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","073","R","LONG SAULT","3","35","61","124","1","4","0","0","228","529","Anglican Christ Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","074","R","ST ANDREWS WEST","1","24","41","78","7","1","0","0","152","456","École Sainte-Lucie School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","075","R","ST ANDREWS WEST","1","46","37","96","4","2","0","0","186","382","École Sainte-Lucie School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","076","R","ST ANDREWS WEST","1","24","35","99","3","1","0","0","163","385","École Sainte-Lucie School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","077","R","ST ANDREWS WEST","3","27","30","97","1","0","0","0","158","384","École Sainte-Lucie School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","078","R","LONG SAULT","0","53","47","109","0","1","0","0","210","448","Anglican Christ Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","079","R","LONG SAULT","1","30","37","95","2","1","0","1","167","349","South Stormont Township Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","080","R","LONG SAULT","0","30","29","83","3","0","0","0","145","349","South Stormont Township Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","081","R","LONG SAULT","0","31","34","69","0","0","0","0","134","307","South Stormont Township Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","082","R","MARTINTOWN","2","25","30","122","1","2","1","1","184","347","Martintown Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","083","R","MARTINTOWN","1","22","31","133","4","1","0","0","192","348","Martintown Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","084","R","WILLIAMSTOWN","1","23","40","92","1","0","0","0","157","418","Char-Lan District High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","085A","R","GREEN VALLEY","1","27","53","87","4","1","0","0","173","396","Green Valley Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","085B","R","GREEN VALLEY","3","32","44","98","2","1","1","0","181","307","Green Valley Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","086","R","NORTH LANCASTER","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","087","R","NORTH LANCASTER","4","43","55","132","3","1","0","0","238","453","École l'Ange Gardien School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","088","R","MARTINTOWN","1","26","28","115","0","0","0","0","170","399","Martintown Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","089","R","WILLIAMSTOWN","1","33","22","135","0","0","0","0","191","419","Char-Lan District High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","090","R","WILLIAMSTOWN","0","42","31","107","3","0","0","0","183","410","Char-Lan District High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","091","R","GREEN VALLEY","0","8","20","36","1","0","0","0","65","235","Green Valley Community Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","092","R","LANCASTER","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","093","R","NORTH LANCASTER","4","42","34","131","5","0","0","2","218","480","École l'Ange Gardien School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","094","R","CORNWALL","0","43","39","71","2","0","0","0","155","385","Holy Trinity Catholic Secondary School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","095","R","CORNWALL","1","26","17","52","0","0","0","0","96","305","Holy Trinity Catholic Secondary School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","096","R","WILLIAMSTOWN","1","34","23","109","2","0","0","0","169","441","Char-Lan District High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","097","R","LANCASTER","1","25","23","59","3","0","0","0","111","307","Glengarry Outreach Senior Services"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","098","R","LANCASTER","3","41","33","114","4","0","0","0","195","478","Glengarry Outreach Senior Services"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","099","R","CORNWALL","0","28","29","97","0","1","0","0","155","381","Holy Trinity Catholic Secondary School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","100","R","CORNWALL","1","42","43","80","0","0","0","0","166","435","Holy Trinity Catholic Secondary School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","101","R","CORNWALL","1","44","59","94","7","1","0","0","206","447","Precious Blood Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","102","R","CORNWALL","0","16","27","72","1","0","0","0","116","241","Precious Blood Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","103","R","CORNWALL","2","29","40","114","1","1","1","0","188","372","Precious Blood Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","104","R","CORNWALL","1","36","21","116","4","0","0","0","178","332","Precious Blood Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","105","R","SOUTH LANCASTER","1","17","18","76","2","0","0","0","114","325","St. Andrews Presbyterian Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","106","R","SOUTH LANCASTER","1","32","20","71","3","0","0","0","127","297","St. Andrews Presbyterian Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","107","R","BAINSVILLE","4","30","33","105","0","1","0","0","173","368","Creg Quay Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","108","R","BAINSVILLE","4","24","23","62","4","0","0","0","117","231","Creg Quay Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","109","U","CORNWALL","1","34","22","67","4","0","0","0","128","391","Best Western Parkway Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","110","U","CORNWALL","1","66","33","97","1","0","1","1","200","464","Eamer's Corners Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","111","U","CORNWALL","0","41","37","71","2","1","0","0","152","431","Eamer's Corners Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","112","U","CORNWALL","2","41","43","92","1","0","0","0","179","435","Eamer's Corners Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","113","U","CORNWALL","1","50","43","91","3","0","0","0","188","474","Eamer's Corners Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","114","U","CORNWALL","0","38","55","107","1","1","0","0","202","394","Eamer's Corners Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","115","U","CORNWALL","2","36","56","89","3","0","0","0","186","392","Eamer's Corners Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","116","U","CORNWALL","2","34","26","51","2","0","1","0","116","427","Seaway Senior Citizens Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","117","U","CORNWALL","0","47","50","92","2","2","0","0","193","385","St. Matthews Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","118","U","CORNWALL","1","42","51","137","1","1","0","0","233","473","Viscount Alexander Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","119","U","CORNWALL","2","55","43","97","1","0","0","0","198","398","Viscount Alexander Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","120","U","CORNWALL","0","52","47","80","2","0","0","0","181","365","Viscount Alexander Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","121","U","CORNWALL","1","50","33","84","3","2","0","0","173","377","Viscount Alexander Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","122","U","CORNWALL","0","31","26","79","2","0","0","0","138","284","St. Matthews Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","123","U","CORNWALL","1","36","35","75","3","0","0","0","150","373","St. Matthews Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","124","U","CORNWALL","2","56","37","75","2","1","0","0","173","425","Best Western Parkway Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","125","U","CORNWALL","3","47","59","51","2","0","0","0","162","383","Best Western Parkway Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","126","U","CORNWALL","3","67","54","79","2","0","1","0","206","477","École Notre Dame School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","127","U","CORNWALL","1","49","55","82","1","2","1","1","192","420","École Notre Dame School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","128","U","CORNWALL","1","28","26","26","0","0","0","0","81","231","École Notre Dame School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","129","U","CORNWALL","0","48","28","36","1","0","0","0","113","362","École Notre Dame School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","130","U","CORNWALL","1","29","28","49","1","2","0","0","110","353","École Saint-Gabriel School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","131","U","CORNWALL","2","30","28","66","2","1","0","0","129","340","École Saint-Gabriel School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","132","U","CORNWALL","0","18","42","45","3","1","0","0","109","342","Best Western Parkway Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","133","U","CORNWALL","0","33","27","30","0","0","0","0","90","434","Salle Eglise Sainte-Therese Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","134","U","CORNWALL","4","45","29","39","3","0","1","0","121","317","Salle Eglise Sainte-Therese Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","135","U","CORNWALL","2","40","42","69","1","0","0","0","154","339","Sacred Heart School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","136","U","CORNWALL","0","34","28","56","1","0","1","0","120","311","École Saint-Gabriel School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","137","U","CORNWALL","2","45","21","63","5","1","0","0","137","355","École Saint-Gabriel School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","138","U","CORNWALL","3","32","33","36","2","1","0","0","107","339","Best Western Parkway Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","139","U","CORNWALL","3","31","18","51","0","2","0","0","105","314","Salle Eglise Sainte-Therese Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","140","U","CORNWALL","1","41","36","61","4","0","0","0","143","375","Salle Eglise Sainte-Therese Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","141","U","CORNWALL","3","40","38","48","0","0","0","0","129","365","Sacred Heart School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","142","U","CORNWALL","1","38","22","48","1","0","0","0","110","329","Sacred Heart School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","143","U","CORNWALL","3","33","27","46","0","0","1","0","110","381","Seaway Senior Citizens Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","144","U","CORNWALL","1","46","27","39","0","0","0","0","113","338","Seaway Senior Citizens Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","145","U","CORNWALL","3","48","38","64","1","2","0","0","156","354","Seaway Senior Citizens Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","146","U","CORNWALL","2","41","15","35","3","1","0","0","97","396","Ramada Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","147","U","CORNWALL","1","17","19","29","1","0","0","0","67","250","Navy Veterans' Association"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","148","U","CORNWALL","2","36","23","44","0","1","0","0","106","335","Navy Veterans' Association"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","149","U","CORNWALL","3","26","26","44","2","0","0","0","101","366","Ramada Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","150","U","CORNWALL","0","28","14","22","0","0","0","0","64","346","Ramada Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","151","U","CORNWALL","0","29","28","31","0","0","0","0","88","305","Navy Veterans' Association"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","152","U","CORNWALL","0","29","12","34","1","0","0","0","76","313","Navy Veterans' Association"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","153","U","CORNWALL","1","27","22","30","2","1","0","0","83","322","Royal Canadian Legion - Cornwall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","154","U","CORNWALL","0","23","24","42","1","0","0","0","90","402","Ramada Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","155","U","CORNWALL","0","21","24","38","5","0","0","0","88","332","Trinity Anglican Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","156","U","CORNWALL","0","43","14","20","1","0","0","0","78","258","Navy Veterans' Association"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","157","U","CORNWALL","0","21","11","27","1","0","0","0","60","273","Royal Canadian Legion - Cornwall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","158","U","CORNWALL","1","26","20","44","0","0","0","0","91","258","Trinity Anglican Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","159","U","CORNWALL","1","37","29","32","1","1","1","0","102","284","Central Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","160","U","CORNWALL","1","42","19","36","2","0","0","0","100","351","Central Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","161","U","CORNWALL","4","28","28","27","2","0","0","0","89","331","Central Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","162","U","CORNWALL","1","40","48","68","4","0","1","0","162","343","École secondaire la Citadelle"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","163","U","CORNWALL","3","12","8","30","2","0","1","0","56","255","Royal Canadian Legion - Cornwall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","164","U","CORNWALL","1","37","34","54","0","0","0","0","126","395","Royal Canadian Legion - Cornwall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","165","U","CORNWALL","2","45","22","40","1","0","4","0","114","279","Trinity Anglican Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","166","U","CORNWALL","2","11","29","36","0","3","0","0","81","222","Trinity Anglican Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","167","U","CORNWALL","2","41","26","36","1","0","0","0","106","350","Trinity Anglican Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","168","U","CORNWALL","0","28","26","39","2","0","1","0","96","269","Central Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","169","U","CORNWALL","2","38","33","32","6","0","0","0","111","377","Central Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","170","U","CORNWALL","0","18","24","14","0","0","0","0","56","315","Central Public School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","171","U","CORNWALL","0","33","23","26","4","0","0","0","86","339","Centre Charles - Emile Claude"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","172","U","CORNWALL","1","26","20","15","4","0","0","0","66","223","Centre Charles - Emile Claude"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","173","U","CORNWALL","2","10","19","10","2","0","1","0","44","198","Centre Charles - Emile Claude"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","174","U","CORNWALL","0","11","17","14","2","0","0","0","44","243","Centre Charles - Emile Claude"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","175","U","CORNWALL","0","25","26","43","2","0","2","0","98","271","École secondaire la Citadelle"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","176","U","CORNWALL","1","27","62","87","2","1","0","0","180","380","Salle Eglise Saint-Felix Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","177","U","CORNWALL","2","59","65","72","3","2","2","0","205","476","St. Lawrence High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","178","U","CORNWALL","1","26","30","56","1","1","0","0","115","317","École secondaire la Citadelle"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","179","U","CORNWALL","2","22","51","49","1","0","0","0","125","310","École secondaire la Citadelle"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","180","U","CORNWALL","0","35","44","70","1","1","0","0","151","429","Salle Eglise Saint-Felix Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","181","U","CORNWALL","1","58","87","59","0","0","0","0","205","433","Salle Eglise Saint-Felix Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","182","U","CORNWALL","4","38","39","38","3","0","0","0","122","296","Salle Eglise Saint-Felix Church Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","183","U","CORNWALL","1","43","72","85","1","1","0","0","203","476","St. Lawrence High School"
