"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BRISTER","MATYI","NATYSHAK","SCHMIDT","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"022","ESSEX","032","R","LAKESHORE (BELLE RIVER)","38","4","75","44","0","0","0","161","431","École Pavillon des Jeunes"
"022","ESSEX","033","R","LAKESHORE (BELLE RIVER)","64","3","106","72","0","0","0","245","562","École Pavillon des Jeunes"
"022","ESSEX","034","R","LAKESHORE (BELLE RIVER)","20","6","72","46","2","0","0","146","351","École Pavillon des Jeunes"
"022","ESSEX","035","R","LAKESHORE (BELLE RIVER)","40","0","59","34","1","0","0","134","318","École Pavillon des Jeunes"
"022","ESSEX","036","R","LAKESHORE","27","1","45","25","0","0","0","98","277","Belle River United Church Hall"
"022","ESSEX","037","R","LAKESHORE","21","1","51","15","0","0","0","88","292","Belle River United Church Hall"
"022","ESSEX","038","R","LAKESHORE","30","0","48","32","0","0","0","110","283","Belle River United Church Hall"
"022","ESSEX","039","R","LAKESHORE","47","0","71","30","0","0","0","148","350","Belle River United Church Hall"
"022","ESSEX","040","R","LAKESHORE","27","4","56","22","1","0","0","110","291","St. Simon and  St. Jude Hall"
"022","ESSEX","041","R","LAKESHORE","36","2","92","30","1","1","0","162","376","St. Simon and  St. Jude Hall"
"022","ESSEX","042","R","LAKESHORE","48","0","82","32","0","0","0","162","359","St. Simon and  St. Jude Hall"
"022","ESSEX","043","R","LAKESHORE","53","6","157","54","1","1","0","272","598","St. Simon and  St. Jude Hall"
"022","ESSEX","044","R","LAKESHORE","43","5","87","27","0","0","0","162","333","St. Simon and  St. Jude Hall"
"022","ESSEX","045","R","LAKESHORE","33","3","90","32","0","0","0","158","373","St. Simon and  St. Jude Hall"
"022","ESSEX","046","R","LAKESHORE","43","1","86","34","1","0","0","165","402","St. Simon and  St. Jude Hall"
"022","ESSEX","047","R","LAKESHORE","19","2","50","30","0","0","0","101","289","Visitation Parish"
"022","ESSEX","048","R","LAKESHORE","19","2","60","32","1","0","0","114","292","Visitation Parish"
"022","ESSEX","049","R","LAKESHORE","16","1","28","20","0","0","0","65","232","St. John's Parish Hall"
"022","ESSEX","050","R","LAKESHORE","49","1","52","49","0","0","0","151","421","St. John's Parish Hall"
"022","ESSEX","051","R","LAKESHORE","77","8","98","42","0","0","0","225","465","St. John's Parish Hall"
"022","ESSEX","052","R","LAKESHORE","37","2","62","24","0","0","0","125","241","Woodslee United Church Hall"
"022","ESSEX","053","R","LAKESHORE","50","4","63","30","0","0","0","147","293","St. John's Parish Hall"
"022","ESSEX","054","R","LAKESHORE","33","6","64","20","1","0","0","124","317","Comber Community Centre"
"022","ESSEX","055","R","LAKESHORE","19","7","71","23","1","0","0","121","300","Comber Community Centre"
"022","ESSEX","056","R","LAKESHORE","51","12","80","35","0","0","0","178","453","Comber Community Centre"
"022","ESSEX","057","R","LAKESHORE","34","2","21","11","0","1","0","69","156","Comber Community Centre"
"022","ESSEX","058","R","LAKESHORE","23","1","23","32","0","1","0","80","209","Comber Community Centre"
"022","ESSEX","059","R","LAKESHORE","51","3","63","58","0","0","0","175","374","École Saint Paul"
"022","ESSEX","060","R","LAKESHORE","45","3","62","38","0","2","0","150","385","Visitation Parish"
"022","ESSEX","061","R","LAKESHORE","42","1","54","40","1","0","0","138","382","Visitation Parish"
"022","ESSEX","062","R","LAKESHORE","49","7","74","31","0","0","0","161","364","École Saint Paul"
"022","ESSEX","063","R","LAKESHORE","20","2","56","11","0","0","0","89","231","École Saint Paul"
"022","ESSEX","064","R","LAKESHORE","26","3","60","29","0","0","1","119","295","École Saint Paul"
"022","ESSEX","065","R","LAKESHORE","43","1","72","25","0","0","0","141","333","École Saint Paul"
"022","ESSEX","066","R","LAKESHORE","..........................NO POLL HELD..........................","","","","","","","","",""
"022","ESSEX","067","R","LAKESHORE","75","3","76","56","1","0","0","211","511","École Saint Paul"
"022","ESSEX","068","R","LASALLE","21","4","34","19","1","0","0","79","278","Vollmer Complex"
"022","ESSEX","069","R","LASALLE","33","1","67","28","0","0","0","129","415","Vollmer Complex"
"022","ESSEX","070","R","LASALLE","20","2","68","31","0","0","0","121","348","Vollmer Complex"
"022","ESSEX","071","R","LASALLE","38","4","60","44","0","0","0","146","424","Sacred Heart Church Community Centre"
"022","ESSEX","072","R","LASALLE","46","0","80","51","0","0","0","177","420","Sacred Heart Church Community Centre"
"022","ESSEX","073","R","LASALLE","24","3","53","33","0","0","0","113","356","Sacred Heart Church Community Centre"
"022","ESSEX","074","R","LASALLE","38","0","67","27","0","0","0","132","365","Vollmer Complex"
"022","ESSEX","075","R","LASALLE","25","3","60","31","0","0","0","119","347","Vollmer Complex"
"022","ESSEX","076","R","LASALLE","48","3","51","43","0","0","0","145","428","Sacred Heart Church Community Centre"
"022","ESSEX","077","R","LASALLE","48","7","69","49","0","1","0","174","377","Lasalle Public School"
"022","ESSEX","078","R","LASALLE","54","4","82","38","0","0","0","178","425","Sacred Heart Church Community Centre"
"022","ESSEX","079","R","LASALLE","35","1","49","47","0","0","0","132","366","Sacred Heart Church Community Centre"
"022","ESSEX","080","R","LASALLE","64","2","93","46","0","0","1","206","462","Lasalle Public School"
"022","ESSEX","081","R","LASALLE","40","2","72","24","0","0","0","138","361","Lasalle Public School"
"022","ESSEX","082","R","LASALLE","38","4","33","14","0","0","0","89","309","Lasalle Public School"
"022","ESSEX","083","R","LASALLE","34","3","94","41","0","0","0","172","445","École Monseigneur Augustin Caron"
"022","ESSEX","084","R","LASALLE","56","0","98","45","0","0","0","199","465","École Monseigneur Augustin Caron"
"022","ESSEX","085","R","LASALLE","41","2","52","31","0","0","0","126","335","École Monseigneur Augustin Caron"
"022","ESSEX","086","R","LASALLE","88","2","99","55","0","0","0","244","501","École Monseigneur Augustin Caron"
"022","ESSEX","087","R","LASALLE","82","5","61","65","0","0","0","213","505","École Monseigneur Augustin Caron"
"022","ESSEX","088","R","LASALLE","39","3","39","35","0","0","0","116","336","Lasalle Public School"
"022","ESSEX","089","R","LASALLE","57","3","55","43","0","0","0","158","425","Lasalle Public School"
"022","ESSEX","090","R","LASALLE","41","2","60","35","0","0","0","138","337","Sandwich Secondary School"
"022","ESSEX","091","R","LASALLE","39","5","61","54","0","0","0","159","407","Sandwich Secondary School"
"022","ESSEX","092","R","LASALLE","60","5","51","62","1","0","0","179","462","Sandwich Secondary School"
"022","ESSEX","093","R","LASALLE","100","2","85","66","0","0","0","253","544","Sandwich Secondary School"
"022","ESSEX","094","R","LASALLE","70","7","102","96","0","1","0","276","703","Sacred Heart Church Community Centre"
"022","ESSEX","095","R","LASALLE","65","1","47","74","0","0","0","187","463","Sandwich West Public School"
"022","ESSEX","096","R","LASALLE","58","5","46","49","0","0","0","158","378","Sandwich West Public School"
"022","ESSEX","097","R","LASALLE","105","1","76","99","0","0","0","281","602","Sandwich West Public School"
"022","ESSEX","098","R","LASALLE","45","1","52","47","3","1","0","149","363","Sandwich West Public School"
"022","ESSEX","099","R","LASALLE","30","0","45","32","1","0","0","108","215","Sandwich West Public School"
"022","ESSEX","100","R","LASALLE","59","1","44","64","6","0","1","175","411","Sandwich West Public School"
"022","ESSEX","101","R","LASALLE","94","3","39","64","1","0","0","201","427","Sandwich West Public School"
"022","ESSEX","102","R","LASALLE","54","0","43","36","3","1","0","137","384","Holy Cross Catholic School"
"022","ESSEX","103","R","LASALLE","57","1","39","95","2","0","0","194","506","Holy Cross Catholic School"
"022","ESSEX","104","R","LASALLE","82","2","45","58","0","0","0","187","416","Sandwich West Public School"
"022","ESSEX","105","R","LASALLE","48","1","45","45","0","0","0","139","380","Lasalle Municipal Office"
"022","ESSEX","106","R","LASALLE","35","1","50","53","1","0","0","140","320","Lasalle Municipal Office"
"022","ESSEX","107","R","LASALLE","30","7","48","50","0","0","0","135","322","Sandwich Secondary School"
"022","ESSEX","108","R","LASALLE","57","3","53","53","1","1","0","168","347","Sandwich Secondary School"
"022","ESSEX","109","R","LASALLE","50","2","47","42","2","1","0","144","349","Holy Cross Catholic School"
"022","ESSEX","110","R","LASALLE","62","4","51","45","0","2","0","164","340","St. Nicholas Macedonian Church Hall"
"022","ESSEX","111","R","LASALLE","51","5","32","46","1","1","0","136","424","Holy Cross Catholic School"
"022","ESSEX","112","R","LASALLE","47","3","55","24","0","0","0","129","367","Holy Cross Catholic School"
"022","ESSEX","113","R","LASALLE","52","3","74","48","0","0","0","177","490","Holy Cross Catholic School"
"022","ESSEX","114","R","LASALLE","45","2","57","84","0","0","0","188","450","St. Nicholas Macedonian Church Hall"
"022","ESSEX","115","R","LASALLE","84","6","66","67","0","0","0","223","520","St. Nicholas Macedonian Church Hall"
"022","ESSEX","116","R","LASALLE","53","6","91","56","1","1","0","208","516","St. Nicholas Macedonian Church Hall"
"022","ESSEX","117","R","LASALLE","24","3","45","29","0","0","0","101","254","St. Nicholas Macedonian Church Hall"
"022","ESSEX","118","R","AMHERSTBURG","77","4","74","46","0","0","0","201","551","St. Joseph Catholic Elementary School"
"022","ESSEX","119","R","AMHERSTBURG","72","1","55","57","0","1","0","186","355","St. Joseph Catholic Elementary School"
"022","ESSEX","120","R","AMHERSTBURG","65","6","91","68","1","0","0","231","522","St. Joseph Catholic Elementary School"
"022","ESSEX","121","R","AMHERSTBURG","43","2","36","22","0","0","0","103","266","St. Joseph Catholic Elementary School"
"022","ESSEX","122","R","AMHERSTBURG","36","7","58","51","0","0","0","152","349","Knights of Columbus Hall Branch 2844"
"022","ESSEX","123","R","AMHERSTBURG","64","3","61","50","0","0","0","178","385","Knights of Columbus Hall Branch 2844"
"022","ESSEX","124","R","AMHERSTBURG","81","5","63","42","1","0","0","192","456","Verdi Club"
"022","ESSEX","125","R","AMHERSTBURG","79","2","60","58","1","0","0","200","395","Verdi Club"
"022","ESSEX","126","R","AMHERSTBURG","85","3","32","55","0","0","1","176","378","Verdi Club"
"022","ESSEX","127","R","AMHERSTBURG","52","2","53","45","0","0","0","152","372","Verdi Club"
"022","ESSEX","128","R","AMHERSTBURG","59","5","47","45","0","0","0","156","403","Verdi Club"
"022","ESSEX","129","R","AMHERSTBURG","77","1","71","58","0","0","0","207","450","Verdi Club"
"022","ESSEX","130","R","AMHERSTBURG","55","7","80","59","0","1","0","202","533","Verdi Club"
"022","ESSEX","131","R","AMHERSTBURG","50","2","28","54","0","1","0","135","326","Verdi Club"
"022","ESSEX","132","R","AMHERSTBURG","38","1","45","13","0","0","0","97","343","Verdi Club"
"022","ESSEX","133","R","AMHERSTBURG","42","3","49","31","0","0","0","125","298","École Saint-Jean-Baptiste"
"022","ESSEX","134","R","AMHERSTBURG","27","0","45","20","0","0","0","92","267","École Saint-Jean-Baptiste"
"022","ESSEX","135","R","AMHERSTBURG","18","2","42","27","0","0","0","89","359","École Saint-Jean-Baptiste"
"022","ESSEX","136","R","AMHERSTBURG","42","6","74","39","0","0","0","161","438","École Saint-Jean-Baptiste"
"022","ESSEX","137","R","AMHERSTBURG","27","1","88","32","0","0","0","148","483","École Saint-Jean-Baptiste"
"022","ESSEX","138","R","AMHERSTBURG","51","2","47","35","0","0","0","135","349","United Community Credit Union Complex"
"022","ESSEX","139","R","AMHERSTBURG","57","5","74","46","0","0","0","182","445","United Community Credit Union Complex"
"022","ESSEX","140","R","AMHERSTBURG","47","5","66","35","0","1","0","154","358","United Community Credit Union Complex"
"022","ESSEX","141","R","AMHERSTBURG","31","7","59","41","0","0","0","138","357","United Community Credit Union Complex"
"022","ESSEX","142","R","AMHERSTBURG","39","2","61","32","2","0","0","136","344","United Community Credit Union Complex"
"022","ESSEX","143","R","AMHERSTBURG","30","2","53","28","0","0","0","113","382","United Community Credit Union Complex"
"022","ESSEX","144","R","AMHERSTBURG","42","1","62","31","0","0","0","136","353","United Community Credit Union Complex"
"022","ESSEX","145","R","AMHERSTBURG","48","4","53","39","0","0","0","144","331","United Community Credit Union Complex"
"022","ESSEX","146","R","AMHERSTBURG","60","1","61","22","0","0","0","144","366","Wesley United Church Hall"
"022","ESSEX","147","R","AMHERSTBURG","36","3","72","40","0","0","0","151","425","Wesley United Church Hall"
"022","ESSEX","148","R","AMHERSTBURG","44","2","61","47","0","1","0","155","442","Wesley United Church Hall"
"022","ESSEX","149","R","AMHERSTBURG","35","3","41","34","0","0","0","113","220","Wesley United Church Hall"
"022","ESSEX","150","R","AMHERSTBURG","46","4","69","37","0","1","0","157","422","Wesley United Church Hall"
"022","ESSEX","151","R","AMHERSTBURG","48","3","67","60","0","0","0","178","403","École Saint-Jean-Baptiste"
"022","ESSEX","152","R","AMHERSTBURG","31","3","28","24","0","0","0","86","243","École Saint-Jean-Baptiste"
"022","ESSEX","153","R","AMHERSTBURG","50","2","52","36","0","0","0","140","439","École Saint-Jean-Baptiste"
"022","ESSEX","154","R","AMHERSTBURG","73","3","76","27","0","0","0","179","520","École Saint-Jean-Baptiste"
"022","ESSEX","155","R","AMHERSTBURG","71","3","59","41","1","0","0","175","383","United Community Credit Union Complex"
"022","ESSEX","156","R","AMHERSTBURG","92","4","49","47","0","1","0","193","431","St. Theresa Catholic Elementary School"
"022","ESSEX","157","R","AMHERSTBURG","50","3","68","37","0","0","0","158","348","St. Theresa Catholic Elementary School"
"022","ESSEX","158","R","AMHERSTBURG","31","4","58","19","0","0","0","112","392","St. Theresa Catholic Elementary School"
"022","ESSEX","159","R","AMHERSTBURG","39","7","53","24","1","0","0","124","391","St. Theresa Catholic Elementary School"
"022","ESSEX","160","R","ESSEX","56","2","38","35","0","0","0","131","304","Christ Anglican Church"
"022","ESSEX","161","R","ESSEX","39","4","49","14","0","0","0","106","266","Christ Anglican Church"
"022","ESSEX","162","R","ESSEX","37","6","44","26","0","0","0","113","269","Christ Anglican Church"
"022","ESSEX","163","R","KINGSVILLE","51","0","44","20","0","1","0","116","410","Knights of Columbus Hall#8233"
"022","ESSEX","164","R","KINGSVILLE","99","8","57","56","0","0","0","220","518","Knights of Columbus Hall#8233"
"022","ESSEX","165","R","ESSEX","51","2","57","48","1","0","0","159","395","Harrow District High School"
"022","ESSEX","166","R","ESSEX","31","4","59","38","0","0","0","132","343","Harrow District High School"
"022","ESSEX","167","R","ESSEX","50","3","54","31","0","0","0","138","313","Harrow District High School"
"022","ESSEX","168","R","ESSEX","53","2","56","42","0","0","0","153","329","Harrow District High School"
"022","ESSEX","169","R","ESSEX","30","4","49","28","2","0","0","113","296","St. Anthony Catholic Elementary School"
"022","ESSEX","170","R","ESSEX","42","3","64","31","0","0","0","140","316","St. Anthony Catholic Elementary School"
"022","ESSEX","171","R","ESSEX","29","5","53","27","0","0","0","114","264","St. Anthony Catholic Elementary School"
"022","ESSEX","172","R","ESSEX","47","4","43","25","0","0","0","119","341","St. Anthony Catholic Elementary School"
"022","ESSEX","173","R","ESSEX","78","4","67","46","1","0","0","196","452","St. Anthony Catholic Elementary School"
"022","ESSEX","174","R","ESSEX","80","7","43","40","1","0","0","171","436","St. Anthony Catholic Elementary School"
"022","ESSEX","175","R","ESSEX","44","0","47","38","0","0","1","130","250","Holy Name Catholic Elementary School"
"022","ESSEX","176","R","ESSEX (MCGREGOR)","31","3","36","10","0","0","0","80","210","École Sainte-Ursule"
"022","ESSEX","177","R","ESSEX (MCGREGOR)","74","4","49","27","0","0","0","154","334","École Sainte-Ursule"
"022","ESSEX","178","R","ESSEX","45","0","82","24","0","0","0","151","289","Lucier Estate Community Centre"
"022","ESSEX","179","R","ESSEX","50","8","141","33","0","0","1","233","444","Lucier Estate Community Centre"
"022","ESSEX","180","R","AMHERSTBURG","82","2","111","70","2","0","0","267","578","Knights of Columbus Hall Branch 2844"
"022","ESSEX","181","R","AMHERSTBURG","69","1","70","45","0","0","0","185","431","Knights of Columbus Hall Branch 2844"
"022","ESSEX","182","R","ESSEX","90","9","99","40","1","0","0","239","537","Holy Name Catholic Elementary School"
"022","ESSEX","183","R","ESSEX","35","4","55","10","0","0","0","104","273","Essex District High School"
"022","ESSEX","184","R","ESSEX","50","2","69","17","0","0","0","138","378","Essex District High School"
"022","ESSEX","185","R","ESSEX","26","2","101","28","2","0","0","159","329","Essex Public School"
"022","ESSEX","186","R","ESSEX","52","4","97","44","0","0","0","197","415","Essex Public School"
"022","ESSEX","187","R","ESSEX","38","3","66","27","0","0","0","134","306","Essex Public School"
"022","ESSEX","188","R","ESSEX","54","5","119","43","1","0","0","222","487","Essex Public School"
"022","ESSEX","189","R","ESSEX","50","2","64","42","1","0","0","159","416","Royal Canadian Legion Branch 201"
"022","ESSEX","190","R","ESSEX","52","2","72","27","0","0","0","153","333","Royal Canadian Legion Branch 201"
"022","ESSEX","191","R","ESSEX","79","3","176","39","4","0","0","301","530","Viscount Estate Community Centre"
"022","ESSEX","192","R","ESSEX","53","4","80","41","0","0","0","178","406","Holy Name Catholic Elementary School"
"022","ESSEX","193","R","ESSEX","39","4","49","28","0","0","0","120","310","Holy Name Catholic Elementary School"
"022","ESSEX","194","R","ESSEX","65","3","102","38","0","0","0","208","439","Holy Name Catholic Elementary School"
"022","ESSEX","195","R","ESSEX","35","1","53","44","0","0","1","134","294","Holy Name Catholic Elementary School"
"022","ESSEX","196","R","ESSEX","51","8","49","52","0","1","0","161","339","Holy Name Catholic Elementary School"
"022","ESSEX","197","R","KINGSVILLE","83","5","87","60","0","0","0","235","543","Gosfield North Central School"
"022","ESSEX","198","R","KINGSVILLE","51","5","64","41","0","0","0","161","366","Cottam United Church Hall"
"022","ESSEX","199","R","KINGSVILLE","88","1","104","47","0","0","0","240","542","Gosfield North Central School"
"022","ESSEX","200","R","KINGSVILLE","114","5","126","45","1","0","0","291","571","Cottam United Church Hall"
"022","ESSEX","201","R","KINGSVILLE","41","2","30","24","0","0","0","97","218","Cottam United Church Hall"
"022","ESSEX","202","R","KINGSVILLE","77","1","42","19","0","0","0","139","300","Cottam United Church Hall"
"022","ESSEX","203","R","KINGSVILLE","62","1","56","34","0","0","0","153","332","Gosfield North Central School"
"022","ESSEX","204","R","KINGSVILLE","94","4","49","23","0","1","0","171","341","Cottam United Church Hall"
"022","ESSEX","205","R","KINGSVILLE","94","4","42","40","1","0","0","181","368","Ruthven Public School"
"022","ESSEX","206","R","KINGSVILLE","71","2","49","32","0","0","0","154","362","Kingsville Community Church Hall"
"022","ESSEX","207","R","KINGSVILLE","67","2","55","41","0","0","0","165","434","Knights of Columbus Hall#8233"
"022","ESSEX","208","R","KINGSVILLE","52","3","33","33","0","0","0","121","339","Knights of Columbus Hall#8233"
"022","ESSEX","209","R","KINGSVILLE","72","7","53","33","0","0","0","165","401","Knights of Columbus Hall#8233"
"022","ESSEX","210","R","KINGSVILLE","66","2","64","58","0","0","0","190","491","Kingsville Lakeside Pavillion"
"022","ESSEX","211","R","KINGSVILLE","45","3","67","42","0","0","0","157","422","Kingsville Lakeside Pavillion"
"022","ESSEX","212","R","KINGSVILLE","49","4","66","39","2","0","1","161","385","Kingsville Lakeside Pavillion"
"022","ESSEX","213","R","KINGSVILLE","54","2","41","42","0","0","0","139","349","Kingsville Lakeside Pavillion"
"022","ESSEX","214","R","KINGSVILLE","73","4","52","31","0","0","0","160","400","Royal Canadian Legion Branch 188"
"022","ESSEX","215","R","KINGSVILLE","64","11","59","44","1","1","0","180","412","Royal Canadian Legion Branch 188"
"022","ESSEX","216","R","KINGSVILLE","60","5","58","28","0","0","0","151","434","Royal Canadian Legion Branch 188"
"022","ESSEX","217","R","KINGSVILLE","60","5","53","35","0","0","2","155","349","St. Johnde Brebeuf Catholic Elementary School"
"022","ESSEX","218","R","KINGSVILLE","63","6","61","47","0","0","0","177","517","St. Johnde Brebeuf Catholic Elementary School"
"022","ESSEX","219","R","KINGSVILLE","71","6","85","44","0","0","0","206","504","Kingsville Public School"
"022","ESSEX","220","R","KINGSVILLE","69","9","41","54","0","0","0","173","394","Kingsville Public School"
"022","ESSEX","221","R","KINGSVILLE","45","2","51","31","1","1","0","131","323","Kingsville Public School"
"022","ESSEX","222","R","KINGSVILLE","40","1","43","20","2","1","0","107","315","St. Johnde Brebeuf Catholic Elementary School"
"022","ESSEX","223","R","KINGSVILLE","80","6","61","48","0","1","0","196","449","Kingsville Arena Complex"
"022","ESSEX","224","R","KINGSVILLE","62","5","44","39","0","0","0","150","336","Kingsville Arena Complex"
"022","ESSEX","225","R","KINGSVILLE","59","1","44","37","1","0","0","142","353","Kingsville Community Church Hall"
"022","ESSEX","226","R","KINGSVILLE","74","4","66","67","2","0","0","213","515","Kingsville Arena Complex"
"022","ESSEX","227","R","KINGSVILLE","62","4","32","52","0","1","0","151","416","Olinda-Ruthven United Church Hall"
"022","ESSEX","228","R","KINGSVILLE","119","8","56","71","0","1","1","256","535","Olinda-Ruthven United Church Hall"
"022","ESSEX","229","R","KINGSVILLE","76","8","57","86","3","1","0","231","528","Olinda-Ruthven United Church Hall"
"022","ESSEX","230","R","KINGSVILLE","64","2","30","51","0","1","1","149","334","Ruthven Public School"
"022","ESSEX","231","R","KINGSVILLE","63","2","49","59","0","0","0","173","399","Ruthven Public School"
"022","ESSEX","232","R","PELEE ISLAND","30","3","28","12","0","0","0","73","147","Royal Canadian Legion Branch 403"
"022","ESSEX","700","R","LAKESHORE","6","4","11","6","1","0","0","28","76","La Chaumiere Retirement Residence"
"022","ESSEX","701","R","LAKESHORE","16","0","21","18","0","0","0","55","91","Season's Lakeshore"
"022","ESSEX","702","R","LAKESHORE","..........................NO POLL HELD..........................","","","","","","","","",""
"022","ESSEX","703","R","LAKESHORE","5","0","5","19","0","0","0","29","59","Chez Nous Lodge"
"022","ESSEX","704","R","LASALLE","19","2","14","20","0","1","0","56","97","Chartwell Classic Oak Park Lasalle"
"022","ESSEX","705","R","AMHERSTBURG","9","2","9","7","0","0","0","27","98","Richmond Terrace and Lodge"
"022","ESSEX","706","R","AMHERSTBURG","28","0","14","9","0","0","0","51","99","Season's Amherstburg"
"022","ESSEX","707","R","ESSEX (HARROW)","..........................NO POLL HELD..........................","","","","","","","","",""
"022","ESSEX","708","R","ESSEX","7","0","15","15","0","1","0","38","139","Iler Lodge"
"022","ESSEX","709","R","LAKESHORE","6","1","15","9","0","0","0","31","89","Country Village Health Centre"
"022","ESSEX","710","R","KINGSVILLE",".......................COMBINED WITH POLL 711.......................","","","","","","","","","Southgate Residence Resthome"
"022","ESSEX","711","R","KINGSVILLE","55","3","21","38","2","0","2","121","203","Kingsville Court Retirement Community"
"022","ESSEX","712","R","KINGSVILLE","4","3","14","9","0","1","0","31","138","Royal Oak Long Term Care"
"022","ESSEX","ADV001","R","ESSEX","561","22","430","236","0","0","0","1249","0","Returning Office / Bureau du directeur du scrutin"
"022","ESSEX","ADV002","R","ESSEX","188","12","191","89","0","0","0","480","0","Special Ballot Voting / Vote par bulletin spécial"
"022","ESSEX","ADV003","R","LAKESHORE","182","6","204","145","0","0","1","538","0","Visitation Parish"
"022","ESSEX","ADV004","R","LASALLE","609","12","518","316","1","0","0","1456","0","Sacred Heart Church Community Centre"
"022","ESSEX","ADV005","R","AMHERSTBURG","415","12","412","231","4","3","0","1077","0","Wesley United Church Hall"
"022","ESSEX","ADV006","R","ESSEX","215","7","155","158","1","0","0","536","0","Harrow Colchester South Arena"
"022","ESSEX","ADV007","R","LAKESHORE","242","4","236","123","1","0","0","606","0","Belle River United Church Hall"
"022","ESSEX","ADV008","R","LAKESHORE","214","5","339","150","0","0","0","708","0","St. Simon and  St. Jude Hall"
"022","ESSEX","ADV009","R","LASALLE","193","9","172","111","2","1","0","488","0","Season's Royal Oak Village"
"022","ESSEX","ADV010","R","AMHERSTBURG","177","6","107","80","0","0","0","370","0","Verdi Club"
"022","ESSEX","ADV011","R","KINGSVILLE","285","5","102","130","1","0","0","523","0","Kingsville Arena Complex"
"022","ESSEX","ADV012","R","KINGSVILLE","479","16","265","204","1","1","0","966","0","Kingsville Lakeside Pavillion"
"TOTALS:","","","","","16049","860","17417","11518","98","50","20","46012","89549",""
