"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ARMSTRONG","HARNESS","HILL","JACKSON","MCNAUGHTON","VAN BOMMEL","VANDER VLOET","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"040","LAMBTON--KENT--MIDDLESEX","071","U","ARKONA","2","0","55","1","129","61","4","0","0","0","252","495","Arkona Senior Centre"
"040","LAMBTON--KENT--MIDDLESEX","072","U","FOREST","5","1","47","0","73","65","1","1","1","0","194","437","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","073","U","FOREST","5","1","53","1","69","47","0","0","0","0","176","418","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","074","U","FOREST","5","1","20","0","59","34","1","0","2","0","122","280","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","075","U","FOREST","4","0","33","1","80","40","2","1","0","0","161","370","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","076","U","FOREST","6","0","51","0","63","74","0","1","2","0","197","475","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","077","U","FOREST","2","0","28","0","78","61","1","2","0","0","172","376","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","078","U","ARKONA","3","0","25","0","90","49","3","1","2","1","174","416","Arkona Senior Centre"
"040","LAMBTON--KENT--MIDDLESEX","079","U","WATFORD","2","1","47","0","77","67","2","0","0","0","196","418","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","080","U","WATFORD","6","2","27","0","71","52","6","0","0","0","164","345","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","081","U","WATFORD","3","1","12","1","96","76","3","1","0","0","193","386","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","082","U","WATFORD","4","2","51","1","81","70","0","1","0","0","210","417","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","083","U","WATFORD","10","0","49","0","78","68","3","0","0","0","208","363","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","084","U","WATFORD","7","1","53","2","64","40","1","0","1","0","169","361","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","085","U","WATFORD","17","2","25","0","95","47","12","0","0","0","198","411","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","086","U","ALVINSTON","11","0","45","2","100","48","2","0","0","0","208","372","Brooke-Alvinston Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","087","U","INWOOD","14","1","32","0","82","46","2","1","0","0","178","325","Inwood Fire Hall"
"040","LAMBTON--KENT--MIDDLESEX","088","U","ALVINSTON","30","0","35","0","57","23","0","0","0","0","145","350","Brooke-Alvinston Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","089","U","ALVINSTON","27","1","49","1","81","46","0","1","0","1","207","419","Brooke-Alvinston Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","090","U","PARKHILL","3","1","13","0","72","51","7","0","0","0","147","339","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","091","U","AILSA CRAIG","3","0","16","1","93","79","8","0","1","0","201","442","Ailsa Craig Community Recreation Centre"
"040","LAMBTON--KENT--MIDDLESEX","092","U","AILSA CRAIG","4","4","18","3","94","72","7","1","0","0","203","399","Ailsa Craig Community Recreation Centre"
"040","LAMBTON--KENT--MIDDLESEX","093","U","PARKHILL","4","1","18","0","77","52","12","0","0","1","165","314","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","094","U","PARKHILL","0","3","37","0","76","70","5","0","1","0","192","400","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","095","U","PARKHILL","9","1","36","0","61","68","2","1","0","0","178","410","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","096","U","PARKHILL","5","2","31","0","48","42","1","1","0","0","130","295","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","097","U","PARKHILL","2","5","25","0","61","68","3","1","0","0","165","367","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","098","U","AILSA CRAIG","9","1","26","0","105","104","1","0","0","0","246","480","East Williams Memorial Public School"
"040","LAMBTON--KENT--MIDDLESEX","099","U","AILSA CRAIG","3","5","64","1","90","70","8","0","0","0","241","447","East Williams Memorial Public School"
"040","LAMBTON--KENT--MIDDLESEX","100","U","AILSA CRAIG","3","2","34","0","95","48","2","0","1","0","185","363","Ailsa Craig Community Recreation Centre"
"040","LAMBTON--KENT--MIDDLESEX","101","U","AILSA CRAIG","6","2","48","1","79","53","0","1","0","0","190","349","Ailsa Craig Community Recreation Centre"
"040","LAMBTON--KENT--MIDDLESEX","102","U","STRATHROY","2","5","34","0","91","71","16","2","0","0","221","414","Adelaide Metcalfe Township Office"
"040","LAMBTON--KENT--MIDDLESEX","103","U","ILDERTON","4","3","25","0","67","58","2","0","1","0","160","306","Coldstream Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","104","U","KERWOOD","2","1","31","0","92","51","3","0","0","0","180","351","Kerwood Fire Hall"
"040","LAMBTON--KENT--MIDDLESEX","105","U","KERWOOD","5","3","20","0","76","45","1","0","0","0","150","317","Kerwood Fire Hall"
"040","LAMBTON--KENT--MIDDLESEX","106","U","APPIN","7","1","20","0","67","46","0","0","0","0","141","344","Ekfrid Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","107","U","APPIN","2","0","29","1","92","38","0","0","0","0","162","364","Ekfrid Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","108","U","APPIN","6","2","45","1","98","43","0","3","0","0","198","410","Ekfrid Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","109","U","MELBOURNE","3","1","47","1","87","51","2","2","0","0","194","375","Melbourne Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","110","U","MELBOURNE","4","0","31","0","78","45","0","1","0","0","159","297","Melbourne Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","111","U","GLENCOE","7","0","18","0","126","43","3","0","0","0","197","469","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","112","U","GLENCOE","8","0","39","0","97","43","1","0","0","0","188","428","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","113","U","GLENCOE","2","0","19","0","57","45","0","0","2","0","125","298","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","114","U","GLENCOE","9","1","53","0","82","63","1","1","0","1","211","492","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","115","U","GLENCOE","3","0","25","0","100","45","1","0","0","0","174","352","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","116","U","GLENCOE","6","0","27","0","76","31","0","1","0","0","141","324","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","117","U","NEWBURY","4","0","30","0","135","34","1","0","0","0","204","414","Newbury Municipal Office"
"040","LAMBTON--KENT--MIDDLESEX","118","U","NEWBURY","9","1","26","1","122","21","0","0","0","0","180","318","Newbury Municipal Office"
"040","LAMBTON--KENT--MIDDLESEX","119","U","WARDSVILLE","2","1","25","0","94","29","1","1","0","0","153","277","Wardsville Masonic Hall"
"040","LAMBTON--KENT--MIDDLESEX","120","U","STRATHROY","3","0","30","0","90","61","3","0","0","0","187","414","North Meadows Public School"
"040","LAMBTON--KENT--MIDDLESEX","121","U","STRATHROY","4","2","22","0","114","71","7","0","0","0","220","537","North Meadows Public School"
"040","LAMBTON--KENT--MIDDLESEX","122","U","STRATHROY","6","2","42","0","95","94","1","0","0","0","240","492","North Meadows Public School"
"040","LAMBTON--KENT--MIDDLESEX","123","U","STRATHROY","5","1","26","0","101","75","2","0","0","0","210","484","North Meadows Public School"
"040","LAMBTON--KENT--MIDDLESEX","124","U","STRATHROY","7","1","36","0","66","46","2","1","0","0","159","391","Trillium Village"
"040","LAMBTON--KENT--MIDDLESEX","125","U","STRATHROY","4","1","21","1","68","56","0","1","0","0","152","386","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","126","U","STRATHROY","6","1","26","1","75","51","3","1","0","0","164","426","North Meadows Public School"
"040","LAMBTON--KENT--MIDDLESEX","127","U","STRATHROY","4","0","29","0","76","88","2","3","0","0","202","471","North Meadows Public School"
"040","LAMBTON--KENT--MIDDLESEX","128","U","STRATHROY","3","1","31","0","155","66","5","1","0","0","262","411","Trillium Village"
"040","LAMBTON--KENT--MIDDLESEX","129","U","STRATHROY","4","2","47","1","93","71","1","0","0","0","219","414","Trillium Village"
"040","LAMBTON--KENT--MIDDLESEX","130","U","STRATHROY","2","1","31","0","57","30","3","1","0","0","125","316","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","131","U","STRATHROY","0","2","35","0","50","59","2","1","0","0","149","467","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","132","U","STRATHROY","2","1","45","1","44","54","0","0","0","0","147","445","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","133","U","STRATHROY","6","0","29","1","68","52","1","0","0","0","157","331","East Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","134","U","STRATHROY","4","1","29","0","78","93","0","0","0","0","205","473","East Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","135","U","STRATHROY","1","2","49","1","96","73","4","0","0","0","226","466","East Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","136","U","STRATHROY","3","0","49","2","67","35","1","0","0","0","157","432","East Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","137","U","STRATHROY","1","0","41","0","42","54","1","0","0","0","139","423","East Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","138","U","STRATHROY","3","0","55","1","63","35","6","1","0","1","165","440","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","139","U","STRATHROY","4","2","51","0","107","66","2","2","0","0","234","466","St. Vincent de Paul Elementary School"
"040","LAMBTON--KENT--MIDDLESEX","140","U","STRATHROY","3","1","38","1","51","52","4","0","0","1","151","387","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","141","U","STRATHROY","6","1","54","0","76","63","0","0","0","0","200","455","St. Vincent de Paul Elementary School"
"040","LAMBTON--KENT--MIDDLESEX","142","U","STRATHROY","0","1","46","1","81","60","3","0","0","0","192","460","St. Vincent de Paul Elementary School"
"040","LAMBTON--KENT--MIDDLESEX","143","U","STRATHROY","3","2","52","1","54","54","2","0","0","0","168","402","St. Vincent de Paul Elementary School"
"040","LAMBTON--KENT--MIDDLESEX","144","U","STRATHROY","2","0","31","0","67","59","0","1","0","0","160","432","Westmount Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","145","U","STRATHROY","5","0","34","0","124","41","4","0","0","0","208","430","East Christian Reformed Church"
"040","LAMBTON--KENT--MIDDLESEX","146","U","STRATHROY","4","0","32","0","79","79","1","0","0","0","195","427","St. Vincent de Paul Elementary School"
"040","LAMBTON--KENT--MIDDLESEX","147","U","STRATHROY","4","2","35","1","76","40","1","0","1","0","160","457","St. Vincent de Paul Elementary School"
"040","LAMBTON--KENT--MIDDLESEX","148","U","MELBOURNE","2","1","28","1","66","41","1","0","0","0","140","335","Melbourne Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","149","U","MOUNT BRYDGES","6","0","43","0","65","44","0","0","0","0","158","369","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","150","U","MOUNT BRYDGES","8","3","60","0","99","80","0","0","0","1","251","503","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","151","U","MOUNT BRYDGES","1","5","36","2","104","65","0","0","1","1","215","450","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","152","U","MOUNT BRYDGES","6","1","36","0","83","51","0","1","0","0","178","351","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","153","U","MOUNT BRYDGES","2","0","42","0","73","58","0","0","0","0","175","380","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","154","U","MOUNT BRYDGES","4","1","52","1","125","59","1","0","0","0","243","496","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","155","U","MOUNT BRYDGES","2","0","22","0","39","32","0","0","1","0","96","256","Caradoc Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","156","U","LUCAN","3","2","38","0","71","53","4","0","0","0","171","414","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","157","U","LUCAN","7","2","46","0","62","56","2","0","0","0","175","396","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","158","U","LUCAN","5","2","25","4","68","53","2","0","0","0","159","365","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","159","U","LUCAN","4","1","34","0","73","62","5","0","0","0","179","368","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","160","U","LUCAN","8","0","35","0","72","34","2","0","0","0","151","329","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","161","U","LUCAN","4","2","51","1","91","74","0","0","0","1","224","482","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","162","U","LUCAN","6","1","44","0","64","38","2","0","0","0","155","339","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","163","U","LUCAN","6","1","49","0","109","77","0","1","0","0","243","499","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","164","U","ILDERTON","3","2","27","0","135","69","2","0","0","0","238","428","Coldstream Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","165","U","ILDERTON","7","0","37","1","72","111","1","0","0","0","229","448","Coldstream Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","166","U","ILDERTON","8","4","29","0","93","78","2","0","0","0","214","399","Coldstream Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","167","U","ILDERTON","3","1","37","0","114","73","3","0","0","0","231","425","Coldstream Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","168","U","KOMOKA","6","3","40","0","118","68","0","0","0","1","236","464","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","169","U","KOMOKA","4","3","37","3","90","66","1","2","0","0","206","388","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","170","U","KOMOKA","9","1","58","1","87","80","0","1","1","1","239","451","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","171","U","KOMOKA","4","2","42","0","76","67","1","0","0","0","192","353","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","172","U","KOMOKA","2","0","20","0","80","83","1","1","0","0","187","367","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","173","U","KOMOKA","5","0","29","1","86","56","0","0","0","0","177","397","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","174","U","KOMOKA","5","2","26","1","83","78","0","0","0","0","195","409","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","175","U","KOMOKA","4","1","25","0","113","82","0","0","0","0","225","428","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","176","U","DELAWARE","7","2","45","1","105","82","2","0","0","0","244","504","Delaware Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","177","U","DELAWARE","6","2","59","0","88","91","1","0","0","0","247","436","Delaware Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","178","U","DELAWARE","5","0","47","0","81","69","1","2","0","0","205","403","Delaware Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","179","U","DELAWARE","5","0","37","1","98","54","3","0","1","0","199","420","Delaware Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","180","U","ILDERTON","1","0","30","0","81","60","0","0","0","0","172","354","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","181","U","ILDERTON","9","2","36","1","117","52","1","0","2","0","220","402","Bryanston Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","182","U","ILDERTON","7","3","35","0","73","46","0","0","0","0","164","346","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","183","U","ILDERTON","7","2","28","0","88","58","1","1","0","0","185","412","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","184","U","ILDERTON","2","1","36","5","83","113","1","0","0","1","242","516","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","185","U","ILDERTON","9","1","29","0","113","92","4","1","0","0","249","469","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","186","U","ILDERTON","3","1","32","0","112","108","0","0","0","1","257","531","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","187","U","ILDERTON","4","2","21","0","91","64","2","0","0","2","186","379","Ilderton Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","188","U","ILDERTON","8","0","34","1","92","64","0","1","0","0","200","343","Bryanston Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","189","U","ILDERTON","4","2","42","2","97","91","1","2","0","0","241","433","Bryanston Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","190","U","ARVA","5","3","32","0","129","96","1","0","0","0","266","495","Centennial Central Public School"
