"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ABELL","CROWE","DAYE","FALARDEAU","GOODWIN","HOLLIDAY","MURRAY","ROTENBERG","SARAZEN","YAZDANFAR","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"094","TORONTO CENTRE","043","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"094","TORONTO CENTRE","044","U","TORONTO",".......................COMBINED WITH POLL 045.......................","","","","","","","","","","","","","","","Macdonald Building (St. Lawrence Lounge)"
"094","TORONTO CENTRE","045","U","TORONTO","39","117","7","3","0","2","122","0","1","0","1","1","0","293","665","University of Toronto Student Family Housing"
"094","TORONTO CENTRE","046","U","TORONTO","14","39","4","3","0","1","85","0","0","0","0","0","0","146","366","Macdonald Building (St. Lawrence Lounge)"
"094","TORONTO CENTRE","047","U","TORONTO","43","43","6","2","1","0","162","1","0","0","0","0","0","258","719","St. Paul's Anglican Church"
"094","TORONTO CENTRE","048","U","TORONTO","6","19","2","0","1","1","40","0","0","0","0","0","1","70","213","St. Paul's Anglican Church"
"094","TORONTO CENTRE","049","U","TORONTO","12","10","2","0","0","0","46","0","0","0","0","0","0","70","183","St. Paul's Anglican Church"
"094","TORONTO CENTRE","050","U","TORONTO","8","57","12","0","0","0","77","1","0","0","0","0","0","155","326","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","051","U","TORONTO","11","49","5","2","0","0","91","0","0","0","1","0","0","159","342","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","052","U","TORONTO","5","61","3","1","0","0","131","0","0","0","0","0","0","201","397","St. Paul's Anglican Church"
"094","TORONTO CENTRE","053","U","TORONTO","11","41","6","1","0","0","60","0","0","0","2","0","0","121","359","St. Paul's Anglican Church"
"094","TORONTO CENTRE","054","U","TORONTO","4","57","4","1","1","0","102","0","0","0","2","0","0","171","503","St. Paul's Anglican Church"
"094","TORONTO CENTRE","055","U","TORONTO","21","34","7","1","0","1","101","0","0","0","0","0","0","165","374","St. Paul's Anglican Church"
"094","TORONTO CENTRE","056","U","TORONTO","12","49","3","2","0","0","80","1","0","0","1","0","0","148","350","St. Paul's Anglican Church"
"094","TORONTO CENTRE","057","U","TORONTO","16","46","4","2","0","0","82","0","0","0","0","0","0","150","445","Our Lady of Lourdes Catholic School"
"094","TORONTO CENTRE","058","U","TORONTO","15","60","4","2","1","1","83","0","0","0","2","0","0","168","567","St. Simon the Apostle Anglican Church"
"094","TORONTO CENTRE","059","U","TORONTO","0","63","0","1","0","2","51","0","0","0","1","0","0","118","374","St. Simon the Apostle Anglican Church"
"094","TORONTO CENTRE","060","U","TORONTO","21","47","0","1","3","2","66","1","0","0","2","0","0","143","359","St. Simon the Apostle Anglican Church"
"094","TORONTO CENTRE","061","U","TORONTO","11","39","1","6","0","0","71","0","0","0","0","0","0","128","450","St. Simon the Apostle Anglican Church"
"094","TORONTO CENTRE","062","U","TORONTO","10","39","3","1","0","0","61","0","1","1","0","0","0","116","260","St. Simon the Apostle Anglican Church"
"094","TORONTO CENTRE","063","U","TORONTO","9","43","5","0","0","0","49","0","0","0","0","0","0","106","313","Wellesley Community Centre"
"094","TORONTO CENTRE","064","U","TORONTO","5","47","1","4","2","3","68","0","0","0","2","0","1","133","411","Rose Avenue Public School"
"094","TORONTO CENTRE","065","U","TORONTO","20","52","1","1","1","0","75","0","0","0","4","0","0","154","372","Rose Avenue Public School"
"094","TORONTO CENTRE","066","U","TORONTO","17","52","1","0","0","2","27","0","0","1","0","0","0","100","232","Rose Avenue Public School"
"094","TORONTO CENTRE","067","U","TORONTO","5","30","1","0","0","0","47","1","0","0","0","0","0","84","252","Rose Avenue Public School"
"094","TORONTO CENTRE","068","U","TORONTO","7","30","1","1","0","0","58","0","0","0","0","0","0","97","264","Rose Avenue Public School"
"094","TORONTO CENTRE","069","U","TORONTO","12","35","3","1","0","0","38","0","0","0","0","0","0","89","319","Wellesley Community Centre"
"094","TORONTO CENTRE","070","U","TORONTO","10","50","1","4","1","3","71","1","0","0","0","0","1","142","411","Wellesley Community Centre"
"094","TORONTO CENTRE","071A","U","TORONTO","12","33","0","1","0","0","53","0","0","0","1","0","0","100","321","Rose Avenue Public School"
"094","TORONTO CENTRE","071B","U","TORONTO","5","33","1","2","0","2","50","0","0","0","0","0","0","93","341","Rose Avenue Public School"
"094","TORONTO CENTRE","072A","U","TORONTO","5","34","2","0","1","2","57","0","0","0","3","0","0","104","296","Rose Avenue Public School"
"094","TORONTO CENTRE","072B","U","TORONTO","10","30","3","0","2","0","44","0","0","0","1","0","0","90","300","Rose Avenue Public School"
"094","TORONTO CENTRE","073A","U","TORONTO","11","54","1","2","1","0","57","0","0","0","2","0","0","128","392","Wellesley Community Centre"
"094","TORONTO CENTRE","073B","U","TORONTO","7","48","2","3","1","0","61","1","0","0","1","0","0","124","372","Wellesley Community Centre"
"094","TORONTO CENTRE","074","U","TORONTO","14","57","3","0","1","0","103","0","0","0","0","0","0","178","575","Wellesley Community Centre"
"094","TORONTO CENTRE","075A","U","TORONTO","7","34","5","2","0","2","49","0","0","0","1","0","0","100","327","Wellesley Community Centre"
"094","TORONTO CENTRE","075B","U","TORONTO","5","29","2","1","0","3","54","0","0","0","0","0","0","94","340","Wellesley Community Centre"
"094","TORONTO CENTRE","076","U","TORONTO","20","49","5","5","0","0","106","0","0","0","1","0","0","186","596","Macdonald Building (St. Lawrence Lounge)"
"094","TORONTO CENTRE","077","U","TORONTO","18","46","3","1","0","0","90","0","0","0","1","0","0","159","456","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","078","U","TORONTO","9","44","0","1","0","1","79","0","0","0","0","0","0","134","298","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","079","U","TORONTO","9","50","5","0","0","0","51","0","0","0","0","0","1","116","240","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","080","U","TORONTO","14","60","8","2","1","0","115","0","0","0","0","0","0","200","496","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","081","U","TORONTO","3","83","7","1","0","1","106","0","0","0","0","0","0","201","505","The 519 Church St. Community Centre"
"094","TORONTO CENTRE","082","U","TORONTO","13","56","6","2","0","0","99","0","0","0","1","2","0","179","473","Our Lady of Lourdes Catholic School"
"094","TORONTO CENTRE","083","U","TORONTO","3","56","1","3","0","0","57","0","0","0","1","3","0","124","401","Our Lady of Lourdes Catholic School"
"094","TORONTO CENTRE","084","U","TORONTO","15","86","5","0","1","0","126","0","0","0","1","0","0","234","583","Our Lady of Lourdes Catholic School"
"094","TORONTO CENTRE","085","U","TORONTO","16","46","11","1","0","3","82","0","0","0","0","0","0","159","367","Filipino Centre"
"094","TORONTO CENTRE","086","U","TORONTO","31","36","3","1","0","0","105","1","0","0","1","0","0","178","368","Filipino Centre"
"094","TORONTO CENTRE","087","U","TORONTO","33","25","4","1","0","0","115","0","0","0","0","0","0","178","342","Filipino Centre"
"094","TORONTO CENTRE","088","U","TORONTO","18","33","0","2","0","0","88","1","0","0","1","0","0","143","310","Filipino Centre"
"094","TORONTO CENTRE","089","U","TORONTO","5","34","5","0","0","0","80","0","0","0","1","0","0","125","225","Church Street Junior Public School"
"094","TORONTO CENTRE","090","U","TORONTO","13","40","2","2","1","0","62","0","0","0","0","0","0","120","295","Church Street Junior Public School"
"094","TORONTO CENTRE","091A","U","TORONTO","13","48","6","0","0","0","96","0","0","0","0","0","0","163","397","Church Street Junior Public School"
"094","TORONTO CENTRE","091B","U","TORONTO","11","54","2","0","0","0","92","0","0","0","1","0","0","160","374","Church Street Junior Public School"
"094","TORONTO CENTRE","092","U","TORONTO","11","80","2","1","0","0","72","0","0","0","0","0","0","166","536","Our Lady of Lourdes Catholic School"
"094","TORONTO CENTRE","093","U","TORONTO","11","42","6","0","0","0","84","1","0","1","0","0","0","145","295","Filipino Centre"
"094","TORONTO CENTRE","094","U","TORONTO","11","50","3","0","0","0","66","0","0","0","0","0","0","130","313","Sprucecourt Junior Public School"
"094","TORONTO CENTRE","095","U","TORONTO","19","45","12","0","0","0","115","0","0","0","0","0","0","191","352","Sprucecourt Junior Public School"
"094","TORONTO CENTRE","096","U","TORONTO","10","49","5","0","0","0","93","0","0","0","0","0","0","157","473","Church Street Junior Public School"
"094","TORONTO CENTRE","097","U","TORONTO","5","14","2","0","1","0","36","0","0","0","0","0","0","58","189","Church Street Junior Public School"
"094","TORONTO CENTRE","098","U","TORONTO","13","28","5","1","0","0","69","2","0","0","0","0","0","118","329","Church Street Junior Public School"
"094","TORONTO CENTRE","099","U","TORONTO","15","46","4","3","0","0","61","0","1","0","2","0","0","132","452","Church Street Junior Public School"
"094","TORONTO CENTRE","100","U","TORONTO","2","30","6","1","0","0","33","0","0","0","1","0","0","73","204","Central Neighbourhood House"
"094","TORONTO CENTRE","101","U","TORONTO","14","43","2","0","0","0","63","0","0","0","0","0","0","122","275","Central Neighbourhood House"
"094","TORONTO CENTRE","102","U","TORONTO","8","53","3","1","0","0","84","0","0","0","0","0","1","150","286","Sprucecourt Junior Public School"
"094","TORONTO CENTRE","103","U","TORONTO","2","20","2","1","1","0","47","0","0","0","0","0","0","73","239","Central Neighbourhood House"
"094","TORONTO CENTRE","104","U","TORONTO","8","35","8","0","0","3","83","0","1","0","2","0","0","140","283","Sprucecourt Junior Public School"
"094","TORONTO CENTRE","105","U","TORONTO","18","98","9","1","0","0","140","2","0","0","0","0","0","268","476","Sprucecourt Junior Public School"
"094","TORONTO CENTRE","106","U","TORONTO","12","40","4","1","0","1","112","0","0","0","0","0","0","170","314","Sprucecourt Junior Public School"
"094","TORONTO CENTRE","107A","U","TORONTO","8","32","0","0","1","0","33","0","0","0","0","0","1","75","299","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","107B","U","TORONTO","8","35","1","0","0","0","30","0","0","0","0","0","0","74","332","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","108","U","TORONTO","27","118","18","3","0","0","32","1","0","0","0","1","0","200","562","Ryerson Univ - Pitman Hall"
"094","TORONTO CENTRE","109","U","TORONTO","16","44","3","3","0","2","88","0","0","0","0","0","0","156","404","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","110","U","TORONTO","12","57","4","1","1","0","50","0","0","0","0","0","0","125","402","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","111","U","TORONTO","6","43","0","3","0","0","61","0","0","0","1","0","0","114","430","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","112","U","TORONTO","19","30","2","5","0","1","23","1","1","0","0","2","0","84","291","John Innes Comm Centre"
"094","TORONTO CENTRE","113","U","TORONTO","10","27","4","0","0","0","56","0","1","0","0","0","0","98","369","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","114","U","TORONTO","16","45","16","1","0","2","91","0","0","0","0","1","0","172","392","Central Neighbourhood House"
"094","TORONTO CENTRE","115","U","TORONTO","10","37","2","0","0","0","70","2","0","0","1","0","0","122","341","Central Neighbourhood House"
"094","TORONTO CENTRE","116","U","TORONTO","2","56","0","4","0","0","69","0","0","0","4","0","0","135","509","Central Neighbourhood House"
"094","TORONTO CENTRE","117","U","TORONTO","2","36","0","0","0","0","43","0","0","0","1","0","0","82","250","Central Neighbourhood House"
"094","TORONTO CENTRE","118A","U","TORONTO","5","30","1","5","0","0","102","0","0","1","1","1","0","146","468","Regent Park Community Centre"
"094","TORONTO CENTRE","118B","U","TORONTO","1","28","0","3","0","0","88","1","0","0","2","0","0","123","423","Regent Park Community Centre"
"094","TORONTO CENTRE","119A","U","TORONTO","14","30","2","1","1","0","67","0","0","0","0","0","0","115","451","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","119B","U","TORONTO","10","23","3","0","1","1","73","0","0","0","1","0","0","112","420","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","120A","U","TORONTO","10","61","5","2","0","1","74","1","1","0","0","0","0","155","401","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","120B","U","TORONTO","7","43","2","5","0","0","80","0","0","0","0","0","0","137","361","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","121","U","TORONTO","17","45","4","0","0","0","54","0","0","0","0","0","0","120","439","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","122","U","TORONTO","16","60","4","1","0","0","62","0","0","0","0","0","0","143","450","John Innes Comm Centre"
"094","TORONTO CENTRE","123","U","TORONTO","13","56","10","1","0","0","73","0","0","0","0","0","0","153","400","John Innes Comm Centre"
"094","TORONTO CENTRE","124","U","TORONTO","31","27","7","1","1","0","73","1","0","0","1","0","0","142","406","John Innes Comm Centre"
"094","TORONTO CENTRE","125","U","TORONTO","14","58","0","1","0","0","78","0","0","0","1","0","0","152","460","Regent Park Community Centre"
"094","TORONTO CENTRE","126","U","TORONTO","10","48","0","4","1","3","89","1","0","0","1","2","0","159","562","Regent Park Community Centre"
"094","TORONTO CENTRE","127","U","TORONTO","13","102","5","0","1","2","62","1","1","0","0","0","0","187","391","Oak Street Co-Op"
"094","TORONTO CENTRE","128","U","TORONTO","6","28","1","2","0","0","33","0","0","0","1","0","0","71","246","Oakham House (Thomas Lounge)"
"094","TORONTO CENTRE","129","U","TORONTO","14","61","4","1","1","0","59","2","1","1","0","0","0","144","432","John Innes Comm Centre"
"094","TORONTO CENTRE","130","U","TORONTO","21","43","3","0","0","1","62","0","0","0","0","0","1","131","382","Enoch Turner Schoolhouse"
"094","TORONTO CENTRE","131","U","TORONTO","14","64","5","0","0","0","76","0","0","0","1","1","0","161","419","Oak Street Co-Op"
"094","TORONTO CENTRE","132A","U","TORONTO","17","39","5","3","0","0","69","0","0","0","0","0","0","133","399","St. Lawrence North Market"
"094","TORONTO CENTRE","132B","U","TORONTO","17","36","5","2","0","0","82","0","0","0","0","0","0","142","401","St. Lawrence North Market"
"094","TORONTO CENTRE","133","U","TORONTO","8","18","3","3","3","0","74","1","0","0","0","0","0","110","331","John Innes Comm Centre"
"094","TORONTO CENTRE","134","U","TORONTO","25","26","5","0","0","0","115","1","0","0","1","0","0","173","504","St. Lawrence North Market"
"094","TORONTO CENTRE","135","U","TORONTO","11","30","3","2","0","0","91","0","0","0","0","0","0","137","408","John Innes Comm Centre"
"094","TORONTO CENTRE","136","U","TORONTO","19","36","5","0","0","0","86","0","0","0","0","0","0","146","422","Enoch Turner Schoolhouse"
"094","TORONTO CENTRE","137","U","TORONTO","35","62","6","2","0","0","100","0","0","0","2","0","1","208","417","Enoch Turner Schoolhouse"
"094","TORONTO CENTRE","138","U","TORONTO","11","48","7","1","0","0","80","0","1","0","0","0","0","148","341","Enoch Turner Schoolhouse"
"094","TORONTO CENTRE","139","U","TORONTO","26","7","0","0","0","0","55","0","0","0","0","0","0","88","254","St. Lawrence North Market"
"094","TORONTO CENTRE","140","U","TORONTO","45","28","3","3","0","1","142","0","0","0","0","0","0","222","426","St. Lawrence North Market"
"094","TORONTO CENTRE","141","U","TORONTO","20","78","3","6","0","4","139","1","0","0","1","0","0","252","679","St. Lawrence North Market"
"094","TORONTO CENTRE","142","U","TORONTO","65","69","11","6","0","0","139","0","0","1","1","0","0","292","537","St. Lawrence North Market"
"094","TORONTO CENTRE","143","U","TORONTO","15","117","0","1","0","0","119","0","0","0","0","0","1","253","649","St. Lawrence Community Centre"
"094","TORONTO CENTRE","144","U","TORONTO","18","124","6","2","0","0","109","2","0","0","1","0","0","262","607","St. Lawrence North Market"
"094","TORONTO CENTRE","145","U","TORONTO","6","40","1","0","0","0","40","0","0","0","0","0","0","87","229","St. Lawrence Community Centre"
"094","TORONTO CENTRE","146","U","TORONTO","37","54","13","3","2","0","110","0","0","0","1","1","1","222","506","St. Lawrence Community Centre"
"094","TORONTO CENTRE","147","U","TORONTO","8","20","2","1","0","1","51","0","0","0","1","1","0","85","177","Enoch Turner Schoolhouse"
"094","TORONTO CENTRE","148","U","TORONTO","25","26","1","1","0","0","90","1","0","0","1","0","0","145","269","Belmont House"
"094","TORONTO CENTRE","149","U","TORONTO","17","43","1","3","1","0","70","1","0","0","1","1","0","138","465","St. Paul's Anglican Church"
"094","TORONTO CENTRE","150","U","TORONTO","26","33","4","1","0","0","37","0","0","0","0","0","0","101","158","University of Toronto - Brennan Hall"
"094","TORONTO CENTRE","151","U","TORONTO","6","21","2","0","0","0","27","0","0","0","0","0","0","56","260","John Innes Comm Centre"
"094","TORONTO CENTRE","152","U","TORONTO","14","20","2","0","0","0","56","0","0","0","1","0","0","93","201","St. Lawrence North Market"
"094","TORONTO CENTRE","153","U","TORONTO","8","55","0","1","0","0","51","0","2","1","0","0","0","118","313","St. Lawrence Community Centre"
"094","TORONTO CENTRE","154","U","TORONTO","7","75","3","0","0","1","66","1","0","0","0","0","0","153","293","St. Lawrence Community Centre"
"094","TORONTO CENTRE","400","U","TORONTO","40","25","8","2","0","1","114","0","0","0","1","0","0","191","316","Summerhill Apartments"
"094","TORONTO CENTRE","401","U","TORONTO","43","4","1","1","0","0","63","0","0","0","0","0","0","112","214","Thornwood I"
"094","TORONTO CENTRE","402","U","TORONTO","42","7","1","1","0","0","51","0","0","0","0","0","0","102","163","Thornwood II"
"094","TORONTO CENTRE","403","U","TORONTO","25","36","10","0","0","1","132","0","0","0","2","0","0","206","423","Ramsden Place"
"094","TORONTO CENTRE","404","U","TORONTO","24","14","3","0","0","0","83","0","0","0","0","0","0","124","258","Memphis Condo"
"094","TORONTO CENTRE","405","U","TORONTO","35","30","0","2","0","0","106","1","0","0","2","0","0","176","268","Arbour Glen Apartments"
"094","TORONTO CENTRE","406","U","TORONTO","45","33","9","1","0","0","124","1","0","0","1","0","0","214","300","Kensington Apartments"
"094","TORONTO CENTRE","407","U","TORONTO","27","19","1","0","0","0","53","3","0","0","0","0","0","103","155","Hazelton Place"
"094","TORONTO CENTRE","408","U","TORONTO","7","3","0","1","0","0","12","0","0","0","0","0","0","23","101","Lotus"
"094","TORONTO CENTRE","409","U","TORONTO","44","14","1","1","0","0","55","1","0","0","0","0","0","116","279","18 Yorkville"
"094","TORONTO CENTRE","410","U","TORONTO","42","16","2","1","0","1","123","0","0","0","0","1","0","186","281","Rosedale Glen"
"094","TORONTO CENTRE","411","U","TORONTO","44","31","5","0","2","1","97","0","0","0","1","0","0","181","349","The Bellagio On Bloor"
"094","TORONTO CENTRE","412","U","TORONTO","37","11","1","2","0","0","96","0","0","0","0","0","0","147","267","360 On Bloor"
"094","TORONTO CENTRE","413","U","TORONTO","40","4","0","0","0","1","42","0","0","0","1","0","0","88","158","Renaissance Plaza"
"094","TORONTO CENTRE","414","U","TORONTO","23","51","4","2","0","0","131","0","0","0","2","0","0","213","497","Residences on Bloor"
"094","TORONTO CENTRE","415","U","TORONTO","43","1","0","0","0","0","55","0","0","0","1","0","0","100","147","1166 Bay"
"094","TORONTO CENTRE","416A","U","TORONTO","51","35","3","2","0","0","123","0","0","0","0","0","0","214","429","Manulife Centre"
"094","TORONTO CENTRE","416B","U","TORONTO","44","22","1","3","0","0","144","1","0","0","1","0","0","216","442","Manulife Centre"
"094","TORONTO CENTRE","417","U","TORONTO","22","31","2","1","0","0","120","1","1","0","0","0","0","178","261","X Condominium"
"094","TORONTO CENTRE","418","U","TORONTO","21","26","1","3","0","0","75","0","0","0","0","0","0","126","284","Bay Charles Apartments"
"094","TORONTO CENTRE","419","U","TORONTO","9","15","1","2","0","0","33","1","0","0","0","0","0","61","190","Residences on Bay"
"094","TORONTO CENTRE","420","U","TORONTO","29","17","6","0","0","0","91","0","0","1","1","0","0","145","286","Casa Condominiums"
"094","TORONTO CENTRE","421","U","TORONTO","27","46","9","3","1","0","96","1","0","0","0","0","0","183","340","La Place Marie"
"094","TORONTO CENTRE","422","U","TORONTO","9","41","7","2","0","2","66","0","1","0","0","0","0","128","334","Isabella Court"
"094","TORONTO CENTRE","423","U","TORONTO","37","44","4","0","0","0","96","1","0","0","1","0","0","183","475","Polo Club I"
"094","TORONTO CENTRE","424","U","TORONTO","22","42","5","0","0","0","99","1","0","2","1","0","0","172","313","30 Gloucester Gate"
"094","TORONTO CENTRE","425","U","TORONTO","37","41","5","1","0","0","110","0","0","0","1","0","0","195","467","Polo Club II"
"094","TORONTO CENTRE","426","U","TORONTO","49","46","5","2","1","1","152","1","0","0","1","0","0","258","707","1001 Bay Street"
"094","TORONTO CENTRE","427","U","TORONTO","19","37","10","6","0","0","107","1","0","0","3","0","1","184","425","Century Plaza"
"094","TORONTO CENTRE","428","U","TORONTO","9","20","2","1","0","0","50","1","0","0","0","0","0","83","156","22 Condominiums"
"094","TORONTO CENTRE","429","U","TORONTO","12","108","3","1","1","0","128","1","0","0","0","0","0","254","496","Plaza One Hundred"
"094","TORONTO CENTRE","430","U","TORONTO","26","55","0","1","0","0","99","0","0","0","1","0","0","182","319","The 500 On Sherbourne"
"094","TORONTO CENTRE","431","U","TORONTO","15","52","10","1","1","0","213","1","0","0","0","0","0","293","497","Verve Condomiums"
"094","TORONTO CENTRE","432","U","TORONTO","4","71","6","0","0","1","76","1","0","0","1","0","0","160","252","Hugh Garner Co-Op"
"094","TORONTO CENTRE","433","U","TORONTO","17","22","3","0","0","0","73","0","0","0","0","0","0","115","245","The Bay Club"
"094","TORONTO CENTRE","434","U","TORONTO","23","31","1","3","0","0","62","2","0","0","0","0","0","122","313","The Allegro"
"094","TORONTO CENTRE","435","U","TORONTO","32","38","7","3","0","0","73","0","0","0","0","1","0","154","388","Opera Place"
"094","TORONTO CENTRE","436","U","TORONTO","14","8","0","5","0","0","67","0","0","0","0","0","0","94","267","Murano North and South"
