"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DUNCAN","HUNDAL","JEFFREY","ROWLEY","SADIQ","SINGH","SINGH","WYSOKINSKI","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"007","BRAMPTON--SPRINGDALE","035","U","BRAMPTON","0","72","56","3","0","2","44","1","0","0","0","178","496","Springdale Public School"
"007","BRAMPTON--SPRINGDALE","036","U","BRAMPTON","0","30","52","0","0","0","17","0","1","0","0","100","369","Springdale Public School"
"007","BRAMPTON--SPRINGDALE","037","U","BRAMPTON","1","45","44","0","0","0","20","1","0","0","0","111","373","Springdale Public School"
"007","BRAMPTON--SPRINGDALE","038","U","BRAMPTON","0","35","49","2","0","2","25","0","1","0","0","114","373","Father Michael J. McGivney Catholic School"
"007","BRAMPTON--SPRINGDALE","039","U","BRAMPTON","1","37","59","0","1","0","19","0","0","0","1","118","374","Father Michael J. McGivney Catholic School"
"007","BRAMPTON--SPRINGDALE","040","U","BRAMPTON","1","44","44","1","0","0","23","2","0","0","0","115","418","Springdale Public School"
"007","BRAMPTON--SPRINGDALE","041","U","BRAMPTON","2","63","62","0","0","0","15","0","0","2","2","146","447","Springdale Public School"
"007","BRAMPTON--SPRINGDALE","042","U","BRAMPTON","3","40","72","0","0","0","14","0","0","0","0","129","409","Brampton Soccer Centre"
"007","BRAMPTON--SPRINGDALE","043","U","BRAMPTON","3","33","58","0","0","0","24","1","1","0","0","120","359","Brampton Soccer Centre"
"007","BRAMPTON--SPRINGDALE","044","U","BRAMPTON","0","62","50","1","0","2","18","0","0","0","0","133","391","Brampton Soccer Centre"
"007","BRAMPTON--SPRINGDALE","045","U","BRAMPTON","2","39","62","1","0","0","24","1","0","2","0","131","390","Fernforest Public School"
"007","BRAMPTON--SPRINGDALE","046","U","BRAMPTON","1","63","79","1","1","0","34","0","1","1","0","181","517","Fernforest Public School"
"007","BRAMPTON--SPRINGDALE","047","U","BRAMPTON","2","82","82","2","0","0","49","2","1","1","0","221","570","Our Lady of Providence Elementary School"
"007","BRAMPTON--SPRINGDALE","048","U","BRAMPTON","3","45","94","0","0","0","30","3","2","3","0","180","443","Our Lady of Providence Elementary School"
"007","BRAMPTON--SPRINGDALE","049","U","BRAMPTON","0","38","46","0","0","0","31","2","0","0","0","117","420","Fernforest Public School"
"007","BRAMPTON--SPRINGDALE","050","U","BRAMPTON","4","41","50","2","1","0","26","0","1","0","0","125","389","Fernforest Public School"
"007","BRAMPTON--SPRINGDALE","051","U","BRAMPTON","4","45","89","0","0","1","13","1","2","0","0","155","482","Our Lady of Providence Elementary School"
"007","BRAMPTON--SPRINGDALE","052","U","BRAMPTON","1","28","41","0","1","1","13","0","0","0","0","85","328","Our Lady of Providence Elementary School"
"007","BRAMPTON--SPRINGDALE","053","U","BRAMPTON","5","54","89","1","0","0","30","0","0","0","0","179","481","Fernforest Public School"
"007","BRAMPTON--SPRINGDALE","054","U","BRAMPTON","0","76","58","1","0","0","28","1","0","0","0","164","457","Fernforest Public School"
"007","BRAMPTON--SPRINGDALE","055","U","BRAMPTON","4","41","84","0","0","0","33","1","0","0","0","163","476","Our Lady of Providence Elementary School"
"007","BRAMPTON--SPRINGDALE","056","U","BRAMPTON","3","41","73","0","0","1","32","1","2","0","0","153","459","Our Lady of Providence Elementary School"
"007","BRAMPTON--SPRINGDALE","057A","U","BRAMPTON","4","126","163","1","1","0","19","0","1","0","0","315","472","Rosedale Village Clubhouse"
"007","BRAMPTON--SPRINGDALE","057B","U","BRAMPTON","7","103","130","5","0","0","27","0","0","1","0","273","420","Rosedale Village Clubhouse"
"007","BRAMPTON--SPRINGDALE","058","U","BRAMPTON","2","51","40","0","1","1","20","0","3","0","0","118","373","St. Isaac Jogues Catholic Elementary School"
"007","BRAMPTON--SPRINGDALE","059","U","BRAMPTON","1","48","64","0","0","0","32","0","2","0","0","147","461","St. Isaac Jogues Catholic Elementary School"
"007","BRAMPTON--SPRINGDALE","060","U","BRAMPTON","2","54","68","0","2","2","18","1","0","0","0","147","422","St. Isaac Jogues Catholic Elementary School"
"007","BRAMPTON--SPRINGDALE","061","U","BRAMPTON","4","56","59","0","0","0","28","1","0","1","0","149","453","Great Lakes Public School"
"007","BRAMPTON--SPRINGDALE","062","U","BRAMPTON","1","36","39","0","0","3","22","0","0","0","0","101","384","Great Lakes Public School"
"007","BRAMPTON--SPRINGDALE","063","U","BRAMPTON","0","48","57","2","0","0","29","0","0","0","0","136","543","Great Lakes Public School"
"007","BRAMPTON--SPRINGDALE","064","U","BRAMPTON","1","37","47","1","0","1","20","2","1","0","0","110","309","Great Lakes Public School"
"007","BRAMPTON--SPRINGDALE","065","U","BRAMPTON","3","29","26","2","0","0","7","3","1","0","0","71","293","Esker Lake Public School"
"007","BRAMPTON--SPRINGDALE","066","U","BRAMPTON","4","80","84","1","2","0","10","0","0","0","0","181","421","Robert H Lagerquist Senior Public School"
"007","BRAMPTON--SPRINGDALE","067","U","BRAMPTON","3","84","97","1","0","2","13","0","2","0","0","202","486","St. Rita Elementary School"
"007","BRAMPTON--SPRINGDALE","068","U","BRAMPTON","2","69","87","1","0","0","10","0","0","0","0","169","515","St. Rita Elementary School"
"007","BRAMPTON--SPRINGDALE","069","U","BRAMPTON","2","73","92","1","0","0","24","0","1","0","0","193","437","Robert H Lagerquist Senior Public School"
"007","BRAMPTON--SPRINGDALE","070","U","BRAMPTON","4","64","62","1","0","0","24","0","3","0","0","158","362","Terry Fox Junior Public School"
"007","BRAMPTON--SPRINGDALE","071","U","BRAMPTON","7","87","53","1","1","0","19","0","3","0","0","171","438","Terry Fox Junior Public School"
"007","BRAMPTON--SPRINGDALE","072","U","BRAMPTON","3","73","97","2","0","0","38","3","0","1","0","217","446","Terry Fox Junior Public School"
"007","BRAMPTON--SPRINGDALE","073","U","BRAMPTON","7","54","53","0","0","0","19","1","0","0","0","134","398","Terry Fox Junior Public School"
"007","BRAMPTON--SPRINGDALE","074","U","BRAMPTON","3","52","57","1","1","0","13","3","0","0","0","130","289","Esker Lake Public School"
"007","BRAMPTON--SPRINGDALE","075","U","BRAMPTON","10","93","103","0","0","0","18","3","1","1","0","229","472","Esker Lake Public School"
"007","BRAMPTON--SPRINGDALE","076","U","BRAMPTON","4","63","58","0","0","0","16","0","2","0","0","143","381","St. Agnes Elementary School"
"007","BRAMPTON--SPRINGDALE","077","U","BRAMPTON","6","42","72","0","1","3","23","0","0","0","0","147","396","St. Agnes Elementary School"
"007","BRAMPTON--SPRINGDALE","078","U","BRAMPTON","7","81","59","0","1","0","21","1","0","1","1","172","412","St. Agnes Elementary School"
"007","BRAMPTON--SPRINGDALE","079","U","BRAMPTON","9","79","45","1","0","3","35","0","2","0","0","174","409","St. Agnes Elementary School"
"007","BRAMPTON--SPRINGDALE","080","U","BRAMPTON","6","43","113","1","0","0","21","1","0","1","0","186","441","St. Agnes Elementary School"
"007","BRAMPTON--SPRINGDALE","081","U","BRAMPTON","3","43","92","0","0","2","12","2","1","0","0","155","386","Notre Dame Secondary School"
"007","BRAMPTON--SPRINGDALE","082","U","BRAMPTON","4","60","87","0","0","1","11","2","0","1","0","166","435","Notre Dame Secondary School"
"007","BRAMPTON--SPRINGDALE","083","U","BRAMPTON","5","48","95","1","1","0","22","1","3","0","0","176","478","Notre Dame Secondary School"
"007","BRAMPTON--SPRINGDALE","084","U","BRAMPTON","4","52","89","1","0","0","36","0","1","0","0","183","487","Notre Dame Secondary School"
"007","BRAMPTON--SPRINGDALE","085","U","BRAMPTON","2","74","96","0","0","1","35","2","0","0","0","210","532","St. Rita Elementary School"
"007","BRAMPTON--SPRINGDALE","086","U","BRAMPTON","8","83","107","0","0","0","13","1","1","0","0","213","477","St. Rita Elementary School"
"007","BRAMPTON--SPRINGDALE","087","U","BRAMPTON","5","89","67","0","0","0","12","0","0","0","0","173","395","Robert H Lagerquist Senior Public School"
"007","BRAMPTON--SPRINGDALE","088","U","BRAMPTON","8","82","125","0","0","1","15","0","3","0","0","234","607","St. Rita Elementary School"
"007","BRAMPTON--SPRINGDALE","089","U","BRAMPTON","3","90","66","0","0","0","18","1","1","0","0","179","367","Somerset Drive Public School"
"007","BRAMPTON--SPRINGDALE","090","U","BRAMPTON","14","79","67","0","0","1","20","2","1","0","0","184","384","Somerset Drive Public School"
"007","BRAMPTON--SPRINGDALE","091","U","BRAMPTON","4","86","99","1","0","1","11","0","0","0","0","202","489","St. Rita Elementary School"
"007","BRAMPTON--SPRINGDALE","092","U","BRAMPTON","2","43","33","0","0","0","31","0","0","0","0","109","332","Somerset Drive Public School"
"007","BRAMPTON--SPRINGDALE","093","U","BRAMPTON","5","68","70","0","0","0","35","2","0","0","0","180","431","Somerset Drive Public School"
"007","BRAMPTON--SPRINGDALE","094","U","BRAMPTON","4","56","47","0","0","0","33","1","0","0","0","141","342","Somerset Drive Public School"
"007","BRAMPTON--SPRINGDALE","095","U","BRAMPTON","8","66","82","0","0","1","30","3","1","0","0","191","447","St. Stephen Separate School"
"007","BRAMPTON--SPRINGDALE","096","U","BRAMPTON","12","78","91","3","0","2","26","1","0","0","0","213","550","St. Stephen Separate School"
"007","BRAMPTON--SPRINGDALE","097","U","BRAMPTON","4","83","67","0","0","1","34","1","0","0","0","190","498","St. Stephen Separate School"
"007","BRAMPTON--SPRINGDALE","098","U","BRAMPTON","7","92","77","1","0","0","37","1","0","0","0","215","574","St. Leonard Elementary School"
"007","BRAMPTON--SPRINGDALE","099","U","BRAMPTON","9","70","61","1","0","0","18","6","0","0","0","165","378","St. Leonard Elementary School"
"007","BRAMPTON--SPRINGDALE","100","U","BRAMPTON","9","67","73","0","0","2","25","3","0","0","0","179","510","St. Leonard Elementary School"
"007","BRAMPTON--SPRINGDALE","101","U","BRAMPTON","8","86","67","1","0","0","17","0","0","0","0","179","398","St. Leonard Elementary School"
"007","BRAMPTON--SPRINGDALE","102","U","BRAMPTON","10","31","53","0","0","2","16","0","0","0","0","112","391","St. Leonard Elementary School"
"007","BRAMPTON--SPRINGDALE","103","U","BRAMPTON","6","45","88","0","1","0","16","2","0","0","0","158","441","Jim Archdekin Recreation Centre"
"007","BRAMPTON--SPRINGDALE","104","U","BRAMPTON","5","55","67","0","0","0","17","0","1","1","0","146","404","Jim Archdekin Recreation Centre"
"007","BRAMPTON--SPRINGDALE","105","U","BRAMPTON","4","61","93","0","0","1","40","0","0","0","0","199","506","Jim Archdekin Recreation Centre"
"007","BRAMPTON--SPRINGDALE","106","U","BRAMPTON","5","46","66","0","0","1","15","0","4","1","0","138","476","Heart Lake Secondary School"
"007","BRAMPTON--SPRINGDALE","107","U","BRAMPTON","2","51","65","0","1","0","9","2","3","0","0","133","366","Heart Lake Secondary School"
"007","BRAMPTON--SPRINGDALE","108","U","BRAMPTON","2","36","74","0","0","1","15","0","1","0","0","129","372","Heart Lake Secondary School"
"007","BRAMPTON--SPRINGDALE","109","U","BRAMPTON","2","50","68","0","0","0","20","0","0","0","0","140","420","Heart Lake Secondary School"
"007","BRAMPTON--SPRINGDALE","110","U","BRAMPTON","3","33","42","0","1","1","14","0","0","1","0","95","334","Jim Archdekin Recreation Centre"
"007","BRAMPTON--SPRINGDALE","111","U","BRAMPTON","2","34","59","0","1","0","20","4","1","0","0","121","403","Conestoga Public School"
"007","BRAMPTON--SPRINGDALE","112","U","BRAMPTON","2","50","63","1","0","1","15","1","0","0","0","133","402","Conestoga Public School"
"007","BRAMPTON--SPRINGDALE","113","U","BRAMPTON","4","56","74","0","0","0","21","4","1","0","0","160","515","Conestoga Public School"
"007","BRAMPTON--SPRINGDALE","114","U","BRAMPTON","7","41","57","0","0","3","21","1","0","0","0","130","406","Conestoga Public School"
"007","BRAMPTON--SPRINGDALE","115","U","BRAMPTON","5","40","103","0","1","0","31","0","1","0","0","181","489","Ste. Marguerite Bourgeoys Elementary School"
"007","BRAMPTON--SPRINGDALE","116","U","BRAMPTON","3","59","135","0","1","0","31","0","0","2","1","232","517","Ste. Marguerite Bourgeoys Elementary School"
"007","BRAMPTON--SPRINGDALE","117","U","BRAMPTON","6","56","114","0","2","0","23","1","1","0","0","203","425","Ste. Marguerite Bourgeoys Elementary School"
"007","BRAMPTON--SPRINGDALE","118","U","BRAMPTON","2","42","85","1","0","0","15","0","1","0","0","146","443","Maranatha Christian Academy"
"007","BRAMPTON--SPRINGDALE","119","U","BRAMPTON","4","56","95","0","1","0","25","0","0","0","0","181","414","Maranatha Christian Academy"
"007","BRAMPTON--SPRINGDALE","120","U","BRAMPTON","2","55","61","0","0","0","18","0","1","0","0","137","401","Maranatha Christian Academy"
"007","BRAMPTON--SPRINGDALE","121","U","BRAMPTON","3","64","88","0","0","1","30","1","0","0","0","187","451","Ste. Marguerite Bourgeoys Elementary School"
"007","BRAMPTON--SPRINGDALE","122","U","BRAMPTON","1","30","27","1","0","15","0","0","1","0","0","75","316","Maranatha Christian Academy"
"007","BRAMPTON--SPRINGDALE","123","U","BRAMPTON","7","81","113","1","0","1","25","2","1","0","0","231","482","Russell D. Barber Public School"
"007","BRAMPTON--SPRINGDALE","124","U","BRAMPTON","4","68","76","0","0","0","21","3","0","0","0","172","368","Russell D. Barber Public School"
"007","BRAMPTON--SPRINGDALE","125","U","BRAMPTON","3","76","116","0","0","0","34","1","0","2","0","232","476","Russell D. Barber Public School"
"007","BRAMPTON--SPRINGDALE","126","U","BRAMPTON","8","67","119","0","4","0","23","0","3","0","0","224","532","Russell D. Barber Public School"
"007","BRAMPTON--SPRINGDALE","127","U","BRAMPTON","4","42","81","1","1","0","28","1","2","0","0","160","387","North Park Secondary School"
"007","BRAMPTON--SPRINGDALE","128","U","BRAMPTON","8","55","97","3","0","0","23","1","0","1","0","188","416","North Park Secondary School"
"007","BRAMPTON--SPRINGDALE","129","U","BRAMPTON","5","44","75","1","1","0","22","3","1","1","0","153","411","North Park Secondary School"
"007","BRAMPTON--SPRINGDALE","130","U","BRAMPTON","7","52","101","0","0","0","35","0","0","1","0","196","489","North Park Secondary School"
"007","BRAMPTON--SPRINGDALE","131","U","BRAMPTON","10","36","107","0","0","0","28","2","1","0","0","184","489","North Park Secondary School"
"007","BRAMPTON--SPRINGDALE","132","U","BRAMPTON","15","58","122","1","0","0","28","1","1","0","0","226","498","École catholique Sainte-Jeanne-d'Arc"
"007","BRAMPTON--SPRINGDALE","133","U","BRAMPTON","4","74","106","1","0","0","5","1","0","0","0","191","477","École catholique Sainte-Jeanne-d'Arc"
"007","BRAMPTON--SPRINGDALE","134","U","BRAMPTON","10","80","100","2","0","0","11","0","0","0","0","203","435","École catholique Sainte-Jeanne-d'Arc"
"007","BRAMPTON--SPRINGDALE","135","U","BRAMPTON","7","68","67","1","0","0","23","0","0","0","0","166","368","École catholique Sainte-Jeanne-d'Arc"
"007","BRAMPTON--SPRINGDALE","136","U","BRAMPTON","8","69","83","1","0","0","44","0","3","0","0","208","470","École catholique Sainte-Jeanne-d'Arc"
"007","BRAMPTON--SPRINGDALE","137","U","BRAMPTON","8","66","79","0","0","0","37","0","0","0","0","190","384","12 Laurelcrest Apartment(s)"
"007","BRAMPTON--SPRINGDALE","138","U","BRAMPTON","0","32","53","0","2","0","20","0","0","2","0","109","404","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","139","U","BRAMPTON","6","46","55","1","0","0","35","4","2","0","0","149","387","St. Joachim Catholic School"
"007","BRAMPTON--SPRINGDALE","140","U","BRAMPTON","6","27","59","0","0","0","19","2","2","0","0","115","371","St. Joachim Catholic School"
"007","BRAMPTON--SPRINGDALE","141","U","BRAMPTON","0","53","59","0","0","0","21","1","0","0","0","134","479","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","142","U","BRAMPTON","7","47","64","2","0","0","21","1","1","0","0","143","518","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","143","U","BRAMPTON","3","65","55","3","1","1","18","1","2","1","0","150","393","St. Joachim Catholic School"
"007","BRAMPTON--SPRINGDALE","144","U","BRAMPTON","7","48","72","0","0","0","25","0","0","1","0","153","451","St. Joachim Catholic School"
"007","BRAMPTON--SPRINGDALE","145","U","BRAMPTON","9","36","39","0","0","0","17","1","0","0","0","102","376","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","146","U","BRAMPTON","0","35","76","0","0","0","19","0","0","0","2","132","424","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","147","U","BRAMPTON","0","51","68","2","1","0","18","1","0","0","0","141","424","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","148","U","BRAMPTON","1","51","49","0","0","0","28","0","0","0","0","129","353","St. Joachim Catholic School"
"007","BRAMPTON--SPRINGDALE","149","U","BRAMPTON","7","52","51","1","0","0","27","1","0","1","0","140","379","St. Joachim Catholic School"
"007","BRAMPTON--SPRINGDALE","150","U","BRAMPTON","1","35","51","1","1","1","12","0","0","0","0","102","405","Arnott Charlton Public School"
"007","BRAMPTON--SPRINGDALE","151","U","BRAMPTON","1","40","55","0","0","0","28","0","1","0","0","125","435","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","152","U","BRAMPTON","4","27","36","0","0","0","27","0","1","1","0","96","300","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","153","U","BRAMPTON","2","35","74","1","0","0","20","3","0","1","0","136","448","Gordon Graydon Senior Public School"
"007","BRAMPTON--SPRINGDALE","154","U","BRAMPTON","9","38","57","1","0","0","23","1","0","21","0","150","411","Gordon Graydon Senior Public School"
"007","BRAMPTON--SPRINGDALE","155","U","BRAMPTON","3","25","73","1","0","1","22","0","0","0","0","125","393","Gordon Graydon Senior Public School"
"007","BRAMPTON--SPRINGDALE","156","U","BRAMPTON","2","45","44","2","0","0","21","0","3","0","0","117","408","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","157","U","BRAMPTON","5","41","41","0","2","0","25","3","1","0","0","118","370","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","158","U","BRAMPTON","5","33","74","2","2","0","16","0","0","0","0","132","422","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","159","U","BRAMPTON","10","37","62","0","0","0","32","0","0","0","0","141","398","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","160","U","BRAMPTON","9","36","32","0","0","0","22","3","0","0","0","102","339","Century Gardens Recreation Centre"
"007","BRAMPTON--SPRINGDALE","161","U","BRAMPTON","6","64","63","1","0","2","36","1","0","1","0","174","501","Father Cw. Sullivan Catholic School"
"007","BRAMPTON--SPRINGDALE","162","U","BRAMPTON","3","56","64","2","0","2","34","2","0","1","0","164","432","Father Cw. Sullivan Catholic School"
"007","BRAMPTON--SPRINGDALE","163","U","BRAMPTON","8","49","35","2","0","0","20","1","0","0","0","115","369","Madoc Drive Public School"
"007","BRAMPTON--SPRINGDALE","164","U","BRAMPTON","7","51","34","1","0","1","20","4","1","0","0","119","323","Father Cw. Sullivan Catholic School"
"007","BRAMPTON--SPRINGDALE","165","U","BRAMPTON","7","41","65","0","0","1","40","2","1","0","0","157","442","Madoc Drive Public School"
"007","BRAMPTON--SPRINGDALE","166","U","BRAMPTON","11","51","70","2","0","0","28","0","1","0","0","163","571","Madoc Drive Public School"
"007","BRAMPTON--SPRINGDALE","167","U","BRAMPTON","8","93","50","0","1","0","27","3","0","0","1","183","483","Father Cw. Sullivan Catholic School"
"007","BRAMPTON--SPRINGDALE","168","U","BRAMPTON","2","66","38","0","0","1","21","0","1","1","0","130","436","Father Cw. Sullivan Catholic School"
"007","BRAMPTON--SPRINGDALE","169","U","BRAMPTON","8","69","53","2","0","0","40","8","1","1","0","182","399","Madoc Drive Public School"
"007","BRAMPTON--SPRINGDALE","170","U","BRAMPTON","4","25","28","0","0","2","12","0","0","0","0","71","267","Madoc Drive Public School"
"007","BRAMPTON--SPRINGDALE","171","U","BRAMPTON","1","44","111","1","0","0","29","0","0","0","0","186","521","École élémentaire Carrefour des Jeunes"
"007","BRAMPTON--SPRINGDALE","172","U","BRAMPTON","5","29","69","2","0","0","24","0","0","0","0","129","408","École élémentaire Carrefour des Jeunes"
"007","BRAMPTON--SPRINGDALE","173","U","BRAMPTON","3","37","51","0","0","0","19","0","0","0","1","111","309","Westervelts Corners Public School"
"007","BRAMPTON--SPRINGDALE","174","U","BRAMPTON","4","20","34","0","1","0","14","1","1","0","0","75","335","Westervelts Corners Public School"
"007","BRAMPTON--SPRINGDALE","175","U","BRAMPTON","1","26","64","1","0","0","16","0","2","0","0","110","374","Westervelts Corners Public School"
"007","BRAMPTON--SPRINGDALE","176","U","BRAMPTON","10","58","87","0","2","0","37","1","0","0","0","195","543","École élémentaire Carrefour des Jeunes"
"007","BRAMPTON--SPRINGDALE","177","U","BRAMPTON","9","42","64","0","0","0","21","1","1","1","0","139","396","École élémentaire Carrefour des Jeunes"
"007","BRAMPTON--SPRINGDALE","178","U","BRAMPTON","15","70","84","3","0","0","39","2","0","0","0","213","530","École élémentaire Carrefour des Jeunes"
"007","BRAMPTON--SPRINGDALE","179","U","BRAMPTON","4","56","62","0","0","2","31","1","0","0","0","156","447","École élémentaire Carrefour des Jeunes"
"007","BRAMPTON--SPRINGDALE","180","U","BRAMPTON","2","26","60","0","1","0","33","2","0","0","0","124","361","Westervelts Corners Public School"
"007","BRAMPTON--SPRINGDALE","181","U","BRAMPTON","6","36","55","1","1","0","35","1","0","0","0","135","455","Kingswood Drive Public School"
"007","BRAMPTON--SPRINGDALE","182","U","BRAMPTON","1","50","71","0","2","1","25","1","0","0","0","151","482","Kingswood Drive Public School"
"007","BRAMPTON--SPRINGDALE","183","U","BRAMPTON","2","40","71","1","0","0","26","1","2","0","0","143","440","Sir John A Macdonald Middle School"
"007","BRAMPTON--SPRINGDALE","184","U","BRAMPTON","3","31","40","0","0","0","9","4","0","0","0","87","302","Kingswood Drive Public School"
"007","BRAMPTON--SPRINGDALE","185","U","BRAMPTON","6","62","47","0","2","1","17","1","0","0","0","136","378","Kingswood Drive Public School"
"007","BRAMPTON--SPRINGDALE","186","U","BRAMPTON","9","51","76","1","1","0","28","0","1","0","0","167","482","Kingswood Drive Public School"
"007","BRAMPTON--SPRINGDALE","187","U","BRAMPTON","5","57","76","0","1","0","17","2","4","0","0","162","429","Sir John A Macdonald Middle School"
