"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BISANZ","KLEES","KUYSTEN","WARDLAW","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"053","NEWMARKET--AURORA","052","U","NEWMARKET","41","58","5","20","0","1","0","125","296","Mazo de la Roche Public School"
"053","NEWMARKET--AURORA","053","U","NEWMARKET","60","73","2","23","0","0","0","158","300","Mazo de la Roche Public School"
"053","NEWMARKET--AURORA","054","U","NEWMARKET","63","55","7","30","1","0","0","156","388","Mazo de la Roche Public School"
"053","NEWMARKET--AURORA","055","U","NEWMARKET","38","56","3","35","0","0","1","133","308","Prince Charles Public School"
"053","NEWMARKET--AURORA","056","U","NEWMARKET","36","35","3","14","0","0","0","88","211","Prince Charles Public School"
"053","NEWMARKET--AURORA","057","U","NEWMARKET","29","40","4","14","0","0","0","87","283","New Hope Methodist Church"
"053","NEWMARKET--AURORA","058","U","NEWMARKET","41","45","10","56","0","0","0","152","417","New Hope Methodist Church"
"053","NEWMARKET--AURORA","059","U","NEWMARKET","47","56","5","28","0","0","0","136","346","New Hope Methodist Church"
"053","NEWMARKET--AURORA","060","U","NEWMARKET","70","84","10","60","1","1","0","226","440","New Hope Methodist Church"
"053","NEWMARKET--AURORA","061","U","NEWMARKET","43","55","5","24","0","1","0","128","287","Jlr Bell Public School"
"053","NEWMARKET--AURORA","062","U","NEWMARKET","63","88","2","36","0","0","0","189","463","Crossland Public School"
"053","NEWMARKET--AURORA","063","U","NEWMARKET","81","93","5","18","1","0","0","198","440","Crossland Public School"
"053","NEWMARKET--AURORA","064","U","NEWMARKET","63","83","1","8","0","0","0","155","341","Crossland Public School"
"053","NEWMARKET--AURORA","065","U","NEWMARKET","95","166","1","17","0","0","1","280","539","Crossland Public School"
"053","NEWMARKET--AURORA","066","U","NEWMARKET","92","77","2","16","0","1","0","188","441","Crossland Public School"
"053","NEWMARKET--AURORA","067","U","NEWMARKET","58","76","6","29","0","0","0","169","355","Jlr Bell Public School"
"053","NEWMARKET--AURORA","068","U","NEWMARKET","61","49","22","12","0","1","0","145","303","Jlr Bell Public School"
"053","NEWMARKET--AURORA","069","U","NEWMARKET","92","53","9","29","0","0","0","183","382","Jlr Bell Public School"
"053","NEWMARKET--AURORA","070","U","NEWMARKET","30","39","4","23","0","0","0","96","410","New Hope Methodist Church"
"053","NEWMARKET--AURORA","071","U","NEWMARKET","36","48","3","39","0","0","0","126","295","Prince Charles Public School"
"053","NEWMARKET--AURORA","072","U","NEWMARKET","50","87","6","42","1","0","0","186","387","Prince Charles Public School"
"053","NEWMARKET--AURORA","073","U","NEWMARKET","46","69","6","27","0","0","0","148","329","Mazo de la Roche Public School"
"053","NEWMARKET--AURORA","074","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","075","U","NEWMARKET","44","68","4","43","0","2","0","161","411","Cedarview Community Church"
"053","NEWMARKET--AURORA","076","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","077","U","NEWMARKET","79","68","6","37","2","0","0","192","434","Bogart Public School"
"053","NEWMARKET--AURORA","078","U","NEWMARKET","65","98","6","26","1","1","0","197","418","Cedarview Community Church"
"053","NEWMARKET--AURORA","079","U","NEWMARKET","77","97","1","29","0","0","0","204","434","Bogart Public School"
"053","NEWMARKET--AURORA","080","U","NEWMARKET","60","84","4","23","0","0","0","171","397","Bogart Public School"
"053","NEWMARKET--AURORA","081","U","NEWMARKET","86","89","5","27","0","0","0","207","485","Bogart Public School"
"053","NEWMARKET--AURORA","082","U","NEWMARKET","56","75","7","35","0","1","0","174","495","Magna Centre"
"053","NEWMARKET--AURORA","083","U","NEWMARKET","88","86","7","28","1","0","0","210","444","Bogart Public School"
"053","NEWMARKET--AURORA","084","U","NEWMARKET","26","38","4","22","0","0","0","90","255","Cedarview Community Church"
"053","NEWMARKET--AURORA","085","U","NEWMARKET","48","44","3","14","0","0","0","109","310","Magna Centre"
"053","NEWMARKET--AURORA","086","U","NEWMARKET","39","42","1","21","0","0","0","103","268","Jlr Bell Public School"
"053","NEWMARKET--AURORA","087","U","NEWMARKET","58","56","5","25","0","0","0","144","352","Rogers Public School"
"053","NEWMARKET--AURORA","088","U","NEWMARKET","72","74","6","48","1","0","0","201","389","Rogers Public School"
"053","NEWMARKET--AURORA","089","U","NEWMARKET","38","56","2","26","0","0","0","122","238","Rogers Public School"
"053","NEWMARKET--AURORA","090","U","NEWMARKET","50","85","7","25","0","0","0","167","334","Rogers Public School"
"053","NEWMARKET--AURORA","091","U","NEWMARKET","57","80","4","36","0","0","0","177","368","Rogers Public School"
"053","NEWMARKET--AURORA","092","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","093","U","NEWMARKET","58","62","4","35","1","0","0","160","328","St. Paul Catholic School"
"053","NEWMARKET--AURORA","094","U","NEWMARKET","46","74","2","32","1","0","0","155","365","St. Paul Catholic School"
"053","NEWMARKET--AURORA","095","U","NEWMARKET","55","73","2","27","1","0","0","158","397","St. Paul Catholic School"
"053","NEWMARKET--AURORA","096","U","NEWMARKET",".......................COMBINED WITH POLL 098.......................","","","","","","","","","St. Paul Catholic School"
"053","NEWMARKET--AURORA","097","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","098","U","NEWMARKET","144","173","10","75","3","0","0","405","970","Clearmeadow Public School"
"053","NEWMARKET--AURORA","099","U","NEWMARKET","50","68","9","20","0","0","0","147","439","Clearmeadow Public School"
"053","NEWMARKET--AURORA","100","U","NEWMARKET","103","75","3","27","0","0","0","208","468","Crossland Public School"
"053","NEWMARKET--AURORA","101","U","NEWMARKET","56","74","5","30","0","0","0","165","371","Clearmeadow Public School"
"053","NEWMARKET--AURORA","102","U","NEWMARKET","75","78","6","12","0","1","0","172","366","St. Nicholas Catholic School"
"053","NEWMARKET--AURORA","103","U","NEWMARKET","90","89","2","28","0","0","0","209","438","Clearmeadow Public School"
"053","NEWMARKET--AURORA","104","U","NEWMARKET","67","68","2","24","0","1","0","162","321","Clearmeadow Public School"
"053","NEWMARKET--AURORA","105","U","NEWMARKET","60","66","2","24","0","0","0","152","395","St. Nicholas Catholic School"
"053","NEWMARKET--AURORA","106","U","NEWMARKET","57","95","4","30","0","0","0","186","394","Clearmeadow Public School"
"053","NEWMARKET--AURORA","107","U","NEWMARKET","56","71","3","22","0","0","0","152","321","St. Nicholas Catholic School"
"053","NEWMARKET--AURORA","108","U","NEWMARKET","65","105","6","16","0","1","1","194","382","St. Nicholas Catholic School"
"053","NEWMARKET--AURORA","109","U","NEWMARKET","81","76","4","11","1","0","0","173","384","St. Nicholas Catholic School"
"053","NEWMARKET--AURORA","110","U","NEWMARKET","47","57","10","58","1","0","0","173","471","St. Nicholas Catholic School"
"053","NEWMARKET--AURORA","111","U","NEWMARKET","92","109","2","20","1","0","1","225","528","Terry Fox Public School"
"053","NEWMARKET--AURORA","112","U","NEWMARKET","37","50","0","14","0","0","0","101","340","Terry Fox Public School"
"053","NEWMARKET--AURORA","113","U","NEWMARKET","98","86","4","43","0","0","0","231","614","Terry Fox Public School"
"053","NEWMARKET--AURORA","114","U","NEWMARKET","111","111","5","33","2","0","0","262","608","Terry Fox Public School"
"053","NEWMARKET--AURORA","115","U","NEWMARKET","83","57","5","35","0","0","0","180","453","Terry Fox Public School"
"053","NEWMARKET--AURORA","116","U","NEWMARKET","50","52","7","55","1","0","1","166","415","Terry Fox Public School"
"053","NEWMARKET--AURORA","117","U","NEWMARKET","76","87","8","75","0","0","0","246","581","Armitage Village Public School"
"053","NEWMARKET--AURORA","118","U","NEWMARKET","74","57","4","20","1","0","0","156","393","Armitage Village Public School"
"053","NEWMARKET--AURORA","119","U","NEWMARKET","58","49","0","18","1","0","0","126","287","Armitage Village Public School"
"053","NEWMARKET--AURORA","120","U","NEWMARKET","79","91","3","37","0","0","0","210","456","Armitage Village Public School"
"053","NEWMARKET--AURORA","121","U","NEWMARKET","79","72","6","24","0","0","1","182","442","Armitage Village Public School"
"053","NEWMARKET--AURORA","122","U","NEWMARKET","91","103","4","36","1","0","0","235","518","Armitage Village Public School"
"053","NEWMARKET--AURORA","123","U","NEWMARKET","54","73","6","16","0","0","1","150","358","Armitage Village Public School"
"053","NEWMARKET--AURORA","124","U","NEWMARKET","47","84","2","11","0","0","0","144","347","Stonehaven Elementary School"
"053","NEWMARKET--AURORA","125","U","NEWMARKET","63","110","9","25","0","0","0","207","446","Stonehaven Elementary School"
"053","NEWMARKET--AURORA","126","U","NEWMARKET","58","94","5","25","0","0","0","182","542","Magna Centre"
"053","NEWMARKET--AURORA","127","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","128","U","NEWMARKET","26","63","4","49","0","0","0","142","410","Magna Centre"
"053","NEWMARKET--AURORA","129","U","NEWMARKET",".......................COMBINED WITH POLL 130.......................","","","","","","","","","Magna Centre"
"053","NEWMARKET--AURORA","130","U","NEWMARKET","126","148","8","51","1","0","0","334","854","Stonehaven Elementary School"
"053","NEWMARKET--AURORA","131","U","NEWMARKET","67","97","3","8","0","0","0","175","403","Stonehaven Elementary School"
"053","NEWMARKET--AURORA","132","U","NEWMARKET","55","92","1","7","1","0","0","156","370","Stonehaven Elementary School"
"053","NEWMARKET--AURORA","133","U","NEWMARKET","58","92","3","14","0","0","0","167","358","Stonehaven Elementary School"
"053","NEWMARKET--AURORA","134","U","NEWMARKET","78","130","3","15","0","1","0","227","475","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","135","U","NEWMARKET","68","93","5","12","0","0","0","178","382","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","136A","U","NEWMARKET","49","78","5","14","0","0","0","146","297","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","136B","U","NEWMARKET","42","108","3","8","0","0","0","161","326","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","137","U","NEWMARKET","87","81","4","24","0","0","0","196","439","Magna Centre"
"053","NEWMARKET--AURORA","138","U","NEWMARKET","87","135","1","14","1","0","0","238","609","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","139","U","NEWMARKET","50","76","3","9","0","0","0","138","333","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","140","U","NEWMARKET","62","62","5","10","2","0","0","141","329","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","141","U","NEWMARKET","44","54","2","9","0","0","1","110","367","Notre Dame Catholic School"
"053","NEWMARKET--AURORA","142","U","AURORA","97","96","0","41","0","1","0","235","554","Hadley Grange"
"053","NEWMARKET--AURORA","143","U","AURORA","47","64","3","8","1","0","0","123","285","Howard Johnson Aurora"
"053","NEWMARKET--AURORA","144","U","AURORA","53","115","4","5","0","0","0","177","423","Howard Johnson Aurora"
"053","NEWMARKET--AURORA","145","U","AURORA","68","74","2","16","0","0","0","160","326","Howard Johnson Aurora"
"053","NEWMARKET--AURORA","146","U","AURORA","72","103","2","9","0","0","0","186","381","Howard Johnson Aurora"
"053","NEWMARKET--AURORA","147","U","AURORA","95","93","7","12","0","0","0","207","415","Devins Drive Public School"
"053","NEWMARKET--AURORA","148","U","AURORA","113","126","6","18","1","0","0","264","519","Devins Drive Public School"
"053","NEWMARKET--AURORA","149","U","AURORA","71","89","7","22","0","0","0","189","456","Devins Drive Public School"
"053","NEWMARKET--AURORA","150","U","AURORA","88","110","5","17","0","1","0","221","484","Our Lady of Grace Catholic School"
"053","NEWMARKET--AURORA","151","U","AURORA","106","80","2","21","0","0","0","209","472","Our Lady of Grace Catholic School"
"053","NEWMARKET--AURORA","152","U","AURORA","60","66","8","29","1","1","0","165","452","Our Lady of Grace Catholic School"
"053","NEWMARKET--AURORA","153","U","AURORA","49","66","4","16","0","0","0","135","371","Our Lady of Grace Catholic School"
"053","NEWMARKET--AURORA","154","U","AURORA","51","86","15","43","0","1","0","196","459","Our Lady of Grace Catholic School"
"053","NEWMARKET--AURORA","155","U","AURORA","90","93","9","27","2","0","0","221","576","Devins Drive Public School"
"053","NEWMARKET--AURORA","156","U","AURORA","72","62","2","22","0","0","0","158","301","Our Lady of Grace Catholic School"
"053","NEWMARKET--AURORA","157","U","AURORA","90","104","6","42","0","0","0","242","439","Devins Drive Public School"
"053","NEWMARKET--AURORA","158","U","AURORA","69","71","5","22","0","0","0","167","378","Devins Drive Public School"
"053","NEWMARKET--AURORA","159","U","AURORA","76","84","2","9","0","0","0","171","400","Howard Johnson Aurora"
"053","NEWMARKET--AURORA","160","U","AURORA","70","71","3","21","1","0","0","166","404","Lester B. Pearson Public School"
"053","NEWMARKET--AURORA","161","U","AURORA","46","54","1","15","0","0","0","116","269","Lester B. Pearson Public School"
"053","NEWMARKET--AURORA","162","U","AURORA","59","74","7","21","0","0","0","161","328","Lester B. Pearson Public School"
"053","NEWMARKET--AURORA","163","U","AURORA","80","88","5","28","0","0","0","201","434","Lester B. Pearson Public School"
"053","NEWMARKET--AURORA","164","U","AURORA","74","107","9","33","0","0","0","223","538","Lester B. Pearson Public School"
"053","NEWMARKET--AURORA","165","U","AURORA","68","95","7","24","0","1","0","195","407","St. Maximillian Kolbe Catholic High School"
"053","NEWMARKET--AURORA","166","U","AURORA","49","79","6","13","1","0","0","148","418","St. Maximillian Kolbe Catholic High School"
"053","NEWMARKET--AURORA","167","U","AURORA","64","68","0","21","0","0","0","153","343","St. Jerome Catholic School"
"053","NEWMARKET--AURORA","168","U","AURORA","52","71","6","26","0","0","0","155","431","St. Jerome Catholic School"
"053","NEWMARKET--AURORA","169","U","AURORA","70","54","7","22","1","0","0","154","371","St. Jerome Catholic School"
"053","NEWMARKET--AURORA","170","U","AURORA","61","78","5","18","1","0","0","163","377","St. Jerome Catholic School"
"053","NEWMARKET--AURORA","171","U","AURORA","76","72","5","42","0","0","0","195","462","St. Jerome Catholic School"
"053","NEWMARKET--AURORA","172","U","AURORA","58","59","3","24","1","0","0","145","407","Aurora Seniors Centre"
"053","NEWMARKET--AURORA","173","U","AURORA","79","97","2","19","0","0","0","197","521","Aurora Seniors Centre"
"053","NEWMARKET--AURORA","174A","U","AURORA","42","32","4","17","0","0","0","95","320","Aurora Senior Public School"
"053","NEWMARKET--AURORA","174B","U","AURORA","46","36","6","13","0","0","0","101","351","Aurora Senior Public School"
"053","NEWMARKET--AURORA","175","U","AURORA","67","84","3","33","0","0","0","187","602","Hartman Public School"
"053","NEWMARKET--AURORA","176","U","AURORA","65","38","2","18","1","1","0","125","346","Hartman Public School"
"053","NEWMARKET--AURORA","177","U","AURORA","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","178","U","AURORA","50","69","4","39","0","0","0","162","414","Hartman Public School"
"053","NEWMARKET--AURORA","179A","U","AURORA","57","57","5","14","0","0","0","133","356","Hartman Public School"
"053","NEWMARKET--AURORA","179B","U","AURORA","50","64","1","15","0","0","0","130","335","Hartman Public School"
"053","NEWMARKET--AURORA","180A","U","AURORA","43","69","1","13","0","0","0","126","324","Hartman Public School"
"053","NEWMARKET--AURORA","180B","U","AURORA","61","59","4","16","0","1","0","141","368","Hartman Public School"
"053","NEWMARKET--AURORA","181","U","AURORA","53","59","2","14","1","0","0","129","405","Hartman Public School"
"053","NEWMARKET--AURORA","182","U","AURORA","34","61","3","29","2","0","3","132","418","Aurora Seniors Centre"
"053","NEWMARKET--AURORA","183","U","AURORA","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","184","U","AURORA","50","34","4","12","0","0","0","100","287","Aurora Seniors Centre"
"053","NEWMARKET--AURORA","185","U","AURORA","64","87","4","32","0","0","0","187","582","Hartman Public School"
"053","NEWMARKET--AURORA","186","U","AURORA","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","187","U","AURORA","36","59","8","13","1","0","0","117","342","St. Maximillian Kolbe Catholic High School"
"053","NEWMARKET--AURORA","188","U","AURORA","70","64","6","23","0","0","0","163","408","Holy Spirit Catholic School"
"053","NEWMARKET--AURORA","189","U","AURORA","55","78","7","10","0","0","0","150","424","Holy Spirit Catholic School"
"053","NEWMARKET--AURORA","190","U","AURORA","47","91","5","25","0","0","0","168","358","Holy Spirit Catholic School"
"053","NEWMARKET--AURORA","191","U","AURORA","64","92","5","18","0","0","0","179","391","Holy Spirit Catholic School"
"053","NEWMARKET--AURORA","192","U","AURORA","60","53","22","24","0","1","0","160","391","St. Maximillian Kolbe Catholic High School"
"053","NEWMARKET--AURORA","193","U","AURORA","48","59","3","16","0","0","1","127","446","St. Maximillian Kolbe Catholic High School"
"053","NEWMARKET--AURORA","194","U","AURORA","53","67","7","23","0","0","0","150","429","Sunrise Senior Living"
"053","NEWMARKET--AURORA","195","U","AURORA","38","45","0","18","0","0","0","101","327","St. Joseph's Catholic School"
"053","NEWMARKET--AURORA","196","U","AURORA","67","80","6","32","1","0","0","186","471","St. Joseph's Catholic School"
"053","NEWMARKET--AURORA","197","U","AURORA","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","198","U","AURORA","53","125","3","12","2","0","0","195","486","Regency Acres Public School"
"053","NEWMARKET--AURORA","199","U","AURORA","36","55","4","9","1","0","0","105","361","Aurora Senior Public School"
"053","NEWMARKET--AURORA","200","U","AURORA","34","49","11","20","0","0","0","114","366","Aurora Senior Public School"
"053","NEWMARKET--AURORA","201","U","AURORA","28","45","4","12","0","0","0","89","401","Aurora Senior Public School"
"053","NEWMARKET--AURORA","202","U","AURORA","74","85","11","12","1","0","1","184","400","Aurora High School"
"053","NEWMARKET--AURORA","203","U","AURORA","44","76","1","8","1","0","0","130","315","Aurora High School"
"053","NEWMARKET--AURORA","204","U","AURORA","49","93","3","14","0","0","0","159","362","Aurora High School"
"053","NEWMARKET--AURORA","205","U","AURORA","95","94","5","9","0","0","0","203","475","Aurora High School"
"053","NEWMARKET--AURORA","206","U","AURORA","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","207","U","AURORA","69","91","6","13","0","0","0","179","419","Aurora High School"
"053","NEWMARKET--AURORA","208","U","AURORA","68","119","1","8","0","0","0","196","430","Regency Acres Public School"
"053","NEWMARKET--AURORA","209","U","AURORA","71","103","8","27","0","0","0","209","395","Regency Acres Public School"
"053","NEWMARKET--AURORA","210","U","AURORA","44","67","4","37","2","0","0","154","403","St. Joseph's Catholic School"
"053","NEWMARKET--AURORA","211","U","AURORA","51","60","8","31","0","0","0","150","369","St. Joseph's Catholic School"
"053","NEWMARKET--AURORA","212","U","AURORA","68","99","7","33","0","0","0","207","383","St. Joseph's Catholic School"
"053","NEWMARKET--AURORA","213","U","AURORA","80","97","8","26","0","1","0","212","441","St. Joseph's Catholic School"
"053","NEWMARKET--AURORA","214","U","AURORA","87","89","5","29","0","0","0","210","459","Regency Acres Public School"
"053","NEWMARKET--AURORA","215","U","AURORA","73","130","2","9","0","0","0","214","507","Regency Acres Public School"
"053","NEWMARKET--AURORA","216","U","AURORA","87","103","6","32","3","0","0","231","540","Light of Christ Catholic School"
"053","NEWMARKET--AURORA","217","U","AURORA","89","124","10","24","0","0","0","247","524","Light of Christ Catholic School"
"053","NEWMARKET--AURORA","218","U","AURORA","66","69","5","19","0","0","0","159","387","Light of Christ Catholic School"
"053","NEWMARKET--AURORA","219","U","AURORA","61","114","8","19","0","0","0","202","445","Highview Public School"
"053","NEWMARKET--AURORA","220","U","AURORA","76","106","5","17","0","0","0","204","414","Highview Public School"
"053","NEWMARKET--AURORA","221","U","AURORA","51","97","7","16","0","1","0","172","387","Highview Public School"
"053","NEWMARKET--AURORA","222","U","AURORA","62","57","6","7","0","0","0","132","304","Highview Public School"
"053","NEWMARKET--AURORA","223","U","AURORA","64","121","7","25","0","0","0","217","484","Light of Christ Catholic School"
"053","NEWMARKET--AURORA","224","U","AURORA","41","75","2","5","0","0","0","123","425","Highview Public School"
"053","NEWMARKET--AURORA","225","U","AURORA","26","58","0","3","0","0","0","87","265","Cardinal Carter Catholic High School"
"053","NEWMARKET--AURORA","226","U","AURORA","30","78","2","2","0","0","0","112","332","Cardinal Carter Catholic High School"
"053","NEWMARKET--AURORA","227","U","AURORA","45","113","2","12","1","0","0","173","520","Cardinal Carter Catholic High School"
"053","NEWMARKET--AURORA","228","U","AURORA","50","70","1","6","0","0","0","127","404","Cardinal Carter Catholic High School"
"053","NEWMARKET--AURORA","400","U","NEWMARKET","37","54","1","20","0","0","0","112","153","Heritage North Condominiums"
"053","NEWMARKET--AURORA","401","U","NEWMARKET","33","48","5","19","0","0","0","105","149","Atwood Apartment"
"053","NEWMARKET--AURORA","402","U","NEWMARKET","35","32","4","23","0","0","0","94","193","Grandview Condominiums"
"053","NEWMARKET--AURORA","403","U","NEWMARKET","38","58","4","19","0","0","0","119","178","The Kingcrest"
"053","NEWMARKET--AURORA","404","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","405","U","NEWMARKET","26","32","2","12","1","0","0","73","138","Heritage East"
"053","NEWMARKET--AURORA","406","U","NEWMARKET","26","26","0","19","0","1","1","73","122","Manor Green"
"053","NEWMARKET--AURORA","407","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","408","U","NEWMARKET","40","58","2","17","0","0","0","117","173","Bogart Mill Trail"
