ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,BYRNE,CHIARELLI,DENLEY,HILL,PACHECO,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
66,OTTAWA WEST--NEPEAN,78,U,OTTAWA,38,63,80,8,1,0,0,0,190,337,Pinecrest Recreational Complex
66,OTTAWA WEST--NEPEAN,79,U,OTTAWA,27,61,72,6,2,0,0,0,168,347,Pinecrest Recreational Complex
66,OTTAWA WEST--NEPEAN,80,U,OTTAWA,22,49,59,2,5,1,0,0,138,362,Academie Jeanne d' Arc
66,OTTAWA WEST--NEPEAN,81,U,OTTAWA,14,18,25,3,2,0,0,0,62,211,Pinecrest Recreational Complex
66,OTTAWA WEST--NEPEAN,82,U,OTTAWA,8,17,26,0,0,0,0,0,51,234,êcole Terre des Jeunes
66,OTTAWA WEST--NEPEAN,83,U,OTTAWA,17,42,58,5,2,0,0,0,124,279,êcole Terre des Jeunes
66,OTTAWA WEST--NEPEAN,84,U,OTTAWA,15,70,78,2,0,0,0,0,165,342,êcole Terre des Jeunes
66,OTTAWA WEST--NEPEAN,85,U,OTTAWA,20,83,70,14,1,0,0,0,188,327,St. Daniel School
66,OTTAWA WEST--NEPEAN,86,U,OTTAWA,31,92,91,7,2,0,0,0,223,337,J. H. Putnam Public School
66,OTTAWA WEST--NEPEAN,87,U,OTTAWA,24,79,104,10,1,0,0,0,218,400,Agincourt Road Public School
66,OTTAWA WEST--NEPEAN,88,U,OTTAWA,24,112,82,4,4,0,0,0,226,371,Agincourt Road Public School
66,OTTAWA WEST--NEPEAN,89,U,OTTAWA,25,111,83,12,3,0,0,0,234,391,J. H. Putnam Public School
66,OTTAWA WEST--NEPEAN,90,U,OTTAWA,22,80,61,7,0,0,1,0,171,330,J. H. Putnam Public School
66,OTTAWA WEST--NEPEAN,91,U,OTTAWA,16,11,6,0,0,1,0,0,34,207,Agincourt Road Public School
66,OTTAWA WEST--NEPEAN,92,U,OTTAWA,32,72,77,3,1,0,0,0,185,374,Agincourt Road Public School
66,OTTAWA WEST--NEPEAN,93,U,OTTAWA,30,92,67,6,5,0,0,0,200,362,Agincourt Road Public School
66,OTTAWA WEST--NEPEAN,94,U,OTTAWA,17,92,52,15,5,0,0,0,181,285,Trinity United Church
66,OTTAWA WEST--NEPEAN,95,U,OTTAWA,18,80,48,5,0,0,0,0,151,314,Agincourt Road Public School
66,OTTAWA WEST--NEPEAN,96,U,OTTAWA,24,30,44,3,1,0,0,0,102,327,Scouts Canada
66,OTTAWA WEST--NEPEAN,97,U,OTTAWA,33,92,58,11,2,0,0,0,196,401,Trinity United Church
66,OTTAWA WEST--NEPEAN,98,U,OTTAWA,23,65,55,6,1,1,0,0,151,298,Trinity United Church
66,OTTAWA WEST--NEPEAN,99,U,OTTAWA,25,89,43,10,1,0,0,0,168,324,Trinity United Church
66,OTTAWA WEST--NEPEAN,100,U,OTTAWA,37,93,62,5,1,0,1,0,199,453,Scouts Canada
66,OTTAWA WEST--NEPEAN,101,U,OTTAWA,32,73,35,5,2,0,0,0,147,348,Park Place Senior Suites
66,OTTAWA WEST--NEPEAN,102,U,OTTAWA,20,64,43,10,1,0,0,0,138,369,Park Place Senior Suites
66,OTTAWA WEST--NEPEAN,103,U,OTTAWA,13,77,36,4,1,0,0,1,132,351,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,104,U,OTTAWA,27,102,37,8,2,0,0,0,176,372,Park Place Senior Suites
66,OTTAWA WEST--NEPEAN,105,U,OTTAWA,26,68,31,4,1,0,0,0,130,359,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,106,U,OTTAWA,27,58,10,2,3,0,1,0,101,333,Bellevue Community Centre
66,OTTAWA WEST--NEPEAN,107,U,OTTAWA,30,43,48,4,1,0,0,0,126,314,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,108,U,OTTAWA,20,24,32,3,1,1,0,0,81,308,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,109,U,OTTAWA,..........................NO POLL HELD..........................,,,,,,,,,,
66,OTTAWA WEST--NEPEAN,110,U,OTTAWA,8,17,17,0,0,0,0,0,42,193,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,111,U,OTTAWA,27,57,18,2,0,0,0,0,104,282,Lepage Manor
66,OTTAWA WEST--NEPEAN,112,U,OTTAWA,25,59,54,5,6,0,0,0,149,306,St. Elizabeth School
66,OTTAWA WEST--NEPEAN,113,U,OTTAWA,29,62,57,2,1,0,0,0,151,313,St. Elizabeth School
66,OTTAWA WEST--NEPEAN,114,U,OTTAWA,22,41,46,9,0,0,0,0,118,318,St. Elizabeth School
66,OTTAWA WEST--NEPEAN,115,U,OTTAWA,21,37,32,7,1,1,0,0,99,227,St. Elizabeth School
66,OTTAWA WEST--NEPEAN,116,U,OTTAWA,14,51,40,6,5,0,0,0,116,262,St. Elizabeth School
66,OTTAWA WEST--NEPEAN,117,U,OTTAWA,27,65,68,5,1,1,0,0,167,322,St. John the Apostle School
66,OTTAWA WEST--NEPEAN,118,U,OTTAWA,22,116,56,10,0,0,0,0,204,350,St. John the Apostle School
66,OTTAWA WEST--NEPEAN,119,U,OTTAWA,23,59,44,5,2,0,1,0,134,376,St. John the Apostle School
66,OTTAWA WEST--NEPEAN,120,U,OTTAWA,34,50,66,5,1,0,0,0,156,327,Leslie Park Public School
66,OTTAWA WEST--NEPEAN,121,U,OTTAWA,26,86,92,5,2,0,0,0,211,381,Leslie Park Public School
66,OTTAWA WEST--NEPEAN,122,U,OTTAWA,20,104,119,10,1,0,0,0,254,420,Briargreen Public School
66,OTTAWA WEST--NEPEAN,123,U,OTTAWA,21,103,88,7,0,0,0,0,219,397,Briargreen Public School
66,OTTAWA WEST--NEPEAN,124,U,OTTAWA,12,104,94,3,1,0,0,0,214,368,Briargreen Public School
66,OTTAWA WEST--NEPEAN,125,U,OTTAWA,29,44,37,3,0,0,0,0,113,400,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,126,U,OTTAWA,12,86,104,4,0,1,0,0,207,434,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,127,U,OTTAWA,7,70,104,4,0,0,0,0,185,443,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,128,U,OTTAWA,16,96,85,6,2,0,0,0,205,442,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,129,U,OTTAWA,11,77,97,5,0,0,0,0,190,425,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,130,U,OTTAWA,23,83,76,11,0,0,0,0,193,438,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,131,U,OTTAWA,20,77,61,3,0,1,1,0,163,400,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,132,U,OTTAWA,30,110,88,13,1,2,0,0,244,698,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,133,U,OTTAWA,14,89,96,13,0,0,0,0,212,464,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,134,U,OTTAWA,14,48,48,4,0,1,1,0,116,351,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,135,U,OTTAWA,23,65,43,5,1,0,0,0,137,364,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,136,U,OTTAWA,10,45,55,4,3,0,0,0,117,333,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,137,U,OTTAWA,27,90,87,5,2,0,0,0,211,475,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,138,U,OTTAWA,11,27,16,8,0,0,0,0,62,567,St. Richard's Anglican Church
66,OTTAWA WEST--NEPEAN,139,U,OTTAWA,.......................COMBINED WITH POLL 138.......................,,,,,,,,,,Nepean Museum
66,OTTAWA WEST--NEPEAN,140,U,OTTAWA,23,79,84,5,2,0,0,0,193,361,Nepean Museum
66,OTTAWA WEST--NEPEAN,141,U,OTTAWA,11,75,72,4,2,0,0,0,164,327,Nepean Museum
66,OTTAWA WEST--NEPEAN,142,U,OTTAWA,17,59,74,2,2,0,0,0,154,353,Nepean Museum
66,OTTAWA WEST--NEPEAN,143,U,OTTAWA,16,59,117,5,3,0,0,0,200,377,Canadian Montessori Academy
66,OTTAWA WEST--NEPEAN,144,U,OTTAWA,28,61,81,3,5,0,0,0,178,365,Canadian Montessori Academy
66,OTTAWA WEST--NEPEAN,145,U,OTTAWA,32,83,100,3,1,1,0,0,220,420,Canadian Montessori Academy
66,OTTAWA WEST--NEPEAN,146,U,OTTAWA,32,69,100,5,12,2,0,0,220,411,Meadowlands Public School
66,OTTAWA WEST--NEPEAN,147,U,OTTAWA,27,99,73,3,1,1,0,0,204,445,Canadian Montessori Academy
66,OTTAWA WEST--NEPEAN,148,U,OTTAWA,12,66,53,7,2,0,0,0,140,347,Meadowlands Public School
66,OTTAWA WEST--NEPEAN,149,U,OTTAWA,21,72,85,4,9,1,0,0,192,419,Meadowlands Public School
66,OTTAWA WEST--NEPEAN,150,U,OTTAWA,13,87,88,7,6,0,0,0,201,441,Elizabeth Wyn Wood Secondary
66,OTTAWA WEST--NEPEAN,151,U,OTTAWA,16,50,68,8,2,0,0,0,144,303,Elizabeth Wyn Wood Secondary
66,OTTAWA WEST--NEPEAN,152,U,OTTAWA,19,67,81,4,4,0,0,0,175,381,Elizabeth Wyn Wood Secondary
66,OTTAWA WEST--NEPEAN,153,U,OTTAWA,39,68,94,3,3,0,0,0,207,451,St. Richard's Anglican Church
66,OTTAWA WEST--NEPEAN,154,U,OTTAWA,21,64,61,6,1,1,1,0,155,377,St. Richard's Anglican Church
66,OTTAWA WEST--NEPEAN,155,U,OTTAWA,10,76,46,4,1,0,0,0,137,325,Calvin Christian Reformed Church
66,OTTAWA WEST--NEPEAN,156,U,OTTAWA,23,56,78,6,5,1,1,0,170,319,Sir Winston Churchill Public School
66,OTTAWA WEST--NEPEAN,157,U,OTTAWA,17,31,28,4,0,0,0,0,80,308,Parkwood Presbyterian Church
66,OTTAWA WEST--NEPEAN,158,U,OTTAWA,23,38,56,4,2,0,0,0,123,285,Merivale High School
66,OTTAWA WEST--NEPEAN,159,U,OTTAWA,40,88,87,7,2,0,1,0,225,450,Merivale High School
66,OTTAWA WEST--NEPEAN,160,U,OTTAWA,30,72,75,8,6,0,0,0,191,344,Frank Ryan Senior Elementary School
66,OTTAWA WEST--NEPEAN,161,U,OTTAWA,35,71,91,4,7,3,0,0,211,387,Parkwood Presbyterian Church
66,OTTAWA WEST--NEPEAN,162,U,OTTAWA,28,62,55,3,2,0,0,0,150,370,Calvin Christian Reformed Church
66,OTTAWA WEST--NEPEAN,163,U,OTTAWA,14,69,51,3,3,1,0,0,141,304,Calvin Christian Reformed Church
66,OTTAWA WEST--NEPEAN,164,U,OTTAWA,8,18,22,7,0,0,0,0,55,265,Calvin Christian Reformed Church
66,OTTAWA WEST--NEPEAN,165,U,OTTAWA,20,101,51,7,6,0,0,0,185,392,Calvin Christian Reformed Church
66,OTTAWA WEST--NEPEAN,166,U,OTTAWA,33,77,80,8,2,0,0,0,200,375,Fisher Heights Community Centre
66,OTTAWA WEST--NEPEAN,167,U,OTTAWA,28,78,94,7,1,2,1,0,211,377,Fisher Heights Community Centre
66,OTTAWA WEST--NEPEAN,168,U,OTTAWA,11,58,51,2,1,1,0,0,124,236,Fisher Heights Community Centre
66,OTTAWA WEST--NEPEAN,169,U,OTTAWA,9,78,63,3,2,0,0,0,155,302,St. Rita Catholic School
66,OTTAWA WEST--NEPEAN,170,U,OTTAWA,23,29,26,2,0,0,0,0,80,350,St. Rita Catholic School
66,OTTAWA WEST--NEPEAN,171,U,OTTAWA,19,22,16,2,0,1,0,0,60,126,Grenadier
66,OTTAWA WEST--NEPEAN,172,U,OTTAWA,25,18,18,2,1,0,0,0,64,278,St. Rita Catholic School
66,OTTAWA WEST--NEPEAN,173,U,OTTAWA,17,31,23,2,1,0,0,0,74,265,St. Rita Catholic School
66,OTTAWA WEST--NEPEAN,174,U,OTTAWA,21,101,80,5,2,0,0,0,209,377,Sir Winston Churchill Public School
66,OTTAWA WEST--NEPEAN,175,U,OTTAWA,28,71,72,3,4,1,0,0,179,356,St. Rita Catholic School
66,OTTAWA WEST--NEPEAN,176,U,OTTAWA,22,71,76,1,0,0,0,1,171,265,Frank Ryan Senior Elementary School
66,OTTAWA WEST--NEPEAN,177,U,OTTAWA,17,93,90,10,1,0,0,0,211,341,St. Rita Catholic School
66,OTTAWA WEST--NEPEAN,178,U,OTTAWA,17,93,84,2,3,0,0,0,199,387,êcole secondaires Deslauriers
66,OTTAWA WEST--NEPEAN,179,U,OTTAWA,20,119,85,2,3,0,0,0,229,456,êcole secondaires Deslauriers
66,OTTAWA WEST--NEPEAN,180,U,OTTAWA,15,90,60,6,4,1,0,0,176,338,êcole secondaires Deslauriers
66,OTTAWA WEST--NEPEAN,181,U,OTTAWA,16,106,72,4,5,0,0,0,203,393,êcole secondaires Deslauriers
66,OTTAWA WEST--NEPEAN,182,U,OTTAWA,23,72,82,5,3,0,0,0,185,351,êcole secondaires Deslauriers
66,OTTAWA WEST--NEPEAN,183,U,OTTAWA,37,60,84,9,2,0,0,0,192,454,Merivale High School
66,OTTAWA WEST--NEPEAN,184,U,OTTAWA,10,54,35,1,1,0,0,0,101,261,Redeemer Christian High School
66,OTTAWA WEST--NEPEAN,185,U,OTTAWA,12,48,28,4,1,0,0,0,93,218,Redeemer Christian High School
66,OTTAWA WEST--NEPEAN,400,U,OTTAWA,29,41,30,8,1,0,0,0,109,319,Fairview
66,OTTAWA WEST--NEPEAN,401,U,OTTAWA,..........................NO POLL HELD..........................,,,,,,,,,,
66,OTTAWA WEST--NEPEAN,402,U,OTTAWA,24,42,22,5,3,1,0,0,97,285,Essex
66,OTTAWA WEST--NEPEAN,403,U,OTTAWA,8,21,8,1,0,0,0,0,38,101,Bayshore Catholic School
66,OTTAWA WEST--NEPEAN,404,U,OTTAWA,5,20,4,0,1,0,0,0,30,119,Bayshore Catholic School
66,OTTAWA WEST--NEPEAN,405,U,OTTAWA,4,21,10,1,0,0,1,0,37,142,Bayshore Catholic School
66,OTTAWA WEST--NEPEAN,406,U,OTTAWA,15,24,16,5,0,0,0,0,60,173,Woodridge Court West
66,OTTAWA WEST--NEPEAN,407,U,OTTAWA,8,41,71,1,0,0,0,0,121,157,Commodore's Quay
66,OTTAWA WEST--NEPEAN,408,U,OTTAWA,.......................COMBINED WITH POLL 138.......................,,,,,,,,,,Bayshore Public School
66,OTTAWA WEST--NEPEAN,409,U,OTTAWA,19,45,14,2,1,1,0,0,82,281,Woodridge Court East
66,OTTAWA WEST--NEPEAN,410,U,OTTAWA,25,49,79,6,4,1,0,0,164,320,3100 Carling Avenue
66,OTTAWA WEST--NEPEAN,411,U,OTTAWA,27,48,7,5,1,2,0,0,90,247,Foster Farm Community Centre
66,OTTAWA WEST--NEPEAN,412,U,OTTAWA,50,99,96,7,2,0,0,0,254,424,The Conservatory
66,OTTAWA WEST--NEPEAN,413,U,OTTAWA,50,48,41,6,2,0,1,0,148,284,William Mosgrove Tower
66,OTTAWA WEST--NEPEAN,414,U,OTTAWA,32,91,71,2,1,1,0,0,198,303,Marina Bay Apartments
66,OTTAWA WEST--NEPEAN,415,U,OTTAWA,16,34,20,3,0,0,0,0,73,293,Michelle Heights Community Centre
66,OTTAWA WEST--NEPEAN,416,U,OTTAWA,29,76,111,4,1,0,0,0,221,297,Richmond Heights Apartments
66,OTTAWA WEST--NEPEAN,417,U,OTTAWA,26,89,88,6,1,0,0,0,210,306,Britannia Condominium
66,OTTAWA WEST--NEPEAN,418,U,OTTAWA,43,87,91,5,0,1,0,0,227,301,Northwest One - Poulin
66,OTTAWA WEST--NEPEAN,419,U,OTTAWA,35,55,44,3,4,0,2,0,143,252,Regina Towers
66,OTTAWA WEST--NEPEAN,420,U,OTTAWA,26,90,87,2,0,3,0,0,208,285,Northwest One - Regina
66,OTTAWA WEST--NEPEAN,421,U,OTTAWA,42,30,45,8,1,0,1,0,127,289,Voyageur Apartments
66,OTTAWA WEST--NEPEAN,422,U,OTTAWA,6,11,9,5,0,0,0,0,31,129,Regina Street Public School
66,OTTAWA WEST--NEPEAN,423,U,OTTAWA,12,23,27,3,1,0,0,0,66,235,Regina Street Public School
66,OTTAWA WEST--NEPEAN,424,U,OTTAWA,13,24,22,2,1,0,0,0,62,239,Regina Street Public School
66,OTTAWA WEST--NEPEAN,425,U,OTTAWA,24,42,36,2,1,1,0,0,106,218,Britannia By the Bay
66,OTTAWA WEST--NEPEAN,426,U,OTTAWA,9,19,21,1,1,0,0,0,51,141,Britannia By the Bay
66,OTTAWA WEST--NEPEAN,427,U,OTTAWA,37,81,74,3,2,0,0,0,197,296,Richmond Park Square
66,OTTAWA WEST--NEPEAN,428,U,OTTAWA,21,46,71,4,0,0,0,1,143,220,Richmond Park Square
66,OTTAWA WEST--NEPEAN,429,U,OTTAWA,22,59,58,1,1,0,0,0,141,196,The Halcyon
66,OTTAWA WEST--NEPEAN,430,U,OTTAWA,12,13,17,8,1,0,0,0,51,120,River Park Terrace
66,OTTAWA WEST--NEPEAN,431,U,OTTAWA,27,54,62,6,0,0,0,0,149,230,Park West Apartments
66,OTTAWA WEST--NEPEAN,432,U,OTTAWA,24,60,42,1,1,1,0,0,129,189,31 McEwen
66,OTTAWA WEST--NEPEAN,433,U,OTTAWA,36,126,130,7,5,1,0,0,305,453,Ambleside II
66,OTTAWA WEST--NEPEAN,434,U,OTTAWA,36,127,107,6,1,0,1,0,278,408,Ambleside I
66,OTTAWA WEST--NEPEAN,435,U,OTTAWA,25,57,59,3,1,0,0,0,145,237,Ambleside III
66,OTTAWA WEST--NEPEAN,436,U,OTTAWA,49,67,56,11,3,1,0,0,187,304,Parkway Towers
66,OTTAWA WEST--NEPEAN,437,U,OTTAWA,28,72,102,1,0,0,0,0,203,301,Park Place Apartments
