"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BONE","COLLE","DERVISHI","GREEN","RACHLIS","REDDY","ROSSI","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"020","EGLINTON--LAWRENCE","043","U","TORONTO","0","93","25","1","5","0","11","0","0","0","135","308","Beth Torah"
"020","EGLINTON--LAWRENCE","044","U","TORONTO","0","129","13","1","4","0","52","0","0","0","199","391","Beth Torah"
"020","EGLINTON--LAWRENCE","045","U","TORONTO","0","110","8","1","1","0","38","2","0","0","160","405","Beth Torah"
"020","EGLINTON--LAWRENCE","046","U","TORONTO","2","79","17","2","3","0","31","0","0","0","134","324","Beth Torah"
"020","EGLINTON--LAWRENCE","047","U","TORONTO","1","77","18","0","0","0","109","1","0","0","206","418","Glen Park Public School"
"020","EGLINTON--LAWRENCE","048","U","TORONTO","1","37","6","0","2","0","59","0","0","0","105","353","Bialik Hebrew Day School"
"020","EGLINTON--LAWRENCE","049","U","TORONTO","1","75","18","1","1","0","85","1","0","0","182","422","Bialik Hebrew Day School"
"020","EGLINTON--LAWRENCE","050","U","TORONTO","0","72","10","1","1","1","96","0","0","0","181","410","Bialik Hebrew Day School"
"020","EGLINTON--LAWRENCE","051","U","TORONTO","0","37","13","0","1","0","62","0","0","0","113","329","Bialik Hebrew Day School"
"020","EGLINTON--LAWRENCE","052","U","TORONTO","1","73","7","0","0","0","130","0","0","0","211","450","Bialik Hebrew Day School"
"020","EGLINTON--LAWRENCE","053","U","TORONTO","1","86","27","0","3","1","27","2","0","0","147","413","Maximum Woman Apparel"
"020","EGLINTON--LAWRENCE","054","U","TORONTO","1","134","35","1","1","0","31","0","0","0","203","396","Apostolic Assembly of Our Lord and Saviour"
"020","EGLINTON--LAWRENCE","055","U","TORONTO","3","95","21","0","1","0","37","0","1","0","158","403","Medhanie Alem Eritrean Orthodox Tewhajo"
"020","EGLINTON--LAWRENCE","056","U","TORONTO","1","111","17","0","4","1","25","3","0","0","162","403","Medhanie Alem Eritrean Orthodox Tewhajo"
"020","EGLINTON--LAWRENCE","057","U","TORONTO","0","126","33","0","1","0","38","1","0","0","199","448","Medhanie Alem Eritrean Orthodox Tewhajo"
"020","EGLINTON--LAWRENCE","058","U","TORONTO","0","85","27","0","1","1","20","0","1","0","135","399","Bme Christ Church St James"
"020","EGLINTON--LAWRENCE","059","U","TORONTO","2","79","28","0","3","0","22","0","0","0","134","413","Bme Christ Church St James"
"020","EGLINTON--LAWRENCE","060","U","TORONTO","0","65","14","1","2","0","15","0","0","0","97","352","Bme Christ Church St James"
"020","EGLINTON--LAWRENCE","061","U","TORONTO","1","104","34","1","2","1","38","1","0","0","182","391","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","062","U","TORONTO","1","116","31","1","3","0","41","0","0","0","193","474","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","063","U","TORONTO","0","58","14","1","2","0","13","1","0","0","89","383","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","064","U","TORONTO","2","81","25","1","1","0","36","0","1","0","147","416","Bme Christ Church St James"
"020","EGLINTON--LAWRENCE","065","U","TORONTO","0","103","23","1","2","0","24","2","0","0","155","365","Bme Christ Church St James"
"020","EGLINTON--LAWRENCE","066","U","TORONTO","2","101","29","0","4","0","56","0","0","0","192","449","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","067","U","TORONTO","2","66","21","2","2","0","20","0","0","0","113","372","Bme Christ Church St James"
"020","EGLINTON--LAWRENCE","068","U","TORONTO","0","114","11","1","3","0","55","1","0","0","185","401","Ascot YCC482"
"020","EGLINTON--LAWRENCE","069","U","TORONTO","0","58","33","4","3","0","6","0","0","0","104","296","Ascot YCC482"
"020","EGLINTON--LAWRENCE","070","U","TORONTO","0","57","40","0","0","0","21","0","0","0","118","344","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","071","U","TORONTO","0","76","5","2","0","1","126","0","0","0","210","419","West Prep Public School"
"020","EGLINTON--LAWRENCE","072","U","TORONTO","1","90","7","1","2","0","115","0","0","0","216","401","West Prep Public School"
"020","EGLINTON--LAWRENCE","073","U","TORONTO","0","105","9","0","2","0","91","0","0","0","207","419","West Prep Public School"
"020","EGLINTON--LAWRENCE","074","U","TORONTO","3","84","13","0","3","0","75","0","0","0","178","442","West Prep Public School"
"020","EGLINTON--LAWRENCE","075","U","TORONTO","0","122","19","3","4","0","120","0","1","0","269","516","West Prep Public School"
"020","EGLINTON--LAWRENCE","076","U","TORONTO","1","43","18","0","1","0","38","0","2","0","103","330","Armour Heights Public School"
"020","EGLINTON--LAWRENCE","077","U","TORONTO","0","48","13","0","3","0","34","0","1","1","100","276","Armour Heights Public School"
"020","EGLINTON--LAWRENCE","078","U","TORONTO","0","84","7","0","3","0","100","0","0","0","194","406","Armour Heights Public School"
"020","EGLINTON--LAWRENCE","079","U","TORONTO","0","73","9","0","2","0","71","0","0","0","155","366","St. Margaret Catholic School"
"020","EGLINTON--LAWRENCE","080","U","TORONTO","0","55","9","2","4","1","60","0","0","0","131","370","Armour Heights Community Centre"
"020","EGLINTON--LAWRENCE","081","U","TORONTO","0","56","21","0","0","1","46","0","0","0","124","362","Armour Heights Community Centre"
"020","EGLINTON--LAWRENCE","082","U","TORONTO","0","49","8","0","1","0","43","0","0","0","101","280","Armour Heights Community Centre"
"020","EGLINTON--LAWRENCE","083","U","TORONTO","0","57","13","0","4","0","66","0","1","0","141","293","Armour Heights Presbyterian Church"
"020","EGLINTON--LAWRENCE","084","U","TORONTO","0","103","9","0","3","0","95","0","1","0","211","387","Loretto Abbey Convent"
"020","EGLINTON--LAWRENCE","085","U","TORONTO","1","60","13","0","1","0","54","0","1","1","131","401","Terrace Garden Retirement Living"
"020","EGLINTON--LAWRENCE","086","U","TORONTO","0","43","2","0","0","0","70","0","0","0","115","332","St. Margaret Catholic School"
"020","EGLINTON--LAWRENCE","087","U","TORONTO","0","46","6","0","2","1","63","0","0","0","118","322","St. Margaret Catholic School"
"020","EGLINTON--LAWRENCE","088","U","TORONTO","0","85","5","0","0","1","58","0","0","0","149","319","Armour Heights Community Centre"
"020","EGLINTON--LAWRENCE","089","U","TORONTO","1","67","2","1","5","0","46","0","0","0","122","324","Armour Heights Presbyterian Church"
"020","EGLINTON--LAWRENCE","090","U","TORONTO","0","97","3","0","2","0","68","0","0","0","170","355","Loretto Abbey Convent"
"020","EGLINTON--LAWRENCE","091","U","TORONTO","0","54","7","0","1","0","89","0","0","0","151","305","Loretto Abbey Convent"
"020","EGLINTON--LAWRENCE","092","U","TORONTO","0","49","5","0","0","0","110","0","0","1","165","365","Ledbury Park Public School"
"020","EGLINTON--LAWRENCE","093","U","TORONTO","0","79","5","1","1","1","68","1","0","0","156","341","Armour Heights Community Centre"
"020","EGLINTON--LAWRENCE","094","U","TORONTO","1","75","9","0","5","0","72","1","0","0","163","350","Armour Heights Presbyterian Church"
"020","EGLINTON--LAWRENCE","095","U","TORONTO","1","66","8","1","0","0","44","0","0","0","120","310","Melrose Community Church"
"020","EGLINTON--LAWRENCE","096","U","TORONTO","2","107","11","0","1","0","99","0","0","0","220","417","Anglican Church of St Timothy"
"020","EGLINTON--LAWRENCE","097","U","TORONTO","0","131","18","0","1","0","66","0","0","0","216","417","Anglican Church of St Timothy"
"020","EGLINTON--LAWRENCE","098","U","TORONTO","1","115","14","0","6","0","63","0","0","0","199","454","Anglican Church of St Timothy"
"020","EGLINTON--LAWRENCE","099","U","TORONTO","1","67","24","3","0","0","84","0","0","0","179","335","Ledbury Park Public School"
"020","EGLINTON--LAWRENCE","100","U","TORONTO","0","64","8","0","0","0","104","2","0","0","178","330","Ledbury Park Public School"
"020","EGLINTON--LAWRENCE","101","U","TORONTO","0","75","4","0","0","0","82","0","0","0","161","390","Ledbury Park Public School"
"020","EGLINTON--LAWRENCE","102","U","TORONTO","0","73","11","1","3","0","70","0","0","0","158","359","Melrose Community Church"
"020","EGLINTON--LAWRENCE","103","U","TORONTO","2","88","12","0","3","0","63","0","0","0","168","369","Melrose Community Church"
"020","EGLINTON--LAWRENCE","104","U","TORONTO","1","111","6","1","1","0","50","0","0","0","170","341","Anglican Church of St Timothy"
"020","EGLINTON--LAWRENCE","105","U","TORONTO","0","127","9","0","2","0","43","0","0","0","181","336","John Wanless Public School"
"020","EGLINTON--LAWRENCE","106","U","TORONTO","0","131","11","0","3","0","63","0","0","0","208","407","Fairlawn Avenue United Church"
"020","EGLINTON--LAWRENCE","107","U","TORONTO","0","57","11","1","0","0","54","0","0","0","123","369","Beth Jacob High School"
"020","EGLINTON--LAWRENCE","108","U","TORONTO","0","67","6","0","0","0","65","0","0","0","138","305","Ledbury Park Public School"
"020","EGLINTON--LAWRENCE","109","U","TORONTO","0","70","7","1","2","0","85","0","0","0","165","369","Beth Jacob High School"
"020","EGLINTON--LAWRENCE","110","U","TORONTO","1","117","13","0","6","1","58","0","0","0","196","383","John Wanless Public School"
"020","EGLINTON--LAWRENCE","111","U","TORONTO","1","116","9","1","9","0","73","0","0","0","209","369","John Wanless Public School"
"020","EGLINTON--LAWRENCE","112","U","TORONTO","1","165","16","3","4","0","78","1","0","0","268","461","John Wanless Public School"
"020","EGLINTON--LAWRENCE","113","U","TORONTO","0","122","11","0","5","0","39","0","1","0","178","344","Fairlawn Avenue United Church"
"020","EGLINTON--LAWRENCE","114","U","TORONTO","0","68","10","1","0","0","72","0","0","0","151","390","Beth Jacob High School"
"020","EGLINTON--LAWRENCE","115","U","TORONTO","1","53","14","0","1","0","43","0","0","0","112","335","Beth Jacob High School"
"020","EGLINTON--LAWRENCE","116","U","TORONTO","0","68","11","1","2","0","49","0","0","0","131","343","Beth Jacob High School"
"020","EGLINTON--LAWRENCE","117","U","TORONTO","0","88","6","0","5","0","37","0","0","0","136","334","St. Ansgar Lutheran Church"
"020","EGLINTON--LAWRENCE","118","U","TORONTO","0","80","21","0","5","0","57","0","0","0","163","359","Lawrence Park Collegiate Institute - Gym"
"020","EGLINTON--LAWRENCE","119","U","TORONTO","1","112","14","0","6","0","67","0","0","0","200","360","John Wanless Public School"
"020","EGLINTON--LAWRENCE","120","U","TORONTO","0","105","15","0","0","0","49","1","1","0","171","319","Lawrence Park Collegiate Institute - Gym"
"020","EGLINTON--LAWRENCE","121","U","TORONTO","1","137","10","1","5","0","68","0","0","0","222","435","John Wanless Public School"
"020","EGLINTON--LAWRENCE","122","U","TORONTO","0","111","17","0","3","0","50","1","0","0","182","394","John Wanless Public School"
"020","EGLINTON--LAWRENCE","123","U","TORONTO","1","108","15","0","6","0","35","0","0","0","165","344","Fairlawn Avenue United Church"
"020","EGLINTON--LAWRENCE","124","U","TORONTO","1","88","30","0","2","0","44","1","0","0","166","369","Fairlawn Avenue United Church"
"020","EGLINTON--LAWRENCE","125","U","TORONTO","0","25","0","0","3","0","71","0","0","0","99","350","Shaarei Shomayim"
"020","EGLINTON--LAWRENCE","126","U","TORONTO","0","55","11","1","1","0","96","0","0","0","164","388","Beth Jacob High School"
"020","EGLINTON--LAWRENCE","127","U","TORONTO","1","92","13","0","3","0","59","0","0","0","168","408","St. Ansgar Lutheran Church"
"020","EGLINTON--LAWRENCE","128","U","TORONTO","0","148","17","0","3","0","88","1","0","0","257","477","Lawrence Park Collegiate Institute - Gym"
"020","EGLINTON--LAWRENCE","129","U","TORONTO","0","176","15","1","4","0","89","1","0","0","286","492","Lawrence Park Collegiate Institute - Gym"
"020","EGLINTON--LAWRENCE","130","U","TORONTO","1","87","37","0","2","0","25","1","0","0","153","428","Lawrence Park Collegiate Institute - Gym"
"020","EGLINTON--LAWRENCE","131","U","TORONTO","1","49","6","0","2","0","88","0","0","0","146","401","Shaarei Shomayim"
"020","EGLINTON--LAWRENCE","132","U","TORONTO","0","61","2","0","0","0","102","0","0","0","165","398","Shaarei Shomayim"
"020","EGLINTON--LAWRENCE","133","U","TORONTO","0","166","10","0","4","0","67","2","0","0","249","412","Glenview Senior Public School"
"020","EGLINTON--LAWRENCE","134","U","TORONTO","1","109","5","1","4","2","68","1","0","0","191","361","Glenview Senior Public School"
"020","EGLINTON--LAWRENCE","135","U","TORONTO","0","79","11","0","3","0","24","0","0","0","117","248","Glenview Senior Public School"
"020","EGLINTON--LAWRENCE","136","U","TORONTO","0","46","1","1","3","0","131","0","0","0","182","408","Shaarei Shomayim"
"020","EGLINTON--LAWRENCE","137","U","TORONTO","1","91","6","0","1","0","103","0","0","0","202","416","Shaarei Shomayim"
"020","EGLINTON--LAWRENCE","138","U","TORONTO","0","87","8","0","2","0","65","0","0","0","162","388","Glenview Senior Public School"
"020","EGLINTON--LAWRENCE","139","U","TORONTO","1","120","6","0","2","1","77","0","0","0","207","364","Glenview Senior Public School"
"020","EGLINTON--LAWRENCE","140","U","TORONTO","0","122","7","0","4","0","118","0","0","0","251","474","Shaarei Shomayim"
"020","EGLINTON--LAWRENCE","141","U","TORONTO","0","122","8","0","2","0","89","0","1","0","222","449","Allenby Public School"
"020","EGLINTON--LAWRENCE","142","U","TORONTO","0","82","7","0","3","0","66","0","0","0","158","364","Anglican Church of St Clement"
"020","EGLINTON--LAWRENCE","143","U","TORONTO","2","124","7","0","3","0","53","0","0","0","189","374","Anglican Church of St Clement"
"020","EGLINTON--LAWRENCE","144","U","TORONTO","0","101","19","1","9","2","42","0","0","0","174","413","Anglican Church of St Clement"
"020","EGLINTON--LAWRENCE","145","U","TORONTO","1","59","32","1","1","0","27","0","0","1","122","331","Bialik Hebrew Day School"
"020","EGLINTON--LAWRENCE","146","U","TORONTO","0","60","23","3","4","0","49","0","0","0","139","337","Dorothy Klein Senior Residence"
"020","EGLINTON--LAWRENCE","147","U","TORONTO","0","57","14","2","1","0","27","0","1","0","102","259","North Preparatory Public School"
"020","EGLINTON--LAWRENCE","148","U","TORONTO","0","73","18","0","3","0","29","0","0","0","123","329","Dorothy Klein Senior Residence"
"020","EGLINTON--LAWRENCE","149","U","TORONTO","0","89","16","0","4","0","43","0","0","0","152","388","Forest Hill Collegiate Drama Room"
"020","EGLINTON--LAWRENCE","150","U","TORONTO","0","63","20","1","3","0","34","0","0","0","121","342","Forest Hill Collegiate Drama Room"
"020","EGLINTON--LAWRENCE","151","U","TORONTO","1","66","29","2","1","2","39","1","0","0","141","343","Forest Hill Collegiate Drama Room"
"020","EGLINTON--LAWRENCE","152","U","TORONTO","0","95","19","0","2","0","39","0","0","0","155","378","Forest Hill Collegiate Drama Room"
"020","EGLINTON--LAWRENCE","153","U","TORONTO","0","62","31","3","3","0","22","0","0","0","121","351","North Preparatory Public School"
"020","EGLINTON--LAWRENCE","154","U","TORONTO","0","71","9","0","1","1","81","0","0","0","163","361","Forest Hill Place"
"020","EGLINTON--LAWRENCE","155","U","TORONTO","0","119","5","0","2","0","84","0","0","0","210","413","Forest Hill Place"
"020","EGLINTON--LAWRENCE","156","U","TORONTO","0","112","11","1","1","0","59","0","0","0","184","361","Allenby Public School"
"020","EGLINTON--LAWRENCE","157","U","TORONTO","0","145","12","0","6","0","61","0","0","0","224","405","Allenby Public School"
"020","EGLINTON--LAWRENCE","158","U","TORONTO","1","89","14","0","5","0","38","0","0","0","147","312","Marshall McLuhan Catholic School"
"020","EGLINTON--LAWRENCE","159","U","TORONTO","1","105","9","0","4","1","47","0","0","0","167","391","Marshall McLuhan Catholic School"
"020","EGLINTON--LAWRENCE","160","U","TORONTO","0","109","6","1","7","0","45","0","1","0","169","382","North Toronto Memorial Community Centre"
"020","EGLINTON--LAWRENCE","161","U","TORONTO","0","127","6","1","3","1","46","1","0","0","185","372","Anglican Church of St Clement"
"020","EGLINTON--LAWRENCE","162","U","TORONTO","0","89","12","0","2","0","57","0","0","0","160","313","Anglican Church of St Clement"
"020","EGLINTON--LAWRENCE","163","U","TORONTO","1","119","17","0","0","0","64","0","0","0","201","416","North Preparatory Public School"
"020","EGLINTON--LAWRENCE","164","U","TORONTO","1","111","13","0","3","1","53","0","0","0","182","420","North Preparatory Public School"
"020","EGLINTON--LAWRENCE","165","U","TORONTO","0","147","15","0","5","0","65","1","0","0","233","460","Marshall McLuhan Catholic School"
"020","EGLINTON--LAWRENCE","166","U","TORONTO","0","116","9","0","5","0","55","0","1","0","186","376","Marshall McLuhan Catholic School"
"020","EGLINTON--LAWRENCE","167","U","TORONTO","2","93","20","0","5","1","56","2","0","0","179","449","Marshall McLuhan Catholic School"
"020","EGLINTON--LAWRENCE","168","U","TORONTO","1","108","15","0","2","1","41","1","0","0","169","355","Marshall McLuhan Catholic School"
"020","EGLINTON--LAWRENCE","169","U","TORONTO","1","105","10","0","2","0","42","0","0","0","160","382","North Toronto Memorial Community Centre"
"020","EGLINTON--LAWRENCE","170","U","TORONTO","0","122","26","2","3","0","32","0","0","0","185","419","North Toronto Memorial Community Centre"
"020","EGLINTON--LAWRENCE","171","U","TORONTO","1","179","40","2","14","0","55","1","0","0","292","506","500 Duplex Avenue"
"020","EGLINTON--LAWRENCE","400","U","TORONTO","2","67","20","3","1","0","35","1","0","0","129","214","Neptune Towers"
"020","EGLINTON--LAWRENCE","401","U","TORONTO","2","69","14","1","1","0","65","0","0","0","152","298","Empress House"
"020","EGLINTON--LAWRENCE","402","U","TORONTO","2","53","6","0","0","0","30","1","0","0","92","140","Reuben Cipin Healthy Living Centre"
"020","EGLINTON--LAWRENCE","403","U","TORONTO","2","69","14","1","2","4","30","0","1","0","123","202","National Council of Jewish Women"
"020","EGLINTON--LAWRENCE","404","U","TORONTO","1","119","14","4","1","1","76","0","0","0","216","360","Crystal Towers"
"020","EGLINTON--LAWRENCE","405","U","TORONTO","1","87","30","0","3","0","27","2","0","0","150","383","Fieldstone Day School"
"020","EGLINTON--LAWRENCE","406","U","TORONTO","1","143","72","3","9","0","53","3","0","0","284","471","Shermount Tscc 1511"
"020","EGLINTON--LAWRENCE","407","U","TORONTO","4","132","26","2","0","2","18","6","1","0","191","269","Caboto Terrace"
"020","EGLINTON--LAWRENCE","408","U","TORONTO","1","118","14","3","0","1","20","0","1","0","158","222","Casa Del Zotto"
"020","EGLINTON--LAWRENCE","409","U","TORONTO","0","113","45","1","5","1","35","2","0","1","203","349","Belmont Apartments"
"020","EGLINTON--LAWRENCE","410","U","TORONTO","2","155","36","0","5","2","54","2","0","0","256","468","Briar Hill Towers YCC 107 - Party Room"
"020","EGLINTON--LAWRENCE","411","U","TORONTO","0","54","19","2","3","1","19","1","0","0","99","303","Briar Hill Towers YCC 107 - Party Room"
"020","EGLINTON--LAWRENCE","412","U","TORONTO","3","160","74","1","3","1","58","0","0","0","300","495","Allenway YCC228"
"020","EGLINTON--LAWRENCE","413","U","TORONTO","0","77","50","0","3","0","25","0","0","0","155","468","Briar Hill Towers YCC 107 - Party Room"
"020","EGLINTON--LAWRENCE","414","U","TORONTO","0","46","36","0","1","0","9","0","0","0","92","357","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","415","U","TORONTO","0","54","24","0","1","0","19","0","0","0","98","312","Roselawn Marlee Apartments"
"020","EGLINTON--LAWRENCE","416","U","TORONTO","1","50","67","2","2","1","24","0","0","0","147","357","Ascot YCC482"
"020","EGLINTON--LAWRENCE","417","U","TORONTO","1","95","11","1","0","0","76","0","0","0","184","326","MTCC 916 + 819 at 916 Party Room"
"020","EGLINTON--LAWRENCE","418","U","TORONTO","2","138","34","1","4","0","45","0","0","0","224","406","Four Thousand- East Tower Party Room"
"020","EGLINTON--LAWRENCE","419","U","TORONTO","0","59","2","0","1","0","83","1","0","0","146","196","York Mills Place"
"020","EGLINTON--LAWRENCE","420","U","TORONTO","1","114","0","0","1","0","157","1","0","0","274","423","Governor's Hill - North Tower"
"020","EGLINTON--LAWRENCE","421","U","TORONTO","0","104","12","0","3","0","53","0","0","0","172","309","Bedford Glen YCC503"
"020","EGLINTON--LAWRENCE","422","U","TORONTO","0","123","16","1","8","1","53","0","0","0","202","386","Lawrence Park Condominiums"
"020","EGLINTON--LAWRENCE","423","U","TORONTO","0","99","30","0","4","0","34","0","2","0","169","410","Northern District Library-2nd Floor"
"020","EGLINTON--LAWRENCE","424","U","TORONTO","1","55","22","0","2","2","17","0","0","0","99","271","Northern District Library-2nd Floor"
"020","EGLINTON--LAWRENCE","700","U","TORONTO","0","51","15","5","3","1","31","5","2","0","113","736","Apotex Center (Jewish Home for Aged)"
"020","EGLINTON--LAWRENCE","701","U","TORONTO",".......................COMBINED WITH POLL 700.......................","","","","","","","","","","","","Baycrest Hospital"
"020","EGLINTON--LAWRENCE","702","U","TORONTO","0","43","11","0","1","0","68","4","0","0","127","205","Saranac Senior Apartments"
"020","EGLINTON--LAWRENCE","703","U","TORONTO","2","59","2","1","2","1","14","2","1","0","84","334","Villa Colombo- Piazza Mary Bartonlia"
"020","EGLINTON--LAWRENCE","704","U","TORONTO",".......................COMBINED WITH POLL 707.......................","","","","","","","","","","","","Terrace Garden Retirement Living"
"020","EGLINTON--LAWRENCE","705","U","TORONTO","0","23","9","1","0","1","17","2","0","0","53","103","Forest Hill Place"
"020","EGLINTON--LAWRENCE","706","U","TORONTO","1","50","7","4","0","2","27","0","2","0","93","144","Dorothy Klein Senior Residence"
"020","EGLINTON--LAWRENCE","707","U","TORONTO","0","16","19","2","0","0","12","0","1","1","51","198","Terraces of Baycrest - Foyer"
"020","EGLINTON--LAWRENCE","ADV001","U","TORONTO","3","388","70","5","7","1","464","0","0","0","938","0","Returning Office / Bureau du directeur du scrutin"
"020","EGLINTON--LAWRENCE","ADV002","U","TORONTO","0","292","31","1","7","1","428","9","0","1","770","0","Special Ballot Voting / Vote par bulletin spécial"
"020","EGLINTON--LAWRENCE","ADV003","U","TORONTO","2","769","76","4","22","1","527","2","0","0","1403","0","Armour Heights Community Centre"
"020","EGLINTON--LAWRENCE","ADV004","U","TORONTO","1","569","74","1","21","0","237","0","0","0","903","0","North Toronto Memorial Community Centre"
