"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BAILEY","BARRY","BRUZIEWICZ","FALBY","VERMETTE","WHITE","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"078","SARNIA--LAMBTON","028","U","POINT EDWARD","86","49","9","0","3","69","1","0","0","217","444","Point Edward Community Centre"
"078","SARNIA--LAMBTON","029","U","SARNIA","78","48","10","0","1","50","0","0","0","187","426","Dunlop United Church"
"078","SARNIA--LAMBTON","030","U","SARNIA","83","50","3","0","7","70","0","0","0","213","417","Dunlop United Church"
"078","SARNIA--LAMBTON","031","U","SARNIA","80","49","9","2","2","75","2","1","0","220","405","Dunlop United Church"
"078","SARNIA--LAMBTON","032","U","SARNIA","61","15","4","0","5","54","0","0","1","140","403","Dunlop United Church"
"078","SARNIA--LAMBTON","033","U","SARNIA","91","40","11","0","1","96","1","0","0","240","431","Dunlop United Church"
"078","SARNIA--LAMBTON","034","U","SARNIA","101","67","10","1","0","51","1","0","0","231","445","Trinity Anglican Church"
"078","SARNIA--LAMBTON","035","U","SARNIA","80","64","5","0","2","57","0","0","0","208","415","Trinity Anglican Church"
"078","SARNIA--LAMBTON","036","U","SARNIA","68","71","2","1","5","59","0","1","0","207","450","Alexander McKenzie Public Secondary School"
"078","SARNIA--LAMBTON","037","U","SARNIA","103","73","7","0","4","48","0","0","0","235","399","Alexander McKenzie Public Secondary School"
"078","SARNIA--LAMBTON","038","U","SARNIA","100","68","6","0","3","57","0","0","0","234","455","Trinity Anglican Church"
"078","SARNIA--LAMBTON","039","U","SARNIA","88","58","2","2","1","34","0","0","0","185","396","Alexander McKenzie Public Secondary School"
"078","SARNIA--LAMBTON","040","U","SARNIA","63","38","5","1","0","47","2","0","0","156","344","Alexander McKenzie Public Secondary School"
"078","SARNIA--LAMBTON","041","U","SARNIA","60","20","9","3","2","68","1","0","0","163","377","Lighthouse Community Church"
"078","SARNIA--LAMBTON","042","U","SARNIA","36","23","4","0","0","27","1","0","0","91","312","Sardo Club"
"078","SARNIA--LAMBTON","043","U","SARNIA","41","20","6","0","0","54","1","0","0","122","411","Sardo Club"
"078","SARNIA--LAMBTON","044","U","SARNIA","49","21","7","2","3","61","2","0","0","145","374","Lighthouse Community Church"
"078","SARNIA--LAMBTON","045","U","SARNIA","58","37","5","0","3","55","0","2","0","160","485","Lighthouse Community Church"
"078","SARNIA--LAMBTON","046","U","SARNIA","41","36","5","0","5","59","0","0","0","146","392","Lighthouse Community Church"
"078","SARNIA--LAMBTON","047","U","SARNIA","69","38","9","0","1","71","0","1","1","190","436","Sardo Club"
"078","SARNIA--LAMBTON","048","U","SARNIA","42","21","6","1","2","53","0","0","0","125","441","High Park Public School"
"078","SARNIA--LAMBTON","049","U","SARNIA","44","29","6","2","2","36","0","0","0","119","365","High Park Public School"
"078","SARNIA--LAMBTON","050","U","SARNIA","65","62","13","0","3","57","1","0","0","201","424","Sardo Club"
"078","SARNIA--LAMBTON","051","U","SARNIA","51","46","9","1","2","36","1","0","0","146","431","High Park Public School"
"078","SARNIA--LAMBTON","052","U","SARNIA","52","27","3","0","0","32","0","0","0","114","427","Sarnia Christian School"
"078","SARNIA--LAMBTON","053","U","SARNIA","54","23","10","0","1","66","0","0","1","155","399","Sarnia Christian School"
"078","SARNIA--LAMBTON","054","U","SARNIA","97","38","13","2","2","57","1","0","0","210","451","Sarnia Christian School"
"078","SARNIA--LAMBTON","055","U","SARNIA","43","25","3","2","7","56","1","2","0","139","418","High Park Public School"
"078","SARNIA--LAMBTON","056","U","SARNIA","58","41","10","1","3","42","0","1","0","156","400","Sarnia Christian School"
"078","SARNIA--LAMBTON","057","U","SARNIA","79","52","7","0","0","40","0","0","0","178","469","Sarnia City Hall"
"078","SARNIA--LAMBTON","058","U","SARNIA","58","56","9","1","4","44","4","0","0","176","411","Sarnia City Hall"
"078","SARNIA--LAMBTON","059","U","SARNIA","56","34","10","2","1","42","3","0","0","148","379","Hanna Memorial Public School"
"078","SARNIA--LAMBTON","060","U","SARNIA","51","25","11","2","2","58","0","0","0","149","402","Hanna Memorial Public School"
"078","SARNIA--LAMBTON","061","U","SARNIA","32","21","21","0","4","77","2","1","0","158","461","Sarnia City Hall"
"078","SARNIA--LAMBTON","062","U","SARNIA","42","22","2","0","2","60","0","0","0","128","413","Hanna Memorial Public School"
"078","SARNIA--LAMBTON","063","U","SARNIA","26","15","5","1","3","40","0","0","0","90","403","Sarnia City Hall"
"078","SARNIA--LAMBTON","064","U","SARNIA","27","22","8","0","2","56","0","0","0","115","392","Portuguese Canadian Club"
"078","SARNIA--LAMBTON","065","U","SARNIA","51","30","8","1","1","70","2","1","0","164","425","Hanna Memorial Public School"
"078","SARNIA--LAMBTON","066","U","SARNIA","39","15","15","3","1","49","1","0","0","123","387","Portuguese Canadian Club"
"078","SARNIA--LAMBTON","067","U","SARNIA","60","21","3","0","8","85","0","0","0","177","427","P. E. McGibbon Public Elementary School"
"078","SARNIA--LAMBTON","068","U","SARNIA","36","22","3","0","5","77","1","0","0","144","431","Portuguese Canadian Club"
"078","SARNIA--LAMBTON","069","U","SARNIA","47","24","9","0","9","77","0","0","0","166","438","Portuguese Canadian Club"
"078","SARNIA--LAMBTON","070","U","SARNIA","59","28","11","1","3","66","1","0","0","169","402","St. Matthew Catholic Elementary School"
"078","SARNIA--LAMBTON","071","U","SARNIA","63","25","12","0","3","61","1","0","0","165","407","P. E. McGibbon Public Elementary School"
"078","SARNIA--LAMBTON","072","U","SARNIA","49","22","6","1","1","55","0","0","1","135","428","St. Matthew Catholic Elementary School"
"078","SARNIA--LAMBTON","073","U","SARNIA","53","27","7","0","1","57","1","0","0","146","454","St. Matthew Catholic Elementary School"
"078","SARNIA--LAMBTON","074","U","SARNIA","70","27","19","1","1","71","2","0","0","191","418","P. E. McGibbon Public Elementary School"
"078","SARNIA--LAMBTON","075","U","SARNIA","43","28","4","2","3","47","2","0","0","129","405","St. Matthew Catholic Elementary School"
"078","SARNIA--LAMBTON","076","U","SARNIA","60","32","7","0","1","63","1","0","0","164","445","P. E. McGibbon Public Elementary School"
"078","SARNIA--LAMBTON","077","U","SARNIA","15","15","5","0","0","30","0","0","0","65","338","St. Matthew Catholic Elementary School"
"078","SARNIA--LAMBTON","078","U","SARNIA","20","10","5","2","3","51","0","0","0","91","405","P. E. McGibbon Public Elementary School"
"078","SARNIA--LAMBTON","079","U","SARNIA","47","16","10","1","4","70","1","0","0","149","448","Portuguese Canadian Club"
"078","SARNIA--LAMBTON","080","U","SARNIA","84","44","4","0","2","65","0","0","0","199","410","Holy Trinity Catholic Elementary School"
"078","SARNIA--LAMBTON","081","U","SARNIA","65","31","5","0","3","63","0","0","0","167","367","Holy Trinity Catholic Elementary School"
"078","SARNIA--LAMBTON","082","U","SARNIA","31","9","6","1","1","48","0","0","0","96","368","Bluewater Baptist Church"
"078","SARNIA--LAMBTON","083","U","SARNIA","72","24","5","0","1","69","2","1","0","174","449","Holy Trinity Catholic Elementary School"
"078","SARNIA--LAMBTON","084","U","SARNIA","71","51","2","0","2","55","1","0","0","182","402","Bluewater Baptist Church"
"078","SARNIA--LAMBTON","085","U","SARNIA","54","35","1","3","1","76","0","0","0","170","388","Bluewater Baptist Church"
"078","SARNIA--LAMBTON","086","U","SARNIA","70","23","4","2","3","62","0","0","0","164","407","Holy Trinity Catholic Elementary School"
"078","SARNIA--LAMBTON","087","U","SARNIA","81","38","6","1","3","79","1","1","0","210","454","Lansdowne Public School"
"078","SARNIA--LAMBTON","088","U","SARNIA","47","34","1","1","0","53","1","0","0","137","405","Lansdowne Public School"
"078","SARNIA--LAMBTON","089","U","SARNIA","37","28","3","0","1","50","0","0","0","119","401","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","090","U","SARNIA","52","14","5","0","5","57","1","3","0","137","434","Lansdowne Public School"
"078","SARNIA--LAMBTON","091","U","SARNIA","58","29","5","1","2","61","0","0","0","156","411","Lansdowne Public School"
"078","SARNIA--LAMBTON","092A","U","SARNIA","92","95","5","1","4","50","2","0","0","249","471","St. Christopher Catholic Secondary School"
"078","SARNIA--LAMBTON","092B","U","SARNIA","44","50","4","1","1","16","0","0","0","116","241","St. Christopher Catholic Secondary School"
"078","SARNIA--LAMBTON","093","U","SARNIA","66","36","3","1","3","43","0","1","0","153","345","Sarnia Christian School"
"078","SARNIA--LAMBTON","094","U","SARNIA","92","50","6","0","0","38","1","1","0","188","482","Bluewater Baptist Church"
"078","SARNIA--LAMBTON","095","U","SARNIA","107","48","8","0","0","28","1","0","0","192","441","Bluewater Baptist Church"
"078","SARNIA--LAMBTON","096","U","SARNIA","18","9","1","0","1","22","0","0","0","51","289","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","097","U","SARNIA","75","49","3","0","1","42","0","1","0","171","482","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","098","U","SARNIA","62","45","4","0","1","55","0","0","0","167","485","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","099","U","SARNIA","50","24","3","0","3","36","1","0","0","117","422","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","100","U","SARNIA","68","35","2","1","3","31","1","0","0","141","382","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","101","U","SARNIA","69","15","3","0","4","50","0","0","0","141","395","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","102","U","SARNIA","82","49","5","2","1","51","0","0","0","190","424","St. Clair Public Secondary School"
"078","SARNIA--LAMBTON","103","U","SARNIA","48","23","2","0","1","49","0","0","0","123","374","Lansdowne Public School"
"078","SARNIA--LAMBTON","104","U","SARNIA","47","16","5","0","4","44","0","0","0","116","437","Carpenters' Local 1256"
"078","SARNIA--LAMBTON","105","U","SARNIA","30","14","7","0","4","59","0","0","0","114","456","Portuguese Canadian Club"
"078","SARNIA--LAMBTON","106","U","SARNIA","12","19","3","0","1","76","0","0","0","111","440","Aamjiwnaang Health Centre"
"078","SARNIA--LAMBTON","107","U","CORUNNA","72","15","2","0","5","44","0","0","0","138","385","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","108","U","CORUNNA","61","23","4","0","2","65","0","1","0","156","452","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","109","U","CORUNNA","96","35","1","0","1","43","0","0","0","176","447","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","110","U","CORUNNA","75","29","5","1","7","58","1","0","0","176","419","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","111","U","CORUNNA","88","35","1","0","6","70","1","0","0","201","500","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","112","U","CORUNNA","55","29","0","0","1","35","0","0","0","120","339","Colonel Cameron Public Elementary School"
"078","SARNIA--LAMBTON","113","U","CORUNNA","78","43","1","0","1","53","1","0","0","177","484","Colonel Cameron Public Elementary School"
"078","SARNIA--LAMBTON","114","U","CORUNNA","114","53","3","0","2","58","0","0","0","230","544","Colonel Cameron Public Elementary School"
"078","SARNIA--LAMBTON","115","U","CORUNNA","116","23","5","0","2","63","0","1","0","210","488","Colonel Cameron Public Elementary School"
"078","SARNIA--LAMBTON","116","U","CORUNNA","58","53","3","0","4","61","0","0","0","179","419","Colonel Cameron Public Elementary School"
"078","SARNIA--LAMBTON","117","U","MOORETOWN","116","41","4","0","5","21","0","0","0","187","403","St. Clair Township Municipal Office"
"078","SARNIA--LAMBTON","118","U","MOORETOWN","163","36","5","0","2","39","0","0","0","245","464","St. Clair Township Municipal Office"
"078","SARNIA--LAMBTON","119","U","MOORETOWN","79","17","2","0","2","46","0","0","0","146","348","St. Clair Township Municipal Office"
"078","SARNIA--LAMBTON","120","U","MOORETOWN","78","31","5","3","6","51","1","0","0","175","455","St. Clair Township Municipal Office"
"078","SARNIA--LAMBTON","121","U","SOMBRA","81","42","0","0","2","18","0","0","0","143","294","Sombra Community Hall"
"078","SARNIA--LAMBTON","122","U","SOMBRA","111","21","5","1","6","70","2","0","0","216","384","Sombra Community Hall"
"078","SARNIA--LAMBTON","123","U","PORT LAMBTON","133","53","1","2","0","66","0","1","0","256","410","Sacred Heart Catholic Elementary School"
"078","SARNIA--LAMBTON","124","U","PORT LAMBTON","102","42","3","0","2","57","1","1","0","208","370","Sacred Heart Catholic Elementary School"
"078","SARNIA--LAMBTON","125","U","PORT LAMBTON","177","43","1","0","7","46","1","1","0","276","460","Sacred Heart Catholic Elementary School"
"078","SARNIA--LAMBTON","126","U","SARNIA","138","38","4","0","3","47","0","0","0","230","491","Carpenters' Local 1256"
"078","SARNIA--LAMBTON","127","U","SARNIA","96","31","4","1","2","60","0","0","0","194","345","Carpenters' Local 1256"
"078","SARNIA--LAMBTON","128","U","SARNIA","191","69","1","3","8","81","4","0","0","357","491","Bluewater Country - Adult Leisure Living"
"078","SARNIA--LAMBTON","129","U","SARNIA","97","40","4","1","3","40","1","0","0","186","451","Carpenters' Local 1256"
"078","SARNIA--LAMBTON","130","U","SARNIA","128","42","6","2","1","49","0","0","0","228","442","Carpenters' Local 1256"
"078","SARNIA--LAMBTON","131","U","CORUNNA","125","24","2","1","4","36","0","0","0","192","499","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","132","U","MOORETOWN","97","23","1","0","2","26","0","0","0","149","413","St. Clair Township Municipal Office"
"078","SARNIA--LAMBTON","133","U","BRIGDEN","127","32","2","1","1","47","0","0","0","210","417","Brigden Public Elementary School"
"078","SARNIA--LAMBTON","134","U","BRIGDEN","146","35","3","0","5","57","0","0","0","246","450","Brigden Public Elementary School"
"078","SARNIA--LAMBTON","135","U","SOMBRA","89","17","1","0","2","38","1","0","0","148","362","Sombra Community Hall"
"078","SARNIA--LAMBTON","136","U","BRIGDEN","72","23","0","1","3","26","0","0","0","125","311","Brigden Public Elementary School"
"078","SARNIA--LAMBTON","137","U","PORT LAMBTON","41","10","3","0","0","13","0","1","0","68","318","Sacred Heart Catholic Elementary School"
"078","SARNIA--LAMBTON","138","U","SARNIA","121","65","10","0","1","42","0","0","0","239","486","St. Christopher Catholic Secondary School"
"078","SARNIA--LAMBTON","139","U","SARNIA","129","49","3","0","1","39","0","1","0","222","412","Christ Lutheran Church"
"078","SARNIA--LAMBTON","140","U","SARNIA","134","69","0","0","4","31","0","0","0","238","472","St. Christopher Catholic Secondary School"
"078","SARNIA--LAMBTON","141","U","SARNIA","109","77","3","2","1","42","1","0","0","235","455","Christ Lutheran Church"
"078","SARNIA--LAMBTON","142","U","SARNIA","113","102","3","1","1","32","1","0","0","253","489","Christ Lutheran Church"
"078","SARNIA--LAMBTON","143","U","SARNIA","106","68","4","0","7","41","1","0","0","227","465","Christ Lutheran Church"
"078","SARNIA--LAMBTON","144","U","SARNIA","108","82","2","2","1","62","0","0","0","257","476","Christ Lutheran Church"
"078","SARNIA--LAMBTON","145","U","BRIGHT'S GROVE","112","66","1","0","1","45","0","0","0","225","419","Brights Grove Public Elementary School"
"078","SARNIA--LAMBTON","146","U","BRIGHT'S GROVE","86","51","3","0","4","69","0","0","0","213","488","Brights Grove Public Elementary School"
"078","SARNIA--LAMBTON","147","U","BRIGHT'S GROVE","129","72","3","0","3","56","0","0","0","263","518","Brights Grove Public Elementary School"
"078","SARNIA--LAMBTON","148","U","BRIGHT'S GROVE","88","48","2","1","4","48","1","0","0","192","415","St. Michael Catholic Elementary School"
"078","SARNIA--LAMBTON","149","U","BRIGHT'S GROVE","138","95","5","0","4","38","0","1","0","281","571","St. Michael Catholic Elementary School"
"078","SARNIA--LAMBTON","150","U","BRIGHT'S GROVE","105","69","4","0","4","46","0","0","0","228","458","St. Michael Catholic Elementary School"
"078","SARNIA--LAMBTON","151","U","CAMLACHIE","108","49","1","2","1","44","0","0","0","205","436","Aberarder Central Elementary School"
"078","SARNIA--LAMBTON","152","U","CAMLACHIE","127","69","0","2","4","41","1","0","0","244","490","Aberarder Central Elementary School"
"078","SARNIA--LAMBTON","153","U","CAMLACHIE","131","81","7","2","9","63","0","1","0","294","549","Aberarder Central Elementary School"
"078","SARNIA--LAMBTON","154","U","CAMLACHIE","130","49","1","0","4","33","0","0","0","217","424","Aberarder Central Elementary School"
"078","SARNIA--LAMBTON","155","U","CAMLACHIE","110","45","2","1","0","48","1","0","0","207","488","Aberarder Central Elementary School"
"078","SARNIA--LAMBTON","156","U","BRIGHT'S GROVE","104","59","2","0","5","43","0","1","0","214","426","St. Michael Catholic Elementary School"
"078","SARNIA--LAMBTON","157","U","WYOMING","147","41","1","1","7","41","0","2","0","240","457","Wyoming Publicelementary School"
"078","SARNIA--LAMBTON","158","U","WYOMING","159","46","1","0","5","36","1","0","0","248","452","Wyoming Publicelementary School"
"078","SARNIA--LAMBTON","159","U","WYOMING","143","42","11","1","8","40","1","0","0","246","474","Wyoming Publicelementary School"
"078","SARNIA--LAMBTON","160","U","WYOMING","188","31","1","0","7","39","2","0","0","268","425","John Knox Christian Elementary School"
"078","SARNIA--LAMBTON","161","U","WYOMING","112","40","2","0","3","41","0","0","0","198","433","John Knox Christian Elementary School"
"078","SARNIA--LAMBTON","162","U","WYOMING","123","42","3","0","3","30","1","0","0","202","373","John Knox Christian Elementary School"
"078","SARNIA--LAMBTON","163","U","PETROLIA","131","33","2","2","5","48","0","0","0","221","398","Queen Elizabeth II Public Elementary School"
"078","SARNIA--LAMBTON","164","U","PETROLIA","168","28","2","0","5","33","1","0","0","237","470","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","165","U","PETROLIA","138","32","2","0","4","52","1","0","0","229","442","Queen Elizabeth II Public Elementary School"
"078","SARNIA--LAMBTON","166","U","PETROLIA","114","29","1","0","2","37","0","1","0","184","432","Queen Elizabeth II Public Elementary School"
"078","SARNIA--LAMBTON","167","U","PETROLIA","197","39","1","1","3","44","0","0","0","285","514","Queen Elizabeth II Public Elementary School"
"078","SARNIA--LAMBTON","168","U","PETROLIA","122","24","1","1","5","44","0","0","0","197","411","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","169","U","PETROLIA","86","29","1","4","2","35","1","1","0","159","363","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","170","U","PETROLIA","82","28","2","2","2","48","0","0","0","164","411","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","171","U","PETROLIA","121","36","1","0","0","46","0","0","0","204","488","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","172","U","PETROLIA","111","53","1","0","3","24","0","0","0","192","384","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","173","U","PETROLIA","134","30","4","0","2","51","0","0","0","221","416","Lambton Central Collegiate Vocational Institute"
"078","SARNIA--LAMBTON","174","U","PETROLIA","133","48","2","0","2","18","0","0","0","203","410","Queen Elizabeth II Public Elementary School"
"078","SARNIA--LAMBTON","175","U","OIL SPRINGS","146","24","1","1","2","56","0","1","0","231","437","Oil Springs Fire Hall"
"078","SARNIA--LAMBTON","176","U","OIL SPRINGS","185","32","1","0","1","44","0","0","0","263","451","Oil Springs Fire Hall"
"078","SARNIA--LAMBTON","177","U","OIL SPRINGS","166","32","1","0","3","39","0","1","0","242","487","Oil Springs Fire Hall"
"078","SARNIA--LAMBTON","400","U","SARNIA","98","38","2","0","1","50","1","0","0","190","300","1285 Sandy Lane-Marina Park Place"
"078","SARNIA--LAMBTON","401","U","SARNIA","73","51","4","1","0","36","0","0","0","165","237","1295 Sandy Lane -Marina Park Place"
"078","SARNIA--LAMBTON","402","U","SARNIA","45","43","3","0","0","26","0","0","0","117","206","1285 Sandy Lane-Marina Park Place"
"078","SARNIA--LAMBTON","403","U","SARNIA","31","16","4","0","3","25","0","0","0","79","135","Fairway Towers"
"078","SARNIA--LAMBTON","404","U","SARNIA","46","32","1","0","0","24","3","0","0","106","153","Royal Oak Towers"
"078","SARNIA--LAMBTON","405","U","SARNIA","42","12","2","2","2","26","0","0","0","86","128","Centennial Park Place"
"078","SARNIA--LAMBTON","406","U","SARNIA","44","30","3","0","1","29","1","1","0","109","189","Water's Edge"
"078","SARNIA--LAMBTON","407","U","SARNIA","27","17","4","0","4","30","0","0","0","82","119","Northgate Manor"
"078","SARNIA--LAMBTON","408","U","SARNIA","63","25","2","1","0","26","0","0","0","117","180","Northgate Towers"
"078","SARNIA--LAMBTON","409","U","SARNIA","18","18","8","0","2","38","0","0","0","84","260","Kenwick Place"
"078","SARNIA--LAMBTON","410","U","SARNIA","18","17","2","0","4","22","0","0","1","64","132","Seaway Centre"
"078","SARNIA--LAMBTON","411","U","SARNIA","50","16","7","1","2","24","3","1","0","104","158","Sandpiper Apartments"
"078","SARNIA--LAMBTON","412","U","SARNIA","46","31","6","0","0","12","0","2","0","97","125","Landmark Village"
"078","SARNIA--LAMBTON","700","U","SARNIA","33","8","3","2","0","2","1","0","0","49","99","Twin Lakes Terrace"
"078","SARNIA--LAMBTON","701","U","SARNIA","41","21","1","1","0","14","2","0","0","80","105","Fairwinds Lodge"
"078","SARNIA--LAMBTON","702","U","SARNIA","24","23","7","3","2","14","1","0","1","75","145","Trillium Villa Nursing Home"
"078","SARNIA--LAMBTON","703","U","SARNIA","18","4","2","0","0","14","0","0","0","38","67","Marquis East"
"078","SARNIA--LAMBTON","704","U","SARNIA","11","5","2","1","2","5","1","0","0","27","43","Rosewood Manor"
"078","SARNIA--LAMBTON","705","U","SARNIA","3","0","0","0","0","3","0","0","0","6","29","Bluewater Health - Mitton Street Site"
"078","SARNIA--LAMBTON","706","U","SARNIA","27","7","5","1","0","6","2","0","10","58","63","Residence on the St. Clair"
"078","SARNIA--LAMBTON","707","U","SARNIA","24","17","7","1","0","9","2","2","0","62","139","Vision Nursing Home"
"078","SARNIA--LAMBTON","708","U","SARNIA","21","10","8","0","0","12","0","0","0","51","125","Bluewater Health - Norman Street Site"
"078","SARNIA--LAMBTON","709","U","SARNIA","18","15","6","1","5","6","6","6","0","63","123","Marshall Gowland Manor"
"078","SARNIA--LAMBTON","710","U","SARNIA","13","7","2","1","2","8","0","0","2","35","82","Afton Park Place"
"078","SARNIA--LAMBTON","711","U","CORUNNA","36","13","0","0","1","14","0","0","0","64","81","Thompson Gardens"
"078","SARNIA--LAMBTON","712","U","SARNIA","16","9","5","2","0","11","1","2","0","46","82","Sumac Lodge"
"078","SARNIA--LAMBTON","713","U","PETROLIA","34","10","2","0","1","3","0","0","0","50","121","Lambton Meadowview Villa"
"078","SARNIA--LAMBTON","714","U","PETROLIA","21","4","1","0","1","2","1","0","0","30","47","Albany Community Living Centre"
"078","SARNIA--LAMBTON","715","U","PETROLIA","3","1","0","0","0","1","0","0","0","5","11","Bluewater Health - Cee Site"
"078","SARNIA--LAMBTON","716","U","PETROLIA","23","8","3","1","0","9","2","1","0","47","112","Fiddick's Nursing Home"
"078","SARNIA--LAMBTON","717","U","SARNIA","0","2","1","0","0","1","0","0","0","4","4","St. Joseph's Hospice Resource Centre"
"078","SARNIA--LAMBTON","ADV001","U","SARNIA","964","309","52","6","15","347","0","1","1","1695","0","Returning Office / Bureau du directeur du scrutin"
"078","SARNIA--LAMBTON","ADV002","U","SARNIA","290","143","15","6","11","134","3","0","2","604","0","Special Ballot Voting / Vote par bulletin spécial"
"078","SARNIA--LAMBTON","ADV003","U","SARNIA","946","318","43","7","13","340","0","0","0","1667","0","Clearwater Community Centre"
"078","SARNIA--LAMBTON","ADV004","R","CORUNNA","284","35","3","0","3","68","0","0","0","393","0","Royal Canadian Legion Branch 447"
"078","SARNIA--LAMBTON","ADV005","R","WILKESPORT","136","26","0","0","2","28","0","0","0","192","0","Wilkesport Community Centre"
"078","SARNIA--LAMBTON","ADV006","R","CAMLACHIE","167","60","4","1","3","41","1","2","0","279","0","Camlachie Fire Hall"
"078","SARNIA--LAMBTON","ADV007","R","PETROLIA","373","65","6","0","7","65","2","1","0","519","0","Petrolia Lions Hall"
"078","SARNIA--LAMBTON","ADV008","U","SARNIA","7","5","2","2","3","19","1","0","0","39","0","Lambton College"
"TOTALS:","","","","","19570","8819","1077","160","567","10307","120","56","23","40699","78646",""
