"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALDASARO","GRACEY","HORWATH","KUHLMANN","LAWSON","ORMOND","PASSMORE","SHEPPARD","SZAJKOWSKI","TIQUI-SHEBIB","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"031","HAMILTON CENTRE","046","U","HAMILTON","0","0","58","5","1","6","5","3","0","16","0","0","0","94","304","Cathy Weaver Elementary School"
"031","HAMILTON CENTRE","047","U","HAMILTON","1","2","53","0","0","3","2","13","1","10","0","0","0","85","289","Polish Veterans Club"
"031","HAMILTON CENTRE","048","U","HAMILTON","2","0","87","11","0","4","0","8","0","18","0","0","0","130","352","Prince of Wales School"
"031","HAMILTON CENTRE","049","U","HAMILTON","2","0","94","1","1","2","0","11","0","19","0","1","0","131","343","Prince of Wales School"
"031","HAMILTON CENTRE","050","U","HAMILTON","5","0","143","4","1","4","2","20","1","20","2","0","0","202","571","Prince of Wales School"
"031","HAMILTON CENTRE","051","U","HAMILTON","1","0","154","5","2","4","0","26","1","22","0","2","0","217","566","United Steelworkers Centre"
"031","HAMILTON CENTRE","052","U","HAMILTON","1","1","92","4","0","2","0","25","0","10","0","0","0","135","394","United Steelworkers Centre"
"031","HAMILTON CENTRE","053","U","HAMILTON","4","0","112","6","0","1","0","21","0","18","1","0","0","163","474","United Steelworkers Centre"
"031","HAMILTON CENTRE","054","U","HAMILTON","0","1","123","5","0","7","0","28","1","26","1","1","0","193","528","Hamilton Filipino Community Centre"
"031","HAMILTON CENTRE","055","U","HAMILTON","2","2","168","2","0","3","1","12","0","16","0","0","0","206","506","Hamilton Filipino Community Centre"
"031","HAMILTON CENTRE","056","U","HAMILTON","2","0","139","3","0","2","3","23","1","18","1","0","1","193","457","Hamilton Filipino Community Centre"
"031","HAMILTON CENTRE","057","U","HAMILTON","3","0","107","1","1","2","0","14","1","18","0","1","1","149","410","Hamilton Filipino Community Centre"
"031","HAMILTON CENTRE","058","U","HAMILTON","4","0","74","2","0","1","2","16","0","21","1","0","0","121","462","Germania Club"
"031","HAMILTON CENTRE","059","U","HAMILTON","2","1","87","5","3","2","2","16","0","17","1","0","0","136","484","Germania Club"
"031","HAMILTON CENTRE","060","U","HAMILTON","0","2","76","5","0","1","0","13","1","20","0","0","0","118","383","Prince of Wales School"
"031","HAMILTON CENTRE","061","U","HAMILTON","4","0","89","0","0","6","1","20","0","9","1","0","0","130","418","St. Giles United Church"
"031","HAMILTON CENTRE","062","U","HAMILTON","2","1","127","4","1","7","1","19","0","21","2","0","0","185","558","Germania Club"
"031","HAMILTON CENTRE","063","U","HAMILTON","1","1","91","0","1","9","1","18","2","24","1","0","0","149","460","St. Giles United Church"
"031","HAMILTON CENTRE","064","U","HAMILTON","0","1","112","1","1","7","3","15","1","21","0","0","0","162","475","St. Giles United Church"
"031","HAMILTON CENTRE","065","U","HAMILTON","2","0","103","2","3","4","0","25","0","19","0","0","0","158","448","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","066","U","HAMILTON","1","1","91","3","0","8","0","16","0","23","2","0","0","145","482","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","067","U","HAMILTON","3","0","59","0","0","2","1","6","0","19","1","0","0","91","285","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","068","U","HAMILTON","1","0","86","0","2","2","0","8","0","9","0","0","0","108","476","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","069","U","HAMILTON","4","1","94","3","0","2","1","18","0","31","2","0","0","156","380","Big Brothers Big Sisters"
"031","HAMILTON CENTRE","070","U","HAMILTON","1","0","116","1","1","8","2","26","0","33","1","0","1","190","445","Big Brothers Big Sisters"
"031","HAMILTON CENTRE","071","U","HAMILTON","0","0","106","3","0","11","1","18","0","27","0","0","0","166","440","Big Brothers Big Sisters"
"031","HAMILTON CENTRE","072","U","HAMILTON","0","1","121","1","0","8","0","17","1","21","0","0","1","171","455","Big Brothers Big Sisters"
"031","HAMILTON CENTRE","073","U","HAMILTON","0","1","131","3","1","7","0","20","0","16","0","0","0","179","471","St. Giles United Church"
"031","HAMILTON CENTRE","074","U","HAMILTON","0","1","133","2","0","6","0","18","0","20","0","0","0","180","470","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","075","U","HAMILTON","2","1","142","4","0","4","0","19","3","36","0","0","0","211","444","Taras Shevchenko Apartments"
"031","HAMILTON CENTRE","076","U","HAMILTON","1","3","128","4","1","6","0","17","0","21","2","0","0","183","532","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","077","U","HAMILTON","1","0","152","3","0","5","1","26","0","38","0","0","0","226","457","Taras Shevchenko Apartments"
"031","HAMILTON CENTRE","078","U","HAMILTON","3","0","139","3","1","8","1","22","1","22","0","0","0","200","474","Taras Shevchenko Apartments"
"031","HAMILTON CENTRE","079","U","HAMILTON","3","1","138","4","0","10","0","31","0","36","0","0","1","224","545","Taras Shevchenko Apartments"
"031","HAMILTON CENTRE","080","U","HAMILTON","2","0","111","2","1","5","1","22","0","27","0","1","0","172","379","First Unitarian Church of Hamilton"
"031","HAMILTON CENTRE","081","U","HAMILTON","0","0","93","1","0","10","1","22","1","30","1","0","0","159","359","First Unitarian Church of Hamilton"
"031","HAMILTON CENTRE","082","U","HAMILTON","2","0","140","9","0","28","0","25","0","27","0","1","0","232","467","Melrose United Church"
"031","HAMILTON CENTRE","083","U","HAMILTON","4","0","166","4","1","25","3","32","0","36","1","0","0","272","541","Melrose United Church"
"031","HAMILTON CENTRE","084","U","HAMILTON","0","0","95","2","0","8","0","12","0","47","0","0","0","164","317","Earl Kitchener Elementary School"
"031","HAMILTON CENTRE","085","U","HAMILTON","0","0","98","3","0","8","0","21","0","27","0","0","0","157","362","Earl Kitchener Elementary School"
"031","HAMILTON CENTRE","086","U","HAMILTON","1","0","87","1","0","10","0","32","0","46","0","0","0","177","371","Beth Jacob Synagogue"
"031","HAMILTON CENTRE","087","U","HAMILTON","4","0","108","0","0","14","0","20","0","60","0","0","0","206","365","Beth Jacob Synagogue"
"031","HAMILTON CENTRE","088","U","HAMILTON","4","0","125","2","0","13","0","38","0","66","0","0","0","248","423","Beth Jacob Synagogue"
"031","HAMILTON CENTRE","089","U","HAMILTON","1","0","119","2","0","16","1","32","0","44","0","0","0","215","391","Beth Jacob Synagogue"
"031","HAMILTON CENTRE","090","U","HAMILTON","2","1","105","3","0","28","0","30","0","49","0","0","0","218","380","Beth Jacob Synagogue"
"031","HAMILTON CENTRE","091","U","HAMILTON","2","1","153","1","0","20","0","30","0","32","2","0","0","241","483","Ryerson Recreation Centre"
"031","HAMILTON CENTRE","092","U","HAMILTON","1","0","65","2","0","1","1","12","0","24","0","0","0","106","301","Central Elementary School"
"031","HAMILTON CENTRE","093","U","HAMILTON","1","0","92","2","3","3","1","16","2","19","1","0","0","140","347","181 Jackson Street West"
"031","HAMILTON CENTRE","094","U","HAMILTON","1","1","125","0","1","10","3","8","0","27","1","1","0","178","508","181 Jackson Street West"
"031","HAMILTON CENTRE","095","U","HAMILTON","0","0","92","2","0","7","0","30","0","48","1","0","0","180","471","Central Elementary School"
"031","HAMILTON CENTRE","096","U","HAMILTON","2","1","62","0","0","5","0","10","1","20","1","0","0","102","308","Central Elementary School"
"031","HAMILTON CENTRE","097","U","HAMILTON","0","0","59","3","0","0","0","14","0","23","0","0","0","99","296","Ryerson Recreation Centre"
"031","HAMILTON CENTRE","098","U","HAMILTON","1","0","74","1","2","6","0","8","0","17","0","0","0","109","404","Ryerson Recreation Centre"
"031","HAMILTON CENTRE","099","U","HAMILTON","3","0","81","4","0","4","0","17","0","35","0","0","0","144","391","Ryerson Recreation Centre"
"031","HAMILTON CENTRE","100","U","HAMILTON","2","0","92","2","0","6","4","18","0","21","1","0","1","147","415","Ryerson Recreation Centre"
"031","HAMILTON CENTRE","101A","U","HAMILTON","3","0","79","0","0","14","1","4","0","20","0","0","0","121","273","Melrose United Church"
"031","HAMILTON CENTRE","101B","U","HAMILTON","0","0","90","1","0","10","1","12","0","18","0","0","0","132","321","Melrose United Church"
"031","HAMILTON CENTRE","102","U","HAMILTON","1","0","114","3","0","15","0","22","0","41","0","0","0","196","437","Central Presbyterian Church"
"031","HAMILTON CENTRE","103","U","HAMILTON","2","0","76","2","0","8","1","23","0","24","2","0","0","138","407","Hamilton City Hall"
"031","HAMILTON CENTRE","104","U","HAMILTON","0","1","97","1","0","8","1","29","0","46","0","0","0","183","473","Hamilton City Hall"
"031","HAMILTON CENTRE","105","U","HAMILTON","1","2","108","3","0","2","1","18","0","32","0","1","0","168","470","Central Elementary School"
"031","HAMILTON CENTRE","106","U","HAMILTON","0","0","35","0","1","4","1","7","0","4","0","0","0","52","183","Hamilton City Hall"
"031","HAMILTON CENTRE","107","U","HAMILTON","1","0","122","7","2","5","1","28","1","36","0","1","0","204","511","Central Presbyterian Church"
"031","HAMILTON CENTRE","108","U","HAMILTON","0","0","97","3","0","5","2","28","0","34","1","0","0","170","389","Central Presbyterian Church"
"031","HAMILTON CENTRE","109","U","HAMILTON","0","1","140","4","0","9","2","21","0","39","0","0","0","216","567","Central Presbyterian Church"
"031","HAMILTON CENTRE","110","U","HAMILTON","2","0","154","4","0","21","1","27","0","54","1","0","1","265","572","Central Presbyterian Church"
"031","HAMILTON CENTRE","111","U","HAMILTON","1","1","128","3","0","17","0","40","0","48","0","0","0","238","510","Melrose United Church"
"031","HAMILTON CENTRE","112","U","HAMILTON","2","0","89","0","0","12","1","37","0","52","1","0","0","194","323","Beth Jacob Synagogue"
"031","HAMILTON CENTRE","113","U","HAMILTON","1","0","61","2","0","12","0","36","0","49","0","0","0","161","304","Central Presbyterian Church"
"031","HAMILTON CENTRE","114","U","HAMILTON","0","0","62","0","0","8","0","41","0","59","1","0","0","171","324","Central Presbyterian Church"
"031","HAMILTON CENTRE","115","U","HAMILTON","0","0","76","1","0","4","0","14","0","42","0","0","0","137","486","Church of the Ascension"
"031","HAMILTON CENTRE","116","U","HAMILTON","0","0","71","1","2","1","0","5","1","9","0","0","0","90","359","Church of the Ascension"
"031","HAMILTON CENTRE","117","U","HAMILTON","3","0","127","3","0","1","2","18","0","18","0","0","3","175","514","First Pilgrim Church"
"031","HAMILTON CENTRE","118","U","HAMILTON","1","0","58","0","0","6","1","6","0","6","1","0","0","79","334","St. Patrick Elementary School"
"031","HAMILTON CENTRE","119","U","HAMILTON","0","0","92","1","0","2","1","7","0","11","0","0","1","115","399","St. Patrick Elementary School"
"031","HAMILTON CENTRE","120","U","HAMILTON","4","0","100","1","0","8","1","14","0","14","0","0","0","142","394","St. Patrick Elementary School"
"031","HAMILTON CENTRE","121","U","HAMILTON","1","0","50","1","0","3","1","10","0","8","0","0","1","75","327","Adelaide Hoodless Elementary School"
"031","HAMILTON CENTRE","122","U","HAMILTON","4","1","106","2","0","3","1","12","0","12","1","0","0","142","375","Big Brothers Big Sisters"
"031","HAMILTON CENTRE","123","U","HAMILTON","0","1","74","4","0","8","1","3","0","20","1","0","0","112","322","Central Memorial Recreation Centre"
"031","HAMILTON CENTRE","124","U","HAMILTON","0","1","124","1","0","9","0","18","0","12","0","0","0","165","467","Queen Victoria School"
"031","HAMILTON CENTRE","125","U","HAMILTON","1","0","72","3","1","2","0","14","0","14","0","0","0","107","378","Central Memorial Recreation Centre"
"031","HAMILTON CENTRE","126","U","HAMILTON","2","0","120","5","4","6","4","15","0","35","1","0","0","192","553","Church of the Ascension"
"031","HAMILTON CENTRE","127","U","HAMILTON","0","0","95","4","0","4","1","22","1","30","1","0","0","158","445","Church of the Ascension"
"031","HAMILTON CENTRE","128","U","HAMILTON","0","5","96","3","0","2","1","14","0","22","0","1","0","144","517","Church of the Ascension"
"031","HAMILTON CENTRE","129","U","HAMILTON","0","0","69","2","1","4","2","12","1","26","0","0","0","117","350","Queen Victoria School"
"031","HAMILTON CENTRE","130","U","HAMILTON","0","0","48","0","0","2","0","13","0","16","0","0","0","79","280","Queen Victoria School"
"031","HAMILTON CENTRE","131","U","HAMILTON","0","1","72","5","1","10","0","12","1","30","0","0","0","132","411","Queen Victoria School"
"031","HAMILTON CENTRE","132","U","HAMILTON","2","2","55","4","0","4","3","47","0","69","0","0","0","186","380","Chedoke Twin Pad Arena"
"031","HAMILTON CENTRE","133","U","HAMILTON","1","0","85","1","0","3","2","38","0","50","1","0","0","181","350","Chedoke Elementary School"
"031","HAMILTON CENTRE","134","U","HAMILTON","0","0","89","3","0","10","0","54","0","44","0","0","0","200","368","Chedoke Elementary School"
"031","HAMILTON CENTRE","135","U","HAMILTON","0","1","79","1","0","2","0","27","0","35","0","0","0","145","327","Monseigneur de Laval School"
"031","HAMILTON CENTRE","136","U","HAMILTON","1","0","71","1","0","3","5","22","0","25","0","0","1","129","352","Peoples Church"
"031","HAMILTON CENTRE","137","U","HAMILTON","1","0","100","4","0","5","2","33","0","39","0","0","0","184","365","Chedoke Elementary School"
"031","HAMILTON CENTRE","138","U","HAMILTON","1","1","90","4","0","3","4","45","0","56","0","0","0","204","373","Chedoke Twin Pad Arena"
"031","HAMILTON CENTRE","139","U","HAMILTON","0","0","92","2","0","8","1","49","0","64","0","3","0","219","426","St. Teresa of Avila School"
"031","HAMILTON CENTRE","140","U","HAMILTON","1","0","83","4","1","5","1","53","0","55","0","0","0","203","360","St. Teresa of Avila School"
"031","HAMILTON CENTRE","141","U","HAMILTON","1","1","41","3","0","1","3","42","0","57","2","0","0","151","281","Hillfield Strathallan College"
"031","HAMILTON CENTRE","142","U","HAMILTON","1","0","70","5","0","4","1","42","0","41","0","0","0","164","378","Hillfield Strathallan College"
"031","HAMILTON CENTRE","143","U","HAMILTON","3","0","120","5","1","9","2","41","0","36","2","0","0","219","436","Hillfield Strathallan College"
"031","HAMILTON CENTRE","144","U","HAMILTON","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","Hillfield Strathallan College"
"031","HAMILTON CENTRE","145","U","HAMILTON","1","0","99","5","0","4","0","32","0","18","1","0","0","160","311","Buchanan Park Elementary School"
"031","HAMILTON CENTRE","146","U","HAMILTON","1","0","61","6","2","1","4","25","0","13","0","0","0","113","276","Buchanan Park Elementary School"
"031","HAMILTON CENTRE","147","U","HAMILTON","2","0","125","8","0","6","5","36","1","44","2","1","0","230","436","Monseigneur de Laval School"
"031","HAMILTON CENTRE","148","U","HAMILTON","1","0","138","6","1","10","2","48","1","29","0","0","0","236","446","Peoples Church"
"031","HAMILTON CENTRE","149","U","HAMILTON","0","2","61","4","1","1","1","38","0","32","0","0","0","140","362","Monseigneur de Laval School"
"031","HAMILTON CENTRE","150","U","HAMILTON","0","0","71","4","0","2","0","16","1","29","0","0","0","123","312","St. Teresa of Avila School"
"031","HAMILTON CENTRE","151","U","HAMILTON","3","0","112","4","1","3","3","34","1","40","1","0","0","202","482","Chedoke Twin Pad Arena"
"031","HAMILTON CENTRE","152","U","HAMILTON","0","0","107","4","2","1","0","42","0","39","0","0","0","195","398","Peoples Church"
"031","HAMILTON CENTRE","153","U","HAMILTON","1","0","140","7","0","2","3","31","1","36","0","0","0","221","482","St. Andrew's Church"
"031","HAMILTON CENTRE","154","U","HAMILTON","1","1","100","1","0","4","5","26","0","27","0","0","0","165","400","Sir Allan MacNab Secondary School"
"031","HAMILTON CENTRE","155","U","HAMILTON","0","0","56","2","0","1","0","17","1","23","0","0","0","100","265","Chedoke Twin Pad Arena"
"031","HAMILTON CENTRE","156","U","HAMILTON","1","1","74","7","1","0","0","15","1","25","0","1","0","126","318","St. Teresa of Avila School"
"031","HAMILTON CENTRE","157","U","HAMILTON","1","0","101","6","0","8","0","36","0","28","2","1","0","183","474","Chedoke Twin Pad Arena"
"031","HAMILTON CENTRE","158","U","HAMILTON","2","1","89","2","0","8","0","28","0","41","2","0","0","173","409","Chedoke Twin Pad Arena"
"031","HAMILTON CENTRE","159","U","HAMILTON","2","0","81","3","1","6","3","29","1","46","0","0","0","172","328","Sir Allan MacNab Secondary School"
"031","HAMILTON CENTRE","160","U","HAMILTON","0","0","104","2","1","5","0","22","0","27","0","0","0","161","393","St. Andrew's Church"
"031","HAMILTON CENTRE","161","U","HAMILTON","0","1","94","0","1","4","3","31","1","43","0","0","0","178","345","Peoples Church"
"031","HAMILTON CENTRE","162","U","HAMILTON","1","2","52","1","0","9","3","29","0","36","0","0","0","133","394","Monseigneur de Laval School"
"031","HAMILTON CENTRE","163","U","HAMILTON","0","0","77","1","1","6","4","37","0","27","0","0","0","153","319","Monseigneur de Laval School"
"031","HAMILTON CENTRE","164","U","HAMILTON","3","0","85","5","0","6","2","29","1","56","0","0","0","187","389","Monseigneur de Laval School"
"031","HAMILTON CENTRE","165","U","HAMILTON","0","0","77","6","2","7","1","26","0","31","0","0","1","151","284","Monseigneur de Laval School"
"031","HAMILTON CENTRE","166","U","HAMILTON","0","0","100","3","1","1","2","27","0","33","0","0","0","167","457","Monseigneur de Laval School"
"031","HAMILTON CENTRE","167","U","HAMILTON","2","3","81","5","1","2","0","16","0","27","0","0","0","137","507","Westview School"
"031","HAMILTON CENTRE","168","U","HAMILTON","0","1","115","5","0","5","3","27","0","59","0","0","0","215","438","Westmount High School"
"031","HAMILTON CENTRE","169","U","HAMILTON","1","0","111","7","2","5","2","22","0","45","1","2","0","198","362","Peoples Church"
"031","HAMILTON CENTRE","170","U","HAMILTON","2","2","88","8","0","6","0","28","0","33","3","0","0","170","340","Peoples Church"
"031","HAMILTON CENTRE","171","U","HAMILTON","2","0","63","7","2","1","4","20","0","32","1","0","0","132","340","St. Andrew's Church"
"031","HAMILTON CENTRE","172","U","HAMILTON","3","0","70","11","2","4","2","18","2","64","0","1","0","177","393","St. Andrew's Church"
"031","HAMILTON CENTRE","173","U","HAMILTON","0","1","72","4","0","0","1","31","0","26","1","0","0","136","390","Westview School"
"031","HAMILTON CENTRE","174","U","HAMILTON","0","3","93","3","1","7","1","30","0","39","0","0","0","177","431","Westmount High School"
"031","HAMILTON CENTRE","175","U","HAMILTON","1","1","68","2","0","3","0","17","0","6","0","0","0","98","401","Westmount High School"
"031","HAMILTON CENTRE","176","U","HAMILTON","0","0","65","1","0","1","3","11","0","7","0","0","0","88","273","Westview School"
"031","HAMILTON CENTRE","400","U","HAMILTON","0","0","113","7","1","4","2","15","1","23","0","2","0","168","244","Strathcona Gardens"
"031","HAMILTON CENTRE","401","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","402","U","HAMILTON","2","1","176","9","0","4","2","23","2","39","1","2","0","261","433","First Place Hamilton"
"031","HAMILTON CENTRE","403","U","HAMILTON","1","1","96","0","0","7","0","12","0","33","3","0","0","153","362","Bay 200"
"031","HAMILTON CENTRE","404","U","HAMILTON","1","1","161","11","2","3","0","36","0","39","2","0","0","256","483","The Chedoke Apartments"
"031","HAMILTON CENTRE","405","U","HAMILTON","0","0","57","4","0","2","0","5","0","12","0","0","1","81","175","Concord Apartments"
"031","HAMILTON CENTRE","700","U","HAMILTON","0","0","9","0","0","0","0","3","1","9","1","1","0","24","54","St. Olga's Lifecare Centre"
"031","HAMILTON CENTRE","701","U","HAMILTON","0","0","15","1","1","0","0","3","1","7","0","0","2","30","90","Parkview Nursing Centre"
"031","HAMILTON CENTRE","702","U","HAMILTON","0","1","18","3","0","0","0","8","0","7","3","0","0","40","114","Queen's Garden Long Term Care Residence"
"031","HAMILTON CENTRE","703","U","HAMILTON","0","0","2","1","0","1","1","4","0","4","0","0","0","13","51","Victoria Gardens Long Term Care"
"031","HAMILTON CENTRE","704","U","HAMILTON","1","0","19","0","0","0","0","2","0","4","0","0","0","26","47","Cathmar Manor"
"031","HAMILTON CENTRE","705","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","706","U","HAMILTON","0","0","22","1","0","0","0","7","0","5","1","0","0","36","36","Caroline Place Senior"
"031","HAMILTON CENTRE","707","U","HAMILTON","2","0","15","1","0","1","2","8","0","4","2","1","0","36","200","Townsview Centre (Dundurn Centre)"
"031","HAMILTON CENTRE","708","U","HAMILTON","0","0","11","0","1","0","0","1","0","4","0","0","0","17","44","Northview Seniors Residence"
"031","HAMILTON CENTRE","709","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","710","U","HAMILTON","0","0","113","5","0","4","3","5","0","11","0","0","0","141","260","St. John's Place (Sons of Italy Hall)"
"031","HAMILTON CENTRE","711","U","HAMILTON","0","1","24","0","0","0","0","3","0","2","0","0","0","30","54","Selcor Place"
"031","HAMILTON CENTRE","712","U","HAMILTON","0","0","9","1","2","2","0","3","0","3","0","0","0","20","61","Hamilton Continuing Care"
"031","HAMILTON CENTRE","713","U","HAMILTON","2","0","30","1","0","1","1","9","0","9","0","0","0","53","115","St. Peter's Hospital"
"031","HAMILTON CENTRE","714","U","HAMILTON","1","0","18","2","0","0","0","4","1","1","1","1","2","31","57","The Rosslyn - Hamilton"
"031","HAMILTON CENTRE","715","U","HAMILTON","1","1","23","3","0","1","1","6","0","12","1","1","0","50","87","Aberdeen Gardens"
