"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AUGUSTINE","CROSS","HUDAK","LEES","MARCO","PEACOCK","POOS","TROMBETTA","WIENHOLD","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"055","NIAGARA WEST--GLANBROOK","019","U","STONEY CREEK","1","2","86","4","71","0","0","77","1","1","1","0","244","642","St. Paul's Elementary School"
"055","NIAGARA WEST--GLANBROOK","020","U","STONEY CREEK","0","2","80","1","58","0","3","103","1","0","2","0","250","495","St. Paul's Elementary School"
"055","NIAGARA WEST--GLANBROOK","021","U","STONEY CREEK","1","8","96","1","64","0","1","89","0","0","0","0","260","502","St. Paul's Elementary School"
"055","NIAGARA WEST--GLANBROOK","022","U","STONEY CREEK","1","1","74","0","62","0","1","71","0","1","0","0","211","442","St. Paul's Elementary School"
"055","NIAGARA WEST--GLANBROOK","023","U","STONEY CREEK","0","3","87","2","82","0","0","104","0","0","0","0","278","530","St. Paul's Elementary School"
"055","NIAGARA WEST--GLANBROOK","024","U","STONEY CREEK","0","3","59","1","64","1","0","57","1","2","0","0","188","581","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","025","U","STONEY CREEK","0","3","45","0","47","0","0","32","0","1","0","0","128","349","Tapleytown Elementary School"
"055","NIAGARA WEST--GLANBROOK","026","U","STONEY CREEK","0","5","71","0","49","0","1","49","1","1","0","0","177","398","Salvation Army Winterberry Heights Church"
"055","NIAGARA WEST--GLANBROOK","027","U","STONEY CREEK","0","6","54","1","71","0","0","52","1","0","0","0","185","441","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","028","U","STONEY CREEK","1","6","68","1","76","0","1","47","1","0","0","0","201","477","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","029","U","STONEY CREEK","0","2","60","2","68","1","0","64","3","0","0","0","200","480","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","030","U","STONEY CREEK","0","5","44","1","69","0","0","34","0","0","1","0","154","422","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","031","U","STONEY CREEK","3","3","76","0","64","0","1","88","0","2","2","0","239","499","Salvation Army Winterberry Heights Church"
"055","NIAGARA WEST--GLANBROOK","032","U","STONEY CREEK","0","4","55","2","48","0","0","44","0","1","0","0","154","376","Salvation Army Winterberry Heights Church"
"055","NIAGARA WEST--GLANBROOK","033","U","STONEY CREEK","0","7","67","0","58","0","1","71","2","0","0","0","206","465","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","034","U","STONEY CREEK","1","2","70","3","69","0","1","89","1","0","0","1","237","471","Mount Albion Elementary School"
"055","NIAGARA WEST--GLANBROOK","035","U","STONEY CREEK","1","11","86","0","64","1","2","93","0","0","0","0","258","521","Gatestone School"
"055","NIAGARA WEST--GLANBROOK","036","U","STONEY CREEK","0","8","81","0","56","0","52","0","0","0","0","0","197","455","Gatestone School"
"055","NIAGARA WEST--GLANBROOK","037","U","STONEY CREEK","0","3","83","0","36","0","0","68","0","0","0","0","190","424","Salvation Army Winterberry Heights Church"
"055","NIAGARA WEST--GLANBROOK","038","U","STONEY CREEK","0","3","45","2","48","0","1","84","2","2","0","0","187","420","Gatestone School"
"055","NIAGARA WEST--GLANBROOK","039","U","STONEY CREEK","0","4","78","1","63","2","0","71","1","0","0","0","220","485","Gatestone School"
"055","NIAGARA WEST--GLANBROOK","040","U","STONEY CREEK","1","7","79","1","33","1","1","61","2","1","0","0","187","469","Gatestone School"
"055","NIAGARA WEST--GLANBROOK","041","U","STONEY CREEK","0","7","58","4","71","0","0","64","3","0","4","0","211","487","Gatestone School"
"055","NIAGARA WEST--GLANBROOK","042","U","STONEY CREEK","0","9","67","0","93","1","0","126","0","0","1","0","297","698","Salvation Army Winterberry Heights Church"
"055","NIAGARA WEST--GLANBROOK","043","U","STONEY CREEK","0","3","75","0","53","0","0","95","1","1","0","0","228","625","Salvation Army Winterberry Heights Church"
"055","NIAGARA WEST--GLANBROOK","044","U","STONEY CREEK","0","4","64","0","42","1","0","58","2","0","0","0","171","462","Mount Albion Elementary School"
"055","NIAGARA WEST--GLANBROOK","045","U","STONEY CREEK","0","1","38","3","52","0","0","37","1","0","0","0","132","392","Mount Albion Elementary School"
"055","NIAGARA WEST--GLANBROOK","046","U","STONEY CREEK","1","4","58","1","62","0","0","56","1","0","0","0","183","506","Mount Albion Elementary School"
"055","NIAGARA WEST--GLANBROOK","047","U","STONEY CREEK","0","3","73","5","68","1","0","74","0","0","0","0","224","648","Mount Albion Elementary School"
"055","NIAGARA WEST--GLANBROOK","048","U","STONEY CREEK","0","7","80","1","84","0","0","64","2","1","0","0","239","507","Tapleytown Elementary School"
"055","NIAGARA WEST--GLANBROOK","049","U","BINBROOK","0","4","96","4","54","2","1","40","0","2","0","0","203","445","Christ Church Woodburn"
"055","NIAGARA WEST--GLANBROOK","050","U","BINBROOK","0","3","79","3","30","0","0","42","1","0","3","0","161","394","Christ Church Woodburn"
"055","NIAGARA WEST--GLANBROOK","051","U","BINBROOK","10","6","133","2","41","0","0","34","3","0","0","0","229","514","Township of Glanbrook Municipal Service Centre"
"055","NIAGARA WEST--GLANBROOK","052","U","BINBROOK","0","5","113","2","46","0","2","65","1","2","0","0","236","472","Christ Church Woodburn"
"055","NIAGARA WEST--GLANBROOK","053","U","BINBROOK","1","3","92","0","50","0","1","98","1","2","0","0","248","618","St. Matthew Catholic School"
"055","NIAGARA WEST--GLANBROOK","054","U","BINBROOK","0","3","70","2","51","0","0","68","1","0","0","0","195","474","St. Matthew Catholic School"
"055","NIAGARA WEST--GLANBROOK","055A","U","BINBROOK","0","5","94","0","63","0","1","83","0","2","0","0","248","484","St. Matthew Catholic School"
"055","NIAGARA WEST--GLANBROOK","055B","U","BINBROOK","0","3","68","1","76","0","1","68","0","0","0","1","218","450","St. Matthew Catholic School"
"055","NIAGARA WEST--GLANBROOK","056","U","BINBROOK","0","5","115","0","83","1","0","122","1","1","0","0","328","728","St. Matthew Catholic School"
"055","NIAGARA WEST--GLANBROOK","057","U","BINBROOK","0","1","109","1","68","0","0","57","3","0","0","0","239","496","St. Matthew Catholic School"
"055","NIAGARA WEST--GLANBROOK","058","U","BINBROOK","0","6","73","0","52","1","1","33","1","0","0","0","167","421","Township of Glanbrook Municipal Service Centre"
"055","NIAGARA WEST--GLANBROOK","059","U","BINBROOK","0","3","99","1","47","0","0","38","0","1","0","0","189","426","Christ Church Woodburn"
"055","NIAGARA WEST--GLANBROOK","060","U","STONEY CREEK","1","11","91","1","65","0","0","80","0","1","0","0","250","492","Tapleytown Elementary School"
"055","NIAGARA WEST--GLANBROOK","061","U","STONEY CREEK","0","14","80","1","73","2","1","34","3","1","0","0","209","481","Tapleytown Elementary School"
"055","NIAGARA WEST--GLANBROOK","062","U","BINBROOK","0","8","147","0","39","0","1","38","1","0","1","1","236","493","Christ Church Woodburn"
"055","NIAGARA WEST--GLANBROOK","063","U","GRIMSBY","2","1","85","3","43","0","0","44","0","0","0","0","178","420","Smith Public School"
"055","NIAGARA WEST--GLANBROOK","064","U","GRIMSBY","1","7","135","0","27","0","1","80","0","0","2","0","253","461","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","065","U","GRIMSBY","0","11","92","1","53","0","2","73","0","1","1","0","234","449","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","066","U","GRIMSBY","0","4","99","1","34","0","2","51","0","0","0","0","191","369","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","067","U","GRIMSBY","1","12","98","0","50","0","0","66","0","0","0","1","228","466","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","068","U","GRIMSBY","1","7","79","1","52","1","0","55","0","1","0","0","197","407","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","069","U","GRIMSBY","3","7","164","1","42","0","0","110","2","1","0","1","331","640","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","070","U","GRIMSBY","1","4","125","0","37","0","0","73","2","2","0","0","244","522","Our Lady of Fatima Catholic School"
"055","NIAGARA WEST--GLANBROOK","071","U","GRIMSBY","0","10","121","0","38","0","0","50","1","2","1","0","223","536","Grand Avenue School"
"055","NIAGARA WEST--GLANBROOK","072","U","GRIMSBY","0","6","121","0","51","1","3","57","0","1","1","1","242","521","Grand Avenue School"
"055","NIAGARA WEST--GLANBROOK","073","U","GRIMSBY","0","3","104","0","29","0","0","70","2","0","0","0","208","379","Grand Avenue School"
"055","NIAGARA WEST--GLANBROOK","074","U","GRIMSBY","1","6","119","1","35","1","1","69","0","0","0","0","233","435","Grand Avenue School"
"055","NIAGARA WEST--GLANBROOK","075","U","GRIMSBY","1","3","93","2","48","0","0","55","0","0","0","0","202","385","Smith Public School"
"055","NIAGARA WEST--GLANBROOK","076","U","GRIMSBY","0","6","68","2","27","0","0","63","0","0","1","0","167","436","Peach King Centre"
"055","NIAGARA WEST--GLANBROOK","077","U","GRIMSBY","0","11","94","2","60","0","2","53","0","0","0","0","222","493","Peach King Centre"
"055","NIAGARA WEST--GLANBROOK","078","U","GRIMSBY","2","10","55","1","35","2","4","54","4","0","0","0","167","410","Grimsby Senior Centre"
"055","NIAGARA WEST--GLANBROOK","079","U","GRIMSBY","0","8","83","6","42","0","3","47","1","0","0","0","190","518","Grimsby Senior Centre"
"055","NIAGARA WEST--GLANBROOK","080","U","GRIMSBY","1","18","115","0","32","0","0","65","0","0","0","1","232","459","Centennial Park Baptist Church"
"055","NIAGARA WEST--GLANBROOK","081","U","GRIMSBY","1","8","142","5","36","0","0","72","1","1","0","1","267","556","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","082","U","GRIMSBY","1","8","188","5","29","1","1","63","4","1","0","0","301","535","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","083","U","GRIMSBY","0","4","121","0","63","0","1","63","0","0","0","0","252","546","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","084","U","GRIMSBY","0","2","103","0","29","1","0","61","0","1","0","0","197","392","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","085","U","GRIMSBY","2","10","132","4","49","0","2","79","0","2","0","0","280","491","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","086","U","GRIMSBY","2","7","84","1","52","0","1","39","1","2","0","0","189","436","Smith Public School"
"055","NIAGARA WEST--GLANBROOK","087","U","GRIMSBY","0","8","91","2","41","0","2","54","0","3","0","2","203","488","Smith Public School"
"055","NIAGARA WEST--GLANBROOK","088","U","GRIMSBY","0","5","133","0","44","0","0","88","2","1","0","0","273","583","Peach King Centre"
"055","NIAGARA WEST--GLANBROOK","089","U","GRIMSBY","0","7","109","0","18","1","0","67","0","0","0","2","204","432","Peach King Centre"
"055","NIAGARA WEST--GLANBROOK","090","U","GRIMSBY","1","9","129","0","44","0","0","63","0","0","0","2","248","623","Peach King Centre"
"055","NIAGARA WEST--GLANBROOK","091","U","GRIMSBY","1","10","89","0","48","1","0","89","1","0","0","0","239","527","Peach King Centre"
"055","NIAGARA WEST--GLANBROOK","092","U","GRIMSBY","1","7","90","0","25","2","0","54","0","1","0","0","180","391","Grimsby Senior Centre"
"055","NIAGARA WEST--GLANBROOK","093","U","GRIMSBY","0","2","70","0","23","0","0","54","1","1","0","0","151","328","Centennial Park Baptist Church"
"055","NIAGARA WEST--GLANBROOK","094","U","GRIMSBY","0","11","100","2","31","1","1","100","0","0","1","0","247","462","Centennial Park Baptist Church"
"055","NIAGARA WEST--GLANBROOK","095","U","GRIMSBY","0","7","91","0","37","1","0","90","0","2","0","0","228","382","Centennial Park Baptist Church"
"055","NIAGARA WEST--GLANBROOK","096","U","GRIMSBY","0","10","105","2","47","3","0","56","1","0","0","0","224","441","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","097","U","GRIMSBY","0","15","116","1","29","1","1","82","3","0","1","0","249","631","Centennial Park Baptist Church"
"055","NIAGARA WEST--GLANBROOK","098","U","GRIMSBY","1","4","120","0","33","0","0","58","1","0","0","2","219","444","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","099","U","GRIMSBY","0","4","134","0","36","1","0","80","1","0","0","1","257","503","Mountainview Christian Reform Church"
"055","NIAGARA WEST--GLANBROOK","100","U","SMITHVILLE","2","1","95","0","29","0","0","46","1","0","0","0","174","475","Covenant Canadian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","101","U","SMITHVILLE","2","11","135","0","31","1","1","39","1","0","0","0","221","489","Covenant Canadian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","102","U","SMITHVILLE","0","11","170","2","68","0","2","36","0","1","0","0","290","553","Covenant Canadian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","103","U","SMITHVILLE","0","9","136","0","13","1","1","21","0","0","0","0","181","404","South Lincoln High School"
"055","NIAGARA WEST--GLANBROOK","104","U","SMITHVILLE","0","2","118","1","24","1","0","56","0","0","0","0","202","421","Covenant Canadian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","105","U","SMITHVILLE","0","6","199","1","44","0","0","35","0","0","0","0","285","631","Smithville Distirict Christian High School"
"055","NIAGARA WEST--GLANBROOK","106","U","SMITHVILLE","0","8","174","2","25","0","0","43","1","0","0","0","253","514","Smithville Distirict Christian High School"
"055","NIAGARA WEST--GLANBROOK","107","U","SMITHVILLE","0","11","109","0","35","0","0","47","2","1","0","0","205","433","South Lincoln High School"
"055","NIAGARA WEST--GLANBROOK","108","U","SMITHVILLE","0","4","116","0","25","1","0","22","1","0","0","0","169","394","South Lincoln High School"
"055","NIAGARA WEST--GLANBROOK","109","U","SMITHVILLE","0","7","116","2","23","1","0","15","0","0","0","0","164","358","South Lincoln High School"
"055","NIAGARA WEST--GLANBROOK","110","U","SMITHVILLE","0","4","139","5","33","1","0","34","0","1","0","0","217","505","South Lincoln High School"
"055","NIAGARA WEST--GLANBROOK","111","U","SMITHVILLE","0","8","174","0","29","0","1","27","0","0","0","0","239","508","South Lincoln High School"
"055","NIAGARA WEST--GLANBROOK","112","U","SMITHVILLE","0","8","101","5","17","0","0","21","0","0","1","0","153","301","Smithville Distirict Christian High School"
"055","NIAGARA WEST--GLANBROOK","113","U","FENWICK","2","5","149","0","22","0","0","24","0","1","0","0","203","393","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","114","U","CAISTOR CENTRE","1","4","148","1","49","1","0","15","2","0","0","0","221","430","Caistor Central School"
"055","NIAGARA WEST--GLANBROOK","115","U","CAISTOR CENTRE","0","3","118","3","32","0","0","34","0","0","0","1","191","397","Caistor Central School"
"055","NIAGARA WEST--GLANBROOK","116","U","SMITHVILLE","0","1","103","5","19","0","0","13","0","0","0","2","143","235","Smithville Distirict Christian High School"
"055","NIAGARA WEST--GLANBROOK","117","U","SMITHVILLE","0","2","192","3","29","1","0","34","0","0","1","0","262","561","Smithville Distirict Christian High School"
"055","NIAGARA WEST--GLANBROOK","118","U","FENWICK","1","3","95","7","10","0","0","20","0","0","0","0","136","307","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","119","U","CAISTOR CENTRE","0","8","114","0","39","0","0","39","0","0","0","0","200","404","Caistor Central School"
"055","NIAGARA WEST--GLANBROOK","120","U","CAISTOR CENTRE","1","5","154","1","36","0","0","52","1","1","0","0","251","454","Caistor Central School"
"055","NIAGARA WEST--GLANBROOK","121","U","CAISTOR CENTRE","0","5","146","2","31","0","0","42","0","0","0","0","226","460","Caistor Central School"
"055","NIAGARA WEST--GLANBROOK","122","U","FENWICK","0","1","157","4","22","0","0","16","0","0","1","0","201","381","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","123","U","FENWICK","0","11","159","0","22","0","0","32","0","0","0","2","226","394","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","124","U","BEAMSVILLE","1","8","138","2","24","0","1","35","0","0","0","0","209","452","Senator Gibson Elementary School"
"055","NIAGARA WEST--GLANBROOK","125","U","BEAMSVILLE","1","7","159","5","18","0","0","58","1","1","0","1","251","529","St. Mark Catholic School"
"055","NIAGARA WEST--GLANBROOK","126","U","BEAMSVILLE","0","7","143","0","41","1","1","60","4","0","0","1","258","551","Beamsville Secondary School"
"055","NIAGARA WEST--GLANBROOK","127","U","BEAMSVILLE","1","9","152","2","53","0","3","30","0","3","0","0","253","558","Senator Gibson Elementary School"
"055","NIAGARA WEST--GLANBROOK","128A","U","BEAMSVILLE","0","5","116","1","36","1","4","40","0","1","0","0","204","419","Senator Gibson Elementary School"
"055","NIAGARA WEST--GLANBROOK","128B","U","BEAMSVILLE","0","4","86","1","39","0","0","37","1","0","0","0","168","372","Senator Gibson Elementary School"
"055","NIAGARA WEST--GLANBROOK","129","U","BEAMSVILLE","0","7","136","4","37","0","1","56","0","1","0","0","242","504","Beamsville Secondary School"
"055","NIAGARA WEST--GLANBROOK","130","U","BEAMSVILLE","0","8","166","2","43","2","1","54","2","1","0","1","280","590","Beamsville Secondary School"
"055","NIAGARA WEST--GLANBROOK","131","U","BEAMSVILLE","1","8","143","1","67","0","0","43","2","0","0","0","265","546","Senator Gibson Elementary School"
"055","NIAGARA WEST--GLANBROOK","132","U","BEAMSVILLE","0","12","101","3","47","1","1","33","1","1","0","0","200","530","Beamsville Secondary School"
"055","NIAGARA WEST--GLANBROOK","133","U","BEAMSVILLE","0","18","135","1","54","2","0","33","0","1","0","0","244","527","Senator Gibson Elementary School"
"055","NIAGARA WEST--GLANBROOK","134","U","BEAMSVILLE","1","2","115","0","21","0","0","50","1","0","1","1","192","470","Beamsville Secondary School"
"055","NIAGARA WEST--GLANBROOK","135","U","BEAMSVILLE","0","8","125","1","40","4","0","49","2","0","0","0","229","538","Beamsville Secondary School"
"055","NIAGARA WEST--GLANBROOK","136","U","BEAMSVILLE","0","3","122","0","40","0","0","81","0","0","0","0","246","465","St. Mark Catholic School"
"055","NIAGARA WEST--GLANBROOK","137","U","BEAMSVILLE","0","6","141","1","40","0","4","74","0","0","0","0","266","499","St. Mark Catholic School"
"055","NIAGARA WEST--GLANBROOK","138","U","BEAMSVILLE","0","3","177","0","41","1","1","78","2","1","0","0","304","614","St. Mark Catholic School"
"055","NIAGARA WEST--GLANBROOK","139","U","VINELAND","0","3","156","1","30","0","0","76","0","0","2","1","269","521","Vineland Public School"
"055","NIAGARA WEST--GLANBROOK","140","U","BEAMSVILLE","0","7","158","3","30","2","0","32","1","1","0","1","235","456","Providence Christian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","141","U","BEAMSVILLE","1","2","73","1","41","1","0","25","1","0","0","0","145","324","Providence Christian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","142","U","VINELAND","0","12","113","9","16","0","0","38","1","0","0","0","189","513","Tintern Church of Christ"
"055","NIAGARA WEST--GLANBROOK","143","U","VINELAND","1","10","193","8","25","0","1","51","1","1","0","0","291","584","Tintern Church of Christ"
"055","NIAGARA WEST--GLANBROOK","144","U","VINELAND","0","11","216","1","40","0","1","49","0","0","0","0","318","557","Vineland Public School"
"055","NIAGARA WEST--GLANBROOK","145","U","JORDAN","2","8","176","0","27","0","0","56","0","1","0","1","271","455","Immanuel Church"
"055","NIAGARA WEST--GLANBROOK","146","U","VINELAND","0","7","148","1","22","0","0","67","1","0","0","0","246","436","Vineland Public School"
"055","NIAGARA WEST--GLANBROOK","147","U","VINELAND","0","4","135","2","20","0","0","69","1","0","0","0","231","307","Heritage Village Clubhouse"
"055","NIAGARA WEST--GLANBROOK","148","U","VINELAND","2","2","118","1","25","0","0","53","0","0","0","2","203","286","Heritage Village Clubhouse"
"055","NIAGARA WEST--GLANBROOK","149","U","VINELAND","0","4","213","1","33","0","0","58","3","1","0","0","313","511","Vineland Public School"
"055","NIAGARA WEST--GLANBROOK","150","U","VINELAND","1","5","203","5","45","0","0","50","2","1","0","0","312","526","Vineland Public School"
"055","NIAGARA WEST--GLANBROOK","151","U","VINELAND","3","7","139","1","17","0","0","58","0","1","0","0","226","416","Vineland Public School"
"055","NIAGARA WEST--GLANBROOK","152","U","JORDAN","1","13","242","0","35","1","1","60","0","3","0","1","357","598","Immanuel Church"
"055","NIAGARA WEST--GLANBROOK","153","U","JORDAN","0","6","183","2","37","1","0","57","1","0","0","0","287","565","Immanuel Church"
"055","NIAGARA WEST--GLANBROOK","154","U","JORDAN","0","19","138","1","26","0","0","66","1","1","0","0","252","502","Immanuel Church"
"055","NIAGARA WEST--GLANBROOK","155","U","VINELAND","0","10","88","0","14","1","0","30","0","1","0","1","145","276","Tintern Church of Christ"
"055","NIAGARA WEST--GLANBROOK","156","U","LINCOLN","1","10","159","0","34","0","1","49","2","0","1","0","257","405","Rockway Community Centre"
"055","NIAGARA WEST--GLANBROOK","157","U","LINCOLN","0","11","173","0","48","0","0","49","0","2","0","1","284","535","Rockway Community Centre"
"055","NIAGARA WEST--GLANBROOK","158","U","FENWICK","1","11","107","2","22","0","0","39","0","0","0","0","182","366","E. W. Farr Memorial Public School"
"055","NIAGARA WEST--GLANBROOK","159","U","FONTHILL","1","1","103","0","25","0","0","46","0","1","0","0","177","397","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","160","U","FENWICK","0","5","106","0","21","0","0","22","0","0","1","0","155","338","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","161","U","FENWICK","1","10","70","1","20","0","0","31","1","0","0","1","135","338","E. W. Farr Memorial Public School"
"055","NIAGARA WEST--GLANBROOK","162","U","FENWICK","0","4","145","0","28","0","0","58","2","1","0","0","238","527","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","163","U","FENWICK","2","9","128","2","53","0","0","67","0","0","0","0","261","569","E. W. Farr Memorial Public School"
"055","NIAGARA WEST--GLANBROOK","164","U","FENWICK","0","8","94","3","24","1","0","52","0","1","0","0","183","401","E. W. Farr Memorial Public School"
"055","NIAGARA WEST--GLANBROOK","165","U","FONTHILL","1","7","102","0","33","0","1","62","0","0","0","0","206","430","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","166","U","FONTHILL","1","15","110","2","38","0","1","64","1","3","1","0","236","536","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","167","U","FONTHILL","3","7","99","1","33","0","0","47","1","0","0","0","191","344","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","168","U","FONTHILL","0","2","109","1","17","0","0","52","0","0","0","0","181","364","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","169","U","FONTHILL","1","12","102","1","70","0","0","60","1","1","0","0","248","497","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","170","U","FONTHILL","1","5","124","0","18","0","0","89","0","0","0","0","237","433","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","171","U","FONTHILL","0","3","83","0","28","1","0","51","0","1","1","0","168","359","Royal Canadian Legion Branch 613"
"055","NIAGARA WEST--GLANBROOK","172","U","FENWICK","0","8","73","0","21","0","0","62","0","0","0","0","164","371","St. Ann Elementary School"
"055","NIAGARA WEST--GLANBROOK","173","U","FONTHILL","0","4","89","1","25","0","0","51","0","0","0","0","170","348","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","174","U","FENWICK","0","1","74","1","17","0","0","77","1","0","0","0","171","370","St. Ann Elementary School"
"055","NIAGARA WEST--GLANBROOK","175","U","FONTHILL","0","2","75","0","30","0","1","92","0","0","0","0","200","419","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","176","U","FONTHILL","0","2","103","1","34","2","1","86","0","0","0","0","229","414","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","177","U","FONTHILL","1","6","95","0","26","0","1","49","0","1","0","0","179","376","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","178","U","FONTHILL","1","5","104","0","21","0","0","72","1","2","0","0","206","400","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","179","U","FONTHILL","0","12","108","0","29","0","0","83","3","0","0","0","235","409","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","180","U","FONTHILL","0","4","86","0","30","0","0","59","0","0","0","0","179","397","St. Alexander Church"
"055","NIAGARA WEST--GLANBROOK","181","U","FONTHILL","1","6","117","0","58","0","0","82","0","0","0","0","264","438","St. Alexander Church"
