"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BABULA","DINOVO","GANETAKOS","LUU","PASTERNAK","RADEJEWSKY","ROJAS","TAR","TROTTIER","ZAUGG","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"068","PARKDALE--HIGH PARK","061","U","TORONTO","0","99","14","0","93","0","0","0","4","0","1","0","0","211","400","St. John's Anglican Church West Toronto"
"068","PARKDALE--HIGH PARK","062","U","TORONTO","0","70","19","0","93","0","0","0","9","1","1","0","0","193","407","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","063","U","TORONTO","0","98","34","0","76","0","3","1","10","1","0","1","0","224","435","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","064","U","TORONTO","0","75","23","0","104","0","1","0","6","0","0","0","0","209","418","Runnymede Library"
"068","PARKDALE--HIGH PARK","065","U","TORONTO","0","74","47","0","105","0","1","0","6","0","0","0","0","233","439","Runnymede Library"
"068","PARKDALE--HIGH PARK","066","U","TORONTO","0","70","13","0","65","0","0","0","4","0","0","0","0","152","331","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","067","U","TORONTO","0","90","10","0","57","0","0","0","4","1","0","0","0","162","469","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","068","U","TORONTO","0","106","32","1","67","0","1","0","10","0","0","0","0","217","470","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","069","U","TORONTO","1","103","17","0","61","0","4","0","5","0","0","0","0","191","396","Lucy McCormick School"
"068","PARKDALE--HIGH PARK","070","U","TORONTO","0","102","10","0","79","0","1","0","4","1","0","0","0","197","486","Lucy McCormick School"
"068","PARKDALE--HIGH PARK","071","U","TORONTO","0","128","22","0","127","0","1","0","7","0","1","1","0","287","488","Indian Road Crescent Public School"
"068","PARKDALE--HIGH PARK","072","U","TORONTO","0","98","28","0","72","0","0","0","6","1","0","0","0","205","492","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","073","U","TORONTO","0","114","30","0","91","1","0","0","7","1","0","0","0","244","466","Indian Road Crescent Public School"
"068","PARKDALE--HIGH PARK","074","U","TORONTO","0","117","18","2","84","0","0","0","10","0","1","0","0","232","519","Indian Road Crescent Public School"
"068","PARKDALE--HIGH PARK","075","U","TORONTO","0","102","28","0","72","0","0","0","10","0","2","1","0","215","453","Indian Road Crescent Public School"
"068","PARKDALE--HIGH PARK","076","U","TORONTO","0","82","18","0","68","1","0","0","17","0","0","0","0","186","504","Indian Road Crescent Public School"
"068","PARKDALE--HIGH PARK","077","U","TORONO","0","116","26","0","52","0","1","0","7","1","0","0","0","203","397","The Crossways Mall"
"068","PARKDALE--HIGH PARK","078","U","TORONTO","0","77","17","1","64","0","3","0","3","0","0","0","0","165","386","St. Joan of Arc Catholic Church"
"068","PARKDALE--HIGH PARK","079","U","TORONTO","0","99","14","0","65","0","0","0","3","0","1","0","0","182","507","St. Joan of Arc Catholic Church"
"068","PARKDALE--HIGH PARK","080","U","TORONO","0","86","15","0","40","0","1","1","8","0","2","0","0","153","367","The Crossways Mall"
"068","PARKDALE--HIGH PARK","081","U","TORONTO","1","128","14","3","69","0","1","0","3","0","4","0","0","223","558","Howard Public School"
"068","PARKDALE--HIGH PARK","082","U","TORONTO","1","74","17","0","63","2","2","0","11","1","0","0","0","171","430","Howard Public School"
"068","PARKDALE--HIGH PARK","083","U","TORONTO","2","128","26","0","89","0","0","0","13","1","0","0","0","259","531","Howard Public School"
"068","PARKDALE--HIGH PARK","084","U","TORONTO","0","104","28","0","72","0","0","0","8","0","0","1","0","213","435","St. Joan of Arc Catholic Church"
"068","PARKDALE--HIGH PARK","085","U","TORONTO","0","92","20","0","68","0","1","0","12","0","1","0","0","194","456","St. Joan of Arc Catholic Church"
"068","PARKDALE--HIGH PARK","086","U","TORONTO","0","91","25","1","55","0","2","0","6","2","0","0","0","182","437","Howard Public School"
"068","PARKDALE--HIGH PARK","087","U","TORONTO","0","105","23","0","69","0","3","0","13","0","0","0","0","213","450","Howard Public School"
"068","PARKDALE--HIGH PARK","088","U","TORONTO","1","90","16","0","73","0","0","0","14","0","0","0","0","194","370","Howard Public School"
"068","PARKDALE--HIGH PARK","089","U","TORONTO","1","110","18","0","69","0","1","0","5","0","0","0","1","205","472","St. Vincent de Paul Church"
"068","PARKDALE--HIGH PARK","090","U","TORONTO","0","81","18","1","113","0","0","1","12","1","0","1","0","228","447","St. Vincent de Paul Church"
"068","PARKDALE--HIGH PARK","091","U","TORONTO","0","95","17","0","62","4","0","0","7","0","0","0","0","185","369","St. Vincent de Paul Church"
"068","PARKDALE--HIGH PARK","092","U","TORONTO","0","130","15","0","96","0","3","0","12","0","2","0","1","259","500","St. Vincent de Paul Catholic School"
"068","PARKDALE--HIGH PARK","093","U","TORONTO","0","123","8","0","55","1","0","2","9","0","0","0","0","198","412","St. Vincent de Paul Catholic School"
"068","PARKDALE--HIGH PARK","094","U","TORONTO","0","153","25","0","69","2","1","0","6","0","2","0","0","258","507","St. Vincent de Paul Catholic School"
"068","PARKDALE--HIGH PARK","095","U","TORONTO","1","102","21","1","75","1","2","0","10","0","0","0","1","214","436","High Park Library"
"068","PARKDALE--HIGH PARK","096","U","TORONTO","0","108","24","0","89","0","2","0","11","0","0","0","1","235","457","High Park Library"
"068","PARKDALE--HIGH PARK","097","U","TORONTO","0","74","16","0","79","1","1","0","8","0","1","0","0","180","457","Sunnyside Pavillion-St Josephs Health Ce"
"068","PARKDALE--HIGH PARK","098","U","TORONTO","2","84","12","0","58","0","0","0","14","0","0","0","1","171","397","Sunnyside Pavillion-St Josephs Health Ce"
"068","PARKDALE--HIGH PARK","099","U","TORONTO","0","100","19","0","77","0","1","0","5","1","0","0","0","203","443","Sunnyside Pavillion-St Josephs Health Ce"
"068","PARKDALE--HIGH PARK","100","U","TORONTO","0","142","29","0","65","0","0","0","17","0","0","0","0","253","459","Garden Avenue Junior Public School"
"068","PARKDALE--HIGH PARK","101","U","TORONTO","0","124","17","0","81","0","2","0","12","0","1","1","0","238","501","Garden Avenue Junior Public School"
"068","PARKDALE--HIGH PARK","102","U","TORONTO","0","121","18","0","61","2","3","0","7","0","0","2","1","215","410","Garden Avenue Junior Public School"
"068","PARKDALE--HIGH PARK","103","U","TORONTO","0","96","9","1","39","1","1","0","19","0","2","0","2","170","395","Copernicus Lodge"
"068","PARKDALE--HIGH PARK","104","U","TORONTO","3","103","11","3","48","0","0","0","3","1","0","1","0","173","445","Copernicus Lodge"
"068","PARKDALE--HIGH PARK","105","U","TORONTO","3","103","11","0","41","0","0","1","10","1","0","0","0","170","382","Copernicus Lodge"
"068","PARKDALE--HIGH PARK","106","U","TORONTO","0","116","8","0","45","0","0","0","3","0","1","0","0","173","415","Parkdale Public School"
"068","PARKDALE--HIGH PARK","107","U","TORONTO","0","125","6","0","70","0","0","0","8","0","0","0","0","209","457","Garden Avenue Junior Public School"
"068","PARKDALE--HIGH PARK","108","U","TORONTO","0","141","16","0","69","0","0","0","10","0","0","0","1","237","456","Parkdale Public School"
"068","PARKDALE--HIGH PARK","109","U","TORONTO","0","114","16","2","60","0","0","0","6","0","0","1","0","199","464","Parkdale Public School"
"068","PARKDALE--HIGH PARK","110","U","TORONTO","0","117","8","0","39","0","0","0","11","0","0","0","0","175","403","Parkdale Public School"
"068","PARKDALE--HIGH PARK","111","U","TORONTO","0","99","17","0","33","0","1","7","0","0","0","0","0","157","454","Parkdale Public School"
"068","PARKDALE--HIGH PARK","112","U","TORONTO","0","57","4","0","29","0","1","0","1","0","0","0","0","92","337","Parkdale Public School"
"068","PARKDALE--HIGH PARK","113","U","TORONTO","0","67","8","0","33","1","3","0","4","0","0","0","0","116","406","Parkdale Public School"
"068","PARKDALE--HIGH PARK","114","U","TORONTO","0","105","8","1","43","0","1","0","7","1","1","0","0","167","458","Masaryk-Cowan Community Centre"
"068","PARKDALE--HIGH PARK","115","U","TORONTO","0","85","11","0","40","0","1","0","8","1","3","1","0","150","410","Masaryk-Cowan Community Centre"
"068","PARKDALE--HIGH PARK","116","U","TORONTO","0","98","9","0","57","0","0","0","3","0","0","1","0","168","441","Masaryk-Cowan Community Centre"
"068","PARKDALE--HIGH PARK","117","U","TORONTO","0","63","8","0","20","0","0","0","1","0","0","0","0","92","255","Masaryk-Cowan Community Centre"
"068","PARKDALE--HIGH PARK","118","U","TORONTO","1","96","20","1","33","0","0","0","1","1","2","2","0","157","380","Bonar-Parkdale Presbyterian Church"
"068","PARKDALE--HIGH PARK","119","U","TORONTO","1","95","10","1","50","1","0","0","2","0","1","0","0","161","473","Parkdale Collegiate"
"068","PARKDALE--HIGH PARK","120","U","TORONTO","1","81","9","0","22","0","2","0","3","0","0","0","0","118","340","Parkdale Collegiate"
"068","PARKDALE--HIGH PARK","121","U","TORONTO","1","88","11","0","47","0","0","1","5","0","0","0","0","153","415","Parkdale Collegiate"
"068","PARKDALE--HIGH PARK","122","U","TORONTO","0","91","20","1","61","1","3","0","4","0","0","0","0","181","467","Parkdale Collegiate"
"068","PARKDALE--HIGH PARK","123","U","TORONTO","0","83","6","0","41","0","1","0","1","0","0","0","0","132","433","Parkdale Collegiate"
"068","PARKDALE--HIGH PARK","124","U","TORONTO","1","83","7","1","32","0","2","0","10","0","1","0","0","137","401","Parkdale Collegiate"
"068","PARKDALE--HIGH PARK","125","U","TORONTO","1","128","6","0","35","0","0","0","13","0","0","0","0","183","487","Sunnyside Pavillion-St Josephs Health Ce"
"068","PARKDALE--HIGH PARK","126","U","TORONTO","0","128","9","1","55","1","0","0","7","0","1","0","0","202","517","Springhurst Manor"
"068","PARKDALE--HIGH PARK","127","U","TORONTO","0","95","11","0","42","1","0","0","8","0","0","1","0","158","472","Springhurst Manor"
"068","PARKDALE--HIGH PARK","128","U","TORONTO","2","92","12","1","58","1","0","0","1","0","1","0","0","168","400","Queen Victoria Public School"
"068","PARKDALE--HIGH PARK","129","U","TORONTO","1","103","16","0","66","0","3","0","0","0","2","0","0","191","449","Queen Victoria Public School"
"068","PARKDALE--HIGH PARK","130","U","TORONTO","0","71","11","1","26","1","2","0","3","0","1","0","2","118","357","Queen Victoria Public School"
"068","PARKDALE--HIGH PARK","131","U","TORONTO","0","59","13","0","36","0","0","0","2","0","2","0","0","112","350","Queen Victoria Public School"
"068","PARKDALE--HIGH PARK","132","U","TORONTO","0","130","9","0","61","0","0","0","7","0","2","1","0","210","486","Parkdale United Church"
"068","PARKDALE--HIGH PARK","133","U","TORONTO","0","114","8","0","54","0","1","0","14","4","1","1","0","197","525","Parkdale United Church"
"068","PARKDALE--HIGH PARK","134","U","TORONTO","0","75","14","0","31","2","0","0","4","0","0","0","0","126","459","Parkdale United Church"
"068","PARKDALE--HIGH PARK","135","U","TORONTO","2","97","7","2","75","0","0","1","5","3","2","0","0","194","444","City Home"
"068","PARKDALE--HIGH PARK","136","U","TORONTO","0","69","4","0","37","0","0","0","4","0","0","2","0","116","357","Parkdale United Church"
"068","PARKDALE--HIGH PARK","137","U","TORONTO","0","94","8","0","51","0","1","0","3","0","0","0","1","158","539","Parkdale United Church"
"068","PARKDALE--HIGH PARK","138","U","TORONTO","0","108","7","1","51","0","0","0","3","0","2","0","0","172","470","Parkdale United Church"
"068","PARKDALE--HIGH PARK","139","U","TORONTO","1","98","36","2","52","0","2","0","7","1","0","0","0","199","413","Edgewater Towers"
"068","PARKDALE--HIGH PARK","400","U","TORONTO","1","54","13","0","70","0","2","1","4","1","1","2","0","149","356","3725 Dundas Street West"
"068","PARKDALE--HIGH PARK","401","U","TORONTO","0","67","31","0","70","0","0","0","6","0","0","0","0","174","297","Condominium - 35 Ormskirk Avenue"
"068","PARKDALE--HIGH PARK","402","U","TORONTO","0","40","22","0","53","0","2","0","2","0","0","0","0","119","234","Grenadier Gardens"
"068","PARKDALE--HIGH PARK","403","U","TORONTO","3","85","38","0","84","0","0","0","4","0","1","0","0","215","395","The Southport"
"068","PARKDALE--HIGH PARK","404","U","TORONTO","1","60","36","1","53","0","0","1","1","0","0","1","0","154","282","Grenadier Gardens"
"068","PARKDALE--HIGH PARK","405","U","TORONTO","0","8","16","0","20","0","0","0","1","0","0","0","0","45","96","Park Lake #2"
"068","PARKDALE--HIGH PARK","406","U","TORONTO","0","45","36","0","53","0","0","0","1","0","0","0","0","135","217","Southampton"
"068","PARKDALE--HIGH PARK","407A","U","TORONTO","0","43","36","0","82","0","0","0","5","0","0","0","0","166","313","South Kingsway Village"
"068","PARKDALE--HIGH PARK","407B","U","TORONTO","0","48","31","0","78","0","1","0","4","0","1","0","0","163","293","South Kingsway Village"
"068","PARKDALE--HIGH PARK","408","U","TORONTO","0","58","39","1","93","0","1","0","4","0","0","0","1","197","324","103 the Queensway"
"068","PARKDALE--HIGH PARK","409","U","TORONTO","0","63","53","0","108","1","1","0","6","2","2","0","0","236","497","Windermere By the Lake"
"068","PARKDALE--HIGH PARK","410","U","TORONTO","0","152","9","0","57","0","1","0","9","0","1","0","0","229","314","Village By High Park -1"
"068","PARKDALE--HIGH PARK","411","U","TORONTO","1","31","25","0","61","0","2","0","5","0","0","0","0","125","187","20 Gothic at High Park"
"068","PARKDALE--HIGH PARK","412","U","TORONTO","0","48","26","0","104","0","0","0","3","0","1","0","0","182","292","YCC323"
"068","PARKDALE--HIGH PARK","413","U","TORONTO","2","89","35","0","122","1","1","0","6","0","1","0","0","257","372","High Park Green YCC435"
"068","PARKDALE--HIGH PARK","414","U","TORONTO","0","18","15","0","58","0","0","0","3","0","0","0","0","94","142","High Park Green YCC435"
"068","PARKDALE--HIGH PARK","415","U","TORONTO","0","79","27","1","85","2","1","0","2","0","1","1","0","199","457","Grenadier Square High Park - 2"
"068","PARKDALE--HIGH PARK","416","U","TORONTO","0","97","17","1","78","1","1","0","4","1","1","0","0","201","454","Grenadier Square High Park - 1"
"068","PARKDALE--HIGH PARK","417","U","TORONTO","0","30","11","0","51","0","0","0","2","0","0","0","0","94","229","Keele Recreation Centre"
"068","PARKDALE--HIGH PARK","418","U","TORONTO","1","99","14","1","71","1","4","0","7","0","5","2","0","205","485","100 High Park Avenue"
"068","PARKDALE--HIGH PARK","419","U","TORONTO","0","66","17","0","53","1","0","0","4","0","0","0","0","141","265","95 High Park Avenue"
"068","PARKDALE--HIGH PARK","420","U","TORONTO","1","91","30","0","74","0","0","0","8","0","1","0","0","205","410","65 High Park Avenue"
"068","PARKDALE--HIGH PARK","421","U","TORONTO","0","36","11","0","67","0","0","1","10","0","2","0","0","127","280","35 High Park Avenue"
"068","PARKDALE--HIGH PARK","422","U","TORONTO","0","61","13","0","63","1","1","0","9","1","1","1","0","151","303","66 Pacific Avenue"
"068","PARKDALE--HIGH PARK","423","U","TORONTO","0","80","14","0","60","0","2","1","13","0","0","0","0","170","350","Park Place High Park"
"068","PARKDALE--HIGH PARK","424","U","TORONTO","0","105","19","0","72","0","2","1","10","0","5","0","0","214","423","255 Glenlake Avenue"
"068","PARKDALE--HIGH PARK","425","U","TORONTO","1","55","15","0","63","1","1","0","5","0","0","1","0","142","303","111 Pacific Avenue"
"068","PARKDALE--HIGH PARK","426","U","TORONTO","0","74","27","0","49","0","0","0","10","1","1","0","0","162","280","High Park Garden Apartments"
"068","PARKDALE--HIGH PARK","427","U","TORONTO","1","42","12","0","39","1","0","0","6","0","0","0","0","101","236","66 Oakmount Road"
"068","PARKDALE--HIGH PARK","428","U","TORONTO","0","45","13","0","29","0","1","0","4","0","0","0","0","92","271","Fountain Court Apartments - 1"
"068","PARKDALE--HIGH PARK","429","U","TORONTO","2","56","20","0","44","2","2","0","12","0","0","1","0","139","300","Fountain Court Apartments - 1"
"068","PARKDALE--HIGH PARK","430","U","TORONTO","0","61","12","0","42","0","0","0","6","0","0","0","0","121","270","60 Mountview Avenue"
"068","PARKDALE--HIGH PARK","431","U","TORONO","1","58","20","0","66","0","0","2","8","0","1","0","0","156","469","The Crossways Mall"
"068","PARKDALE--HIGH PARK","432","U","TORONO","1","75","16","2","70","1","4","0","5","0","2","0","0","176","504","The Crossways Mall"
"068","PARKDALE--HIGH PARK","433","U","TORONTO","1","62","10","0","46","0","0","0","4","0","0","0","0","123","195","Robert Watson Lofts"
"068","PARKDALE--HIGH PARK","434","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"068","PARKDALE--HIGH PARK","435","U","TORONTO","0","100","15","1","40","1","1","0","1","3","0","0","0","162","371","Parkside Place"
"068","PARKDALE--HIGH PARK","436","U","TORONTO","5","94","10","3","83","2","2","2","5","3","4","0","1","214","438","May Robinson Apartments"
"068","PARKDALE--HIGH PARK","437","U","TORONTO","3","93","9","1","78","1","3","1","3","1","0","1","0","194","409","245 Dunn Avenue"
"068","PARKDALE--HIGH PARK","438","U","TORONTO","0","25","3","0","19","0","0","0","1","0","0","0","0","48","124","Parkdale United Church"
"068","PARKDALE--HIGH PARK","439","U","TORONTO","0","70","13","1","37","1","2","1","3","0","0","0","0","128","314","Seabreeze Apartments"
"068","PARKDALE--HIGH PARK","440","U","TORONTO","1","56","6","1","25","0","0","0","6","0","0","0","0","95","285","The Lord Dufferin"
"068","PARKDALE--HIGH PARK","441","U","TORONTO","0","21","12","0","24","0","0","0","3","0","0","0","0","60","113","Park Lake # 1"
"068","PARKDALE--HIGH PARK","442","U","TORONTO","0","148","11","1","74","0","1","0","7","0","0","0","0","242","315","Village By High Park"
"068","PARKDALE--HIGH PARK","700","U","TORONTO","2","15","17","2","28","1","2","1","2","1","0","0","1","72","147","Runnymede Healthcare Centre"
"068","PARKDALE--HIGH PARK","701","U","TORONTO","0","8","31","0","40","0","1","0","3","0","0","0","0","83","137","Vilnius Manor"
"068","PARKDALE--HIGH PARK","702","U","TORONTO","0","31","26","0","48","1","3","0","3","1","0","0","1","114","193","Loyola Arrupe Centre"
"068","PARKDALE--HIGH PARK","703","U","TORONTO","0","6","7","0","21","1","0","0","0","0","0","0","0","35","467","Copernicus Lodge"
"068","PARKDALE--HIGH PARK","704","U","TORONTO","0","9","7","3","14","0","0","0","1","1","1","0","0","36","145","Elm Grove Living Centre"
"068","PARKDALE--HIGH PARK","705","U","TORONTO","0","5","5","3","10","0","3","0","2","1","0","11","0","40","61","White Eagle Nursing Home"
"068","PARKDALE--HIGH PARK","706","U","TORONTO","0","15","4","2","16","4","0","0","0","0","1","0","0","42","67","Springhurst Manor"
"068","PARKDALE--HIGH PARK","707","U","TORONTO","0","14","4","0","15","0","1","0","0","0","0","1","0","35","101","Lakeside Longterm Care Centre"
"068","PARKDALE--HIGH PARK","708","U","TORONTO","4","10","6","1","10","1","4","0","0","0","0","0","0","36","244","Toronto Rehab Centre - Bickle Centre"
"068","PARKDALE--HIGH PARK","709","U","TORONTO","0","40","28","0","55","0","0","0","0","0","1","3","0","127","333","Grenadier Retirement Residence"
"068","PARKDALE--HIGH PARK","710","U","TORONTO","1","2","5","1","15","0","0","0","1","0","0","0","0","25","61","Norwood Nursing Home"
"068","PARKDALE--HIGH PARK","711","U","TORONTO",".......................COMBINED WITH POLL 710.......................","","","","","","","","","","","","","","","Carter Manor"
