ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,DAGENAIS,DRANSFIELD,KUBANEK,MACLEOD,ROSSI,TOUTANT,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
52,NEPEAN--CARLETON,26,U,NEPEAN,30,97,10,139,1,0,1,0,0,278,492,Arlington Woods Free Methodist Church
52,NEPEAN--CARLETON,27,U,NEPEAN,42,92,11,94,0,2,0,0,0,241,505,Arlington Woods Free Methodist Church
52,NEPEAN--CARLETON,28,U,NEPEAN,32,93,10,108,1,1,0,0,0,245,478,Arlington Woods Free Methodist Church
52,NEPEAN--CARLETON,29,U,NEPEAN,26,85,7,94,0,0,0,0,0,212,398,Arlington Woods Free Methodist Church
52,NEPEAN--CARLETON,30,U,NEPEAN,50,69,6,91,0,1,0,0,0,217,552,Arlington Woods Free Methodist Church
52,NEPEAN--CARLETON,31,U,NEPEAN,37,77,8,98,0,1,1,0,0,222,489,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,32,U,NEPEAN,39,66,3,99,0,2,0,0,0,209,457,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,33,U,NEPEAN,28,39,0,61,1,1,0,0,0,130,355,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,34,U,NEPEAN,26,91,6,95,1,3,0,0,0,222,421,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,35,U,NEPEAN,24,40,2,66,2,1,0,0,0,135,396,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,36,U,NEPEAN,28,38,11,92,1,0,0,0,0,170,504,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,37,U,NEPEAN,53,21,4,43,0,1,0,0,0,122,427,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,38,U,NEPEAN,32,26,1,52,0,0,0,0,0,111,381,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,39,U,NEPEAN,36,22,1,45,0,2,0,0,0,106,440,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,40,U,NEPEAN,46,48,7,74,2,2,0,1,0,180,400,Woodvale Pentacostal Church
52,NEPEAN--CARLETON,41,U,NEPEAN,22,76,5,96,0,0,0,0,0,199,441,Knox United Church
52,NEPEAN--CARLETON,42,U,NEPEAN,23,68,9,88,1,1,0,1,0,191,357,Knox United Church
52,NEPEAN--CARLETON,43,U,NEPEAN,34,54,6,163,0,0,0,1,0,258,471,Knox United Church
52,NEPEAN--CARLETON,44,U,NEPEAN,30,49,12,152,0,0,2,0,0,245,452,Knox United Church
52,NEPEAN--CARLETON,45,U,NEPEAN,30,47,7,85,0,1,1,0,0,171,505,Knox United Church
52,NEPEAN--CARLETON,46,U,OTTAWA,25,60,1,70,1,0,0,0,0,157,452,Nepean Sportsplex
52,NEPEAN--CARLETON,47,U,OTTAWA,11,17,2,14,0,0,0,0,0,44,137,Nepean Sportsplex
52,NEPEAN--CARLETON,48,U,OTTAWA,30,64,3,84,2,3,0,0,0,186,474,Nepean Sportsplex
52,NEPEAN--CARLETON,49,U,OTTAWA,18,32,5,34,1,0,0,0,0,90,313,Nepean Sportsplex
52,NEPEAN--CARLETON,50,U,OTTAWA,43,46,3,90,0,1,1,0,0,184,462,Nepean Sportsplex
52,NEPEAN--CARLETON,51,U,OTTAWA,32,51,7,100,1,0,0,0,0,191,443,Nepean Sportsplex
52,NEPEAN--CARLETON,52,U,OTTAWA,42,39,5,58,3,0,0,0,0,147,405,Nepean Sportsplex
52,NEPEAN--CARLETON,53,U,OTTAWA,39,60,5,113,0,0,0,0,0,217,495,Nepean Sportsplex
52,NEPEAN--CARLETON,54,U,OTTAWA,11,47,6,89,1,0,0,0,0,154,323,Nepean Sportsplex
52,NEPEAN--CARLETON,55,U,NEPEAN,14,23,2,34,2,1,0,0,0,76,182,St. Monica Catholic School
52,NEPEAN--CARLETON,56,U,NEPEAN,22,55,6,98,1,2,0,0,0,184,360,St. Monica Catholic School
52,NEPEAN--CARLETON,57,U,NEPEAN,30,73,3,131,2,0,2,0,0,241,460,St. Monica Catholic School
52,NEPEAN--CARLETON,58,U,NEPEAN,26,92,4,103,2,1,0,0,0,228,464,St. Monica Catholic School
52,NEPEAN--CARLETON,59,U,NEPEAN,25,92,12,117,1,1,0,0,0,248,452,St. Monica Catholic School
52,NEPEAN--CARLETON,60,U,NEPEAN,29,91,5,91,1,0,2,0,0,219,441,St. Monica Catholic School
52,NEPEAN--CARLETON,61,U,NEPEAN,21,17,3,125,0,1,0,1,0,168,322,St. Patrick's Church Hall
52,NEPEAN--CARLETON,062A,U,NEPEAN,31,41,2,48,1,0,1,0,0,124,330,Ottawa Christian School
52,NEPEAN--CARLETON,062B,U,NEPEAN,29,41,1,50,0,0,0,0,0,121,313,Ottawa Christian School
52,NEPEAN--CARLETON,63,U,NEPEAN,23,23,2,58,0,0,0,0,0,106,272,Ottawa Christian School
52,NEPEAN--CARLETON,64,U,NEPEAN,34,67,5,126,0,0,1,0,0,233,497,Cedarview Alliance Church
52,NEPEAN--CARLETON,65,U,NEPEAN,34,59,11,95,1,1,1,0,0,202,414,Cedarview Alliance Church
52,NEPEAN--CARLETON,66,U,NEPEAN,17,37,5,120,1,2,0,0,0,182,406,Cedarview Alliance Church
52,NEPEAN--CARLETON,67,U,NEPEAN,19,57,4,116,1,0,1,1,0,199,374,St. Patrick Catholic School
52,NEPEAN--CARLETON,68,U,NEPEAN,16,57,10,88,2,0,0,0,0,173,416,St. Patrick Catholic School
52,NEPEAN--CARLETON,69,U,NEPEAN,21,50,13,103,1,0,2,0,0,190,416,Walter Baker Sports Centre
52,NEPEAN--CARLETON,70,U,NEPEAN,23,55,3,101,5,2,0,0,0,189,393,Walter Baker Sports Centre
52,NEPEAN--CARLETON,71,U,NEPEAN,25,49,6,108,0,1,0,0,0,189,343,St. Elizabeth Ann Seton
52,NEPEAN--CARLETON,72,U,NEPEAN,33,83,8,126,1,0,0,0,0,251,541,Cedarview Alliance Church
52,NEPEAN--CARLETON,73,U,NEPEAN,24,79,11,132,1,3,0,0,0,250,556,Cedarview Alliance Church
52,NEPEAN--CARLETON,74,U,NEPEAN,32,59,10,84,0,1,1,0,0,187,464,St. Elizabeth Ann Seton
52,NEPEAN--CARLETON,75,U,NEPEAN,25,52,10,112,1,2,0,0,0,202,390,St. Elizabeth Ann Seton
52,NEPEAN--CARLETON,76,U,NEPEAN,41,68,4,108,0,3,2,0,0,226,519,Cedarview Alliance Church
52,NEPEAN--CARLETON,77,U,NEPEAN,39,72,1,107,0,1,0,0,0,220,410,Mary Honeywell Elementary School
52,NEPEAN--CARLETON,78,U,NEPEAN,48,64,5,72,0,2,1,0,0,192,387,Mary Honeywell Elementary School
52,NEPEAN--CARLETON,79,U,NEPEAN,30,42,7,80,1,0,0,0,0,160,324,Mary Honeywell Elementary School
52,NEPEAN--CARLETON,80,U,NEPEAN,19,42,5,84,0,0,1,0,0,151,331,St. Elizabeth Ann Seton
52,NEPEAN--CARLETON,81,U,NEPEAN,28,28,5,90,1,1,0,0,0,153,331,St. Elizabeth Ann Seton
52,NEPEAN--CARLETON,82,U,NEPEAN,42,43,14,96,2,0,0,0,0,197,514,Barrhaven United Church
52,NEPEAN--CARLETON,83,U,NEPEAN,29,36,6,63,0,3,0,0,0,137,389,Walter Baker Sports Centre
52,NEPEAN--CARLETON,84,U,NEPEAN,29,43,9,73,0,0,0,2,0,156,405,Walter Baker Sports Centre
52,NEPEAN--CARLETON,85,U,NEPEAN,33,46,5,79,0,0,0,0,0,163,413,Walter Baker Sports Centre
52,NEPEAN--CARLETON,86,U,NEPEAN,27,33,8,61,1,1,0,0,0,131,426,Walter Baker Sports Centre
52,NEPEAN--CARLETON,87,U,NEPEAN,46,41,9,97,2,0,0,0,0,195,410,Ottawa Christian School
52,NEPEAN--CARLETON,88,U,NEPEAN,69,74,10,96,0,0,1,2,0,252,586,Ottawa Christian School
52,NEPEAN--CARLETON,89,U,NEPEAN,27,45,7,94,2,1,1,0,0,177,436,Ottawa Christian School
52,NEPEAN--CARLETON,90,U,NEPEAN,23,63,5,102,0,2,0,0,0,195,388,Ottawa Christian School
52,NEPEAN--CARLETON,91,U,NEPEAN,27,26,1,54,0,1,0,0,0,109,362,Ottawa Christian School
52,NEPEAN--CARLETON,92,U,NEPEAN,31,39,8,81,1,0,1,0,1,162,355,Barrhaven United Church
52,NEPEAN--CARLETON,93,U,NEPEAN,34,43,6,113,0,2,0,0,0,198,454,Barrhaven United Church
52,NEPEAN--CARLETON,94,U,NEPEAN,35,40,2,88,0,0,0,0,0,165,395,Barrhaven United Church
52,NEPEAN--CARLETON,95,U,NEPEAN,39,29,5,104,0,0,0,0,0,177,430,Barrhaven United Church
52,NEPEAN--CARLETON,96,U,NEPEAN,35,52,6,77,1,0,0,0,0,171,365,St. Patrick Catholic School
52,NEPEAN--CARLETON,97,U,NEPEAN,29,48,8,97,0,0,1,1,0,184,481,St. Patrick Catholic School
52,NEPEAN--CARLETON,98,U,NEPEAN,27,81,7,103,1,2,0,0,0,221,454,St. Patrick Catholic School
52,NEPEAN--CARLETON,99,U,NEPEAN,19,37,7,111,0,0,1,1,0,176,419,Walter Baker Sports Centre
52,NEPEAN--CARLETON,100,U,NEPEAN,19,31,3,68,2,2,0,0,0,125,335,Walter Baker Sports Centre
52,NEPEAN--CARLETON,101,U,OTTAWA,37,49,3,89,3,0,0,0,0,181,458,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,102,U,NEPEAN,22,43,7,88,0,1,0,0,0,161,338,St. Luke Catholic School
52,NEPEAN--CARLETON,103,U,NEPEAN,31,32,6,89,1,2,0,0,0,161,398,St. Luke Catholic School
52,NEPEAN--CARLETON,104,U,NEPEAN,29,54,7,93,0,1,0,0,0,184,431,St. Luke Catholic School
52,NEPEAN--CARLETON,105,U,NEPEAN,34,71,5,99,2,1,2,0,0,214,492,St. Luke Catholic School
52,NEPEAN--CARLETON,106,U,OTTAWA,23,33,1,69,0,0,0,0,0,126,323,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,107,U,NEPEAN,33,47,8,62,0,0,1,0,0,151,382,St. Luke Catholic School
52,NEPEAN--CARLETON,108,U,NEPEAN,35,53,3,86,1,1,1,0,0,180,413,St. Luke Catholic School
52,NEPEAN--CARLETON,109,U,OTTAWA,35,32,4,85,2,0,0,0,0,158,501,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,110,U,NEPEAN,19,42,2,62,2,0,0,0,0,127,354,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,111,U,NEPEAN,22,39,2,43,1,0,2,0,0,109,288,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,112,U,NEPEAN,27,46,2,74,0,0,0,0,0,149,435,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,113,U,NEPEAN,26,60,6,80,1,1,0,1,0,175,452,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,114,U,NEPEAN,33,61,5,96,1,4,4,0,0,204,556,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,115,U,NEPEAN,28,46,4,77,1,0,0,0,0,156,350,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,116,U,OTTAWA,30,73,2,84,1,2,0,0,0,192,459,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,117,U,OTTAWA,22,57,2,90,1,0,2,0,0,174,488,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,118,U,OTTAWA,33,49,5,87,0,0,0,0,0,174,400,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,119,U,NEPEAN,33,39,4,69,1,2,0,1,0,149,374,Longfields-Davidson Heights Secondary School
52,NEPEAN--CARLETON,120,U,NEPEAN,22,44,4,46,2,1,0,0,0,119,349,Monsignor Paul Baxter Catholic School
52,NEPEAN--CARLETON,121,U,NEPEAN,26,51,2,45,2,1,2,0,0,129,392,Monsignor Paul Baxter Catholic School
52,NEPEAN--CARLETON,122,U,NEPEAN,54,65,5,86,0,0,0,1,0,211,490,Monsignor Paul Baxter Catholic School
52,NEPEAN--CARLETON,123,U,OTTAWA,25,60,4,84,0,0,0,0,1,174,432,Mother Teresa Catholic High School
52,NEPEAN--CARLETON,124,U,NEPEAN,14,47,7,88,2,0,0,0,0,158,422,Monsignor Paul Baxter Catholic School
52,NEPEAN--CARLETON,125,U,NEPEAN,17,65,5,103,1,0,0,0,0,191,448,Monsignor Paul Baxter Catholic School
52,NEPEAN--CARLETON,126,U,NEPEAN,13,43,4,76,3,0,0,0,0,139,371,Monsignor Paul Baxter Catholic School
52,NEPEAN--CARLETON,127,U,NEPEAN,24,38,5,91,1,2,0,0,2,163,445,St. Joseph's High School
52,NEPEAN--CARLETON,128,U,NEPEAN,61,79,4,71,0,2,0,0,0,217,528,St. Emily Catholic School
52,NEPEAN--CARLETON,129,U,NEPEAN,26,44,7,63,0,2,0,0,0,142,419,St. Emily Catholic School
52,NEPEAN--CARLETON,130A,U,NEPEAN,27,49,6,55,3,0,2,0,0,142,368,St. Emily Catholic School
52,NEPEAN--CARLETON,130B,U,NEPEAN,21,52,3,39,2,2,0,0,0,119,330,St. Emily Catholic School
52,NEPEAN--CARLETON,131A,U,NEPEAN,23,41,4,57,0,0,0,0,0,125,384,St. Emily Catholic School
52,NEPEAN--CARLETON,131B,U,NEPEAN,22,40,2,51,0,0,0,0,0,115,353,St. Emily Catholic School
52,NEPEAN--CARLETON,132,U,NEPEAN,39,86,7,100,0,0,0,0,0,232,572,St. Joseph's High School
52,NEPEAN--CARLETON,133,U,NEPEAN,35,53,5,86,0,1,0,1,0,181,382,St. Joseph's High School
52,NEPEAN--CARLETON,134,U,NEPEAN,10,63,3,89,1,1,0,0,0,167,407,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,135,U,NEPEAN,23,82,3,105,0,0,0,0,1,214,439,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,136,U,NEPEAN,28,80,4,114,0,0,1,0,0,227,482,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,137,U,NEPEAN,18,43,0,87,0,0,0,0,0,148,327,St. Joseph's High School
52,NEPEAN--CARLETON,138,U,NEPEAN,26,71,7,85,0,0,0,0,0,189,549,St. Joseph's High School
52,NEPEAN--CARLETON,139,U,NEPEAN,12,57,3,85,0,1,0,0,0,158,385,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,140,U,NEPEAN,23,79,4,114,2,0,0,0,0,222,474,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,141,U,NEPEAN,12,49,2,95,0,0,0,0,0,158,422,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,142,U,NEPEAN,33,53,5,99,1,1,0,0,0,192,351,St. Joseph's High School
52,NEPEAN--CARLETON,143,U,NEPEAN,23,80,0,102,1,0,0,0,0,206,456,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,144,U,NEPEAN,7,27,3,74,0,0,1,0,0,112,297,Stonebridge Golf and  Country Club
52,NEPEAN--CARLETON,145,U,NEPEAN,29,67,2,114,1,0,0,1,0,214,492,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,146,U,NEPEAN,23,70,8,106,0,2,1,1,0,211,499,St. Andrew Elementary School
52,NEPEAN--CARLETON,147,U,NEPEAN,31,44,6,90,0,0,1,0,0,172,436,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,148,U,NEPEAN,31,45,5,98,3,1,0,0,0,183,388,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,149,U,NEPEAN,29,46,6,78,1,2,1,0,0,163,405,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,150,U,NEPEAN,25,66,5,106,2,0,4,0,0,208,431,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,151,U,NEPEAN,29,60,4,95,1,2,1,0,0,192,418,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,152,U,NEPEAN,36,64,7,104,1,1,1,0,0,214,502,St. Andrew Elementary School
52,NEPEAN--CARLETON,153,U,NEPEAN,30,71,8,120,0,1,1,0,0,231,604,St. Andrew Elementary School
52,NEPEAN--CARLETON,154,U,NEPEAN,38,33,10,69,2,0,1,0,0,153,419,Farley Mowat Public School
52,NEPEAN--CARLETON,155,U,NEPEAN,23,57,8,87,3,2,0,0,0,180,505,Farley Mowat Public School
52,NEPEAN--CARLETON,156,U,NEPEAN,20,52,2,97,2,0,0,0,0,173,414,Farley Mowat Public School
52,NEPEAN--CARLETON,157,U,NEPEAN,34,65,7,97,1,1,0,0,0,205,461,Adrienne Clarkson Elementary School
52,NEPEAN--CARLETON,158,U,NEPEAN,31,62,8,58,0,0,0,1,0,160,476,Farley Mowat Public School
52,NEPEAN--CARLETON,159,U,NEPEAN,26,70,1,92,2,1,0,1,0,193,485,St. Andrew Elementary School
52,NEPEAN--CARLETON,160,U,NEPEAN,36,85,4,93,0,0,0,0,0,218,530,St. Andrew Elementary School
52,NEPEAN--CARLETON,161,U,NEPEAN,26,24,2,40,0,0,0,0,0,92,397,Farley Mowat Public School
52,NEPEAN--CARLETON,162,U,NEPEAN,16,65,3,62,0,1,1,0,0,148,426,St. Andrew Elementary School
52,NEPEAN--CARLETON,163,U,NEPEAN,28,60,3,67,0,1,0,0,1,160,482,St. Andrew Elementary School
52,NEPEAN--CARLETON,164,U,NEPEAN,27,74,4,81,0,1,0,0,0,187,447,Prince of Wales Manor
52,NEPEAN--CARLETON,165,U,NEPEAN,30,57,2,55,1,1,0,0,0,146,581,Prince of Wales Manor
52,NEPEAN--CARLETON,166,U,NEPEAN,31,45,0,69,1,0,0,0,0,146,437,Prince of Wales Manor
52,NEPEAN--CARLETON,167,U,NEPEAN,53,51,2,91,0,1,4,0,0,202,591,Prince of Wales Manor
52,NEPEAN--CARLETON,168,U,MANOTICK,35,36,3,79,1,0,0,0,0,154,403,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,169,U,MANOTICK,51,57,24,126,1,0,1,0,0,260,481,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,170,U,MANOTICK,41,59,6,135,0,1,0,0,0,242,465,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,171,U,MANOTICK,5,23,0,61,0,0,0,0,0,89,227,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,172,U,MANOTICK,19,80,2,115,1,1,1,2,1,222,494,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,173,U,MANOTICK,38,62,9,143,0,1,1,0,0,254,481,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,174,U,MANOTICK,31,63,13,129,1,0,0,0,0,237,507,Royal Canadian Legion Manotick Branch
52,NEPEAN--CARLETON,175,U,MANOTICK,25,61,12,144,0,2,0,0,0,244,474,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,176,U,NORTH GOWER,23,17,9,107,0,1,0,0,0,157,325,Marlborough Recreation Centre
52,NEPEAN--CARLETON,177,U,NORTH GOWER,17,26,7,113,0,0,2,0,0,165,365,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,178,U,NORTH GOWER,14,22,2,113,0,0,0,0,0,151,336,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,179,U,MANOTICK,16,30,6,102,0,0,0,0,0,154,324,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,180,U,MANOTICK,21,42,11,117,0,1,0,1,0,193,373,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,181,U,NORTH GOWER,18,22,6,145,0,2,1,0,0,194,446,Marlborough Recreation Centre
52,NEPEAN--CARLETON,182,U,NORTH GOWER,34,31,10,156,2,3,0,0,0,236,433,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,183A,U,NORTH GOWER,22,23,7,100,0,0,1,0,0,153,341,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,183B,U,NORTH GOWER,19,19,5,108,0,0,0,0,1,152,350,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,184,U,KARS,26,46,8,189,1,0,0,0,0,270,526,Kars Recreation Centre
52,NEPEAN--CARLETON,185,U,KARS,23,39,7,150,0,0,0,0,1,220,448,Kars Recreation Centre
52,NEPEAN--CARLETON,186A,U,NORTH GOWER,21,24,11,119,0,0,0,0,0,175,308,Marlborough Recreation Centre
52,NEPEAN--CARLETON,186B,U,NORTH GOWER,24,26,3,112,0,1,0,0,0,166,305,Marlborough Recreation Centre
52,NEPEAN--CARLETON,187,U,NORTH GOWER,32,38,8,166,0,0,1,0,0,245,450,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,188,U,KARS,29,63,12,127,1,3,1,0,0,236,410,Kars Recreation Centre
52,NEPEAN--CARLETON,189,U,NORTH GOWER,22,30,8,171,0,1,0,0,0,232,488,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,190,U,NORTH GOWER,37,40,10,103,0,0,0,0,0,190,355,Marlborough Recreation Centre
52,NEPEAN--CARLETON,191,U,GLOUCESTER,14,28,3,62,0,2,0,0,0,109,364,St. Jerome Catholic School
52,NEPEAN--CARLETON,192,U,GLOUCESTER,14,55,3,56,2,0,0,0,0,130,385,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,193,U,GLOUCESTER,27,97,7,101,0,0,0,0,0,232,596,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,194,U,GLOUCESTER,20,51,2,60,0,0,0,0,0,133,395,St. Jerome Catholic School
52,NEPEAN--CARLETON,195,U,GLOUCESTER,29,66,8,99,0,0,0,0,0,202,542,St. Jerome Catholic School
52,NEPEAN--CARLETON,196,U,GLOUCESTER,22,52,8,94,1,0,0,0,0,177,468,St. Jerome Catholic School
52,NEPEAN--CARLETON,197,U,GLOUCESTER,23,73,5,66,0,0,0,0,0,167,456,St. Jerome Catholic School
52,NEPEAN--CARLETON,198,U,GLOUCESTER,24,53,10,85,1,0,0,0,0,173,597,St. Jerome Catholic School
52,NEPEAN--CARLETON,199,U,GLOUCESTER,12,60,7,86,1,2,0,1,1,170,430,St. Jerome Catholic School
52,NEPEAN--CARLETON,200,U,GLOUCESTER,19,68,3,78,0,0,2,0,0,170,409,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,201,U,GLOUCESTER,28,43,5,47,2,0,0,0,0,125,396,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,202,U,GLOUCESTER,19,58,2,70,0,0,0,0,0,149,487,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,203,U,GLOUCESTER,28,45,2,56,1,1,0,0,0,133,442,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,204A,U,GLOUCESTER,38,52,3,47,0,0,0,0,0,140,380,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,204B,U,GLOUCESTER,38,60,4,39,0,1,0,0,0,142,402,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,205,U,GLOUCESTER,17,31,2,72,1,2,1,0,0,126,352,Fred G. Barrett Arena
52,NEPEAN--CARLETON,206,U,GLOUCESTER,14,22,1,81,0,0,0,0,0,118,393,St. Francis Xavier Catholic High School
52,NEPEAN--CARLETON,207,U,GLOUCESTER,20,23,2,96,0,2,0,0,0,143,396,Our Lady of the Visitation
52,NEPEAN--CARLETON,208,U,GLOUCESTER,41,77,9,78,1,0,1,0,0,207,518,Fred G. Barrett Arena
52,NEPEAN--CARLETON,209,U,GLOUCESTER,41,60,3,62,0,1,0,0,0,167,460,Fred G. Barrett Arena
52,NEPEAN--CARLETON,210,U,GLOUCESTER,27,63,2,52,0,0,0,0,0,144,352,Fred G. Barrett Arena
52,NEPEAN--CARLETON,211,U,GLOUCESTER,44,76,8,95,1,1,0,0,0,225,609,Fred G. Barrett Arena
52,NEPEAN--CARLETON,212,U,GLOUCESTER,22,22,3,100,2,0,2,0,0,151,456,Our Lady of the Visitation
52,NEPEAN--CARLETON,213,U,GLOUCESTER,11,25,2,43,3,0,0,0,0,84,284,Royal Canadian Legion Greely and  District
52,NEPEAN--CARLETON,214,U,GLOUCESTER,34,67,5,127,0,2,1,0,0,236,521,Royal Canadian Legion Greely and  District
52,NEPEAN--CARLETON,215,U,GLOUCESTER,19,51,4,67,0,0,0,1,0,142,274,Royal Canadian Legion Greely and  District
52,NEPEAN--CARLETON,216,U,MANOTICK,21,55,9,114,0,0,0,0,0,199,463,Royal Canadian Legion Manotick Branch
52,NEPEAN--CARLETON,217,U,GLOUCESTER,7,22,1,39,0,0,0,0,0,69,212,St. Jerome Catholic School
