"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BAGLER","HOULE","LALIBERTÉ-TIPPLE","MEILLEUR","SHERMAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"065","OTTAWA--VANIER","061","U","OTTAWA","11","1","32","113","27","2","0","0","186","441","Routhier Community Centre"
"065","OTTAWA--VANIER","062","U","OTTAWA","10","0","13","97","24","0","0","0","144","306","Stanley Park Field House"
"065","OTTAWA--VANIER","063","U","OTTAWA","7","0","19","100","16","0","0","0","142","294","Stanley Park Field House"
"065","OTTAWA--VANIER","064","U","OTTAWA","13","0","21","83","16","0","0","0","133","250","MacKay United Church of Canada"
"065","OTTAWA--VANIER","065","U","OTTAWA","10","0","25","54","17","1","0","0","107","255","MacKay United Church of Canada"
"065","OTTAWA--VANIER","066","U","OTTAWA","8","1","17","73","55","0","1","1","156","346","Colonel By Secondary School"
"065","OTTAWA--VANIER","067","U","OTTAWA","16","0","36","64","17","1","1","0","135","296","MacKay United Church of Canada"
"065","OTTAWA--VANIER","068","U","VANIER","11","0","13","42","12","0","0","0","78","259","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","069","U","OTTAWA","3","0","20","71","25","0","0","0","119","260","St. Brigid Catholic School"
"065","OTTAWA--VANIER","070","U","OTTAWA","20","0","15","139","25","0","0","0","199","421","St. Brigid Catholic School"
"065","OTTAWA--VANIER","071","U","OTTAWA","9","0","21","67","23","0","0","0","120","265","St. Brigid Catholic School"
"065","OTTAWA--VANIER","072","U","OTTAWA","11","0","20","69","28","0","0","0","128","278","St. Brigid Catholic School"
"065","OTTAWA--VANIER","073","U","OTTAWA","18","0","17","110","31","1","0","0","177","362","MacKay United Church of Canada"
"065","OTTAWA--VANIER","074","U","OTTAWA","11","0","21","97","27","0","0","0","156","331","Stanley Park Field House"
"065","OTTAWA--VANIER","075","U","OTTAWA","19","0","27","109","41","0","0","0","196","353","Stanley Park Field House"
"065","OTTAWA--VANIER","076","U","ROCKCLIFFE","8","0","11","69","33","0","0","0","121","294","Rockcliffe Park Recreation Centre"
"065","OTTAWA--VANIER","077","U","ROCKCLIFFE","20","0","5","64","60","0","0","0","149","334","Rockcliffe Park Recreation Centre"
"065","OTTAWA--VANIER","078","U","ROCKCLIFFE","7","0","8","90","34","0","0","0","139","316","Rockcliffe Park Recreation Centre"
"065","OTTAWA--VANIER","079","U","ROCKCLIFFE","6","0","14","74","55","0","0","0","149","351","Rockcliffe Park Recreation Centre"
"065","OTTAWA--VANIER","080","U","OTTAWA","8","0","14","133","37","1","0","0","193","355","Manor Park Public School"
"065","OTTAWA--VANIER","081","U","OTTAWA","12","1","25","128","38","0","0","0","204","369","Manor Park Public School"
"065","OTTAWA--VANIER","082","U","OTTAWA","12","2","38","110","27","0","1","1","191","346","Manor Park Public School"
"065","OTTAWA--VANIER","083","U","OTTAWA","6","1","26","37","23","0","0","0","93","319","Manor Park Public School"
"065","OTTAWA--VANIER","084","U","OTTAWA","9","3","17","88","26","0","0","0","143","343","Manor Park Public School"
"065","OTTAWA--VANIER","085","U","OTTAWA","7","1","14","65","14","0","0","0","101","264","Manor Park Public School"
"065","OTTAWA--VANIER","086","U","OTTAWA","14","0","27","58","20","0","0","1","120","282","Manor Park Public School"
"065","OTTAWA--VANIER","087","U","VANIER","5","2","15","48","16","0","0","0","86","253","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","088","U","VANIER","7","3","13","32","15","0","0","0","70","292","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","089","U","VANIER","3","0","20","20","8","0","0","0","51","167","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","090","U","VANIER","5","1","25","34","9","0","0","0","74","206","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","091","U","VANIER","10","0","23","47","14","0","0","0","94","242","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","092","U","OTTAWA","3","0","10","52","11","0","0","0","76","173","Centre Pauline Charron"
"065","OTTAWA--VANIER","093","U","VANIER","7","1","36","98","23","1","0","0","166","337","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","094","U","VANIER","9","3","31","52","12","0","0","0","107","228","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","095","U","VANIER","8","0","36","27","16","1","0","0","88","286","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","096","U","VANIER","7","0","13","25","11","0","0","0","56","226","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","097","U","VANIER","6","0","28","24","18","0","0","0","76","236","École élémentaire publique le Trillium"
"065","OTTAWA--VANIER","098","U","VANIER","4","0","9","16","11","0","0","0","40","187","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","099","U","VANIER","3","0","13","36","14","0","0","0","66","202","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","100","U","VANIER","3","0","13","25","10","0","0","0","51","196","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","101","U","VANIER","7","1","26","50","24","1","0","0","109","267","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","102","U","VANIER","4","2","27","76","14","0","0","0","123","345","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","103","U","VANIER","4","1","17","29","15","0","0","1","67","236","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","104","U","VANIER","8","2","25","33","22","0","0","0","90","258","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","105","U","VANIER","0","0","9","35","20","0","0","0","64","250","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","106","U","VANIER","7","0","32","65","23","1","0","0","128","421","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","107","U","VANIER","1","0","15","23","7","1","0","0","47","217","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","108","U","VANIER","6","0","33","40","23","2","0","0","104","362","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","109","U","VANIER","7","0","32","56","24","1","0","0","120","391","Ahlul-Bayt Islamic School"
"065","OTTAWA--VANIER","110","U","VANIER","1","1","22","16","7","0","0","0","47","247","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","111","U","OTTAWA","1","1","19","35","15","1","0","0","72","163","Eglise Notre Dame de Lourdes"
"065","OTTAWA--VANIER","112","U","OTTAWA","2","0","38","45","37","1","0","0","123","271","Eglise Notre Dame de Lourdes"
"065","OTTAWA--VANIER","113","U","OTTAWA","3","2","19","39","21","1","1","0","86","260","St. Mary's Home"
"065","OTTAWA--VANIER","114","U","OTTAWA","4","1","32","40","18","0","0","0","95","285","St. Mary's Home"
"065","OTTAWA--VANIER","115","U","OTTAWA","4","2","16","27","15","0","0","0","64","250","Centre Pauline Charron"
"065","OTTAWA--VANIER","116","U","OTTAWA","8","0","17","32","0","2","5","0","64","218","Centre Pauline Charron"
"065","OTTAWA--VANIER","117","U","OTTAWA","2","5","11","29","12","0","0","0","59","185","Centre Pauline Charron"
"065","OTTAWA--VANIER","118","U","OTTAWA","3","0","19","46","7","0","0","0","75","244","Centre Pauline Charron"
"065","OTTAWA--VANIER","119","U","OTTAWA","1","0","10","21","10","0","0","0","42","180","Centre Pauline Charron"
"065","OTTAWA--VANIER","120","U","OTTAWA","3","3","23","30","23","0","0","0","82","201","Centre Pauline Charron"
"065","OTTAWA--VANIER","121","U","OTTAWA","0","0","8","21","12","0","0","0","41","194","Centre Pauline Charron"
"065","OTTAWA--VANIER","122","U","OTTAWA","0","0","8","20","4","0","0","0","32","158","Centre Pauline Charron"
"065","OTTAWA--VANIER","123","U","OTTAWA","2","0","14","32","15","0","0","0","63","203","St. Mary's Home"
"065","OTTAWA--VANIER","124","U","OTTAWA","3","1","13","17","14","0","0","0","48","184","St. Mary's Home"
"065","OTTAWA--VANIER","125","U","OTTAWA","2","1","28","41","31","1","2","0","106","274","St. Laurent Complex"
"065","OTTAWA--VANIER","126","U","OTTAWA","5","0","23","43","34","0","0","0","105","287","St. Laurent Complex"
"065","OTTAWA--VANIER","127","U","OTTAWA","2","0","16","16","19","0","0","0","53","218","St. Mary's Home"
"065","OTTAWA--VANIER","128","U","OTTAWA","5","0","31","49","20","0","0","0","105","312","Education Permanente"
"065","OTTAWA--VANIER","129","U","OTTAWA","8","4","24","52","21","0","0","0","109","261","Education Permanente"
"065","OTTAWA--VANIER","130","U","OTTAWA","1","0","15","33","21","1","0","0","71","201","Education Permanente"
"065","OTTAWA--VANIER","131","U","OTTAWA","3","0","15","12","16","0","0","0","46","231","Education Permanente"
"065","OTTAWA--VANIER","132","U","OTTAWA","0","0","17","29","22","0","0","0","68","264","St. Laurent Complex"
"065","OTTAWA--VANIER","133","U","OTTAWA","2","0","29","40","19","0","1","0","91","253","St. Laurent Complex"
"065","OTTAWA--VANIER","134","U","OTTAWA","5","2","28","66","30","0","0","0","131","383","St. Laurent Complex"
"065","OTTAWA--VANIER","135","U","OTTAWA","4","2","36","73","44","1","0","1","161","382","St. Laurent Complex"
"065","OTTAWA--VANIER","136","U","OTTAWA","4","1","22","30","24","0","0","0","81","260","Education Permanente"
"065","OTTAWA--VANIER","137","U","OTTAWA","6","0","26","64","23","0","0","0","119","310","Education Permanente"
"065","OTTAWA--VANIER","138","U","OTTAWA","5","0","25","57","25","0","0","0","112","264","Education Permanente"
"065","OTTAWA--VANIER","139","U","OTTAWA","4","1","26","40","33","0","0","0","104","327","Overbrook Community Centre"
"065","OTTAWA--VANIER","140","U","OTTAWA","3","1","27","37","30","0","0","0","98","328","Overbrook Community Centre"
"065","OTTAWA--VANIER","141","U","OTTAWA","2","1","23","44","10","0","0","0","80","346","Queen Mary Street Public School"
"065","OTTAWA--VANIER","142","U","OTTAWA","4","0","28","85","26","0","0","0","143","382","Queen Mary Street Public School"
"065","OTTAWA--VANIER","143","U","OTTAWA","5","2","21","48","26","0","0","0","102","288","Queen Mary Street Public School"
"065","OTTAWA--VANIER","144","U","OTTAWA","3","0","28","28","22","0","1","0","82","341","Overbrook Community Centre"
"065","OTTAWA--VANIER","145","U","OTTAWA","14","2","38","58","42","0","0","0","154","356","Overbrook Community Centre"
"065","OTTAWA--VANIER","146","U","OTTAWA","10","1","25","85","32","0","0","0","153","336","Overbrook Community Centre"
"065","OTTAWA--VANIER","147","U","OTTAWA","7","0","20","49","23","0","0","0","99","244","Overbrook Community Centre"
"065","OTTAWA--VANIER","148","U","OTTAWA","7","0","34","55","37","1","0","0","134","305","Overbrook Community Centre"
"065","OTTAWA--VANIER","149","U","OTTAWA","3","3","25","13","2","0","0","0","46","256","Overbrook Community Centre"
"065","OTTAWA--VANIER","150","U","OTTAWA","5","1","26","24","19","0","0","0","75","291","Queen Mary Street Public School"
"065","OTTAWA--VANIER","151","U","OTTAWA","3","3","35","51","19","0","0","0","111","379","Overbrook Community Centre"
"065","OTTAWA--VANIER","152","U","OTTAWA","4","1","16","43","24","0","0","0","88","252","Queen Mary Street Public School"
"065","OTTAWA--VANIER","153","U","OTTAWA","3","1","32","70","20","0","0","0","126","379","Our Lady of Mount Carmel School"
"065","OTTAWA--VANIER","154","U","OTTAWA","2","1","12","74","31","0","0","0","120","293","Carson Grove Elementary School"
"065","OTTAWA--VANIER","155","U","OTTAWA","5","3","48","98","97","0","1","0","252","403","Carson Grove Elementary School"
"065","OTTAWA--VANIER","156","U","OTTAWA","5","3","36","68","68","0","2","0","182","358","Carson Grove Elementary School"
"065","OTTAWA--VANIER","157","U","OTTAWA","4","1","24","95","36","0","1","0","161","373","Carson Grove Elementary School"
"065","OTTAWA--VANIER","158","U","OTTAWA","6","0","23","88","47","1","0","0","165","518","Our Lady of Mount Carmel School"
"065","OTTAWA--VANIER","159","U","OTTAWA","5","3","32","63","77","0","0","0","180","385","Cyrville Community Centre"
"065","OTTAWA--VANIER","160","U","OTTAWA","0","3","12","30","16","0","0","0","61","215","Cyrville Community Centre"
"065","OTTAWA--VANIER","161","U","OTTAWA","2","1","22","63","53","1","0","0","142","334","Cyrville Community Centre"
"065","OTTAWA--VANIER","162","U","OTTAWA","3","0","15","48","28","0","0","0","94","256","Cyrville Community Centre"
"065","OTTAWA--VANIER","163","U","OTTAWA","7","0","28","54","57","1","0","0","147","410","École catholique des Pins"
"065","OTTAWA--VANIER","164","U","OTTAWA","3","3","24","46","41","0","0","0","117","300","John Paul II Catholic School"
"065","OTTAWA--VANIER","165","U","OTTAWA","5","2","18","77","53","1","0","0","156","378","John Paul II Catholic School"
"065","OTTAWA--VANIER","166","U","OTTAWA","6","2","19","63","47","0","0","0","137","375","John Paul II Catholic School"
"065","OTTAWA--VANIER","167","U","OTTAWA","5","6","40","81","65","1","0","0","198","460","John Paul II Catholic School"
"065","OTTAWA--VANIER","168","U","OTTAWA","6","3","32","73","65","0","0","0","179","430","École catholique des Pins"
"065","OTTAWA--VANIER","169","U","OTTAWA","5","1","27","56","51","0","0","0","140","397","École catholique des Pins"
"065","OTTAWA--VANIER","170","U","OTTAWA","7","2","37","85","53","0","0","0","184","450","École catholique des Pins"
"065","OTTAWA--VANIER","171","U","OTTAWA","0","1","33","34","21","0","0","0","89","355","École catholique des Pins"
"065","OTTAWA--VANIER","172","U","OTTAWA","3","1","34","58","43","0","0","0","139","358","Calvary Pentecostal Church"
"065","OTTAWA--VANIER","173","U","OTTAWA","2","2","40","64","51","0","1","0","160","489","Calvary Pentecostal Church"
"065","OTTAWA--VANIER","174","U","OTTAWA","1","0","19","20","13","0","0","0","53","127","Carson Grove Elementary School"
"065","OTTAWA--VANIER","175","U","OTTAWA","10","6","40","122","82","1","1","0","262","440","Carson Grove Elementary School"
"065","OTTAWA--VANIER","176","U","OTTAWA","8","0","10","81","43","1","0","0","143","254","Carson Grove Elementary School"
"065","OTTAWA--VANIER","177","U","OTTAWA","1","3","12","62","18","0","0","0","96","222","École élémentaire catholique Montfort"
"065","OTTAWA--VANIER","178","U","OTTAWA","9","1","21","56","33","0","0","0","120","425","Our Lady of Mount Carmel School"
"065","OTTAWA--VANIER","179","U","OTTAWA","4","3","25","54","46","0","0","0","132","518","Our Lady of Mount Carmel School"
"065","OTTAWA--VANIER","180","U","OTTAWA","2","1","27","63","55","0","0","0","148","319","Queen Elizabeth Public School"
"065","OTTAWA--VANIER","181","U","OTTAWA","6","1","29","72","38","0","0","0","146","407","Queen Elizabeth Public School"
"065","OTTAWA--VANIER","182","U","OTTAWA","7","1","23","46","43","0","0","0","120","416","Queen Elizabeth Public School"
"065","OTTAWA--VANIER","183","U","OTTAWA","10","0","24","137","48","1","2","0","222","492","École élémentaire catholique Montfort"
"065","OTTAWA--VANIER","184","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","185","U","OTTAWA","3","1","11","34","14","0","0","0","63","235","École élémentaire catholique Montfort"
"065","OTTAWA--VANIER","186","U","OTTAWA","6","4","7","60","41","0","1","0","119","388","College catholique Samuel Genest"
"065","OTTAWA--VANIER","187","U","OTTAWA","11","1","28","95","26","0","0","0","161","434","College catholique Samuel Genest"
"065","OTTAWA--VANIER","188","U","OTTAWA","2","2","18","23","22","0","0","0","67","252","Queen Elizabeth Public School"
"065","OTTAWA--VANIER","189","U","OTTAWA","6","0","22","41","31","1","0","0","101","350","Queen Elizabeth Public School"
"065","OTTAWA--VANIER","190","U","OTTAWA","0","2","22","39","27","1","0","0","91","321","Queen Elizabeth Public School"
"065","OTTAWA--VANIER","191","U","OTTAWA","7","4","34","114","46","1","0","0","206","401","St. Laurent Complex"
"065","OTTAWA--VANIER","192","U","OTTAWA","6","1","25","71","27","0","0","0","130","323","Eglise Notre Dame de Lourdes"
"065","OTTAWA--VANIER","193","U","OTTAWA","3","1","9","36","23","0","0","0","72","220","Eglise Notre Dame de Lourdes"
"065","OTTAWA--VANIER","194","U","OTTAWA","4","0","18","39","13","0","0","0","74","261","Brittany Park Recreation Center"
"065","OTTAWA--VANIER","195","U","OTTAWA","2","0","17","53","15","0","0","0","87","276","Brittany Park Recreation Center"
"065","OTTAWA--VANIER","196","U","OTTAWA","3","0","26","41","23","1","0","0","94","286","Eglise Notre Dame de Lourdes"
"065","OTTAWA--VANIER","197","U","OTTAWA","9","2","25","65","20","0","0","0","121","314","Montfort Manor Apartments"
"065","OTTAWA--VANIER","198","U","OTTAWA","3","7","17","39","56","0","0","0","122","280","College catholique Samuel Genest"
"065","OTTAWA--VANIER","199","U","OTTAWA","0","2","16","31","7","0","0","0","56","148","College catholique Samuel Genest"
"065","OTTAWA--VANIER","200","U","OTTAWA","2","1","20","33","21","0","0","0","77","213","École élémentaire catholique Montfort"
"065","OTTAWA--VANIER","201","U","OTTAWA","3","0","16","51","5","0","0","0","75","238","Glenn Haddrell Housing Cooperative"
"065","OTTAWA--VANIER","202","U","OTTAWA","5","1","19","43","39","0","0","0","107","352","Glenn Haddrell Housing Cooperative"
"065","OTTAWA--VANIER","203","U","OTTAWA","4","1","16","103","63","0","0","0","187","378","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","204","U","OTTAWA","7","0","34","103","73","1","0","0","218","407","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","205","U","OTTAWA","4","1","19","88","84","1","0","0","197","386","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","206","U","OTTAWA","2","2","24","73","62","1","0","0","164","323","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","207","U","OTTAWA","9","2","24","120","58","0","0","0","213","423","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","208","U","OTTAWA","5","1","21","120","56","0","1","0","204","379","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","209","U","OTTAWA","4","0","23","109","69","0","0","0","205","419","Colonel By Secondary School"
"065","OTTAWA--VANIER","210","U","OTTAWA","2","0","6","95","50","0","0","0","153","351","Colonel By Secondary School"
"065","OTTAWA--VANIER","211","U","OTTAWA","8","0","17","81","77","1","0","1","185","359","Colonel By Secondary School"
"065","OTTAWA--VANIER","212","U","OTTAWA","9","1","28","94","69","0","1","0","202","363","Colonel By Secondary School"
"065","OTTAWA--VANIER","213","U","OTTAWA","9","0","33","82","101","0","0","0","225","414","École élémentaire catholique la Verendrye"
"065","OTTAWA--VANIER","214","U","GLOUCESTER","9","1","24","90","76","0","0","0","200","384","Annunciation of the Lord Parish"
"065","OTTAWA--VANIER","215","U","GLOUCESTER","6","1","20","75","52","0","0","1","155","282","Annunciation of the Lord Parish"
"065","OTTAWA--VANIER","216","U","GLOUCESTER","0","2","10","56","35","0","0","0","103","217","Annunciation of the Lord Parish"
"065","OTTAWA--VANIER","217","U","GLOUCESTER","8","7","26","48","39","0","0","0","128","314","Annunciation of the Lord Parish"
"065","OTTAWA--VANIER","218","U","GLOUCESTER","2","6","28","91","42","0","0","0","169","379","Annunciation of the Lord Parish"
"065","OTTAWA--VANIER","219","U","GLOUCESTER","7","5","39","59","67","0","0","0","177","392","Annunciation of the Lord Parish"
"065","OTTAWA--VANIER","220","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","221","U","OTTAWA","13","3","37","57","67","1","0","0","178","451","Colonel By Secondary School"
"065","OTTAWA--VANIER","222","U","OTTAWA","3","3","10","33","22","1","0","0","72","330","Colonel By Secondary School"
"065","OTTAWA--VANIER","223","U","OTTAWA","6","2","20","120","43","0","0","0","191","360","Colonel By Secondary School"
"065","OTTAWA--VANIER","400","U","OTTAWA","0","2","9","17","16","0","0","0","44","208","Colonel By Secondary School"
"065","OTTAWA--VANIER","401","U","OTTAWA","5","1","9","34","17","0","0","0","66","122","The Lancaster"
"065","OTTAWA--VANIER","402","U","OTTAWA","1","3","31","58","47","0","0","0","140","219","North Ridge Carleton Condominiums"
"065","OTTAWA--VANIER","403","U","OTTAWA","7","4","24","59","52","1","0","0","147","354","Concorde Apartments"
"065","OTTAWA--VANIER","404","U","OTTAWA","6","6","54","158","134","2","1","0","361","499","Crosswind Apartments"
