"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","HUNT","MACMICHAEL","ORAZIETTI","ROSS","TURNER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"079","SAULT STE. MARIE","030","U","SAULT STE MARIE","0","2","126","38","25","3","0","0","194","411","St. John Catholic School"
"079","SAULT STE. MARIE","031","U","SAULT STE MARIE","0","0","74","46","18","1","0","0","139","357","Isabel Fletcher Public School"
"079","SAULT STE. MARIE","032","U","SAULT STE MARIE","0","1","138","37","12","0","0","1","189","344","Our Lady of Lourdes Catholic School"
"079","SAULT STE. MARIE","033","U","SAULT STE MARIE","3","2","146","63","16","3","0","0","233","446","Our Lady of Lourdes Catholic School"
"079","SAULT STE. MARIE","034","U","SAULT STE MARIE","2","2","59","55","13","1","0","0","132","431","Korah Collegiate"
"079","SAULT STE. MARIE","035","U","SAULT STE MARIE","0","1","79","36","18","0","0","0","134","357","Greenwood Public School"
"079","SAULT STE. MARIE","036","U","SAULT STE MARIE","1","6","68","187","33","1","0","0","296","392","Greenwood Public School"
"079","SAULT STE. MARIE","037","U","SAULT STE MARIE","0","4","104","62","37","0","0","0","207","437","Riuniti Hall"
"079","SAULT STE. MARIE","038","U","SAULT STE MARIE","2","5","78","57","24","0","0","0","166","386","Riuniti Hall"
"079","SAULT STE. MARIE","039","U","SAULT STE MARIE","1","6","138","58","39","2","0","0","244","511","Riuniti Hall"
"079","SAULT STE. MARIE","040","U","SAULT STE MARIE","1","3","142","63","33","8","0","0","250","529","Greenwood Public School"
"079","SAULT STE. MARIE","041","U","SAULT STE MARIE","0","1","137","24","16","0","0","2","180","316","Kiwedin Public School"
"079","SAULT STE. MARIE","042","U","SAULT STE MARIE","4","1","49","42","18","1","0","0","115","340","Kiwedin Public School"
"079","SAULT STE. MARIE","043","U","SAULT STE MARIE","1","2","162","39","28","2","1","1","236","412","Kiwedin Public School"
"079","SAULT STE. MARIE","044","U","SAULT STE MARIE","0","1","125","57","11","0","0","0","194","413","Kiwedin Public School"
"079","SAULT STE. MARIE","045","U","SAULT STE MARIE","1","2","139","39","18","1","0","0","200","366","Croation Hall"
"079","SAULT STE. MARIE","046","U","SAULT STE MARIE","1","4","100","53","17","0","0","0","175","329","Croation Hall"
"079","SAULT STE. MARIE","047","U","SAULT STE MARIE","0","4","52","29","18","0","0","0","103","306","Croation Hall"
"079","SAULT STE. MARIE","048","U","SAULT STE MARIE","1","3","63","62","15","0","0","0","144","428","Croation Hall"
"079","SAULT STE. MARIE","049","U","SAULT STE MARIE","1","4","97","49","22","2","0","0","175","346","Northern Heights Public School"
"079","SAULT STE. MARIE","050","U","SAULT STE MARIE","2","5","57","71","13","2","0","0","150","431","Marconi Hall"
"079","SAULT STE. MARIE","051","U","SAULT STE MARIE","0","4","96","94","17","0","0","0","211","471","Holy Angels Learning Centre"
"079","SAULT STE. MARIE","052","U","SAULT STE MARIE","0","2","55","47","4","2","0","0","110","409","Marconi Hall"
"079","SAULT STE. MARIE","053","U","SAULT STE MARIE","0","6","50","73","8","1","0","1","139","420","Marconi Hall"
"079","SAULT STE. MARIE","054","U","SAULT STE MARIE","2","3","29","58","7","0","0","0","99","433","Marconi Hall"
"079","SAULT STE. MARIE","055","U","SAULT STE MARIE","1","0","42","33","6","0","0","0","82","207","Station 49 Seniors Residence"
"079","SAULT STE. MARIE","056","U","SAULT STE MARIE","3","3","49","49","11","1","0","0","116","391","Marconi Hall"
"079","SAULT STE. MARIE","057","U","SAULT STE MARIE","0","5","40","66","10","0","1","0","122","431","Holy Angels Learning Centre"
"079","SAULT STE. MARIE","058","U","SAULT STE MARIE","0","1","66","71","12","3","0","0","153","456","Holy Angels Learning Centre"
"079","SAULT STE. MARIE","059","U","SAULT STE MARIE","1","0","28","35","5","0","0","0","69","384","Seniors Drop-In Centre"
"079","SAULT STE. MARIE","060","U","SAULT STE MARIE","2","0","107","46","14","0","0","0","169","313","Northern Heights Public School"
"079","SAULT STE. MARIE","061","U","SAULT STE MARIE","2","3","144","64","30","2","0","0","245","434","Northern Heights Public School"
"079","SAULT STE. MARIE","062","U","SAULT STE MARIE","2","2","144","40","23","0","0","0","211","371","St. Marys Ukranian Catholic Church"
"079","SAULT STE. MARIE","063","U","SAULT STE MARIE","1","4","59","61","14","1","0","0","140","398","St. Marys Ukranian Catholic Church"
"079","SAULT STE. MARIE","064","U","SAULT STE MARIE","2","5","52","66","12","2","0","0","139","404","St. Marys Ukranian Catholic Church"
"079","SAULT STE. MARIE","065","U","SAULT STE MARIE","0","4","86","76","21","1","0","0","188","488","St. Andrew's United Church"
"079","SAULT STE. MARIE","066","U","SAULT STE MARIE","0","1","46","37","8","0","0","0","92","410","St. Andrew's United Church"
"079","SAULT STE. MARIE","067","U","SAULT STE MARIE","4","7","48","66","13","1","0","0","139","373","St. Andrew's United Church"
"079","SAULT STE. MARIE","068","U","SAULT STE MARIE","0","2","74","57","19","0","0","1","153","371","Zion Lutheran Church"
"079","SAULT STE. MARIE","069A","U","SAULT STE MARIE","0","2","99","43","15","0","0","0","159","340","Zion Lutheran Church"
"079","SAULT STE. MARIE","069B","U","SAULT STE MARIE","0","3","89","50","10","1","0","0","153","335","Zion Lutheran Church"
"079","SAULT STE. MARIE","070","U","SAULT STE MARIE","3","5","105","57","23","1","0","0","194","388","Queen Elizabeth Public School"
"079","SAULT STE. MARIE","071","U","SAULT STE MARIE","1","3","78","42","18","0","0","0","142","478","Zion Lutheran Church"
"079","SAULT STE. MARIE","072","U","SAULT STE MARIE","3","5","166","43","20","0","0","0","237","570","St. Bernadette School"
"079","SAULT STE. MARIE","073","U","SAULT STE MARIE","1","3","60","43","10","1","0","0","118","328","St. Andrew's United Church"
"079","SAULT STE. MARIE","074","U","SAULT STE MARIE","0","6","62","29","15","0","0","0","112","335","St. Marys Ukranian Catholic Church"
"079","SAULT STE. MARIE","075","U","SAULT STE MARIE","2","3","67","40","9","0","0","0","121","330","St. Marys Ukranian Catholic Church"
"079","SAULT STE. MARIE","076","U","SAULT STE MARIE","3","2","81","34","18","0","1","0","139","322","St. Bernadette School"
"079","SAULT STE. MARIE","077","U","SAULT STE MARIE","2","5","49","70","14","1","0","0","141","385","Rosedale Public School"
"079","SAULT STE. MARIE","078","U","SAULT STE MARIE","0","2","18","22","5","0","0","0","47","245","Rosedale Public School"
"079","SAULT STE. MARIE","079","U","SAULT STE. MARIE","2","3","85","48","18","1","0","0","157","318","St. Gerard Majella Church"
"079","SAULT STE. MARIE","080","U","SAULT STE. MARIE","0","2","100","45","18","0","0","0","165","360","Free Methodist Church"
"079","SAULT STE. MARIE","081","U","SAULT STE MARIE","1","2","71","56","17","0","0","0","147","516","Rosedale Public School"
"079","SAULT STE. MARIE","082","U","SAULT STE. MARIE","1","2","96","38","15","0","0","0","152","334","St. Gerard Majella Church"
"079","SAULT STE. MARIE","083","U","SAULT STE MARIE","1","4","69","49","14","0","0","0","137","350","St. Paul Catholic School"
"079","SAULT STE. MARIE","084","U","SAULT STE. MARIE","1","2","163","43","22","0","0","0","231","421","St. Gerard Majella Church"
"079","SAULT STE. MARIE","085","U","SAULT STE MARIE","0","3","133","49","15","0","0","0","200","419","St. Paul Catholic School"
"079","SAULT STE. MARIE","086","U","SAULT STE MARIE","2","3","79","49","27","0","0","0","160","373","St. Paul Catholic School"
"079","SAULT STE. MARIE","087","U","SAULT STE MARIE","1","2","63","38","18","0","1","0","123","309","Cara Community"
"079","SAULT STE. MARIE","088","U","SAULT STE MARIE","1","5","65","51","19","0","0","0","141","479","Cara Community"
"079","SAULT STE. MARIE","089","U","SAULT STE MARIE","0","5","92","57","20","0","0","0","174","430","Tarentorus Public School"
"079","SAULT STE. MARIE","090","U","SAULT STE MARIE","0","5","97","44","30","0","0","0","176","403","Tarentorus Public School"
"079","SAULT STE. MARIE","091","U","SAULT STE MARIE","3","5","180","24","26","1","0","0","239","484","Tarentorus Public School"
"079","SAULT STE. MARIE","092","U","SAULT STE MARIE","0","6","64","61","17","0","0","0","148","426","Cara Community"
"079","SAULT STE. MARIE","093","U","SAULT STE MARIE","0","0","0","1","1","0","0","0","2","173","Cara Community"
"079","SAULT STE. MARIE","094","U","SAULT STE MARIE","2","1","90","37","15","0","0","0","145","401","Cara Community"
"079","SAULT STE. MARIE","095","U","SAULT STE. MARIE","0","2","123","40","13","0","0","0","178","366","Free Methodist Church"
"079","SAULT STE. MARIE","096","U","SAULT STE. MARIE","2","1","127","31","40","0","0","0","201","441","Free Methodist Church"
"079","SAULT STE. MARIE","097","U","SAULT STE MARIE","1","5","100","93","29","0","0","0","228","466","Batchewana Learning Centre"
"079","SAULT STE. MARIE","098","U","SAULT STE MARIE","1","2","69","80","21","0","0","0","173","462","Batchewana Learning Centre"
"079","SAULT STE. MARIE","099","U","SAULT STE MARIE","0","1","50","21","13","0","0","0","85","261","River View Public School"
"079","SAULT STE. MARIE","100","U","SAULT STE MARIE","0","2","132","31","15","0","0","0","180","395","River View Public School"
"079","SAULT STE. MARIE","101","U","SAULT STE MARIE","3","7","99","30","31","0","0","0","170","360","River View Public School"
"079","SAULT STE. MARIE","102","U","SAULT STE MARIE","0","3","115","51","18","0","1","0","188","354","River View Public School"
"079","SAULT STE. MARIE","103","U","SAULT STE MARIE","2","2","133","36","26","2","0","0","201","371","St. Bernadette School"
"079","SAULT STE. MARIE","104","U","SAULT STE MARIE","1","1","90","47","19","1","0","0","159","372","John Rhodes Community Centre"
"079","SAULT STE. MARIE","105","U","SAULT STE MARIE","0","3","70","66","16","0","0","0","155","498","John Rhodes Community Centre"
"079","SAULT STE. MARIE","106","U","SAULT STE MARIE","0","2","41","46","15","0","0","0","104","356","River View Public School"
"079","SAULT STE. MARIE","107","U","SAULT STE MARIE","0","3","91","47","14","0","0","0","155","348","Queen Elizabeth Public School"
"079","SAULT STE. MARIE","108","U","SAULT STE MARIE","1","3","111","38","15","0","0","0","168","343","Queen Elizabeth Public School"
"079","SAULT STE. MARIE","109","U","SAULT STE MARIE","1","5","139","58","19","0","0","0","222","520","John Rhodes Community Centre"
"079","SAULT STE. MARIE","110","U","SAULT STE MARIE","3","8","105","41","17","0","0","0","174","353","John Rhodes Community Centre"
"079","SAULT STE. MARIE","111","U","SAULT STE MARIE","0","0","114","33","23","0","0","0","170","382","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","112","U","SAULT STE MARIE","0","7","2","10","3","1","0","0","23","41","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","113","U","SAULT STE MARIE","1","4","154","33","28","0","0","1","221","487","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","114","U","SAULT STE MARIE","2","2","60","31","17","0","0","0","112","293","Eastview Public School"
"079","SAULT STE. MARIE","115","U","SAULT STE MARIE","0","1","68","37","25","0","0","0","131","297","Eastview Public School"
"079","SAULT STE. MARIE","116","U","SAULT STE MARIE","0","3","80","61","12","0","1","1","158","474","Eastview Public School"
"079","SAULT STE. MARIE","117","U","SAULT STE MARIE","3","1","116","68","16","1","2","0","207","391","Eastview Public School"
"079","SAULT STE. MARIE","118","U","SAULT STE MARIE","1","3","32","28","7","0","0","0","71","290","Eastview Public School"
"079","SAULT STE. MARIE","119","U","SAULT STE MARIE","0","2","58","25","7","0","0","0","92","285","Batchewana Learning Centre"
"079","SAULT STE. MARIE","120","U","SAULT STE MARIE","4","6","91","41","17","2","0","0","161","419","Batchewana Learning Centre"
"079","SAULT STE. MARIE","121","U","SAULT STE MARIE","0","4","143","40","18","0","0","0","205","467","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","122","U","SAULT STE MARIE","0","5","120","33","29","0","0","1","188","410","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","123","U","SAULT STE MARIE","0","2","127","41","18","0","11","0","199","367","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","124","U","SAULT STE MARIE","1","4","106","22","27","1","0","0","161","340","Grand View Public School"
"079","SAULT STE. MARIE","125","U","SAULT STE MARIE","1","3","126","23","34","0","0","0","187","393","Grand View Public School"
"079","SAULT STE. MARIE","126","U","SAULT STE MARIE","0","4","128","45","18","1","1","0","197","429","Grand View Public School"
"079","SAULT STE. MARIE","127","U","SAULT STE MARIE","2","4","159","43","25","0","0","0","233","436","Grand View Public School"
"079","SAULT STE. MARIE","128","U","SAULT STE MARIE","1","1","71","51","13","0","0","0","137","407","Grand View Public School"
"079","SAULT STE. MARIE","129","U","SAULT STE MARIE","2","1","96","44","14","0","0","0","157","368","Parkland Public School"
"079","SAULT STE. MARIE","130","U","SAULT STE MARIE","1","1","110","50","24","0","0","0","186","392","Parkland Public School"
"079","SAULT STE. MARIE","131","U","SAULT STE MARIE","0","6","87","61","20","0","0","0","174","413","Parkland Public School"
"079","SAULT STE. MARIE","132","U","SAULT STE MARIE","2","2","126","62","31","0","0","0","223","442","Parkland Public School"
"079","SAULT STE. MARIE","133","U","SAULT STE MARIE","1","5","78","48","16","0","0","0","148","366","Parkland Public School"
"079","SAULT STE. MARIE","134","U","SAULT STE MARIE","0","3","63","61","17","0","0","0","144","350","St. Mary`S Elementary School"
"079","SAULT STE. MARIE","135","U","SAULT STE MARIE","1","3","62","45","14","0","0","0","125","345","St. Mary`S Elementary School"
"079","SAULT STE. MARIE","136","U","SAULT STE MARIE","5","3","59","47","29","0","0","0","143","398","St. Mary`S Elementary School"
"079","SAULT STE. MARIE","137","U","SAULT STE MARIE","0","5","68","33","25","1","0","0","132","357","St. Mary`S Elementary School"
"079","SAULT STE. MARIE","138","U","SAULT STE MARIE","1","5","80","80","10","0","0","0","176","394","Pinewood Public School"
"079","SAULT STE. MARIE","139","U","SAULT STE MARIE","2","2","97","54","34","0","0","0","189","407","Pinewood Public School"
"079","SAULT STE. MARIE","140","U","SAULT STE MARIE","2","0","89","45","27","0","1","0","164","363","Pinewood Public School"
"079","SAULT STE. MARIE","141","U","SAULT STE MARIE","1","3","27","61","21","0","1","0","114","604","St. Mary`S Elementary School"
"079","SAULT STE. MARIE","142","U","SAULT STE MARIE","2","3","126","39","25","0","0","0","195","397","Pinewood Public School"
"079","SAULT STE. MARIE","143","U","SAULT STE MARIE","0","3","50","32","18","0","0","0","103","325","Pinewood Public School"
"079","SAULT STE. MARIE","400","U","SAULT STE MARIE","0","0","46","42","5","1","0","0","94","144","Columbus Club Apartment(s)"
"079","SAULT STE. MARIE","401","U","SAULT STE MARIE","2","0","64","26","15","0","1","0","108","157","Campbell Place Apartment(s)"
"079","SAULT STE. MARIE","402","U","SAULT STE MARIE","0","2","54","16","11","0","0","0","83","151","Harbourview Condominium(s)"
"079","SAULT STE. MARIE","403","U","SAULT STE MARIE","0","0","54","12","14","0","0","0","80","134","St. Bernards Condominium(s)"
"079","SAULT STE. MARIE","700","U","SAULT STE MARIE",".......................COMBINED WITH POLL 701.......................","","","","","","","","","","Mauno Kaihla Koti/ St. Gregory's"
"079","SAULT STE. MARIE","701","U","SAULT STE MARIE","1","0","10","18","3","0","0","0","32","71","Mauno Kaihla Koti/ St. Gregory's"
"079","SAULT STE. MARIE","702","U","SAULT STE MARIE","0","1","28","26","14","1","0","0","70","148","Finnish Rest Home #2"
"079","SAULT STE. MARIE","703","U","SAULT STE MARIE","2","1","51","44","10","0","0","0","108","146","Ontario Finnish Resthome #1"
"079","SAULT STE. MARIE","704","U","SAULT STE MARIE","1","0","13","10","3","1","0","0","28","159","Extendicare/Van Daele Manor"
"079","SAULT STE. MARIE","705","U","SAULT STE MARIE",".......................COMBINED WITH POLL 710.......................","","","","","","","","","","Sah - Queen / St. Georges Seniors"
"079","SAULT STE. MARIE","706","U","SAULT STE MARIE","0","0","51","19","13","0","0","0","83","126","Collegiate Heights Retirement Home"
"079","SAULT STE. MARIE","707","U","SAULT STE MARIE","0","1","28","25","9","0","0","0","63","208","Seniors Drop-In Centre"
"079","SAULT STE. MARIE","708","U","SAULT STE MARIE",".......................COMBINED WITH POLL 715.......................","","","","","","","","","","Sah Grt Northern / Villa Santa Maria"
"079","SAULT STE. MARIE","709","U","SAULT STE MARIE","0","3","25","34","5","0","0","0","67","141","70 East Street Senior's Apartments"
"079","SAULT STE. MARIE","710","U","SAULT STE MARIE","3","3","25","23","5","0","1","0","60","134","Sah - Queen / St. Georges Seniors"
"079","SAULT STE. MARIE","711","U","SAULT STE MARIE","0","0","21","12","2","1","2","0","38","80","Extendacare Tendercare Nursing Home"
"079","SAULT STE. MARIE","712","U","SAULT STE MARIE","0","1","60","24","8","2","0","0","95","161","Great Northern Retirement Home"
"079","SAULT STE. MARIE","713","U","SAULT STE MARIE","1","7","72","34","18","2","2","0","136","417","F. J. Davey Home"
"079","SAULT STE. MARIE","714","U","SAULT STE MARIE","1","4","23","9","4","4","0","0","45","114","Great Northern Nursing Centre"
"079","SAULT STE. MARIE","715","U","SAULT STE MARIE","0","1","36","5","7","0","0","0","49","79","Sah Grt Northern / Villa Santa Maria"
"079","SAULT STE. MARIE","716","U","SAULT STE MARIE","0","1","44","18","6","3","2","0","74","144","Pathways Retirement Residence"
"079","SAULT STE. MARIE","ADV001","U","SAULT STE MARIE","6","20","839","459","249","1","1","1","1576","0","Returning Office / Bureau du directeur du scrutin"
"079","SAULT STE. MARIE","ADV002","U","SAULT STE. MARIE","4","6","247","229","51","1","0","3","541","0","Special Ballot Voting / Vote par bulletin spécial"
"079","SAULT STE. MARIE","ADV003","U","SAULT STE MARIE","2","5","438","247","91","1","0","0","784","0","St. Andrew's United Church"
"079","SAULT STE. MARIE","ADV004","U","SAULT STE MARIE","2","10","251","116","54","0","0","0","433","0","Seniors Drop-In Centre"
"079","SAULT STE. MARIE","ADV005","U","SAULT STE MARIE","2","7","348","179","90","2","5","1","634","0","Cara Community"
"079","SAULT STE. MARIE","ADV006","U","SAULT STE MARIE","1","4","178","110","58","1","0","0","352","0","Bethany Baptist Church"
"079","SAULT STE. MARIE","ADV007","U","SAULT STE MARIE","1","1","157","54","32","0","0","0","245","0","George Leach Centre, Algoma University"
"079","SAULT STE. MARIE","ADV008","U","SAULT STE MARIE","0","3","40","38","9","0","0","0","90","0","Sault College Of Applied Arts And Technology"
"TOTALS:","","","","","172","519","16109","9037","3477","94","39","14","29461","59698",""
