"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","MAIN","MITCHELL","ROBERTSON","SCHNURR","THOMPSON","VALENTA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"034","HURON--BRUCE","019","U","PORT ELGIN","1","85","48","6","82","2","0","0","0","224","445","Port Elgin Saugeen Central School"
"034","HURON--BRUCE","020","U","PORT ELGIN","1","91","29","1","79","1","0","0","0","202","398","Port Elgin Saugeen Central School"
"034","HURON--BRUCE","021","U","PORT ELGIN","7","47","24","1","66","1","0","2","0","148","342","Port Elgin Fire Hall"
"034","HURON--BRUCE","022","U","PORT ELGIN","2","60","29","0","68","0","1","0","0","160","372","Port Elgin Saugeen Central School"
"034","HURON--BRUCE","023","U","PORT ELGIN","9","72","54","2","107","1","0","0","0","245","478","Port Elgin Fire Hall"
"034","HURON--BRUCE","024","U","PORT ELGIN","5","65","21","0","96","1","0","1","0","189","342","Port Elgin Saugeen Central School"
"034","HURON--BRUCE","025","U","TIVERTON","4","49","40","3","80","1","0","0","0","177","278","Bruce Township Community Centre"
"034","HURON--BRUCE","026","U","TIVERTON","4","44","44","2","90","1","0","1","0","186","338","Bruce Township Community Centre"
"034","HURON--BRUCE","027","U","TIVERTON","3","29","27","0","56","0","1","0","0","116","168","Bruce Township Community Centre"
"034","HURON--BRUCE","028","U","TIVERTON","1","46","38","1","41","0","0","0","0","127","262","Whitney Crawford Community Centre"
"034","HURON--BRUCE","029","U","TIVERTON","3","52","31","2","73","0","0","0","0","161","332","Whitney Crawford Community Centre"
"034","HURON--BRUCE","030","U","TIVERTON","1","89","46","2","97","0","0","0","0","235","431","Whitney Crawford Community Centre"
"034","HURON--BRUCE","031","U","TIVERTON","3","24","35","1","59","0","0","0","0","122","229","Whitney Crawford Community Centre"
"034","HURON--BRUCE","032","U","CARGILL","3","65","59","3","99","2","2","0","0","233","332","Cargill District Community Building"
"034","HURON--BRUCE","033","U","CHEPSTOW","0","67","49","16","48","0","1","0","0","181","349","Chepstow Community Hall"
"034","HURON--BRUCE","034","U","CHEPSTOW","0","39","35","10","55","1","1","0","0","141","273","Chepstow Community Hall"
"034","HURON--BRUCE","035","U","KINCARDINE","4","41","35","6","71","2","0","0","1","160","248","Armow Hall"
"034","HURON--BRUCE","036","U","KINCARDINE","3","66","43","2","48","0","0","0","0","162","423","Kincardine Administration Centre"
"034","HURON--BRUCE","037","U","KINCARDINE","2","45","25","0","50","1","2","0","0","125","205","Davidson Centre"
"034","HURON--BRUCE","038","U","KINCARDINE","4","52","30","1","47","1","2","0","0","137","306","Kincardine Administration Centre"
"034","HURON--BRUCE","039","U","KINCARDINE","3","77","30","0","58","1","0","1","0","170","319","Royal Canadian Legion Branch #183"
"034","HURON--BRUCE","040","U","KINCARDINE","3","59","36","3","59","2","0","0","0","162","375","Royal Canadian Legion Branch #183"
"034","HURON--BRUCE","041","U","KINCARDINE","1","66","27","4","61","2","1","0","0","162","357","Davidson Centre"
"034","HURON--BRUCE","042","U","KINCARDINE","5","51","25","1","42","0","0","1","0","125","349","Royal Canadian Legion Branch #183"
"034","HURON--BRUCE","043","U","KINCARDINE","0","40","14","0","60","2","0","1","0","117","283","Davidson Centre"
"034","HURON--BRUCE","044","U","KINCARDINE","0","45","33","5","37","4","0","0","0","124","282","Royal Canadian Legion Branch #183"
"034","HURON--BRUCE","045","U","KINCARDINE","1","67","38","1","51","0","0","2","0","160","396","Davidson Centre"
"034","HURON--BRUCE","046","U","KINCARDINE","1","57","36","2","54","1","0","0","0","151","307","Davidson Centre"
"034","HURON--BRUCE","047","U","KINCARDINE","1","74","37","0","37","1","0","0","0","150","310","Royal Canadian Legion Branch #183"
"034","HURON--BRUCE","048","U","KINCARDINE","1","86","34","1","47","2","1","0","0","172","385","Davidson Centre"
"034","HURON--BRUCE","049","U","KINCARDINE","3","64","39","0","46","0","1","0","0","153","311","Davidson Centre"
"034","HURON--BRUCE","050","U","KINCARDINE","1","73","31","1","71","1","1","0","1","180","397","Davidson Centre"
"034","HURON--BRUCE","051","U","KINCARDINE","2","44","26","0","54","1","1","0","0","128","345","Royal Canadian Legion Branch #183"
"034","HURON--BRUCE","052","U","KINCARDINE","2","77","76","0","54","0","0","0","0","209","399","Davidson Centre"
"034","HURON--BRUCE","053","U","KINCARDINE","4","68","40","0","72","0","1","0","0","185","412","Davidson Centre"
"034","HURON--BRUCE","054","U","RIPLEY","2","60","41","2","135","0","0","0","0","240","498","Point Clark Community Centre"
"034","HURON--BRUCE","055","U","RIPLEY","5","40","18","2","58","1","0","0","0","124","245","Point Clark Community Centre"
"034","HURON--BRUCE","056","U","RIPLEY","2","46","34","1","90","0","0","0","0","173","251","Ripley Huron Arena"
"034","HURON--BRUCE","057","U","RIPLEY","1","22","21","2","53","0","1","0","0","100","240","Ripley Huron Arena"
"034","HURON--BRUCE","058","U","LUCKNOW","1","32","16","1","54","1","0","0","0","105","202","Lucknow District Community Centre"
"034","HURON--BRUCE","059","U","RIPLEY","5","100","66","3","140","1","1","0","0","316","567","Point Clark Community Centre"
"034","HURON--BRUCE","060","U","RIPLEY","6","60","56","0","107","0","0","0","0","229","365","Point Clark Community Centre"
"034","HURON--BRUCE","061","U","LUCKNOW","4","33","43","2","73","0","0","0","0","155","258","Lucknow District Community Centre"
"034","HURON--BRUCE","062","U","LUCKNOW","4","57","45","2","77","1","0","0","0","186","309","Lucknow District Community Centre"
"034","HURON--BRUCE","063","U","LUCKNOW","7","67","56","2","126","0","0","0","0","258","436","Lucknow District Community Centre"
"034","HURON--BRUCE","064","U","RIPLEY","5","100","73","0","121","3","0","1","0","303","501","Ripley Huron Arena"
"034","HURON--BRUCE","065","U","LUCKNOW","0","24","21","1","51","2","0","0","0","99","216","Lucknow District Community Centre"
"034","HURON--BRUCE","066","U","TEESWATER","4","29","31","0","76","0","1","0","0","141","224","Teeswater Culross Community Centre"
"034","HURON--BRUCE","067","U","FORMOSA","2","47","31","12","54","0","1","0","0","147","257","Formosa Community Memorial Hall"
"034","HURON--BRUCE","068","U","TEESWATER","1","41","30","13","128","2","0","0","0","215","319","Teeswater Culross Community Centre"
"034","HURON--BRUCE","069","U","TEESWATER","2","70","25","5","124","1","1","0","0","228","414","Teeswater Culross Community Centre"
"034","HURON--BRUCE","070","U","TEESWATER","2","33","41","5","147","1","1","0","0","230","395","Teeswater Culross Community Centre"
"034","HURON--BRUCE","071","U","CARGILL","4","30","34","6","74","0","0","0","0","148","318","Cargill District Community Building"
"034","HURON--BRUCE","072","U","CARGILL","3","39","29","3","73","0","0","0","0","147","248","Cargill District Community Building"
"034","HURON--BRUCE","073","U","WALKERTON","2","35","29","18","52","0","1","0","0","137","222","Walkerton Agricultural Hall"
"034","HURON--BRUCE","074","U","WALKERTON","8","55","97","12","73","1","0","0","0","246","319","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","075","U","WALKERTON","2","52","35","4","84","0","0","0","0","177","274","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","076","U","WALKERTON","4","53","45","6","51","1","0","0","0","160","254","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","077","U","WALKERTON","6","53","31","4","39","0","0","0","0","133","389","Walkerton Public Library"
"034","HURON--BRUCE","078","U","WALKERTON","6","83","80","4","79","0","1","0","0","253","528","Walkerton Agricultural Hall"
"034","HURON--BRUCE","079","U","WALKERTON","7","45","51","4","39","2","1","0","0","149","360","Walkerton Agricultural Hall"
"034","HURON--BRUCE","080","U","WALKERTON","12","72","73","10","59","2","0","0","0","228","421","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","081","U","WALKERTON","3","52","25","5","52","0","1","0","2","140","353","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","082","U","WALKERTON","4","75","60","1","66","0","0","2","0","208","432","Walkerton Agricultural Hall"
"034","HURON--BRUCE","083","U","WALKERTON","3","54","47","6","47","1","0","0","1","159","376","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","084","U","WALKERTON","6","87","63","2","90","0","0","0","0","248","451","Royal Canadian Legion Branch #102"
"034","HURON--BRUCE","085","U","MILDMAY","3","32","25","11","37","0","2","0","0","110","246","Mildmay-Carrick Recreation Complex"
"034","HURON--BRUCE","086","U","MILDMAY","1","32","20","5","67","1","2","0","0","128","215","Mildmay-Carrick Recreation Complex"
"034","HURON--BRUCE","087","U","WALKERTON","2","46","47","0","45","1","0","0","0","141","363","Walkerton Public Library"
"034","HURON--BRUCE","088","U","FORMOSA","2","54","45","15","47","0","2","0","0","165","307","Formosa Community Memorial Hall"
"034","HURON--BRUCE","089","U","MILDMAY","6","36","51","8","45","1","0","1","0","148","245","Mildmay-Carrick Recreation Complex"
"034","HURON--BRUCE","090","U","MILDMAY","1","62","44","14","59","3","0","0","0","183","309","Mildmay-Carrick Recreation Complex"
"034","HURON--BRUCE","091","U","MILDMAY","2","81","47","7","76","1","0","1","0","215","402","Mildmay-Carrick Recreation Complex"
"034","HURON--BRUCE","092","U","MILDMAY","5","82","68","6","100","0","0","0","0","261","425","Mildmay-Carrick Recreation Complex"
"034","HURON--BRUCE","093","U","WROXETER","6","71","38","2","114","0","1","0","0","232","444","Belmore Library"
"034","HURON--BRUCE","094","U","FORDWICH","2","39","23","6","65","0","0","0","0","135","294","Fordwich Village Nursing Home"
"034","HURON--BRUCE","095","U","FORDWICH","8","69","64","8","120","1","1","0","0","271","513","Fordwich Village Nursing Home"
"034","HURON--BRUCE","096","U","GORRIE","0","45","22","8","75","1","0","0","0","151","278","Howick Fire Station - Gorrie"
"034","HURON--BRUCE","097","U","GORRIE","2","65","45","1","109","1","1","1","0","225","413","Howick Fire Station - Gorrie"
"034","HURON--BRUCE","098","U","WROXETER","1","46","73","4","134","3","1","0","0","262","470","Wroxeter Hall"
"034","HURON--BRUCE","099","U","BLUEVALE","3","39","33","0","91","3","1","0","0","170","369","Bluevale Community Hall"
"034","HURON--BRUCE","100","U","WINGHAM","6","115","37","3","109","0","0","0","0","270","498","Wingham Columbus Centre"
"034","HURON--BRUCE","101","U","WINGHAM","4","42","27","1","54","1","0","0","0","129","333","Wingham Columbus Centre"
"034","HURON--BRUCE","102","U","WINGHAM","5","20","13","0","31","1","0","0","0","70","191","Wingham Columbus Centre"
"034","HURON--BRUCE","103","U","WINGHAM","1","13","10","2","29","0","0","0","0","55","163","Wingham Columbus Centre"
"034","HURON--BRUCE","104","U","WINGHAM","5","62","27","1","78","0","0","0","0","173","313","Wingham Columbus Centre"
"034","HURON--BRUCE","105","U","WINGHAM","4","66","38","0","75","0","0","0","0","183","371","Wingham Columbus Centre"
"034","HURON--BRUCE","106","U","WINGHAM","4","31","24","1","48","1","0","0","0","109","296","Wingham Columbus Centre"
"034","HURON--BRUCE","107","U","WINGHAM","0","50","28","4","68","1","1","0","0","152","358","Wingham Columbus Centre"
"034","HURON--BRUCE","108","U","WINGHAM","2","36","19","1","70","0","0","1","0","129","256","Wingham Columbus Centre"
"034","HURON--BRUCE","109","U","LUCKNOW","1","76","55","3","136","3","0","0","0","274","540","Lucknow District Community Centre"
"034","HURON--BRUCE","110","U","LUCKNOW","1","21","32","0","43","0","2","0","0","99","179","Lucknow District Community Centre"
"034","HURON--BRUCE","111","U","BELGRAVE","3","53","31","5","117","2","1","0","0","212","385","Belgrave Community Centre"
"034","HURON--BRUCE","112","U","BLUEVALE","4","43","27","2","77","1","0","0","0","154","312","Bluevale Community Hall"
"034","HURON--BRUCE","113","U","ETHEL","1","32","18","0","50","1","0","0","0","102","257","Grey Central Public School"
"034","HURON--BRUCE","114","U","ETHEL","3","45","36","1","65","1","0","0","0","151","328","Grey Central Public School"
"034","HURON--BRUCE","115","U","BRUSSELS","3","51","18","4","46","1","0","0","0","123","278","Brussels Morris and Grey Community Centre"
"034","HURON--BRUCE","116","U","BRUSSELS","1","31","19","4","36","0","0","0","0","91","248","Brussels Morris and Grey Community Centre"
"034","HURON--BRUCE","117","U","BRUSSELS","5","76","66","5","136","0","2","0","0","290","512","Brussels Morris and Grey Community Centre"
"034","HURON--BRUCE","118","U","BRUSSELS","12","49","51","6","104","1","0","0","0","223","396","Brussels Morris and Grey Community Centre"
"034","HURON--BRUCE","119","U","BRUSSELS","3","39","26","7","48","1","1","1","0","126","287","Brussels Morris and Grey Community Centre"
"034","HURON--BRUCE","120","U","BELGRAVE","4","71","40","7","143","2","0","0","1","268","459","Belgrave Community Centre"
"034","HURON--BRUCE","121","U","BLYTH","5","41","45","3","84","0","1","0","0","179","298","Blyth Memorial Hall - Art Gallery"
"034","HURON--BRUCE","122","U","BLYTH","3","60","49","9","143","1","0","0","0","265","445","Blyth Memorial Hall - Art Gallery"
"034","HURON--BRUCE","123","U","BLYTH","6","40","38","8","87","1","0","0","0","180","306","Blyth Memorial Hall - Art Gallery"
"034","HURON--BRUCE","124","U","AUBURN","5","38","24","0","51","1","0","0","0","119","220","Auburn Community Hall"
"034","HURON--BRUCE","125","U","DUNGANNON","2","22","37","3","54","1","1","0","0","120","284","Dungannon Agricultural Hall"
"034","HURON--BRUCE","126","U","DUNGANNON","2","23","31","2","46","3","1","0","0","108","235","Dungannon Agricultural Hall"
"034","HURON--BRUCE","127","U","DUNGANNON","2","57","34","3","53","0","0","0","0","149","354","Dungannon Agricultural Hall"
"034","HURON--BRUCE","128","U","GODERICH","4","35","61","2","80","0","0","0","0","182","384","Carlow Masonic Hall"
"034","HURON--BRUCE","129","U","GODERICH","3","54","43","1","79","1","0","0","0","181","341","Carlow Masonic Hall"
"034","HURON--BRUCE","130","U","AUBURN","3","30","32","4","83","1","1","0","0","154","270","Auburn Community Hall"
"034","HURON--BRUCE","131","U","LONDESBOROUGH","2","47","31","12","123","1","0","0","0","216","356","Londesborough Community Hall"
"034","HURON--BRUCE","132","U","SEAFORTH","1","53","36","4","69","2","0","0","0","165","296","Kinburn Foresters Hall"
"034","HURON--BRUCE","133","U","SEAFORTH","1","33","26","0","93","1","0","0","0","154","246","Huron East McKillop Shed"
"034","HURON--BRUCE","134","U","SEAFORTH","4","32","13","1","124","0","1","0","0","175","288","Huron East McKillop Shed"
"034","HURON--BRUCE","135","U","SEAFORTH","3","36","29","3","82","2","2","0","0","157","278","Huron East McKillop Shed"
"034","HURON--BRUCE","136","U","SEAFORTH","2","85","58","6","102","0","0","0","1","254","414","Seaforth District Community Centre"
"034","HURON--BRUCE","137","U","SEAFORTH","5","46","37","4","61","0","0","0","0","153","289","Seaforth District Community Centre"
"034","HURON--BRUCE","138","U","SEAFORTH","1","54","39","2","49","4","0","0","0","149","300","Seaforth District Community Centre"
"034","HURON--BRUCE","139","U","SEAFORTH","7","43","35","1","67","5","0","0","1","159","311","Seaforth District Community Centre"
"034","HURON--BRUCE","140","U","SEAFORTH","4","63","50","3","67","3","0","0","0","190","359","Seaforth District Community Centre"
"034","HURON--BRUCE","141","U","SEAFORTH","4","86","41","2","113","1","1","0","0","248","463","Seaforth District Community Centre"
"034","HURON--BRUCE","142","U","CLINTON","2","39","15","0","60","1","0","0","0","117","221","Reach Huron"
"034","HURON--BRUCE","143","U","CLINTON","0","74","44","4","74","0","0","0","0","196","435","Reach Huron"
"034","HURON--BRUCE","144","U","CLINTON","4","67","38","5","101","2","1","0","0","218","377","Reach Huron"
"034","HURON--BRUCE","145","U","CLINTON","2","56","38","0","41","0","0","0","0","137","304","Reach Huron"
"034","HURON--BRUCE","146","U","CLINTON","1","62","43","1","79","1","2","0","0","189","448","Reach Huron"
"034","HURON--BRUCE","147","U","CLINTON","1","85","42","4","73","3","0","0","0","208","445","Reach Huron"
"034","HURON--BRUCE","148","U","CLINTON","3","60","43","0","66","0","0","1","0","173","358","Reach Huron"
"034","HURON--BRUCE","149","U","CLINTON","7","84","43","3","131","2","1","0","0","271","421","Goderich Township Community Centre"
"034","HURON--BRUCE","150","U","GODERICH","4","70","44","0","75","0","2","1","0","196","481","North Street United Church"
"034","HURON--BRUCE","151","U","GODERICH","3","46","58","0","75","1","0","0","0","183","474","MacKay Centre for Seniors"
"034","HURON--BRUCE","152","U","GODERICH","3","46","35","1","32","2","2","0","0","121","341","MacKay Centre for Seniors"
"034","HURON--BRUCE","153","U","GODERICH","3","56","29","1","36","0","0","1","0","126","325","MacKay Centre for Seniors"
"034","HURON--BRUCE","154","U","GODERICH","5","84","30","4","42","1","0","0","0","166","324","Goderich and District Community Centre"
"034","HURON--BRUCE","155","U","GODERICH","7","57","35","1","15","2","1","0","1","119","311","North Street United Church"
"034","HURON--BRUCE","156","U","GODERICH","2","66","34","1","29","1","3","0","0","136","400","North Street United Church"
"034","HURON--BRUCE","157","U","GODERICH","5","40","46","0","29","0","0","0","0","120","355","Goderich Columbus Centre"
"034","HURON--BRUCE","158","U","GODERICH","6","51","44","2","31","0","0","0","0","134","344","Goderich and District Community Centre"
"034","HURON--BRUCE","159","U","GODERICH","4","69","48","0","52","1","1","0","0","175","378","Goderich and District Community Centre"
"034","HURON--BRUCE","160","U","GODERICH","2","31","40","0","25","0","0","0","0","98","258","Goderich and District Community Centre"
"034","HURON--BRUCE","161","U","GODERICH","6","59","47","1","53","0","0","0","0","166","410","Goderich and District Community Centre"
"034","HURON--BRUCE","162","U","GODERICH","2","25","31","0","46","1","1","0","0","106","300","Goderich Columbus Centre"
"034","HURON--BRUCE","163","U","GODERICH","6","90","58","6","65","0","3","0","0","228","468","Goderich Columbus Centre"
"034","HURON--BRUCE","164","U","GODERICH","1","37","39","0","31","0","0","0","0","108","315","Goderich Columbus Centre"
"034","HURON--BRUCE","165","U","GODERICH","0","82","37","1","42","1","0","0","0","163","348","Goderich and District Community Centre"
"034","HURON--BRUCE","166","U","GODERICH","4","71","18","1","55","0","0","0","1","150","295","Goderich Columbus Centre"
"034","HURON--BRUCE","167","U","GODERICH","3","62","27","1","39","0","0","0","0","132","381","Goderich Columbus Centre"
"034","HURON--BRUCE","168","U","GODERICH","2","47","36","0","52","1","0","0","1","139","355","Goderich Columbus Centre"
"034","HURON--BRUCE","169","U","GODERICH","4","44","41","1","62","1","0","0","0","153","342","Goderich Columbus Centre"
"034","HURON--BRUCE","170","U","GODERICH","3","58","51","5","79","0","0","0","0","196","439","Goderich Columbus Centre"
"034","HURON--BRUCE","171","U","BAYFIELD","4","105","81","2","140","2","2","0","0","336","635","Bayfield Community Centre"
"034","HURON--BRUCE","172","U","BAYFIELD","4","87","34","0","61","0","0","0","0","186","366","Bayfield Community Centre"
"034","HURON--BRUCE","173","U","BAYFIELD","4","136","68","1","109","1","0","0","0","319","554","Bayfield Community Centre"
"034","HURON--BRUCE","174","U","CLINTON","8","67","32","5","123","2","0","0","0","237","389","Goderich Township Community Centre"
"034","HURON--BRUCE","175","U","CLINTON","2","44","28","1","89","1","0","0","0","165","373","Vanastra Community Centre"
"034","HURON--BRUCE","176","U","CLINTON","2","47","83","0","62","0","2","1","0","197","422","Vanastra Community Centre"
"034","HURON--BRUCE","177","U","CLINTON","5","58","17","1","63","1","1","1","0","147","297","Vanastra Community Centre"
"034","HURON--BRUCE","178","U","SEAFORTH","3","76","61","3","107","0","0","0","0","250","463","Seaforth District Community Centre"
"034","HURON--BRUCE","179","U","HENSALL","0","38","18","0","69","0","0","0","0","125","239","Hensall District Community Centre"
"034","HURON--BRUCE","180","U","VARNA","5","60","39","3","107","3","0","0","0","217","312","Stanley Township Community Complex"
"034","HURON--BRUCE","181","U","BAYFIELD","2","89","47","2","93","1","0","0","0","234","475","Bayfield Community Centre"
"034","HURON--BRUCE","182","U","ZURICH","5","113","54","8","178","0","0","0","0","358","628","Bluewater Zurich Complex"
"034","HURON--BRUCE","183","U","ZURICH","1","61","35","5","104","1","0","0","0","207","338","Bluewater Zurich Complex"
"034","HURON--BRUCE","184","U","ZURICH","2","62","31","2","61","2","1","0","0","161","310","Bluewater Zurich Complex"
"034","HURON--BRUCE","185","U","HENSALL","1","52","19","0","88","0","1","0","0","161","293","Hensall District Community Centre"
"034","HURON--BRUCE","186","U","HENSALL","6","71","50","3","85","0","0","0","0","215","439","Hensall District Community Centre"
"034","HURON--BRUCE","187","U","HENSALL","5","57","45","0","76","0","0","0","0","183","404","Hensall District Community Centre"
"034","HURON--BRUCE","188","U","KIRKTON","3","51","35","0","93","1","1","0","0","184","328","Kirkton-Woodham Community Centre"
"034","HURON--BRUCE","189","U","EXETER","2","55","23","1","56","0","1","1","0","139","317","South Huron Recreation Centre"
"034","HURON--BRUCE","190","U","EXETER","1","48","34","2","67","0","0","0","0","152","265","South Huron Recreation Centre"
"034","HURON--BRUCE","191","U","EXETER","0","64","27","2","89","0","0","0","0","182","370","South Huron Recreation Centre"
"034","HURON--BRUCE","192","U","EXETER","0","77","16","1","103","0","0","0","0","197","398","South Huron Recreation Centre"
"034","HURON--BRUCE","193","U","EXETER","4","89","20","0","133","0","0","0","0","246","468","South Huron Recreation Centre"
"034","HURON--BRUCE","194","U","EXETER","8","60","29","4","87","1","2","0","0","191","431","South Huron Recreation Centre"
"034","HURON--BRUCE","195","U","EXETER","7","39","31","3","67","0","0","0","0","147","296","South Huron Recreation Centre"
"034","HURON--BRUCE","196","U","EXETER","8","64","35","2","80","1","0","0","0","190","333","South Huron Recreation Centre"
"034","HURON--BRUCE","197","U","EXETER","3","58","28","2","77","0","0","0","0","168","434","Precious Blood Church"
"034","HURON--BRUCE","198","U","EXETER","1","61","50","2","104","0","2","0","0","220","506","Precious Blood Church"
"034","HURON--BRUCE","199","U","EXETER","2","72","31","2","92","1","0","0","1","201","424","Precious Blood Church"
"034","HURON--BRUCE","200","U","EXETER","0","18","8","0","31","0","0","0","0","57","135","Precious Blood Church"
"034","HURON--BRUCE","201","U","EXETER","1","24","27","1","54","1","0","0","0","108","256","Emmanuel Baptist Church"
"034","HURON--BRUCE","202","U","EXETER","2","20","18","1","26","0","0","0","0","67","230","Emmanuel Baptist Church"
"034","HURON--BRUCE","203","U","EXETER","1","25","38","0","25","2","0","0","0","91","233","Emmanuel Baptist Church"
"034","HURON--BRUCE","204","U","CREDITON","0","80","36","3","81","0","0","0","0","200","395","Crediton Community Centre"
"034","HURON--BRUCE","205","U","CREDITON","2","52","16","1","56","0","0","0","0","127","236","Crediton Community Centre"
"034","HURON--BRUCE","206","U","DASHWOOD","2","60","34","4","75","0","0","1","0","176","304","Community Living - South Huron"
"034","HURON--BRUCE","207","U","DASHWOOD","3","70","55","9","137","2","2","1","0","279","525","Community Living - South Huron"
"034","HURON--BRUCE","208","U","GRAND BEND","2","124","70","3","168","1","0","1","0","369","653","Grandcove Estates Recreation Centre"
"034","HURON--BRUCE","209","U","GRAND BEND","4","85","87","1","120","0","1","0","0","298","429","Grandcove Estates Recreation Centre"
"034","HURON--BRUCE","700","U","SOUTHAMPTON","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","701","U","SOUTHAMPTON","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","702","U","SOUTHAMPTON","2","14","6","2","18","1","1","2","0","46","113","Southampton Care Centre"
"034","HURON--BRUCE","703","U","PORT ELGIN","3","56","20","1","42","2","0","1","1","126","173","Kingsway Arms at Elgin Lodge"
"034","HURON--BRUCE","704","U","KINCARDINE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","705","U","KINCARDINE","2","15","9","1","31","0","0","0","0","58","91","Trillium Court Senior Community"
"034","HURON--BRUCE","706","U","KINCARDINE",".......................COMBINED WITH POLL 703.......................","","","","","","","","","","","Malcolm Place Retirement Residence"
"034","HURON--BRUCE","707","U","KINCARDINE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","708","U","RIPLEY","0","28","23","1","16","1","0","0","0","69","123","R-Villa Retirement Residence"
"034","HURON--BRUCE","709","U","RIPLEY","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","710","U","WALKERTON","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","711","U","WALKERTON","0","15","6","1","15","0","1","0","0","38","139","Brucelea Haven"
"034","HURON--BRUCE","712","U","FORDWICH","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","713","U","FORDWICH","0","21","10","0","16","0","0","0","0","47","83","Fordwich Village Nursing Home"
"034","HURON--BRUCE","714","U","WINGHAM","0","14","5","1","18","1","0","1","0","40","86","Braemar Retirement Centre"
"034","HURON--BRUCE","715","U","WINGHAM","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","716","U","BRUSSELS","1","15","9","2","14","0","0","1","0","42","86","Huronlea and Highland Apartments"
"034","HURON--BRUCE","717","U","SEAFORTH","0","25","5","0","14","0","0","0","0","44","92","Seaforth Manor"
"034","HURON--BRUCE","718","U","SEAFORTH","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","719","U","CLINTON","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","720","U","CLINTON","0","0","0","0","0","0","0","0","0","0","15","Anfield Retirement Residence"
"034","HURON--BRUCE","721","U","CLINTON","1","31","13","2","23","0","1","0","0","71","143","Huronview Home and Heartland Apartments"
