"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","FIGUEIRAS","HARRIS","JANOSCIK","MOGK","SIKKA","SOUSA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"050","MISSISSAUGA SOUTH","020","U","MISSISSAUGA","1","0","50","0","22","70","0","1","0","144","479","Oakridge Public School"
"050","MISSISSAUGA SOUTH","021","U","MISSISSAUGA","0","1","113","7","15","94","0","0","0","230","446","Oakridge Public School"
"050","MISSISSAUGA SOUTH","022","U","MISSISSAUGA","0","1","110","3","15","91","0","0","0","220","401","Oakridge Public School"
"050","MISSISSAUGA SOUTH","023","U","MISSISSAUGA","0","1","64","4","7","88","0","0","0","164","402","Oakridge Public School"
"050","MISSISSAUGA SOUTH","024","U","MISSISSAUGA","1","0","74","2","5","82","0","0","0","164","432","Oakridge Public School"
"050","MISSISSAUGA SOUTH","025","U","MISSISSAUGA","1","2","106","3","9","58","0","0","0","179","407","Saint John's Hall"
"050","MISSISSAUGA SOUTH","026","U","MISSISSAUGA","1","0","68","6","11","76","0","0","0","162","348","Saint John's Hall"
"050","MISSISSAUGA SOUTH","027","U","MISSISSAUGA","1","0","91","4","9","86","1","0","0","192","411","Saint John's Hall"
"050","MISSISSAUGA SOUTH","028","U","MISSISSAUGA","0","0","76","2","14","85","0","0","0","177","449","Saint John's Hall"
"050","MISSISSAUGA SOUTH","029","U","MISSISSAUGA","1","1","37","1","20","42","1","0","0","103","360","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","030","U","MISSISSAUGA","0","0","34","3","10","61","0","0","0","108","217","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","031A","U","MISSISSAUGA","0","1","25","2","23","59","1","0","0","111","342","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","031B","U","MISSISSAUGA","1","3","41","0","16","30","0","0","0","91","302","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","032","U","MISSISSAUGA","0","1","43","4","10","107","1","1","0","167","328","Saint Timothy Catholic School"
"050","MISSISSAUGA SOUTH","033","U","MISSISSAUGA","1","0","70","2","14","108","0","0","0","195","341","Saint Timothy Catholic School"
"050","MISSISSAUGA SOUTH","034","U","MISSISSAUGA","3","2","62","4","37","102","1","0","0","211","438","Saint Timothy Catholic School"
"050","MISSISSAUGA SOUTH","035","U","MISSISSAUGA","1","2","45","5","19","65","1","0","0","138","459","Saint Timothy Catholic School"
"050","MISSISSAUGA SOUTH","036","U","MISSISSAUGA","0","0","73","1","21","88","1","0","0","184","385","Saint Timothy Catholic School"
"050","MISSISSAUGA SOUTH","037","U","MISSISSAUGA","0","2","56","5","22","81","0","0","1","167","458","Saint Timothy Catholic School"
"050","MISSISSAUGA SOUTH","038","U","MISSISSAUGA","0","2","63","9","16","81","1","0","0","172","383","West Acres Public School"
"050","MISSISSAUGA SOUTH","039","U","MISSISSAUGA","0","1","60","6","12","128","0","0","0","207","395","West Acres Public School"
"050","MISSISSAUGA SOUTH","040","U","MISSISSAUGA","1","1","72","6","17","109","0","0","0","206","372","West Acres Public School"
"050","MISSISSAUGA SOUTH","041","U","MISSISSAUGA","0","1","39","2","14","104","0","0","0","160","303","West Acres Public School"
"050","MISSISSAUGA SOUTH","042","U","MISSISSAUGA","1","1","68","10","17","104","0","0","0","201","453","West Acres Public School"
"050","MISSISSAUGA SOUTH","043","U","MISSISSAUGA","0","1","49","2","8","79","0","0","0","139","360","Isna Elementary School"
"050","MISSISSAUGA SOUTH","044","U","MISSISSAUGA","0","0","62","5","12","119","0","0","0","198","410","Isna Elementary School"
"050","MISSISSAUGA SOUTH","045","U","MISSISSAUGA","2","1","69","1","12","122","2","0","0","209","351","Isna Elementary School"
"050","MISSISSAUGA SOUTH","046","U","MISSISSAUGA","0","1","64","3","5","126","1","0","0","200","334","Isna Elementary School"
"050","MISSISSAUGA SOUTH","047","U","MISSISSAUGA","3","0","68","1","10","80","1","0","0","163","310","Isna Elementary School"
"050","MISSISSAUGA SOUTH","048","U","MISSISSAUGA","1","0","65","1","14","100","0","0","1","182","318","Isna Elementary School"
"050","MISSISSAUGA SOUTH","049","U","MISSISSAUGA","0","1","71","4","18","89","2","0","0","185","390","Elmcrest Public School"
"050","MISSISSAUGA SOUTH","050","U","MISSISSAUGA","0","0","40","3","20","61","1","0","1","126","326","Elmcrest Public School"
"050","MISSISSAUGA SOUTH","051","U","MISSISSAUGA","0","1","51","6","14","62","0","0","0","134","331","Elmcrest Public School"
"050","MISSISSAUGA SOUTH","052","U","MISSISSAUGA","0","0","48","2","28","87","0","0","0","165","342","Saint Helen Catholic School"
"050","MISSISSAUGA SOUTH","053","U","MISSISSAUGA","2","1","50","2","22","87","0","0","0","164","407","Saint Helen Catholic School"
"050","MISSISSAUGA SOUTH","054","U","MISSISSAUGA","1","1","49","8","29","65","0","2","0","155","386","Saint Helen Catholic School"
"050","MISSISSAUGA SOUTH","055","U","MISSISSAUGA","1","0","56","1","18","60","0","0","2","138","375","Elmcrest Public School"
"050","MISSISSAUGA SOUTH","056","U","MISSISSAUGA","0","2","50","2","30","92","0","0","0","176","442","Saint Helen Catholic School"
"050","MISSISSAUGA SOUTH","057","U","MISSISSAUGA","1","1","49","8","33","74","0","0","0","166","356","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","058","U","MISSISSAUGA","0","0","40","6","11","59","1","0","0","117","322","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","059","U","MISSISSAUGA","0","0","56","6","25","60","0","0","0","147","376","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","060A","U","MISSISSAUGA","0","1","39","5","41","54","0","0","0","140","397","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","060B","U","MISSISSAUGA","3","1","38","2","20","46","1","0","0","111","366","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","061","U","MISSISSAUGA","1","2","45","1","12","41","0","0","1","103","377","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","062","U","MISSISSAUGA","0","1","2","1","2","8","0","0","0","14","42","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","063","U","MISSISSAUGA","0","1","16","6","18","31","0","0","0","72","274","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","064","U","MISSISSAUGA","0","0","40","2","20","48","0","0","0","110","317","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","065","U","MISSISSAUGA","0","2","51","8","8","50","0","1","0","120","346","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","066","U","MISSISSAUGA","2","0","56","5","13","61","0","0","0","137","332","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","067","U","MISSISSAUGA","1","1","56","2","41","52","1","0","0","154","334","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","068","U","MISSISSAUGA","0","0","62","5","38","85","0","1","1","192","406","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","069","U","MISSISSAUGA","0","2","27","2","15","51","0","0","0","97","317","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","070","U","MISSISSAUGA","1","0","36","2","13","63","0","1","0","116","320","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","071","U","MISSISSAUGA","1","0","34","6","34","27","0","0","0","102","399","Clarkson Road Presbyterian Church"
"050","MISSISSAUGA SOUTH","072","U","MISSISSAUGA","2","0","37","4","18","85","1","0","0","147","354","Clarkson Road Presbyterian Church"
"050","MISSISSAUGA SOUTH","073","U","MISSISSAUGA","0","1","38","1","12","65","0","0","0","117","364","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","074","U","MISSISSAUGA","0","0","55","4","13","101","1","0","0","174","475","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","075","U","MISSISSAUGA","1","1","54","2","13","86","0","3","0","160","321","Hillside Senior Public School"
"050","MISSISSAUGA SOUTH","076","U","MISSISSAUGA","0","0","42","6","12","87","1","0","0","148","319","Clarkson Road Presbyterian Church"
"050","MISSISSAUGA SOUTH","077","U","MISSISSAUGA","0","0","65","2","11","64","1","0","0","143","404","Lorne Park Public School"
"050","MISSISSAUGA SOUTH","078","U","MISSISSAUGA","0","1","63","0","8","62","0","0","0","134","377","Lorne Park Public School"
"050","MISSISSAUGA SOUTH","079","U","MISSISSAUGA","2","2","90","2","13","110","1","0","2","222","504","Lorne Park Library"
"050","MISSISSAUGA SOUTH","080","U","MISSISSAUGA","0","0","87","3","11","74","0","0","0","175","333","Lorne Park Public School"
"050","MISSISSAUGA SOUTH","081","U","MISSISSAUGA","1","0","99","1","9","80","0","0","0","190","383","Lorne Park Library"
"050","MISSISSAUGA SOUTH","082","U","MISSISSAUGA","0","0","79","6","10","75","0","0","0","170","435","Lorne Park Public School"
"050","MISSISSAUGA SOUTH","083","U","MISSISSAUGA","0","1","99","6","9","96","0","0","0","211","425","Lorne Park Public School"
"050","MISSISSAUGA SOUTH","084","U","MISSISSAUGA","1","0","57","2","2","67","0","0","0","129","302","Saint Stephen's on the Hill Church"
"050","MISSISSAUGA SOUTH","085","U","MISSISSAUGA","0","0","72","1","7","93","0","0","0","173","355","Lorne Park Library"
"050","MISSISSAUGA SOUTH","086","U","MISSISSAUGA","0","0","72","2","2","68","0","0","0","144","343","Saint Stephen's on the Hill Church"
"050","MISSISSAUGA SOUTH","087","U","MISSISSAUGA","0","1","53","2","4","105","0","0","0","165","390","Tecumseh Public School"
"050","MISSISSAUGA SOUTH","088","U","MISSISSAUGA","1","0","75","1","4","104","0","0","0","185","364","Saint Stephen's on the Hill Church"
"050","MISSISSAUGA SOUTH","089","U","MISSISSAUGA","0","0","81","2","6","84","0","0","1","174","371","Saint Stephen's on the Hill Church"
"050","MISSISSAUGA SOUTH","090","U","MISSISSAUGA","0","0","47","2","11","66","1","1","0","128","315","Tecumseh Public School"
"050","MISSISSAUGA SOUTH","091","U","MISSISSAUGA","0","2","81","1","8","92","0","0","0","184","363","Tecumseh Public School"
"050","MISSISSAUGA SOUTH","092","U","MISSISSAUGA","1","0","53","2","6","85","0","0","0","147","335","Tecumseh Public School"
"050","MISSISSAUGA SOUTH","093","U","MISSISSAUGA","0","5","89","1","4","76","0","0","0","175","380","Tecumseh Public School"
"050","MISSISSAUGA SOUTH","094","U","MISSISSAUGA","0","0","72","1","1","87","0","0","0","161","327","Saint Luke Catholic School"
"050","MISSISSAUGA SOUTH","095","U","MISSISSAUGA","0","0","72","2","3","101","1","0","0","179","405","Saint Luke Catholic School"
"050","MISSISSAUGA SOUTH","096","U","MISSISSAUGA","1","1","72","2","2","83","0","0","0","161","429","Tecumseh Public School"
"050","MISSISSAUGA SOUTH","097","U","MISSISSAUGA","1","2","78","4","11","72","0","0","0","168","403","Kenollie Public School"
"050","MISSISSAUGA SOUTH","098","U","MISSISSAUGA","3","0","111","7","11","104","0","0","0","236","443","Kenollie Public School"
"050","MISSISSAUGA SOUTH","099","U","MISSISSAUGA","1","0","73","3","13","60","0","0","1","151","334","Kenollie Public School"
"050","MISSISSAUGA SOUTH","100","U","MISSISSAUGA","0","1","85","2","2","88","0","1","0","179","421","Kenollie Public School"
"050","MISSISSAUGA SOUTH","101","U","MISSISSAUGA","0","2","66","4","9","78","0","0","0","159","357","Kenollie Public School"
"050","MISSISSAUGA SOUTH","102","U","MISSISSAUGA","0","2","89","2","9","106","0","0","0","208","421","Queen Elizabeth Senior Public School"
"050","MISSISSAUGA SOUTH","103","U","MISSISSAUGA","1","1","45","10","6","97","1","1","0","162","354","Queen Elizabeth Senior Public School"
"050","MISSISSAUGA SOUTH","104","U","MISSISSAUGA","1","3","46","1","13","86","0","0","0","150","370","Saint Dominic School"
"050","MISSISSAUGA SOUTH","105","U","MISSISSAUGA","0","2","47","2","14","46","0","0","0","111","304","Saint Dominic School"
"050","MISSISSAUGA SOUTH","106","U","MISSISSAUGA","1","0","80","2","8","117","0","0","0","208","433","Queen Elizabeth Senior Public School"
"050","MISSISSAUGA SOUTH","107","U","MISSISSAUGA","0","0","70","5","16","76","0","0","0","167","373","Saint Dominic School"
"050","MISSISSAUGA SOUTH","108","U","MISSISSAUGA","0","1","80","4","18","91","1","0","0","195","419","Queen Elizabeth Senior Public School"
"050","MISSISSAUGA SOUTH","109","U","MISSISSAUGA","1","1","89","3","29","92","1","1","0","217","438","Saint Dominic School"
"050","MISSISSAUGA SOUTH","110","U","MISSISSAUGA","0","1","50","6","25","72","0","0","0","154","347","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","111","U","MISSISSAUGA","1","1","67","5","21","87","0","0","0","182","374","Saint Dominic School"
"050","MISSISSAUGA SOUTH","112","U","MISSISSAUGA","2","3","49","5","36","84","1","0","0","180","453","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","113","U","MISSISSAUGA","1","0","50","2","14","101","0","1","0","169","386","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","114","U","MISSISSAUGA","1","2","43","2","14","116","0","1","0","179","441","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","115","U","MISSISSAUGA","0","1","70","11","12","113","1","0","0","208","545","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","116","U","MISSISSAUGA","0","1","69","2","32","81","0","0","0","185","417","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","117","U","MISSISSAUGA","1","1","20","2","10","55","0","0","0","89","229","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","118","U","MISSISSAUGA","0","0","36","0","16","76","0","1","0","129","366","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","119","U","MISSISSAUGA","1","0","79","4","17","80","1","0","0","182","394","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","120","U","MISSISSAUGA","0","0","47","1","15","72","1","0","0","136","360","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","121","U","MISSISSAUGA","0","1","69","6","17","111","1","0","0","205","458","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","122","U","MISSISSAUGA","1","0","72","3","20","74","1","0","0","171","416","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","123","U","MISSISSAUGA","2","2","37","4","14","75","0","0","0","134","365","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","124","U","MISSISSAUGA","1","2","67","6","23","73","0","1","0","173","446","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","125","U","MISSISSAUGA","3","1","66","3","19","95","0","0","0","187","405","Church of Saint Luke"
"050","MISSISSAUGA SOUTH","126","U","MISSISSAUGA","0","3","77","10","16","118","0","0","0","224","429","Church of Saint Luke"
"050","MISSISSAUGA SOUTH","127","U","MISSISSAUGA","0","0","66","2","10","102","0","0","0","180","321","Church of Saint Luke"
"050","MISSISSAUGA SOUTH","128","U","MISSISSAUGA","1","1","63","8","13","110","0","0","0","196","398","Church of Saint Luke"
"050","MISSISSAUGA SOUTH","129","U","MISSISSAUGA","1","2","33","2","27","45","0","0","0","110","366","Ontario Raquet Club"
"050","MISSISSAUGA SOUTH","130","U","MISSISSAUGA","0","0","45","2","12","91","0","0","0","150","357","Clarkson Public School"
"050","MISSISSAUGA SOUTH","131","U","MISSISSAUGA","0","0","41","4","12","61","1","0","0","119","361","Ontario Raquet Club"
"050","MISSISSAUGA SOUTH","132","U","MISSISSAUGA","0","3","36","3","29","42","1","0","0","114","336","Ontario Raquet Club"
"050","MISSISSAUGA SOUTH","133","U","MISSISSAUGA","2","1","47","0","14","116","0","0","0","180","449","Ontario Raquet Club"
"050","MISSISSAUGA SOUTH","134","U","MISSISSAUGA","0","0","43","5","15","64","1","0","0","128","317","Ontario Raquet Club"
"050","MISSISSAUGA SOUTH","135","U","MISSISSAUGA","0","0","50","1","8","67","1","0","0","127","312","Clarkson Public School"
"050","MISSISSAUGA SOUTH","136","U","MISSISSAUGA","2","1","60","4","11","105","0","0","0","183","383","Clarkson Public School"
"050","MISSISSAUGA SOUTH","137","U","MISSISSAUGA","0","1","46","3","8","65","0","0","0","123","277","Clarkson Public School"
"050","MISSISSAUGA SOUTH","138","U","MISSISSAUGA","0","0","61","1","4","99","0","0","0","165","364","Clarkson Public School"
"050","MISSISSAUGA SOUTH","139","U","MISSISSAUGA","2","1","54","5","17","69","0","0","0","148","460","Owenwood Public School"
"050","MISSISSAUGA SOUTH","140","U","MISSISSAUGA","1","0","40","5","16","50","0","1","0","113","326","Owenwood Public School"
"050","MISSISSAUGA SOUTH","141","U","MISSISSAUGA","0","0","64","5","10","157","0","0","0","236","443","Green Glade Senior Public School"
"050","MISSISSAUGA SOUTH","142","U","MISSISSAUGA","0","0","82","3","10","148","0","0","0","243","474","Green Glade Senior Public School"
"050","MISSISSAUGA SOUTH","143","U","MISSISSAUGA","0","0","68","3","2","74","0","0","0","147","328","Green Glade Senior Public School"
"050","MISSISSAUGA SOUTH","144","U","MISSISSAUGA","0","0","47","4","14","70","1","1","0","137","362","Owenwood Public School"
"050","MISSISSAUGA SOUTH","145","U","MISSISSAUGA","0","0","83","6","5","122","0","0","0","216","436","Owenwood Public School"
"050","MISSISSAUGA SOUTH","146","U","MISSISSAUGA","0","2","73","3","17","116","0","0","0","211","502","Saint Stephen's on the Hill Church"
"050","MISSISSAUGA SOUTH","147","U","MISSISSAUGA","0","1","53","3","10","63","0","0","0","130","293","Owenwood Public School"
"050","MISSISSAUGA SOUTH","148","U","MISSISSAUGA","0","0","52","2","18","69","0","0","0","141","400","Saint Stephen's on the Hill Church"
"050","MISSISSAUGA SOUTH","149","U","MISSISSAUGA","0","3","32","5","21","61","0","0","0","122","338","Saint Luke Catholic School"
"050","MISSISSAUGA SOUTH","150","U","MISSISSAUGA","0","0","25","2","21","47","1","0","0","96","310","Saint Luke Catholic School"
"050","MISSISSAUGA SOUTH","151","U","MISSISSAUGA","0","3","58","4","18","66","1","0","0","150","438","Saint Luke Catholic School"
"050","MISSISSAUGA SOUTH","152","U","MISSISSAUGA","0","1","51","9","17","61","0","0","0","139","368","Riverside Public School"
"050","MISSISSAUGA SOUTH","153","U","MISSISSAUGA","1","0","32","6","21","69","0","0","0","129","339","Riverside Public School"
"050","MISSISSAUGA SOUTH","154","U","MISSISSAUGA","0","0","69","6","25","103","0","0","0","203","487","Riverside Public School"
"050","MISSISSAUGA SOUTH","155","U","MISSISSAUGA","1","1","52","2","15","118","0","0","0","189","478","Riverside Public School"
"050","MISSISSAUGA SOUTH","156","U","MISSISSAUGA","0","0","17","2","4","46","0","0","1","70","224","Port Credit Arena"
"050","MISSISSAUGA SOUTH","157","U","MISSISSAUGA","1","0","43","4","33","63","0","0","0","144","376","Port Credit Arena"
"050","MISSISSAUGA SOUTH","158","U","MISSISSAUGA","2","0","29","7","18","57","1","0","1","115","409","Port Credit Arena"
"050","MISSISSAUGA SOUTH","159","U","MISSISSAUGA","1","0","28","0","17","53","0","0","0","99","310","Port Credit Arena"
"050","MISSISSAUGA SOUTH","160","U","MISSISSAUGA","1","0","65","2","20","108","2","1","2","201","530","Port Credit Arena"
"050","MISSISSAUGA SOUTH","161","U","MISSISSAUGA","1","1","78","7","23","189","0","0","0","299","607","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","162A","U","MISSISSAUGA","0","1","43","3","11","92","0","0","0","150","350","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","162B","U","MISSISSAUGA","2","0","41","2","6","78","0","0","0","129","308","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","163","U","MISSISSAUGA","1","2","50","7","22","66","0","0","0","148","467","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","164","U","MISSISSAUGA","0","2","53","6","25","87","0","0","1","174","389","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","165","U","MISSISSAUGA","0","1","54","6","18","81","0","0","0","160","391","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","166","U","MISSISSAUGA","0","1","30","4","13","53","0","0","0","101","313","Forest Avenue Public School"
"050","MISSISSAUGA SOUTH","167","U","MISSISSAUGA","0","1","41","2","18","33","1","0","0","96","382","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","168","U","MISSISSAUGA","3","1","53","1","22","84","1","1","0","166","442","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","169","U","MISSISSAUGA","0","3","58","3","23","80","0","1","0","168","508","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","170","U","MISSISSAUGA","0","0","42","9","14","58","0","1","0","124","418","Saint Dominic Catholic Church"
"050","MISSISSAUGA SOUTH","171","U","MISSISSAUGA","1","0","22","3","24","63","0","0","0","113","352","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","172","U","MISSISSAUGA","1","4","48","5","28","97","0","1","0","184","473","Lakeview Public Library"
"050","MISSISSAUGA SOUTH","173","U","MISSISSAUGA","1","0","51","6","27","60","1","0","0","146","425","Lakeview Public Library"
"050","MISSISSAUGA SOUTH","400","U","MISSISSAUGA","1","1","37","3","19","44","1","0","0","106","351","Sheridan Park Public School"
"050","MISSISSAUGA SOUTH","401","U","MISSISSAUGA","0","2","4","0","7","42","1","0","0","56","212","Polycultural Immigrant / Community Service Centre"
"050","MISSISSAUGA SOUTH","402","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"050","MISSISSAUGA SOUTH","403","U","MISSISSAUGA","0","1","2","0","32","74","1","0","0","110","330","Polycultural Immigrant / Community Service Centre"
"050","MISSISSAUGA SOUTH","404","U","MISSISSAUGA","0","0","9","0","9","26","0","0","0","44","181","Polycultural Immigrant / Community Service Centre"
"050","MISSISSAUGA SOUTH","405","U","MISSISSAUGA","2","2","8","1","15","41","0","0","0","69","154","1900 North Sheridan Way (Erin Court Co-Op)"
"050","MISSISSAUGA SOUTH","406","U","MISSISSAUGA","0","2","16","1","27","51","0","1","0","98","388","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","407","U","MISSISSAUGA","1","6","14","2","14","37","1","1","0","76","183","Promenade Court Apartment B"
"050","MISSISSAUGA SOUTH","408","U","MISSISSAUGA","0","2","14","1","20","50","1","0","0","88","223","Promenade Court Apartments A"
"050","MISSISSAUGA SOUTH","409","U","MISSISSAUGA","0","0","13","1","24","40","0","1","0","79","331","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","410","U","MISSISSAUGA","1","0","5","0","6","24","0","0","0","36","143","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","411","U","MISSISSAUGA","0","3","16","3","3","19","0","0","1","45","168","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","412","U","MISSISSAUGA","1","1","30","6","36","61","1","0","0","136","387","The Argosy"
"050","MISSISSAUGA SOUTH","413","U","MISSISSAUGA","0","0","20","2","3","26","0","0","0","51","207","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","414","U","MISSISSAUGA","1","1","22","1","21","43","0","0","0","89","243","2100 Sherobee Road"
"050","MISSISSAUGA SOUTH","415","U","MISSISSAUGA","0","0","21","2","16","49","0","0","0","88","259","2076 Sherobee Road"
"050","MISSISSAUGA SOUTH","416","U","MISSISSAUGA","1","2","7","0","5","12","0","0","0","27","101","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","417","U","MISSISSAUGA","1","0","9","0","7","11","0","0","0","28","105","Camilla Road Senior Public School"
"050","MISSISSAUGA SOUTH","418","U","MISSISSAUGA","0","1","35","0","17","75","0","0","0","128","266","The Stonebrook"
"050","MISSISSAUGA SOUTH","419","U","MISSISSAUGA","0","0","6","0","2","32","0","2","0","42","134","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","420","U","MISSISSAUGA","0","3","16","1","16","29","0","0","0","65","262","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","421","U","MISSISSAUGA","0","1","15","2","19","36","0","0","0","73","261","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","422","U","MISSISSAUGA","0","2","12","5","8","24","0","0","0","51","192","Willow Glen Public School"
"050","MISSISSAUGA SOUTH","423","U","MISSISSAUGA","0","0","28","2","10","43","0","0","0","83","158","1140 Parkwest Place"
"050","MISSISSAUGA SOUTH","424","U","MISSISSAUGA","1","0","13","2","6","41","0","1","1","65","139","1150 Parkwest Place"
"050","MISSISSAUGA SOUTH","425","U","MISSISSAUGA","0","0","97","0","13","138","0","0","1","249","365","The Fairways"
"050","MISSISSAUGA SOUTH","426","U","MISSISSAUGA","0","0","27","2","19","49","1","0","0","98","243","1201 Walden Circle"
"050","MISSISSAUGA SOUTH","427","U","MISSISSAUGA","0","0","31","0","14","49","0","1","1","96","163","1110 Walden Circle (Walden's Glen)"
"050","MISSISSAUGA SOUTH","428","U","MISSISSAUGA","0","0","36","1","9","56","0","0","0","102","158","1271 Walden Circle"
"050","MISSISSAUGA SOUTH","429","U","MISSISSAUGA","3","1","47","5","32","68","1","0","0","157","301","966 Inverhouse Drive"
