"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AHMED","CHURCHIN","DAMERLA","DURY","HARDING","JONES","SHAH","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"048","MISSISSAUGA EAST--COOKSVILLE","050","U","MISSISSAUGA","16","84","88","1","1","2","1","0","0","0","193","488","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","051","U","MISSISSAUGA","29","77","91","0","1","5","0","2","0","0","205","465","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","052A","U","MISSISSAUGA","17","37","34","0","2","5","0","0","0","0","95","303","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","052B","U","MISSISSAUGA","16","34","61","0","2","2","0","1","0","0","116","310","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","053","U","MISSISSAUGA","39","43","80","1","0","3","2","0","0","0","168","433","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","054","U","MISSISSAUGA","37","73","69","1","1","3","1","0","0","0","185","418","Briarwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","055A","U","MISSISSAUGA","13","40","38","1","0","3","0","0","0","0","95","273","Silverthorn Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","055B","U","MISSISSAUGA","15","49","54","1","0","2","1","0","0","0","122","290","Silverthorn Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","056","U","MISSISSAUGA","36","48","52","0","0","6","0","0","0","0","142","347","Salvation Army Community Church"
"048","MISSISSAUGA EAST--COOKSVILLE","057","U","MISSISSAUGA","40","72","59","0","0","2","0","0","0","0","173","452","Salvation Army Community Church"
"048","MISSISSAUGA EAST--COOKSVILLE","058","U","MISSISSAUGA","28","45","56","0","5","5","0","1","1","0","141","343","Silver Creek Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","059","U","MISSISSAUGA","14","74","61","0","1","7","0","0","0","0","157","327","Silver Creek Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","060","U","MISSISSAUGA","41","94","73","0","0","10","0","1","1","0","220","440","Briarwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","061","U","MISSISSAUGA","23","62","73","2","1","0","0","0","0","0","161","374","Briarwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","062","U","MISSISSAUGA","21","52","60","0","2","0","0","0","1","0","136","378","Briarwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","063","U","MISSISSAUGA","17","53","80","0","1","4","0","0","1","0","156","419","Briarwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","064","U","MISSISSAUGA","10","65","83","1","0","2","0","0","1","0","162","385","Metropolitan Andrei Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","065","U","MISSISSAUGA","36","62","66","0","1","3","0","0","1","0","169","495","Metropolitan Andrei Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","066","U","MISSISSAUGA","31","58","97","0","1","2","1","0","1","0","191","401","Metropolitan Andrei Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","067","U","MISSISSAUGA","30","52","103","0","1","3","0","0","0","0","189","430","Metropolitan Andrei Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","068","U","MISSISSAUGA","29","55","64","1","0","11","0","1","0","0","161","357","Metropolitan Andrei Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","069","U","MISSISSAUGA","23","22","48","0","0","1","0","0","0","0","94","333","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","070","U","MISSISSAUGA","24","55","54","0","1","2","0","0","0","0","136","391","Briarwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","071","U","COOKSVILLE","20","16","40","1","0","3","0","0","0","0","80","338","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","072","U","COOKSVILLE","7","39","25","0","0","1","0","0","0","0","72","227","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","073","U","MISSISSAUGA","24","51","74","1","1","5","1","0","1","0","158","425","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","074","U","MISSISSAUGA","21","37","52","1","1","7","1","1","0","0","121","343","Metropolitan Andrei Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","075","U","MISSISSAUGA","20","64","61","0","0","2","0","2","1","0","150","380","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","076","U","COOKSVILLE","16","48","53","2","0","2","0","0","1","1","123","372","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","077","U","MISSISSAUGA","28","22","42","1","0","5","0","0","0","0","98","258","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","078A","U","MISSISSAUGA","19","27","48","1","2","4","1","1","0","2","105","275","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","078B","U","MISSISSAUGA","33","40","49","1","0","2","0","0","0","0","125","285","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","079","U","MISSISSAUGA","31","33","72","0","1","0","1","0","0","0","138","517","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","080","U","MISSISSAUGA","23","51","53","0","0","5","0","0","0","0","132","368","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","081","U","MISSISSAUGA","23","61","51","1","0","4","1","0","0","0","141","447","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","082","U","MISSISSAUGA","26","49","57","1","1","12","0","0","0","0","146","428","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","083","U","MISSISSAUGA","40","29","39","0","0","3","0","0","0","0","111","359","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","084","U","MISSISSAUGA","25","36","29","0","2","2","0","0","0","1","95","357","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","085","U","MISSISSAUGA","13","63","62","1","0","5","0","0","0","0","144","307","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","086","U","MISSISSAUGA","17","95","107","0","1","6","0","0","0","0","226","437","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","087","U","MISSISSAUGA","19","51","93","0","0","8","0","0","0","0","171","332","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","088","U","MISSISSAUGA","15","67","81","0","2","6","2","0","0","0","173","299","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","089","U","MISSISSAUGA","24","60","81","0","0","6","0","0","0","0","171","501","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","090","U","MISSISSAUGA","19","50","47","0","2","4","1","0","0","0","123","449","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","091A","U","MISSISSAUGA","33","33","77","0","1","5","0","0","0","0","149","375","Mississauga Central Library - Main Foyer"
"048","MISSISSAUGA EAST--COOKSVILLE","091B","U","MISSISSAUGA","25","37","62","2","0","4","0","0","0","0","130","355","Mississauga Central Library - Main Foyer"
"048","MISSISSAUGA EAST--COOKSVILLE","092","U","MISSISSAUGA","16","32","74","2","0","1","1","0","0","0","126","302","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","093","U","MISSISSAUGA","27","53","81","1","1","5","0","0","0","0","168","459","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","094","U","MISSISSAUGA","22","40","91","0","0","5","1","0","1","0","160","392","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","095","U","MISSISSAUGA","25","42","86","0","1","5","1","0","1","0","161","336","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","096","U","MISSISSAUGA","26","31","68","0","1","1","0","0","0","0","127","308","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","097A","U","MISSISSAUGA","16","15","59","1","0","8","0","0","1","0","100","401","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","097B","U","MISSISSAUGA","17","27","43","0","0","14","0","0","0","0","101","370","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","097C","U","MISSISSAUGA","26","46","54","0","0","5","0","0","0","0","131","434","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","098","U","MISSISSAUGA","14","34","67","0","0","1","0","0","0","0","116","323","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","099","U","MISSISSAUGA","42","43","67","0","0","7","3","0","0","0","162","381","The Fairmont PCC402"
"048","MISSISSAUGA EAST--COOKSVILLE","100","U","MISSISSAUGA","33","12","59","1","0","2","1","0","0","0","108","286","Bella Vista Place"
"048","MISSISSAUGA EAST--COOKSVILLE","101","U","MISSISSAUGA","23","66","79","0","2","3","0","0","1","0","174","480","Saint Philip Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","102","U","MISSISSAUGA","24","45","80","0","4","1","0","2","0","0","156","478","Saint Philip Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","103","U","MISSISSAUGA","37","47","74","1","0","5","1","0","0","0","165","420","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","104","U","MISSISSAUGA","8","49","78","0","1","3","0","2","0","0","141","322","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","105","U","MISSISSAUGA","26","90","81","0","0","1","1","1","1","0","201","455","Saint Philip Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","106","U","MISSISSAUGA","17","39","43","0","0","5","2","0","0","0","106","325","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","107A","U","MISSISSAUGA","22","25","58","0","0","1","0","0","0","0","106","473","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","107B","U","MISSISSAUGA","18","51","70","0","0","3","2","0","0","0","144","518","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","108","U","MISSISSAUGA","12","66","76","0","1","4","2","0","0","0","161","355","Saint Philip Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","109","U","MISSISSAUGA","13","47","49","0","0","1","0","0","0","0","110","323","Saint Philip Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","110","U","MISSISSAUGA","19","46","77","0","1","4","0","1","0","0","148","479","Westside Presbyterian Church"
"048","MISSISSAUGA EAST--COOKSVILLE","111","U","MISSISSAUGA","19","51","97","2","1","2","1","2","1","0","176","471","Westside Presbyterian Church"
"048","MISSISSAUGA EAST--COOKSVILLE","112","U","MISSISSAUGA","24","61","90","1","1","5","0","1","0","0","183","429","Westside Presbyterian Church"
"048","MISSISSAUGA EAST--COOKSVILLE","113","U","MISSISSAUGA","13","54","47","0","3","3","0","0","0","0","120","318","Saint Philip Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","114","U","MISSISSAUGA","19","25","65","0","1","1","1","0","0","1","113","378","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","115","U","MISSISSAUGA","9","19","22","1","0","2","0","1","0","0","54","174","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","116","U","MISSISSAUGA","24","59","67","4","0","6","0","1","0","0","161","376","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","117","U","MISSISSAUGA","15","33","51","0","1","6","0","0","0","0","106","369","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","118","U","MISSISSAUGA","9","45","63","3","0","4","0","0","0","0","124","301","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","119","U","MISSISSAUGA","24","50","66","2","0","5","0","0","0","0","147","403","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","120A","U","MISSISSAUGA","15","24","48","1","0","4","0","0","0","0","92","281","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","120B","U","MISSISSAUGA","12","23","36","0","0","2","0","0","0","0","73","251","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","121","U","MISSISSAUGA","24","43","52","2","0","2","0","0","0","0","123","376","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","122","U","MISSISSAUGA","28","49","66","0","0","1","0","0","0","0","144","381","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","123","U","MISSISSAUGA","27","40","70","3","1","2","0","0","0","0","143","400","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","124","U","MISSISSAUGA","33","56","79","0","1","6","0","0","1","0","176","479","Father Daniel Zanun Elementary School"
"048","MISSISSAUGA EAST--COOKSVILLE","125","U","MISSISSAUGA","28","42","77","2","0","7","0","1","2","0","159","482","St. Catherine of Sienna Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","126","U","MISSISSAUGA","36","45","62","1","2","1","2","2","0","0","151","503","St. Catherine of Sienna Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","127","U","MISSISSAUGA","20","49","111","1","0","8","0","0","0","0","189","477","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","128","U","MISSISSAUGA","35","75","98","1","0","5","4","3","0","0","221","479","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","129","U","MISSISSAUGA","17","52","107","0","0","6","0","2","1","0","185","479","Mary Fix Catholic School"
"048","MISSISSAUGA EAST--COOKSVILLE","130","U","MISSISSAUGA","30","45","73","1","0","2","1","3","0","0","155","425","Mary Fix Catholic School"
"048","MISSISSAUGA EAST--COOKSVILLE","131","U","MISSISSAUGA","24","63","72","1","1","12","0","0","0","0","173","426","Mary Fix Catholic School"
"048","MISSISSAUGA EAST--COOKSVILLE","132","U","MISSISSAUGA","29","60","77","0","0","1","0","0","1","0","168","429","Mary Fix Catholic School"
"048","MISSISSAUGA EAST--COOKSVILLE","133","U","MISSISSAUGA","33","48","86","2","0","5","0","0","0","0","174","434","Cashmere Avenue Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","134","U","MISSISSAUGA","27","59","77","0","1","3","0","1","0","0","168","380","Cashmere Avenue Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","135","U","MISSISSAUGA","30","84","106","1","1","7","0","0","1","0","230","425","Cashmere Avenue Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","136","U","MISSISSAUGA","18","52","84","0","0","4","1","0","0","0","159","440","Mary Fix Catholic School"
"048","MISSISSAUGA EAST--COOKSVILLE","137","U","MISSISSAUGA","21","20","44","0","0","4","0","0","0","0","89","307","Brian W. Fleming Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","138","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","139","U","MISSISSAUGA","16","19","45","0","2","3","0","1","0","0","86","267","Saints Martha and  Mary Church"
"048","MISSISSAUGA EAST--COOKSVILLE","140","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","141","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","142","U","MISSISSAUGA","12","10","18","1","0","1","1","0","0","0","43","179","St. Alfred Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","143","U","MISSISSAUGA","37","33","77","3","0","1","1","1","0","0","153","495","St. Alfred Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","144","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","145","U","MISSISSAUGA","7","10","11","0","2","0","0","0","0","0","30","160","Burnhamthorpe Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","146","U","MISSISSAUGA","7","8","15","0","0","0","0","0","0","0","30","133","Burnhamthorpe Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","147","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","148","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","149","U","MISSISSAUGA","27","27","32","0","0","2","1","1","0","0","90","317","St. Alfred Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","150","U","MISSISSAUGA","8","3","19","0","0","3","0","0","0","0","33","197","Burnhamthorpe Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","151","U","MISSISSAUGA","36","30","35","0","0","5","0","0","1","0","107","449","Blessed Teresa of Calcutta Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","152","U","MISSISSAUGA","6","36","36","0","1","1","0","0","0","0","80","215","Blessed Teresa of Calcutta Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","153","U","MISSISSAUGA","24","33","35","0","1","1","0","0","0","0","94","362","Blessed Teresa of Calcutta Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","154","U","MISSISSAUGA","9","69","97","2","0","6","2","0","0","0","185","433","St. Alfred Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","155","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","156","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","157","U","MISSISSAUGA","8","26","28","0","1","3","0","0","0","0","66","303","Mississauga Muslim Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","158","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","159","U","MISSISSAUGA","10","29","37","0","0","3","1","1","1","0","82","239","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","160","U","MISSISSAUGA","18","15","34","0","0","1","2","0","0","0","70","225","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","161","U","MISSISSAUGA","18","15","42","1","0","2","0","0","1","0","79","281","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","162A","U","MISSISSAUGA","24","14","33","0","1","4","0","0","0","0","76","449","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","162B","U","MISSISSAUGA","11","19","45","0","0","3","0","1","0","0","79","489","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","163","U","MISSISSAUGA","0","1","0","0","0","0","0","0","0","0","1","23","Saints Peter and  Paul Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","164","U","COOKSVILLE","27","38","41","0","1","8","0","0","0","0","115","277","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","165","U","COOKSVILLE","11","22","42","1","0","0","0","1","0","0","77","236","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","166","U","COOKSVILLE","28","22","44","1","2","5","0","0","0","0","102","487","Mississauga Valley Community Centre"
