"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BURNS","FERGUSON","HOCKLEY","JENNER","LEVAC","SITKO","ST. AMANT","TURMEL","VAN TILBORG","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"009","BRANT","058","U","PARIS","7","0","0","0","52","0","54","0","48","1","0","0","162","409","Holy Family Elementary School"
"009","BRANT","059","U","PARIS","5","0","0","2","63","0","62","0","41","0","0","0","173","343","Holy Family Elementary School"
"009","BRANT","060","U","PARIS","11","0","0","1","89","1","95","1","42","0","0","0","240","561","Paris Fairgrounds"
"009","BRANT","061","U","BRANTFORD","6","1","1","0","82","0","67","0","42","0","0","0","199","429","Russell Reid-Coronation Elementary School"
"009","BRANT","062","U","BRANTFORD","4","0","0","1","81","1","68","1","53","0","0","0","209","437","Our Lady of Providence Catholic School"
"009","BRANT","063","U","BRANTFORD","1","0","1","0","48","1","66","1","52","1","0","0","171","395","Russell Reid-Coronation Elementary School"
"009","BRANT","064","U","BRANTFORD","5","2","0","0","89","1","86","0","18","1","0","0","202","424","Our Lady of Providence Catholic School"
"009","BRANT","065","U","BRANTFORD","3","0","1","1","86","0","53","0","46","0","0","0","190","371","Russell Reid-Coronation Elementary School"
"009","BRANT","066","U","BRANTFORD","7","1","1","0","93","0","68","0","58","3","0","0","231","393","Russell Reid-Coronation Elementary School"
"009","BRANT","067","U","BRANTFORD","5","0","0","0","82","1","75","1","44","1","0","0","209","412","Our Lady of Providence Catholic School"
"009","BRANT","068","U","BRANTFORD","2","1","0","0","75","0","59","0","34","0","0","0","171","368","Our Lady of Providence Catholic School"
"009","BRANT","069","U","BRANTFORD","7","1","0","0","60","0","63","0","53","0","1","0","185","337","Russell Reid-Coronation Elementary School"
"009","BRANT","070","U","BRANTFORD","1","0","0","0","80","0","67","0","36","1","0","0","185","405","Russell Reid-Coronation Elementary School"
"009","BRANT","071","U","BRANTFORD","4","1","2","1","69","0","95","0","33","0","0","0","205","412","Our Lady of Providence Catholic School"
"009","BRANT","072","U","BRANTFORD","4","1","0","1","91","0","87","0","23","1","0","0","208","394","Greenbrier Public School"
"009","BRANT","073","U","BRANTFORD","1","0","2","0","78","1","68","0","40","0","0","0","190","341","Greenbrier Public School"
"009","BRANT","074","U","BRANTFORD","5","0","0","0","77","1","49","0","39","0","0","0","171","339","Greenbrier Public School"
"009","BRANT","075","U","BRANTFORD","4","1","2","1","95","0","83","1","61","0","1","0","249","545","St. Patrick's Elementary School"
"009","BRANT","076","U","BRANTFORD","7","2","0","0","105","0","73","0","38","1","0","0","226","429","Cedarland Public School"
"009","BRANT","077","U","BRANTFORD","3","2","0","0","97","0","83","0","38","1","1","0","225","399","Greenbrier Public School"
"009","BRANT","078","U","BRANTFORD","2","0","0","1","71","0","68","0","44","7","0","0","193","339","Greenbrier Public School"
"009","BRANT","079","U","BRANTFORD","2","0","2","0","62","2","73","0","54","0","0","0","195","403","Greenbrier Public School"
"009","BRANT","080","U","BRANTFORD","3","0","0","0","63","1","51","0","39","0","0","0","157","332","St. Patrick's Elementary School"
"009","BRANT","081","U","BRANTFORD","7","2","1","1","65","0","55","1","65","0","0","0","197","362","St. Patrick's Elementary School"
"009","BRANT","082","U","BRANTFORD","3","0","1","0","64","0","65","0","29","1","0","0","163","313","Braemar House School"
"009","BRANT","083","U","BRANTFORD","2","3","1","1","84","0","71","0","46","0","0","0","208","499","Resurrection Community Centre"
"009","BRANT","084","U","BRANTFORD","0","1","0","0","130","0","79","0","21","0","0","1","232","408","Cedarland Public School"
"009","BRANT","085","U","BRANTFORD","4","1","0","1","77","0","81","0","49","1","0","0","214","425","Cedarland Public School"
"009","BRANT","086","U","BRANTFORD","4","1","2","0","64","0","49","0","49","0","0","0","169","350","Cedarland Public School"
"009","BRANT","087","U","BRANTFORD","3","0","1","1","78","2","71","0","42","1","0","0","199","386","Cedarland Public School"
"009","BRANT","088","U","BRANTFORD","2","2","3","0","62","0","43","0","61","0","0","0","173","407","Cedarland Public School"
"009","BRANT","089","U","BRANTFORD","0","1","2","0","90","0","82","0","22","0","0","1","198","447","Resurrection Community Centre"
"009","BRANT","090","U","BRANTFORD","6","1","0","2","85","1","90","0","29","1","0","0","215","418","Resurrection Community Centre"
"009","BRANT","091","U","BRANTFORD","1","0","0","0","37","0","31","0","32","0","0","1","102","268","Resurrection Community Centre"
"009","BRANT","092","U","BRANTFORD","2","0","1","1","118","1","83","0","60","0","0","0","266","652","Resurrection Community Centre"
"009","BRANT","093","U","BRANTFORD","2","0","1","0","91","0","55","0","41","0","0","0","190","403","Resurrection Community Centre"
"009","BRANT","094","U","BRANTFORD","4","1","0","0","134","0","71","0","27","2","0","0","239","491","Branlyn Community Centre"
"009","BRANT","095","U","BRANTFORD","2","0","1","0","58","1","33","0","39","0","0","0","134","360","Branlyn Community Centre"
"009","BRANT","096","U","BRANTFORD","1","0","0","0","52","1","49","0","38","0","0","1","142","359","Resurrection Community Centre"
"009","BRANT","097","U","BRANTFORD","1","0","3","0","104","0","96","0","68","1","0","0","273","680","Branlyn Community Centre"
"009","BRANT","098","U","BRANTFORD","4","1","0","0","77","0","53","0","34","0","0","0","169","357","Resurrection Community Centre"
"009","BRANT","099","U","BRANTFORD","4","0","0","0","75","0","67","0","31","1","0","0","178","377","Resurrection Community Centre"
"009","BRANT","100","U","BRANTFORD","0","2","1","0","58","0","54","0","41","0","0","0","156","407","Banbury Heights Elementary School"
"009","BRANT","101","U","BRANTFORD","3","0","0","0","59","0","75","0","37","1","0","1","176","411","Banbury Heights Elementary School"
"009","BRANT","102","U","BRANTFORD","3","0","1","1","41","0","51","0","43","1","0","0","141","351","Banbury Heights Elementary School"
"009","BRANT","103","U","BRANTFORD","3","0","0","1","45","0","49","0","43","0","0","0","141","347","Banbury Heights Elementary School"
"009","BRANT","104","U","BRANTFORD","2","0","1","0","42","0","62","0","44","0","0","0","151","344","Banbury Heights Elementary School"
"009","BRANT","105","U","BRANTFORD","2","0","1","0","55","0","72","0","46","1","0","0","177","351","Banbury Heights Elementary School"
"009","BRANT","106","U","BRANTFORD","1","0","2","1","80","1","64","1","42","1","0","0","193","388","Banbury Heights Elementary School"
"009","BRANT","107","U","BRANTFORD","3","1","0","0","82","2","53","0","32","2","0","0","175","401","Banbury Heights Elementary School"
"009","BRANT","108","U","BRANTFORD","1","0","3","1","75","0","54","0","39","0","0","0","173","416","Branlyn Community Centre"
"009","BRANT","109","U","BRANTFORD","0","4","0","1","83","1","51","0","55","0","0","0","195","451","Branlyn Community Centre"
"009","BRANT","110","U","BRANTFORD","1","0","4","0","45","0","69","0","45","0","1","0","165","380","Branlyn Community Centre"
"009","BRANT","111","U","BRANTFORD","6","1","5","0","87","1","81","0","95","2","0","0","278","901","Branlyn Community Centre"
"009","BRANT","112","U","BRANTFORD","4","0","0","0","100","0","71","0","41","0","0","0","216","482","Branlyn Community Centre"
"009","BRANT","113","U","BRANTFORD","3","0","2","0","97","0","62","0","64","0","0","0","228","452","Branlyn Community Centre"
"009","BRANT","114","U","BRANTFORD","0","1","3","1","114","3","53","0","34","1","0","0","210","390","Braemar House School"
"009","BRANT","115","U","BRANTFORD","1","1","2","1","102","0","60","0","50","1","0","1","219","377","Braemar House School"
"009","BRANT","116","U","BRANTFORD","1","2","0","1","77","0","65","0","34","1","0","0","181","450","Lansdowne-Costain Elementary School"
"009","BRANT","117","U","BRANTFORD","2","1","0","0","52","0","25","0","36","0","0","0","116","320","Russell Reid-Coronation Elementary School"
"009","BRANT","118","U","BRANTFORD","3","2","0","0","45","0","24","0","30","1","0","0","105","303","St. Bernard Elementary School"
"009","BRANT","119","U","BRANTFORD","6","0","1","1","111","1","64","1","31","2","1","0","219","389","St. Bernard Elementary School"
"009","BRANT","120","U","BRANTFORD","1","0","1","0","97","0","84","1","27","2","0","0","213","398","St. Bernard Elementary School"
"009","BRANT","121","U","BRANTFORD","3","0","0","1","111","0","122","0","13","0","0","0","250","429","Lansdowne-Costain Elementary School"
"009","BRANT","122","U","BRANTFORD","4","0","0","0","73","0","53","2","49","0","0","0","181","347","St. Bernard Elementary School"
"009","BRANT","123","U","BRANTFORD","1","0","0","0","75","1","49","0","32","0","1","0","159","300","James Hillier Elementary School"
"009","BRANT","124","U","BRANTFORD","2","0","4","2","68","1","53","0","53","0","0","0","183","350","St. Pius Elementary School"
"009","BRANT","125","U","BRANTFORD","5","1","0","0","37","0","30","0","53","0","0","0","126","329","St. Pius Elementary School"
"009","BRANT","126","U","BRANTFORD","2","0","0","0","49","0","37","0","37","1","0","0","126","295","St. Pius Elementary School"
"009","BRANT","127","U","BRANTFORD","2","1","0","1","58","0","40","0","38","0","0","0","140","298","St. Pius X Church Hall"
"009","BRANT","128","U","BRANTFORD","0","0","1","0","38","0","24","0","44","0","1","0","108","269","St. Pius X Church Hall"
"009","BRANT","129","U","BRANTFORD","2","1","0","0","52","0","33","0","50","0","1","0","139","489","German Canadian Association - Sonnenhof"
"009","BRANT","130","U","BRANTFORD","5","0","0","0","94","1","60","0","37","0","0","0","197","468","German Canadian Association - Sonnenhof"
"009","BRANT","131","U","BRANTFORD","3","0","0","1","47","0","34","0","41","2","0","0","128","311","St. Pius X Church Hall"
"009","BRANT","132","U","BRANTFORD","1","0","0","1","26","0","27","0","38","1","1","0","95","300","German Canadian Association - Sonnenhof"
"009","BRANT","133","U","BRANTFORD","4","0","1","0","111","0","59","0","38","2","0","0","215","362","James Hillier Elementary School"
"009","BRANT","134","U","BRANTFORD","4","0","0","0","118","1","66","0","27","0","0","0","216","383","James Hillier Elementary School"
"009","BRANT","135","U","BRANTFORD","2","2","0","0","81","1","48","0","33","0","0","0","167","321","James Hillier Elementary School"
"009","BRANT","136","U","BRANTFORD","4","0","1","0","52","0","29","2","25","0","0","0","113","295","James Hillier Elementary School"
"009","BRANT","137","U","BRANTFORD","1","1","0","0","40","0","35","0","40","1","0","0","118","263","St. Pius X Church Hall"
"009","BRANT","138","U","BRANTFORD","1","1","0","0","27","0","24","1","27","0","0","0","81","227","St. Pius X Church Hall"
"009","BRANT","139","U","BRANTFORD","3","1","2","0","45","0","30","0","30","1","0","0","112","256","St. Pius X Church Hall"
"009","BRANT","140","U","BRANTFORD","5","0","2","0","27","0","26","0","27","1","0","0","88","250","The Yes Church"
"009","BRANT","141","U","BRANTFORD","6","0","0","1","60","1","40","0","41","2","0","1","152","333","St. Pius Elementary School"
"009","BRANT","142","U","BRANTFORD","1","0","0","1","34","0","22","1","46","1","0","0","106","245","St. Pius Elementary School"
"009","BRANT","143","U","BRANTFORD","2","0","2","0","35","0","20","0","35","0","0","0","94","298","The Yes Church"
"009","BRANT","144","U","BRANTFORD","8","0","0","0","61","0","38","0","62","0","0","0","169","527","The Yes Church"
"009","BRANT","145","U","BRANTFORD","4","0","0","1","70","0","41","0","23","1","0","0","140","330","The Yes Church"
"009","BRANT","146","U","BRANTFORD","4","0","0","1","28","0","31","1","29","1","0","0","95","263","The Yes Church"
"009","BRANT","147","U","BRANTFORD","3","1","0","0","24","1","33","0","27","0","0","0","89","328","The Yes Church"
"009","BRANT","148","U","BRANTFORD","5","0","0","0","45","2","45","0","105","1","0","0","203","555","German Canadian Association - Sonnenhof"
"009","BRANT","149","U","BRANTFORD","4","0","0","1","47","1","34","0","62","0","0","0","149","347","German Canadian Association - Sonnenhof"
"009","BRANT","150","U","BRANTFORD","1","2","0","0","34","0","37","1","60","0","0","0","135","508","German Canadian Association - Sonnenhof"
"009","BRANT","151","U","BRANTFORD","5","0","1","0","114","0","63","0","33","1","0","0","217","378","Lansdowne-Costain Elementary School"
"009","BRANT","152","U","BRANTFORD","5","0","2","0","71","1","50","0","23","0","0","0","152","281","Christ the King Elementary School"
"009","BRANT","153","U","BRANTFORD","7","1","2","0","100","0","43","1","34","1","1","0","190","362","Christ the King Elementary School"
"009","BRANT","154","U","BRANTFORD","2","0","0","0","37","0","19","0","40","0","0","0","98","234","St. Basil's Roman Catholic Church Hall"
"009","BRANT","155","U","BRANTFORD","2","0","1","0","46","0","28","0","75","2","0","0","154","515","St. Basil's Roman Catholic Church Hall"
"009","BRANT","156","U","BRANTFORD","6","2","1","0","60","4","37","0","67","3","0","0","180","509","St. Basil's Roman Catholic Church Hall"
"009","BRANT","157","U","BRANTFORD","1","0","4","0","59","1","30","0","27","1","0","0","123","285","St. Basil's Roman Catholic Church Hall"
"009","BRANT","158","U","BRANTFORD","6","2","0","0","34","3","20","0","46","0","0","0","111","460","Central Public School"
"009","BRANT","159","U","BRANTFORD","2","0","0","1","23","1","21","0","36","0","0","0","84","269","Central Public School"
"009","BRANT","160","U","BRANTFORD","2","0","0","1","28","0","25","0","48","1","0","0","105","302","Central Public School"
"009","BRANT","161","U","BRANTFORD","1","1","0","2","42","1","32","0","0","1","0","0","80","295","Rossini Lodge"
"009","BRANT","162","U","BRANTFORD","1","1","2","0","31","0","38","0","47","0","1","0","121","359","Rossini Lodge"
"009","BRANT","163","U","BRANTFORD","0","1","3","0","39","1","44","0","40","1","1","0","130","352","Woodman Park Community Centre"
"009","BRANT","164","U","BRANTFORD","6","1","3","2","73","0","73","0","79","1","0","1","239","571","Woodman Park Community Centre"
"009","BRANT","165","U","BRANTFORD","4","1","1","0","111","1","95","0","61","1","0","1","276","600","Woodman Park Community Centre"
"009","BRANT","166","U","BRANTFORD","3","2","2","0","59","1","67","4","84","1","0","1","224","581","Woodman Park Community Centre"
"009","BRANT","167","U","BRANTFORD","1","1","0","0","63","1","67","0","74","0","0","0","207","557","St. Peter's Elementary School"
"009","BRANT","168","U","BRANTFORD","3","1","0","0","73","1","73","1","45","1","0","0","198","543","St. Peter's Elementary School"
"009","BRANT","169","U","BRANTFORD","4","0","2","0","49","1","31","0","59","1","0","1","148","362","T. B. Costain / S. C.Johnson Community Centre"
"009","BRANT","170","U","BRANTFORD","1","0","0","0","72","0","32","0","26","0","0","2","133","277","Christ the King Elementary School"
"009","BRANT","171","U","BRANTFORD","6","1","0","1","43","0","38","0","63","0","0","0","152","320","T. B. Costain / S. C.Johnson Community Centre"
"009","BRANT","172","U","BRANTFORD","2","0","0","0","43","0","34","0","48","0","1","0","128","303","T. B. Costain / S. C.Johnson Community Centre"
"009","BRANT","173","U","BRANTFORD","4","0","0","0","68","0","51","0","89","0","0","0","212","560","T. B. Costain / S. C.Johnson Community Centre"
"009","BRANT","174","U","BRANTFORD","6","1","2","1","49","1","37","1","59","2","0","0","159","462","St. Basil's Roman Catholic Church Hall"
"009","BRANT","175","U","BRANTFORD","3","1","1","1","36","2","25","2","34","0","0","0","105","413","Central Public School"
"009","BRANT","176","U","BRANTFORD","1","1","2","1","45","1","26","0","46","0","1","0","124","518","Central Public School"
"009","BRANT","177","U","BRANTFORD","1","0","0","1","35","0","9","0","27","0","0","0","73","281","Central Public School"
"009","BRANT","178","U","BRANTFORD","7","0","0","1","54","0","31","0","57","0","0","0","150","558","Central Public School"
"009","BRANT","179","U","BRANTFORD","0","0","1","1","24","0","23","0","30","0","0","0","79","278","Rossini Lodge"
"009","BRANT","180","U","BRANTFORD","3","0","0","0","47","0","30","0","47","0","0","1","128","350","Rossini Lodge"
"009","BRANT","181","U","BRANTFORD","5","2","1","0","71","0","39","0","86","1","0","0","205","719","Pauline Johnson High School"
"009","BRANT","182","U","BRANTFORD","1","0","0","0","36","0","46","0","47","0","0","0","130","340","Woodman Park Community Centre"
"009","BRANT","183","U","BRANTFORD","1","0","0","0","75","0","69","0","29","0","0","0","174","370","Airport Community Hall"
"009","BRANT","184","U","BRANTFORD","4","0","0","1","71","0","51","1","81","1","1","0","211","637","Airport Community Hall"
"009","BRANT","185","U","BRANTFORD","0","0","1","0","60","3","45","0","80","2","0","0","191","535","Knights of Columbus"
"009","BRANT","186","U","BRANTFORD","4","3","0","0","65","2","75","0","35","2","0","0","186","453","Ryerson Heights School"
"009","BRANT","187","U","BRANTFORD","2","2","0","0","58","0","56","0","36","1","0","0","155","383","Ryerson Heights School"
"009","BRANT","188","U","BRANTFORD","1","0","0","0","70","0","66","0","31","0","0","0","168","418","Ryerson Heights School"
"009","BRANT","189","U","BRANTFORD","3","1","1","0","63","1","50","0","38","2","0","0","159","409","Ryerson Heights School"
"009","BRANT","190","U","BRANTFORD","3","1","0","0","62","1","40","0","36","0","0","0","143","328","Ryerson Heights School"
"009","BRANT","191","U","BRANTFORD","1","0","1","0","73","1","55","0","31","0","0","0","162","367","Knights of Columbus"
"009","BRANT","192","U","BRANTFORD","3","0","0","0","40","0","32","0","39","0","0","0","114","257","Knights of Columbus"
"009","BRANT","193","U","BRANTFORD","5","1","0","0","28","0","23","1","35","0","0","0","93","287","Knights of Columbus"
"009","BRANT","194","U","BRANTFORD","5","1","1","0","45","0","30","0","38","0","1","1","122","321","Knights of Columbus"
"009","BRANT","195","U","BRANTFORD","1","0","0","1","58","3","51","0","31","0","0","0","145","341","St. Gabriel Catholic School"
"009","BRANT","196","U","BRANTFORD","3","2","0","0","66","0","50","0","26","0","0","0","147","347","St. Gabriel Catholic School"
"009","BRANT","197","U","BRANTFORD","2","0","0","0","38","2","59","0","32","3","0","0","136","340","St. Gabriel Catholic School"
"009","BRANT","198","U","BRANTFORD","6","0","4","0","69","1","55","0","72","3","0","0","210","713","Knights of Columbus"
"009","BRANT","199","U","BRANTFORD","3","0","0","0","45","1","41","1","30","1","0","0","122","302","St. Gabriel Catholic School"
"009","BRANT","200","U","BRANTFORD","1","0","0","0","46","0","45","1","46","1","1","0","141","294","Agnes G Hodge Public School"
"009","BRANT","201","U","BRANTFORD","6","2","2","2","53","2","52","0","37","0","0","0","156","404","St. Gabriel Catholic School"
"009","BRANT","202","U","BRANTFORD","0","0","1","1","38","0","51","0","37","0","0","0","128","385","St. Gabriel Catholic School"
"009","BRANT","203","U","BRANTFORD","2","0","3","0","62","2","47","0","35","0","0","0","151","389","St. Gabriel Catholic School"
"009","BRANT","204","U","BRANTFORD","1","0","0","0","82","0","84","0","32","0","0","2","201","383","Agnes G Hodge Public School"
"009","BRANT","205","U","BRANTFORD","3","0","0","0","69","0","61","0","45","0","0","0","178","324","Agnes G Hodge Public School"
"009","BRANT","206","U","BRANTFORD","3","0","0","0","28","1","35","0","52","0","0","0","119","321","Civic Centre Auditorium"
"009","BRANT","207","U","BRANTFORD","3","0","0","0","31","0","14","0","34","0","0","0","82","261","Civic Centre Auditorium"
"009","BRANT","208","U","BRANTFORD","2","0","0","0","24","1","24","0","48","1","0","0","100","310","Civic Centre Auditorium"
"009","BRANT","209","U","BRANTFORD","3","1","0","1","19","0","19","0","36","0","0","1","80","252","Civic Centre Auditorium"
"009","BRANT","210","U","BRANTFORD","4","0","1","0","21","0","26","0","49","0","0","0","101","294","Civic Centre Auditorium"
"009","BRANT","211","U","BRANTFORD","0","0","1","0","24","0","26","0","53","0","0","0","104","304","Civic Centre Auditorium"
"009","BRANT","212","U","BRANTFORD","1","0","2","1","39","0","19","1","56","1","0","0","120","428","Civic Centre Auditorium"
"009","BRANT","213","U","BRANTFORD","2","1","1","0","19","0","28","1","35","0","0","0","87","286","Doug Snooks Community Centre"
"009","BRANT","214","U","BRANTFORD","5","1","0","0","22","1","27","0","58","0","0","0","114","301","Doug Snooks Community Centre"
"009","BRANT","215","U","BRANTFORD","2","1","0","0","30","0","36","0","47","1","0","0","117","309","Civic Centre Auditorium"
"009","BRANT","216","U","BRANTFORD","2","1","0","0","52","0","31","0","57","0","0","0","143","335","Doug Snooks Community Centre"
"009","BRANT","217","U","BRANTFORD","1","0","0","0","40","1","33","1","67","1","0","0","144","336","Doug Snooks Community Centre"
"009","BRANT","218","U","BRANTFORD","2","0","1","1","25","1","26","0","54","1","0","0","111","325","Doug Snooks Community Centre"
"009","BRANT","219","U","BRANTFORD","4","0","0","1","73","0","49","0","94","1","0","0","222","752","Doug Snooks Community Centre"
"009","BRANT","220","U","BRANTFORD","3","1","0","1","34","0","21","0","42","0","0","0","102","419","Pauline Johnson High School"
"009","BRANT","221","U","BRANTFORD","5","1","3","0","45","1","39","0","63","0","0","1","158","520","Pauline Johnson High School"
"009","BRANT","222","U","BRANTFORD","6","0","2","0","60","1","51","1","80","1","1","0","203","566","Pauline Johnson High School"
"009","BRANT","223","U","BRANTFORD","0","0","1","0","20","0","14","0","28","2","0","0","65","200","Pauline Johnson High School"
"009","BRANT","224","U","BRANTFORD","6","0","1","0","67","0","74","0","49","2","0","0","199","423","Woodman Park Community Centre"
"009","BRANT","225","U","BRANTFORD","2","1","0","0","70","0","84","0","44","0","0","1","202","391","Woodman Park Community Centre"
