"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AMBROGIO","BRANSCOMBE","HOLMES","LABONTE","MATTHEWS","SPOTTISWOOD","VANKLINKEN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"044","LONDON NORTH CENTRE","085","U","LONDON","1","43","58","2","53","0","0","1","1","0","159","384","Beacock Library"
"044","LONDON NORTH CENTRE","086","U","LONDON","3","34","39","4","44","0","2","2","0","0","128","466","Orchard Park Public School"
"044","LONDON NORTH CENTRE","087","U","LONDON","0","45","39","6","90","1","0","0","0","0","181","338","Orchard Park Public School"
"044","LONDON NORTH CENTRE","088","U","LONDON","1","52","18","3","122","0","0","0","0","0","196","398","Orchard Park Public School"
"044","LONDON NORTH CENTRE","089","U","LONDON","0","47","31","7","50","1","1","0","0","0","137","365","Orchard Park Public School"
"044","LONDON NORTH CENTRE","090","U","LONDON","3","25","20","0","51","1","0","1","0","0","101","387","Orchard Park Public School"
"044","LONDON NORTH CENTRE","091","U","LONDON","0","16","21","5","32","1","1","0","0","0","76","334","London Hall"
"044","LONDON NORTH CENTRE","092","U","LONDON","0","10","9","1","19","0","0","0","0","0","39","291","London Waldorf School"
"044","LONDON NORTH CENTRE","093","U","LONDON","0","45","30","4","146","1","0","3","0","0","229","495","Ryerson Public School"
"044","LONDON NORTH CENTRE","094","U","LONDON","1","60","17","4","136","2","0","0","0","1","221","428","Ryerson Public School"
"044","LONDON NORTH CENTRE","095","U","LONDON","2","69","34","10","158","0","1","2","1","0","277","471","London Jewish Community Centre"
"044","LONDON NORTH CENTRE","096","U","LONDON","0","29","31","6","103","0","3","0","1","0","173","437","London Jewish Community Centre"
"044","LONDON NORTH CENTRE","097","U","LONDON","1","58","80","11","69","0","1","0","0","0","220","524","St. Lawrence Presbyterian Church"
"044","LONDON NORTH CENTRE","098","U","LONDON","1","29","44","8","41","1","1","0","0","0","125","411","St. Lawrence Presbyterian Church"
"044","LONDON NORTH CENTRE","099","U","LONDON","1","36","72","5","56","1","0","0","0","0","171","585","The Salvation Army Hillcrest Church"
"044","LONDON NORTH CENTRE","100","U","LONDON","0","19","13","3","21","0","0","0","0","0","56","239","The Salvation Army Hillcrest Church"
"044","LONDON NORTH CENTRE","101","U","LONDON","0","37","34","6","53","0","2","0","0","0","132","429","Cherryhill Library"
"044","LONDON NORTH CENTRE","102","U","LONDON","0","10","17","1","34","0","0","0","1","0","63","347","Cherryhill Library"
"044","LONDON NORTH CENTRE","103","U","LONDON","0","16","35","1","43","0","0","1","0","2","98","358","London Waldorf School"
"044","LONDON NORTH CENTRE","104","U","LONDON","0","41","20","4","99","1","1","0","0","2","168","397","St. John the Evangelist Church"
"044","LONDON NORTH CENTRE","105","U","LONDON","0","31","28","4","62","0","0","0","0","2","127","347","St. John the Evangelist Church"
"044","LONDON NORTH CENTRE","106","U","LONDON","0","40","23","9","89","0","0","0","0","0","161","337","St. John the Evangelist Church"
"044","LONDON NORTH CENTRE","107","U","LONDON","3","47","39","15","136","0","0","2","1","0","243","407","Ryerson Public School"
"044","LONDON NORTH CENTRE","108","U","LONDON","0","23","29","7","75","0","0","0","0","0","134","328","St. George's Public School"
"044","LONDON NORTH CENTRE","109","U","LONDON","1","33","36","9","109","0","2","0","0","0","190","380","St. George's Public School"
"044","LONDON NORTH CENTRE","110","U","LONDON","0","31","29","14","159","0","0","1","0","0","234","481","St. George's Public School"
"044","LONDON NORTH CENTRE","111","U","LONDON","3","45","29","9","85","2","1","0","0","0","174","376","Rowntree Memorial United Church"
"044","LONDON NORTH CENTRE","112","U","LONDON","0","44","18","7","79","0","2","0","0","0","150","362","St. George's Public School"
"044","LONDON NORTH CENTRE","113","U","LONDON","0","39","48","7","43","0","1","0","0","0","138","354","Rowntree Memorial United Church"
"044","LONDON NORTH CENTRE","114","U","LONDON","0","41","50","11","100","0","0","0","0","0","202","449","Rowntree Memorial United Church"
"044","LONDON NORTH CENTRE","115","U","LONDON","2","54","77","7","70","0","0","0","0","0","210","366","Rowntree Memorial United Church"
"044","LONDON NORTH CENTRE","116","U","LONDON","2","37","107","7","78","0","0","0","0","0","231","592","Knollwood Park Public School"
"044","LONDON NORTH CENTRE","117","U","LONDON","2","40","41","4","65","0","1","0","0","0","153","361","Knollwood Park Public School"
"044","LONDON NORTH CENTRE","118","U","LONDON","0","24","55","2","41","0","1","0","0","0","123","461","Knollwood Park Public School"
"044","LONDON NORTH CENTRE","119","U","LONDON","0","35","39","6","54","0","0","0","1","0","135","318","Knollwood Park Public School"
"044","LONDON NORTH CENTRE","120","U","LONDON","2","32","85","13","64","0","1","1","0","0","198","466","Knollwood Park Public School"
"044","LONDON NORTH CENTRE","121","U","LONDON","0","39","28","3","22","0","0","1","1","0","94","308","Sir John A Macdonald Public School"
"044","LONDON NORTH CENTRE","122","U","LONDON","3","69","71","7","72","0","0","2","0","0","224","534","Sir John A Macdonald Public School"
"044","LONDON NORTH CENTRE","123","U","LONDON","2","48","107","11","56","0","2","2","2","0","230","512","Sir John A Macdonald Public School"
"044","LONDON NORTH CENTRE","124","U","LONDON","1","27","36","4","30","0","0","1","0","0","99","328","London Jewish Community Centre"
"044","LONDON NORTH CENTRE","125","U","LONDON","0","28","65","18","54","0","1","2","0","0","168","479","Kiwanis Seniors Centre"
"044","LONDON NORTH CENTRE","126","U","LONDON","0","30","30","7","50","0","2","0","0","0","119","411","Polish Combatants Hall"
"044","LONDON NORTH CENTRE","127","U","LONDON","1","22","54","10","79","0","0","1","0","2","169","455","Kiwanis Seniors Centre"
"044","LONDON NORTH CENTRE","128","U","LONDON","1","55","38","12","110","0","0","0","1","0","217","707","St. Pauls Cathedral"
"044","LONDON NORTH CENTRE","129","U","LONDON","1","27","48","6","60","0","0","0","1","0","143","405","St. Pauls Cathedral"
"044","LONDON NORTH CENTRE","130","U","LONDON","2","25","26","8","80","0","0","0","0","1","142","394","Trinity Lutheran Church"
"044","LONDON NORTH CENTRE","131","U","LONDON","0","22","9","1","50","0","0","0","0","0","82","250","Central Library"
"044","LONDON NORTH CENTRE","132","U","LONDON","2","21","38","15","53","0","0","0","0","0","129","421","Community of Christ"
"044","LONDON NORTH CENTRE","133","U","LONDON","1","25","34","8","66","0","1","1","0","0","136","319","Trinity Lutheran Church"
"044","LONDON NORTH CENTRE","134","U","LONDON","0","32","38","9","69","0","0","1","1","0","150","424","Community of Christ"
"044","LONDON NORTH CENTRE","135","U","LONDON","1","32","45","6","71","1","1","0","0","2","159","386","Trinity Lutheran Church"
"044","LONDON NORTH CENTRE","136","U","LONDON","1","26","31","10","99","1","0","0","0","0","168","440","Community of Christ"
"044","LONDON NORTH CENTRE","137","U","LONDON","0","21","55","15","74","0","1","2","0","0","168","371","Trinity Lutheran Church"
"044","LONDON NORTH CENTRE","138","U","LONDON","2","28","46","12","80","0","0","3","0","0","171","448","Trinity Lutheran Church"
"044","LONDON NORTH CENTRE","139","U","LONDON","2","48","77","10","98","0","2","0","0","0","237","562","Carling Heights Community Centre"
"044","LONDON NORTH CENTRE","140","U","LONDON","1","18","39","7","61","0","1","0","0","0","127","389","Community of Christ"
"044","LONDON NORTH CENTRE","141","U","LONDON","1","28","63","14","54","0","0","1","0","0","161","487","Carling Heights Community Centre"
"044","LONDON NORTH CENTRE","142","U","LONDON","1","25","64","7","68","0","0","0","0","0","165","403","Boyle Memorial Community Centre"
"044","LONDON NORTH CENTRE","143","U","LONDON","0","36","58","10","59","1","0","0","1","0","165","425","Boyle Memorial Community Centre"
"044","LONDON NORTH CENTRE","144","U","LONDON","2","44","70","12","54","0","0","0","0","0","182","501","Bishop Townshend Public School"
"044","LONDON NORTH CENTRE","145","U","LONDON","0","25","56","8","33","0","1","1","0","0","124","392","Bishop Townshend Public School"
"044","LONDON NORTH CENTRE","146","U","LONDON","0","26","36","2","16","1","2","1","0","0","84","359","North London 7th Day Adventist Church"
"044","LONDON NORTH CENTRE","147","U","LONDON","0","13","30","3","28","0","0","1","0","0","75","428","North London 7th Day Adventist Church"
"044","LONDON NORTH CENTRE","148","U","LONDON","2","45","91","8","47","0","1","0","1","1","196","479","Boyle Memorial Community Centre"
"044","LONDON NORTH CENTRE","149","U","LONDON","0","44","53","5","54","0","2","0","0","0","158","368","Boyle Memorial Community Centre"
"044","LONDON NORTH CENTRE","150","U","LONDON","1","27","63","14","47","0","0","0","1","0","153","459","Carson Library"
"044","LONDON NORTH CENTRE","151","U","LONDON","2","32","33","7","46","0","1","0","0","0","121","408","London Intercommunity Health Centre"
"044","LONDON NORTH CENTRE","152","U","LONDON","2","25","47","2","36","0","2","0","0","0","114","433","London Intercommunity Health Centre"
"044","LONDON NORTH CENTRE","153","U","LONDON","1","29","43","6","56","0","0","2","0","0","137","421","Catholic Central Secondary School"
"044","LONDON NORTH CENTRE","154","U","LONDON","2","20","53","4","39","0","2","1","0","0","121","411","Catholic Central Secondary School"
"044","LONDON NORTH CENTRE","155","U","LONDON","1","44","32","5","80","1","0","0","0","0","163","479","Central Library"
"044","LONDON NORTH CENTRE","156","U","LONDON","1","35","45","13","82","1","2","0","0","0","179","645","Central Library"
"044","LONDON NORTH CENTRE","157","U","LONDON","0","23","37","6","32","0","1","1","0","0","100","414","Boys and Girls Club of London"
"044","LONDON NORTH CENTRE","158","U","LONDON","2","12","39","3","26","0","0","0","0","0","82","411","Impact Church"
"044","LONDON NORTH CENTRE","159","U","LONDON","2","36","36","7","41","1","3","0","1","0","127","395","Impact Church"
"044","LONDON NORTH CENTRE","160","U","LONDON","2","37","43","9","30","1","0","0","0","0","122","426","St. Patricks Parish Hall"
"044","LONDON NORTH CENTRE","161","U","LONDON","3","37","67","4","50","0","1","0","0","0","162","414","Crouch Library"
"044","LONDON NORTH CENTRE","162","U","LONDON","1","24","60","3","18","0","1","1","0","0","108","353","St. Patricks Parish Hall"
"044","LONDON NORTH CENTRE","163","U","LONDON","2","33","73","8","50","1","0","0","3","0","170","428","St. Patricks Parish Hall"
"044","LONDON NORTH CENTRE","164","U","LONDON","3","28","43","4","34","0","1","0","0","1","114","382","St. Patricks Parish Hall"
"044","LONDON NORTH CENTRE","165","U","LONDON","0","15","47","6","48","0","0","0","0","0","116","428","Boys and Girls Club of London"
"044","LONDON NORTH CENTRE","166","U","LONDON","3","28","69","15","53","2","0","0","0","0","170","462","Cornerstone United Reformed Church"
"044","LONDON NORTH CENTRE","167","U","LONDON","0","15","32","10","35","0","0","1","0","0","93","340","Cornerstone United Reformed Church"
"044","LONDON NORTH CENTRE","168","U","LONDON","3","28","56","2","40","0","0","1","0","0","130","431","Cornerstone United Reformed Church"
"044","LONDON NORTH CENTRE","169","U","LONDON","1","27","58","0","42","0","0","1","0","0","129","437","All Saints Anglican Church"
"044","LONDON NORTH CENTRE","170","U","LONDON","4","46","54","4","39","1","0","1","0","0","149","521","All Saints Anglican Church"
"044","LONDON NORTH CENTRE","171","U","LONDON","1","39","65","10","59","0","0","0","0","0","174","483","Thames Secondary School"
"044","LONDON NORTH CENTRE","172","U","LONDON","0","38","66","10","48","0","2","1","0","1","166","498","Crouch Library"
"044","LONDON NORTH CENTRE","173","U","LONDON","1","23","48","2","23","0","0","0","1","0","98","342","Thames Secondary School"
"044","LONDON NORTH CENTRE","174","U","LONDON","0","36","49","5","27","0","1","0","0","0","118","445","Thames Secondary School"
"044","LONDON NORTH CENTRE","175","U","LONDON","1","31","72","7","50","0","0","0","0","0","161","401","Hamilton Road Seniors Centre"
"044","LONDON NORTH CENTRE","176","U","LONDON","0","33","72","9","44","0","3","0","0","0","161","515","Hamilton Road Seniors Centre"
"044","LONDON NORTH CENTRE","177","U","LONDON","2","35","50","7","27","0","0","0","1","1","123","361","Hamilton Road Seniors Centre"
"044","LONDON NORTH CENTRE","178","U","LONDON","1","29","59","6","21","0","3","0","0","0","119","325","Hamilton Road Seniors Centre"
"044","LONDON NORTH CENTRE","179","U","LONDON","0","31","56","4","33","0","0","0","0","0","124","332","Hamilton Road Seniors Centre"
"044","LONDON NORTH CENTRE","180","U","LONDON","1","49","74","7","35","0","0","1","0","0","167","455","Hamilton Road Seniors Centre"
"044","LONDON NORTH CENTRE","181","U","LONDON","0","3","8","0","12","0","0","0","0","0","23","157","London Hall"
"044","LONDON NORTH CENTRE","182","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","400","U","LONDON","0","16","5","1","13","0","0","0","0","0","35","152","Masonville Manor"
"044","LONDON NORTH CENTRE","401","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","402","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","403","U","LONDON","0","54","25","3","67","1","0","0","0","1","151","342","Scouts Canada"
"044","LONDON NORTH CENTRE","404","U","LONDON","0","40","18","1","81","0","0","1","0","0","141","339","Scouts Canada"
"044","LONDON NORTH CENTRE","405","U","LONDON","0","14","12","2","26","0","0","0","0","0","54","376","King's University College"
"044","LONDON NORTH CENTRE","406","U","LONDON","1","11","14","4","16","0","0","0","0","0","46","152","Dayspring Presbyterian Church"
"044","LONDON NORTH CENTRE","407","U","LONDON","0","3","11","1","18","0","0","0","0","0","33","113","Dayspring Presbyterian Church"
"044","LONDON NORTH CENTRE","408","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","409","U","LONDON","0","10","12","0","26","0","1","0","0","0","49","227","Eastern Star Temple"
"044","LONDON NORTH CENTRE","410","U","LONDON","1","12","23","1","15","0","0","0","2","0","54","151","Eastern Star Temple"
"044","LONDON NORTH CENTRE","411","U","LONDON","0","4","10","0","8","1","0","1","0","0","24","138","Eastern Star Temple"
"044","LONDON NORTH CENTRE","412","U","LONDON","0","9","23","2","15","0","0","0","0","0","49","217","Sir George Ross Secondary School"
"044","LONDON NORTH CENTRE","413","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","414","U","LONDON","0","1","12","2","9","0","0","0","0","0","24","129","Northbrae Public School"
"044","LONDON NORTH CENTRE","415","U","LONDON","1","2","8","3","6","0","0","0","0","0","20","155","Northbrae Public School"
"044","LONDON NORTH CENTRE","416","U","LONDON","0","11","37","1","20","0","3","0","0","0","72","308","London Jewish Community Centre"
"044","LONDON NORTH CENTRE","417","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","418","U","LONDON","0","15","36","11","30","1","0","0","0","0","93","184","700 Horizon Drive"
"044","LONDON NORTH CENTRE","419","U","LONDON","1","47","48","7","50","0","0","0","0","0","153","266","695 Proudfoot Lane"
"044","LONDON NORTH CENTRE","420","U","LONDON","1","44","47","1","62","0","0","0","0","0","155","277","Pineridge"
"044","LONDON NORTH CENTRE","421","U","LONDON","1","36","43","2","57","0","0","0","0","0","139","252","Pineridge"
"044","LONDON NORTH CENTRE","422","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","423","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","424","U","LONDON","0","40","28","5","50","1","2","0","0","0","126","411","Cherryhill Seniors Activity Club"
"044","LONDON NORTH CENTRE","425","U","LONDON","0","26","17","1","15","0","0","1","0","0","60","225","Cherryhill Seniors Activity Club"
"044","LONDON NORTH CENTRE","426","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","427","U","LONDON","1","72","34","4","55","0","1","1","0","0","168","384","Cherryhill Seniors Activity Club"
"044","LONDON NORTH CENTRE","428","U","LONDON","1","35","25","0","65","1","0","1","0","0","128","393","Cherryhill Seniors Activity Club"
"044","LONDON NORTH CENTRE","429","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","430","U","LONDON","0","23","24","4","44","0","2","0","1","0","98","371","Cherryhill Library"
"044","LONDON NORTH CENTRE","431","U","LONDON","1","31","30","3","45","0","1","2","0","0","113","360","Cherryhill Library"
"044","LONDON NORTH CENTRE","432","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","433","U","LONDON","1","11","35","2","43","0","0","0","0","0","92","193","345 Wharncliffe Road North"
"044","LONDON NORTH CENTRE","434","U","LONDON","0","55","41","5","128","0","1","2","0","0","232","359","Grosvenor Gate Apartments"
"044","LONDON NORTH CENTRE","435","U","LONDON","3","17","64","5","37","1","2","2","0","0","131","229","202 McNay Street"
"044","LONDON NORTH CENTRE","436","U","LONDON","0","6","16","2","8","0","0","0","0","0","32","106","The Salvation Army Hillcrest Church"
"044","LONDON NORTH CENTRE","437","U","LONDON","0","8","12","0","8","0","0","0","0","0","28","127","The Salvation Army Hillcrest Church"
