"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BILEK","BROWN","CASANOVA","JACKSON","TAKHAR","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"049","MISSISSAUGA--ERINDALE","044","U","MISSISSAUGA","16","69","2","0","69","1","0","0","157","454","Oscar Peterson Public School"
"049","MISSISSAUGA--ERINDALE","045","U","MISSISSAUGA","45","43","0","2","90","0","0","0","180","637","Erin Centre Middle School"
"049","MISSISSAUGA--ERINDALE","046","U","MISSISSAUGA","21","35","2","1","54","0","0","0","113","307","Erin Centre Middle School"
"049","MISSISSAUGA--ERINDALE","047","U","MISSISSAUGA","19","28","1","0","44","0","0","0","92","397","Oscar Peterson Public School"
"049","MISSISSAUGA--ERINDALE","048","U","MISSISSAUGA","36","41","0","1","76","1","0","0","155","407","Our Lady of Mercy School"
"049","MISSISSAUGA--ERINDALE","049","U","MISSISSAUGA","24","82","2","1","70","1","0","0","180","448","Our Lady of Mercy School"
"049","MISSISSAUGA--ERINDALE","050","U","MISSISSAUGA","38","46","0","1","65","1","0","0","151","426","Our Lady of Mercy School"
"049","MISSISSAUGA--ERINDALE","051","U","MISSISSAUGA","25","51","6","2","47","0","0","0","131","371","Our Lady of Mercy School"
"049","MISSISSAUGA--ERINDALE","052","U","MISSISSAUGA","28","74","2","0","60","1","0","0","165","459","Our Lady of Mercy School"
"049","MISSISSAUGA--ERINDALE","053","U","MISSISSAUGA","18","89","4","1","109","0","0","0","221","534","Our Lady of Mercy School"
"049","MISSISSAUGA--ERINDALE","054","U","MISSISSAUGA","34","92","3","0","93","0","0","0","222","549","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","055","U","MISSISSAUGA","36","64","1","0","80","1","1","0","183","439","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","056","U","MISSISSAUGA","32","57","2","1","69","0","0","0","161","474","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","057","U","MISSISSAUGA","34","43","6","1","71","1","0","0","156","458","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","058","U","MISSISSAUGA","49","64","3","1","75","0","0","0","192","404","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","059","U","MISSISSAUGA","42","93","3","0","68","1","0","0","207","535","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","060","U","MISSISSAUGA","29","58","5","1","64","0","0","0","157","411","Castle Bridge Public School"
"049","MISSISSAUGA--ERINDALE","061","U","MISSISSAUGA","25","86","2","0","72","0","0","0","185","484","Thomas Street Middle School"
"049","MISSISSAUGA--ERINDALE","062","U","MISSISSAUGA","19","28","4","0","43","0","1","0","95","312","Thomas Street Middle School"
"049","MISSISSAUGA--ERINDALE","063","U","MISSISSAUGA","25","39","2","0","75","0","0","0","141","393","Thomas Street Middle School"
"049","MISSISSAUGA--ERINDALE","064","U","MISSISSAUGA","41","55","9","3","90","0","0","0","198","497","Middlebury Public School"
"049","MISSISSAUGA--ERINDALE","065","U","MISSISSAUGA","29","58","3","0","63","0","1","0","154","390","Thomas Street Middle School"
"049","MISSISSAUGA--ERINDALE","066","U","MISSISSAUGA","22","81","3","1","91","0","0","0","198","422","Merciful Redeemer Catholic Church"
"049","MISSISSAUGA--ERINDALE","067","U","MISSISSAUGA","12","59","2","0","70","0","0","0","143","473","Thomas Street Middle School"
"049","MISSISSAUGA--ERINDALE","068","U","MISSISSAUGA","10","55","4","0","67","0","0","0","136","415","Middlebury Public School"
"049","MISSISSAUGA--ERINDALE","069","U","MISSISSAUGA","30","59","3","0","83","0","0","0","175","464","Middlebury Public School"
"049","MISSISSAUGA--ERINDALE","070","U","MISSISSAUGA","26","44","2","1","68","0","0","0","141","407","Merciful Redeemer Catholic Church"
"049","MISSISSAUGA--ERINDALE","071","U","MISSISSAUGA","15","49","2","0","68","0","0","0","134","413","Middlebury Public School"
"049","MISSISSAUGA--ERINDALE","072","U","MISSISSAUGA","26","54","2","0","65","1","0","0","148","530","Merciful Redeemer Catholic Church"
"049","MISSISSAUGA--ERINDALE","073","U","MISSISSAUGA","26","33","8","0","45","1","0","0","113","407","Credit Valley Public School"
"049","MISSISSAUGA--ERINDALE","074","U","MISSISSAUGA","18","48","2","0","65","0","0","0","133","350","Merciful Redeemer Catholic Church"
"049","MISSISSAUGA--ERINDALE","075","U","MISSISSAUGA","35","53","6","1","79","0","1","0","175","461","Credit Valley Public School"
"049","MISSISSAUGA--ERINDALE","076","U","MISSISSAUGA","28","75","5","0","118","1","1","0","228","536","Credit Valley Public School"
"049","MISSISSAUGA--ERINDALE","077","U","MISSISSAUGA","43","92","4","1","88","0","0","0","228","549","Credit Valley Public School"
"049","MISSISSAUGA--ERINDALE","078","U","MISSISSAUGA","41","41","4","1","85","0","0","0","172","421","Credit Valley Public School"
"049","MISSISSAUGA--ERINDALE","079","U","MISSISSAUGA","26","43","6","0","77","1","0","0","153","452","Credit Valley Public School"
"049","MISSISSAUGA--ERINDALE","080","U","MISSISSAUGA","33","85","2","1","79","0","0","0","200","432","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","081","U","MISSISSAUGA","31","60","2","1","49","0","0","0","143","387","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","082","U","MISSISSAUGA","28","100","6","0","106","1","0","0","241","469","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","083","U","MISSISSAUGA","12","51","4","1","83","0","0","0","151","444","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","084","U","MISSISSAUGA","23","81","5","0","117","2","0","0","228","497","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","085","U","MISSISSAUGA","27","93","4","1","120","0","1","0","246","513","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","086","U","MISSISSAUGA","23","65","3","0","85","0","1","0","177","425","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","087","U","MISSISSAUGA","34","72","1","0","93","0","0","0","200","460","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","088","U","MISSISSAUGA","21","68","0","1","93","0","0","0","183","434","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","089","U","MISSISSAUGA","16","70","3","0","98","1","0","0","188","476","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","090","U","MISSISSAUGA","51","33","3","1","44","0","0","0","132","475","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","091","U","MISSISSAUGA","30","66","2","1","74","0","0","0","173","447","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","092","U","MISSISSAUGA","26","80","4","0","82","0","0","0","192","486","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","093","U","MISSISSAUGA","23","53","3","0","99","0","0","0","178","526","Ashgrove Public School"
"049","MISSISSAUGA--ERINDALE","094","U","MISSISSAUGA","20","50","1","0","86","0","0","0","157","459","All Saints Separate School"
"049","MISSISSAUGA--ERINDALE","095","U","MISSISSAUGA","25","55","6","1","103","2","0","0","192","494","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","096","U","MISSISSAUGA","44","88","7","0","93","0","1","0","233","550","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","097","U","MISSISSAUGA","27","103","2","0","92","0","0","0","224","484","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","098","U","MISSISSAUGA","33","76","5","1","107","1","0","0","223","507","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","099","U","MISSISSAUGA","49","54","2","0","65","0","0","0","170","423","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","100","U","MISSISSAUGA","28","60","6","3","87","1","0","0","185","477","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","101","U","MISSISSAUGA","13","34","5","1","50","0","2","0","105","269","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","102","U","MISSISSAUGA","30","70","2","2","76","0","0","0","180","463","Garthwood Park Public School"
"049","MISSISSAUGA--ERINDALE","103","U","MISSISSAUGA","30","55","5","4","70","2","0","0","166","398","Pheasant Run Public School"
"049","MISSISSAUGA--ERINDALE","104","U","MISSISSAUGA","29","71","7","1","99","0","0","0","207","409","Pheasant Run Public School"
"049","MISSISSAUGA--ERINDALE","105","U","MISSISSAUGA","36","81","7","0","68","0","0","0","192","557","Pheasant Run Public School"
"049","MISSISSAUGA--ERINDALE","106","U","MISSISSAUGA","18","67","2","0","91","2","0","0","180","436","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","107","U","MISSISSAUGA","32","53","7","0","59","0","0","0","151","358","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","108","U","MISSISSAUGA","37","63","5","1","81","1","0","0","188","345","Pheasant Run Public School"
"049","MISSISSAUGA--ERINDALE","109","U","MISSISSAUGA","52","107","3","0","79","0","0","0","241","467","Pheasant Run Public School"
"049","MISSISSAUGA--ERINDALE","110","U","MISSISSAUGA","40","80","2","1","75","0","0","0","198","438","Pheasant Run Public School"
"049","MISSISSAUGA--ERINDALE","111","U","MISSISSAUGA","22","57","4","1","48","0","0","0","132","330","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","112A","U","MISSISSAUGA","17","60","3","0","76","0","1","0","157","270","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","112B","U","MISSISSAUGA","2","6","0","0","10","0","0","0","18","169","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","113","U","MISSISSAUGA","17","46","0","1","60","0","0","0","124","386","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","114","U","MISSISSAUGA","32","54","5","0","56","0","0","0","147","354","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","115","U","MISSISSAUGA","15","99","7","0","80","0","0","0","201","412","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","116","U","MISSISSAUGA","37","62","5","1","61","0","0","0","166","408","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","117","U","MISSISSAUGA","38","60","4","0","75","0","0","0","177","533","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","118","U","MISSISSAUGA","38","34","7","1","48","1","0","0","129","678","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","119","U","MISSISSAUGA","30","21","3","1","40","0","0","0","95","402","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","120","U","MISSISSAUGA","22","73","5","1","73","0","0","0","174","467","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","121","U","MISSISSAUGA","31","46","4","0","62","0","0","0","143","407","King's Masting Public School"
"049","MISSISSAUGA--ERINDALE","122","U","MISSISSAUGA","66","72","12","1","101","0","0","0","252","554","King's Masting Public School"
"049","MISSISSAUGA--ERINDALE","123","U","MISSISSAUGA","41","82","5","0","70","1","0","0","199","456","King's Masting Public School"
"049","MISSISSAUGA--ERINDALE","124","U","MISSISSAUGA","26","36","5","0","45","0","0","0","112","213","St. Margaret of Scotland School"
"049","MISSISSAUGA--ERINDALE","125","U","MISSISSAUGA","46","55","11","0","78","0","0","0","190","430","St. Margaret of Scotland School"
"049","MISSISSAUGA--ERINDALE","126","U","MISSISSAUGA","30","43","3","0","70","0","0","0","146","406","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","127","U","MISSISSAUGA","54","51","4","0","61","0","0","0","170","488","St. Margaret of Scotland School"
"049","MISSISSAUGA--ERINDALE","128","U","MISSISSAUGA","32","84","3","0","90","0","1","0","210","565","St. Margaret of Scotland School"
"049","MISSISSAUGA--ERINDALE","129","U","MISSISSAUGA","40","68","2","4","84","0","0","0","198","349","St. Margaret of Scotland School"
"049","MISSISSAUGA--ERINDALE","130","U","MISSISSAUGA","32","89","8","1","96","0","0","0","226","479","King's Masting Public School"
"049","MISSISSAUGA--ERINDALE","131","U","MISSISSAUGA","39","61","5","0","90","0","1","0","196","527","King's Masting Public School"
"049","MISSISSAUGA--ERINDALE","132","U","MISSISSAUGA","15","67","0","0","54","0","0","0","136","298","St. Rose of Lima"
"049","MISSISSAUGA--ERINDALE","133","U","MISSISSAUGA","39","88","6","0","108","0","1","0","242","513","St. Rose of Lima"
"049","MISSISSAUGA--ERINDALE","134","U","MISSISSAUGA","17","66","4","2","101","0","0","0","190","427","St. Rose of Lima"
"049","MISSISSAUGA--ERINDALE","135","U","MISSISSAUGA","55","83","3","0","98","0","1","0","240","538","St. Rose of Lima"
"049","MISSISSAUGA--ERINDALE","136","U","MISSISSAUGA","12","70","2","0","62","0","0","0","146","437","Camille's Place"
"049","MISSISSAUGA--ERINDALE","137","U","MISSISSAUGA","11","59","3","0","87","0","0","0","160","437","Camille's Place"
"049","MISSISSAUGA--ERINDALE","138","U","MISSISSAUGA","15","89","2","0","62","1","1","0","170","411","Camille's Place"
"049","MISSISSAUGA--ERINDALE","139","U","MISSISSAUGA","17","50","2","0","81","0","0","1","151","448","Camille's Place"
"049","MISSISSAUGA--ERINDALE","140","U","MISSISSAUGA","20","27","1","0","30","0","0","0","78","286","Camille's Place"
"049","MISSISSAUGA--ERINDALE","141","U","MISSISSAUGA","23","80","1","2","44","1","0","0","151","481","Camille's Place"
"049","MISSISSAUGA--ERINDALE","142","U","MISSISSAUGA","42","69","8","1","87","0","0","0","207","511","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","143","U","MISSISSAUGA","49","55","0","1","91","0","2","0","198","452","St. Bernadette Elementary School"
"049","MISSISSAUGA--ERINDALE","144","U","MISSISSAUGA","27","37","3","0","69","0","0","0","136","364","St. Bernadette Elementary School"
"049","MISSISSAUGA--ERINDALE","145","U","MISSISSAUGA","32","67","1","0","81","1","0","0","182","473","St. Bernadette Elementary School"
"049","MISSISSAUGA--ERINDALE","146","U","MISSISSAUGA","44","63","2","1","136","0","1","0","247","641","St. Bernadette Elementary School"
"049","MISSISSAUGA--ERINDALE","147","U","MISSISSAUGA","37","29","5","1","126","4","0","0","202","589","St. Bernadette Elementary School"
"049","MISSISSAUGA--ERINDALE","148","U","MISSISSAUGA","45","76","0","0","159","0","1","0","281","590","St. Bernadette Elementary School"
"049","MISSISSAUGA--ERINDALE","149","U","MISSISSAUGA","24","64","1","2","84","1","0","0","176","430","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","150","U","MISSISSAUGA","26","55","1","1","107","2","0","0","192","461","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","151","U","MISSISSAUGA","24","61","2","1","69","0","0","0","157","427","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","152","U","MISSISSAUGA","21","53","0","0","47","0","0","0","121","345","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","153","U","MISSISSAUGA","21","48","2","0","69","0","0","0","140","388","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","154","U","MISSISSAUGA","26","46","2","0","65","0","0","0","139","444","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","155","U","MISSISSAUGA","28","70","4","0","98","0","0","0","200","561","Edenrose Public School"
"049","MISSISSAUGA--ERINDALE","156","U","MISSISSAUGA","35","77","2","4","70","1","1","0","190","395","St. Mark Catholic School"
"049","MISSISSAUGA--ERINDALE","157","U","MISSISSAUGA","32","53","5","2","82","0","1","0","175","399","St. Mark Catholic School"
"049","MISSISSAUGA--ERINDALE","158","U","MISSISSAUGA","26","65","0","2","111","0","0","0","204","394","St. Mark Catholic School"
"049","MISSISSAUGA--ERINDALE","159","U","MISSISSAUGA","45","90","5","1","133","1","0","0","275","529","St. Mark Catholic School"
"049","MISSISSAUGA--ERINDALE","160","U","MISSISSAUGA","38","111","3","0","118","0","0","0","270","501","Sawmill Valley Public School"
"049","MISSISSAUGA--ERINDALE","161","U","MISSISSAUGA","18","84","4","0","116","1","0","0","223","414","Sawmill Valley Public School"
"049","MISSISSAUGA--ERINDALE","162","U","MISSISSAUGA","20","78","2","0","90","0","0","0","190","430","Sawmill Valley Public School"
"049","MISSISSAUGA--ERINDALE","163","U","MISSISSAUGA","12","104","6","0","96","3","0","0","221","442","Sawmill Valley Public School"
"049","MISSISSAUGA--ERINDALE","164","U","MISSISSAUGA","32","79","3","0","82","0","1","0","197","498","Sawmill Valley Public School"
"049","MISSISSAUGA--ERINDALE","165","U","MISSISSAUGA","15","40","2","0","89","0","0","0","146","439","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","166","U","MISSISSAUGA","28","64","5","0","102","0","2","0","201","398","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","167","U","MISSISSAUGA","36","89","1","1","96","0","0","0","223","416","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","168","U","MISSISSAUGA","20","55","2","1","79","0","0","0","157","372","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","169","U","MISSISSAUGA","31","83","5","0","64","0","0","0","183","458","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","170","U","MISSISSAUGA","30","50","4","1","70","0","0","0","155","414","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","171","U","MISSISSAUGA","40","52","1","3","80","0","0","0","176","472","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","172","U","MISSISSAUGA","33","73","3","1","84","2","1","0","197","504","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","173","U","MISSISSAUGA","40","58","3","1","84","0","0","0","186","523","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","174","U","MISSISSAUGA","33","54","0","0","80","0","0","0","167","434","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","175","U","MISSISSAUGA","29","63","6","1","119","0","0","0","218","503","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","176","U","MISSISSAUGA","36","92","3","0","116","0","0","0","247","557","St. David of Wales School"
"049","MISSISSAUGA--ERINDALE","177","U","MISSISSAUGA","32","59","2","2","70","3","0","0","168","468","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","178","U","MISSISSAUGA","56","51","2","1","65","0","2","0","177","488","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","179","U","MISSISSAUGA","48","34","3","1","83","0","0","0","169","440","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","180","U","MISSISSAUGA","28","47","4","0","36","1","0","0","116","377","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","181","U","MISSISSAUGA","24","23","5","0","33","1","1","0","87","299","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","182","U","MISSISSAUGA","37","23","1","1","48","1","0","0","111","395","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","183","U","MISSISSAUGA","18","10","3","0","59","0","0","0","90","290","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","184","U","MISSISSAUGA","19","61","4","0","68","0","0","0","152","352","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","185","U","MISSISSAUGA","33","13","5","1","82","0","1","0","135","407","Springfield Public School"
"049","MISSISSAUGA--ERINDALE","186","U","MISSISSAUGA","20","15","3","0","29","0","0","0","67","248","Springfield Public School"
"049","MISSISSAUGA--ERINDALE","187","U","MISSISSAUGA","17","65","1","4","63","0","0","0","150","408","Springfield Public School"
"049","MISSISSAUGA--ERINDALE","188","U","MISSISSAUGA","42","107","0","0","85","0","0","0","234","458","Springfield Public School"
"049","MISSISSAUGA--ERINDALE","189","U","MISSISSAUGA","28","70","7","1","88","0","1","0","195","463","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","190","U","MISSISSAUGA","30","67","3","1","51","1","1","0","154","401","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","191","U","MISSISSAUGA","25","47","9","0","61","0","0","0","142","366","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","192","U","MISSISSAUGA","42","49","4","1","43","0","0","0","139","363","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","193","U","MISSISSAUGA","27","64","5","0","49","0","0","0","145","335","Woodlands Secondary School"
"049","MISSISSAUGA--ERINDALE","194","U","MISSISSAUGA","37","85","6","0","73","1","1","0","203","442","Queenston Drive Public School"
"049","MISSISSAUGA--ERINDALE","195","U","MISSISSAUGA","48","66","5","3","57","0","0","0","179","426","Queenston Drive Public School"
"049","MISSISSAUGA--ERINDALE","196","U","MISSISSAUGA","38","36","7","3","59","1","0","0","144","371","Queenston Drive Public School"
"049","MISSISSAUGA--ERINDALE","197","U","MISSISSAUGA","39","91","2","0","96","1","0","2","231","570","Queenston Drive Public School"
"049","MISSISSAUGA--ERINDALE","198","U","MISSISSAUGA","38","110","10","1","107","1","0","0","267","538","Erindale Presbyterian Church"
"049","MISSISSAUGA--ERINDALE","199","U","MISSISSAUGA","27","8","0","2","56","1","0","0","94","347","Erindale Presbyterian Church"
"049","MISSISSAUGA--ERINDALE","200","U","MISSISSAUGA","1","2","0","0","1","0","0","0","4","11","École St Jean Baptiste"
"049","MISSISSAUGA--ERINDALE","201","U","MISSISSAUGA","7","49","4","1","61","0","0","0","122","372","École St Jean Baptiste"
"049","MISSISSAUGA--ERINDALE","202","U","MISSISSAUGA","19","54","4","0","104","0","0","0","181","445","École St Jean Baptiste"
"049","MISSISSAUGA--ERINDALE","203","U","MISSISSAUGA","41","59","0","0","72","2","0","0","174","537","Erin Mills Middle School"
"049","MISSISSAUGA--ERINDALE","204","U","MISSISSAUGA","52","50","2","0","73","0","0","0","177","547","St. Margaret of Scotland School"
"049","MISSISSAUGA--ERINDALE","205","U","MISSISSAUGA","28","88","3","1","87","0","0","0","207","416","École St Jean Baptiste"
"049","MISSISSAUGA--ERINDALE","206","U","MISSISSAUGA","14","54","2","1","63","0","0","0","134","378","École St Jean Baptiste"
