"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","HOSKINS","HYNES","KITTREDGE","MCGIRR","PINTO","RITA","VALLANCE","VAN VELDHUYSEN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"077","ST. PAUL'S","029","U","TORONTO","88","27","3","17","2","0","0","2","1","0","0","140","330","Cedarvale Community School"
"077","ST. PAUL'S","030","U","TORONTO","145","28","2","68","0","0","0","3","0","0","0","246","443","Beth Shalom Synagogue"
"077","ST. PAUL'S","031","U","TORONTO","162","31","2","95","0","0","0","4","1","0","0","295","531","Glen Garden Apartment(s)"
"077","ST. PAUL'S","032","U","TORONTO","79","26","1","50","0","0","0","1","0","0","0","157","321","Glen Garden Apartment(s)"
"077","ST. PAUL'S","033","U","TORONTO","114","6","0","68","0","0","0","1","1","0","0","190","349","Cedarvale Community School"
"077","ST. PAUL'S","034","U","TORONTO","77","21","0","45","1","0","0","6","0","0","0","150","395","Cedarvale Community School"
"077","ST. PAUL'S","035","U","TORONTO","77","23","1","26","0","0","0","8","1","0","0","136","312","Cedarvale Community School"
"077","ST. PAUL'S","036","U","TORONTO","92","10","3","104","0","0","1","4","0","0","0","214","395","Cedarvale Community School"
"077","ST. PAUL'S","037","U","TORONTO","91","40","1","23","0","0","0","5","0","0","0","160","354","Humewood Public School"
"077","ST. PAUL'S","038","U","TORONTO","149","60","3","23","0","0","1","6","0","0","0","242","388","Humewood Public School"
"077","ST. PAUL'S","039","U","TORONTO","91","41","1","12","1","0","0","2","0","0","0","148","318","St. Matthew's Bracondale House"
"077","ST. PAUL'S","040","U","TORONTO","86","28","2","7","0","0","0","4","0","0","0","127","276","St. Matthew's Bracondale House"
"077","ST. PAUL'S","041","U","TORONTO","95","42","3","24","0","0","0","11","0","0","0","175","330","Church of St Michael and All Angels"
"077","ST. PAUL'S","042","U","TORONTO","139","61","0","39","1","2","0","5","1","0","1","249","549","Humewood Public School"
"077","ST. PAUL'S","043","U","TORONTO","107","48","1","14","1","0","0","6","0","1","0","178","534","Humewood Public School"
"077","ST. PAUL'S","044","U","TORONTO","65","62","1","20","0","0","2","8","0","2","0","160","446","Church of St Michael and All Angels"
"077","ST. PAUL'S","045","U","TORONTO","70","70","1","13","1","0","1","5","0","0","1","162","488","Church of St Michael and All Angels"
"077","ST. PAUL'S","046","U","TORONTO","107","57","1","17","0","0","0","6","2","0","0","190","535","Church of St Michael and All Angels"
"077","ST. PAUL'S","047","U","TORONTO","32","28","0","10","0","0","0","1","0","0","0","71","258","Humewood Public School"
"077","ST. PAUL'S","048","U","TORONTO","63","55","0","10","0","0","0","2","0","0","0","130","323","Tichester Gardens Apartment(s)"
"077","ST. PAUL'S","049","U","TORONTO","111","44","1","31","0","0","0","10","0","1","0","198","474","Tichester Gardens Apartment(s)"
"077","ST. PAUL'S","050","U","TORONTO","122","71","2","16","1","0","1","13","3","0","0","229","535","Tichester Gardens Apartment(s)"
"077","ST. PAUL'S","051","U","TORONTO","118","36","1","54","0","1","0","8","1","0","1","220","506","Loblaws"
"077","ST. PAUL'S","052","U","TORONTO","225","75","2","55","2","0","0","10","2","0","0","371","813","Tichester Gardens Apartment(s)"
"077","ST. PAUL'S","053","U","TORONTO","114","12","1","67","0","1","0","4","0","0","0","199","362","Tichester Gardens Apartment(s)"
"077","ST. PAUL'S","054","U","TORONTO","115","28","0","35","0","0","0","5","0","0","0","183","408","Loblaws"
"077","ST. PAUL'S","055","U","TORONTO","132","31","3","54","0","0","0","9","0","1","0","230","497","Grace Church on the Hill"
"077","ST. PAUL'S","056","U","TORONTO","55","16","0","46","0","0","0","2","0","0","0","119","288","Grace Church on the Hill"
"077","ST. PAUL'S","057","U","TORONTO","77","12","0","82","1","0","0","6","0","0","0","178","444","Grace Church on the Hill"
"077","ST. PAUL'S","058","U","TORONTO","77","3","0","99","0","0","0","1","0","0","0","180","436","Grace Church on the Hill"
"077","ST. PAUL'S","059","U","TORONTO","107","2","1","95","0","1","0","2","0","0","0","208","436","Beth Tzedec Synagogue"
"077","ST. PAUL'S","060","U","TORONTO","77","9","1","44","0","0","0","5","0","0","0","136","326","Beth Tzedec Synagogue"
"077","ST. PAUL'S","061","U","TORONTO","64","23","0","68","0","0","0","1","0","0","0","156","396","Beth Tzedec Synagogue"
"077","ST. PAUL'S","062","U","TORONTO","41","17","0","17","0","0","0","1","0","0","0","76","204","Beth Tzedec Synagogue"
"077","ST. PAUL'S","063","U","TORONTO","40","17","0","33","0","0","0","3","0","0","0","93","255","Beth Tzedec Synagogue"
"077","ST. PAUL'S","064","U","TORONTO","45","12","0","27","1","0","0","3","0","0","0","88","254","Oriole Park Public School"
"077","ST. PAUL'S","065","U","TORONTO","83","9","1","103","0","0","0","3","0","0","0","199","444","Oriole Park Public School"
"077","ST. PAUL'S","066","U","TORONTO","61","7","0","62","0","0","1","1","0","0","0","132","334","Grace Church on the Hill"
"077","ST. PAUL'S","067","U","TORONTO","65","16","0","52","0","0","0","5","0","0","0","138","372","Grace Church on the Hill"
"077","ST. PAUL'S","068","U","TORONTO","51","7","0","49","0","0","0","4","0","0","0","111","311","Loblaws"
"077","ST. PAUL'S","069","U","TORONTO","88","31","0","42","0","0","0","6","1","0","1","169","482","Loblaws"
"077","ST. PAUL'S","070","U","TORONTO","71","11","1","56","0","3","0","0","0","0","0","142","401","First Unitarian Church"
"077","ST. PAUL'S","071","U","TORONTO","116","13","2","48","0","0","0","4","1","1","0","185","445","First Unitarian Church"
"077","ST. PAUL'S","072","U","TORONTO","156","15","0","88","0","1","0","5","0","1","1","267","705","First Unitarian Church"
"077","ST. PAUL'S","073","U","TORONTO","97","8","0","78","0","0","0","0","1","0","0","184","450","Grace Church on the Hill"
"077","ST. PAUL'S","074","U","TORONTO","58","2","0","99","0","0","0","2","0","0","0","161","433","Oriole Park Public School"
"077","ST. PAUL'S","075","U","TORONTO","104","15","1","61","1","0","0","8","0","0","0","190","450","Oriole Park Public School"
"077","ST. PAUL'S","076","U","TORONTO","88","13","1","63","0","0","0","3","0","1","0","169","320","Oriole Park Public School"
"077","ST. PAUL'S","077","U","TORONTO","80","29","0","29","0","2","0","3","1","0","0","144","320","Oriole Park Public School"
"077","ST. PAUL'S","078","U","TORONTO","93","24","1","35","0","0","2","5","0","0","0","160","381","Oriole Park Public School"
"077","ST. PAUL'S","079","U","TORONTO","53","17","0","16","0","0","0","5","0","0","0","91","253","Unity Church of Truth"
"077","ST. PAUL'S","080","U","TORONTO","86","12","0","45","0","0","0","3","0","0","0","146","272","Unity Church of Truth"
"077","ST. PAUL'S","081","U","TORONTO","106","13","0","51","0","0","0","6","0","0","0","176","398","Unity Church of Truth"
"077","ST. PAUL'S","082","U","TORONTO","69","14","1","11","0","0","0","2","0","0","0","97","229","Unity Church of Truth"
"077","ST. PAUL'S","083","U","TORONTO","96","31","1","28","0","0","0","5","0","0","0","161","346","Unity Church of Truth"
"077","ST. PAUL'S","084","U","TORONTO","127","8","1","78","0","0","3","6","0","0","0","223","468","Unity Church of Truth"
"077","ST. PAUL'S","085","U","TORONTO","47","9","1","23","0","0","0","0","0","0","0","80","291","Unity Church of Truth"
"077","ST. PAUL'S","086","U","TORONTO","98","13","0","60","0","1","0","4","0","0","0","176","389","Oriole Park Public School"
"077","ST. PAUL'S","087","U","TORONTO","83","13","1","31","1","1","0","4","0","0","0","134","342","Oriole Park Public School"
"077","ST. PAUL'S","088","U","TORONTO","71","16","0","13","1","0","0","5","0","0","0","106","325","Oriole Park Public School"
"077","ST. PAUL'S","089","U","TORONTO","72","10","0","44","0","0","1","3","0","0","0","130","332","Christ Church Deer Park"
"077","ST. PAUL'S","090","U","TORONTO","44","13","0","10","0","0","0","0","0","0","0","67","220","Christ Church Deer Park"
"077","ST. PAUL'S","091","U","TORONTO","108","32","1","18","0","1","1","6","0","0","1","168","480","Christ Church Deer Park"
"077","ST. PAUL'S","092","U","TORONTO","59","30","1","19","0","2","0","14","0","0","0","125","335","Christ Church Deer Park"
"077","ST. PAUL'S","093","U","TORONTO","60","38","1","12","0","0","1","3","0","0","0","115","334","Yorkminster Park Baptist Church"
"077","ST. PAUL'S","094","U","TORONTO","97","7","0","37","0","0","0","6","0","0","0","147","325","Christ Church Deer Park"
"077","ST. PAUL'S","095","U","TORONTO","92","8","0","43","0","0","0","5","0","0","0","148","303","Christ Church Deer Park"
"077","ST. PAUL'S","096","U","TORONTO","49","16","1","24","0","0","0","5","0","0","0","95","235","Yorkminster Park Baptist Church"
"077","ST. PAUL'S","097","U","TORONTO","102","31","1","22","0","0","0","6","0","0","0","162","411","Christ Church Deer Park"
"077","ST. PAUL'S","098","U","TORONTO","117","19","1","28","0","0","0","3","0","0","0","168","347","Christ Church Deer Park"
"077","ST. PAUL'S","099","U","TORONTO","61","22","0","25","1","2","0","0","0","0","0","111","301","Calvin Presbyterian Church"
"077","ST. PAUL'S","100","U","TORONTO","153","32","2","81","0","0","0","5","0","1","0","274","585","Calvin Presbyterian Church"
"077","ST. PAUL'S","101","U","TORONTO","173","32","2","54","0","0","0","6","1","1","0","269","596","Calvin Presbyterian Church"
"077","ST. PAUL'S","102","U","TORONTO","57","2","0","52","0","0","0","3","0","0","0","114","256","Calvin Presbyterian Church"
"077","ST. PAUL'S","103","U","TORONTO","103","37","0","7","0","0","0","8","2","0","0","157","378","Hellenic Home for the Aged"
"077","ST. PAUL'S","104","U","TORONTO","129","72","0","24","1","0","2","8","1","0","0","237","457","St. Matthew's Bracondale House"
"077","ST. PAUL'S","105","U","TORONTO","150","59","4","27","2","1","0","3","1","0","1","248","477","St. Matthew's Bracondale House"
"077","ST. PAUL'S","106","U","TORONTO","122","62","2","24","1","0","1","5","0","1","0","218","430","St. Matthew's Bracondale House"
"077","ST. PAUL'S","107","U","TORONTO","152","42","1","20","0","4","0","5","0","0","0","224","442","Hellenic Home for the Aged"
"077","ST. PAUL'S","108","U","TORONTO","144","81","6","14","2","1","0","7","3","3","0","261","465","Hellenic Home for the Aged"
"077","ST. PAUL'S","109","U","TORONTO","39","39","0","6","0","1","0","7","1","0","0","93","263","Hellenic Home for the Aged"
"077","ST. PAUL'S","110","U","TORONTO","80","46","2","18","2","0","1","13","0","0","0","162","448","Hellenic Home for the Aged"
"077","ST. PAUL'S","111","U","TORONTO","178","90","5","61","0","0","1","12","0","0","0","347","574","Christie Gardens Retirement Home"
"077","ST. PAUL'S","112","U","TORONTO","126","84","2","14","1","2","1","3","2","0","0","235","493","Christie Gardens Retirement Home"
"077","ST. PAUL'S","113","U","TORONTO","76","42","2","10","0","0","0","5","0","0","0","135","374","Christie Gardens Retirement Home"
"077","ST. PAUL'S","114","U","TORONTO","68","33","1","18","0","0","0","11","2","3","0","136","483","Castleview Wychwood Towers"
"077","ST. PAUL'S","115","U","TORONTO","81","34","1","16","0","0","0","5","2","0","0","139","316","Castleview Wychwood Towers"
"077","ST. PAUL'S","116","U","TORONTO","90","27","2","30","0","0","0","11","0","0","1","161","319","Hillcrest Community School"
"077","ST. PAUL'S","117","U","TORONTO","91","53","0","21","0","0","0","2","0","0","0","167","411","Church of St Michael and All Angels"
"077","ST. PAUL'S","118","U","TORONTO","82","47","0","14","1","0","0","12","1","0","0","157","432","Church of St Michael and All Angels"
"077","ST. PAUL'S","119","U","TORONTO","103","38","2","13","1","0","3","7","0","0","0","167","377","Church of St Michael and All Angels"
"077","ST. PAUL'S","120","U","TORONTO","96","32","4","19","0","0","0","8","3","0","0","162","392","Hillcrest Community School"
"077","ST. PAUL'S","121","U","TORONTO","88","27","0","11","1","0","0","5","0","0","0","132","307","Hillcrest Community School"
"077","ST. PAUL'S","122","U","TORONTO","97","1","1","48","0","0","0","3","0","0","0","150","314","Hillcrest Community School"
"077","ST. PAUL'S","123","U","TORONTO","113","34","21","4","0","1","0","0","0","0","0","173","323","Hillcrest Community School"
"077","ST. PAUL'S","124","U","TORONTO","96","13","0","12","0","0","0","2","0","1","0","124","252","Hillcrest Community School"
"077","ST. PAUL'S","125","U","TORONTO","101","51","1","16","1","1","0","8","0","0","0","179","330","Habayit Shelanu Seniors Residence"
"077","ST. PAUL'S","126","U","TORONTO","140","47","3","53","2","1","0","4","2","0","0","252","610","Habayit Shelanu Seniors Residence"
"077","ST. PAUL'S","127","U","TORONTO","69","26","1","30","0","0","0","9","1","0","0","136","342","Habayit Shelanu Seniors Residence"
"077","ST. PAUL'S","128","U","TORONTO","79","7","0","46","0","0","0","3","0","0","0","135","261","Loblaws"
"077","ST. PAUL'S","129","U","TORONTO","69","22","0","54","0","0","1","4","0","0","0","150","341","Loblaws"
"077","ST. PAUL'S","130","U","TORONTO","107","22","1","49","0","0","0","4","1","0","0","184","430","Loblaws"
"077","ST. PAUL'S","131","U","TORONTO","130","25","3","77","0","1","0","3","1","0","0","240","525","First Unitarian Church"
"077","ST. PAUL'S","132","U","TORONTO","97","14","1","45","0","0","0","4","0","1","1","163","328","First Unitarian Church"
"077","ST. PAUL'S","133","U","TORONTO","75","27","3","20","0","1","0","0","0","0","0","126","338","First Unitarian Church"
"077","ST. PAUL'S","134","U","TORONTO","79","11","0","29","0","0","1","1","0","0","0","121","346","Cottingham Junior Public School"
"077","ST. PAUL'S","135","U","TORONTO","121","18","1","42","0","0","0","7","1","0","0","190","392","Habayit Shelanu Seniors Residence"
"077","ST. PAUL'S","136","U","TORONTO","116","16","0","25","1","1","0","7","0","0","0","166","330","Cottingham Junior Public School"
"077","ST. PAUL'S","137","U","TORONTO","118","28","1","30","0","0","0","9","0","0","0","186","374","Cottingham Junior Public School"
"077","ST. PAUL'S","138","U","TORONTO","116","14","0","37","0","0","0","8","0","0","0","175","364","Cottingham Junior Public School"
"077","ST. PAUL'S","139","U","TORONTO","98","11","1","53","0","0","1","3","0","1","0","168","333","Cottingham Junior Public School"
"077","ST. PAUL'S","140","U","TORONTO","87","6","0","39","0","0","0","2","2","0","0","136","318","Bradgate Arms"
"077","ST. PAUL'S","141","U","TORONTO","97","10","0","29","0","0","0","3","0","0","0","139","375","Bradgate Arms"
"077","ST. PAUL'S","142","U","TORONTO","44","8","0","18","0","0","0","3","0","0","0","73","186","Bradgate Arms"
"077","ST. PAUL'S","143","U","TORONTO","130","28","2","45","0","0","0","6","1","0","0","212","515","Bradgate Arms"
"077","ST. PAUL'S","144","U","TORONTO","158","12","0","92","0","0","0","7","0","0","0","269","425","Granite Place"
"077","ST. PAUL'S","145","U","TORONTO","33","4","1","2","0","0","0","1","0","0","0","41","111","Bretton Place"
"077","ST. PAUL'S","146","U","TORONTO","136","22","3","51","0","0","0","0","0","0","0","212","448","Carriage Hill Apartment(s)"
"077","ST. PAUL'S","147","U","TORONTO","88","23","0","30","0","0","1","5","0","0","0","147","423","Bretton Place"
"077","ST. PAUL'S","148","U","TORONTO","113","7","1","63","0","0","0","5","0","0","0","189","345","Balfour Square"
"077","ST. PAUL'S","149","U","TORONTO","105","34","2","31","0","0","0","4","0","0","0","176","389","Carriage Hill Apartment(s)"
"077","ST. PAUL'S","150","U","TORONTO","80","27","1","27","0","0","0","8","0","0","0","143","350","Yorkminster Park Baptist Church"
"077","ST. PAUL'S","151","U","TORONTO","105","32","3","55","1","0","0","6","0","0","0","202","343","Janet McGee Manor"
"077","ST. PAUL'S","152","U","TORONTO","134","25","3","43","0","0","0","6","0","0","0","211","419","Janet McGee Manor"
"077","ST. PAUL'S","153","U","TORONTO","91","20","1","17","1","0","0","6","0","0","0","136","306","Janet McGee Manor"
"077","ST. PAUL'S","154","U","TORONTO","93","20","2","25","1","1","0","3","0","0","0","145","299","Janet McGee Manor"
"077","ST. PAUL'S","155","U","TORONTO","146","46","4","38","0","3","0","11","0","0","0","248","500","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","156","U","TORONTO","120","55","2","42","0","0","1","10","1","2","0","233","553","George Barker Manor"
"077","ST. PAUL'S","157","U","TORONTO","40","10","0","16","1","0","0","1","0","0","0","68","162","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","158","U","TORONTO","113","22","2","31","0","0","0","3","1","0","0","172","404","George Barker Manor"
"077","ST. PAUL'S","159","U","TORONTO","87","19","1","13","0","0","0","1","0","0","0","121","468","Church of the Transfiguration"
"077","ST. PAUL'S","160","U","TORONTO","105","17","0","28","0","0","0","5","0","0","0","155","340","Church of the Transfiguration"
"077","ST. PAUL'S","161","U","TORONTO","111","16","0","47","1","0","0","3","0","0","0","178","325","Church of the Transfiguration"
"077","ST. PAUL'S","162","U","TORONTO","81","22","2","29","0","3","0","11","0","0","0","148","315","Church of the Transfiguration"
"077","ST. PAUL'S","163","U","TORONTO","103","17","0","33","0","0","0","1","0","0","0","154","281","Church of the Transfiguration"
"077","ST. PAUL'S","164","U","TORONTO","107","22","0","44","1","0","0","1","0","0","0","175","371","Church of the Transfiguration"
"077","ST. PAUL'S","165","U","TORONTO","102","22","0","32","0","0","0","8","0","1","0","165","353","The Briton House"
"077","ST. PAUL'S","166","U","TORONTO","215","38","1","87","1","0","0","9","0","1","0","352","1133","Montgomery Place"
"077","ST. PAUL'S","167","U","TORONTO","89","31","1","36","0","1","0","2","1","0","1","162","463","Montgomery Place"
"077","ST. PAUL'S","168","U","TORONTO","183","53","6","69","1","0","0","7","1","1","0","321","641","Dunfield Apartment(s)"
"077","ST. PAUL'S","169","U","TORONTO","76","22","1","23","0","2","1","6","0","0","0","131","574","The Briton House"
"077","ST. PAUL'S","170","U","TORONTO","149","22","3","43","0","0","0","5","0","0","0","222","594","The Briton House"
"077","ST. PAUL'S","171","U","TORONTO","87","21","2","16","0","0","0","6","0","0","0","132","377","The Briton House"
"077","ST. PAUL'S","172","U","TORONTO","83","28","2","21","0","0","0","3","1","0","0","138","374","The Briton House"
"077","ST. PAUL'S","173","U","TORONTO","100","39","1","33","0","1","0","9","2","0","0","185","690","Montgomery Place"
"077","ST. PAUL'S","174","U","TORONTO","119","40","0","38","0","0","2","4","0","0","0","203","679","Montgomery Place"
"077","ST. PAUL'S","175","U","TORONTO","107","31","2","29","0","1","0","7","0","0","0","177","477","Montgomery Place"
"077","ST. PAUL'S","176","U","TORONTO","67","29","1","36","0","0","0","4","0","0","0","137","431","Montgomery Place"
"077","ST. PAUL'S","177","U","TORONTO","68","21","2","18","1","0","0","4","0","0","0","114","376","Montgomery Place"
"077","ST. PAUL'S","178","U","TORONTO","64","20","1","22","0","0","0","3","0","0","0","110","330","Montgomery Place"
"077","ST. PAUL'S","179","U","TORONTO","44","24","0","8","0","0","0","1","0","0","0","77","330","Montgomery Place"
"077","ST. PAUL'S","180","U","TORONTO","109","20","0","45","0","0","0","6","0","0","0","180","356","Moore Place"
"077","ST. PAUL'S","181","U","TORONTO","81","24","1","18","1","0","0","6","0","0","0","131","351","Moore Place"
"077","ST. PAUL'S","182","U","TORONTO","68","27","1","23","0","0","0","4","1","0","0","124","368","Moore Place"
"077","ST. PAUL'S","183","U","TORONTO","65","16","1","25","0","0","0","1","0","0","0","108","272","Moore Place"
"077","ST. PAUL'S","184","U","TORONTO","77","35","1","25","1","0","0","8","1","0","0","148","358","440 Eglinton"
"077","ST. PAUL'S","185","U","TORONTO","81","11","0","40","1","0","0","6","0","0","1","140","340","440 Eglinton"
"077","ST. PAUL'S","186","U","TORONTO","128","23","5","66","1","0","0","6","2","0","0","231","475","The Briton House"
"077","ST. PAUL'S","187","U","TORONTO","67","21","1","24","0","1","0","7","1","0","0","122","280","Manor Road United Church"
"077","ST. PAUL'S","188","U","TORONTO","72","13","2","18","0","0","1","7","0","0","0","113","229","Manor Road United Church"
"077","ST. PAUL'S","189","U","TORONTO","67","24","2","29","2","1","1","7","0","0","0","133","330","Manor Road United Church"
"077","ST. PAUL'S","190","U","TORONTO","91","24","1","23","0","0","0","1","1","0","0","141","290","Manor Road United Church"
"077","ST. PAUL'S","191","U","TORONTO","86","19","1","39","0","0","0","5","0","0","0","150","395","Maurice Cody Public School"
"077","ST. PAUL'S","192","U","TORONTO","133","24","0","43","0","2","0","9","0","0","0","211","431","Maurice Cody Public School"
"077","ST. PAUL'S","193","U","TORONTO","128","23","2","48","0","0","11","0","0","0","0","212","419","Manor Road United Church"
"077","ST. PAUL'S","194","U","TORONTO","119","16","1","30","1","0","0","9","0","0","0","176","319","Maurice Cody Public School"
"077","ST. PAUL'S","195","U","TORONTO","114","25","0","52","0","0","0","3","0","0","0","194","346","Manor Road United Church"
"077","ST. PAUL'S","196","U","TORONTO","139","18","0","51","0","1","0","0","0","0","0","209","359","Manor Road United Church"
"077","ST. PAUL'S","197","U","TORONTO","137","28","0","42","0","1","1","4","0","0","0","213","335","Maurice Cody Public School"
"077","ST. PAUL'S","198","U","TORONTO","92","27","1","20","0","0","0","1","0","0","0","141","265","Maurice Cody Public School"
"077","ST. PAUL'S","199","U","TORONTO","129","20","1","35","0","0","0","3","1","0","0","189","288","Hodgson Senior Public School"
"077","ST. PAUL'S","200","U","TORONTO","136","29","0","42","0","1","0","4","0","0","0","212","381","Maurice Cody Public School"
"077","ST. PAUL'S","201","U","TORONTO","162","23","0","50","0","2","0","5","0","0","0","242","429","Hodgson Senior Public School"
"077","ST. PAUL'S","202","U","TORONTO","57","8","0","25","0","0","0","5","1","0","0","96","201","Hodgson Senior Public School"
"077","ST. PAUL'S","203","U","TORONTO","70","13","0","17","0","0","0","2","0","0","0","102","213","Hodgson Senior Public School"
"077","ST. PAUL'S","204","U","TORONTO","150","27","2","48","0","2","0","8","2","0","0","239","506","Hodgson Senior Public School"
"077","ST. PAUL'S","205","U","TORONTO","108","22","2","49","0","0","0","6","0","0","0","187","430","Hodgson Senior Public School"
"077","ST. PAUL'S","400","U","TORONTO","40","17","0","14","0","0","0","6","1","0","1","79","220","Montgomery Place"
"077","ST. PAUL'S","401","U","TORONTO","49","32","1","18","0","1","0","4","0","0","0","105","232","88 Redpath"
"077","ST. PAUL'S","402","U","TORONTO","37","17","0","10","0","0","0","2","0","0","0","66","201","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","403","U","TORONTO","84","24","3","29","0","1","0","8","0","1","0","150","373","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","404","U","TORONTO","75","33","1","10","0","1","0","5","1","0","0","126","379","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","405","U","TORONTO","58","19","1","19","0","1","0","3","0","0","0","101","346","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","406","U","TORONTO","57","11","1","15","0","0","0","1","0","0","1","86","266","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","407","U","TORONTO","51","32","0","27","0","0","0","8","0","0","0","118","381","George Barker Manor"
"077","ST. PAUL'S","408","U","TORONTO","74","32","1","18","0","1","1","8","0","0","0","135","323","George Barker Manor"
"077","ST. PAUL'S","409","U","TORONTO","96","29","1","25","0","0","1","1","0","1","0","154","452","George Barker Manor"
"077","ST. PAUL'S","410","U","TORONTO","119","30","1","41","0","0","1","8","0","0","0","200","369","Balfour Square"
"077","ST. PAUL'S","411","U","TORONTO","149","26","0","56","1","0","1","10","1","0","0","244","466","Bretton Place"
"077","ST. PAUL'S","412","U","TORONTO","45","12","3","33","0","0","0","3","0","0","0","96","185","Tichester Gardens Apartment(s)"
"077","ST. PAUL'S","413","U","TORONTO","167","33","1","103","0","0","0","5","0","0","0","309","633","Loblaws"
"077","ST. PAUL'S","414","U","TORONTO","43","23","1","11","0","1","1","4","0","0","0","84","178","Moore Place"
"077","ST. PAUL'S","415","U","TORONTO","96","22","2","20","0","1","1","4","0","0","0","146","478","Hospital Worker's Housing Co-Operative"
"077","ST. PAUL'S","416","U","TORONTO","75","8","0","21","0","0","0","1","0","0","0","105","234","Bretton Place"
"077","ST. PAUL'S","700","U","TORONTO","17","3","0","9","1","0","1","2","0","1","0","34","57","Cedarvale Terrace Long Term Care Home"
"077","ST. PAUL'S","701","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
