"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ECCLES","JOHNSTONE","JOLLEY","KIDD","MARSHALL","MILLER","WALKER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"010","BRUCE--GREY--OWEN SOUND","101","U","OWEN SOUND","33","18","9","3","2","2","60","0","0","0","127","253","Sydenham Depot"
"010","BRUCE--GREY--OWEN SOUND","102","U","MEAFORD","25","21","10","3","20","1","77","0","0","0","157","356","Meaford St Vincent Community Centre"
"010","BRUCE--GREY--OWEN SOUND","103","U","MEAFORD","28","21","6","2","7","1","56","0","0","0","121","329","Meaford St Vincent Community Centre"
"010","BRUCE--GREY--OWEN SOUND","104","U","MEAFORD","25","20","5","0","7","0","46","1","0","0","104","297","Meaford St Vincent Community Centre"
"010","BRUCE--GREY--OWEN SOUND","105","U","MEAFORD","36","15","9","0","6","0","57","0","0","0","123","334","Meaford St Vincent Community Centre"
"010","BRUCE--GREY--OWEN SOUND","106","U","MEAFORD","14","6","5","0","3","0","38","1","0","0","67","247","Meaford St Vincent Community Centre"
"010","BRUCE--GREY--OWEN SOUND","107","U","MEAFORD","31","31","7","2","3","1","37","0","0","0","112","271","Meaford St Vincent Community Centre"
"010","BRUCE--GREY--OWEN SOUND","108","U","MEAFORD","25","12","7","0","8","0","29","0","0","0","81","224","Meaford Hall"
"010","BRUCE--GREY--OWEN SOUND","109","U","MEAFORD","35","20","5","1","18","1","37","0","0","0","117","262","Meaford Hall"
"010","BRUCE--GREY--OWEN SOUND","110","U","MEAFORD","50","19","13","0","11","0","35","0","0","0","128","314","Meaford Hall"
"010","BRUCE--GREY--OWEN SOUND","111","U","MEAFORD","20","23","10","0","10","0","27","0","0","0","90","255","Meaford Hall"
"010","BRUCE--GREY--OWEN SOUND","112","U","MEAFORD","43","21","7","1","13","2","64","0","0","0","151","338","Knox Presbyterian Church"
"010","BRUCE--GREY--OWEN SOUND","113","U","MEAFORD","39","20","15","0","4","2","73","2","0","0","155","334","Knox Presbyterian Church"
"010","BRUCE--GREY--OWEN SOUND","114","U","MEAFORD","45","18","10","0","17","1","55","0","0","0","146","321","Meaford Hall"
"010","BRUCE--GREY--OWEN SOUND","115","U","MEAFORD","59","23","12","2","8","1","87","0","0","0","192","362","Knox Presbyterian Church"
"010","BRUCE--GREY--OWEN SOUND","116","U","CHATSWORTH","18","21","2","1","5","1","48","0","0","0","96","192","Chatsworth Fire Hall"
"010","BRUCE--GREY--OWEN SOUND","117","U","OWEN SOUND","39","27","5","1","9","0","86","0","0","0","167","361","Sydenham Depot"
"010","BRUCE--GREY--OWEN SOUND","118","U","MEAFORD","71","29","14","0","6","1","112","0","0","0","233","494","Knox Presbyterian Church"
"010","BRUCE--GREY--OWEN SOUND","119","U","MEAFORD","37","20","4","0","17","0","99","1","0","0","178","390","Knox Presbyterian Church"
"010","BRUCE--GREY--OWEN SOUND","120","U","TARA","36","14","7","2","1","2","107","0","0","0","169","282","Royal Canadian Legion"
"010","BRUCE--GREY--OWEN SOUND","121","U","TARA","40","22","9","2","4","2","86","0","0","0","165","297","Royal Canadian Legion"
"010","BRUCE--GREY--OWEN SOUND","122","U","TARA","39","28","10","0","3","0","60","2","0","0","142","288","Royal Canadian Legion"
"010","BRUCE--GREY--OWEN SOUND","123","U","TARA","31","26","3","0","4","1","106","0","0","0","171","335","Royal Canadian Legion"
"010","BRUCE--GREY--OWEN SOUND","124","U","TARA","20","19","5","1","1","1","98","0","0","0","145","282","Royal Canadian Legion"
"010","BRUCE--GREY--OWEN SOUND","125","U","PAISLEY","35","12","5","2","5","0","57","0","0","0","116","206","Paisley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","126","U","CHESLEY","26","10","12","0","6","0","71","0","0","0","125","259","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","127","U","PAISLEY","55","40","9","1","6","0","55","1","1","0","168","325","Paisley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","128","U","PAISLEY","35","35","6","1","9","0","43","1","0","0","130","276","Paisley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","129","U","PAISLEY","38","20","5","0","7","0","74","2","0","0","146","271","Paisley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","130","U","PAISLEY","24","15","5","2","6","0","37","0","0","0","89","146","Paisley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","131","U","CHESLEY","51","25","12","1","5","1","98","0","0","0","193","373","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","132","U","CHESLEY","42","27","7","3","4","1","59","0","0","0","143","284","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","133","U","CHESLEY","25","16","4","3","5","1","42","1","0","0","97","229","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","134","U","CHESLEY","19","15","9","1","10","2","53","0","0","0","109","252","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","135","U","CHESLEY","23","6","7","0","10","2","26","0","2","0","76","213","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","136","U","CHESLEY","21","28","4","2","5","0","51","0","0","0","111","272","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","137","U","WILLIAMSFORD","34","17","6","1","7","0","101","0","0","0","166","334","Williamsford Community Centre"
"010","BRUCE--GREY--OWEN SOUND","138","U","HOLLAND CENTRE","39","23","11","3","11","2","101","0","0","0","190","409","Holland Chatsworth Central Public School"
"010","BRUCE--GREY--OWEN SOUND","139","U","CHATSWORTH","47","34","6","2","12","0","90","2","0","1","194","387","Chatsworth Fire Hall"
"010","BRUCE--GREY--OWEN SOUND","140","U","HOLLAND CENTRE","36","18","6","2","15","3","116","1","0","0","197","375","Holland Chatsworth Central Public School"
"010","BRUCE--GREY--OWEN SOUND","141","U","HOLLAND CENTRE","36","15","8","3","7","1","89","0","0","0","159","325","Holland Chatsworth Central Public School"
"010","BRUCE--GREY--OWEN SOUND","142","U","CHESLEY","26","14","5","1","11","1","67","0","0","0","125","244","Chesley Community Centre"
"010","BRUCE--GREY--OWEN SOUND","143","U","WILLIAMSFORD","29","46","4","5","15","0","88","0","0","0","187","331","Williamsford Community Centre"
"010","BRUCE--GREY--OWEN SOUND","144","U","WILLIAMSFORD","38","20","4","1","15","0","88","0","0","0","166","333","Williamsford Community Centre"
"010","BRUCE--GREY--OWEN SOUND","145","U","HOLLAND CENTRE","43","35","2","1","7","1","97","0","0","0","186","364","Holland Chatsworth Central Public School"
"010","BRUCE--GREY--OWEN SOUND","146","U","WILLIAMSFORD","24","28","5","3","14","0","70","0","0","0","144","293","Williamsford Community Centre"
"010","BRUCE--GREY--OWEN SOUND","147","U","HOLLAND CENTRE","20","23","4","0","12","0","65","0","0","0","124","275","Holland Chatsworth Central Public School"
"010","BRUCE--GREY--OWEN SOUND","148","U","WILLIAMSFORD","36","18","2","0","20","0","44","0","0","0","120","292","Williamsford Community Centre"
"010","BRUCE--GREY--OWEN SOUND","149","U","MARKDALE","66","32","13","0","27","1","115","0","0","0","254","546","Centre Grey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","150","U","Rocklyn","29","16","0","1","17","1","96","0","0","1","161","327","Euphrasia Memorial Community Centre"
"010","BRUCE--GREY--OWEN SOUND","151","U","Rocklyn","64","32","9","0","9","0","137","0","0","0","251","429","Euphrasia Memorial Community Centre"
"010","BRUCE--GREY--OWEN SOUND","152","U","Rocklyn","33","27","7","0","11","0","60","0","0","0","138","285","Euphrasia Memorial Community Centre"
"010","BRUCE--GREY--OWEN SOUND","153","U","MARKDALE","39","6","2","0","5","0","37","0","0","0","89","227","Centre Grey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","154","U","MARKDALE","26","23","4","0","3","0","41","3","0","0","100","299","Centre Grey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","155","U","MARKDALE","43","17","2","0","4","1","53","1","0","0","121","311","Centre Grey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","156","U","FLESHERTON","32","10","5","2","7","0","65","0","0","0","121","264","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","157","U","MARKDALE","63","13","2","0","10","0","53","1","0","0","142","350","Centre Grey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","158","U","FEVERSHAM","33","21","6","0","8","0","71","0","0","1","140","389","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","159","U","FEVERSHAM","36","18","1","0","10","0","97","0","0","0","162","355","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","160","U","FEVERSHAM","24","22","7","2","6","2","101","2","0","0","166","316","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","161","U","FEVERSHAM","11","7","5","0","4","0","22","0","0","0","49","177","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","162","U","FLESHERTON","30","16","2","0","16","1","57","0","0","0","122","298","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","163","U","FLESHERTON","42","25","11","0","11","1","57","0","1","0","148","343","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","164","U","FLESHERTON","50","17","4","0","18","0","62","0","0","0","151","294","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","165","U","FLESHERTON","30","15","3","0","7","3","51","0","0","0","109","214","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","166","U","FLESHERTON","37","23","6","2","8","1","90","0","0","0","167","324","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","167","U","FEVERSHAM","27","20","5","0","7","1","58","0","0","0","118","250","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","168","U","FEVERSHAM","28","21","0","0","7","1","120","0","0","0","177","388","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","169","U","FEVERSHAM","18","17","2","1","7","0","38","0","0","0","83","203","Osprey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","170","U","ELMWOOD","27","33","4","4","21","0","81","0","0","0","170","355","Elmwood Community Centre"
"010","BRUCE--GREY--OWEN SOUND","171","U","ELMWOOD","33","21","7","2","15","0","76","0","0","0","154","413","Elmwood Community Centre"
"010","BRUCE--GREY--OWEN SOUND","172","U","ELMWOOD","39","20","3","0","9","1","61","0","0","0","133","305","Elmwood Community Centre"
"010","BRUCE--GREY--OWEN SOUND","173","U","HANOVER","37","14","0","2","19","1","61","0","0","0","134","352","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","174","U","DURHAM","42","32","2","4","45","0","62","0","0","0","187","530","Glenelg Community Hall"
"010","BRUCE--GREY--OWEN SOUND","175","U","DURHAM","61","23","2","1","28","1","82","0","0","0","198","342","Glenelg Community Hall"
"010","BRUCE--GREY--OWEN SOUND","176","U","HANOVER","23","12","2","2","7","1","44","0","0","0","91","283","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","177","U","HANOVER","75","34","4","2","9","1","70","1","0","0","196","410","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","178","U","HANOVER","23","20","2","2","10","3","57","0","1","0","118","341","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","179","U","HANOVER","23","21","1","2","4","1","22","0","0","0","74","229","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","180","U","HANOVER","30","18","4","4","4","2","37","0","0","0","99","317","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","181","U","HANOVER","33","17","4","0","7","2","34","1","0","0","98","331","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","182","U","HANOVER","53","24","5","4","6","0","69","1","0","0","162","344","Hanover Civic Centre"
"010","BRUCE--GREY--OWEN SOUND","183","U","HANOVER","32","17","1","1","13","0","29","0","0","0","93","308","Hanover Civic Centre"
"010","BRUCE--GREY--OWEN SOUND","184","U","HANOVER","25","16","2","3","6","0","36","0","0","0","88","291","Hanover Civic Centre"
"010","BRUCE--GREY--OWEN SOUND","185","U","HANOVER","33","17","4","6","0","0","34","0","0","0","94","282","Hanover Civic Centre"
"010","BRUCE--GREY--OWEN SOUND","186","U","HANOVER","58","27","0","3","6","1","66","0","0","0","161","466","Hanover Civic Centre"
"010","BRUCE--GREY--OWEN SOUND","187","U","HANOVER","54","10","2","3","5","0","43","0","0","0","117","297","Hanover Civic Centre"
"010","BRUCE--GREY--OWEN SOUND","188","U","HANOVER","51","27","2","2","7","0","61","0","1","0","151","451","P & H Centre Hanover-Auxillary Room"
"010","BRUCE--GREY--OWEN SOUND","189","U","HANOVER","48","22","1","0","6","0","47","0","0","0","124","345","P & H Centre Hanover-Auxillary Room"
"010","BRUCE--GREY--OWEN SOUND","190","U","HANOVER","57","26","2","2","2","1","47","0","0","0","137","388","P & H Centre-Lounge"
"010","BRUCE--GREY--OWEN SOUND","191","U","HANOVER","106","20","3","4","15","0","87","0","0","0","235","566","P & H Centre-Lounge"
"010","BRUCE--GREY--OWEN SOUND","192","U","HANOVER","37","19","2","0","25","0","52","1","0","0","136","310","Grace United Church"
"010","BRUCE--GREY--OWEN SOUND","193","U","DURHAM","47","16","5","1","37","1","59","1","0","0","167","377","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","194","U","DURHAM","32","9","1","2","18","0","27","0","0","0","89","252","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","195","U","DURHAM","46","12","3","1","16","0","47","0","0","0","125","322","Durham and District Community Centre"
