"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALDWIN-SANDS","CORNISH","LOEWEN","MCKEEVER","YUREK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"021","ELGIN--MIDDLESEX--LONDON","074","R","FINGAL LINE","33","41","6","1","91","0","0","0","172","316","Southwold Township Municipal Office"
"021","ELGIN--MIDDLESEX--LONDON","075","R","SHEDDEN","62","37","4","2","132","0","3","0","240","442","Southwold Keystone Complex"
"021","ELGIN--MIDDLESEX--LONDON","076","R","TALBOTVILLE","58","43","2","1","102","0","0","0","206","358","Talbotville United Church"
"021","ELGIN--MIDDLESEX--LONDON","077","R","ST. THOMAS","79","46","4","5","129","1","0","0","264","487","Elgin Manor"
"021","ELGIN--MIDDLESEX--LONDON","078","R","SHEDDEN","22","22","1","2","56","0","0","0","103","214","Southwold Keystone Complex"
"021","ELGIN--MIDDLESEX--LONDON","079","R","PORT STANLEY","53","24","3","2","73","0","0","0","155","292","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","080","U","PORT STANLEY","42","32","3","1","55","0","0","0","133","260","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","081","U","PORT STANLEY","29","20","2","3","40","0","0","0","94","184","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","082","U","PORT STANLEY","51","46","5","0","54","0","0","0","156","313","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","083","U","PORT STANLEY","47","47","7","0","56","0","0","0","157","341","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","084","U","PORT STANLEY","51","48","9","0","97","0","0","0","205","543","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","085","U","PORT STANLEY","57","33","3","1","55","0","0","0","149","263","Port Stanley Arena"
"021","ELGIN--MIDDLESEX--LONDON","086","R","ST. THOMAS","51","33","5","4","92","0","0","0","185","401","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","087","R","ST. THOMAS","56","43","2","1","102","0","0","0","204","389","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","088","R","ST.THOMAS","27","36","7","0","71","1","0","0","142","296","New Sarum Diner"
"021","ELGIN--MIDDLESEX--LONDON","089","R","ST.THOMAS","50","41","2","4","152","0","1","0","250","464","New Sarum Diner"
"021","ELGIN--MIDDLESEX--LONDON","090","R","ST. THOMAS","73","53","4","2","82","0","0","1","215","391","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","091","R","ST. THOMAS","53","33","6","3","83","1","0","0","179","360","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","092","R","ST. THOMAS","48","42","8","1","96","0","2","0","197","345","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","093","R","ST. THOMAS","65","42","11","1","118","0","0","0","237","525","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","094","R","ST. THOMAS","55","37","4","0","88","0","1","0","185","369","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","095","R","ST. THOMAS","25","36","2","0","55","0","0","0","118","243","Sunridge Centre"
"021","ELGIN--MIDDLESEX--LONDON","096","R","AYLMER","20","44","6","0","124","0","0","0","194","481","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","097","R","SPRINGFIELD","25","14","5","2","65","1","0","0","112","287","Malahide Community Place"
"021","ELGIN--MIDDLESEX--LONDON","098","R","SPRINGFIELD","28","17","4","1","64","0","0","0","114","373","Malahide Community Place"
"021","ELGIN--MIDDLESEX--LONDON","099","R","AYLMER","37","20","4","2","51","0","0","0","114","268","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","100","R","AYLMER","25","23","8","0","101","0","0","0","157","446","Bradley St. Church of God"
"021","ELGIN--MIDDLESEX--LONDON","101","U","AYLMER","36","24","2","1","66","0","0","0","129","356","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","102","U","AYLMER","21","11","1","0","58","0","0","0","91","261","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","103","U","AYLMER","27","14","3","2","64","0","0","0","110","273","Aylmer Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","104","U","AYLMER","38","26","4","1","71","0","0","0","140","305","Aylmer Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","105","U","AYLMER","34","26","2","2","82","0","1","0","147","304","Bradley St. Church of God"
"021","ELGIN--MIDDLESEX--LONDON","106","U","AYLMER","17","18","2","0","61","0","0","0","98","318","Aylmer Legion Branch #81"
"021","ELGIN--MIDDLESEX--LONDON","107","U","AYLMER","20","28","1","1","51","0","0","0","101","353","Aylmer Legion Branch #81"
"021","ELGIN--MIDDLESEX--LONDON","108","U","AYLMER","33","12","0","0","70","0","0","0","115","333","Aylmer Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","109","U","AYLMER","44","24","10","3","92","0","0","0","173","429","Aylmer Legion Branch #81"
"021","ELGIN--MIDDLESEX--LONDON","110","U","AYLMER","45","25","4","1","66","0","0","0","141","312","Aylmer Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","111","U","AYLMER","48","20","7","1","79","0","0","0","155","352","Bradley St. Church of God"
"021","ELGIN--MIDDLESEX--LONDON","112","U","AYLMER","25","41","3","2","50","0","0","0","121","302","Aylmer Legion Branch #81"
"021","ELGIN--MIDDLESEX--LONDON","113","U","AYLMER","9","19","6","0","28","2","0","1","65","236","Aylmer Legion Branch #81"
"021","ELGIN--MIDDLESEX--LONDON","114","U","AYLMER","29","40","6","3","78","0","1","0","157","483","Terrace Lodge"
"021","ELGIN--MIDDLESEX--LONDON","115","U","AYLMER","16","17","2","1","40","0","0","0","76","313","Bradley St. Church of God"
"021","ELGIN--MIDDLESEX--LONDON","116","R","AYLMER","13","18","1","1","40","0","0","0","73","223","Bradley St. Church of God"
"021","ELGIN--MIDDLESEX--LONDON","117","R","AYLMER","38","18","0","3","91","0","0","0","150","355","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","118","R","AYLMER","23","24","4","0","118","0","0","0","169","584","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","119","R","AYLMER","24","30","3","0","58","0","1","0","116","348","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","120","R","AYLMER","19","27","2","0","63","0","0","0","111","310","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","121","R","CORINTH","26","38","6","0","63","0","2","0","135","256","Community of Christ Church"
"021","ELGIN--MIDDLESEX--LONDON","122","R","CORINTH","39","44","9","2","76","0","1","0","171","366","Community of Christ Church"
"021","ELGIN--MIDDLESEX--LONDON","123","R","CORINTH","18","28","4","0","89","1","2","1","143","335","Community of Christ Church"
"021","ELGIN--MIDDLESEX--LONDON","124","R","STRAFFORDVILLE","37","29","2","0","93","1","0","0","162","396","Bayham Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","125","R","STRAFFORDVILLE","26","39","5","0","69","1","0","0","140","354","Bayham Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","126","R","STRAFFORDVILLE","30","21","3","3","84","0","1","0","142","393","Bayham Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","127","R","STRAFFORDVILLE","28","42","4","0","70","0","0","0","144","351","Bayham Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","128","R","VIENNA","28","32","3","6","90","0","0","0","159","357","Vienna Lions Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","129","R","VIENNA","18","37","1","2","78","0","0","0","136","389","Vienna Lions Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","130","R","VIENNA","15","40","1","1","85","2","0","1","145","367","Vienna Lions Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","131","R","VIENNA","47","57","13","2","91","0","0","0","210","514","Vienna Lions Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","132","R","ST. THOMAS","31","33","5","3","56","0","0","0","128","293","Free Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","133","U","ST. THOMAS","83","63","5","1","113","1","0","0","266","564","Free Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","134A","U","ST. THOMAS","75","53","4","0","86","0","0","0","218","502","Valleyview Home for the Aged"
"021","ELGIN--MIDDLESEX--LONDON","134B","U","ST. THOMAS","59","61","3","0","107","0","0","0","230","453","Valleyview Home for the Aged"
"021","ELGIN--MIDDLESEX--LONDON","135","U","ST. THOMAS","61","44","5","2","78","0","0","0","190","408","Monsignor Morrison"
"021","ELGIN--MIDDLESEX--LONDON","136","U","ST. THOMAS","45","42","2","1","81","0","0","0","171","398","Monsignor Morrison"
"021","ELGIN--MIDDLESEX--LONDON","137","U","ST. THOMAS","34","49","7","4","112","1","0","0","207","439","Valleyview Home for the Aged"
"021","ELGIN--MIDDLESEX--LONDON","138","U","ST. THOMAS","44","67","5","1","49","1","0","0","167","506","Monsignor Morrison"
"021","ELGIN--MIDDLESEX--LONDON","139","U","ST. THOMAS","16","59","6","2","40","0","0","0","123","517","Valleyview Home for the Aged"
"021","ELGIN--MIDDLESEX--LONDON","140","U","ST. THOMAS","67","56","1","1","123","0","2","0","250","597","Valleyview Home for the Aged"
"021","ELGIN--MIDDLESEX--LONDON","141","U","ST. THOMAS","37","28","2","0","79","0","0","1","147","277","Free Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","142","U","ST. THOMAS","31","51","3","1","47","0","0","0","133","352","St. Johns Anglican Church"
"021","ELGIN--MIDDLESEX--LONDON","143","U","ST. THOMAS","56","47","7","1","92","0","0","0","203","431","Monsignor Morrison"
"021","ELGIN--MIDDLESEX--LONDON","144","U","ST. THOMAS","28","41","2","0","66","0","0","0","137","329","Grace United Church"
"021","ELGIN--MIDDLESEX--LONDON","145","U","ST. THOMAS","35","35","5","3","99","1","0","1","179","414","Monsignor Morrison"
"021","ELGIN--MIDDLESEX--LONDON","146","U","ST. THOMAS","83","25","10","2","115","0","0","0","235","400","Free Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","147","U","ST. THOMAS","21","14","0","1","47","0","0","0","83","248","First United Church"
"021","ELGIN--MIDDLESEX--LONDON","148","U","ST. THOMAS","27","48","4","1","42","0","0","0","122","384","First United Church"
"021","ELGIN--MIDDLESEX--LONDON","149","U","ST. THOMAS","29","42","5","1","60","2","0","0","139","426","First United Church"
"021","ELGIN--MIDDLESEX--LONDON","150","U","ST. THOMAS","16","47","4","3","47","0","1","0","118","348","First United Church"
"021","ELGIN--MIDDLESEX--LONDON","151","U","ST. THOMAS","18","50","1","1","37","1","0","0","108","353","St. Johns Anglican Church"
"021","ELGIN--MIDDLESEX--LONDON","152","U","ST. THOMAS","16","29","0","3","38","1","0","1","88","248","St. Johns Anglican Church"
"021","ELGIN--MIDDLESEX--LONDON","153","U","ST. THOMAS","20","18","3","2","21","0","0","0","64","215","St. Johns Anglican Church"
"021","ELGIN--MIDDLESEX--LONDON","154","U","ST. THOMAS","12","43","2","2","46","0","0","0","105","280","Grace United Church"
"021","ELGIN--MIDDLESEX--LONDON","155","U","ST. THOMAS","23","30","5","1","60","0","0","0","119","312","Grace United Church"
"021","ELGIN--MIDDLESEX--LONDON","156","U","ST. THOMAS","27","51","3","1","27","1","0","0","110","284","Grace United Church"
"021","ELGIN--MIDDLESEX--LONDON","157","U","ST. THOMAS","41","47","10","0","51","1","0","0","150","352","First United Church"
"021","ELGIN--MIDDLESEX--LONDON","158","U","ST. THOMAS","47","59","5","1","51","0","0","0","163","686","Knox Presbyterian Church"
"021","ELGIN--MIDDLESEX--LONDON","159","U","ST. THOMAS","23","37","1","0","31","0","0","0","92","227","Knox Presbyterian Church"
"021","ELGIN--MIDDLESEX--LONDON","160","U","ST. THOMAS","29","29","1","2","32","0","0","0","93","263","Knox Presbyterian Church"
"021","ELGIN--MIDDLESEX--LONDON","161","U","ST THOMAS","27","20","1","0","43","0","0","0","91","268","Central United Church"
"021","ELGIN--MIDDLESEX--LONDON","162","U","ST THOMAS","38","36","2","4","50","0","0","0","130","381","Central United Church"
"021","ELGIN--MIDDLESEX--LONDON","163","U","ST. THOMAS","24","37","2","1","36","0","0","0","100","290","Eastwood Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","164","U","ST. THOMAS","38","29","2","1","57","0","1","0","128","321","St. Thomas Christian Church"
"021","ELGIN--MIDDLESEX--LONDON","165","U","ST. THOMAS","49","52","6","2","63","0","0","0","172","410","St. Thomas Christian Church"
"021","ELGIN--MIDDLESEX--LONDON","166","U","ST. THOMAS","71","32","5","0","69","1","0","0","178","370","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","167","U","ST. THOMAS","41","34","1","2","59","0","0","0","137","307","Knox Presbyterian Church"
"021","ELGIN--MIDDLESEX--LONDON","168","U","ST. THOMAS","27","21","3","2","30","1","0","0","84","215","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","169","U","ST. THOMAS","33","58","3","3","43","1","0","0","141","376","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","170","U","ST. THOMAS","20","26","4","1","28","1","0","1","81","274","St. Thomas Community Timken Centre"
"021","ELGIN--MIDDLESEX--LONDON","171","U","ST. THOMAS","30","52","6","1","68","0","0","0","157","391","St. Thomas Community Timken Centre"
"021","ELGIN--MIDDLESEX--LONDON","172","U","ST. THOMAS","34","35","5","0","37","0","0","0","111","316","St. Thomas Community Timken Centre"
"021","ELGIN--MIDDLESEX--LONDON","173","U","ST. THOMAS","13","24","4","1","21","0","0","0","63","231","St. Thomas Community Timken Centre"
"021","ELGIN--MIDDLESEX--LONDON","174","U","ST. THOMAS","36","58","7","1","56","0","0","0","158","337","St. Thomas Community Timken Centre"
"021","ELGIN--MIDDLESEX--LONDON","175","U","ST. THOMAS","29","35","2","0","36","0","0","0","102","219","Gospell Fellowship Chapel"
"021","ELGIN--MIDDLESEX--LONDON","176","U","ST. THOMAS","48","40","4","1","80","2","0","0","175","474","Gospell Fellowship Chapel"
"021","ELGIN--MIDDLESEX--LONDON","177","U","ST. THOMAS","55","43","6","2","69","0","2","0","177","362","Gospell Fellowship Chapel"
"021","ELGIN--MIDDLESEX--LONDON","178","U","ST. THOMAS","36","34","2","0","61","0","0","0","133","356","Gospell Fellowship Chapel"
"021","ELGIN--MIDDLESEX--LONDON","179","U","ST.THOMAS","34","61","2","3","83","0","1","1","185","495","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","180","U","ST.THOMAS","58","31","2","0","104","0","0","0","195","436","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","181","U","ST.THOMAS","38","27","2","1","66","0","0","0","134","294","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","182","U","ST.THOMAS","69","34","0","2","96","1","0","0","202","378","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","183","U","ST. THOMAS","39","40","11","2","92","0","0","0","184","396","Eastwood Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","184","U","ST.THOMAS","46","37","4","0","59","0","1","0","147","330","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","185","U","ST. THOMAS","32","35","1","1","56","0","0","0","125","277","St. Thomas Christian Church"
"021","ELGIN--MIDDLESEX--LONDON","186","U","ST. THOMAS","67","29","4","1","122","0","0","0","223","541","Caressant Care on Bonnie Place"
"021","ELGIN--MIDDLESEX--LONDON","187","U","ST. THOMAS","47","64","1","2","67","1","0","0","182","423","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","188","U","ST. THOMAS","50","42","3","2","81","1","1","0","180","365","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","189","U","ST. THOMAS","36","51","5","0","63","0","0","0","155","374","St. Thomas Christian Church"
"021","ELGIN--MIDDLESEX--LONDON","190","U","ST. THOMAS","57","41","5","1","89","0","0","0","193","433","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","191","U","ST. THOMAS","37","52","5","0","91","1","2","0","188","412","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","192","U","ST. THOMAS","68","43","2","1","120","2","0","0","236","460","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","193","U","ST. THOMAS","56","36","0","6","79","3","0","0","180","374","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","194","U","ST. THOMAS","60","42","3","0","140","3","0","0","248","497","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","195","U","ST. THOMAS","39","49","5","1","88","1","0","0","183","441","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","196","U","ST. THOMAS","68","30","1","2","93","0","0","0","194","386","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","197A","U","ST. THOMAS","67","29","2","0","62","0","0","0","160","374","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","197B","U","ST. THOMAS","64","25","1","1","97","1","0","0","189","392","St. Thomas Elgin Memorial Arena"
"021","ELGIN--MIDDLESEX--LONDON","198","U","ST.THOMAS","11","22","2","3","33","0","1","0","72","265","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","199","U","ST.THOMAS","44","40","5","0","73","1","0","0","163","410","St. Thomas Seniors Centre"
"021","ELGIN--MIDDLESEX--LONDON","200","U","ST. THOMAS","49","44","3","0","92","2","2","0","192","471","Faith Baptist Church"
