"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BENDER","DYCK","GARVIE","GORDON","ICHIM","SANDALS","SCHIRK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"027","GUELPH","103B","U","GUELPH","1","7","1","15","0","35","15","1","0","0","75","265","Mitchell Woods Public School"
"027","GUELPH","104","U","GUELPH","3","8","0","39","1","57","33","1","0","0","142","365","Westend Community Centre"
"027","GUELPH","105A","U","GUELPH","1","8","0","40","0","40","32","2","0","0","123","346","Westwood Public School"
"027","GUELPH","105B","U","GUELPH","2","3","1","27","0","26","14","0","1","0","74","289","Westwood Public School"
"027","GUELPH","106","U","GUELPH","0","19","0","64","0","70","25","0","0","0","178","491","Westwood Public School"
"027","GUELPH","107A","U","GUELPH","0","3","0","29","0","34","17","0","1","0","84","319","Paisley Road Public School"
"027","GUELPH","107B","U","GUELPH","0","6","0","25","0","31","12","0","0","0","74","289","Paisley Road Public School"
"027","GUELPH","108","U","GUELPH","3","8","1","72","0","70","48","0","0","0","202","420","St. Joseph Catholic School"
"027","GUELPH","109","U","GUELPH","1","9","0","72","0","52","40","0","0","0","174","378","St. Joseph Catholic School"
"027","GUELPH","110","U","GUELPH","0","7","0","26","0","47","32","0","0","0","112","325","St. Joseph Catholic School"
"027","GUELPH","111","U","GUELPH","1","28","2","39","0","89","25","0","0","1","185","340","First Baptist Church"
"027","GUELPH","112","U","GUELPH","1","13","0","62","0","40","12","0","0","0","128","314","First Baptist Church"
"027","GUELPH","113A","U","GUELPH","1","25","0","65","0","65","29","1","0","0","186","408","First Baptist Church"
"027","GUELPH","113B","U","GUELPH","2","21","1","58","0","61","19","0","0","0","162","367","First Baptist Church"
"027","GUELPH","114","U","GUELPH","0","27","0","69","0","114","24","1","0","0","235","391","Dublin Street United Church"
"027","GUELPH","115","U","GUELPH","0","14","1","68","0","69","28","0","0","1","181","412","Our Lady of Lourdes Catholic High School"
"027","GUELPH","116","U","GUELPH","0","7","0","82","0","57","15","0","0","0","161","372","Dublin Street United Church"
"027","GUELPH","117","U","GUELPH","0","23","1","54","1","66","29","0","0","0","174","389","Paisley Road Public School"
"027","GUELPH","118","U","GUELPH","1","14","0","38","0","63","23","0","0","0","139","390","Paisley Road Public School"
"027","GUELPH","119","U","GUELPH","0","3","1","47","0","36","21","1","0","0","109","359","Westend Community Centre"
"027","GUELPH","120","U","GUELPH","1","8","1","31","0","79","43","1","0","0","164","435","St. Francis of Assisi"
"027","GUELPH","121","U","GUELPH","4","4","2","48","1","56","32","1","0","0","148","478","St. Francis of Assisi"
"027","GUELPH","122","U","GUELPH","1","8","0","36","0","51","36","1","0","1","134","427","St. Francis of Assisi"
"027","GUELPH","123","U","GUELPH","2","9","0","19","0","34","17","1","0","0","82","410","St. Francis of Assisi"
"027","GUELPH","124","U","GUELPH","0","11","2","36","0","33","26","0","0","0","108","312","Guelph Bible Chapel"
"027","GUELPH","125","U","GUELPH","0","18","1","28","1","33","25","0","0","0","106","237","Paisley Road Public School"
"027","GUELPH","126","U","GUELPH","2","18","0","67","0","91","27","0","0","0","205","401","Dublin Street United Church"
"027","GUELPH","127","U","GUELPH","0","22","1","47","0","70","32","0","0","0","172","387","Dublin Street United Church"
"027","GUELPH","128","U","GUELPH","0","22","1","72","0","69","22","1","0","0","187","370","Dublin Street United Church"
"027","GUELPH","129","U","GUELPH","0","10","3","69","0","66","19","0","0","0","167","417","Guelph City Hall"
"027","GUELPH","130","U","GUELPH","0","17","0","50","0","60","8","0","0","0","135","358","Guelph City Hall"
"027","GUELPH","131","U","GUELPH","0","5","0","36","0","25","6","0","0","1","73","269","First Baptist Church"
"027","GUELPH","132","U","GUELPH","1","22","1","62","0","38","9","0","0","0","133","358","Guelph City Hall"
"027","GUELPH","133","U","GUELPH","0","17","0","53","0","57","21","0","0","0","148","417","Guelph City Hall"
"027","GUELPH","134","U","GUELPH","0","18","0","71","0","57","17","1","0","0","164","360","Dublin Street United Church"
"027","GUELPH","135","U","GUELPH","1","10","0","35","0","39","6","0","0","0","91","349","Guelph City Hall"
"027","GUELPH","136","U","GUELPH","0","13","0","45","1","53","16","0","0","0","128","407","Guelph City Hall"
"027","GUELPH","137","U","GUELPH","1","12","0","30","0","35","14","0","0","0","92","271","Guelph Bible Chapel"
"027","GUELPH","138","U","GUELPH","0","9","0","45","0","60","21","0","0","1","136","319","Guelph Bible Chapel"
"027","GUELPH","139A","U","GUELPH","1","13","0","22","0","50","30","0","0","1","117","279","Guelph Bible Chapel"
"027","GUELPH","139B","U","GUELPH","0","8","0","16","0","46","31","0","1","0","102","254","Guelph Bible Chapel"
"027","GUELPH","140","U","GUELPH","1","8","3","52","2","76","53","0","1","0","196","477","Taylor Evans Public School"
"027","GUELPH","141","U","GUELPH","1","6","2","35","1","44","46","2","1","0","138","417","Taylor Evans Public School"
"027","GUELPH","142","U","GUELPH","1","6","0","44","1","47","39","2","1","0","141","459","Taylor Evans Public School"
"027","GUELPH","143","U","GUELPH","1","6","1","46","0","110","60","1","0","0","225","500","St. Francis of Assisi"
"027","GUELPH","144","U","GUELPH","1","11","1","37","1","72","51","0","0","0","174","448","Westend Community Centre"
"027","GUELPH","145","U","GUELPH","2","12","1","48","0","56","42","1","0","1","163","449","Westend Community Centre"
"027","GUELPH","146","U","GUELPH","0","8","0","51","0","49","66","1","0","0","175","360","Gateway Public School"
"027","GUELPH","147","U","GUELPH","1","14","0","35","0","108","62","1","0","0","221","427","Taylor Evans Public School"
"027","GUELPH","148","U","GUELPH","1","7","2","41","1","93","61","0","0","0","206","436","Gateway Public School"
"027","GUELPH","149","U","GUELPH","0","6","0","29","1","28","20","0","1","0","85","335","Gateway Public School"
"027","GUELPH","150","U","GUELPH","1","9","0","24","0","50","28","1","1","0","114","301","Gateway Public School"
"027","GUELPH","151","U","GUELPH","0","16","0","40","0","55","32","0","0","0","143","352","John McCrae Public School"
"027","GUELPH","152","U","GUELPH","0","9","4","61","0","90","40","1","0","0","205","409","John McCrae Public School"
"027","GUELPH","153","U","GUELPH","0","28","0","45","1","83","39","0","0","1","197","376","John McCrae Public School"
"027","GUELPH","154","U","GUELPH","0","18","3","51","1","77","19","1","0","1","171","320","John McCrae Public School"
"027","GUELPH","155","U","GUELPH","1","10","3","29","0","74","18","0","0","2","137","311","John McCrae Public School"
"027","GUELPH","156","U","GUELPH","0","27","0","56","0","105","30","0","0","0","218","482","Harcourt Memorial United Church"
"027","GUELPH","157","U","GUELPH","1","25","0","42","0","102","34","0","0","0","204","392","Harcourt Memorial United Church"
"027","GUELPH","158","U","GUELPH","0","8","0","47","0","97","60","0","0","0","212","441","John McCrae Public School"
"027","GUELPH","159","U","GUELPH","1","9","2","21","0","39","12","0","0","0","84","276","Harcourt Memorial United Church"
"027","GUELPH","160","U","GUELPH","0","10","0","51","1","88","34","0","0","0","184","410","Harcourt Memorial United Church"
"027","GUELPH","161","U","GUELPH","2","10","0","42","0","99","65","0","0","0","218","398","Mary Phelan Catholic School"
"027","GUELPH","162","U","GUELPH","0","8","1","58","0","51","32","1","0","0","151","349","Mary Phelan Catholic School"
"027","GUELPH","163","U","GUELPH","1","17","2","54","1","53","34","0","0","0","162","448","Mary Phelan Catholic School"
"027","GUELPH","164","U","GUELPH","0","8","2","43","0","75","40","0","0","0","168","370","Mary Phelan Catholic School"
"027","GUELPH","165","U","GUELPH","3","9","0","53","0","107","50","1","0","0","223","411","Mary Phelan Catholic School"
"027","GUELPH","166","U","GUELPH","0","20","0","17","0","105","36","0","1","0","179","402","Kortright Hills Public School"
"027","GUELPH","167","U","GUELPH","3","10","0","18","0","84","74","0","0","0","189","407","Kortright Hills Public School"
"027","GUELPH","168","U","GUELPH","3","14","0","27","0","122","57","1","0","0","224","398","Kortright Hills Public School"
"027","GUELPH","169","U","GUELPH","1","5","0","38","0","142","73","2","0","0","261","485","Kortright Hills Public School"
"027","GUELPH","170","U","GUELPH","1","13","0","17","0","98","61","0","0","0","190","478","Kortright Hills Public School"
"027","GUELPH","171","U","GUELPH","3","11","1","25","1","78","55","1","0","0","175","454","Kortright Hills Public School"
"027","GUELPH","172","U","GUELPH","1","4","0","28","0","153","80","0","0","0","266","477","YMCA-YWCA of Guelph"
"027","GUELPH","173","U","GUELPH","3","18","3","45","1","87","38","0","0","0","195","520","Priory Park Public School"
"027","GUELPH","174","U","GUELPH","0","7","0","43","0","50","25","0","0","0","125","382","Priory Park Public School"
"027","GUELPH","175","U","GUELPH","0","11","0","22","0","25","18","0","0","0","76","268","Priory Park Public School"
"027","GUELPH","176","U","GUELPH","2","21","0","44","1","78","48","1","0","1","196","356","Priory Park Public School"
"027","GUELPH","177","U","GUELPH","2","10","1","25","0","49","26","2","0","0","115","360","Priory Park Public School"
"027","GUELPH","178","U","GUELPH","0","9","1","15","1","50","11","0","0","0","87","489","Best Western Royal Brock Hotel"
"027","GUELPH","179A","U","GUELPH","1","12","0","42","0","49","24","0","0","0","128","218","University of Guelph, University Centre"
"027","GUELPH","179B","U","GUELPH","1","20","1","31","0","46","21","0","0","0","120","154","University of Guelph, University Centre"
"027","GUELPH","179C","U","GUELPH","0","26","1","46","0","50","24","1","0","0","148","234","University of Guelph, University Centre"
"027","GUELPH","179D","U","GUELPH","3","26","2","42","0","38","19","0","0","0","130","174","University of Guelph, University Centre"
"027","GUELPH","179E","U","GUELPH",".......................COMBINED WITH POLL 180.......................","","","","","","","","","","","","University of Guelph, University Centre"
"027","GUELPH","180","U","GUELPH","6","18","0","62","0","177","88","0","0","0","351","586","Best Western Royal Brock Hotel"
"027","GUELPH","181","U","GUELPH","0","11","1","27","0","134","147","2","0","0","322","464","Village By the Arboretum"
"027","GUELPH","182","U","GUELPH","3","8","0","24","0","165","129","0","1","0","330","477","Village By the Arboretum"
"027","GUELPH","183","U","GUELPH","1","12","0","16","0","114","63","0","0","0","206","456","Best Western Royal Brock Hotel"
"027","GUELPH","184","U","GUELPH","1","7","0","24","1","87","42","0","1","0","163","361","Best Western Royal Brock Hotel"
"027","GUELPH","185","U","GUELPH","1","17","1","25","0","101","47","0","0","1","193","440","Best Western Royal Brock Hotel"
"027","GUELPH","186","U","GUELPH","0","5","1","15","1","12","8","1","0","0","43","207","Jean Little Public School"
"027","GUELPH","187","U","GUELPH","0","2","1","28","0","15","1","1","0","0","48","250","Fred A Hamilton Public School"
"027","GUELPH","188","U","GUELPH","0","9","0","29","0","52","29","0","0","0","119","356","YMCA-YWCA of Guelph"
"027","GUELPH","189","U","GUELPH","1","11","0","39","0","76","27","0","0","0","154","353","Fred A Hamilton Public School"
"027","GUELPH","190","U","GUELPH","1","10","1","29","0","43","25","1","0","0","110","275","Fred A Hamilton Public School"
"027","GUELPH","191","U","GUELPH","2","10","0","43","0","79","47","0","0","0","181","345","Fred A Hamilton Public School"
"027","GUELPH","192","U","GUELPH","0","20","0","27","0","69","45","0","0","0","161","387","Fred A Hamilton Public School"
"027","GUELPH","193","U","GUELPH","1","12","2","29","0","49","26","0","0","0","119","321","Fred A Hamilton Public School"
"027","GUELPH","194","U","GUELPH","1","14","0","34","0","87","44","0","0","0","180","353","Jean Little Public School"
"027","GUELPH","195","U","GUELPH","2","15","0","45","2","85","46","1","1","0","197","392","Jean Little Public School"
"027","GUELPH","196","U","GUELPH","0","8","0","27","0","111","45","0","0","0","191","361","Jean Little Public School"
"027","GUELPH","197","U","GUELPH","1","17","0","24","0","82","41","0","0","0","165","375","Best Western Royal Brock Hotel"
"027","GUELPH","198","U","GUELPH","1","8","1","21","0","93","35","1","1","0","161","393","Best Western Royal Brock Hotel"
"027","GUELPH","199","U","GUELPH","1","8","0","20","0","89","70","0","0","0","188","453","Best Western Royal Brock Hotel"
"027","GUELPH","200","U","GUELPH","2","10","0","21","0","83","45","1","1","0","163","434","Salvation Army Citadel"
"027","GUELPH","201","U","GUELPH","1","10","0","35","0","82","36","0","0","0","164","499","Salvation Army Citadel"
"027","GUELPH","202","U","GUELPH","3","14","2","35","0","85","60","0","0","0","199","426","Rickson Ridge Public School"
"027","GUELPH","203","U","GUELPH","1","8","0","24","0","48","30","0","0","0","111","319","Rickson Ridge Public School"
"027","GUELPH","204","U","GUELPH","0","6","0","33","0","61","27","1","0","0","128","356","Rickson Ridge Public School"
"027","GUELPH","205","U","GUELPH","0","15","0","47","0","140","49","0","0","0","251","468","YMCA-YWCA of Guelph"
"027","GUELPH","206","U","GUELPH","2","8","0","24","1","72","49","0","0","0","156","440","Rickson Ridge Public School"
"027","GUELPH","207","U","GUELPH","1","10","0","38","0","85","54","0","0","0","188","438","YMCA-YWCA of Guelph"
"027","GUELPH","208","U","GUELPH","1","13","0","34","1","48","25","0","0","0","122","316","Rickson Ridge Public School"
"027","GUELPH","209","U","GUELPH","0","14","1","18","0","59","44","0","0","0","136","360","Bishop Macdonell Catholic High School"
"027","GUELPH","210A","U","GUELPH","0","7","0","23","0","59","25","1","0","0","115","308","Salvation Army Citadel"
"027","GUELPH","210B","U","GUELPH","0","7","0","32","0","32","42","0","0","0","113","336","Salvation Army Citadel"
"027","GUELPH","211","U","GUELPH","1","8","0","20","0","80","77","0","2","0","188","450","St. Ignatius Catholic School"
"027","GUELPH","212A","U","GUELPH","0","7","1","32","0","78","38","1","0","0","157","353","St. Ignatius Catholic School"
"027","GUELPH","212B","U","GUELPH","1","4","0","28","0","61","45","1","0","0","140","365","St. Ignatius Catholic School"
"027","GUELPH","213","U","GUELPH","1","8","0","21","0","72","60","0","0","0","162","380","St. Ignatius Catholic School"
"027","GUELPH","214","U","GUELPH","1","5","0","25","1","92","85","0","0","1","210","467","St. Ignatius Catholic School"
"027","GUELPH","215A","U","GUELPH","1","8","0","29","1","89","31","1","0","0","160","420","St. Ignatius Catholic School"
"027","GUELPH","215B","U","GUELPH","1","7","1","22","1","69","41","0","0","0","142","400","St. Ignatius Catholic School"
"027","GUELPH","216A","U","GUELPH","0","9","0","14","1","74","40","1","0","0","139","316","St. Paul Catholic School"
"027","GUELPH","216B","U","GUELPH","2","4","0","9","1","47","56","1","0","0","120","303","St. Paul Catholic School"
"027","GUELPH","217","U","GUELPH","1","8","0","21","1","80","56","0","0","0","167","373","St. Ignatius Catholic School"
"027","GUELPH","218","U","GUELPH","0","8","0","28","1","57","36","0","0","0","130","337","St. Paul Catholic School"
"027","GUELPH","219","U","GUELPH","1","15","0","20","0","57","47","0","0","0","140","355","St. Paul Catholic School"
"027","GUELPH","220","U","GUELPH","2","13","1","46","0","94","57","1","0","0","214","547","St. Paul Catholic School"
"027","GUELPH","221","U","GUELPH","1","5","0","28","0","46","24","0","0","1","105","324","St. Paul Catholic School"
"027","GUELPH","222","U","GUELPH","0","4","0","30","1","53","56","1","0","0","145","380","St. Paul Catholic School"
"027","GUELPH","223","U","GUELPH","3","9","0","31","0","63","49","0","0","0","155","437","Bishop Macdonell Catholic High School"
"027","GUELPH","224","U","GUELPH","0","19","0","32","0","80","66","0","1","0","198","462","Bishop Macdonell Catholic High School"
"027","GUELPH","225","U","GUELPH","1","13","0","32","1","75","42","0","0","0","164","415","Bishop Macdonell Catholic High School"
"027","GUELPH","226","U","GUELPH","2","6","0","33","0","68","26","0","0","0","135","390","Bishop Macdonell Catholic High School"
"027","GUELPH","227","U","GUELPH","0","2","1","20","0","66","53","0","0","0","142","365","St. Paul Catholic School"
"027","GUELPH","400","U","GUELPH","2","12","2","37","0","37","20","1","0","0","111","341","Sprucedales and  Pinedales Apartments"
"027","GUELPH","401","U","GUELPH","3","9","0","54","0","72","35","1","0","0","174","320","Twin Towers Apartments"
"027","GUELPH","402","U","GUELPH","1","2","0","48","0","107","88","0","0","0","246","492","Woodlawn Towers Two"
