"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DOMBROWSKY","FORD","HAYES","HULL","SKINNER","SMITH","TUCK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"073","PRINCE EDWARD--HASTINGS","174","U","PICTON","37","1","30","13","2","55","1","0","0","0","139","496","Elks Lodge Hall"
"073","PRINCE EDWARD--HASTINGS","175","U","PICTON","12","0","19","10","1","30","1","0","0","0","73","431","Elks Lodge Hall"
"073","PRINCE EDWARD--HASTINGS","176","U","PICTON","79","0","22","38","3","103","0","0","0","0","245","447","North Marysburg Community Hall"
"073","PRINCE EDWARD--HASTINGS","177","U","PICTON","78","1","23","32","2","72","0","0","0","0","208","388","North Marysburg Community Hall"
"073","PRINCE EDWARD--HASTINGS","178","U","CHERRY VALLEY","84","0","42","23","0","78","2","0","0","0","229","458","Athol Town Hall"
"073","PRINCE EDWARD--HASTINGS","179","U","CHERRY VALLEY","55","1","16","22","2","56","1","3","0","0","156","362","Athol Central Public School"
"073","PRINCE EDWARD--HASTINGS","180","U","CHERRY VALLEY","60","2","39","37","2","121","1","1","0","0","263","572","Athol Central Public School"
"073","PRINCE EDWARD--HASTINGS","400","U","BELLEVILLE","41","0","24","2","1","34","0","0","0","0","102","152","Pineview Tower"
"073","PRINCE EDWARD--HASTINGS","401","U","BELLEVILLE","49","0","31","3","3","48","1","1","0","0","136","211","Centennial Place Apartments"
"073","PRINCE EDWARD--HASTINGS","402","U","BELLEVILLE","32","0","13","5","0","28","0","0","1","0","79","140","Westview Apartments"
"073","PRINCE EDWARD--HASTINGS","403","U","BELLEVILLE","36","1","25","7","0","38","0","0","0","0","107","187","Bayview Towers"
"073","PRINCE EDWARD--HASTINGS","404","U","BELLEVILLE","61","1","21","4","0","50","0","0","0","0","137","220","Albert Park Apartments I"
"073","PRINCE EDWARD--HASTINGS","405","U","BELLEVILLE","26","1","16","3","0","34","0","0","0","0","80","152","Albert Park Apartments II"
"073","PRINCE EDWARD--HASTINGS","406","U","BELLEVILLE","65","4","14","4","0","42","2","1","1","0","133","179","McNabb Towers"
"073","PRINCE EDWARD--HASTINGS","407","U","BELLEVILLE","25","0","14","2","0","19","0","1","0","0","61","141","Bay Terrace I"
"073","PRINCE EDWARD--HASTINGS","408","U","BELLEVILLE","19","3","13","0","3","20","0","0","0","0","58","110","Bay Terrace II"
"073","PRINCE EDWARD--HASTINGS","409","U","BELLEVILLE","37","1","15","6","0","43","0","0","0","1","103","155","Prince William Apartment(s)"
"073","PRINCE EDWARD--HASTINGS","700","U","BANCROFT","12","1","4","1","1","15","1","0","0","1","36","109","Hastings Centennial Manor"
"073","PRINCE EDWARD--HASTINGS","701","U","MARMORA","18","0","11","1","2","17","0","0","0","1","50","149","Caressant Care Retirement and Nursing Home"
"073","PRINCE EDWARD--HASTINGS","702","U","STIRLING","14","2","4","1","0","10","2","0","1","0","34","96","Stirling Manor Nursing Home"
"073","PRINCE EDWARD--HASTINGS","703","U","STIRLING","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"073","PRINCE EDWARD--HASTINGS","704","U","TWEED","33","0","5","0","0","24","1","1","0","1","65","140","Moira Place Long Term Care Home"
"073","PRINCE EDWARD--HASTINGS","705","U","BELLEVILLE","..........................NO POLL HELD..........................","","","","","","","","","","","",""
