"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CHAMBERLAIN","DEMJEN","DEVITA","GUPTA","MORIDI","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"075","RICHMOND HILL","041","U","RICHMOND HILL","9","2","18","97","97","1","0","0","224","464","St. Anne Catholic School"
"075","RICHMOND HILL","042","U","RICHMOND HILL","5","2","25","63","118","1","0","1","215","491","St. Anne Catholic School"
"075","RICHMOND HILL","043","U","RICHMOND HILL","4","1","17","67","65","0","0","0","154","408","St. Anne Catholic School"
"075","RICHMOND HILL","044","U","RICHMOND HILL","1","3","24","49","79","1","1","0","158","422","Richmond Hill Central Library"
"075","RICHMOND HILL","045","U","RICHMOND HILL","11","1","36","46","73","1","1","0","169","398","Richmond Hill Central Library"
"075","RICHMOND HILL","046","U","RICHMOND HILL","15","5","25","77","77","2","1","0","202","469","St. Anne Catholic School"
"075","RICHMOND HILL","047","U","RICHMOND HILL","6","2","38","72","89","2","0","0","209","480","St. Anne Catholic School"
"075","RICHMOND HILL","048","U","RICHMOND HILL","5","1","24","52","101","0","0","0","183","471","Richmond Hill Central Library"
"075","RICHMOND HILL","049","U","RICHMOND HILL","4","2","17","44","112","2","1","0","182","462","Richmond Hill Central Library"
"075","RICHMOND HILL","050","U","RICHMOND HILL","2","4","18","60","75","0","0","0","159","394","St. Anne Catholic School"
"075","RICHMOND HILL","051","U","RICHMOND HILL","8","0","13","80","109","1","0","0","211","467","Richvale Community Centre"
"075","RICHMOND HILL","052","U","RICHMOND HILL","4","1","21","53","67","1","0","0","147","358","Richvale Community Centre"
"075","RICHMOND HILL","053","U","RICHMOND HILL","14","0","26","61","79","1","0","0","181","446","St. Charles Garnier Catholic School"
"075","RICHMOND HILL","054","U","RICHMOND HILL","15","1","29","57","103","0","0","0","205","442","St. Charles Garnier Catholic School"
"075","RICHMOND HILL","055","U","RICHMOND HILL","8","1","25","32","78","1","0","0","145","431","Richvale Community Centre"
"075","RICHMOND HILL","056","U","RICHMOND HILL","16","3","14","41","96","1","0","0","171","398","Richvale Community Centre"
"075","RICHMOND HILL","057","U","RICHMOND HILL","7","3","33","51","79","2","0","0","175","392","Richvale Community Centre"
"075","RICHMOND HILL","058","U","RICHMOND HILL","4","1","22","51","55","0","0","0","133","378","St. Charles Garnier Catholic School"
"075","RICHMOND HILL","059","U","RICHMOND HILL","14","2","23","60","95","0","1","0","195","423","St. Charles Garnier Catholic School"
"075","RICHMOND HILL","060","U","RICHMOND HILL","12","3","25","33","83","0","0","0","156","408","Richvale Community Centre"
"075","RICHMOND HILL","061A","U","RICHMOND HILL","13","1","17","40","49","0","0","1","121","322","Richvale Community Centre"
"075","RICHMOND HILL","061B","U","RICHMOND HILL","9","2","32","34","58","0","0","0","135","325","Richvale Community Centre"
"075","RICHMOND HILL","062","U","RICHMOND HILL","10","4","19","64","65","1","0","0","163","493","St. Charles Garnier Catholic School"
"075","RICHMOND HILL","063","U","RICHMOND HILL","2","0","19","51","105","2","1","0","180","526","Charles Howitt Public School"
"075","RICHMOND HILL","064","U","RICHMOND HILL","6","0","9","69","61","0","0","0","145","452","Charles Howitt Public School"
"075","RICHMOND HILL","065","U","RICHMOND HILL","8","0","22","47","87","1","0","0","165","410","Charles Howitt Public School"
"075","RICHMOND HILL","066","U","RICHMOND HILL","3","5","25","77","93","1","0","0","204","400","Charles Howitt Public School"
"075","RICHMOND HILL","067","U","RICHMOND HILL","4","6","30","66","141","0","0","0","247","511","Charles Howitt Public School"
"075","RICHMOND HILL","068","U","RICHMOND HILL","1","1","8","51","92","0","0","0","153","476","Langstaff Community Centre"
"075","RICHMOND HILL","069","U","RICHMOND HILL","1","0","26","54","84","0","0","0","165","429","Langstaff Community Centre"
"075","RICHMOND HILL","070","U","RICHMOND HILL","5","2","14","55","91","0","0","0","167","445","Charles Howitt Public School"
"075","RICHMOND HILL","071","U","RICHMOND HILL","4","4","17","46","99","1","0","0","171","439","Langstaff Community Centre"
"075","RICHMOND HILL","072","U","RICHMOND HILL","4","2","12","40","79","0","0","0","137","434","Langstaff Community Centre"
"075","RICHMOND HILL","073","U","RICHMOND HILL","8","1","30","28","30","0","0","0","97","335","Crosby Heights Public School"
"075","RICHMOND HILL","074","U","RICHMOND HILL","16","0","27","41","47","0","0","0","131","417","Beverley Acres Public School"
"075","RICHMOND HILL","075","U","RICHMOND HILL","6","0","34","44","57","1","0","0","142","398","Beverley Acres Public School"
"075","RICHMOND HILL","076","U","RICHMOND HILL","12","2","42","38","63","1","0","0","158","365","Beverley Acres Public School"
"075","RICHMOND HILL","077","U","RICHMOND HILL","6","1","17","48","34","0","0","0","106","339","Beverley Acres Public School"
"075","RICHMOND HILL","078","U","RICHMOND HILL","13","4","31","38","36","1","0","0","123","314","Beverley Acres Public School"
"075","RICHMOND HILL","079","U","RICHMOND HILL","4","0","29","38","53","0","0","0","124","326","Beverley Acres Public School"
"075","RICHMOND HILL","080","U","RICHMOND HILL","4","3","47","48","88","1","0","0","191","432","Crosby Heights Public School"
"075","RICHMOND HILL","081","U","RICHMOND HILL","6","0","25","51","57","0","1","0","140","360","Crosby Heights Public School"
"075","RICHMOND HILL","082","U","RICHMOND HILL","3","0","14","32","31","1","0","0","81","373","Crosby Heights Public School"
"075","RICHMOND HILL","083","U","RICHMOND HILL","6","0","34","49","59","0","0","0","148","399","Crosby Heights Public School"
"075","RICHMOND HILL","084","U","RICHMOND HILL","8","2","19","38","68","0","0","0","135","364","Crosby Heights Public School"
"075","RICHMOND HILL","085","U","RICHMOND HILL","6","1","24","41","48","0","0","1","121","353","Walter Scott Public School"
"075","RICHMOND HILL","086","U","RICHMOND HILL","4","2","33","34","54","0","0","0","127","309","Walter Scott Public School"
"075","RICHMOND HILL","087","U","RICHMOND HILL","10","1","21","43","68","0","1","0","144","371","Elgin Barrow Arena Complex"
"075","RICHMOND HILL","088","U","RICHMOND HILL","4","2","26","56","63","2","0","0","153","365","Elgin Barrow Arena Complex"
"075","RICHMOND HILL","089","U","RICHMOND HILL","10","2","22","59","82","1","1","0","177","381","Walter Scott Public School"
"075","RICHMOND HILL","090","U","RICHMOND HILL","11","2","26","55","68","1","0","0","163","426","Elgin Barrow Arena Complex"
"075","RICHMOND HILL","091","U","RICHMOND HILL","5","0","27","51","90","2","0","0","175","503","Elgin Barrow Arena Complex"
"075","RICHMOND HILL","092","U","RICHMOND HILL","1","0","4","14","11","1","0","0","31","116","Elgin Barrow Arena Complex"
"075","RICHMOND HILL","093","U","RICHMOND HILL","10","0","22","26","29","0","0","0","87","316","Elgin Barrow Arena Complex"
"075","RICHMOND HILL","094","U","RICHMOND HILL","3","0","30","34","46","0","0","0","113","380","Walter Scott Public School"
"075","RICHMOND HILL","095","U","RICHMOND HILL","9","3","28","37","70","0","0","0","147","368","Walter Scott Public School"
"075","RICHMOND HILL","096","U","RICHMOND HILL","3","0","26","40","65","1","0","0","135","345","St. Joseph Elementary School"
"075","RICHMOND HILL","097","U","RICHMOND HILL","7","1","25","37","28","1","0","0","99","402","Walter Scott Public School"
"075","RICHMOND HILL","098","U","RICHMOND HILL","11","1","27","54","67","0","0","0","160","323","St. Joseph Elementary School"
"075","RICHMOND HILL","099","U","RICHMOND HILL","2","5","16","59","68","0","2","0","152","370","St. Joseph Elementary School"
"075","RICHMOND HILL","100","U","RICHMOND HILL","4","1","37","29","62","0","2","0","135","457","St. Joseph Elementary School"
"075","RICHMOND HILL","101","U","RICHMOND HILL","4","0","27","29","50","0","0","1","111","397","St. Joseph Elementary School"
"075","RICHMOND HILL","102","U","RICHMOND HILL","5","1","14","61","66","0","1","0","148","491","St. Joseph Elementary School"
"075","RICHMOND HILL","103","U","RICHMOND HILL","5","0","26","29","74","0","0","1","135","441","Sixteenth Avenue Public School"
"075","RICHMOND HILL","104","U","RICHMOND HILL","2","0","11","49","55","1","0","0","118","444","Sixteenth Avenue Public School"
"075","RICHMOND HILL","105","U","RICHMOND HILL","5","5","33","39","82","1","0","1","166","518","Sixteenth Avenue Public School"
"075","RICHMOND HILL","106","U","RICHMOND HILL","5","1","25","63","63","1","3","0","161","462","Sixteenth Avenue Public School"
"075","RICHMOND HILL","107","U","RICHMOND HILL","3","2","8","57","67","0","0","0","137","388","Sixteenth Avenue Public School"
"075","RICHMOND HILL","108","U","RICHMOND HILL","6","1","20","51","71","0","0","0","149","359","Sixteenth Avenue Public School"
"075","RICHMOND HILL","109","U","RICHMOND HILL","3","3","8","63","69","0","0","0","146","371","Sixteenth Avenue Public School"
"075","RICHMOND HILL","110","U","RICHMOND HILL","2","0","8","23","39","0","0","0","72","318","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","111","U","RICHMOND HILL","5","3","17","61","65","0","0","0","151","433","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","112","U","RICHMOND HILL","1","1","16","36","73","0","2","0","129","492","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","113","U","RICHMOND HILL","5","0","9","51","64","0","0","0","129","418","Pope John Paul II Elementary School"
"075","RICHMOND HILL","114","U","RICHMOND HILL","6","1","13","41","43","1","0","0","105","411","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","115","U","RICHMOND HILL","1","0","5","30","71","1","0","0","108","453","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","116","U","RICHMOND HILL","4","4","15","42","52","0","0","0","117","454","Red Maple Public School-Langstaff Community Centre"
"075","RICHMOND HILL","117","U","RICHMOND HILL","9","0","19","63","54","0","2","0","147","419","Red Maple Public School-Langstaff Community Centre"
"075","RICHMOND HILL","118","U","RICHMOND HILL","2","0","18","68","75","0","2","0","165","447","Red Maple Public School-Langstaff Community Centre"
"075","RICHMOND HILL","119","U","RICHMOND HILL","8","1","18","50","90","0","0","0","167","478","Red Maple Public School-Langstaff Community Centre"
"075","RICHMOND HILL","120","U","RICHMOND HILL","2","3","14","46","73","0","1","0","139","400","Red Maple Public School-Langstaff Community Centre"
"075","RICHMOND HILL","121","U","RICHMOND HILL","3","1","10","35","68","1","0","0","118","387","Langstaff Community Centre"
"075","RICHMOND HILL","122","U","RICHMOND HILL","6","2","18","32","54","1","0","0","113","381","Langstaff Community Centre"
"075","RICHMOND HILL","123","U","RICHMOND HILL","4","2","20","39","54","0","0","0","119","421","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","124","U","RICHMOND HILL","2","2","13","49","70","1","0","0","137","444","St. George Antiochian Orthodox Church"
"075","RICHMOND HILL","125","U","RICHMOND HILL","3","4","11","28","62","0","0","0","108","374","Langstaff Community Centre"
"075","RICHMOND HILL","126","U","RICHMOND HILL","2","1","15","23","41","0","0","0","82","324","Pope John Paul II Elementary School"
"075","RICHMOND HILL","127","U","RICHMOND HILL","5","3","19","37","47","0","0","0","111","488","Pope John Paul II Elementary School"
"075","RICHMOND HILL","128","U","RICHMOND HILL","6","2","16","62","100","3","0","0","189","617","Pope John Paul II Elementary School"
"075","RICHMOND HILL","129","U","RICHMOND HILL","10","2","18","46","66","0","2","0","144","398","Pope John Paul II Elementary School"
"075","RICHMOND HILL","130","U","RICHMOND HILL","1","2","11","68","69","0","0","0","151","467","Jean Vanier Catholic High School"
"075","RICHMOND HILL","131","U","RICHMOND HILL","1","5","18","52","51","0","1","0","128","438","Jean Vanier Catholic High School"
"075","RICHMOND HILL","132","U","RICHMOND HILL","4","0","10","65","47","2","0","0","128","398","Jean Vanier Catholic High School"
"075","RICHMOND HILL","133","U","RICHMOND HILL","2","2","12","65","71","0","0","0","152","474","Redstone Public School"
"075","RICHMOND HILL","134","U","RICHMOND HILL","9","0","22","71","62","2","1","0","167","435","Our Lady Help of Christians Catholic School"
"075","RICHMOND HILL","135","U","RICHMOND HILL","2","0","22","73","78","0","0","0","175","494","Our Lady Help of Christians Catholic School"
"075","RICHMOND HILL","136","U","RICHMOND HILL","7","0","30","69","86","1","0","0","193","563","Our Lady Help of Christians Catholic School"
"075","RICHMOND HILL","137","U","RICHMOND HILL","2","1","29","66","75","2","1","0","176","447","Our Lady Help of Christians Catholic School"
"075","RICHMOND HILL","138","U","RICHMOND HILL","4","2","21","48","88","0","2","0","165","499","Redstone Public School"
"075","RICHMOND HILL","139","U","RICHMOND HILL","3","4","24","30","69","0","0","0","130","402","Our Lady Help of Christians Catholic School"
"075","RICHMOND HILL","140","U","RICHMOND HILL","5","1","14","64","48","1","1","0","134","464","Jean Vanier Catholic High School"
"075","RICHMOND HILL","141","U","RICHMOND HILL","2","1","26","55","53","1","1","0","139","447","Jean Vanier Catholic High School"
"075","RICHMOND HILL","142","U","RICHMOND HILL","3","1","21","60","51","0","1","0","137","521","Jean Vanier Catholic High School"
"075","RICHMOND HILL","143","U","RICHMOND HILL","0","1","19","54","73","0","0","0","147","479","Redstone Public School"
"075","RICHMOND HILL","144","U","RICHMOND HILL","6","0","29","53","37","0","0","0","125","432","Redstone Public School"
"075","RICHMOND HILL","145","U","RICHMOND HILL","12","1","25","75","58","0","1","0","172","531","Redstone Public School"
"075","RICHMOND HILL","146","U","RICHMOND HILL","0","0","28","53","72","0","0","0","153","464","Bayview Secondary School"
"075","RICHMOND HILL","147","U","RICHMOND HILL","7","2","18","50","68","0","0","0","145","458","Bayview Secondary School"
"075","RICHMOND HILL","148","U","RICHMOND HILL","8","2","12","72","61","0","0","0","155","467","Rouge Woods Community Centre"
"075","RICHMOND HILL","149","U","RICHMOND HILL","1","3","22","59","75","0","0","0","160","496","Rouge Woods Community Centre"
"075","RICHMOND HILL","150","U","RICHMOND HILL","4","1","12","55","71","1","0","0","144","489","Rouge Woods Community Centre"
"075","RICHMOND HILL","151","U","RICHMOND HILL","4","0","18","41","80","0","3","0","146","430","Bayview Secondary School"
"075","RICHMOND HILL","152","U","RICHMOND HILL","3","0","28","44","38","0","1","0","114","393","Bayview Secondary School"
"075","RICHMOND HILL","153","U","RICHMOND HILL","2","4","22","63","64","1","0","0","156","489","Rouge Woods Community Centre"
"075","RICHMOND HILL","154","U","RICHMOND HILL","4","3","19","73","65","0","0","0","164","458","Rouge Woods Community Centre"
"075","RICHMOND HILL","155","U","RICHMOND HILL","4","0","16","53","50","0","0","0","123","451","Rouge Woods Community Centre"
"075","RICHMOND HILL","156","U","RICHMOND HILL","5","1","12","47","81","1","0","0","147","548","Bayview Hill Community Centre"
"075","RICHMOND HILL","157","U","RICHMOND HILL","1","0","19","60","70","0","0","0","150","500","Bayview Hill Community Centre"
"075","RICHMOND HILL","158","U","RICHMOND HILL","2","2","15","80","48","0","0","0","147","515","Bayview Hill Community Centre"
"075","RICHMOND HILL","159","U","RICHMOND HILL","6","2","14","55","53","0","0","0","130","479","Bayview Hill Community Centre"
"075","RICHMOND HILL","160","U","RICHMOND HILL","6","1","14","70","94","1","0","0","186","565","Bayview Hill Community Centre"
"075","RICHMOND HILL","161","U","RICHMOND HILL","0","3","12","62","47","0","2","0","126","477","Bayview Hill Community Centre"
"075","RICHMOND HILL","162","U","RICHMOND HILL","2","1","8","68","68","0","0","0","147","543","Bayview Hill Community Centre"
"075","RICHMOND HILL","163","U","RICHMOND HILL","3","2","9","83","82","0","0","0","179","521","Bayview Hill Elementary School"
"075","RICHMOND HILL","164","U","RICHMOND HILL","1","0","15","72","82","2","1","0","173","518","Bayview Hill Elementary School"
"075","RICHMOND HILL","165A","U","RICHMOND HILL","1","0","10","41","50","0","1","0","103","269","Bayview Hill Community Centre"
"075","RICHMOND HILL","165B","U","RICHMOND HILL","4","1","13","33","64","0","0","0","115","341","Bayview Hill Community Centre"
"075","RICHMOND HILL","166","U","RICHMOND HILL","6","2","11","77","78","4","0","0","178","558","Bayview Hill Elementary School"
"075","RICHMOND HILL","167","U","RICHMOND HILL","1","1","8","71","56","0","0","0","137","518","Bayview Hill Elementary School"
"075","RICHMOND HILL","168","U","RICHMOND HILL","4","1","4","83","82","0","0","0","174","522","Bayview Hill Elementary School"
"075","RICHMOND HILL","169","U","RICHMOND HILL","1","1","7","61","61","0","0","0","131","479","Bayview Hill Elementary School"
"075","RICHMOND HILL","170","U","RICHMOND HILL","7","0","11","49","43","0","0","0","110","446","Bayview Hill Elementary School"
"075","RICHMOND HILL","171","U","RICHMOND HILL","0","3","7","52","42","0","0","0","104","475","Christ the King Catholic School"
"075","RICHMOND HILL","172","U","RICHMOND HILL","4","0","9","76","76","0","0","0","165","541","Christ the King Catholic School"
"075","RICHMOND HILL","173","U","RICHMOND HILL","7","2","16","49","60","0","1","0","135","421","Christ the King Catholic School"
"075","RICHMOND HILL","174","U","RICHMOND HILL","6","3","18","33","92","0","0","0","152","513","Christ the King Catholic School"
"075","RICHMOND HILL","175","U","RICHMOND HILL","4","2","20","82","84","0","1","0","193","553","Ed Sackfield Arena"
"075","RICHMOND HILL","176","U","RICHMOND HILL","2","3","10","29","75","1","0","0","120","400","Ed Sackfield Arena"
"075","RICHMOND HILL","177","U","RICHMOND HILL","8","0","7","57","65","0","0","1","138","464","Ed Sackfield Arena"
"075","RICHMOND HILL","178","U","RICHMOND HILL","2","1","15","63","74","0","0","0","155","506","Ed Sackfield Arena"
"075","RICHMOND HILL","179","U","RICHMOND HILL","4","0","17","59","79","0","0","0","159","507","Adrianne Clarkson Public School"
"075","RICHMOND HILL","180","U","RICHMOND HILL","3","1","16","90","72","0","1","0","183","550","Doncrest Public School"
"075","RICHMOND HILL","181","U","RICHMOND HILL","1","1","17","55","69","0","0","0","143","430","Adrianne Clarkson Public School"
"075","RICHMOND HILL","182","U","RICHMOND HILL","5","0","20","69","80","0","0","0","174","458","Adrianne Clarkson Public School"
"075","RICHMOND HILL","183","U","RICHMOND HILL","1","4","14","64","77","1","0","0","161","468","Doncrest Public School"
"075","RICHMOND HILL","184","U","RICHMOND HILL","2","1","15","56","68","0","2","0","144","534","Doncrest Public School"
"075","RICHMOND HILL","185A","U","RICHMOND HILL","0","2","14","18","24","0","0","0","58","261","Adrianne Clarkson Public School"
"075","RICHMOND HILL","185B","U","RICHMOND HILL","0","0","17","23","35","0","0","0","75","305","Adrianne Clarkson Public School"
"075","RICHMOND HILL","186","U","RICHMOND HILL","0","2","20","47","67","0","2","0","138","542","Adrianne Clarkson Public School"
"075","RICHMOND HILL","187","U","RICHMOND HILL","4","2","19","54","83","2","1","0","165","532","Doncrest Public School"
"075","RICHMOND HILL","400","U","RICHMOND HILL","4","1","15","13","54","0","0","1","88","216","39 Crosby Avenue - Game Room"
"075","RICHMOND HILL","401","U","RICHMOND HILL","8","6","45","62","71","1","1","0","194","488","Mackenzie Square"
"075","RICHMOND HILL","402","U","RICHMOND HILL","4","0","20","37","75","0","0","1","137","278","Dynasty Condominiums"
"075","RICHMOND HILL","403","U","RICHMOND HILL","0","3","17","42","80","0","0","0","142","269","Dynasty Condominiums"
"075","RICHMOND HILL","404","U","RICHMOND HILL","3","1","15","32","89","2","1","0","143","263","Dynasty Condominiums"
"075","RICHMOND HILL","405","U","RICHMOND HILL","2","6","20","53","79","2","2","0","164","270","Gibraltar Condominiums"
"075","RICHMOND HILL","406","U","RICHMOND HILL","2","2","29","54","81","2","0","0","170","285","Gibraltar Condominiums"
"075","RICHMOND HILL","407","U","RICHMOND HILL","5","4","18","17","42","0","0","0","86","216","John Fitzpatrick Steel Workers Housing"
"075","RICHMOND HILL","408","U","RICHMOND HILL","4","0","31","36","66","1","0","0","138","209","Yonge North Recreation Centre (Club 66)"
"075","RICHMOND HILL","409","U","RICHMOND HILL","1","0","23","21","44","0","0","1","90","196","Yonge North Recreation Centre (Club 66)"
"075","RICHMOND HILL","410","U","RICHMOND HILL","2","1","21","39","48","1","0","0","112","198","40 Baif Boulevard"
"075","RICHMOND HILL","411","U","RICHMOND HILL","1","2","11","55","81","0","0","0","150","253","20 Baif Boulevard Apartment(s)"
"075","RICHMOND HILL","412","U","RICHMOND HILL","4","2","31","59","101","1","1","0","199","288","Observatory Place II"
"075","RICHMOND HILL","413","U","RICHMOND HILL","10","0","28","57","105","0","2","0","202","309","Observatory One"
"075","RICHMOND HILL","414","U","RICHMOND HILL","3","2","20","25","30","0","0","0","80","167","Richmond Hill Apartment(s)"
"075","RICHMOND HILL","415","U","RICHMOND HILL","4","2","23","11","30","0","2","0","72","220","Observatory Towers"
"075","RICHMOND HILL","416","U","RICHMOND HILL","3","2","17","46","81","0","0","0","149","530","Sixteenth Avenue Public School"
"075","RICHMOND HILL","417","U","RICHMOND HILL","8","2","26","60","89","0","1","0","186","708","Red Maple Public School-Langstaff Community Centre"
"075","RICHMOND HILL","418","U","RICHMOND HILL","8","3","18","55","53","0","1","0","138","378","Parkway Grand Residence"
"075","RICHMOND HILL","419","U","RICHMOND HILL","3","5","28","54","46","0","0","0","136","393","Parkway Grand"
"075","RICHMOND HILL","420","U","RICHMOND HILL","4","7","33","60","90","3","1","0","198","454","Bayview Place"
"075","RICHMOND HILL","421","U","RICHMOND HILL","0","5","19","33","86","0","0","0","143","312","The Richmond"
"075","RICHMOND HILL","422","U","RICHMOND HILL","2","0","6","31","28","1","0","0","68","128","Renaissance Richmond Hill"
"075","RICHMOND HILL","423","U","RICHMOND HILL","4","2","31","44","54","0","0","0","135","309","Cedar Gate 1"
"075","RICHMOND HILL","424","U","RICHMOND HILL","2","1","20","39","56","0","0","0","118","231","Cedar Gate 2"
"075","RICHMOND HILL","425","U","RICHMOND HILL","2","1","21","20","25","1","0","0","70","175","Richmond Hill Apartment(s)"
"075","RICHMOND HILL","426","U","RICHMOND HILL","10","2","25","32","38","2","0","0","109","191","Observatory Towers"
"075","RICHMOND HILL","427","U","RICHMOND HILL","5","3","22","32","47","1","0","0","110","148","5 Weldrick Road West"
"075","RICHMOND HILL","700","U","RICHMOND HILL","1","2","2","9","5","2","0","0","21","89","York Central Hospital"
"075","RICHMOND HILL","701","U","RICHMOND HILL","1","2","21","52","29","0","0","0","105","155","Rose Town Seniors Apartment(s)"
"075","RICHMOND HILL","702","U","RICHMOND HILL","2","1","5","2","5","0","0","0","15","57","Mariann Home"
"075","RICHMOND HILL","703","U","RICHMOND HILL","2","2","4","4","14","0","0","1","27","53","Sunrise of Richmond Hill"
