"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRIPPS","DOUCETTE","FIORENTINO","INNES","MILLER","PATTINSON","RANDALL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"032","HAMILTON EAST--STONEY CREEK","026","U","HAMILTON","16","3","25","0","97","1","1","1","0","0","144","322","Wh. Ballard Elementary School"
"032","HAMILTON EAST--STONEY CREEK","027","U","HAMILTON","17","0","25","0","90","1","2","1","0","0","136","369","Wh. Ballard Elementary School"
"032","HAMILTON EAST--STONEY CREEK","028","U","HAMILTON","13","0","27","3","116","0","6","1","0","0","166","386","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","029","U","HAMILTON","5","0","3","0","61","0","0","0","0","0","69","288","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","030","U","HAMILTON","28","2","18","0","90","2","4","0","1","1","146","398","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","031","U","HAMILTON","27","0","16","1","116","1","2","1","0","0","164","445","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","032","U","HAMILTON","26","0","21","1","124","1","2","0","0","0","175","413","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","033","U","HAMILTON","21","2","21","1","114","0","2","0","0","0","161","471","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","034","U","HAMILTON","12","0","8","0","86","0","0","0","0","0","106","488","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","035","U","HAMILTON","24","0","14","2","93","0","4","1","0","0","138","409","Moose Lodge Family Centre"
"032","HAMILTON EAST--STONEY CREEK","036","U","HAMILTON","19","0","26","0","145","1","6","1","0","0","198","458","Parkdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","037","U","HAMILTON","18","1","12","1","121","1","1","0","0","0","155","452","Parkdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","038","U","HAMILTON","28","0","34","3","154","3","0","0","0","0","222","460","Parkdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","039","U","HAMILTON","22","2","9","0","117","1","4","2","0","0","157","441","Parkdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","040","U","HAMILTON","20","0","19","0","85","0","2","2","0","0","128","401","Parkdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","041","U","HAMILTON","29","1","15","0","118","0","3","0","0","0","166","411","Parkdale Arena"
"032","HAMILTON EAST--STONEY CREEK","042","U","HAMILTON","18","0","12","1","88","1","1","1","0","0","122","316","Parkdale Arena"
"032","HAMILTON EAST--STONEY CREEK","043","U","HAMILTON","22","0","11","1","94","0","1","0","1","0","130","454","Parkdale Arena"
"032","HAMILTON EAST--STONEY CREEK","044","U","HAMILTON","45","2","15","2","56","0","1","0","0","0","121","229","Renaissance Banquet Centre"
"032","HAMILTON EAST--STONEY CREEK","045","U","HAMILTON","32","1","14","1","94","1","1","0","0","0","144","349","Greenvale Apartment(s)"
"032","HAMILTON EAST--STONEY CREEK","046","U","HAMILTON","47","1","26","1","73","2","4","0","0","0","154","399","Renaissance Banquet Centre"
"032","HAMILTON EAST--STONEY CREEK","047","U","HAMILTON","53","1","30","1","90","1","7","0","1","0","184","403","Delta United Church"
"032","HAMILTON EAST--STONEY CREEK","048","U","HAMILTON","38","1","28","1","100","0","3","0","0","1","172","360","Delta United Church"
"032","HAMILTON EAST--STONEY CREEK","049","U","HAMILTON","39","1","21","2","112","1","8","1","0","0","185","382","A. M. Cunningham Elementary School"
"032","HAMILTON EAST--STONEY CREEK","050","U","HAMILTON","37","2","25","0","74","3","5","1","0","0","147","367","Delta United Church"
"032","HAMILTON EAST--STONEY CREEK","051","U","HAMILTON","33","0","36","1","101","1","9","0","1","0","182","398","A. M. Cunningham Elementary School"
"032","HAMILTON EAST--STONEY CREEK","052","U","HAMILTON","38","0","47","2","124","2","7","0","0","0","220","379","A. M. Cunningham Elementary School"
"032","HAMILTON EAST--STONEY CREEK","053","U","HAMILTON","45","0","33","0","103","1","4","0","0","0","186","408","Delta United Church"
"032","HAMILTON EAST--STONEY CREEK","054","U","HAMILTON","29","0","22","0","81","3","4","0","0","0","139","333","A. M. Cunningham Elementary School"
"032","HAMILTON EAST--STONEY CREEK","055","U","HAMILTON","35","2","35","0","112","2","11","0","0","0","197","404","Rosedale Arena"
"032","HAMILTON EAST--STONEY CREEK","056","U","HAMILTON","42","0","26","0","93","2","2","2","0","0","167","439","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","057","U","HAMILTON","38","0","33","1","155","0","6","1","0","0","234","516","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","058","U","HAMILTON","43","1","30","0","112","4","1","0","1","0","192","472","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","059","U","HAMILTON","24","0","32","0","96","2","3","0","0","0","157","370","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","060","U","HAMILTON","26","0","28","3","69","1","1","0","0","0","128","338","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","061","U","HAMILTON","37","0","26","0","98","1","1","1","0","0","164","448","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","062","U","HAMILTON","32","0","35","1","105","0","2","1","0","0","176","409","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","063","U","HAMILTON","31","0","18","2","110","0","6","2","0","0","169","441","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","064","U","HAMILTON","25","0","17","0","77","2","3","0","0","0","124","361","St. Columba Church"
"032","HAMILTON EAST--STONEY CREEK","065","U","HAMILTON","34","0","26","0","95","1","2","0","0","0","158","439","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","066","U","HAMILTON","26","0","21","0","106","2","4","0","1","0","160","336","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","067","U","HAMILTON","33","0","17","0","85","2","2","3","0","0","142","429","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","068","U","HAMILTON","26","0","10","0","90","0","4","0","0","0","130","300","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","069","U","HAMILTON","35","0","32","0","89","2","1","0","1","0","160","404","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","070","U","HAMILTON","23","0","29","1","95","1","2","1","0","0","152","353","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","071","U","HAMILTON","40","0","29","0","94","0","9","0","0","0","172","388","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","072","U","HAMILTON","35","0","34","2","106","2","5","2","0","0","186","430","Rosedale Arena"
"032","HAMILTON EAST--STONEY CREEK","073","U","HAMILTON","39","0","33","1","127","4","5","1","0","0","210","402","Rosedale Arena"
"032","HAMILTON EAST--STONEY CREEK","074","U","HAMILTON","39","0","31","1","95","3","2","0","0","0","171","368","Pioneer Memorial Church"
"032","HAMILTON EAST--STONEY CREEK","075","U","HAMILTON","36","0","47","0","127","2","6","0","0","1","219","506","Rosedale Arena"
"032","HAMILTON EAST--STONEY CREEK","076","U","HAMILTON","62","1","22","1","103","5","5","0","0","0","199","408","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","077","U","HAMILTON","30","1","17","0","92","3","2","1","0","0","146","409","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","078","U","HAMILTON","30","0","19","1","52","1","0","1","0","0","104","320","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","079","U","HAMILTON","26","0","39","0","78","1","3","1","1","0","149","417","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","080","U","HAMILTON","34","1","22","0","86","0","0","3","0","0","146","515","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","081","U","HAMILTON","51","1","23","0","78","2","2","1","1","0","159","521","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","082","U","HAMILTON","15","0","5","0","69","0","1","1","0","0","91","328","St. Luke's Church"
"032","HAMILTON EAST--STONEY CREEK","083","U","HAMILTON","41","0","23","2","76","3","3","0","0","0","148","422","St. Luke's Church"
"032","HAMILTON EAST--STONEY CREEK","084","U","HAMILTON","26","1","19","1","81","1","0","0","0","0","129","404","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","085","U","HAMILTON","35","1","30","1","91","0","1","0","1","0","160","485","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","086","U","HAMILTON","38","0","25","1","59","5","3","1","0","0","132","318","St. Luke's Church"
"032","HAMILTON EAST--STONEY CREEK","087","U","HAMILTON","94","1","51","0","81","2","2","12","1","0","244","455","St. Luke's Church"
"032","HAMILTON EAST--STONEY CREEK","088","U","HAMILTON","20","1","26","0","69","0","4","0","0","0","120","535","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","089","U","HAMILTON","67","0","34","0","83","2","4","1","1","0","192","441","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","090","U","HAMILTON","30","0","25","0","102","1","1","0","0","0","159","558","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","091","U","HAMILTON","43","0","30","4","78","6","2","2","0","0","165","377","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","092","U","HAMILTON","45","1","35","0","84","1","0","0","0","0","166","389","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","093","U","HAMILTON","55","0","29","1","90","3","1","2","2","0","183","392","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","094","U","HAMILTON","52","0","34","0","103","1","1","0","0","0","191","405","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","095","U","HAMILTON","55","1","33","0","40","0","3","1","0","0","133","330","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","096","U","HAMILTON","74","0","44","0","79","2","3","0","0","0","202","428","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","097","U","HAMILTON","69","1","42","0","81","4","2","0","1","0","200","397","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","098","U","HAMILTON","48","2","64","1","95","0","4","1","0","0","215","460","Shoreliner Condominium(s)"
"032","HAMILTON EAST--STONEY CREEK","099","U","HAMILTON","34","1","19","0","117","3","1","0","2","0","177","538","Dominic Agostino Riverdale Recreation Centre"
"032","HAMILTON EAST--STONEY CREEK","100","U","HAMILTON","43","2","12","1","108","1","3","3","0","0","173","593","Renaissance Banquet Centre"
"032","HAMILTON EAST--STONEY CREEK","101","U","HAMILTON","82","3","21","0","86","4","3","1","0","0","200","448","St. Agnes School"
"032","HAMILTON EAST--STONEY CREEK","102","U","HAMILTON","19","0","22","0","60","1","5","0","0","0","107","352","St. Agnes School"
"032","HAMILTON EAST--STONEY CREEK","103","U","HAMILTON","39","2","34","1","100","2","4","0","0","0","182","393","St. Agnes School"
"032","HAMILTON EAST--STONEY CREEK","104","U","HAMILTON","75","1","20","1","69","1","1","0","0","0","168","452","Renaissance Banquet Centre"
"032","HAMILTON EAST--STONEY CREEK","105","U","HAMILTON","62","2","22","4","77","0","5","2","1","0","175","356","Renaissance Banquet Centre"
"032","HAMILTON EAST--STONEY CREEK","106","U","HAMILTON","38","1","22","0","99","3","2","1","1","0","167","387","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","107","U","HAMILTON","49","0","32","0","55","4","4","0","1","0","145","313","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","108","U","HAMILTON","77","0","35","1","75","1","4","3","1","0","197","388","St. Agnes School"
"032","HAMILTON EAST--STONEY CREEK","109","U","HAMILTON","19","0","6","0","40","0","0","0","0","0","65","248","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","110","U","HAMILTON","24","1","25","0","39","0","1","0","0","0","90","368","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","111","U","HAMILTON","18","0","12","1","34","1","0","0","0","0","66","303","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","112","U","HAMILTON","67","2","20","0","68","2","2","0","2","0","163","316","St. Agnes School"
"032","HAMILTON EAST--STONEY CREEK","113","U","HAMILTON","57","2","40","1","116","0","0","0","0","0","216","446","St. Agnes School"
"032","HAMILTON EAST--STONEY CREEK","114","U","HAMILTON","50","0","52","1","70","0","1","0","0","0","174","381","Shoreliner Condominium(s)"
"032","HAMILTON EAST--STONEY CREEK","115","U","HAMILTON","52","0","37","0","80","0","3","0","0","0","172","356","Shoreliner Condominium(s)"
"032","HAMILTON EAST--STONEY CREEK","116","U","HAMILTON","45","1","18","0","52","0","5","2","0","0","123","280","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","117","U","STONEY CREEK","54","0","30","1","92","2","6","1","0","0","186","414","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","118","U","STONEY CREEK","60","0","38","0","87","4","5","3","0","0","197","361","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","119","U","STONEY CREEK","70","1","42","1","97","2","4","0","0","0","217","470","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","120","U","STONEY CREEK","97","0","37","0","69","1","6","2","0","0","212","423","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","121","U","HAMILTON","76","1","29","0","64","0","2","1","0","0","173","380","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","122","U","STONEY CREEK","23","0","37","1","95","0","6","0","0","0","162","392","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","123","U","STONEY CREEK","59","0","33","0","98","1","2","1","0","0","194","321","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","124","U","STONEY CREEK","80","2","30","1","59","2","0","0","2","0","176","314","Eastdale Elementary School"
"032","HAMILTON EAST--STONEY CREEK","125","U","STONEY CREEK","70","0","43","1","59","0","0","0","0","0","173","356","St. Francis Xavier Parish Hall"
"032","HAMILTON EAST--STONEY CREEK","126","U","STONEY CREEK","100","1","40","1","69","1","5","0","0","0","217","411","St. Francis Xavier Parish Hall"
"032","HAMILTON EAST--STONEY CREEK","127","U","STONEY CREEK","46","0","57","1","55","0","7","0","0","0","166","431","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","128","U","HAMILTON","48","2","41","2","84","0","1","0","0","0","178","405","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","129","U","HAMILTON","62","0","59","2","85","1","0","1","0","0","210","483","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","130","U","HAMILTON","42","0","33","1","77","1","4","0","0","0","158","444","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","131","U","HAMILTON","37","2","40","0","80","1","3","0","0","0","163","386","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","132","U","HAMILTON","58","0","25","1","73","1","0","0","0","0","158","383","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","133","U","HAMILTON","67","0","29","1","83","3","4","1","0","0","188","423","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","134","U","HAMILTON","108","0","41","0","67","0","5","1","0","0","222","421","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","135","U","STONEY CREEK","23","0","32","0","68","2","7","0","0","0","132","409","St. Francis Xavier Parish Hall"
"032","HAMILTON EAST--STONEY CREEK","136","U","STONEY CREEK","36","0","26","2","47","3","1","1","0","0","116","351","St. Francis Xavier Parish Hall"
"032","HAMILTON EAST--STONEY CREEK","137","U","HAMILTON","82","0","31","0","90","2","2","1","1","0","209","459","Our Lady of Peace School"
"032","HAMILTON EAST--STONEY CREEK","138","U","STONEY CREEK","72","0","48","0","75","0","2","2","0","0","199","490","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","139","U","STONEY CREEK","61","0","25","1","57","0","0","1","0","0","145","352","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","140","U","STONEY CREEK","67","1","66","0","42","0","1","0","0","0","177","462","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","141","U","STONEY CREEK","53","0","51","0","67","1","5","0","0","2","179","447","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","142","U","STONEY CREEK","97","0","57","0","37","0","2","0","0","0","193","558","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","143","U","STONEY CREEK","32","0","24","0","48","0","4","1","0","0","109","289","Stoney Creek Municipal Centre"
"032","HAMILTON EAST--STONEY CREEK","144","U","STONEY CREEK","64","0","52","0","67","0","2","0","0","0","185","502","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","145","U","STONEY CREEK","66","0","53","1","52","1","3","0","0","0","176","417","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","146","U","STONEY CREEK","56","0","37","2","59","1","2","0","0","0","157","386","Stoney Creek Municipal Centre"
"032","HAMILTON EAST--STONEY CREEK","147","U","STONEY CREEK","42","0","35","0","103","0","1","1","0","0","182","421","Stoney Creek Municipal Centre"
"032","HAMILTON EAST--STONEY CREEK","148","U","STONEY CREEK","36","3","47","0","55","0","0","0","0","0","141","323","Stoney Creek Municipal Centre"
"032","HAMILTON EAST--STONEY CREEK","149","U","STONEY CREEK","106","0","70","0","65","3","5","1","0","0","250","548","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","150","U","STONEY CREEK","101","0","72","0","68","3","6","1","0","1","252","593","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","151","U","STONEY CREEK","70","0","47","1","39","0","3","0","0","0","160","398","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","152","U","STONEY CREEK","77","2","48","1","61","2","2","0","0","0","193","501","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","153","U","STONEY CREEK","35","0","36","0","50","0","3","2","0","0","126","342","Liuna Gardens"
"032","HAMILTON EAST--STONEY CREEK","154","U","STONEY CREEK","46","1","42","0","71","3","5","0","0","1","169","344","Winona Senior Centre"
"032","HAMILTON EAST--STONEY CREEK","155","U","STONEY CREEK","54","1","42","0","48","0","2","1","0","0","148","340","Winona Senior Centre"
"032","HAMILTON EAST--STONEY CREEK","156","U","STONEY CREEK","51","0","61","1","59","2","5","1","0","0","180","353","Winona Senior Centre"
"032","HAMILTON EAST--STONEY CREEK","157","U","STONEY CREEK","74","0","70","0","60","3","2","0","0","1","210","365","Winona Senior Centre"
"032","HAMILTON EAST--STONEY CREEK","158","U","HAMILTON","48","0","16","3","127","2","1","0","0","0","197","456","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","159","U","HAMILTON","58","0","24","2","72","4","2","2","0","0","164","441","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","160","U","HAMILTON","125","1","42","5","120","1","4","0","2","1","301","473","Sir Isaac Brock Elementary School"
"032","HAMILTON EAST--STONEY CREEK","161","U","HAMILTON","63","0","40","3","86","0","2","0","0","0","194","416","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","162","U","HAMILTON","85","0","59","0","42","2","2","2","0","0","192","371","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","163","U","HAMILTON","132","0","45","0","58","3","3","3","0","0","244","448","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","164","U","HAMILTON","70","1","27","1","53","1","2","1","1","0","157","394","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","165","U","HAMILTON","97","0","31","1","75","3","0","3","1","0","211","470","St. David's Elementary School"
"032","HAMILTON EAST--STONEY CREEK","166","U","STONEY CREEK","37","0","45","0","112","2","4","0","0","0","200","366","Green Acres Elementary School"
"032","HAMILTON EAST--STONEY CREEK","167","U","STONEY CREEK","37","0","35","0","94","1","5","0","0","0","172","382","Stoney Creek United Church"
"032","HAMILTON EAST--STONEY CREEK","168","U","STONEY CREEK","43","0","31","0","58","1","3","0","0","0","136","313","Royal Canadian Legion Branch 662"
"032","HAMILTON EAST--STONEY CREEK","169","U","STONEY CREEK","42","0","41","0","92","0","6","0","0","0","181","327","Cardinal Newman High School"
"032","HAMILTON EAST--STONEY CREEK","170","U","STONEY CREEK","30","0","33","0","66","1","6","0","0","0","136","433","Royal Canadian Legion Branch 662"
"032","HAMILTON EAST--STONEY CREEK","171","U","STONEY CREEK","42","0","58","0","91","0","4","0","0","0","195","424","Green Acres Elementary School"
"032","HAMILTON EAST--STONEY CREEK","172","U","STONEY CREEK","37","0","34","0","63","0","0","0","0","0","134","419","Stoney Creek United Church"
"032","HAMILTON EAST--STONEY CREEK","173","U","STONEY CREEK","17","1","12","0","57","0","1","0","0","0","88","314","Stoney Creek United Church"
"032","HAMILTON EAST--STONEY CREEK","174","U","STONEY CREEK","10","0","9","0","73","0","3","0","0","0","95","371","Royal Canadian Legion Branch 662"
"032","HAMILTON EAST--STONEY CREEK","175","U","STONEY CREEK","42","0","45","1","88","4","4","1","0","0","185","374","Royal Canadian Legion Branch 662"
"032","HAMILTON EAST--STONEY CREEK","176","U","STONEY CREEK","64","1","47","0","84","1","1","0","0","0","198","372","Stoney Creek United Church"
"032","HAMILTON EAST--STONEY CREEK","177","U","STONEY CREEK","41","0","27","2","93","1","0","0","0","0","164","363","Stoney Creek United Church"
"032","HAMILTON EAST--STONEY CREEK","178","U","STONEY CREEK","22","0","11","0","64","3","1","0","0","0","101","324","Royal Canadian Legion Branch 662"
"032","HAMILTON EAST--STONEY CREEK","179","U","STONEY CREEK","38","2","38","1","61","0","4","0","0","0","144","327","Cardinal Newman High School"
"032","HAMILTON EAST--STONEY CREEK","180","U","STONEY CREEK","57","2","40","0","90","0","3","0","0","0","192","378","Royal Canadian Legion Branch 662"
"032","HAMILTON EAST--STONEY CREEK","181","U","STONEY CREEK","41","1","19","0","70","0","0","0","0","0","131","337","Cardinal Newman High School"
"032","HAMILTON EAST--STONEY CREEK","182","U","STONEY CREEK","42","0","35","0","102","1","3","0","0","0","183","409","Cardinal Newman High School"
"032","HAMILTON EAST--STONEY CREEK","183","U","STONEY CREEK","24","0","28","1","65","1","7","1","0","0","127","263","St. Francis Xavier Parish Hall"
"032","HAMILTON EAST--STONEY CREEK","184","U","STONEY CREEK","48","1","37","0","78","1","0","3","2","0","170","360","St. Francis Xavier Parish Hall"
"032","HAMILTON EAST--STONEY CREEK","185","U","STONEY CREEK","43","0","28","4","91","1","5","0","0","0","172","353","Cardinal Newman High School"
"032","HAMILTON EAST--STONEY CREEK","186","U","STONEY CREEK","78","0","31","0","72","2","5","1","0","0","189","366","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","187","U","STONEY CREEK","94","2","44","0","71","1","2","1","1","0","216","436","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","188","U","STONEY CREEK","63","1","38","0","58","3","5","1","2","0","171","331","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","189","U","STONEY CREEK","89","1","46","0","90","0","2","1","0","0","229","409","Cardinal Newman High School"
"032","HAMILTON EAST--STONEY CREEK","190","U","STONEY CREEK","77","0","44","1","63","3","0","1","0","0","189","368","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","191","U","STONEY CREEK","50","0","32","1","61","0","4","0","0","0","148","349","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","192","U","STONEY CREEK","41","0","35","3","54","0","2","1","0","0","136","332","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","193","U","STONEY CREEK","92","1","36","2","84","3","2","1","0","0","221","479","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","194","U","STONEY CREEK","62","0","34","0","41","0","0","1","0","0","138","324","Orchard Park Secondary School"
