"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CHMELYK","DHILLON","HARLSON","KATHURIA","SHENOUDA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"008","BRAMPTON WEST","157","U","BRAMPTON","8","89","3","13","92","1","0","0","206","411","St. Francis Xavier Separate School"
"008","BRAMPTON WEST","158","U","BRAMPTON","8","89","2","21","104","0","0","0","224","404","St. Francis Xavier Separate School"
"008","BRAMPTON WEST","159","U","BRAMPTON","11","61","2","18","84","1","0","0","177","367","Sir Wilfred Laurier Public School"
"008","BRAMPTON WEST","160","U","BRAMPTON","5","18","1","18","32","0","0","0","74","204","Sir Wilfred Laurier Public School"
"008","BRAMPTON WEST","161","U","BRAMPTON","6","64","1","16","106","0","0","0","193","371","St. Francis Xavier Separate School"
"008","BRAMPTON WEST","162","U","BRAMPTON","4","62","4","23","49","0","0","0","142","429","Bishop Francis Allen Elementary School"
"008","BRAMPTON WEST","163","U","BRAMPTON","7","73","2","19","39","0","0","0","140","414","Bishop Francis Allen Elementary School"
"008","BRAMPTON WEST","164","U","BRAMPTON","3","43","2","18","68","1","0","1","136","323","Bishop Francis Allen Elementary School"
"008","BRAMPTON WEST","165","U","BRAMPTON","6","84","3","14","102","4","0","0","213","419","Centennial Senior Public School"
"008","BRAMPTON WEST","166","U","BRAMPTON","7","24","3","20","31","2","0","0","87","283","Centennial Senior Public School"
"008","BRAMPTON WEST","167","U","BRAMPTON","11","23","1","10","39","2","0","1","87","256","Centennial Senior Public School"
"008","BRAMPTON WEST","168","U","BRAMPTON","17","67","1","22","85","0","0","0","192","429","Centennial Senior Public School"
"008","BRAMPTON WEST","169","U","BRAMPTON","8","49","1","11","47","1","0","0","117","265","McHugh Public School"
"008","BRAMPTON WEST","170","U","BRAMPTON","17","113","4","31","76","0","0","0","241","424","McHugh Public School"
"008","BRAMPTON WEST","171","U","BRAMPTON","4","51","2","17","42","1","0","0","117","298","McHugh Public School"
"008","BRAMPTON WEST","172","U","BRAMPTON","7","23","3","11","34","0","1","0","79","293","Glendale Public School"
"008","BRAMPTON WEST","173","U","BRAMPTON","7","48","3","28","56","0","0","0","142","516","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","174","U","BRAMPTON","1","35","2","25","34","0","0","0","97","461","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","175","U","BRAMPTON","7","24","2","23","48","0","0","0","104","322","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","176","U","BRAMPTON","7","39","3","21","55","0","0","0","125","308","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","177","U","BRAMPTON","8","68","8","49","103","1","0","0","237","621","McHugh Public School"
"008","BRAMPTON WEST","178","U","BRAMPTON","7","63","3","15","63","1","1","0","153","386","McHugh Public School"
"008","BRAMPTON WEST","179","U","BRAMPTON","2","30","1","33","95","0","1","0","162","410","McHugh Public School"
"008","BRAMPTON WEST","180","U","BRAMPTON","3","54","3","15","25","0","0","0","100","340","Ridgeview Public School"
"008","BRAMPTON WEST","181","U","BRAMPTON","4","47","0","13","49","2","1","0","116","245","Ridgeview Public School"
"008","BRAMPTON WEST","182","U","BRAMPTON","8","102","2","17","105","0","0","0","234","381","Ridgeview Public School"
"008","BRAMPTON WEST","183","U","BRAMPTON","8","79","0","19","78","1","0","0","185","386","Ridgeview Public School"
"008","BRAMPTON WEST","184","U","BRAMPTON","8","98","2","26","74","0","0","0","208","540","Brampton Centennial Secondary School"
"008","BRAMPTON WEST","185","U","BRAMPTON","4","44","3","24","39","1","0","0","115","321","Brampton Centennial Secondary School"
"008","BRAMPTON WEST","186","U","BRAMPTON","6","63","0","26","63","0","0","0","158","526","Brampton Centennial Secondary School"
"008","BRAMPTON WEST","187","U","BRAMPTON","5","66","0","16","37","0","0","0","124","450","Brampton Centennial Secondary School"
"008","BRAMPTON WEST","188","U","BRAMPTON","8","22","2","28","25","0","0","0","85","332","Brampton Centennial Secondary School"
"008","BRAMPTON WEST","189","U","BRAMPTON","3","46","4","22","38","0","1","0","114","430","Northwood Public School"
"008","BRAMPTON WEST","190","U","BRAMPTON","5","61","1","28","42","1","0","0","138","473","Northwood Public School"
"008","BRAMPTON WEST","191","U","BRAMPTON","6","45","5","21","58","0","0","0","135","372","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","192","U","BRAMPTON","3","65","2","34","57","0","0","0","161","486","Northwood Public School"
"008","BRAMPTON WEST","193","U","BRAMPTON","5","71","3","27","26","0","0","0","132","435","Northwood Public School"
"008","BRAMPTON WEST","194","U","BRAMPTON","6","51","0","11","42","0","0","0","110","385","Northwood Public School"
"008","BRAMPTON WEST","195","U","BRAMPTON","2","70","2","31","60","1","0","0","166","499","Sir William Gage Public School"
"008","BRAMPTON WEST","196","U","BRAMPTON","5","84","3","24","65","1","0","0","182","529","Northwood Public School"
"008","BRAMPTON WEST","197","U","BRAMPTON","10","55","2","26","65","0","0","1","159","403","Northwood Public School"
"008","BRAMPTON WEST","198","U","BRAMPTON","4","13","0","20","44","0","0","0","81","255","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","199","U","BRAMPTON","10","45","4","28","62","0","0","0","149","368","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","200","U","BRAMPTON","10","46","2","23","64","0","0","0","145","395","Sir William Gage Public School"
"008","BRAMPTON WEST","201","U","BRAMPTON","10","64","3","24","67","0","0","0","168","446","Sir William Gage Public School"
"008","BRAMPTON WEST","202","U","BRAMPTON","10","77","2","22","89","1","0","0","201","481","Sir William Gage Public School"
"008","BRAMPTON WEST","203","U","BRAMPTON","4","79","5","32","109","1","0","0","230","546","Sir William Gage Public School"
"008","BRAMPTON WEST","204","U","BRAMPTON","2","47","3","34","41","0","1","0","128","461","St. Monica Elementary School"
"008","BRAMPTON WEST","205","U","BRAMPTON","5","47","0","36","56","0","1","0","145","407","St. Monica Elementary School"
"008","BRAMPTON WEST","206","U","BRAMPTON","2","71","0","22","40","2","0","0","137","376","St. Monica Elementary School"
"008","BRAMPTON WEST","207","U","BRAMPTON","2","43","1","26","28","0","0","0","100","362","St. Monica Elementary School"
"008","BRAMPTON WEST","208","U","BRAMPTON","3","71","2","43","41","2","3","0","165","535","St. Monica Elementary School"
"008","BRAMPTON WEST","209","U","BRAMPTON","1","69","3","19","74","0","0","0","166","474","St. Monica Elementary School"
"008","BRAMPTON WEST","210","U","BRAMPTON","7","62","0","41","39","0","0","0","149","370","St. Augustine Secondary School"
"008","BRAMPTON WEST","211","U","BRAMPTON","3","70","0","16","30","0","0","0","119","402","St. Augustine Secondary School"
"008","BRAMPTON WEST","212","U","BRAMPTON","9","49","3","28","17","2","0","0","108","314","St. Augustine Secondary School"
"008","BRAMPTON WEST","213","U","BRAMPTON","6","39","3","14","36","0","2","0","100","317","St. Augustine Secondary School"
"008","BRAMPTON WEST","214","U","BRAMPTON","4","68","2","23","50","0","0","0","147","476","St. Brigid Separate School"
"008","BRAMPTON WEST","215","U","BRAMPTON","5","94","0","36","43","1","2","0","181","437","St. Brigid Separate School"
"008","BRAMPTON WEST","216","U","BRAMPTON","5","38","4","22","32","0","0","0","101","288","St. Brigid Separate School"
"008","BRAMPTON WEST","217","U","BRAMPTON","1","93","0","39","16","5","0","0","154","393","St. Brigid Separate School"
"008","BRAMPTON WEST","218","U","BRAMPTON","7","68","0","18","44","1","0","0","138","347","St. Brigid Separate School"
"008","BRAMPTON WEST","219","U","BRAMPTON","7","72","0","21","52","1","0","1","154","395","St. Brigid Separate School"
"008","BRAMPTON WEST","220","U","BRAMPTON","3","66","2","24","48","0","0","0","143","460","St. Brigid Separate School"
"008","BRAMPTON WEST","221","U","BRAMPTON","3","53","2","30","17","0","0","0","105","398","Copeland Public School"
"008","BRAMPTON WEST","222","U","BRAMPTON","1","54","2","33","32","2","0","0","124","479","Copeland Public School"
"008","BRAMPTON WEST","223","U","BRAMPTON","2","61","0","39","23","1","0","0","126","469","Copeland Public School"
"008","BRAMPTON WEST","224","U","BRAMPTON","4","46","0","38","20","1","0","1","110","403","Copeland Public School"
"008","BRAMPTON WEST","225","U","BRAMPTON","6","71","0","16","31","0","0","0","124","414","Copeland Public School"
"008","BRAMPTON WEST","226","U","BRAMPTON","1","64","3","24","29","0","0","0","121","412","Copeland Public School"
"008","BRAMPTON WEST","227","U","BRAMPTON","2","44","1","27","15","0","2","0","91","379","Hickory Wood Public School"
"008","BRAMPTON WEST","228","U","BRAMPTON","0","65","1","32","22","0","1","0","121","367","Hickory Wood Public School"
"008","BRAMPTON WEST","229","U","BRAMPTON","7","71","1","27","23","0","0","0","129","452","Hickory Wood Public School"
"008","BRAMPTON WEST","230","U","BRAMPTON","3","44","2","38","39","3","0","0","129","414","Hickory Wood Public School"
"008","BRAMPTON WEST","231","U","BRAMPTON","3","36","3","27","16","1","0","0","86","308","Hickory Wood Public School"
"008","BRAMPTON WEST","232","U","BRAMPTON","3","62","4","31","24","0","0","0","124","405","Hickory Wood Public School"
